candidate_id,score,failure_mode,worst_pol_normal_phase_error_deg,worst_pol_phase_margin_deg,conservative_normal_offaxis_ratio
D5_BASE_11420,-998.7177768601526,30_40_phase_risk_too_close,7.5563644051847945,28.22231398474028,3103015308.664837
D5_BASE_10997,-998.7187856307423,normal_phase_error_gt10deg;30_40_phase_risk_too_close,10.73585980879506,28.12143692576177,17799158549.478268
D5_BASE_10557,-998.7222750493571,30_40_phase_risk_too_close,7.50079035972891,27.772495064292258,2417569048.486574
D5_BASE_10158,-998.7223394140811,30_40_phase_risk_too_close,4.459702650436507,27.766058591886804,171537958.22846252
D5_BASE_11018,-998.7245992738978,30_40_phase_risk_too_close,3.3250812674579664,27.540072610229828,36438735.84680071
D5_BASE_12221,-998.724701386883,normal_phase_error_gt10deg;30_40_phase_risk_too_close,11.124415374124448,27.529861311697765,17987844204.84198
D5_BASE_11400,-998.7249072958367,30_40_phase_risk_too_close,8.179838142631592,27.509270416324764,3246407379.1133223
D5_BASE_10518,-998.7259340187396,30_40_phase_risk_too_close,1.5104271325941327,27.40659812603649,9572571.511256872
D5_BASE_13922,-998.726147982808,30_40_phase_risk_too_close,3.365998919901677,27.38520171919446,34084233.32367702
D5_BASE_10977,-998.7309006250514,normal_phase_error_gt10deg;30_40_phase_risk_too_close,11.569664531914349,26.909937494861573,14213102309.331747
D5_BASE_11439,-998.7329943249774,30_40_phase_risk_too_close,0.33614132478270736,26.700567502259403,1415837.4825380484
D5_BASE_10939,-998.7330743951044,30_40_phase_risk_too_close,3.727586687431981,26.692560489559536,32170509.80904348
D5_BASE_10938,-998.7345595944339,30_40_phase_risk_too_close,5.57930130477957,26.544040556605797,129827541.64368707
D5_BASE_13502,-998.7396106421096,30_40_phase_risk_too_close,7.434873092087114,26.038935789041368,276150913.14964604
D5_BASE_11019,-998.7397341577832,30_40_phase_risk_too_close,3.732732847402729,26.02658422167172,12928511.650636338
D5_BASE_10138,-998.7407017366729,30_40_phase_risk_too_close,3.980069333714104,25.929826332712768,19291238.8969953
D5_BASE_11818,-998.7410323924868,normal_phase_error_gt10deg;30_40_phase_risk_too_close,12.295427355027641,25.896760751323125,10843144557.876993
D5_BASE_13460,-998.7422298741517,normal_phase_error_gt10deg;30_40_phase_risk_too_close,10.393140527509482,25.77701258483231,2930537430.599046
D5_BASE_11358,-998.7431851701283,30_40_phase_risk_too_close,9.648175476965005,25.6814829871751,1446890250.1718543
D5_BASE_11798,-998.7448595448022,normal_phase_error_gt10deg;30_40_phase_risk_too_close,12.921208839499597,25.51404551977331,9157907952.678082
D5_BASE_10579,-998.7452780930927,30_40_phase_risk_too_close,7.802813999508651,25.472190690730066,264557973.94465345
D5_BASE_10117,-998.7479947826813,30_40_phase_risk_too_close,4.5370109008048685,25.200521731872158,15254778.567669531
D5_BASE_09755,-998.7486086394922,normal_phase_error_gt10deg,11.22401585928351,25.139136050780323,2697756518.6085744
D5_BASE_09775,-998.7512477415818,normal_phase_error_gt10deg,10.832526335392737,24.875225841824783,1238546771.7912796
D5_BASE_12619,-998.7513016089235,normal_phase_error_gt10deg;30_40_phase_risk_too_close,12.547910001309866,24.869839107643067,5679236578.5489855
D5_BASE_11380,-998.7515609505951,30_40_phase_risk_too_close,8.969645900324068,24.843904940488788,342698317.25719196
D5_REFINE_34042,-998.7516099230273,normal_phase_error_gt10deg,11.395628304839368,24.839007697269288,2240552372.0479994
D5_BASE_11778,-998.7518107458226,normal_phase_error_gt10deg;30_40_phase_risk_too_close,13.717049649150441,24.818925417744417,6975855884.70066
D5_BASE_12639,-998.7526319751257,normal_phase_error_gt10deg;30_40_phase_risk_too_close,12.543864608443792,24.736802487430506,4850087296.100598
D5_BASE_13480,-998.7529889511663,normal_phase_error_gt10deg;30_40_phase_risk_too_close,11.374724960603215,24.701104883370956,1886403589.469742
D5_BASE_13082,-998.7530733014111,normal_phase_error_gt10deg;30_40_phase_risk_too_close,11.50374726427255,24.692669858888166,1671530171.525833
D5_BASE_10599,-998.7531968170848,30_40_phase_risk_too_close,7.801607019588164,24.680318291518635,85695968.70155339
D5_BASE_12659,-998.7544685295284,normal_phase_error_gt10deg;30_40_phase_risk_too_close,12.541876949351495,24.553147047158674,3844960604.5846443
D5_BASE_09735,-998.7544923873668,normal_phase_error_gt10deg,12.013778251238902,24.55076126331734,1588455541.3075404
D5_BASE_10118,-998.7561222805259,30_40_phase_risk_too_close,3.354287849242147,24.38777194740782,2940421.823030259
D5_BASE_10537,-998.7566203583756,30_40_phase_risk_too_close,8.605885072990304,24.337964162441562,152866953.7983289
D5_BASE_13921,-998.7572429824945,30_40_phase_risk_too_close,6.926518898269577,24.275701750549374,30873647.16345246
D5_BASE_13101,-998.7595829491476,30_40_phase_risk_too_close,0.20403970813017122,24.041705085241496,151135.6765684217
D5_BASE_10136,-998.7609359041263,normal_phase_error_gt10deg;30_40_phase_risk_too_close,10.489730302404169,23.90640958736327,401177200.03506106
D5_BASE_11821,-998.7622562148534,normal_phase_error_gt10deg;30_40_phase_risk_too_close,13.417851962657602,23.774378514659755,3069625655.4650726
D5_BASE_12201,-998.7629149241089,normal_phase_error_gt10deg;30_40_phase_risk_too_close,13.30870903145342,23.708507589104446,2622861305.5078993
D5_BASE_10957,-998.7652459340699,normal_phase_error_gt10deg;30_40_phase_risk_too_close,12.674759245175741,23.47540659301088,1236445225.3736129
D5_BASE_12662,-998.7665359607126,normal_phase_error_gt10deg;30_40_phase_risk_too_close,15.572621436457986,23.34640392873507,2602616658.4922233
D5_BASE_10559,-998.7668175447842,30_40_phase_risk_too_close,7.802493911575684,23.318245521578987,30283348.255247686
D5_BASE_10098,-998.7684773838372,30_40_phase_risk_too_close,2.5584470395914054,23.15226161628426,580128.59178655
D5_BASE_12681,-998.7689648142865,30_40_phase_risk_too_close,3.8648344640552645,23.10351857134874,1100512.5948716595
D5_BASE_12680,-998.7703940444754,30_40_phase_risk_too_close,4.650258111371514,22.960595552456535,1717665.3297313496
D5_BASE_11838,-998.7707029629897,normal_phase_error_gt10deg;30_40_phase_risk_too_close,11.815794038305237,22.929703701026597,269148995.81467766
D5_BASE_10596,-998.7709706216144,normal_phase_error_gt10deg;30_40_phase_risk_too_close,12.740748054272677,22.902937838558017,408221743.6417533
D5_BASE_11000,-998.7713939012041,normal_phase_error_gt10deg;30_40_phase_risk_too_close,11.62523857737023,22.860609879596176,295063796.03439295
D5_BASE_09795,-998.7714465475661,normal_phase_error_gt10deg,10.822821584594443,22.855345243389102,89780545.94107994
D5_BASE_08957,-998.7731518244639,normal_phase_error_gt10deg,10.778492506570654,22.684817553615048,83036984.80690545
D5_BASE_10576,-998.7733011572608,normal_phase_error_gt10deg;30_40_phase_risk_too_close,13.48104688494925,22.669884273926034,899848782.3039098
D5_BASE_12259,-998.773707005325,30_40_phase_risk_too_close,8.472682689233093,22.629299467496065,19395919.893656198
D5_BASE_08894,-998.7743892230305,normal_phase_error_gt10deg,10.497046056249719,22.561077696942547,97210892.38192777
D5_BASE_09677,-998.7753911523082,30_40_phase_risk_too_close,1.8877713636501416,22.46088476917869,209448.1342002378
D5_BASE_06154,-998.7762410306281,30_40_phase_risk_too_close,0.324459700967643,22.375896937192614,65611.11450149489
D5_BASE_07015,-998.7767658856795,30_40_phase_risk_too_close,0.6176399400347088,22.323411432050676,52810.81851603763
D5_BASE_06831,-998.7769668079109,normal_phase_error_gt10deg,11.418563840353976,22.303319208911553,116082047.66990502
D5_BASE_13500,-998.7770173912301,normal_phase_error_gt10deg;30_40_phase_risk_too_close,12.16453271829559,22.298260876990913,168961789.64929768
D5_BASE_07652,-998.7778793720928,normal_phase_error_gt10deg,11.379165544681257,22.21206279071575,88201051.63478543
D5_BASE_11360,-998.7789667391418,30_40_phase_risk_too_close,9.9512303334178,22.103326085828424,41943277.18867594
D5_BASE_11017,-998.7794280849035,normal_phase_error_gt10deg;30_40_phase_risk_too_close,10.139142515797596,22.05719150964487,29347740.65379658
D5_BASE_10556,-998.7796359633442,normal_phase_error_gt10deg;30_40_phase_risk_too_close,14.558604474589606,22.03640366558767,714351016.8168308
D5_BASE_12642,-998.7814014795997,normal_phase_error_gt10deg;30_40_phase_risk_too_close,18.5507682443455,21.8598520400337,574809809.8203129
D5_BASE_12261,-998.7824274735881,30_40_phase_risk_too_close,7.9337086362407,21.757252641195645,5969973.940712737
D5_BASE_07672,-998.7824834496236,normal_phase_error_gt10deg,11.705522098428574,21.751655037649993,96280865.13149697
D5_BASE_10097,-998.7840167280025,30_40_phase_risk_too_close,5.956645535835476,21.598327199748102,1713104.3536790211
D5_BASE_08493,-998.7854025708108,normal_phase_error_gt10deg,12.480959089521342,21.45974291892359,113646776.74021038
D5_BASE_05734,-998.7866921444842,30_40_phase_risk_too_close,4.393333873153079,21.3307855515853,352358.8646270973
D5_BASE_10539,-998.7869639393278,30_40_phase_risk_too_close,7.800506252483491,21.30360606721362,4542191.621892407
D5_BASE_05990,-998.7884098342956,normal_phase_error_gt10deg,11.743845969325163,21.159016570439114,39922611.119665384
D5_BASE_05590,-998.788555193151,normal_phase_error_gt10deg,10.106686606819787,21.14448068490271,14439034.637973232
D5_BASE_08974,-998.7894150209966,normal_phase_error_gt10deg,10.438173601691952,21.05849790034342,20639479.408290148
D5_BASE_09696,-998.7919183306511,30_40_phase_risk_too_close,7.880122249877113,20.80816693488461,3059991.1028621434
D5_BASE_11438,-998.7925140980399,30_40_phase_risk_too_close,7.393955439643403,20.74859019601205,1496780.3263637228
D5_BASE_10517,-998.7926423036969,normal_phase_error_gt10deg;30_40_phase_risk_too_close,10.025519708020912,20.73576963031751,11516614.630870795
D5_BASE_08513,-998.7935988360575,normal_phase_error_gt10deg,12.461839476849008,20.640116394244895,50556955.64199
D5_BASE_09815,-998.7943148497059,normal_phase_error_gt10deg,11.194490980112436,20.568515029414264,12522052.691368066
D5_BASE_08977,-998.7944193469556,normal_phase_error_gt10deg,10.779193022271103,20.558065304442206,10055779.375136817
D5_BASE_10179,-998.7949843416611,normal_phase_error_gt10deg;30_40_phase_risk_too_close,11.8704811917736,20.501565833889074,28126360.084449682
D5_BASE_09738,-998.7950913218306,30_40_phase_risk_too_close,8.528576822621945,20.490867816946622,3492978.33553965
D5_BASE_09715,-998.7953341721487,normal_phase_error_gt10deg;30_40_phase_risk_too_close,13.234917378558464,20.466582785130328,68306129.47814637
D5_BASE_11417,-998.7954003990241,normal_phase_error_gt10deg;30_40_phase_risk_too_close,14.8047339809805,20.45996009759941,181911999.86746448
D5_BASE_11841,-998.7958901328896,normal_phase_error_gt10deg;30_40_phase_risk_too_close,12.002582808426139,20.410986711042547,24135276.39511462
D5_BASE_11860,-998.7961377677985,30_40_phase_risk_too_close,3.0069700242894353,20.38622322015001,69289.59059370497
D5_BASE_06811,-998.7966467938927,normal_phase_error_gt10deg,10.622848166260825,20.335320610727376,11252748.377723237
D5_BASE_11801,-998.7974532946324,normal_phase_error_gt10deg;30_40_phase_risk_too_close,15.193289546309886,20.25467053675758,191696889.43517694
D5_BASE_10980,-998.7976592035861,normal_phase_error_gt10deg;30_40_phase_risk_too_close,12.248712314817029,20.234079641384575,29113797.14846378
D5_BASE_14721,-998.7980959772841,normal_phase_error_gt10deg,11.104536001659298,20.190402271587534,13485452.055950332
D5_BASE_11397,-998.8000599134682,normal_phase_error_gt10deg;30_40_phase_risk_too_close,15.638538704099782,19.994008653179023,189759851.95077613
D5_BASE_10116,-998.8005439063454,normal_phase_error_gt10deg;30_40_phase_risk_too_close,11.948996422062446,19.94560936545403,18044165.753960457
D5_BASE_11859,-998.8009091491195,30_40_phase_risk_too_close,4.405015496968143,19.909085088041632,115555.31020893177
D5_BASE_08473,-998.8012341728601,normal_phase_error_gt10deg,13.091756772376632,19.87658271399223,29586409.478478655
D5_BASE_10937,-998.8012678793912,normal_phase_error_gt10deg;30_40_phase_risk_too_close,14.094393880206349,19.87321206088682,63556906.508532554
D5_BASE_08937,-998.801568704979,normal_phase_error_gt10deg,10.58982304667219,19.843129502095756,7014179.470071285
D5_BASE_07692,-998.8027663859015,normal_phase_error_gt10deg,12.746626575444768,19.723361409857233,23658711.539966162
D5_BASE_09334,-998.8041754354055,normal_phase_error_gt10deg,13.818726575410423,19.582456459457415,39497451.19722004
D5_BASE_09314,-998.804831525492,normal_phase_error_gt10deg,14.565920228435154,19.516847450805123,53381595.63591099
D5_BASE_11459,-998.8054563802366,30_40_phase_risk_too_close,0.33888102744037996,19.454361976336994,6677.557596390409
D5_BASE_10519,-998.8058263028538,30_40_phase_risk_too_close,7.796460859617418,19.41736971461935,861576.2887342932
D5_REFINE_34024,-998.805875275286,normal_phase_error_gt10deg,10.222443264132618,19.412472471399838,3737964.914954895
D5_BASE_07856,-998.8064013302125,30_40_phase_risk_too_close,5.290684889150892,19.35986697875402,131335.48524882618
D5_BASE_06851,-998.8074709377257,normal_phase_error_gt10deg,13.071908704415955,19.252906227425843,17913072.70423525
D5_BASE_11377,-998.8080381760423,normal_phase_error_gt10deg;30_40_phase_risk_too_close,16.743633417361178,19.1961823957754,150370951.93172887
D5_BASE_12242,-998.8081485588907,normal_phase_error_gt10deg;30_40_phase_risk_too_close,19.64149560864342,19.185144110928647,277409380.425173
D5_BASE_08533,-998.808283027614,normal_phase_error_gt10deg,13.033584833519315,19.17169723859568,16129746.518212002
D5_BASE_09354,-998.8090896452687,normal_phase_error_gt10deg,13.56363302168909,19.0910354731285,20405261.268181536
D5_BASE_10536,-998.8091694820398,normal_phase_error_gt10deg;30_40_phase_risk_too_close,16.01787059424788,19.083051796023433,77990651.7263505
D5_BASE_11421,-998.8093527921911,normal_phase_error_gt10deg;30_40_phase_risk_too_close,16.071456980611575,19.06472078088945,53047943.901347734
D5_BASE_11440,-998.8096004271,30_40_phase_risk_too_close,7.075844196474871,19.039957289996913,308830.74278159876
D5_BASE_05293,-998.8102861568211,30_40_phase_risk_too_close,0.6376022579403613,18.97138431789041,5010.032485343851
D5_BASE_08136,-998.8111192311009,normal_phase_error_gt10deg,12.116960508160187,18.888076889917837,7065691.200999295
D5_BASE_11039,-998.8121414189893,30_40_phase_risk_too_close,3.7299931447450567,18.785858101064655,33713.56763647183
D5_BASE_09718,-998.8134536444222,30_40_phase_risk_too_close,8.04894350589944,18.65463555777269,526571.2154820422
D5_BASE_06995,-998.8160878068837,30_40_phase_risk_too_close,4.997504650083826,18.391219311621676,73099.87448493866
D5_BASE_12238,-998.8176471607684,normal_phase_error_gt10deg;30_40_phase_risk_too_close,16.364301527213076,18.235283923160672,42518679.055148765
D5_BASE_08874,-998.8177453485686,normal_phase_error_gt10deg,11.76764874484801,18.22546514314164,3068538.37738988
D5_BASE_05970,-998.8178794834191,normal_phase_error_gt10deg,10.335889908186228,18.212051658083347,1339489.1548982593
D5_BASE_10159,-998.8180300008421,normal_phase_error_gt10deg;30_40_phase_risk_too_close,11.871688171694087,18.19699991578978,3170344.698200312
D5_BASE_07632,-998.8186461411998,normal_phase_error_gt10deg,11.753989286487547,18.135385880018898,2787243.4149501678
D5_BASE_13880,-998.8188446424333,normal_phase_error_gt10deg;30_40_phase_risk_too_close,14.462014699694919,18.115535756669853,12723977.507594896
D5_BASE_05149,-998.8192889974279,normal_phase_error_gt10deg,12.847498043914381,18.071100257214315,4681304.65361089
D5_BASE_09374,-998.8193984140481,normal_phase_error_gt10deg,13.789902211939799,18.06015859519058,8229797.402491212
D5_BASE_11357,-998.8197869708412,normal_phase_error_gt10deg;30_40_phase_risk_too_close,18.163268052391786,18.021302915882956,70350148.73142362
D5_BASE_14741,-998.820531984676,normal_phase_error_gt10deg;30_40_phase_risk_too_close,13.288829658988167,17.946801532397835,5521293.255310924
D5_BASE_08116,-998.8208544677202,normal_phase_error_gt10deg,12.252655962629179,17.914553227978274,3013073.747471905
D5_BASE_12218,-998.8214743130839,normal_phase_error_gt10deg;30_40_phase_risk_too_close,16.990083011685034,17.85256869161085,39946647.49932766
D5_BASE_10616,-998.821834097435,normal_phase_error_gt10deg,12.306689791451156,17.816590256494333,1570355.848048202
D5_BASE_09358,-998.8225640636343,normal_phase_error_gt10deg,13.191428585147172,17.743593636564967,4197045.2841973705
D5_BASE_11020,-998.8230630864016,normal_phase_error_gt10deg;30_40_phase_risk_too_close,11.144718368660309,17.69369135984382,1025025.9745410131
D5_BASE_10960,-998.8243128583446,normal_phase_error_gt10deg;30_40_phase_risk_too_close,13.038520072509504,17.56871416554861,3354351.55268478
D5_BASE_07435,-998.8251281247437,30_40_phase_risk_too_close,3.4512342321507274,17.487187525630716,16024.394398255174
D5_BASE_14341,-998.8251578066366,normal_phase_error_gt10deg;30_40_phase_risk_too_close,10.995393070455012,17.484219336331602,742919.7364861899
D5_BASE_10175,-998.8252234077738,normal_phase_error_gt10deg;30_40_phase_risk_too_close,15.292890031468847,17.47765922261797,10531874.849393168
D5_BASE_10619,-998.8256040782909,30_40_phase_risk_too_close,7.798867316930491,17.439592170911556,126585.93084775584
D5_BASE_09256,-998.8257238357542,30_40_phase_risk_too_close,5.710195941511722,17.427616424589417,54177.59921191645
D5_BASE_08917,-998.8261128318255,normal_phase_error_gt10deg,10.205228345129484,17.388716817446156,605923.3364430065
D5_BASE_09294,-998.8263709242628,normal_phase_error_gt10deg;30_40_phase_risk_too_close,15.836522917033445,17.362907573710952,10441815.513863878
D5_BASE_06575,-998.8265389207398,30_40_phase_risk_too_close,9.066378822269263,17.346107926014465,247999.5595388976
D5_BASE_13942,-998.8270253633484,30_40_phase_risk_too_close,0.965099939710405,17.297463665161473,2451.2993777987194
D5_BASE_10155,-998.8271935076142,normal_phase_error_gt10deg;30_40_phase_risk_too_close,16.082652423424335,17.280649238582612,13187381.963053137
D5_BASE_13521,-998.8274977732898,30_40_phase_risk_too_close,4.272913880315608,17.250222671023923,15451.874111744966
D5_BASE_12198,-998.8275594011646,normal_phase_error_gt10deg;30_40_phase_risk_too_close,17.785923821335878,17.244059883540157,31795579.274933662
D5_BASE_08557,-998.8276528605262,normal_phase_error_gt10deg;30_40_phase_risk_too_close;normal_resonance_outside_450_456,14.848067194456538,17.234713947377962,6469687.095172531
D5_BASE_10195,-998.8278625098634,normal_phase_error_gt10deg,14.901400507578067,17.21374901366232,5937399.487629275
D5_BASE_13039,-998.8279163772052,normal_phase_error_gt10deg;30_40_phase_risk_too_close,16.6167841734953,17.208362279480607,16311106.7665612
D5_BASE_09698,-998.8288741882753,30_40_phase_risk_too_close,7.423162021427481,17.112581172467742,107993.350280064
D5_BASE_13059,-998.8292467434073,normal_phase_error_gt10deg;30_40_phase_risk_too_close,16.61273878062923,17.07532565926805,14144297.31267854
D5_BASE_13900,-998.829603719448,normal_phase_error_gt10deg;30_40_phase_risk_too_close,15.443599132788652,17.039628055208492,7305580.597709878
D5_BASE_06390,-998.8298945017345,normal_phase_error_gt10deg,14.404764080371665,17.010549826544185,2381483.7182258517
D5_BASE_09275,-998.8305791854204,normal_phase_error_gt10deg;30_40_phase_risk_too_close,10.869062192552374,16.942081457955727,587685.40495911
