batch_id,candidate_id,target_bin_deg,wavelength_nm,txx_re,txx_im,txy_re,txy_im,tyx_re,tyx_im,tyy_re,tyy_im,selected_Tx,leakage_xin_to_yout,leakage_yin_to_xout,y_direct_leakage,conversion_to_leakage_ratio,selected_phase_deg,nearest_bin_deg,phase_error_deg,matrix_error,spectral_pass,result_status,error_message,preliminary_status
LPML1B2A_BATCH_04,LPML1A4_0283_B240_exploration_B240_H650,240,452.5,-0.628657,0.735151,-0.003609,-0.076482,-0.008358,0.019695,0.024575,-0.114274,0.935656,0.000458,0.005863,0.013663,47.920876,130.535108,120,109.464892,0.146140,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0283_B240_exploration_B240_H650,240,453,-0.611093,0.760482,-0.009211,-0.068230,-0.004450,0.003578,0.010575,-0.100054,0.951767,0.000033,0.004740,0.010123,64.037104,128.783975,120,111.216025,0.125101,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0283_B240_exploration_B240_H650,240,453.5,-0.571608,0.784637,-0.014092,-0.051331,0.000740,0.026828,-0.007700,-0.083149,0.942391,0.000720,0.002833,0.006973,96.098947,126.073309,120,113.926691,0.105689,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0283_B240_exploration_B240_H650,240,454,-0.526240,0.813246,-0.023560,-0.041114,-0.036857,0.051945,-0.019104,-0.080125,0.938297,0.004057,0.002245,0.006785,103.904738,122.906319,120,117.093681,0.118100,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0511_global_escape_lhs_B120_H500,120,450,-0.966968,0.039240,-0.022996,0.282878,0.152829,0.018838,-0.834216,-0.406108,0.936567,0.023712,0.080549,0.860840,0.994878,177.676214,180,57.676214,1.015119,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0511_global_escape_lhs_B120_H500,120,450.5,-0.961198,0.190921,0.010693,0.285177,0.176239,-0.015968,-0.839364,-0.391668,0.960353,0.031315,0.081440,0.857935,1.022331,168.765676,180,48.765676,1.005368,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0511_global_escape_lhs_B120_H500,120,451,-0.906843,0.349309,0.044912,0.290797,0.187839,-0.041209,-0.840470,-0.366443,0.944381,0.036982,0.086580,0.840671,1.018473,158.933685,180,38.933685,1.010456,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0511_global_escape_lhs_B120_H500,120,451.5,-0.828331,0.507732,0.076162,0.294435,0.188849,-0.084266,-0.834521,-0.356889,0.943924,0.042765,0.092492,0.823794,1.030163,148.493495,120,28.493495,1.007981,fail,ok,,weak
LPML1B2A_BATCH_04,LPML1A4_0511_global_escape_lhs_B120_H500,120,452,-0.733032,0.621029,0.117870,0.296840,0.195159,-0.147368,-0.815644,-0.364653,0.923013,0.059804,0.102008,0.798247,1.025281,139.728549,120,19.728549,1.019870,fail,ok,,weak
LPML1B2A_BATCH_04,LPML1A4_0511_global_escape_lhs_B120_H500,120,452.5,-0.595620,0.696474,0.179995,0.296469,0.201264,-0.234973,-0.771481,-0.386666,0.839840,0.095720,0.120292,0.744694,0.970928,130.536860,120,10.536860,1.069540,fail,ok,,weak
LPML1B2A_BATCH_04,LPML1A4_0511_global_escape_lhs_B120_H500,120,453,-0.390652,0.730453,0.261293,0.265003,0.161806,-0.375567,-0.679086,-0.438226,0.686170,0.167232,0.138501,0.653200,0.866703,118.138205,120,1.861795,1.182165,fail,ok,,weak
LPML1B2A_BATCH_04,LPML1A4_0511_global_escape_lhs_B120_H500,120,453.5,-0.180012,0.574161,0.310214,0.119192,-0.046943,-0.542211,-0.544264,-0.478427,0.362065,0.296196,0.110439,0.525115,0.569683,107.407341,120,12.592659,1.604194,fail,ok,,weak
LPML1B2A_BATCH_04,LPML1A4_0511_global_escape_lhs_B120_H500,120,454,-0.265713,0.267620,0.205873,-0.093546,-0.445198,-0.339810,-0.602172,-0.366786,0.142224,0.313672,0.051134,0.497143,0.259401,134.795106,120,14.795106,2.461812,fail,ok,,weak
LPML1B2A_BATCH_04,LPML1A4_0524_global_escape_lhs_B180_H600,180,450,0.741851,0.615732,0.044363,-0.002710,0.046124,-0.020128,-0.476103,-0.607598,0.929468,0.002533,0.001975,0.595849,1.554752,39.692480,60,140.307520,0.803688,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0524_global_escape_lhs_B180_H600,180,450.5,0.848722,0.502053,0.056008,-0.133471,0.159816,-0.046994,-0.427872,-0.640502,0.972385,0.027750,0.020951,0.593317,1.582998,30.605995,60,149.394005,0.812558,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0524_global_escape_lhs_B180_H600,180,451,0.782274,0.572047,-0.065500,0.146068,-0.198000,-0.078998,-0.652053,-0.319053,0.939189,0.045445,0.025626,0.526967,1.699603,36.176566,60,143.823434,0.797972,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0524_global_escape_lhs_B180_H600,180,451.5,0.852705,0.472981,0.093309,-0.008715,0.019238,0.000913,-0.531024,-0.522978,0.950816,0.000371,0.008783,0.555492,1.685024,29.016385,0,150.983615,0.770619,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0524_global_escape_lhs_B180_H600,180,452,0.903475,0.375990,0.105188,-0.012063,-0.004645,0.025387,-0.569564,-0.469426,0.957636,0.000666,0.011210,0.544765,1.722446,22.595124,0,157.404876,0.762408,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0524_global_escape_lhs_B180_H600,180,452.5,0.973958,0.247121,0.055483,-0.069848,-0.053684,-0.000122,-0.626187,-0.394891,1.009664,0.002882,0.007957,0.548049,1.815921,14.237153,0,165.762847,0.744002,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0524_global_escape_lhs_B180_H600,180,453,0.963804,0.011513,-0.013643,-0.159963,-0.098307,-0.010869,-0.618156,-0.362096,0.929051,0.009782,0.025774,0.513230,1.723643,0.684357,0,179.315643,0.768568,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0524_global_escape_lhs_B180_H600,180,453.5,0.204408,-0.389885,-0.431905,0.025396,-0.088440,0.169834,-0.452543,-0.232874,0.193793,0.036665,0.187187,0.259025,0.434307,297.667018,300,117.667018,1.578517,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0524_global_escape_lhs_B180_H600,180,454,0.053620,0.658937,0.038446,0.391586,0.345748,0.271138,-0.385701,-0.329697,0.437072,0.193058,0.154817,0.257465,1.060128,85.347902,60,94.652098,1.176855,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0536_global_escape_lhs_B180_H500,180,450,0.516855,-0.162398,0.051627,0.018560,-0.059259,-0.330099,-0.969651,-0.020091,0.293512,0.112477,0.003010,0.940627,0.311044,342.557118,0,162.557118,1.896891,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0536_global_escape_lhs_B180_H500,180,450.5,0.537510,-0.271607,0.034678,0.030875,-0.018505,-0.267187,-0.968741,-0.008605,0.362687,0.071732,0.002156,0.938533,0.385555,333.192297,0,153.192297,1.670761,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0536_global_escape_lhs_B180_H500,180,451,0.568264,-0.371077,0.013620,0.024021,-0.027555,-0.193780,-0.970903,0.012103,0.460622,0.038310,0.000763,0.942799,0.488174,326.855365,300,146.855365,1.460007,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0536_global_escape_lhs_B180_H500,180,451.5,0.563608,-0.424438,0.015528,0.008888,-0.067706,-0.174446,-0.972699,0.036309,0.497802,0.035015,0.000320,0.947461,0.525229,323.017557,300,143.017557,1.405088,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0536_global_escape_lhs_B180_H500,180,452,0.525165,-0.468658,0.025160,0.012673,-0.068917,-0.187364,-0.970411,0.059049,0.495438,0.039855,0.000794,0.945185,0.523731,318.254233,300,138.254233,1.410610,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0536_global_escape_lhs_B180_H500,180,452.5,0.493666,-0.539314,0.017025,0.018710,-0.058929,-0.177836,-0.967702,0.081370,0.534565,0.035098,0.000640,0.943069,0.566451,312.469716,300,132.469716,1.353157,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0536_global_escape_lhs_B180_H500,180,453,0.461009,-0.618503,0.009269,0.004061,-0.087904,-0.164319,-0.967429,0.100982,0.595074,0.034728,0.000102,0.946116,0.628898,306.699467,300,126.699467,1.283917,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0536_global_escape_lhs_B180_H500,180,453.5,0.395488,-0.689620,0.020150,-0.012198,-0.133241,-0.181570,-0.965384,0.118150,0.631986,0.050721,0.000555,0.945926,0.667721,299.833706,300,119.833706,1.256140,fail,ok,,phase_wrong
LPML1B2A_BATCH_04,LPML1A4_0536_global_escape_lhs_B180_H500,180,454,0.287632,-0.785059,0.023943,-0.018465,-0.178363,-0.203328,-0.960172,0.135218,0.699051,0.073155,0.000914,0.940214,0.742780,290.121973,300,110.121973,1.204551,fail,ok,,phase_wrong
