mdc_geometry_hash,test_geometry_id,source_geometry_id,wavelength_grid_reference,wavelength_grid_sha256,ux_theta_grid_reference,joint_profile_shape,predicted_normalized_joint_profile_reference,spectral_marginal_reference,angular_marginal_reference,auxiliary_screening_values_reference,model_ensemble_spread_reference,profile_scope,power_scope,coupling_mode,spectral_marginal,angular_marginal,auxiliary_screening_values,model_ensemble_spread
7e7b0b5a7be2ef990c45a65b769ca8838b670bc1043d4a44a92a75f84377d9bf,MDC_V2_TEST_G011,GEO_7e7b0b5a7be2ef99,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
dfbb8e15842c0b0302539a5c89569f3fdf5d2c383d72694e514f97661689082e,MDC_V2_TEST_G012,GEO_dfbb8e15842c0b03,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
c80d3c3986fc254311ce6ae2b7b672d6a8b2508f0c90be7717190c2a6e94e76d,MDC_V2_TEST_G013,GEO_c80d3c3986fc2543,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
f5ad57e53e5257fa82e2faa0e1840f1c44c81f52cafa366517389d07e423f3b6,MDC_V2_TEST_G014,GEO_f5ad57e53e5257fa,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
64421e01708025be7ccb5321a39935c5a8fd2bda9080dd3980a74aeeb02225c7,MDC_V2_TEST_G015,GEO_64421e01708025be,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
53bcaa8a2b92214fd424c746603526d8a44f62496b4fd2e4eda77da362d9f2cb,MDC_V2_TEST_G016,GEO_53bcaa8a2b92214f,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
c2418964ecbbc82cb32bb27864cdd4338edc87b794a9b9a651e21a94a00d8d8e,MDC_V2_TEST_G017,GEO_c2418964ecbbc82c,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
1b140f8ed384575255cf7582178d4cf6eaab35e1fa34ee6cb71eabb7802aa224,MDC_V2_TEST_G018,GEO_1b140f8ed3845752,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
6140185307944c140c14fc6591eea4077c3e913aee7f9b96897733dd5666f6f0,MDC_V2_TEST_G019,GEO_6140185307944c14,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
3db6295cba17317c24d44fee82c9c08eb6129c899d25529020d35b57cb3e1288,MDC_V2_TEST_G020,GEO_3db6295cba17317c,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
c49884d77cd96eaeeee0c026e3c9d3ceca8d9ced2bbc0643c56ea8096d740cfe,MDC_V2_TEST_G021,GEO_c49884d77cd96eae,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
b4ff5c2b27b7f31af2ee240b12c5ed65eaecdb65982716c86f7dae15de35527a,MDC_V2_TEST_G022,GEO_b4ff5c2b27b7f31a,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
56c9fe2a0ee57ac69a2fdd582d6d6b963f66fec1bf65ea2bc2d14786bfa148bb,MDC_V2_TEST_G023,GEO_56c9fe2a0ee57ac6,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
58997fdf05cc071d66fcb02bbe9929102e6327dbeecc1d076ae4dfac224e7d0c,MDC_V2_TEST_G024,GEO_58997fdf05cc071d,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
dbbfbf68bd220cc3c9b91855df975e36c1a94cc59aef5d1ce403807c568e58f0,MDC_V2_TEST_G025,GEO_dbbfbf68bd220cc3,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
fba747fab33b6dab53c7c9b48adc5807598cf927f864de52362effe97ba1b397,MDC_V2_TEST_G026,GEO_fba747fab33b6dab,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
6f0684e5e7402a35ef967ac22f53b594c8721fe3e7addf94002b5ff67f0d8544,MDC_V2_TEST_G027,GEO_6f0684e5e7402a35,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
6bfae49e70aa793d91ba63c4c0591ef774bd4e72db398661f6d5acbf4f064466,MDC_V2_TEST_G028,GEO_6bfae49e70aa793d,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
cfa090d2fba7bb01eeaafb8a855e7c532b8d1a519f0129b1354fc792b0ff66d1,MDC_V2_TEST_G029,GEO_cfa090d2fba7bb01,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
