geometry_uid,exact_hash,role,source,global_or_seed,phase_trajectory_deg,broadband_status,projector_pass_count,failed_wavelengths,worst_projector_error,median_projector_error,min_Txx,median_Txx,max_Txx,min_throughput,median_throughput,max_throughput,x_case_uid,y_case_uid,solver_entered_x,solver_entered_y,source_stage,strict_definition,near_miss_promoted_to_strict
H1C1B_V2_011,1bcb3c662d7ac1db4b099402ea5570af6fe2e734e095c213b662a2d13b4de3b6,SELECTIVITY_FRONTIER,H1C1B_V2_LOCAL_EMPIRICAL_HYPOTHESIS,FRONTIER,,INCOMPATIBLE,0,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",,,,,,,,,,,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_012,9191ce264313547454e8730bd323ea9ae49244af138113c2fa5b75e1a627857b,SELECTIVITY_FRONTIER,H1C1B_V2_LOCAL_EMPIRICAL_HYPOTHESIS,FRONTIER,"[81.83347276769564, 78.94177404021411, 71.48359567067416, 43.03761627065967, 116.79224581092967, 86.42628827648036, 81.48455446058693, 77.61373963783063, 72.81443513703289]",BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.14446533210122214,0.040946289353619436,0.27732758481943237,0.9138618090813744,1.0186265811982587,0.13890779160371922,0.4885854770780627,0.5461497073527534,H1C1B_V2_012_Px,H1C1B_V2_012_Py,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_013,d6ad22518feea3394bc517af8abfa35c63b2b3e468f8a27dc441195efe0dfd55,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,"[72.68133641669061, 32.52508703373758, 359.7779817117504, 151.27760384405553, 140.2661844077071, 132.83135685123716, 126.34457554715618, 119.22230730197123, 113.38190879783758]",CENTER_ONLY_COMPATIBLE,6,"[450.5, 451.0, 451.5]",0.718863881062908,0.1209110170727451,0.0074891026553252065,0.18937784735327953,0.8964832830673662,0.013319353421466625,0.100323235189224,0.5098933671550465,H1C1B_V2_013_Px,H1C1B_V2_013_Py,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_014,840a139895f1aaba3b9b5a93707d8e67c51fddb97f3e81fa32aeb07d2309d87e,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,"[84.81659646042164, 78.54908009189967, 75.34907977029553, 74.43580155931426, 71.47281280144364, 68.01028930040172, 66.69745286688601, 64.95054384598546, 61.615878864849094]",CENTER_ONLY_COMPATIBLE,2,"[451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.45834983903810844,0.352248165462021,0.8788495072541685,0.9381015964994203,0.9718084416905588,0.46974137501936314,0.7049573038527239,0.8629719620544897,H1C1B_V2_014_Px,H1C1B_V2_014_Py,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_015,6af50bfc327c190ec461a424241496195795522cfecaefde81b65228f40dbbc7,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,"[87.71824309019712, 81.53376463994607, 63.330850024753715, 90.08621207042165, 57.60439602477868, 25.68839374213718, 152.33808435627577, 119.24720016158227, 104.96833613005987]",BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.12049307386328822,0.06865626480281661,0.11424134159255867,0.7273860178460476,1.02803264674966,0.05974030106149572,0.392956289367529,0.5844369249400666,H1C1B_V2_015_Px,H1C1B_V2_015_Py,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_016,2271819096fbbbf17178eddfdc8d45fe8ed7c3bab39ebeb895083f64311079a3,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,"[64.06707335498066, 61.75928650108722, 59.32123729057042, 57.66380900837345, 56.027102695540805, 53.86441239126998, 51.887581170153624, 50.315051889554354, 48.46336606262963]",INCOMPATIBLE,0,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.4947323833998003,0.4823652408441831,0.9795811262968944,0.9926403679819342,1.0018565262762622,0.8934152658560603,0.958823137766848,0.9796860556563897,H1C1B_V2_016_Px,H1C1B_V2_016_Py,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_017,110334309bbb3e8e459e99463db7b5417e867cb6c44169b04c42d1f95fd17cb3,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,"[103.65356149922525, 100.3034383817631, 96.51520106231709, 89.78525800474506, 83.3707105279903, 79.4266042683447, 61.069595601355104, 83.35417800620166, 60.58497175670249]",PARTIALLY_COMPATIBLE,4,"[450.0, 452.5, 453.0, 453.5, 454.0]",0.575590662234205,0.3171522051681275,0.4547677833241792,0.9873866672959545,1.029825917825119,0.5003173078754922,0.579472732119209,0.9979925161546005,H1C1B_V2_017_Px,H1C1B_V2_017_Py,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_018,1d7c9f385fd5d87d3bd56d3b681983bd0c5eb772998db39bfe4acd946d2d6f58,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,,INCOMPATIBLE,0,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",,,,,,,,,,,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_019,50734036502b63dff37382d8ce0e7d69e2d40786dda10269f43ae4ca308296a7,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,"[120.75516500780458, 118.78619228708487, 123.04909047003372, 118.4302959898543, 113.34691550601929, 110.22809696508926, 107.50972156118479, 102.90838854325017, 98.2788388583366]",PARTIALLY_COMPATIBLE,5,"[450.0, 450.5, 451.0, 451.5]",0.42631055174396726,0.17346094857986694,0.6213360014089656,0.9475342141533609,0.9899714047650388,0.4875318974067834,0.5563156747333508,0.8376362598437003,H1C1B_V2_019_Px,H1C1B_V2_019_Py,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_020,74a21bfa97eabc84c58bf553eb76abc2c14d566aee89ad5f5dd2200099d67ddd,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,"[78.69528378294729, 74.95105702387099, 73.65636360355637, 70.68902283151237, 67.48991404041305, 65.75745901188935, 64.08269970146898, 61.58040838892492, 59.4163091520943]",INCOMPATIBLE,0,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.47628008761431306,0.4312588070208466,0.8871398040510186,0.9823517522509095,0.9997078679817322,0.599337195033055,0.8555989505675983,0.9437713368037206,H1C1B_V2_020_Px,H1C1B_V2_020_Py,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_021,dcd041c61c2dfadd64dc444e4dba8932e23eafd0955277c87b58c001c3cf35eb,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,,INCOMPATIBLE,0,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",,,,,,,,,,,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_022,a6cdb424e8884a8b09b9de5c6df3cb5914aa81d8b34197ee7f7c812549543cc6,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,"[70.48623792796081, 68.55582330700929, 66.39170010187371, 64.13015788460768, 62.18981854116953, 60.23702870620076, 57.9913277722506, 55.96281337058946, 54.17171817995836]",INCOMPATIBLE,0,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.5033960809234899,0.4929821005827981,0.9499267248642934,0.9563263932437828,0.9651453464638432,0.8947592455598259,0.9451665725736531,0.9717455998521294,H1C1B_V2_022_Px,H1C1B_V2_022_Py,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_023,7402f3ddc7201adb41aa35a4f7e773c83d0c5a590a4c4d81ffc3d14711b11d75,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,"[90.58377806694097, 83.78081391473927, 78.89728667754014, 77.21006133112303, 75.61932873064683, 72.63023754303242, 70.11468072576974, 68.57909249456543, 66.49260867039561]",INCOMPATIBLE,0,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.4906067895484115,0.4465183511599693,0.8759987247440015,0.9444999384506597,0.963461071960126,0.6652885157443129,0.8512676225291833,0.9270833602329913,H1C1B_V2_023_Px,H1C1B_V2_023_Py,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
H1C1B_V2_024,6a9002b5986c70a1e29959b7510ec64cc624da706f29e06cbd5a04e32ec13ce6,PHASE_GAP_GLOBAL_EXPLORATION,H1C1B_V2_RETAINED_FROM_H1C1B0_EXPLORATION,EXPLORATION,"[83.63422322423503, 81.96481900762166, 79.16795209725143, 65.31527475461081, 90.21309505222825, 76.03235290985856, 75.51741437721984, 73.60659289974387, 69.41726005511288]",INCOMPATIBLE,0,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.5645879498686912,0.4715218683446325,0.6273599601833851,0.9342862878187446,1.0017528324155267,0.7204209897201856,0.8472053851360661,0.9477713195792106,H1C1B_V2_024_Px,H1C1B_V2_024_Py,True,True,H1C1B_BROADBAND_ADAPTIVE,9/9 projector pass only,False
