comparison,scope,wavelength_nm,metric,new,reference,delta
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,453.0,C_source,0.15116219257377927,0.1321778135529782,0.01898437902080108
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,454.0,C_source,0.096208011510536,0.07654506497346945,0.019662946537066545
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,455.0,C_source,0.06854331965723126,0.05406579043825358,0.01447752921897768
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,445.0,C_angular,0.04690238791132256,0.03657373303381429,0.010328654877508274
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,446.0,C_angular,0.05071873124560078,0.04097297009213219,0.00974576115346859
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,447.0,C_angular,0.06984848264433734,0.06420746276643088,0.005641019877906453
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,448.0,C_angular,0.08795302359095332,0.08602809615184091,0.001924927439112406
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,449.0,C_angular,0.10631624719098727,0.10699884899649148,-0.0006826018055042099
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,450.0,C_angular,0.11063189965254655,0.11234041616696946,-0.0017085165144229142
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,451.0,C_angular,0.10641428752370886,0.10901978169247359,-0.0026054941687647243
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,452.0,C_angular,0.09127452279968393,0.09265755107816386,-0.001383028278479928
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,453.0,C_angular,0.05602174160191209,0.054998724718792254,0.0010230168831198358
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,454.0,C_angular,0.016213160191408584,0.013626902034483513,0.002586258156925071
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,455.0,C_angular,0.03053255772211445,0.03275447683949357,-0.0022219191173791196
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,445.0,full_angle_pair_DoLP,0.0290842881118313,0.02257727915345328,0.006507008958378021
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,446.0,full_angle_pair_DoLP,0.03156944129374366,0.025366858270255994,0.006202583023487664
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,447.0,full_angle_pair_DoLP,0.043386028369893845,0.03961639525356018,0.0037696331163336663
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,448.0,full_angle_pair_DoLP,0.0547501736070052,0.053154286167997014,0.0015958874390081881
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,449.0,full_angle_pair_DoLP,0.06655938195006475,0.06658010593864107,-2.0723988576318297e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,450.0,full_angle_pair_DoLP,0.06982656553943821,0.07064290303777752,-0.0008163374983393146
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,451.0,full_angle_pair_DoLP,0.06849192925122652,0.07009205155012137,-0.0016001222988948488
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,452.0,full_angle_pair_DoLP,0.05952344856378938,0.06046843824852968,-0.0009449896847402994
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,453.0,full_angle_pair_DoLP,0.03660971235128121,0.03596069553215447,0.0006490168191267409
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,454.0,full_angle_pair_DoLP,0.01047161924572481,0.008796836489956132,0.0016747827557686782
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,455.0,full_angle_pair_DoLP,0.019504726168573065,0.020907112641975516,-0.0014023864734024512
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,445.0,upward_source_normalized_power_pair,0.00834490951738509,0.008328308419348524,1.660109803656648e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,446.0,upward_source_normalized_power_pair,0.008329300465220957,0.00831213539124566,1.716507397529765e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,447.0,upward_source_normalized_power_pair,0.008244856975453022,0.0082284616096692,1.639536578382228e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,448.0,upward_source_normalized_power_pair,0.00798528678673836,0.007969847485878442,1.5439300859917612e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,449.0,upward_source_normalized_power_pair,0.007715220138713043,0.007702456618159012,1.276352055403114e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,450.0,upward_source_normalized_power_pair,0.007426853480693007,0.00741511779393364,1.1735686759366953e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,451.0,upward_source_normalized_power_pair,0.007153624604684496,0.007137294188607935,1.633041607656139e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,452.0,upward_source_normalized_power_pair,0.0068877751271965056,0.006866130269035122,2.164485816138345e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,453.0,upward_source_normalized_power_pair,0.006729384821704147,0.006703231013661454,2.6153808042692767e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,454.0,upward_source_normalized_power_pair,0.006602215466035457,0.006572374593143967,2.984087289148972e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,455.0,upward_source_normalized_power_pair,0.006606816269671472,0.006577847003238766,2.8969266432705976e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,445.0,useful_LP_axisfree_pair,2.1962819469690995,2.175547161572307,0.02073478539679252
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,446.0,useful_LP_axisfree_pair,2.1901468072864887,2.1668860748046,0.023260732481888535
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,447.0,useful_LP_axisfree_pair,2.1614890570374534,2.138548970855545,0.02294008618190846
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,448.0,useful_LP_axisfree_pair,2.1125751940059674,2.0905419383474473,0.0220332556585201
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,449.0,useful_LP_axisfree_pair,2.0421047282675078,2.0219424327991735,0.020162295468334257
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,450.0,useful_LP_axisfree_pair,1.9502723797637547,1.9307222273499556,0.019550152413799093
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,451.0,useful_LP_axisfree_pair,1.8653627765806495,1.8481411477770762,0.017221628803573363
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,452.0,useful_LP_axisfree_pair,1.7875929926320266,1.7694895988903894,0.018103393741637275
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,453.0,useful_LP_axisfree_pair,1.7033170568446083,1.6821973332406062,0.02111972360400216
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,454.0,useful_LP_axisfree_pair,1.620737065922613,1.5989156895810517,0.021821376341561338
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,455.0,useful_LP_axisfree_pair,1.5974774564542993,1.5795818452481334,0.017895611206165896
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,445.0,useful_LP_over_S0_pair,0.5195273534627021,0.515111324627853,0.0044160288348490395
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,446.0,useful_LP_over_S0_pair,0.5204792091204178,0.5155127913426443,0.004966417777773513
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,447.0,useful_LP_over_S0_pair,0.5223117824866926,0.5173184043259416,0.004993378160751072
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,448.0,useful_LP_over_S0_pair,0.5268808259720292,0.522133099247443,0.004747726724586232
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,449.0,useful_LP_over_S0_pair,0.530843423765201,0.5267698723901318,0.004073551375069151
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,450.0,useful_LP_over_S0_pair,0.5315580291465463,0.5280048346593128,0.0035531944872334575
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,451.0,useful_LP_over_S0_pair,0.5333250695745198,0.5310088610758984,0.0023162084986213527
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,452.0,useful_LP_over_S0_pair,0.5344280047276592,0.5324390499859469,0.0019889547417122344
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,453.0,useful_LP_over_S0_pair,0.527269996555476,0.5246141295323223,0.0026558670231536796
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,454.0,useful_LP_over_S0_pair,0.5167440480041375,0.5137319603187657,0.003012087685371867
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,455.0,useful_LP_over_S0_pair,0.5115578461094463,0.5093697482226603,0.002188097886785978
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,445.0,normal_5deg_DoLP,0.4033282205570744,0.38487155863234623,0.018456661924728168
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,446.0,normal_5deg_DoLP,0.3313874776331376,0.2964896056769789,0.03489787195615868
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,447.0,normal_5deg_DoLP,0.272007685518208,0.2165451846912622,0.05546250082694579
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,448.0,normal_5deg_DoLP,0.24124528764781464,0.17874121911350582,0.06250406853430882
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,449.0,normal_5deg_DoLP,0.20409097540209414,0.14888491090918277,0.05520606449291138
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,450.0,normal_5deg_DoLP,0.20368996486265184,0.15657188116863333,0.047118083694018514
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,451.0,normal_5deg_DoLP,0.28915430021913324,0.25194732112421797,0.03720697909491527
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,452.0,normal_5deg_DoLP,0.45214362552946846,0.4270636439486978,0.025079981580770683
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,453.0,normal_5deg_DoLP,0.6989985647198712,0.6919995726048583,0.00699899211501287
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,454.0,normal_5deg_DoLP,0.8115475500530742,0.8151374683975362,-0.003589918344461984
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,455.0,normal_5deg_DoLP,0.8377324078936764,0.8475473843762719,-0.009814976482595439
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,445.0,normal_10deg_DoLP,0.21928723128440222,0.22385437366463234,-0.004567142380230121
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,446.0,normal_10deg_DoLP,0.2821852031049671,0.2884668322505036,-0.006281629145536538
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,447.0,normal_10deg_DoLP,0.3307108546145004,0.34009322694889815,-0.00938237233439776
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,448.0,normal_10deg_DoLP,0.36473509185509767,0.3789726465971685,-0.014237554742070835
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,449.0,normal_10deg_DoLP,0.38570359137520316,0.403835348853794,-0.01813175747859086
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,450.0,normal_10deg_DoLP,0.3795214904299401,0.3992607376447969,-0.019739247214856814
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,451.0,normal_10deg_DoLP,0.36756481238750516,0.3871344313170236,-0.019569618929518418
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,452.0,normal_10deg_DoLP,0.33766163065246896,0.3549920411401945,-0.017330410487725545
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,453.0,normal_10deg_DoLP,0.2667820437512527,0.2792724803576076,-0.012490436606354904
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,454.0,normal_10deg_DoLP,0.17014582619861596,0.17623510530529965,-0.006089279106683693
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,455.0,normal_10deg_DoLP,0.09676447833028709,0.09529269630738664,0.0014717820229004502
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,445.0,normal_20deg_DoLP,0.22862590861997856,0.2294983741856624,-0.0008724655656838498
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,446.0,normal_20deg_DoLP,0.26126806748628606,0.2648951952451668,-0.003627127758880744
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,447.0,normal_20deg_DoLP,0.2819930963804205,0.28870260969349765,-0.00670951331307712
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,448.0,normal_20deg_DoLP,0.3007145134776332,0.31007049996485647,-0.009355986487223245
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,449.0,normal_20deg_DoLP,0.3114623554397475,0.32173140655341564,-0.01026905111366816
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,450.0,normal_20deg_DoLP,0.2974723358212731,0.30773205111366647,-0.01025971529239339
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,451.0,normal_20deg_DoLP,0.28063779151954,0.2898973683459596,-0.009259576826419591
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,452.0,normal_20deg_DoLP,0.2385651992117591,0.24492579949388038,-0.006360600282121293
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,453.0,normal_20deg_DoLP,0.18369884106225937,0.18536967381518285,-0.0016708327529234845
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,454.0,normal_20deg_DoLP,0.1270414525927907,0.12436886829154019,0.0026725843012505163
IAR-C2-OC80_minus_IAR-C2,diagnostic_445_455_nm,455.0,normal_20deg_DoLP,0.08276098972211483,0.0763072443912762,0.006453745330838631
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,400.0,DoLP_pair,0.07565806802348571,0.07501099177748892,0.0006470762459967888
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,401.0,DoLP_pair,0.05913289324871769,0.05795211188092991,0.0011807813677877782
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,402.0,DoLP_pair,0.03706919359838275,0.03633031695014913,0.0007388766482336259
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,403.0,DoLP_pair,0.008158445516640928,0.005979330587625799,0.002179114929015129
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,404.0,DoLP_pair,0.013380825408075116,0.013430019635415895,-4.9194227340778815e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,405.0,DoLP_pair,0.017026442964760934,0.016476983602146708,0.0005494593626142255
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,406.0,DoLP_pair,0.026845454559784696,0.02641946946522526,0.0004259850945594369
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,407.0,DoLP_pair,0.05853512273215038,0.05938189493952374,-0.0008467722073733641
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,408.0,DoLP_pair,0.08478848225472035,0.08722376612798263,-0.0024352838732622784
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,409.0,DoLP_pair,0.07752511000932323,0.08092432362562804,-0.003399213616304811
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,410.0,DoLP_pair,0.057330293235461724,0.0606387541822093,-0.0033084609467475753
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,411.0,DoLP_pair,0.03309561888172846,0.036001955204703236,-0.0029063363229747743
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,412.0,DoLP_pair,0.03493132929190278,0.03789984788058228,-0.0029685185886795043
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,413.0,DoLP_pair,0.01802843406772421,0.021168490948324094,-0.0031400568805998834
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,414.0,DoLP_pair,0.018530272314782666,0.014581957328192246,0.00394831498659042
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,415.0,DoLP_pair,0.052071269657825776,0.050439466365584384,0.001631803292241392
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,416.0,DoLP_pair,0.056031152246563694,0.05325921692345089,0.0027719353231128036
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,417.0,DoLP_pair,0.0747681112929257,0.07007814310474449,0.004689968188181209
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,418.0,DoLP_pair,0.08002578915667648,0.0740645049159193,0.005961284240757175
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,419.0,DoLP_pair,0.04991209716134591,0.040974165530477884,0.008937931630868028
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,420.0,DoLP_pair,0.023588120361001014,0.01644213730854107,0.007145983052459944
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,421.0,DoLP_pair,0.022238365833974528,0.02480810083820463,-0.0025697350042301025
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,422.0,DoLP_pair,0.02456765781590919,0.027626853457727623,-0.0030591956418184324
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,423.0,DoLP_pair,0.02174831030603229,0.022978271618620445,-0.001229961312588155
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,424.0,DoLP_pair,0.016930149249734065,0.016821668192797217,0.00010848105693684815
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,425.0,DoLP_pair,0.010962124521364856,0.008747431560415372,0.002214692960949484
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,426.0,DoLP_pair,0.00862243076900156,0.006806176938879398,0.0018162538301221623
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,427.0,DoLP_pair,0.018429345011512485,0.01532625045054529,0.0031030945609671953
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,428.0,DoLP_pair,0.019577402412438653,0.016961148000846585,0.002616254411592068
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,429.0,DoLP_pair,0.01644297351914674,0.016547547940536412,-0.0001045744213896728
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,430.0,DoLP_pair,0.01335840424694333,0.012156504192369348,0.0012019000545739813
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,431.0,DoLP_pair,0.012514337085771262,0.011957360348758536,0.0005569767370127258
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,432.0,DoLP_pair,0.026171107013424656,0.02544349724557717,0.0007276097678474876
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,433.0,DoLP_pair,0.0339575510832279,0.03287289013721588,0.00108466094601202
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,434.0,DoLP_pair,0.03622748116773177,0.03560074064875754,0.0006267405189742323
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,435.0,DoLP_pair,0.02892315160347572,0.027141013621789053,0.0017821379816866656
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,436.0,DoLP_pair,0.03859539218444471,0.038095992380904935,0.000499399803539774
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,437.0,DoLP_pair,0.04993524870405844,0.049504849222702416,0.00043039948135602246
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,438.0,DoLP_pair,0.06949155241574007,0.06986274866736417,-0.00037119625162410075
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,439.0,DoLP_pair,0.08004006614307912,0.08148671862185561,-0.0014466524787764834
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,440.0,DoLP_pair,0.07925588853175967,0.0818743406919281,-0.0026184521601684274
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,441.0,DoLP_pair,0.06820845443571073,0.0696048707816408,-0.0013964163459300738
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,442.0,DoLP_pair,0.054278887360601394,0.05282045238713695,0.0014584349734644425
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,443.0,DoLP_pair,0.0401405189856688,0.03503741833570342,0.005103100649965379
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,444.0,DoLP_pair,0.040127741159571004,0.03318592296711936,0.00694181819245164
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,445.0,DoLP_pair,0.039054706925404185,0.030222649255705978,0.008832057669698207
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,446.0,DoLP_pair,0.04095841824083555,0.031025582685288502,0.009932835555547047
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,447.0,DoLP_pair,0.0446235649733852,0.034636808651883066,0.009986756321502137
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,448.0,DoLP_pair,0.053761651944058464,0.044266198494886055,0.009495453449172409
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,449.0,DoLP_pair,0.06168684753040191,0.05353974478026378,0.008147102750138135
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,450.0,DoLP_pair,0.06311605829309251,0.05600966931862566,0.007106388974466853
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,451.0,DoLP_pair,0.06665013914903957,0.06201772215179679,0.004632416997242782
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,452.0,DoLP_pair,0.06885600945531842,0.06487809997189382,0.003977909483424594
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,453.0,DoLP_pair,0.054539993110951986,0.049228259064644606,0.00531173404630738
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,454.0,DoLP_pair,0.03348809600827498,0.02746392063753137,0.006024175370743609
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,455.0,DoLP_pair,0.023115692218892696,0.018739496445320688,0.004376195773572008
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,456.0,DoLP_pair,0.018228961935403232,0.016020527331892027,0.002208434603511205
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,457.0,DoLP_pair,0.017803705630911992,0.018912660521390345,-0.001108954890478353
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,458.0,DoLP_pair,0.022058250877317876,0.025079753631400102,-0.003021502754082226
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,459.0,DoLP_pair,0.03011859061504129,0.03402728558720608,-0.00390869497216479
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,460.0,DoLP_pair,0.027856608050274616,0.030749217090723684,-0.0028926090404490686
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,461.0,DoLP_pair,0.022310795969095857,0.022369684521653093,-5.8888552557236074e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,462.0,DoLP_pair,0.02479000556672562,0.022279229319553524,0.002510776247172098
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,463.0,DoLP_pair,0.02477973139313751,0.01923020695426031,0.005549524438877202
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,464.0,DoLP_pair,0.030735004284553433,0.02487314302305043,0.005861861261503003
