candidate_uid,base_candidate_uid,a_D_nm,b_D_nm,wavelength_nm,target_order_n,target_order_m,basis,txx_re,txx_im,txy_re,txy_im,tyx_re,tyx_im,tyy_re,tyy_im,eta_x_plus1,eta_y_plus1,theta_deg,alpha_star_from_alpha_re,alpha_star_from_alpha_im,beta_star_from_alpha_re,beta_star_from_alpha_im,alpha_star_from_beta_re,alpha_star_from_beta_im,beta_star_from_beta_re,beta_star_from_beta_im,target_projector_error,target_phase_deg,target_x_input_cross_power,target_y_input_leakage_power,target_alpha_star_from_alpha_power
H1F4A_K6_L1_C_POS_PLUS10_A_MINUS,K6_L1_C_POS_PLUS10,-4.0,0.0,453.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.07525382507288393,-0.21244422141429026,0.002797244937146505,0.0015983336680594443,0.0029441947107653305,0.0012633985283705905,0.15961097575585903,-0.02696220251845191,0.05240704233978492,0.026213330352637988,10.06735894808831,0.1579180356274308,-0.04260157894026186,0.06219178021531934,0.0357838413211045,0.06204483044170054,0.036118776460793346,0.10232833324673542,-0.17173362204764495,0.5835050223372139,-15.097302090529473,0.005148300826044574,0.00515412699756413,0.02675300050462986
H1F4A_K6_L1_C_POS_PLUS10_A_MINUS,K6_L1_C_POS_PLUS10,-4.0,0.0,453.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.15310653968312626,-0.14388450820626533,-0.0019060113446700967,0.000856370607348486,0.0058985595428939774,0.0006726280235992885,0.13116970348067497,0.09694957751449239,0.045574221232956985,0.02660921588015754,10.078586802923537,0.15193017895275118,0.0724991930445412,0.024982361328175537,0.039824187255878926,0.017177790440611462,0.04000792983962812,0.17026502249446132,-0.09671505680910075,0.613508264866868,25.509896406054,0.00221008426812283,0.0018957109344741687,0.02833891226872465
H1F4A_K6_L1_C_POS_PLUS10_A_MINUS,K6_L1_C_POS_PLUS10,-4.0,0.0,454.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.10293253301948649,0.15939540648493067,0.0041114407476774695,-0.002431059611129948,-0.004757191470132335,0.0003671347001489597,-0.15800804047998246,-0.08574304401108288,0.037164734030348534,0.032341946830208114,10.089815048847298,-0.17330084339974075,-0.04596946566386833,-0.016544044041000877,-0.029056733496702517,-0.007675411823191078,-0.03185492780798144,-0.1348131933119377,0.12591017971101112,0.6880356948290282,-165.14395205023794,0.0011179991547289707,0.0010736483723072906,0.03214637409648304
H1F4A_K6_L1_C_POS_PLUS10_B_PLUS,K6_L1_C_POS_PLUS10,0.0,4.0,450.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.08990378461812984,0.0007365251409807554,0.011994544477624691,0.0014619428888381068,-0.004135821132328748,0.004113859429975884,0.04414229463338694,-0.07973123707455661,0.008368579259969117,0.008456158229165978,10.000000005514977,0.00971184761375771,-0.04887415056304402,0.029339357097939705,0.06744139405985818,0.04546972270789315,0.06478947751872038,0.04762706406809748,0.011967837396658135,0.7156421504145192,-78.76108044684648,0.005409139507657499,0.006265172080281468,0.0024830025773319472
H1F4A_K6_L1_C_POS_PLUS10_B_PLUS,K6_L1_C_POS_PLUS10,0.0,4.0,450.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.09392143549106687,-0.0038141328757923467,-0.01236545229148963,-0.006028597460689295,0.0033875351531780493,-0.0018987303043686706,-0.07571525379637863,0.0622260030554426,0.009126209230855272,0.009800020962415177,10.011225523725704,-0.03583639431242004,0.04449609619722457,-0.01508228716966982,-0.07243889512997796,-0.03083527461433749,-0.07656876228629861,-0.055058454937679524,-0.007806798969593923,0.7253303233685341,128.84737395928028,0.005474868913920331,0.006813589518597309,0.0032641497341079143
H1F4A_K6_L1_C_POS_PLUS10_B_PLUS,K6_L1_C_POS_PLUS10,0.0,4.0,451.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.04857277500527788,0.011798954809283653,-0.009420901237833746,-0.00544911100543239,0.002343709015841631,0.003954481865940999,-0.09812785060037922,0.05012141918621104,0.0025976994392961183,0.012263377447507676,10.022451430195186,-0.057677744467463904,0.05012769354348339,-0.0018517860917996749,-0.0563716659587068,-0.01361639634547505,-0.06577525883008019,-0.027641345083887072,0.021972756710884774,0.9115615230317716,139.0061140737351,0.0031811938346898066,0.004511790923601108,0.005839507866843449
H1F4A_K6_L1_C_POS_PLUS10_B_PLUS,K6_L1_C_POS_PLUS10,0.0,4.0,451.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.057439203790127576,0.022850921345347216,0.004962689111549543,0.009607298471819724,-0.006031405883932495,-0.003695429464021127,0.105859860431202,-0.05926352564197085,0.003991091796151545,0.014839064472715114,10.0336777253947,0.056181429109944434,-0.05583378715808378,-0.004461232755511391,0.07013421836311928,0.006532862239970651,0.08343694629896012,0.02118715757261548,0.006410217804933057,0.8920317371432275,-44.82218172372649,0.004938711183104545,0.0070044022967419885,0.006273764765249913
H1F4A_K6_L1_C_POS_PLUS10_B_PLUS,K6_L1_C_POS_PLUS10,0.0,4.0,452.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.1087081362157657,-0.051774619664124576,0.009520118323760849,0.008281359251573287,-0.006519136482275866,0.002408198388793913,0.07307230507112658,-0.10737643872835423,0.015001272819777709,0.017033470550493486,10.044904409795663,0.039380849771594284,-0.07154722498638662,0.056407481233939155,0.07256057628509821,0.07244673603997587,0.0784337371478776,0.06670120223751907,-0.024672142984374264,0.7354146969781351,-61.17084094147922,0.008446841169982755,0.011400380685828293,0.006669856731985503
H1F4A_K6_L1_C_POS_PLUS10_B_PLUS,K6_L1_C_POS_PLUS10,0.0,4.0,452.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.06195360455956461,0.16979238266104169,-0.012003362160890495,0.004917149893644523,-0.0005680821154444125,-0.005206812541375255,0.05645342342750236,0.13041563380771232,0.033722486697960886,0.020368777122314947,10.056131483869633,0.03444667240007,0.09683809660150766,-0.095904015730987,0.04671782787265532,-0.10733929577643309,0.0568417903076751,0.02944653427920032,0.12447684031430958,0.6199268129080352,70.41881223769477,0.011380135674468451,0.014752713543162292,0.010564190192840675
H1F4A_K6_L1_C_POS_PLUS10_B_PLUS,K6_L1_C_POS_PLUS10,0.0,4.0,453.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.13111924513290196,-0.16846500031160927,0.003958433393442731,0.011575046918695878,-0.0008213461341804671,0.0013158768207482399,0.14005513280857143,-0.06955404589529894,0.047011582016392855,0.024607573465852076,10.06735894808831,0.12587527585076286,-0.05675801104121893,0.07874430731468496,0.06279456617531735,0.08352408684230814,0.07305373627326499,0.12177490475357394,-0.11758335805070588,0.5921252549030985,-24.2709345809824,0.010143823475615857,0.012313121466325185,0.01906605688786078
H1F4A_K6_L1_C_POS_PLUS10_B_PLUS,K6_L1_C_POS_PLUS10,0.0,4.0,453.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.18396236600107865,-0.10031885369996886,-0.008216554761104966,0.009323193797436298,0.0008783260422251487,0.0012304447925318824,0.15921252087227228,0.04954887415429235,0.04529539192507297,0.027963030327076744,10.078586802923537,0.15528005041415469,0.03932708867000127,0.03051935727231169,0.07717892870702683,0.021424476468981574,0.08527167771193123,0.16759192244903273,-0.05918284856360835,0.6237475401255829,14.212204381602684,0.006888018204679335,0.007730267211777415,0.025658513959880565
H1F4A_K6_L1_C_POS_PLUS10_B_PLUS,K6_L1_C_POS_PLUS10,0.0,4.0,454.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.13119669617566293,0.13721924671257296,0.00976860574361309,-0.011649991227763279,-0.005024421051818024,0.000659031958053492,-0.17182943051697636,-0.02197856625800182,0.03720859712680716,0.030246877582839154,10.089815048847298,-0.16572627116943262,-0.0026831649137328897,-0.03916810929432562,-0.05843420987755003,-0.02437508249889451,-0.0707432330633668,-0.1336399440117687,0.10211490635647133,0.6756045659979207,-179.07244280764252,0.004948697669705802,0.005598749671085749,0.027472396329678597
H1F4A_K6_L1_C_POS_PLUS10_B_MINUS,K6_L1_C_POS_PLUS10,0.0,-4.0,450.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.07031931366667228,-0.008550590771284176,0.0066890310237911095,-0.004228601802757453,-0.0002407613796290121,0.005133516413014145,0.05646461373634116,-0.08155354580586607,0.005200342561727688,0.009903804709222223,10.000000005514977,0.01962219356781142,-0.056135393326247014,0.030243334363163087,0.06753045662003399,0.03717312676658321,0.058168338404262374,0.033978561032159724,-0.0038746375173302518,0.815026166667654,-70.73286557268587,0.005475021844712373,0.004765396946317249,0.003536212864305118
H1F4A_K6_L1_C_POS_PLUS10_B_MINUS,K6_L1_C_POS_PLUS10,0.0,-4.0,450.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.05215187210583445,0.027798121193879484,-0.008208271852064249,0.0019420492168990978,-0.0016283882226560624,-0.00414235811194567,-0.08807438962855167,0.05948815344002022,0.0036212007367691828,0.011369302916450219,10.011225523725704,-0.051427782795910634,0.054282197767259774,-0.016130622135007426,-0.05999210478860798,-0.022710505764415613,-0.05390769745976321,-0.0329822961013664,0.0303181077296008,0.8748009591903875,133.45325674219205,0.0038592496074297124,0.0034218069174889163,0.005591373837747263
H1F4A_K6_L1_C_POS_PLUS10_B_MINUS,K6_L1_C_POS_PLUS10,0.0,-4.0,451.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.014108039988957441,0.00710814590959122,-0.003638382882038822,-0.00045768152953812324,-0.0024961143588562726,0.00014543171498725515,-0.10995482171659351,0.044011579243677525,0.0002636090694235051,0.014040949239810765,10.022451430195186,-0.06643313188097373,0.05672660285671285,0.00799290184958964,-0.05270908466032313,0.006850633326407087,-0.05331219790484851,-0.002996967164662471,0.03041114093582158,0.9912333787723244,139.50630997316713,0.002842134085706285,0.002889121622418613,0.0076312684831780705
H1F4A_K6_L1_C_POS_PLUS10_B_MINUS,K6_L1_C_POS_PLUS10,0.0,-4.0,451.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.0707651274431977,0.008316475838458738,0.004188677317869026,0.004746163573730513,-0.0024903861052938854,0.0005400411140570031,0.11818378083985075,-0.05283445368975583,0.005242293666777047,0.016800211074976795,10.0336777253947,0.06900193503159575,-0.05150779222735733,0.00012071414779384233,0.0786666471526393,0.006799777570956763,0.0828727696123128,0.03667275689292928,-0.004529644100621458,0.8763516749088059,-36.740191702630774,0.0061884559461433284,0.006914132918229961,0.007414319698241173
H1F4A_K6_L1_C_POS_PLUS10_B_MINUS,K6_L1_C_POS_PLUS10,0.0,-4.0,452.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.10012026742374873,-0.10672659569240588,0.00813420978295104,0.0030268566452144193,-0.0022132683521752937,0.004189877553787002,0.0878810366948127,-0.10665428055441538,0.022109012114981806,0.019175902934182865,10.044904409795663,0.0618701704004989,-0.07638789354312696,0.07184736554180432,0.06522774662711289,0.08219484367693064,0.06406472571854033,0.07471135128214623,-0.07133602637744771,0.6875201693479556,-50.99434971752525,0.009416702865348486,0.010860281408466866,0.009663028265342866
H1F4A_K6_L1_C_POS_PLUS10_B_MINUS,K6_L1_C_POS_PLUS10,0.0,-4.0,452.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.14115796539781536,0.16271894684392768,-0.005564712164848549,0.004755524336151042,-0.00534527311200867,-0.001693865043984245,0.04602332536646949,0.14320133876326335,0.047893774308784685,0.022680035978542578,10.056131483869633,0.032286680548216595,0.12668733401795934,-0.08153827837421437,0.06706787251239509,-0.08175771742705423,0.07351726189253038,0.09184250506821132,0.14265328709151237,0.5732278408954591,75.70234248833476,0.011146590363569756,0.012089112155056946,0.017092110341400582
H1F4A_K6_L1_C_POS_PLUS10_B_MINUS,K6_L1_C_POS_PLUS10,0.0,-4.0,453.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.09667170027577367,-0.22418623137686558,0.002869745500720982,0.004262787245068233,0.0013857358375429,0.006949552130462835,0.15335771896956504,-0.05856057013453574,0.06153386109568161,0.026975169485009495,10.06735894808831,0.1511452433293959,-0.0606081118629959,0.08398871051415646,0.04553263121048871,0.08547272017733454,0.04284586632509411,0.11407125482404779,-0.1697948188605503,0.5585300158842125,-21.850416108758246,0.009127323998781148,0.009141354155660763,0.02651822780469973
H1F4A_K6_L1_C_POS_PLUS10_B_MINUS,K6_L1_C_POS_PLUS10,0.0,-4.0,453.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.19005003840131762,-0.1428327518016403,-0.0035125942636719224,0.004722131645631508,-0.0008548374865256581,0.0038902165029297826,0.15647548129167388,0.07028066256910769,0.0583216668051168,0.029459678871820914,10.078586802923537,0.1676204348440657,0.056136505414966405,0.036465412746321105,0.06666787421337525,0.033807655969174844,0.06749978935607695,0.18827299124469568,-0.08846758527062104,0.5854463512951349,18.515827501024425,0.005774331778889982,0.0056991791652448425,0.03124791741751822
H1F4A_K6_L1_C_POS_PLUS10_B_MINUS,K6_L1_C_POS_PLUS10,0.0,-4.0,454.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.14205507485576563,0.17102765045998483,0.007116579148408147,-0.006139063662875326,-0.0005733742997906348,-0.004288350550913439,-0.1768290832408505,-0.05214320585628279,0.05101397361058839,0.03407856939728515,10.089815048847298,-0.18574998376269503,-0.026126465919261314,-0.03881927431841963,-0.05341765111304515,-0.031129320870220856,-0.055268364225007034,-0.15653430210541353,0.12430586464436916,0.6389029938812285,-171.99364551225048,0.004360381509043729,0.004023626701949204,0.03518564868927179
