axis,polarization,wavelength_nm,delta_D_nm,d_eta_target_per_nm,antisymmetry_residual_eta_target,d_total_transmission_per_nm,antisymmetry_residual_total_transmission,d_Ex_real_per_nm,antisymmetry_residual_Ex_real,d_Ex_imag_per_nm,antisymmetry_residual_Ex_imag,d_Ey_real_per_nm,antisymmetry_residual_Ey_real,d_Ey_imag_per_nm,antisymmetry_residual_Ey_imag,d_Ez_real_per_nm,antisymmetry_residual_Ez_real,d_Ez_imag_per_nm,antisymmetry_residual_Ez_imag
A,y,452.0,8.0,-0.0006961366067225112,0.03583591368697822,-0.0025360051498152236,0.38365634164987583,0.00044017304319754176,0.013427921331681459,0.0013110983988099572,0.009837476161754363,-0.005571174906562922,0.18436950361712262,-0.0016632020692158248,-0.18736116956172288,-7.797013540430395e-05,-0.002378557389212225,-0.00023224166328082257,-0.001742563203772501
A,y,452.5,8.0,-0.000659263790412284,0.041177427245339654,-0.003028561310628286,0.32418965728154764,-0.0015430504888810368,-0.014702238556810248,-0.000503346148969505,0.00668858599510582,0.00457460645565889,0.06181662401107064,-0.003490110819897276,0.2756295611125362,0.00027364039846729,0.0026072552039202125,8.926204408960862e-05,-0.001186135742201627
A,y,453.0,8.0,-0.0007060723708688216,0.0467780817383254,-0.0031173873051757936,0.2741772793785167,-0.0003098351662801299,0.0031158085440519704,0.0013235296179186702,0.013784904279468251,-0.0037365184291550946,0.2893298040784773,-0.004113539125486545,-0.08683271804079618,5.50079557005368e-05,-0.0005531788415766944,-0.00023497868064787075,-0.0024473639098008307
A,y,453.5,8.0,-0.0006287484159986693,0.04818844443232573,-0.0016068368938750664,0.23558848063611687,-0.0008302776746029754,-0.010454244086163998,0.001024042567872854,0.009905081757679804,0.0012630105166060446,0.2724434910941983,-0.007340656938929985,0.13517389951754488,0.00014757485477980817,0.001858153723796142,-0.00018201493050435533,-0.001760544751092704
A,y,454.0,8.0,-0.0009901364466250694,0.05676280208741567,-0.0018322965703550433,0.23185727030832531,0.0006844742738399926,0.01369867568607488,-0.0010594205700788877,-0.013337483782890997,0.0008717291935578624,-0.309042247411502,0.00605422179306723,-0.12305231367762791,-0.00012179790867381561,-0.0024375935136384686,0.00018851725298267994,0.002373321677399966
B,x,450.0,8.0,0.0003960295872801786,0.013568921821696805,0.001399399707533805,1.8240992812398684,0.0024480588689321948,0.16022309828480213,0.0011608894890331163,-0.00781406563030342,-0.000486882469087467,-0.00437658251195776,-0.0001274571228797826,0.009247375842990029,-0.0004316588291983566,-0.02825165517621648,-0.00020469613865261714,0.0013778306004247165
B,x,450.5,8.0,0.0006881260617607612,0.012747409967624454,-0.0002194514198970432,1.7716681264006169,-0.005221195423154052,-0.14607330759690132,-0.003951531758708979,0.023983988318087138,0.0006269904219792639,0.001759146930521987,0.000280453475947125,-0.006041088416314341,0.0009216924146918557,0.02578617513605405,0.0006975599557650528,-0.004233869509807614
B,x,451.0,8.0,0.00029176129623407663,0.0028613085087196236,-0.0017829995231503915,1.848588795312434,-0.004308091877040055,-0.06268081499423532,0.0005863511124615541,0.018907100718874872,0.000604977921837238,-0.00015240534301464142,0.00047613126886921793,0.004099913580928254,0.0007613735714468402,0.011077645819881828,-0.00010362644376178218,-0.003341471633127162
B,x,451.5,8.0,-0.00015640023382818772,0.009233385462928591,0.00435341855318383,1.682868915645909,-0.0016657404566337653,0.12820433123332528,0.0018168056883610597,0.031167397183805956,-0.0004426274723298262,-0.00852179198922638,-0.0005294338222597663,-0.003155388349964124,0.00029472463245399706,-0.022683590502514783,-0.0003214530730823645,-0.0055145443835279175
B,x,452.0,8.0,-0.0008884674119005122,0.03711028493475951,0.0059318865479312255,1.2716929663854835,0.0010734835990021206,0.20882840363951444,0.0068689970035351626,-0.15850121535653044,-0.0005382335162625715,-0.00873240483445116,-0.00022270989562413613,0.006598075942580915,-0.0001901517206971087,-0.03699085884441665,-0.0012167410856576185,0.028076142812655636
B,x,452.5,8.0,-0.0017714109513529749,0.08161626100674557,-0.0015841006737002047,0.8124660889584199,-0.009900545104781344,0.20311156995737997,0.0008841794771392505,0.33251132950496937,0.0005971488745705321,-0.005913355227453083,-0.00043911843717387626,-0.0069006775853595005,0.001755735879699145,-0.03601925623105081,-0.00015679799603734047,-0.05896665945558898
B,x,453.0,8.0,-0.0018152848849110944,0.10854544311207447,-0.012521203105145547,0.7391086915768028,0.004305943107141037,0.22779094540867562,0.006965153883157039,-0.3926512316884748,-0.0002758852464654209,0.0005643897033624329,-0.0007042094137143244,0.008265428951211075,-0.0007644746415663285,-0.040441872317020455,-0.00123658938025685,0.06971107191542184
B,x,453.5,8.0,-0.0016282843600054792,0.10361705873018977,-0.011345258134307229,0.9886548920529847,-0.0007609590500298712,0.37401240440239625,0.005314237262708929,-0.24315160550160914,0.00021664544109385085,2.3488555699490658e-05,-0.00033247146379973753,0.005120661295461665,0.00013525405383836044,-0.0664775507686916,-0.0009445608575284533,0.04321814733671582
B,x,454.0,8.0,-0.001725672060472654,0.08822257073739555,-0.007555253103963794,1.2409452998584494,0.0013572973350128373,-0.27325177103142856,-0.004226050468426484,0.3082468971725578,-0.0005563808440034237,-0.005597795351608659,0.0006184228136208664,-0.0036293185928599468,-0.0002415225570504831,0.04862344068292102,0.0007519992038804804,-0.05485060412889489
B,y,450.0,8.0,-0.00018095581000703064,0.0183599629383882,-0.0030151343206427303,0.6176927964291137,0.0006631891817291977,0.0186835755014158,0.0007113180864494449,-0.002766658913919346,-0.0015402898878692775,0.1006069083697281,0.00022778859141368325,-0.1612847828804227,-0.00011693814611864661,-0.003294418458857585,-0.00012542457057754982,0.00048783661321614226
B,y,450.5,8.0,-0.0001961602442543803,0.021169323878865394,-0.003243517710524904,0.5630469728249559,-0.0005196475549281727,-0.02057372414355388,-0.0009963308346985491,-0.004086548243790197,0.0015448919790216308,-0.1637896434249303,0.00034223120192779753,0.12171415649546281,9.173286400399397e-05,0.003631858980222051,0.0001758812874141607,0.0007213942810626373
B,y,451.0,8.0,-0.00022219647403788623,0.02630432668731844,-0.0033965215858129706,0.5057296253666733,-0.0007228147944743655,-0.013059284119872568,-0.0006239286844867834,-0.005906792534970513,0.0014783713895267867,-0.20808267231697275,0.0007637299928166894,0.09413299842988856,0.0001277438126369943,0.0023079809053928274,0.00011026756726512003,0.0010439136064191756
B,y,451.5,8.0,-0.00024514332528271,0.03163927554769191,-0.0037264566574288713,0.4425676983989571,9.675147421006462e-05,0.00915136642941857,0.0006076418622611514,0.014353462045550238,-0.0015404900510810927,0.22404364127105275,-0.0008036339940268771,-0.11209797933172669,-1.7118538823010117e-05,-0.0016191796846987652,-0.00010751196190581262,-0.002539602618745355
B,y,452.0,8.0,-0.0002678040479611723,0.03620937348467635,-0.0036882063041887778,0.376793656096834,0.00017323856760122604,0.01765432810671189,0.0006568128257948584,0.011308215896787707,-0.0018510914529607653,0.16095334176593928,-9.026977174235624e-05,-0.21403071928276962,-3.0686646494736336e-05,-0.0031272027540645694,-0.00011634466434039594,-0.002003082965391743
B,y,452.5,8.0,-0.0002889073570284538,0.04304881310085752,-0.0031347521517540965,0.3218825492554528,-0.0008048312495052433,-0.017568074325739043,2.0203194686685172e-05,0.009672674229795564,0.001303762257629109,0.10247674879397185,-0.0015982131194438795,0.27361697257097567,0.00014272659605146646,0.0031154747647203045,-3.582779879345179e-06,-0.001715325875308806
B,y,453.0,8.0,-0.0002959495023946773,0.05158274295086157,-0.0025350178753322447,0.28406352490769843,0.00013608598659021857,0.0068281788941637125,0.0009140324592034557,0.015837834163764112,-0.0016628232701242016,0.2934128517781365,-0.0013741844700953998,-0.12811461602983468,-2.4160627122133993e-05,-0.0012122709201637378,-0.00016227679261965306,-0.002811839890650448
B,y,453.5,8.0,-0.0001870810680930212,0.05742270919889766,-0.0012654547787742526,0.26013875622361343,-0.0005879950621791306,-0.011729149024776888,0.0005751327689755987,0.014045325443067806,0.0003421299475747999,0.31568800216394616,-0.002591473551851917,0.11982953672340003,0.00010451116363429012,0.0020847573251320745,-0.00010222499948739285,-0.002496438150751221
B,y,454.0,8.0,-0.0004789614768057498,0.06432544698012431,1.4127039971920802e-05,0.2707901125413842,0.0003315033244006177,0.016885184892021236,-0.0006888659456109941,-0.017789054890638603,0.0006249565904842685,-0.34865851375782686,0.0037705799497851217,-0.07412177211428461,-5.8988939648375166e-05,-0.0030046128627759855,0.00012257937915084177,0.003165450866119755
