evaluation_label,wavelength_nm,angle_deg,T_TE,T_TM,T_unpolarized,energy_residual,candidate_id,static_structure_id,topology
453nm,453.0,22.0,0.009632694726982326,0.018465620975539086,0.014049157851260706,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,23.0,0.008276756863497037,0.016899501388903244,0.01258812912620014,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,24.0,0.007138924424281672,0.015571331204686066,0.011355127814483869,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,25.0,0.0061812610135229635,0.014445746578979879,0.01031350379625142,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,26.0,0.005372759481604587,0.013493699637615191,0.00943322955960989,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,27.0,0.004688057343382679,0.012691389664562324,0.008689723503972503,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,28.0,0.004106381131282792,0.012019381256516764,0.008062881193899777,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,29.0,0.0036106853732968476,0.011461885138801049,0.007536285256048948,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,30.0,0.003186953687116869,0.01100617785211317,0.00709656576961502,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,31.0,0.002823633090854286,0.01064213888228696,0.006732885986570623,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,32.0,0.0025111767943362937,0.010361886915218619,0.006436531854777456,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,33.0,0.002241674803330653,0.010159500168805216,0.006200587486067935,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,34.0,0.002008555341204059,0.010030808899160176,0.006019682120182117,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,35.0,0.0018063432605630934,0.009973251090400814,0.005889797175481954,0.0,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,36.0,0.001630464274661334,0.009985785004631289,0.005808124639646311,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,37.0,0.001477086026467902,0.010068854733084599,0.00577297037977625,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,38.0,0.0013429887930077073,0.010224407220436747,0.005783698006722227,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,39.0,0.0012254600581611862,0.01045596151646794,0.005840710787314563,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,40.0,0.0011222083387329212,0.01076873333504765,0.005945470836890286,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,41.0,0.0010312925691968989,0.011169820467493978,0.006100556518345439,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,42.0,0.0009510640849437208,0.011668457306504974,0.006309760695724347,1.1102230246251565e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,43.0,0.0008801188291879984,0.012276349789414644,0.006578234309301321,5.551115123125783e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,44.0,0.0008172578751495212,0.013008105561675974,0.006912681718412747,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,45.0,0.0007614547270311895,0.013881778172673335,0.007321616449852263,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,46.0,0.0007118281601399089,0.014919548686974813,0.00781568842355736,6.661338147750939e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,47.0,0.0006676195977198095,0.016148573187861937,0.008408096392790873,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,48.0,0.0006281742119772483,0.017602030084695155,0.009115102148336201,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,49.0,0.0005929250891059262,0.019320406474888502,0.009956665781997213,5.551115123125783e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,50.0,0.0005613799205704366,0.021353067187439734,0.010957223554005085,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,51.0,0.0005331097815753081,0.023760151975851122,0.012146630878713215,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,52.0,0.0005077396373654123,0.026614842946481355,0.013561291291923384,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,53.0,0.0004849402826058392,0.030006031312756296,0.015245485797681067,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,54.0,0.00046442147162404165,0.03404138307025593,0.017252902270939986,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,55.0,0.00044592604019451896,0.03885074685690419,0.019648336448549356,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,56.0,0.0004292248547516374,0.0445897493916316,0.022509487123191618,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,57.0,0.00041411245398967393,0.05144326505701168,0.025928688755500678,1.1102230246251565e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,58.0,0.0004004032720090596,0.05962820369219295,0.030014303482101008,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,59.0,0.00038792835251033977,0.06939471387622838,0.03489132111436936,5.551115123125783e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
453nm,453.0,60.0,0.00037653248084542663,0.08102444235057633,0.04070048741571088,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-60.0,0.00032091939128162935,0.06622321013959132,0.033272064765436475,1.1102230246251565e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-59.0,0.0003330238023890537,0.05723041792054756,0.028781720861468307,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-58.0,0.0003462617212339158,0.04964328040898268,0.024994771065108296,6.661338147750939e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-57.0,0.0003607968521643056,0.04325106620559622,0.021805931528880263,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-56.0,0.0003768108755183784,0.03786820787166191,0.019122509373590144,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-55.0,0.00039450689911531137,0.03333439963176438,0.016864453265439845,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-54.0,0.0004141135012043338,0.029513082072095072,0.014963597786649702,5.551115123125783e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-53.0,0.00043588948037811116,0.026289107415020944,0.013362498447699527,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-52.0,0.00046012945579437727,0.023566101787923777,0.012013115621859078,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-51.0,0.000487170495251992,0.021263837176628546,0.010875503835940268,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-50.0,0.0005173999910228221,0.019315785696376004,0.009916592843699413,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-49.0,0.000551265056161589,0.017666937887660134,0.00910910147191086,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-48.0,0.0005892837803045283,0.01627191100364192,0.008430597391973224,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-47.0,0.0006320587676396552,0.01509334135426416,0.007862700060951907,1.1102230246251565e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-46.0,0.000680293485921518,0.014100538285049076,0.007390415885485297,6.661338147750939e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-45.0,0.0007348120908802857,0.013268370410052537,0.007001591250466411,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-44.0,0.0007965835641138049,0.012576353362875116,0.00668646846349446,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-43.0,0.0008667512265199655,0.01200791006212671,0.0064373306443233375,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-42.0,0.0009466689795786497,0.011549777761744826,0.006248223370661738,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-41.0,0.0010379460049921435,0.011191540067202998,0.006114743036097571,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-40.0,0.0011425021487561735,0.010925266155154911,0.0060338841519555425,6.661338147750939e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-39.0,0.0012626368688593648,0.010745243408122098,0.006003940138490732,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-38.0,0.0014011154917894244,0.010647793504875092,0.0060244544983322585,5.551115123125783e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-37.0,0.0015612776784312522,0.01063116573621606,0.006096221707323656,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-36.0,0.0017471745515547136,0.010695505066563762,0.006221339809059238,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-35.0,0.0019637430348860637,0.010842896420878493,0.006403319727882278,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-34.0,0.002217028809946649,0.011077491100395048,0.006647259955170849,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-33.0,0.0025144732139721665,0.011405726464269692,0.006960099839120929,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-32.0,0.002865284814974321,0.011836656526500119,0.00735097067073722,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-31.0,0.00328092393781255,0.012382419557970138,0.007831671747891344,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-30.0,0.003775738996689773,0.013058880069316117,0.008417309533002945,1.1102230246251565e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-29.0,0.004367808466212859,0.013886497997294536,0.009127153231753699,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-28.0,0.005080063698468663,0.014891499437953409,0.009985781568211036,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-27.0,0.005941798559198488,0.01610745367270084,0.011024626115949664,1.1102230246251565e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-26.0,0.006990716509612739,0.017577404675236157,0.012284060592424447,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-25.0,0.008275731100411564,0.01935676795453039,0.013816249527470976,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-24.0,0.009860832186969273,0.021517294711617563,0.015689063449293418,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-23.0,0.01183047318400925,0.02415253861683245,0.01799150590042085,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-22.0,0.014297148045000577,0.027385456376347827,0.020841302210674203,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-21.0,0.017412145766728625,0.0313790611481988,0.024395603457463715,1.1102230246251565e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-20.0,0.021380946528488928,0.036351468962908036,0.02886620774569848,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-19.0,0.026485427660509923,0.04259728551938396,0.03454135658994694,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-18.0,0.033116064191879756,0.050518129179691604,0.041817096685785676,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-17.0,0.04181870309021934,0.06066619417254373,0.05124244863138153,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-16.0,0.05336219076297674,0.07380598882621282,0.06358408979459479,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-15.0,0.06883458552233744,0.09100012064009987,0.07991735308121865,0.0,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-14.0,0.08977493537779348,0.11372333606514748,0.10174913572147049,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-13.0,0.11833907445651279,0.1439999054030231,0.13116948992976796,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-12.0,0.1574677773791764,0.18453104874533954,0.17099941306225797,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-11.0,0.21094508706274387,0.23870815719885008,0.22482662213079696,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-10.0,0.2830619920289701,0.3102634239307628,0.29666270797986644,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-9.0,0.3773432498059411,0.40210719205478795,0.38972522093036455,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-8.0,0.49374564049225816,0.5138865557686283,0.5038160981304433,6.661338147750939e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-7.0,0.6248025801386881,0.6386909782634499,0.6317467792010689,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-6.0,0.7540425978862494,0.7616545609048871,0.7578485793955683,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-5.0,0.8614315872386197,0.864489934120637,0.8629607606796283,6.661338147750939e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-4.0,0.9342480788133743,0.9350322012597858,0.93464014003658,1.2212453270876722e-15,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-3.0,0.9732453605004101,0.9733187169919207,0.9732820387461654,1.2212453270876722e-15,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-2.0,0.9887126403020362,0.9886905953397161,0.9887016178208762,5.551115123125783e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,-1.0,0.992506576869816,0.9925003773707431,0.9925034771202796,5.551115123125783e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,0.0,0.9928321269104591,0.9928321269104587,0.992832126910459,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,1.0,0.992506576869816,0.9925003773707431,0.9925034771202796,5.551115123125783e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,2.0,0.9887126403020362,0.9886905953397161,0.9887016178208762,5.551115123125783e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,3.0,0.9732453605004101,0.9733187169919207,0.9732820387461654,1.2212453270876722e-15,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,4.0,0.9342480788133743,0.9350322012597858,0.93464014003658,1.2212453270876722e-15,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,5.0,0.8614315872386197,0.864489934120637,0.8629607606796283,6.661338147750939e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,6.0,0.7540425978862494,0.7616545609048871,0.7578485793955683,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,7.0,0.6248025801386881,0.6386909782634499,0.6317467792010689,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,8.0,0.49374564049225816,0.5138865557686283,0.5038160981304433,6.661338147750939e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,9.0,0.3773432498059411,0.40210719205478795,0.38972522093036455,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,10.0,0.2830619920289701,0.3102634239307628,0.29666270797986644,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,11.0,0.21094508706274387,0.23870815719885008,0.22482662213079696,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,12.0,0.1574677773791764,0.18453104874533954,0.17099941306225797,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,13.0,0.11833907445651279,0.1439999054030231,0.13116948992976796,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,14.0,0.08977493537779348,0.11372333606514748,0.10174913572147049,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,15.0,0.06883458552233744,0.09100012064009987,0.07991735308121865,0.0,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,16.0,0.05336219076297674,0.07380598882621282,0.06358408979459479,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,17.0,0.04181870309021934,0.06066619417254373,0.05124244863138153,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,18.0,0.033116064191879756,0.050518129179691604,0.041817096685785676,3.3306690738754696e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,19.0,0.026485427660509923,0.04259728551938396,0.03454135658994694,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,20.0,0.021380946528488928,0.036351468962908036,0.02886620774569848,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,21.0,0.017412145766728625,0.0313790611481988,0.024395603457463715,1.1102230246251565e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,22.0,0.014297148045000577,0.027385456376347827,0.020841302210674203,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,23.0,0.01183047318400925,0.02415253861683245,0.01799150590042085,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,24.0,0.009860832186969273,0.021517294711617563,0.015689063449293418,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,25.0,0.008275731100411564,0.01935676795453039,0.013816249527470976,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,26.0,0.006990716509612739,0.017577404675236157,0.012284060592424447,4.440892098500626e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,27.0,0.005941798559198488,0.01610745367270084,0.011024626115949664,1.1102230246251565e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
own_peak,449.70000000000675,28.0,0.005080063698468663,0.014891499437953409,0.009985781568211036,2.220446049250313e-16,ZL1_N3_M3_L79_H44_C316,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1 alternative
