model,variant,geometry_id,order_profile_mae
LF_global_bias,constrained,K6X_D130_D145_D155_D180_D195_D230,0.018053922593685014
LF_global_bias,constrained,K6X_D140_D160_D165_D170_D180_D190,0.07225952830133316
LF_global_bias,constrained,K6X_D200_D205_D215_D220_D225_D230,0.04775075979122934
LF_wavelength_polarization_affine,raw,K6X_D100_D105_D115_D120_D125_D130,0.029106317489508884
LF_wavelength_polarization_affine,raw,K6X_D100_D110_D115_D220_D225_D230,0.08648398257599753
LF_wavelength_polarization_affine,raw,K6X_D100_D115_D130_D145_D155_D185,0.021172477665328343
LF_wavelength_polarization_affine,raw,K6X_D100_D130_D135_D155_D160_D225,0.07122382398295066
LF_wavelength_polarization_affine,raw,K6X_D100_D140_D145_D155_D225_D230,0.09865326138605032
LF_wavelength_polarization_affine,raw,K6X_D100_D200_D205_D210_D215_D220,0.3333473073864717
LF_wavelength_polarization_affine,raw,K6X_D110_D125_D135_D150_D175_D190,0.029942017077911772
LF_wavelength_polarization_affine,raw,K6X_D120_D125_D180_D185_D190_D195,0.04429571896501188
LF_wavelength_polarization_affine,raw,K6X_D120_D145_D200_D215_D220_D230,0.06309840860487835
LF_wavelength_polarization_affine,raw,K6X_D125_D135_D150_D175_D190_D210,0.02059981076775055
LF_wavelength_polarization_affine,raw,K6X_D130_D145_D155_D180_D195_D230,0.02935328910370905
LF_wavelength_polarization_affine,raw,K6X_D140_D160_D165_D170_D180_D190,0.042452845951941716
LF_wavelength_polarization_affine,raw,K6X_D200_D205_D215_D220_D225_D230,0.05505594444660242
LF_wavelength_polarization_affine,constrained,K6X_D100_D105_D115_D120_D125_D130,0.029106317489508884
LF_wavelength_polarization_affine,constrained,K6X_D100_D110_D115_D220_D225_D230,0.06879795051488895
LF_wavelength_polarization_affine,constrained,K6X_D100_D115_D130_D145_D155_D185,0.021925554622883106
LF_wavelength_polarization_affine,constrained,K6X_D100_D130_D135_D155_D160_D225,0.04677024618801402
LF_wavelength_polarization_affine,constrained,K6X_D100_D140_D145_D155_D225_D230,0.05899751139316802
LF_wavelength_polarization_affine,constrained,K6X_D100_D200_D205_D210_D215_D220,0.09365054988374193
LF_wavelength_polarization_affine,constrained,K6X_D110_D125_D135_D150_D175_D190,0.028474691140779648
LF_wavelength_polarization_affine,constrained,K6X_D120_D125_D180_D185_D190_D195,0.04429571896501188
LF_wavelength_polarization_affine,constrained,K6X_D120_D145_D200_D215_D220_D230,0.06292041941199555
LF_wavelength_polarization_affine,constrained,K6X_D125_D135_D150_D175_D190_D210,0.017239403506182787
LF_wavelength_polarization_affine,constrained,K6X_D130_D145_D155_D180_D195_D230,0.025364681384177204
LF_wavelength_polarization_affine,constrained,K6X_D140_D160_D165_D170_D180_D190,0.03974235444707736
LF_wavelength_polarization_affine,constrained,K6X_D200_D205_D215_D220_D225_D230,0.056734897072941284
LF_ridge_residual,raw,K6X_D100_D105_D115_D120_D125_D130,0.028973100239465296
LF_ridge_residual,raw,K6X_D100_D110_D115_D220_D225_D230,0.08608243443437841
LF_ridge_residual,raw,K6X_D100_D115_D130_D145_D155_D185,0.02116535182414089
LF_ridge_residual,raw,K6X_D100_D130_D135_D155_D160_D225,0.07122495273433987
LF_ridge_residual,raw,K6X_D100_D140_D145_D155_D225_D230,0.09720010997376338
LF_ridge_residual,raw,K6X_D100_D200_D205_D210_D215_D220,0.3343659863696229
LF_ridge_residual,raw,K6X_D110_D125_D135_D150_D175_D190,0.02990513750046628
LF_ridge_residual,raw,K6X_D120_D125_D180_D185_D190_D195,0.044199493618289384
LF_ridge_residual,raw,K6X_D120_D145_D200_D215_D220_D230,0.0631080144423277
LF_ridge_residual,raw,K6X_D125_D135_D150_D175_D190_D210,0.020560112786950118
LF_ridge_residual,raw,K6X_D130_D145_D155_D180_D195_D230,0.029334445327936862
LF_ridge_residual,raw,K6X_D140_D160_D165_D170_D180_D190,0.04247013206343056
LF_ridge_residual,raw,K6X_D200_D205_D215_D220_D225_D230,0.054857864260169316
LF_ridge_residual,constrained,K6X_D100_D105_D115_D120_D125_D130,0.028973100239465296
LF_ridge_residual,constrained,K6X_D100_D110_D115_D220_D225_D230,0.06813908618348898
LF_ridge_residual,constrained,K6X_D100_D115_D130_D145_D155_D185,0.021909009375252312
LF_ridge_residual,constrained,K6X_D100_D130_D135_D155_D160_D225,0.04677159736751222
LF_ridge_residual,constrained,K6X_D100_D140_D145_D155_D225_D230,0.05899615979803929
LF_ridge_residual,constrained,K6X_D100_D200_D205_D210_D215_D220,0.09353544235835948
LF_ridge_residual,constrained,K6X_D110_D125_D135_D150_D175_D190,0.028424931983640246
LF_ridge_residual,constrained,K6X_D120_D125_D180_D185_D190_D195,0.044199493618289384
LF_ridge_residual,constrained,K6X_D120_D145_D200_D215_D220_D230,0.0629299112783123
LF_ridge_residual,constrained,K6X_D125_D135_D150_D175_D190_D210,0.01716542584016214
LF_ridge_residual,constrained,K6X_D130_D145_D155_D180_D195_D230,0.0253562117687405
LF_ridge_residual,constrained,K6X_D140_D160_D165_D170_D180_D190,0.03976160445666842
LF_ridge_residual,constrained,K6X_D200_D205_D215_D220_D225_D230,0.05655761525316778
LF_paired_shared_contrast,raw,K6X_D100_D105_D115_D120_D125_D130,0.037349140728448624
LF_paired_shared_contrast,raw,K6X_D100_D110_D115_D220_D225_D230,0.1386732180768571
LF_paired_shared_contrast,raw,K6X_D100_D115_D130_D145_D155_D185,0.020482750817983328
LF_paired_shared_contrast,raw,K6X_D100_D130_D135_D155_D160_D225,0.07390939838122464
LF_paired_shared_contrast,raw,K6X_D100_D140_D145_D155_D225_D230,0.10420959702354284
LF_paired_shared_contrast,raw,K6X_D100_D200_D205_D210_D215_D220,0.3272699068527824
LF_paired_shared_contrast,raw,K6X_D110_D125_D135_D150_D175_D190,0.031349751799771605
LF_paired_shared_contrast,raw,K6X_D120_D125_D180_D185_D190_D195,0.055464237589900274
LF_paired_shared_contrast,raw,K6X_D120_D145_D200_D215_D220_D230,0.07550905218235632
LF_paired_shared_contrast,raw,K6X_D125_D135_D150_D175_D190_D210,0.01929159316574922
LF_paired_shared_contrast,raw,K6X_D130_D145_D155_D180_D195_D230,0.03405670127700749
LF_paired_shared_contrast,raw,K6X_D140_D160_D165_D170_D180_D190,0.04924865406644196
LF_paired_shared_contrast,raw,K6X_D200_D205_D215_D220_D225_D230,0.09467001533658212
LF_paired_shared_contrast,constrained,K6X_D100_D105_D115_D120_D125_D130,0.0360324634305581
LF_paired_shared_contrast,constrained,K6X_D100_D110_D115_D220_D225_D230,0.08865064720763706
LF_paired_shared_contrast,constrained,K6X_D100_D115_D130_D145_D155_D185,0.02009027092197313
LF_paired_shared_contrast,constrained,K6X_D100_D130_D135_D155_D160_D225,0.04561245509595064
LF_paired_shared_contrast,constrained,K6X_D100_D140_D145_D155_D225_D230,0.05527868127628908
LF_paired_shared_contrast,constrained,K6X_D100_D200_D205_D210_D215_D220,0.10525114228872323
LF_paired_shared_contrast,constrained,K6X_D110_D125_D135_D150_D175_D190,0.028919777139776056
LF_paired_shared_contrast,constrained,K6X_D120_D125_D180_D185_D190_D195,0.055459805923581795
LF_paired_shared_contrast,constrained,K6X_D120_D145_D200_D215_D220_D230,0.06733489740356097
LF_paired_shared_contrast,constrained,K6X_D125_D135_D150_D175_D190_D210,0.019556491846380166
LF_paired_shared_contrast,constrained,K6X_D130_D145_D155_D180_D195_D230,0.026811565138858195
LF_paired_shared_contrast,constrained,K6X_D140_D160_D165_D170_D180_D190,0.04666350089372156
LF_paired_shared_contrast,constrained,K6X_D200_D205_D215_D220_D225_D230,0.07568977454953321
corrected_residual_mlp,raw,K6X_D100_D105_D115_D120_D125_D130,0.07349908549107492
corrected_residual_mlp,raw,K6X_D100_D110_D115_D220_D225_D230,0.19314313967975866
corrected_residual_mlp,raw,K6X_D100_D115_D130_D145_D155_D185,0.04636322765036948
corrected_residual_mlp,raw,K6X_D100_D130_D135_D155_D160_D225,0.18017692929445503
corrected_residual_mlp,raw,K6X_D100_D140_D145_D155_D225_D230,0.20358450072334866
corrected_residual_mlp,raw,K6X_D100_D200_D205_D210_D215_D220,0.19456924341453277
corrected_residual_mlp,raw,K6X_D110_D125_D135_D150_D175_D190,0.046322670200820634
corrected_residual_mlp,raw,K6X_D120_D125_D180_D185_D190_D195,0.08356387700208195
corrected_residual_mlp,raw,K6X_D120_D145_D200_D215_D220_D230,0.14947166683637908
corrected_residual_mlp,raw,K6X_D125_D135_D150_D175_D190_D210,0.0341847668929344
corrected_residual_mlp,raw,K6X_D130_D145_D155_D180_D195_D230,0.04823098871082821
corrected_residual_mlp,raw,K6X_D140_D160_D165_D170_D180_D190,0.08768951716170065
corrected_residual_mlp,raw,K6X_D200_D205_D215_D220_D225_D230,0.15077556950970325
corrected_residual_mlp,constrained,K6X_D100_D105_D115_D120_D125_D130,0.05548547559387915
corrected_residual_mlp,constrained,K6X_D100_D110_D115_D220_D225_D230,0.12607475604113688
corrected_residual_mlp,constrained,K6X_D100_D115_D130_D145_D155_D185,0.03323691525745529
corrected_residual_mlp,constrained,K6X_D100_D130_D135_D155_D160_D225,0.06483948501932245
corrected_residual_mlp,constrained,K6X_D100_D140_D145_D155_D225_D230,0.1459281466824988
corrected_residual_mlp,constrained,K6X_D100_D200_D205_D210_D215_D220,0.09016212179196835
corrected_residual_mlp,constrained,K6X_D110_D125_D135_D150_D175_D190,0.03724768661492182
corrected_residual_mlp,constrained,K6X_D120_D125_D180_D185_D190_D195,0.06681217846744836
corrected_residual_mlp,constrained,K6X_D120_D145_D200_D215_D220_D230,0.08042607820389287
corrected_residual_mlp,constrained,K6X_D125_D135_D150_D175_D190_D210,0.01771328002148824
corrected_residual_mlp,constrained,K6X_D130_D145_D155_D180_D195_D230,0.054165889436661514
corrected_residual_mlp,constrained,K6X_D140_D160_D165_D170_D180_D190,0.05173934304220569
corrected_residual_mlp,constrained,K6X_D200_D205_D215_D220_D225_D230,0.08777467920704982
M5_direct_MLP_frozen,raw,K6X_D100_D105_D115_D120_D125_D130,0.17694085019181421
M5_direct_MLP_frozen,raw,K6X_D100_D110_D115_D220_D225_D230,0.22127079724729934
M5_direct_MLP_frozen,raw,K6X_D100_D115_D130_D145_D155_D185,0.03106319783048411
M5_direct_MLP_frozen,raw,K6X_D100_D130_D135_D155_D160_D225,0.08773032118608781
M5_direct_MLP_frozen,raw,K6X_D100_D140_D145_D155_D225_D230,0.11769795836055179
M5_direct_MLP_frozen,raw,K6X_D100_D200_D205_D210_D215_D220,0.048519190463498
M5_direct_MLP_frozen,raw,K6X_D110_D125_D135_D150_D175_D190,0.01864649784704717
M5_direct_MLP_frozen,raw,K6X_D120_D125_D180_D185_D190_D195,0.09410467533771909
M5_direct_MLP_frozen,raw,K6X_D120_D145_D200_D215_D220_D230,0.06988882801751077
M5_direct_MLP_frozen,raw,K6X_D125_D135_D150_D175_D190_D210,0.013928200719039812
M5_direct_MLP_frozen,raw,K6X_D130_D145_D155_D180_D195_D230,0.029234164325010383
M5_direct_MLP_frozen,raw,K6X_D140_D160_D165_D170_D180_D190,0.10332798654913708
M5_direct_MLP_frozen,raw,K6X_D200_D205_D215_D220_D225_D230,0.08957013388326125
M5_direct_MLP_frozen,constrained,K6X_D100_D105_D115_D120_D125_D130,0.17694085019181421
M5_direct_MLP_frozen,constrained,K6X_D100_D110_D115_D220_D225_D230,0.22127079724729934
M5_direct_MLP_frozen,constrained,K6X_D100_D115_D130_D145_D155_D185,0.03106319783048411
M5_direct_MLP_frozen,constrained,K6X_D100_D130_D135_D155_D160_D225,0.07813235521479237
M5_direct_MLP_frozen,constrained,K6X_D100_D140_D145_D155_D225_D230,0.11706102191278787
M5_direct_MLP_frozen,constrained,K6X_D100_D200_D205_D210_D215_D220,0.048519190463498
M5_direct_MLP_frozen,constrained,K6X_D110_D125_D135_D150_D175_D190,0.01864649784704717
M5_direct_MLP_frozen,constrained,K6X_D120_D125_D180_D185_D190_D195,0.09318274721970926
M5_direct_MLP_frozen,constrained,K6X_D120_D145_D200_D215_D220_D230,0.06988882801751077
M5_direct_MLP_frozen,constrained,K6X_D125_D135_D150_D175_D190_D210,0.012561659655076052
M5_direct_MLP_frozen,constrained,K6X_D130_D145_D155_D180_D195_D230,0.029234164325010383
M5_direct_MLP_frozen,constrained,K6X_D140_D160_D165_D170_D180_D190,0.10332798654913708
M5_direct_MLP_frozen,constrained,K6X_D200_D205_D215_D220_D225_D230,0.08957013388326125
M5_ResMLP_frozen,raw,K6X_D100_D105_D115_D120_D125_D130,0.1597078843989919
M5_ResMLP_frozen,raw,K6X_D100_D110_D115_D220_D225_D230,0.24085948201677934
M5_ResMLP_frozen,raw,K6X_D100_D115_D130_D145_D155_D185,0.035364953202394536
M5_ResMLP_frozen,raw,K6X_D100_D130_D135_D155_D160_D225,0.08571013700995596
M5_ResMLP_frozen,raw,K6X_D100_D140_D145_D155_D225_D230,0.11118980104898767
M5_ResMLP_frozen,raw,K6X_D100_D200_D205_D210_D215_D220,0.06253655200082699
M5_ResMLP_frozen,raw,K6X_D110_D125_D135_D150_D175_D190,0.018808214610351558
M5_ResMLP_frozen,raw,K6X_D120_D125_D180_D185_D190_D195,0.08421906157790714
M5_ResMLP_frozen,raw,K6X_D120_D145_D200_D215_D220_D230,0.060054380340622895
M5_ResMLP_frozen,raw,K6X_D125_D135_D150_D175_D190_D210,0.015471439879940298
M5_ResMLP_frozen,raw,K6X_D130_D145_D155_D180_D195_D230,0.03702296383477069
M5_ResMLP_frozen,raw,K6X_D140_D160_D165_D170_D180_D190,0.12338240478625667
M5_ResMLP_frozen,raw,K6X_D200_D205_D215_D220_D225_D230,0.04582812767776207
M5_ResMLP_frozen,constrained,K6X_D100_D105_D115_D120_D125_D130,0.1597078843989919
M5_ResMLP_frozen,constrained,K6X_D100_D110_D115_D220_D225_D230,0.24020007750080816
M5_ResMLP_frozen,constrained,K6X_D100_D115_D130_D145_D155_D185,0.035364953202394536
M5_ResMLP_frozen,constrained,K6X_D100_D130_D135_D155_D160_D225,0.07539732695473501
M5_ResMLP_frozen,constrained,K6X_D100_D140_D145_D155_D225_D230,0.10522165862993217
M5_ResMLP_frozen,constrained,K6X_D100_D200_D205_D210_D215_D220,0.06601299616104825
M5_ResMLP_frozen,constrained,K6X_D110_D125_D135_D150_D175_D190,0.020135841723217227
M5_ResMLP_frozen,constrained,K6X_D120_D125_D180_D185_D190_D195,0.07933812291672517
M5_ResMLP_frozen,constrained,K6X_D120_D145_D200_D215_D220_D230,0.060054380340622895
M5_ResMLP_frozen,constrained,K6X_D125_D135_D150_D175_D190_D210,0.020715479786150657
M5_ResMLP_frozen,constrained,K6X_D130_D145_D155_D180_D195_D230,0.04420628065691937
M5_ResMLP_frozen,constrained,K6X_D140_D160_D165_D170_D180_D190,0.1173947646407736
M5_ResMLP_frozen,constrained,K6X_D200_D205_D215_D220_D225_D230,0.05046273290752863
M5_CircularCNN_frozen,raw,K6X_D100_D105_D115_D120_D125_D130,0.09491785289176188
M5_CircularCNN_frozen,raw,K6X_D100_D110_D115_D220_D225_D230,0.11182176150393325
M5_CircularCNN_frozen,raw,K6X_D100_D115_D130_D145_D155_D185,0.017778070374321456
M5_CircularCNN_frozen,raw,K6X_D100_D130_D135_D155_D160_D225,0.0726371071294464
M5_CircularCNN_frozen,raw,K6X_D100_D140_D145_D155_D225_D230,0.1369930854011551
M5_CircularCNN_frozen,raw,K6X_D100_D200_D205_D210_D215_D220,0.06972500090102025
M5_CircularCNN_frozen,raw,K6X_D110_D125_D135_D150_D175_D190,0.021423298196078664
M5_CircularCNN_frozen,raw,K6X_D120_D125_D180_D185_D190_D195,0.06105973650397174
M5_CircularCNN_frozen,raw,K6X_D120_D145_D200_D215_D220_D230,0.05873672561980267
M5_CircularCNN_frozen,raw,K6X_D125_D135_D150_D175_D190_D210,0.02095044713211842
M5_CircularCNN_frozen,raw,K6X_D130_D145_D155_D180_D195_D230,0.05308271853570528
M5_CircularCNN_frozen,raw,K6X_D140_D160_D165_D170_D180_D190,0.04537477452183623
M5_CircularCNN_frozen,raw,K6X_D200_D205_D215_D220_D225_D230,0.037413788533557146
M5_CircularCNN_frozen,constrained,K6X_D100_D105_D115_D120_D125_D130,0.09491785289176188
M5_CircularCNN_frozen,constrained,K6X_D100_D110_D115_D220_D225_D230,0.11182176150393325
M5_CircularCNN_frozen,constrained,K6X_D100_D115_D130_D145_D155_D185,0.017778472986214305
M5_CircularCNN_frozen,constrained,K6X_D100_D130_D135_D155_D160_D225,0.0726371071294464
M5_CircularCNN_frozen,constrained,K6X_D100_D140_D145_D155_D225_D230,0.1361741866317957
M5_CircularCNN_frozen,constrained,K6X_D100_D200_D205_D210_D215_D220,0.06972500090102025
M5_CircularCNN_frozen,constrained,K6X_D110_D125_D135_D150_D175_D190,0.021599861663231648
M5_CircularCNN_frozen,constrained,K6X_D120_D125_D180_D185_D190_D195,0.06105973650397174
M5_CircularCNN_frozen,constrained,K6X_D120_D145_D200_D215_D220_D230,0.05873672561980267
M5_CircularCNN_frozen,constrained,K6X_D125_D135_D150_D175_D190_D210,0.011295687911230135
M5_CircularCNN_frozen,constrained,K6X_D130_D145_D155_D180_D195_D230,0.05308271853570528
M5_CircularCNN_frozen,constrained,K6X_D140_D160_D165_D170_D180_D190,0.04537477452183623
M5_CircularCNN_frozen,constrained,K6X_D200_D205_D215_D220_D225_D230,0.0434235052546083
M5B_corrected_no_refit_residual_mlp,raw,K6X_D100_D105_D115_D120_D125_D130,0.07312125043804985
M5B_corrected_no_refit_residual_mlp,raw,K6X_D100_D110_D115_D220_D225_D230,0.07587479258612513
M5B_corrected_no_refit_residual_mlp,raw,K6X_D100_D115_D130_D145_D155_D185,0.01738141966571349
M5B_corrected_no_refit_residual_mlp,raw,K6X_D100_D130_D135_D155_D160_D225,0.06158841184065966
M5B_corrected_no_refit_residual_mlp,raw,K6X_D100_D140_D145_D155_D225_D230,0.1086140521837343
M5B_corrected_no_refit_residual_mlp,raw,K6X_D100_D200_D205_D210_D215_D220,0.047808844191641504
M5B_corrected_no_refit_residual_mlp,raw,K6X_D110_D125_D135_D150_D175_D190,0.021352694797202015
M5B_corrected_no_refit_residual_mlp,raw,K6X_D120_D125_D180_D185_D190_D195,0.034415739434656686
M5B_corrected_no_refit_residual_mlp,raw,K6X_D120_D145_D200_D215_D220_D230,0.0755527992954333
M5B_corrected_no_refit_residual_mlp,raw,K6X_D125_D135_D150_D175_D190_D210,0.013011904727486779
M5B_corrected_no_refit_residual_mlp,raw,K6X_D130_D145_D155_D180_D195_D230,0.02094188666749057
M5B_corrected_no_refit_residual_mlp,raw,K6X_D140_D160_D165_D170_D180_D190,0.055051028788776886
M5B_corrected_no_refit_residual_mlp,raw,K6X_D200_D205_D215_D220_D225_D230,0.17396165897757213
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D100_D105_D115_D120_D125_D130,0.06208949937678732
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D100_D110_D115_D220_D225_D230,0.0725514458939736
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D100_D115_D130_D145_D155_D185,0.015398089662375406
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D100_D130_D135_D155_D160_D225,0.04466107421624046
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D100_D140_D145_D155_D225_D230,0.08696928153129556
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D100_D200_D205_D210_D215_D220,0.04833954828031795
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D110_D125_D135_D150_D175_D190,0.019605636453039726
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D120_D125_D180_D185_D190_D195,0.033725978076299075
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D120_D145_D200_D215_D220_D230,0.07371732464694403
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D125_D135_D150_D175_D190_D210,0.011597973640266802
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D130_D145_D155_D180_D195_D230,0.022713877915576105
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D140_D160_D165_D170_D180_D190,0.05371820172787455
M5B_corrected_no_refit_residual_mlp,constrained,K6X_D200_D205_D215_D220_D225_D230,0.14089945070192972
