geometry_id,geometry_hash,case_hash,source_position,source_position_nm,dipole_orientation,case_count_per_geometry,solver_authorized
V2_DOE_042,6c86b5413386cde637a0f4df5875370290db91aa14225b1ec739e40205d7e466,f37ae6ee6ab19f347934bc40ac2cba395bac53eef7b47e77095c2b611368942d,centroid,-276.0,x,6,False
V2_DOE_042,6c86b5413386cde637a0f4df5875370290db91aa14225b1ec739e40205d7e466,4ddda17adecb937981e94b9eabdfc206fbf2ee92fa59eb7a7d85cbbd5fa2e780,centroid,-276.0,z,6,False
V2_DOE_042,6c86b5413386cde637a0f4df5875370290db91aa14225b1ec739e40205d7e466,a68f1eef5459a54ec80163028de800dca74e615904ab64a7451bce13abcb23c8,bottom,-380.5,x,6,False
V2_DOE_042,6c86b5413386cde637a0f4df5875370290db91aa14225b1ec739e40205d7e466,29f57fc1b7611aca04550cc6d05aaac389555253266593554f752245bdf1137b,bottom,-380.5,z,6,False
V2_DOE_043,59a1bbe26f68f15b9c507e5393aed00c2acc858a7e062a1985f07399a1a1b74b,304f8a953b7fde44c6bdbb6718735b10b7b7b929950463c1a59f01e52c8e964e,top,-171.5,x,6,False
V2_DOE_043,59a1bbe26f68f15b9c507e5393aed00c2acc858a7e062a1985f07399a1a1b74b,f0416c421820d8f229c022fdceb9bd6a0bdcc713d972cec26a07f95aea7781bb,top,-171.5,z,6,False
V2_DOE_043,59a1bbe26f68f15b9c507e5393aed00c2acc858a7e062a1985f07399a1a1b74b,98be74abd7ce27624896f3518ee0e5bf4edf7d676d67f277e60860d914509edc,centroid,-276.0,x,6,False
V2_DOE_043,59a1bbe26f68f15b9c507e5393aed00c2acc858a7e062a1985f07399a1a1b74b,ccf4ba16604d5c9ad251b4311e2092b06a51da6805b7de8234b82d7b40c5763e,centroid,-276.0,z,6,False
V2_DOE_043,59a1bbe26f68f15b9c507e5393aed00c2acc858a7e062a1985f07399a1a1b74b,761fe91f9415d719d12ff1d8ef9d11221f9626c16a8fb6575120a1841c53f33c,bottom,-380.5,x,6,False
V2_DOE_043,59a1bbe26f68f15b9c507e5393aed00c2acc858a7e062a1985f07399a1a1b74b,5c5505b259171768ef7de7e458473148f5e9b07a19bd6267fe32f380b7e473b0,bottom,-380.5,z,6,False
V2_DOE_044,7f088e41ceb0a40e1d715cd6e1fd28fe44effe16142c2b81c0885111a826a2e5,5be49300d188c749c3e995657fd3ad05d37b01cac1ddb5bb7612bb3544c1f5ef,top,-171.5,x,6,False
V2_DOE_044,7f088e41ceb0a40e1d715cd6e1fd28fe44effe16142c2b81c0885111a826a2e5,4238fa6f1522009078dc11c78f828625f3e46fa1589a32ec3766fd01e21143f3,top,-171.5,z,6,False
V2_DOE_044,7f088e41ceb0a40e1d715cd6e1fd28fe44effe16142c2b81c0885111a826a2e5,c9c237410bd76cb957f647bf9abf20c91d3c2799ed6f3199ccc0e808078dc94a,centroid,-276.0,x,6,False
V2_DOE_044,7f088e41ceb0a40e1d715cd6e1fd28fe44effe16142c2b81c0885111a826a2e5,806d723acd4ee1388903faaa41e2bcbf22ae5a20f63acefcc5896aebc91822c1,centroid,-276.0,z,6,False
V2_DOE_044,7f088e41ceb0a40e1d715cd6e1fd28fe44effe16142c2b81c0885111a826a2e5,cbe3531c38a9cd9a2cc37b89c5989c00779c50b6f3138fed9938f175c573ca0f,bottom,-380.5,x,6,False
V2_DOE_044,7f088e41ceb0a40e1d715cd6e1fd28fe44effe16142c2b81c0885111a826a2e5,c499d86cf08df2fef2ba00ed6c95edf4f384446641bcb1c7e9b4f5c538245775,bottom,-380.5,z,6,False
V2_DOE_045,ab2eb492c37db3ac69d89644a36a94647846009259b9cb59666c454beedb3e0f,20c085bce94c4ef370111b31dc392cc574d8b73fecb17dea9f8ef35157a79725,top,-171.5,x,6,False
V2_DOE_045,ab2eb492c37db3ac69d89644a36a94647846009259b9cb59666c454beedb3e0f,9884d3c14e47d1a0a00269ce30c70a7d17ae377a94749f6198e04105e7c69cbd,top,-171.5,z,6,False
V2_DOE_045,ab2eb492c37db3ac69d89644a36a94647846009259b9cb59666c454beedb3e0f,ccea106927d68140c70042375674a7732eb191182906735cab549bd166f486b3,centroid,-276.0,x,6,False
V2_DOE_045,ab2eb492c37db3ac69d89644a36a94647846009259b9cb59666c454beedb3e0f,2dfb4bf964d8ffa3c83ca24d4b1fb3dbb490c3d4e929f685c7530f1acf5dea48,centroid,-276.0,z,6,False
V2_DOE_045,ab2eb492c37db3ac69d89644a36a94647846009259b9cb59666c454beedb3e0f,6668d9f86a809d5748855917dcd2916e9072e3abffce12c6dcfd314d6abde7e3,bottom,-380.5,x,6,False
V2_DOE_045,ab2eb492c37db3ac69d89644a36a94647846009259b9cb59666c454beedb3e0f,bbbca20426c50c7a4e2332149ef2cc70e7bb1c3dfd6a498a7bd40c690e8a7a72,bottom,-380.5,z,6,False
V2_DOE_046,8f9ff5e23d5eb1e885ee11448f0e2f6b1fec4fa537c4f0d4925b702042dffcaf,fbdfba1bfceb3504d185174107c384c421106c15d26069fd8a12bc048943dbb6,top,-171.5,x,6,False
V2_DOE_046,8f9ff5e23d5eb1e885ee11448f0e2f6b1fec4fa537c4f0d4925b702042dffcaf,8cb46815819f3ac9c777d6812fa39be8051fe92daeb7c967bc703ad6a805153e,top,-171.5,z,6,False
V2_DOE_046,8f9ff5e23d5eb1e885ee11448f0e2f6b1fec4fa537c4f0d4925b702042dffcaf,ec821b94c5ddc66bdad05ad9bc0bd662e879bae08e44e09285a188d83081c2ed,centroid,-276.0,x,6,False
V2_DOE_046,8f9ff5e23d5eb1e885ee11448f0e2f6b1fec4fa537c4f0d4925b702042dffcaf,1e3da4769b735f20db6141c17356fd8686c4fbbff6889a83e5eeadcfa0d3c1d3,centroid,-276.0,z,6,False
V2_DOE_046,8f9ff5e23d5eb1e885ee11448f0e2f6b1fec4fa537c4f0d4925b702042dffcaf,83e0ea14909ad0a524a378b3301275f12f81acad26cc471a43d2131bc5cafe86,bottom,-380.5,x,6,False
V2_DOE_046,8f9ff5e23d5eb1e885ee11448f0e2f6b1fec4fa537c4f0d4925b702042dffcaf,e71eb97359dfb23edd63900585eb9ae83f627667e13de734f97c5b8a0b3b00b2,bottom,-380.5,z,6,False
V2_DOE_047,fdc351cb14ee43280047309cba245e764cef04c35b68eea1b6bea31700edf784,6d8291f61eb25fdfba8d4281776b011bfb120a19ee32385639076fb073b7f785,top,-171.5,x,6,False
V2_DOE_047,fdc351cb14ee43280047309cba245e764cef04c35b68eea1b6bea31700edf784,0f1153811e4c2142786cdb6412878a1ae6057b38a55a3ba359968f309417659a,top,-171.5,z,6,False
V2_DOE_047,fdc351cb14ee43280047309cba245e764cef04c35b68eea1b6bea31700edf784,b60e98936d72e59a5866c41f1b9aafb646ed83fee626dc744911d22cddff87cb,centroid,-276.0,x,6,False
V2_DOE_047,fdc351cb14ee43280047309cba245e764cef04c35b68eea1b6bea31700edf784,17674e1e8840bc1db7dd6a7e6e68d9e724b13e9eaabe061d18b7021cd1ad87f7,centroid,-276.0,z,6,False
V2_DOE_047,fdc351cb14ee43280047309cba245e764cef04c35b68eea1b6bea31700edf784,934ef93e03d5abe9d36ee35f4e9ea52f2c51dc876d6250f069b9041a1947d086,bottom,-380.5,x,6,False
V2_DOE_047,fdc351cb14ee43280047309cba245e764cef04c35b68eea1b6bea31700edf784,51edc9f58ef08a90f7f5588a011d1940c7ac37ee13414f5909ce770bfb66237e,bottom,-380.5,z,6,False
V2_DOE_048,6b846126571661193e8e389f58e99eed0524632c75d698298eb066cd905697f1,b40c38804e769c3f88d449bdb65a562c8b226ca87782746a8f7aca3d8db65e59,top,-171.5,x,6,False
V2_DOE_048,6b846126571661193e8e389f58e99eed0524632c75d698298eb066cd905697f1,7f91ec6fe14cf64c0fc1f243cc3063edbc0af155979aecaa61fa7ec306d2624c,top,-171.5,z,6,False
V2_DOE_048,6b846126571661193e8e389f58e99eed0524632c75d698298eb066cd905697f1,57e59d531b52d811ef098274eb20f040053944c44feb213b685d28bd3551d1a0,centroid,-276.0,x,6,False
V2_DOE_048,6b846126571661193e8e389f58e99eed0524632c75d698298eb066cd905697f1,b176388c30051a3712560b9e68f0dbd168f88ab0694cbfd37dfdc5e41c78511e,centroid,-276.0,z,6,False
V2_DOE_048,6b846126571661193e8e389f58e99eed0524632c75d698298eb066cd905697f1,11bb2dc3ecb864c473d087b9ed062af02570c6064bb11f1c7bce8c657b3edb2b,bottom,-380.5,x,6,False
V2_DOE_048,6b846126571661193e8e389f58e99eed0524632c75d698298eb066cd905697f1,f32066511835274926a6bfb74f6f010e1ed7d84f45c9fca353f4086684b62523,bottom,-380.5,z,6,False
V2_DOE_049,c0290b43f24c00a86f7a6cbf3e4a5c7d191ba4f2be06acb85f03dbbbd5be2f90,c8d03152b6dd3cca9d7fc07d17ec622ddd17ba83202839232b1e017138de0b7c,top,-171.5,x,6,False
V2_DOE_049,c0290b43f24c00a86f7a6cbf3e4a5c7d191ba4f2be06acb85f03dbbbd5be2f90,f78babe8da86061d920f2f93452d3429b211c9b73aade09aaf5c9d340b6548cc,top,-171.5,z,6,False
V2_DOE_049,c0290b43f24c00a86f7a6cbf3e4a5c7d191ba4f2be06acb85f03dbbbd5be2f90,4b2a993633b75255493ddd47ae0899b4e84c503be299bf74f13b9f295732b9f6,centroid,-276.0,x,6,False
V2_DOE_049,c0290b43f24c00a86f7a6cbf3e4a5c7d191ba4f2be06acb85f03dbbbd5be2f90,54fa6baf3ca8b85fd184f0beb36b93d2136ef79d2fc1894d8d262c2a5cc77eda,centroid,-276.0,z,6,False
V2_DOE_049,c0290b43f24c00a86f7a6cbf3e4a5c7d191ba4f2be06acb85f03dbbbd5be2f90,46b82b1f0cd860ba80bb212e2aaabdd5829840351c7f361b8f5656670720345d,bottom,-380.5,x,6,False
V2_DOE_049,c0290b43f24c00a86f7a6cbf3e4a5c7d191ba4f2be06acb85f03dbbbd5be2f90,b5ffe7c426b52edde594bd3c84f715e988b918a817364e2e4143a31858b3a652,bottom,-380.5,z,6,False
V2_DOE_050,c7c1efcdd9b90e410b4203a5fdc28896acdc284482bb696e7d7247b6d4e45f65,a83cb06f0ff59cd1d9c8eef8768cc0e9ce0230d9c410f1a1a26c9603a3ccd3cd,top,-171.5,x,6,False
V2_DOE_050,c7c1efcdd9b90e410b4203a5fdc28896acdc284482bb696e7d7247b6d4e45f65,15ca9b1e4e36e437e8fe4326350ab763d5f50a8be817dc100b48a20be0df16e9,top,-171.5,z,6,False
V2_DOE_050,c7c1efcdd9b90e410b4203a5fdc28896acdc284482bb696e7d7247b6d4e45f65,7bf6836659ab2276e201ee5bbb0f671e42fad94774730f356241351668fbafe0,centroid,-276.0,x,6,False
V2_DOE_050,c7c1efcdd9b90e410b4203a5fdc28896acdc284482bb696e7d7247b6d4e45f65,5ff6570755e9713c34440190bfe8fb330a55c5288a20986edabad55a72b03862,centroid,-276.0,z,6,False
V2_DOE_050,c7c1efcdd9b90e410b4203a5fdc28896acdc284482bb696e7d7247b6d4e45f65,41c1a043c5fca8a6bb7c6aec679695e96ddf17a9d42d12bac931a843b96855be,bottom,-380.5,x,6,False
V2_DOE_050,c7c1efcdd9b90e410b4203a5fdc28896acdc284482bb696e7d7247b6d4e45f65,739f1585ccfb3ca3a9d41da8e64b486cb783d3fbe65543f251c404a866c75dfd,bottom,-380.5,z,6,False
V2_DOE_051,710e84988c442d6799522028b23a5f0e855a455f912ca65d99103ef2d0fddbaa,d4048a83c5280ea95964cd908985516dff94d3d62c61e60b0d58d6b0b7cf9713,top,-171.5,x,6,False
V2_DOE_051,710e84988c442d6799522028b23a5f0e855a455f912ca65d99103ef2d0fddbaa,8e988cd96b8065e5421def57df6da229c1f7903393920c8726f3ca98205f99fc,top,-171.5,z,6,False
V2_DOE_051,710e84988c442d6799522028b23a5f0e855a455f912ca65d99103ef2d0fddbaa,2d19d44750c2f83063abacc78e71a667e001e222c174db56fbdfe451ed3070b0,centroid,-276.0,x,6,False
V2_DOE_051,710e84988c442d6799522028b23a5f0e855a455f912ca65d99103ef2d0fddbaa,151339cfa38d1e92c0de7921bc2aa22632d641b067ac78ab3fe18713988f366a,centroid,-276.0,z,6,False
V2_DOE_051,710e84988c442d6799522028b23a5f0e855a455f912ca65d99103ef2d0fddbaa,5a59dcd5884ca9ad1289de29f0cf7c1729bd27f71fc82145a812746337ac4e0d,bottom,-380.5,x,6,False
V2_DOE_051,710e84988c442d6799522028b23a5f0e855a455f912ca65d99103ef2d0fddbaa,68ff326eda1630b9f96ce58bf8f773402031a0b1550045804ffe4a8543c4ec1f,bottom,-380.5,z,6,False
V2_DOE_052,5b093ba3f964455a4293c638c750d80e89000ed287d904fe246a92a02df01e74,ad09c136e5dfa3fd1b231d2e78ff7e6dd7afa9099950389d8ca390ea0ea4f0ed,top,-171.5,x,6,False
V2_DOE_052,5b093ba3f964455a4293c638c750d80e89000ed287d904fe246a92a02df01e74,4054d64952b04cfcebc7baa9114afb5d80526935f03049e20d2de8c80c9874c1,top,-171.5,z,6,False
V2_DOE_052,5b093ba3f964455a4293c638c750d80e89000ed287d904fe246a92a02df01e74,77c00184ab3dfd1c78229f26bd0142e5fd3e4e7d3d001781d6aa05e9af217941,centroid,-276.0,x,6,False
V2_DOE_052,5b093ba3f964455a4293c638c750d80e89000ed287d904fe246a92a02df01e74,8f22e5596602f1a6b52f9e164ae3b2f38fc79e0e352ea81b329294d1a62edb45,centroid,-276.0,z,6,False
V2_DOE_052,5b093ba3f964455a4293c638c750d80e89000ed287d904fe246a92a02df01e74,8292a47d9a26071137cbc329238c5d551a92d5ff51a838eb9523828a26045382,bottom,-380.5,x,6,False
V2_DOE_052,5b093ba3f964455a4293c638c750d80e89000ed287d904fe246a92a02df01e74,31b05c9075c85a8f8172461fd824de5ae734208d1ee4a23e93ac29c0fd31bd6f,bottom,-380.5,z,6,False
V2_DOE_053,ade5b21d24b86d5d215aadb225fdbd3b5e60061fba0add89812aff0dc479ca47,209136e31e9745192e544730823e0bd37280aacd49abc485935701ab6296398f,top,-171.5,x,6,False
V2_DOE_053,ade5b21d24b86d5d215aadb225fdbd3b5e60061fba0add89812aff0dc479ca47,edafda5487b759b2f9dd0ae7d6518bdb76cb37a15bf43cd1039ad6f07b9b586e,top,-171.5,z,6,False
V2_DOE_053,ade5b21d24b86d5d215aadb225fdbd3b5e60061fba0add89812aff0dc479ca47,5fd12b4c47e7583edda2ea4c6c03e07265529eb8ee6c8edb45eba43cb065a64a,centroid,-276.0,x,6,False
V2_DOE_053,ade5b21d24b86d5d215aadb225fdbd3b5e60061fba0add89812aff0dc479ca47,174c90d274e57f6435373d8291de7fd3e654b1bb8bbced4c5a85de63464578be,centroid,-276.0,z,6,False
V2_DOE_053,ade5b21d24b86d5d215aadb225fdbd3b5e60061fba0add89812aff0dc479ca47,0d5d7a788a913f0221969b3a001172e17a3d8163cec8f35fe01f9d133799ca9d,bottom,-380.5,x,6,False
V2_DOE_053,ade5b21d24b86d5d215aadb225fdbd3b5e60061fba0add89812aff0dc479ca47,ae8dbfafdb62af9152d08c401c78be422e9f4efaa5bac42697ffcffb81cee96f,bottom,-380.5,z,6,False
V2_DOE_054,0ffcc799434286965e5e135d4574011c0aa43a576d80daf70bede9b83b44c3b8,47f5bf02ff5542da82d6d0b36b5e09a740c0d89be77d852e81c53e94e71f7879,top,-171.5,x,6,False
V2_DOE_054,0ffcc799434286965e5e135d4574011c0aa43a576d80daf70bede9b83b44c3b8,0b87057e7ec09bfce2a9a282a8202deb099dfc25e48a2f221edd9e12669850c9,top,-171.5,z,6,False
V2_DOE_054,0ffcc799434286965e5e135d4574011c0aa43a576d80daf70bede9b83b44c3b8,052d62d8534663b63ace6efb6769537a7f45a41ad6ef8eb2cb165262c86f6617,centroid,-276.0,x,6,False
V2_DOE_054,0ffcc799434286965e5e135d4574011c0aa43a576d80daf70bede9b83b44c3b8,d43e5295cba38c920176fc30110984fc3dafd28b8d7d6b6141518cd3266dbffc,centroid,-276.0,z,6,False
V2_DOE_054,0ffcc799434286965e5e135d4574011c0aa43a576d80daf70bede9b83b44c3b8,a33f7675e536041a8d9853694693fb964d14ca85f7dc6f0585245b198ee47403,bottom,-380.5,x,6,False
V2_DOE_054,0ffcc799434286965e5e135d4574011c0aa43a576d80daf70bede9b83b44c3b8,e738e177b2c4dc253ddc61f4ad6859393f83a5ec09d15f6109763915fce80999,bottom,-380.5,z,6,False
V2_DOE_055,e548aca0a05a27392bdd325a857ad8c6ad1537e8679bdd3001fea52ed9090e5c,b283a5bbf987f988046bec8f538a42bc8a5a91173e97e97682cdbecf60ef3b89,top,-171.5,x,6,False
V2_DOE_055,e548aca0a05a27392bdd325a857ad8c6ad1537e8679bdd3001fea52ed9090e5c,77704f9a7bb7de513afd3eefa5d4fc4dd5caa651bdac07e8ac40917206ec59db,top,-171.5,z,6,False
V2_DOE_055,e548aca0a05a27392bdd325a857ad8c6ad1537e8679bdd3001fea52ed9090e5c,fc169a2f2908ebff764093565ed9db1b50e3a5090a5708e02e309a8386c5fa38,centroid,-276.0,x,6,False
V2_DOE_055,e548aca0a05a27392bdd325a857ad8c6ad1537e8679bdd3001fea52ed9090e5c,118f0f056e8fd58e03f0f183e14a607f93a1ad8d81f0e57781e1a8bde4d63fff,centroid,-276.0,z,6,False
V2_DOE_055,e548aca0a05a27392bdd325a857ad8c6ad1537e8679bdd3001fea52ed9090e5c,a77a5789b118affe857ce29708cbfff073c8df9eca7f9eacc5e165717c95bf81,bottom,-380.5,x,6,False
V2_DOE_055,e548aca0a05a27392bdd325a857ad8c6ad1537e8679bdd3001fea52ed9090e5c,fa35abce5827e2719ca5967b8236228c3e28963d3dc4a7db4df95439c3b46871,bottom,-380.5,z,6,False
V2_DOE_056,757a0ad4b2494980a4b762bb6f1c526c009ba6065b6366fdc6567539e3080580,512c1b098cc1abe3b397157d16da1ed2e991074352152401d3e0e74ecb7be4fe,top,-171.5,x,6,False
V2_DOE_056,757a0ad4b2494980a4b762bb6f1c526c009ba6065b6366fdc6567539e3080580,7dd4c3f3fc61e2fe25a3aaf06609dda3a0a89ad4c252d66e478af01bfd07e71d,top,-171.5,z,6,False
V2_DOE_056,757a0ad4b2494980a4b762bb6f1c526c009ba6065b6366fdc6567539e3080580,4dbc8b2aa5f5dd1a5024c6f97f3624c3351260e33f072939717f9044b83207a2,centroid,-276.0,x,6,False
V2_DOE_056,757a0ad4b2494980a4b762bb6f1c526c009ba6065b6366fdc6567539e3080580,306f33832028e55e684e5c9c8454b98360c8b8efc13ddc8d4dcbd02b9d9c4cf6,centroid,-276.0,z,6,False
V2_DOE_056,757a0ad4b2494980a4b762bb6f1c526c009ba6065b6366fdc6567539e3080580,584733f2d8dd017ff58203489abe9ecb9d5a0d3539da4e5c85846c0c4f20ebdd,bottom,-380.5,x,6,False
V2_DOE_056,757a0ad4b2494980a4b762bb6f1c526c009ba6065b6366fdc6567539e3080580,cd8498e2e731a441b9541a00be625d6de6c28256208b4dda39aaed757080e8e6,bottom,-380.5,z,6,False
V2_DOE_057,e06d6cca614ba6d48b9d4810052b6fbc7835fd799f389591d92b254f39bfc803,7128a9a987bb643e13ac1194a420b978b78938328dd2b90a6095fe575efbd361,top,-171.5,x,6,False
V2_DOE_057,e06d6cca614ba6d48b9d4810052b6fbc7835fd799f389591d92b254f39bfc803,91db995146f912a2fd51709aede627f2a054f1376e6cedc1461276c6e611b924,top,-171.5,z,6,False
V2_DOE_057,e06d6cca614ba6d48b9d4810052b6fbc7835fd799f389591d92b254f39bfc803,ab44cb5d6a88dce352a572491715a895e4400d7129b34a9b6e53518da131a702,centroid,-276.0,x,6,False
V2_DOE_057,e06d6cca614ba6d48b9d4810052b6fbc7835fd799f389591d92b254f39bfc803,6fe9adf508a5485f74db86619a674cd98eef2dde83734f4cd9ed82ae80a390d5,centroid,-276.0,z,6,False
V2_DOE_057,e06d6cca614ba6d48b9d4810052b6fbc7835fd799f389591d92b254f39bfc803,f32959efc053f9e55e8db30c67c3cc92779216bd5edce4b73b780c9830b7d70c,bottom,-380.5,x,6,False
V2_DOE_057,e06d6cca614ba6d48b9d4810052b6fbc7835fd799f389591d92b254f39bfc803,d58fc9052a4006a1c819fcbd5a07a27df61faf71a87c844dbf0f9bb07c3ee8e7,bottom,-380.5,z,6,False
V2_DOE_058,1c31031c9df4c74eb0725618ac8aabcb57238f0795b9ceb3dc0d039605a4564c,5444142c5a1b38c374035a85fb946d53fa8d8022aeb980bb9adc6cb8ea2386c5,top,-171.5,x,6,False
V2_DOE_058,1c31031c9df4c74eb0725618ac8aabcb57238f0795b9ceb3dc0d039605a4564c,b6c29ccb7ee12f25b64fabf9d4e728d0fb1f6c7af3c6ec9c10ccff2bff892ad7,top,-171.5,z,6,False
V2_DOE_058,1c31031c9df4c74eb0725618ac8aabcb57238f0795b9ceb3dc0d039605a4564c,e836c374111979fe7b6a4d0122e7d5c2bc2f9abcc7809d2d9e52008af099ce27,centroid,-276.0,x,6,False
V2_DOE_058,1c31031c9df4c74eb0725618ac8aabcb57238f0795b9ceb3dc0d039605a4564c,44ccc699be32d7d1227689cae7404091cb369dc9e46247c929bacf69e87cc4f1,centroid,-276.0,z,6,False
V2_DOE_058,1c31031c9df4c74eb0725618ac8aabcb57238f0795b9ceb3dc0d039605a4564c,64d27c640f692a7c3161ebf614af970d881ea6b5f8d56d67729a865ee3560efe,bottom,-380.5,x,6,False
V2_DOE_058,1c31031c9df4c74eb0725618ac8aabcb57238f0795b9ceb3dc0d039605a4564c,77014c13cb0091145c6a56144d10219d785289a2471a916126e869188ebba25e,bottom,-380.5,z,6,False
V2_DOE_059,b7989bd6ee362ed4ff9f536ae48b52dad95a2c0c4918b5784863050c33b6ee21,f6fdf602eb27e5ad970107226f8b16dcd48fe54f22300aec26836c331424f191,top,-171.5,x,6,False
V2_DOE_059,b7989bd6ee362ed4ff9f536ae48b52dad95a2c0c4918b5784863050c33b6ee21,9cdb47e3fa558e1345c3fede6bd02b50ac875830dcca0879c7de8088e5a54813,top,-171.5,z,6,False
V2_DOE_059,b7989bd6ee362ed4ff9f536ae48b52dad95a2c0c4918b5784863050c33b6ee21,69df0f49700e4409b082e0440d49821460950f68da93f17624f5b46f5f99defd,centroid,-276.0,x,6,False
V2_DOE_059,b7989bd6ee362ed4ff9f536ae48b52dad95a2c0c4918b5784863050c33b6ee21,2cad1ba7b2040d5c34b7cf1b7b490444c64cfbd20574cfedc76069983855db00,centroid,-276.0,z,6,False
V2_DOE_059,b7989bd6ee362ed4ff9f536ae48b52dad95a2c0c4918b5784863050c33b6ee21,854f1a3fefc154af97625e7fa4c612f7d2af74a8cf0b2c7cf0c3aa5f40f9810c,bottom,-380.5,x,6,False
V2_DOE_059,b7989bd6ee362ed4ff9f536ae48b52dad95a2c0c4918b5784863050c33b6ee21,b2073b8a197eb10ee5357705948b742c376fc349ea49701164c6394c668e5c83,bottom,-380.5,z,6,False
V2_DOE_060,d9ce33a8b1ac692deb8262e2b4cd03294cfb9f46690a9f9ea34502de0143059b,55398571ca83d007a366c9371964607b8681ecf3fde11eba84bf27d47a1c90ed,top,-171.5,x,6,False
V2_DOE_060,d9ce33a8b1ac692deb8262e2b4cd03294cfb9f46690a9f9ea34502de0143059b,7cc39a01687cc11503c90fcca8bc5a8fd450040103c9693fed0c14890fbea190,top,-171.5,z,6,False
V2_DOE_060,d9ce33a8b1ac692deb8262e2b4cd03294cfb9f46690a9f9ea34502de0143059b,32712c95299a023cc72eed8fdd151e5e321e006f0c783575e91bbf3665748da3,centroid,-276.0,x,6,False
V2_DOE_060,d9ce33a8b1ac692deb8262e2b4cd03294cfb9f46690a9f9ea34502de0143059b,16484dbfe3c4d6615e744ab70355d0df148f9fb0df9f75513cba140191654ee8,centroid,-276.0,z,6,False
V2_DOE_060,d9ce33a8b1ac692deb8262e2b4cd03294cfb9f46690a9f9ea34502de0143059b,5a1cc29898ec98ad591f8f8f22c766cc815ece6c7d8a05dd2fe576fd16b2d1d8,bottom,-380.5,x,6,False
V2_DOE_060,d9ce33a8b1ac692deb8262e2b4cd03294cfb9f46690a9f9ea34502de0143059b,693ed221e9aa0a7d5e879b3dd1cfd29c56b9b8a3807ed8cdf35693e311c560a4,bottom,-380.5,z,6,False
V2_DOE_061,8b8f9681112b365b804d6a237886f8a1d59547fa6f8bc717523796eb9ab42039,60ac4bbeeb8441a3af70d3c223f6e6bef4c48ccde6e09a9c8db78b9c6124a273,top,-171.5,x,6,False
V2_DOE_061,8b8f9681112b365b804d6a237886f8a1d59547fa6f8bc717523796eb9ab42039,e3617ec1c03e0f4bbad35ef6831880f3b818cf79af8cbfc1b75a0a51a80ee58b,top,-171.5,z,6,False
V2_DOE_061,8b8f9681112b365b804d6a237886f8a1d59547fa6f8bc717523796eb9ab42039,58e2ce46edf736a0d5e672b130cecca3198757cadc182c4b010f58b6be373b7b,centroid,-276.0,x,6,False
V2_DOE_061,8b8f9681112b365b804d6a237886f8a1d59547fa6f8bc717523796eb9ab42039,42f5d16e2ca8fa032b898f59a8e95bcc0bb42f6f0d5a0c4191978c514afa663a,centroid,-276.0,z,6,False
V2_DOE_061,8b8f9681112b365b804d6a237886f8a1d59547fa6f8bc717523796eb9ab42039,711b7559ab793ed54adc863d338b5c114adbfd87f08580433d86111d1eec3cba,bottom,-380.5,x,6,False
V2_DOE_061,8b8f9681112b365b804d6a237886f8a1d59547fa6f8bc717523796eb9ab42039,7b4966f596f7e1da0bcf4dd401742ac7b42391ac7f0767b860c7f367dd2dd0b7,bottom,-380.5,z,6,False
V2_DOE_062,ace8f4d9b18c7a2528e4b7cbdbb8ec367de35f46532f768e5958b5dd5b6bce04,9053fa7de2fabbf091e1de1cdcea35c77cb0988abfa3d5faac557f892da847ac,top,-171.5,x,6,False
V2_DOE_062,ace8f4d9b18c7a2528e4b7cbdbb8ec367de35f46532f768e5958b5dd5b6bce04,51110b7e7cdd993e8b710a71f42fdee59ba2da44039738113c855c9424e2bd81,top,-171.5,z,6,False
V2_DOE_062,ace8f4d9b18c7a2528e4b7cbdbb8ec367de35f46532f768e5958b5dd5b6bce04,2b79238b7569deea8529b0a8a7b7754265cc2d17bf86f3db139d5814c3ed9f83,centroid,-276.0,x,6,False
V2_DOE_062,ace8f4d9b18c7a2528e4b7cbdbb8ec367de35f46532f768e5958b5dd5b6bce04,adadcc9d047e2b4b0b7d450ca1219e6f7d33a09b1ef28cac07f7c33b3c4fa886,centroid,-276.0,z,6,False
V2_DOE_062,ace8f4d9b18c7a2528e4b7cbdbb8ec367de35f46532f768e5958b5dd5b6bce04,08b8e588af1800c80a61262114934cfd5bbe5b29e5b58a3de57717049551ce84,bottom,-380.5,x,6,False
V2_DOE_062,ace8f4d9b18c7a2528e4b7cbdbb8ec367de35f46532f768e5958b5dd5b6bce04,098c2f6663eb0204586ae27202e40d870ac5c0d95b0658b1582c54b448e5983d,bottom,-380.5,z,6,False
V2_DOE_063,c5c1d892909f33763669e699a21a5116ec605610598477d0d86451a3e7f9971e,8b8c7c7d61778679c85295a83cf9e9a6c32649481c93c8d51f5c3f4ff966a9aa,top,-171.5,x,6,False
V2_DOE_063,c5c1d892909f33763669e699a21a5116ec605610598477d0d86451a3e7f9971e,bab8b10dc1c5645af2e736470a2419aa6050196f0029f90f1ea4e1b36d19c758,top,-171.5,z,6,False
V2_DOE_063,c5c1d892909f33763669e699a21a5116ec605610598477d0d86451a3e7f9971e,3681d7c05dbbd865f65c128169c923f0a4f8e7b7bf9fb85c4c32424bcecbb96a,centroid,-276.0,x,6,False
V2_DOE_063,c5c1d892909f33763669e699a21a5116ec605610598477d0d86451a3e7f9971e,2dc339e4dd50400702815581a8374b063f6572bbae4533fe9bbdf82ee0ab8767,centroid,-276.0,z,6,False
