defect_thickness_nm,fdtd_selection_used,geometry_hash,geometry_id,layer_count,ml_prediction_selection_used,namespace,performance_selection_used,selection_stratum,tmm_selection_used,topology_family,total_thickness_nm,uncertainty_selection_used,fold,role,final_training_eligible
146,False,f38292d979bbcf8a40a8fa8acccd90eef3ef8a48726067538db982dcb9611ab3,V2_DOE_016,25,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,off_center_defect,908,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
147,False,7df6f22cb98341c64d637441983bc46c61d60c3f495c8f5187fd0b2a50774024,V2_DOE_017,9,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,grouped_chirped,921,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
130,False,47b32cd936a59f093348d2dec45dd4dfe382b298c2af8a62aa9d1cec786c07b0,V2_DOE_018,10,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,dual_defect,934,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
131,False,72540b39575585f2870d25dbbb0cebd7ba0b05c6ed5c4ee8378e7be6b1482aa3,V2_DOE_019,11,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,termination_reversed,947,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
132,False,d2ef57bc112e900e3e5167b2ade7afc46a4d61e83ffe64c83745894092e7378c,V2_DOE_020,12,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,locally_aperiodic,960,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
133,False,a89b41805a9858ca8322a032e573fe9c4dfc3095f29a2394281a2758e9f90f5f,V2_DOE_021,13,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,hybrid_periodic_aperiodic,973,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
134,False,b5fb5a45b01a0a87a2465c28e92b15bf9812c341af17bf3b37162c57767196f5,V2_DOE_022,14,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,symmetric_periodic,986,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
135,False,e78dd44cb0a1a957a456e5834a533d8601bce60011e3d557dcd68c7ff538e1ac,V2_DOE_023,15,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,asymmetric_pair_count,999,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
136,False,88117695d57b11f36cc51fc93406895daea448a0bcebd0cd7a7f2d6b15421f52,V2_DOE_024,16,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,off_center_defect,1012,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
137,False,d18846855c31a6765b63a8b85e941f3e99667c9ed34c8636bb7d6890c67dddc1,V2_DOE_025,17,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,grouped_chirped,1025,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
138,False,f235421c541eab69be275642c39cea99bcde49dfff0fe47ed1b1ad350a7ff54f,V2_DOE_026,18,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,dual_defect,1038,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
139,False,b1f80af1bc7a5f28ddbb3048e70c62c9f48a9feb95f65ff57ac33aa79d21554e,V2_DOE_027,19,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,termination_reversed,1051,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
140,False,0ebc2f4ace64aeb7661a0547ef2216dec2fe04fd65fad76175324d4a1fc8da36,V2_DOE_028,20,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,locally_aperiodic,1064,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
141,False,c1440cbfd312dd7f8fcedf1951837cd8d9b7eb021f3b08ce94ca94572f3780db,V2_DOE_029,21,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,hybrid_periodic_aperiodic,1077,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
142,False,551c247e6a88ce5f19a22f12e54f0ba02c5b2fc87156c3735ff75c468c55a984,V2_DOE_030,22,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,symmetric_periodic,1090,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
143,False,42a8611f1d0026ccfada5df482f3714efb3e30482a00edcca5855e37d8f842a5,V2_DOE_031,23,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,asymmetric_pair_count,1103,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
144,False,164a9f6407837c6e36a5318e5e4bf360d26b0d80eecefae7945d5b0e21a9021b,V2_DOE_032,24,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,off_center_defect,1116,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
145,False,0c98dd623f96a3e44fed2dec4630c37fadd60fd2f8e3811b224092919e813d18,V2_DOE_033,25,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,grouped_chirped,1129,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
146,False,1b0febfadafde88e743cc4a416b669a8a0b5199ba061976a0385c3e201cad9f4,V2_DOE_034,9,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,dual_defect,1142,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
147,False,35574e53aad3773ebbd554272f4f93829a8aac3d5f4015513efeb5f41369b862,V2_DOE_035,10,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,termination_reversed,1155,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
130,False,0ef9a239337f882bac52507227cbec869a01ad4fec9e9eaefcfc6c0a1088991b,V2_DOE_036,11,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,locally_aperiodic,1168,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
131,False,ef1e291f9eb5116f051597a5803fd3716bfd8c4fb571cfc0dcd4048e6546f316,V2_DOE_037,12,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,hybrid_periodic_aperiodic,1181,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
132,False,bc8447b50312e823e17440d084c8a118825920532130874b736716a2ff987d18,V2_DOE_038,13,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,symmetric_periodic,1194,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
133,False,02c6d85b5251b8f08b3ab0a22c082266b7aeeb522b650fe984a1a8e03b84342d,V2_DOE_039,14,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,asymmetric_pair_count,1207,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
134,False,f962e44a7c1455f733cd4b7e40e4db2a21fc279ffade30861e2aacea76246382,V2_DOE_040,15,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,off_center_defect,1220,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
135,False,f7dc75daa673c5f253ed3207ffbdf94936856402aea54ff7b59937dd1478b17f,V2_DOE_041,16,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,grouped_chirped,1233,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
136,False,6c86b5413386cde637a0f4df5875370290db91aa14225b1ec739e40205d7e466,V2_DOE_042,17,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,dual_defect,1246,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
137,False,59a1bbe26f68f15b9c507e5393aed00c2acc858a7e062a1985f07399a1a1b74b,V2_DOE_043,18,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,termination_reversed,1259,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
138,False,7f088e41ceb0a40e1d715cd6e1fd28fe44effe16142c2b81c0885111a826a2e5,V2_DOE_044,19,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,locally_aperiodic,1272,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
139,False,ab2eb492c37db3ac69d89644a36a94647846009259b9cb59666c454beedb3e0f,V2_DOE_045,20,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,hybrid_periodic_aperiodic,1285,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
140,False,8f9ff5e23d5eb1e885ee11448f0e2f6b1fec4fa537c4f0d4925b702042dffcaf,V2_DOE_046,21,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,symmetric_periodic,1298,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
141,False,fdc351cb14ee43280047309cba245e764cef04c35b68eea1b6bea31700edf784,V2_DOE_047,22,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,asymmetric_pair_count,1311,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
142,False,6b846126571661193e8e389f58e99eed0524632c75d698298eb066cd905697f1,V2_DOE_048,23,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,off_center_defect,1324,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
143,False,c0290b43f24c00a86f7a6cbf3e4a5c7d191ba4f2be06acb85f03dbbbd5be2f90,V2_DOE_049,24,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,grouped_chirped,1337,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
144,False,c7c1efcdd9b90e410b4203a5fdc28896acdc284482bb696e7d7247b6d4e45f65,V2_DOE_050,25,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,dual_defect,1350,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
145,False,710e84988c442d6799522028b23a5f0e855a455f912ca65d99103ef2d0fddbaa,V2_DOE_051,9,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,termination_reversed,1363,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
146,False,5b093ba3f964455a4293c638c750d80e89000ed287d904fe246a92a02df01e74,V2_DOE_052,10,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,locally_aperiodic,1376,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
147,False,ade5b21d24b86d5d215aadb225fdbd3b5e60061fba0add89812aff0dc479ca47,V2_DOE_053,11,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,hybrid_periodic_aperiodic,1389,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
130,False,0ffcc799434286965e5e135d4574011c0aa43a576d80daf70bede9b83b44c3b8,V2_DOE_054,12,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,symmetric_periodic,1402,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
131,False,e548aca0a05a27392bdd325a857ad8c6ad1537e8679bdd3001fea52ed9090e5c,V2_DOE_055,13,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,maximin_farthest_point_space_filling,False,asymmetric_pair_count,1415,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
132,False,757a0ad4b2494980a4b762bb6f1c526c009ba6065b6366fdc6567539e3080580,V2_DOE_056,14,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,off_center_defect,1428,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
133,False,e06d6cca614ba6d48b9d4810052b6fbc7835fd799f389591d92b254f39bfc803,V2_DOE_057,15,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,grouped_chirped,1441,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
134,False,1c31031c9df4c74eb0725618ac8aabcb57238f0795b9ceb3dc0d039605a4564c,V2_DOE_058,16,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,dual_defect,1454,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
135,False,b7989bd6ee362ed4ff9f536ae48b52dad95a2c0c4918b5784863050c33b6ee21,V2_DOE_059,17,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,termination_reversed,1467,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
136,False,d9ce33a8b1ac692deb8262e2b4cd03294cfb9f46690a9f9ea34502de0143059b,V2_DOE_060,18,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,locally_aperiodic,1480,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
137,False,8b8f9681112b365b804d6a237886f8a1d59547fa6f8bc717523796eb9ab42039,V2_DOE_061,19,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,hybrid_periodic_aperiodic,1493,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
138,False,ace8f4d9b18c7a2528e4b7cbdbb8ec367de35f46532f768e5958b5dd5b6bce04,V2_DOE_062,20,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,symmetric_periodic,1506,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
139,False,c5c1d892909f33763669e699a21a5116ec605610598477d0d86451a3e7f9971e,V2_DOE_063,21,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,asymmetric_pair_count,1519,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
140,False,decaadd388169a917ec0130ea0989412c36451f24315dc61a1345b01d4f51116,V2_DOE_064,22,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,off_center_defect,1532,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
141,False,179c3eeb4aa297302cbd8c44318634a5e621aaf2dc9476f8edb44b0da672c2a1,V2_DOE_065,23,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,grouped_chirped,1545,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
142,False,6400cd80c91552c81dbee342a7edde7cfe4f24d327846fa06d062ed2e9a6eec4,V2_DOE_066,24,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,dual_defect,1558,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
143,False,00d1a9ec132824f20a0ce77b6803eed5775d192431935bffb5f1f9f71ae5a24b,V2_DOE_067,25,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,termination_reversed,1571,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
144,False,43d4efbfc413142a5684a18d5f79c6d63f20204b483a4319125764d56c5faec0,V2_DOE_068,9,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,locally_aperiodic,1584,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
145,False,dde1aea4dc7ea2925e2a5aa3bddf93895c3ae1de875382bfdfc06f2c55d9dd18,V2_DOE_069,10,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,hybrid_periodic_aperiodic,1597,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
146,False,f7dd87a2342cfa3691b843f2446af6860aac48fd837d8a10c1d4a10491f38052,V2_DOE_070,11,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,symmetric_periodic,1610,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
147,False,60c865bab46948b2952ae6fc2087f87d5968ed93937ff4049ce6e9153ed4bad2,V2_DOE_071,12,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,asymmetric_pair_count,1623,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
130,False,2e1f851c24e0c712b2a8bc22ecd1cc7964ad6aa1098ead54a2a6f0a3a65ac7a2,V2_DOE_072,13,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,off_center_defect,1636,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
131,False,59331685393971328586a0bd2d9dbf76a68eed3fdc29397b0d6a2d2dcc161134,V2_DOE_073,14,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,grouped_chirped,1649,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
132,False,17ccf207ed2baf501f52f128b4e3041d9ed3ed0f224cc793868588e1635ac5ae,V2_DOE_074,15,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,dual_defect,1662,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
133,False,b56d54e2664550858761b4c197b0f0317c09c93e4b2eda4cb551577d99eb6c50,V2_DOE_075,16,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,termination_reversed,1675,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
134,False,94439e1a12d7c311d4e7fc0017e46b21e3bd0265bf945005ad77f29ae84da61b,V2_DOE_076,17,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,locally_aperiodic,1688,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
135,False,2f3fc3697b84b742a3f7da5f0e02e096f935545ffe09474a3e150bd912ca134c,V2_DOE_077,18,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,hybrid_periodic_aperiodic,1701,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
136,False,09d4b7913832e4c9eae57d47bda0b888fd38d574fb77a58b3bf7cc4dcf81e6b5,V2_DOE_078,19,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,symmetric_periodic,1714,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
137,False,21ca343d6b6aead2da0097a668b34cff49e67866d786d0cb5d57738c8a8ee57a,V2_DOE_079,20,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,design_boundary_coverage,False,asymmetric_pair_count,1727,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
138,False,0216b7d12068168de316acc4a4b4579b97e72362d7f728f73bc1f3a30114bd1a,V2_DOE_080,21,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,rare_stratum_coverage,False,off_center_defect,1740,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
139,False,1b0b559a7056df1c5358bd3c482c41a46b1a0551b3d47ff89d0a54af7ed37c45,V2_DOE_081,22,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,rare_stratum_coverage,False,grouped_chirped,1753,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
140,False,bb69cff1e2c4268b3aaa6a38a90d1c5801b3e7f74efab529d046ac22682306a2,V2_DOE_082,23,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,rare_stratum_coverage,False,dual_defect,1766,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
141,False,5c2b2df460843494ecc72b4adba6915dd31bf2b42986d0b24ccae4de07246284,V2_DOE_083,24,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,rare_stratum_coverage,False,termination_reversed,1779,False,0,FORMAL_FIXED_V2_DEVELOPMENT,True
142,False,ff73fc6622cb7c3f671e60bcd08a9026b91998da3b22d4b0243d46d0ce0cffcb,V2_DOE_084,25,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,rare_stratum_coverage,False,locally_aperiodic,1792,False,4,FORMAL_FIXED_V2_DEVELOPMENT,True
143,False,cae579789652bd04d40bdfbdead70de2183c41922499d96795bf974c864f94d9,V2_DOE_085,9,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,rare_stratum_coverage,False,hybrid_periodic_aperiodic,1805,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
144,False,883d29c812aa63ab9b3dcf9e685fa582c1825d897ec46ebab8a7eab518250954,V2_DOE_086,10,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,rare_stratum_coverage,False,symmetric_periodic,1818,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
145,False,7637e3fb993eeb4f3c8ca5a6426f3b7912cd54b6f14299fc7989745bb6bd561f,V2_DOE_087,11,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,rare_stratum_coverage,False,asymmetric_pair_count,1831,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
146,False,7825ec21c9fc00c0b098f29549013721615c666ef2bc3323d48f10ae28a2757e,V2_DOE_088,12,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,deterministic_random_audit,False,off_center_defect,1844,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
147,False,053b3726fc837a4ee61f136d5cd46ce0743355f1c9e40b0bf7b89963dab417dd,V2_DOE_089,13,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,deterministic_random_audit,False,grouped_chirped,1857,False,2,FORMAL_FIXED_V2_DEVELOPMENT,True
130,False,e33d654e6075b967602b04414126ab59361d48993c4ab1a4f787d2e443ae0c10,V2_DOE_090,14,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,deterministic_random_audit,False,dual_defect,1870,False,1,FORMAL_FIXED_V2_DEVELOPMENT,True
131,False,36c5d20557d901bb01262ce5bcc40efbafdf74c422a39468cbb1567f0c0af4a1,V2_DOE_091,15,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,deterministic_random_audit,False,termination_reversed,1883,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
132,False,1ca62f7f80656dab9b5a5d344ae820fd4affe5891ad54a5154735a6ab26edf2a,V2_DOE_092,16,False,MDC_HF_SURROGATE_V2_NEW_GEOMETRY,False,deterministic_random_audit,False,locally_aperiodic,1896,False,3,FORMAL_FIXED_V2_DEVELOPMENT,True
