case_id,wavelength_nm,grating_order_n,u_x,angle_deg,reflected_fraction,absolute_efficiency
RUN3C_P_PILOT_HF_V1,448.00000000000006,-2,-0.3610637111665739,-21.165536541644645,0.007852103494802766,0.003036120218857545
RUN3C_P_PILOT_HF_V1,448.00000000000006,-1,-0.18053185558328694,-10.40074041318471,0.006986676820601312,0.002701491488451633
RUN3C_P_PILOT_HF_V1,448.00000000000006,0,0.0,0.0,0.3531212254062408,0.13653901694918638
RUN3C_P_PILOT_HF_V1,448.00000000000006,1,0.18053185558328694,10.40074041318471,0.010145633420765125,0.003922944059803885
RUN3C_P_PILOT_HF_V1,448.00000000000006,2,0.3610637111665739,21.165536541644645,0.161042865339181,0.062269365130333404
RUN3C_P_PILOT_HF_V1,448.00000000000006,3,0.5415955667498609,32.792322178460594,0.030216067875889395,0.011683444400991574
RUN3C_P_PILOT_HF_V1,448.00000000000006,4,0.7221274223331478,46.23040484167946,0.06936059472597217,0.026819196178309898
RUN3C_P_PILOT_HF_V1,448.00000000000006,5,0.9026592779164347,64.50984941675019,0.21530351463433958,0.0832499666369756
RUN3C_P_PILOT_HF_V1,449.0,-5,-0.9046741423760697,-64.77943121585106,0.36824662519204093,0.13314003855377246
RUN3C_P_PILOT_HF_V1,449.0,-4,-0.7237393139008557,-46.36407440339546,0.10306647465286374,0.03726381579662139
RUN3C_P_PILOT_HF_V1,449.0,-3,-0.5428044854256417,-32.87475716446815,0.01303350401951334,0.004712280056181924
RUN3C_P_PILOT_HF_V1,449.0,-2,-0.36186965695042783,-21.215062534383435,0.012842345497830346,0.004643166448057251
RUN3C_P_PILOT_HF_V1,449.0,-1,-0.18093482847521392,-10.4242156463161,0.05093236467286017,0.018414661621523436
RUN3C_P_PILOT_HF_V1,449.0,0,0.0,0.0,0.2622822260366219,0.09482847444501129
RUN3C_P_PILOT_HF_V1,449.0,1,0.18093482847521392,10.4242156463161,0.019077127682596607,0.0068973599251088225
RUN3C_P_PILOT_HF_V1,449.0,2,0.36186965695042783,21.215062534383435,0.07541343919228398,0.02726582544048329
RUN3C_P_PILOT_HF_V1,449.0,3,0.5428044854256417,32.87475716446815,2.972713909603599e-05,1.0747885179600912e-05
RUN3C_P_PILOT_HF_V1,449.0,4,0.7237393139008557,46.36407440339546,0.006506015790406366,0.002352258334246583
RUN3C_P_PILOT_HF_V1,449.0,5,0.9046741423760697,64.77943121585106,0.08857015012388668,0.032022651113389096
RUN3C_P_PILOT_HF_V1,450.0,-5,-0.9066890068357044,-65.05173334363094,0.38156798324022057,0.098324437530483
RUN3C_P_PILOT_HF_V1,450.0,-4,-0.7253512054685635,-46.498071830422276,0.04255145686616873,0.01096488239642124
RUN3C_P_PILOT_HF_V1,450.0,-3,-0.5440134041014226,-32.95726887639448,0.03809137785234247,0.009815585863069558
RUN3C_P_PILOT_HF_V1,450.0,-2,-0.36267560273428173,-21.26460515050296,0.0146806398979219,0.003782984222871728
RUN3C_P_PILOT_HF_V1,450.0,-1,-0.18133780136714087,-10.44769264906718,0.016848077365043807,0.004341500867867829
RUN3C_P_PILOT_HF_V1,450.0,0,0.0,0.0,0.21841684219583563,0.05628279651170187
RUN3C_P_PILOT_HF_V1,450.0,1,0.18133780136714087,10.44769264906718,0.0643319263887831,0.016577387923680447
RUN3C_P_PILOT_HF_V1,450.0,2,0.36267560273428173,21.26460515050296,0.10858699867278579,0.027981266868775233
RUN3C_P_PILOT_HF_V1,450.0,3,0.5440134041014226,32.95726887639448,0.0017512934200402757,0.0004512824661389074
RUN3C_P_PILOT_HF_V1,450.0,4,0.7253512054685635,46.498071830422276,0.01254749262016965,0.0032333036535703292
RUN3C_P_PILOT_HF_V1,450.0,5,0.9066890068357044,65.05173334363094,0.10062591148068802,0.025929812200993677
RUN3C_P_PILOT_HF_V1,450.9999999999999,-5,-0.9087038712953394,-65.32684619620018,0.3613838357595543,0.09187610563514527
RUN3C_P_PILOT_HF_V1,450.9999999999999,-4,-0.7269630970362714,-46.632400285573944,0.045777739958388394,0.011638263961959477
RUN3C_P_PILOT_HF_V1,450.9999999999999,-3,-0.5452223227772036,-33.039857700476176,0.033505158861227145,0.008518154965028881
RUN3C_P_PILOT_HF_V1,450.9999999999999,-2,-0.3634815485181357,-21.314164443832503,0.013720900299324717,0.003488321171478201
RUN3C_P_PILOT_HF_V1,450.9999999999999,-1,-0.18174077425906784,-10.471171425780788,0.017546119552068962,0.004460822466130891
RUN3C_P_PILOT_HF_V1,450.9999999999999,0,0.0,0.0,0.22124650720381234,0.05624841361413044
RUN3C_P_PILOT_HF_V1,450.9999999999999,1,0.18174077425906784,10.471171425780788,0.05950900335152967,0.015129219785594146
RUN3C_P_PILOT_HF_V1,450.9999999999999,2,0.3634815485181357,21.314164443832503,0.12359694905102198,0.03142256300237176
RUN3C_P_PILOT_HF_V1,450.9999999999999,3,0.5452223227772036,33.039857700476176,0.001806048792604622,0.00045915924629781087
RUN3C_P_PILOT_HF_V1,450.9999999999999,4,0.7269630970362714,46.632400285573944,0.011385303069763581,0.002894532638204993
RUN3C_P_PILOT_HF_V1,450.9999999999999,5,0.9087038712953394,65.32684619620018,0.11052243410070446,0.028098575048735405
RUN3C_P_PILOT_HF_V1,451.99999999999994,-5,-0.9107187357549742,-65.60486519751846,0.35238189993595753,0.08730987735643084
RUN3C_P_PILOT_HF_V1,451.99999999999994,-4,-0.7285749886039793,-46.767062978231664,0.05112358404368621,0.01266692146698411
RUN3C_P_PILOT_HF_V1,451.99999999999994,-3,-0.5464312414529845,-33.12252402539982,0.03027500257585858,0.007501255774897175
RUN3C_P_PILOT_HF_V1,451.99999999999994,-2,-0.36428749430198964,-21.36374046834195,0.016753809959753264,0.004151101668686314
RUN3C_P_PILOT_HF_V1,451.99999999999994,-1,-0.18214374715099482,-10.494651980802601,0.016674470417498442,0.0041314436621171825
RUN3C_P_PILOT_HF_V1,451.99999999999994,0,0.0,0.0,0.2102648050781241,0.05209743845265974
RUN3C_P_PILOT_HF_V1,451.99999999999994,1,0.18214374715099482,10.494651980802601,0.06580968650019778,0.016305705991827867
RUN3C_P_PILOT_HF_V1,451.99999999999994,2,0.36428749430198964,21.36374046834195,0.12733123063258225,0.031548936344899206
RUN3C_P_PILOT_HF_V1,451.99999999999994,3,0.5464312414529845,33.12252402539982,0.0017651226766448934,0.00043734551759023164
RUN3C_P_PILOT_HF_V1,451.99999999999994,4,0.7285749886039793,46.767062978231664,0.014490307112236726,0.0035902721934819464
RUN3C_P_PILOT_HF_V1,451.99999999999994,5,0.9107187357549742,65.60486519751846,0.11313008106746018,0.028030308892477613
RUN3C_P_PILOT_HF_V1,453.00000000000006,-5,-0.9127336002146094,-65.8858911994201,0.332643691975815,0.08081017392390163
RUN3C_P_PILOT_HF_V1,453.00000000000006,-4,-0.7301868801716874,-46.90206316531827,0.05211497847084776,0.012660454942809467
RUN3C_P_PILOT_HF_V1,453.00000000000006,-3,-0.5476401601287656,-33.20526824232539,0.026280895494875407,0.006384500253716441
RUN3C_P_PILOT_HF_V1,453.00000000000006,-2,-0.3650934400858437,-21.413333278142478,0.01697932376440442,0.0041248403009293095
RUN3C_P_PILOT_HF_V1,453.00000000000006,-1,-0.18254672004292186,-10.518134318481131,0.01714002334068976,0.004163879552303599
RUN3C_P_PILOT_HF_V1,453.00000000000006,0,0.0,0.0,0.2149982560987793,0.052230199723556116
RUN3C_P_PILOT_HF_V1,453.00000000000006,1,0.18254672004292186,10.518134318481131,0.06196849313385217,0.015054200120869221
RUN3C_P_PILOT_HF_V1,453.00000000000006,2,0.3650934400858437,21.413333278142478,0.13819549869981926,0.03357226532419758
RUN3C_P_PILOT_HF_V1,453.00000000000006,3,0.5476401601287656,33.20526824232539,0.0026017414043774663,0.0006320491879582831
RUN3C_P_PILOT_HF_V1,453.00000000000006,4,0.7301868801716874,46.90206316531827,0.015063642885520557,0.0036594579451546118
RUN3C_P_PILOT_HF_V1,453.00000000000006,5,0.9127336002146094,65.8858911994201,0.12201345473101897,0.02964111070107595
RUN3C_P_PILOT_HF_V1,453.9999999999999,-5,-0.914748464674244,-66.17003092348743,0.32536115566933377,0.07775721026573032
RUN3C_P_PILOT_HF_V1,453.9999999999999,-4,-0.7317987717393951,-47.037404152298826,0.05842527418907671,0.013962903225516094
RUN3C_P_PILOT_HF_V1,453.9999999999999,-3,-0.5488490788045464,-33.28809074490987,0.023523861320552904,0.005621905993053108
RUN3C_P_PILOT_HF_V1,453.9999999999999,-2,-0.36589938586969756,-21.462942927487234,0.02013811001361508,0.004812754157642876
RUN3C_P_PILOT_HF_V1,453.9999999999999,-1,-0.18294969293484878,-10.541618443167732,0.01719719080382234,0.004109911579831326
RUN3C_P_PILOT_HF_V1,453.9999999999999,0,0.0,0.0,0.2106656566095076,0.050346433405841134
RUN3C_P_PILOT_HF_V1,453.9999999999999,1,0.18294969293484878,10.541618443167732,0.06204358878085573,0.01482763475113945
RUN3C_P_PILOT_HF_V1,453.9999999999999,2,0.36589938586969756,21.462942927487234,0.14238917474246085,0.03402921586394185
RUN3C_P_PILOT_HF_V1,453.9999999999999,3,0.5488490788045464,33.28809074490987,0.0029426341295209733,0.0007032524219849356
RUN3C_P_PILOT_HF_V1,453.9999999999999,4,0.7317987717393951,47.037404152298826,0.01428466092628282,0.003413853694165266
RUN3C_P_PILOT_HF_V1,453.9999999999999,5,0.914748464674244,66.17003092348743,0.12302869281497116,0.029402305005499816
RUN3C_P_PILOT_HF_V1,455.00000000000006,-5,-0.9167633291338791,-66.45739745025125,0.31052197566330636,0.07219586528297367
RUN3C_P_PILOT_HF_V1,455.00000000000006,-4,-0.7334106633071032,-47.173089294208694,0.05870659839444638,0.013649190721054423
RUN3C_P_PILOT_HF_V1,455.00000000000006,-3,-0.5500579974803275,-33.370991929331375,0.021022313553546803,0.004887654453461092
RUN3C_P_PILOT_HF_V1,455.00000000000006,-2,-0.3667053316535516,-21.512569470772114,0.021977522103856128,0.00510973892161497
RUN3C_P_PILOT_HF_V1,455.00000000000006,-1,-0.1833526658267758,-10.565104359216637,0.0172247508262879,0.004004727161519276
RUN3C_P_PILOT_HF_V1,455.00000000000006,0,0.0,0.0,0.21144409133673334,0.04916041481579255
RUN3C_P_PILOT_HF_V1,455.00000000000006,1,0.1833526658267758,10.565104359216637,0.06128175779008344,0.014247911183309833
RUN3C_P_PILOT_HF_V1,455.00000000000006,2,0.3667053316535516,21.512569470772114,0.1487284018146811,0.03457911678626978
RUN3C_P_PILOT_HF_V1,455.00000000000006,3,0.5500579974803275,33.370991929331375,0.0040420223656765395,0.0009397637689242402
RUN3C_P_PILOT_HF_V1,455.00000000000006,4,0.7334106633071032,47.173089294208694,0.01576648956218777,0.003665683737795521
RUN3C_P_PILOT_HF_V1,455.00000000000006,5,0.9167633291338791,66.45739745025125,0.12928407658919408,0.03005834210841025
