candidate_id,family_id,top_pair_count,bottom_pair_count,top_termination_nm,bottom_termination_nm,cavity_physical_thickness_nm,cavity_optical_thickness_proxy_nm,spacer_or_cap_thickness_nm,target_wavelength_nm,te_tm_angle_grid_deg,wavelength_grid_nm,source_position_status,negative_reference_excluded
E1_0017,E0A_lower_Q_angle_stable_cavity,4,6,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0018,E0A_lower_Q_angle_stable_cavity,4,6,0,65,250,612.5,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0019,E0A_lower_Q_angle_stable_cavity,4,6,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0020,E0A_lower_Q_angle_stable_cavity,4,6,35,65,250,612.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0021,E0A_lower_Q_angle_stable_cavity,4,6,0,25,280,686.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0022,E0A_lower_Q_angle_stable_cavity,4,6,0,65,280,686.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0023,E0A_lower_Q_angle_stable_cavity,4,6,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0024,E0A_lower_Q_angle_stable_cavity,4,6,35,65,280,686.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0025,E0A_lower_Q_angle_stable_cavity,4,8,0,25,220,539.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0026,E0A_lower_Q_angle_stable_cavity,4,8,0,65,220,539.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0027,E0A_lower_Q_angle_stable_cavity,4,8,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0028,E0A_lower_Q_angle_stable_cavity,4,8,35,65,220,539.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0029,E0A_lower_Q_angle_stable_cavity,4,8,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0030,E0A_lower_Q_angle_stable_cavity,4,8,0,65,250,612.5,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0031,E0A_lower_Q_angle_stable_cavity,4,8,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0032,E0A_lower_Q_angle_stable_cavity,4,8,35,65,250,612.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0033,E0A_lower_Q_angle_stable_cavity,4,8,0,25,280,686.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0034,E0A_lower_Q_angle_stable_cavity,4,8,0,65,280,686.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0035,E0A_lower_Q_angle_stable_cavity,4,8,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0036,E0A_lower_Q_angle_stable_cavity,4,8,35,65,280,686.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0037,E0A_lower_Q_angle_stable_cavity,5,4,0,25,220,539.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0038,E0A_lower_Q_angle_stable_cavity,5,4,0,65,220,539.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0039,E0A_lower_Q_angle_stable_cavity,5,4,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0040,E0A_lower_Q_angle_stable_cavity,5,4,35,65,220,539.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0041,E0A_lower_Q_angle_stable_cavity,5,4,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0042,E0A_lower_Q_angle_stable_cavity,5,4,0,65,250,612.5,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0043,E0A_lower_Q_angle_stable_cavity,5,4,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0044,E0A_lower_Q_angle_stable_cavity,5,4,35,65,250,612.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0045,E0A_lower_Q_angle_stable_cavity,5,4,0,25,280,686.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0046,E0A_lower_Q_angle_stable_cavity,5,4,0,65,280,686.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0047,E0A_lower_Q_angle_stable_cavity,5,4,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0048,E0A_lower_Q_angle_stable_cavity,5,4,35,65,280,686.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0049,E0A_lower_Q_angle_stable_cavity,5,6,0,25,220,539.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0050,E0A_lower_Q_angle_stable_cavity,5,6,0,65,220,539.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0051,E0A_lower_Q_angle_stable_cavity,5,6,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0052,E0A_lower_Q_angle_stable_cavity,5,6,35,65,220,539.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0053,E0A_lower_Q_angle_stable_cavity,5,6,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0054,E0A_lower_Q_angle_stable_cavity,5,6,0,65,250,612.5,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0055,E0A_lower_Q_angle_stable_cavity,5,6,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0056,E0A_lower_Q_angle_stable_cavity,5,6,35,65,250,612.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0057,E0A_lower_Q_angle_stable_cavity,5,6,0,25,280,686.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0058,E0A_lower_Q_angle_stable_cavity,5,6,0,65,280,686.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0059,E0A_lower_Q_angle_stable_cavity,5,6,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0060,E0A_lower_Q_angle_stable_cavity,5,6,35,65,280,686.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0061,E0A_lower_Q_angle_stable_cavity,5,8,0,25,220,539.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0062,E0A_lower_Q_angle_stable_cavity,5,8,0,65,220,539.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0063,E0A_lower_Q_angle_stable_cavity,5,8,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0064,E0A_lower_Q_angle_stable_cavity,5,8,35,65,220,539.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0065,E0A_lower_Q_angle_stable_cavity,5,8,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0066,E0A_lower_Q_angle_stable_cavity,5,8,0,65,250,612.5,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0067,E0A_lower_Q_angle_stable_cavity,5,8,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0068,E0A_lower_Q_angle_stable_cavity,5,8,35,65,250,612.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0069,E0A_lower_Q_angle_stable_cavity,5,8,0,25,280,686.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0070,E0A_lower_Q_angle_stable_cavity,5,8,0,65,280,686.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0071,E0A_lower_Q_angle_stable_cavity,5,8,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0072,E0A_lower_Q_angle_stable_cavity,5,8,35,65,280,686.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0073,E0A_lower_Q_angle_stable_cavity,6,4,0,25,220,539.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0074,E0A_lower_Q_angle_stable_cavity,6,4,0,65,220,539.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0075,E0A_lower_Q_angle_stable_cavity,6,4,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0076,E0A_lower_Q_angle_stable_cavity,6,4,35,65,220,539.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0077,E0A_lower_Q_angle_stable_cavity,6,4,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0078,E0A_lower_Q_angle_stable_cavity,6,4,0,65,250,612.5,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0079,E0A_lower_Q_angle_stable_cavity,6,4,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0080,E0A_lower_Q_angle_stable_cavity,6,4,35,65,250,612.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0081,E0A_lower_Q_angle_stable_cavity,6,4,0,25,280,686.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0082,E0A_lower_Q_angle_stable_cavity,6,4,0,65,280,686.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0083,E0A_lower_Q_angle_stable_cavity,6,4,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0084,E0A_lower_Q_angle_stable_cavity,6,4,35,65,280,686.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0085,E0A_lower_Q_angle_stable_cavity,6,6,0,25,220,539.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0086,E0A_lower_Q_angle_stable_cavity,6,6,0,65,220,539.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0087,E0A_lower_Q_angle_stable_cavity,6,6,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0088,E0A_lower_Q_angle_stable_cavity,6,6,35,65,220,539.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0089,E0A_lower_Q_angle_stable_cavity,6,6,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0090,E0A_lower_Q_angle_stable_cavity,6,6,0,65,250,612.5,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0091,E0A_lower_Q_angle_stable_cavity,6,6,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0092,E0A_lower_Q_angle_stable_cavity,6,6,35,65,250,612.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0093,E0A_lower_Q_angle_stable_cavity,6,6,0,25,280,686.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0094,E0A_lower_Q_angle_stable_cavity,6,6,0,65,280,686.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0095,E0A_lower_Q_angle_stable_cavity,6,6,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0096,E0A_lower_Q_angle_stable_cavity,6,6,35,65,280,686.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0097,E0A_lower_Q_angle_stable_cavity,6,8,0,25,220,539.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0098,E0A_lower_Q_angle_stable_cavity,6,8,0,65,220,539.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0099,E0A_lower_Q_angle_stable_cavity,6,8,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0100,E0A_lower_Q_angle_stable_cavity,6,8,35,65,220,539.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0101,E0A_lower_Q_angle_stable_cavity,6,8,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0102,E0A_lower_Q_angle_stable_cavity,6,8,0,65,250,612.5,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0103,E0A_lower_Q_angle_stable_cavity,6,8,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0104,E0A_lower_Q_angle_stable_cavity,6,8,35,65,250,612.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0105,E0A_lower_Q_angle_stable_cavity,6,8,0,25,280,686.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0106,E0A_lower_Q_angle_stable_cavity,6,8,0,65,280,686.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0107,E0A_lower_Q_angle_stable_cavity,6,8,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0108,E0A_lower_Q_angle_stable_cavity,6,8,35,65,280,686.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0109,E0B_phase_balanced_DBR_30_40_reject,6,8,20,40,210,514.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0110,E0B_phase_balanced_DBR_30_40_reject,6,8,20,90,210,514.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0111,E0B_phase_balanced_DBR_30_40_reject,6,8,60,40,210,514.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0112,E0B_phase_balanced_DBR_30_40_reject,6,8,60,90,210,514.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0113,E0B_phase_balanced_DBR_30_40_reject,6,8,20,40,240,588.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0114,E0B_phase_balanced_DBR_30_40_reject,6,8,20,90,240,588.0,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0115,E0B_phase_balanced_DBR_30_40_reject,6,8,60,40,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0116,E0B_phase_balanced_DBR_30_40_reject,6,8,60,90,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0117,E0B_phase_balanced_DBR_30_40_reject,6,8,20,40,270,661.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0118,E0B_phase_balanced_DBR_30_40_reject,6,8,20,90,270,661.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0119,E0B_phase_balanced_DBR_30_40_reject,6,8,60,40,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0120,E0B_phase_balanced_DBR_30_40_reject,6,8,60,90,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0121,E0B_phase_balanced_DBR_30_40_reject,6,10,20,40,210,514.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0122,E0B_phase_balanced_DBR_30_40_reject,6,10,20,90,210,514.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0123,E0B_phase_balanced_DBR_30_40_reject,6,10,60,40,210,514.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0124,E0B_phase_balanced_DBR_30_40_reject,6,10,60,90,210,514.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0125,E0B_phase_balanced_DBR_30_40_reject,6,10,20,40,240,588.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0126,E0B_phase_balanced_DBR_30_40_reject,6,10,20,90,240,588.0,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0127,E0B_phase_balanced_DBR_30_40_reject,6,10,60,40,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0128,E0B_phase_balanced_DBR_30_40_reject,6,10,60,90,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0129,E0B_phase_balanced_DBR_30_40_reject,6,10,20,40,270,661.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0130,E0B_phase_balanced_DBR_30_40_reject,6,10,20,90,270,661.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0131,E0B_phase_balanced_DBR_30_40_reject,6,10,60,40,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0132,E0B_phase_balanced_DBR_30_40_reject,6,10,60,90,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0133,E0B_phase_balanced_DBR_30_40_reject,6,12,20,40,210,514.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0134,E0B_phase_balanced_DBR_30_40_reject,6,12,20,90,210,514.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0135,E0B_phase_balanced_DBR_30_40_reject,6,12,60,40,210,514.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0136,E0B_phase_balanced_DBR_30_40_reject,6,12,60,90,210,514.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0137,E0B_phase_balanced_DBR_30_40_reject,6,12,20,40,240,588.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0138,E0B_phase_balanced_DBR_30_40_reject,6,12,20,90,240,588.0,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0139,E0B_phase_balanced_DBR_30_40_reject,6,12,60,40,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0140,E0B_phase_balanced_DBR_30_40_reject,6,12,60,90,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0141,E0B_phase_balanced_DBR_30_40_reject,6,12,20,40,270,661.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0142,E0B_phase_balanced_DBR_30_40_reject,6,12,20,90,270,661.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0143,E0B_phase_balanced_DBR_30_40_reject,6,12,60,40,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0144,E0B_phase_balanced_DBR_30_40_reject,6,12,60,90,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0145,E0B_phase_balanced_DBR_30_40_reject,8,8,20,40,210,514.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0146,E0B_phase_balanced_DBR_30_40_reject,8,8,20,90,210,514.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0147,E0B_phase_balanced_DBR_30_40_reject,8,8,60,40,210,514.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0148,E0B_phase_balanced_DBR_30_40_reject,8,8,60,90,210,514.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0149,E0B_phase_balanced_DBR_30_40_reject,8,8,20,40,240,588.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0150,E0B_phase_balanced_DBR_30_40_reject,8,8,20,90,240,588.0,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0151,E0B_phase_balanced_DBR_30_40_reject,8,8,60,40,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0152,E0B_phase_balanced_DBR_30_40_reject,8,8,60,90,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0153,E0B_phase_balanced_DBR_30_40_reject,8,8,20,40,270,661.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0154,E0B_phase_balanced_DBR_30_40_reject,8,8,20,90,270,661.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0155,E0B_phase_balanced_DBR_30_40_reject,8,8,60,40,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0156,E0B_phase_balanced_DBR_30_40_reject,8,8,60,90,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0157,E0B_phase_balanced_DBR_30_40_reject,8,10,20,40,210,514.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0158,E0B_phase_balanced_DBR_30_40_reject,8,10,20,90,210,514.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0159,E0B_phase_balanced_DBR_30_40_reject,8,10,60,40,210,514.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0160,E0B_phase_balanced_DBR_30_40_reject,8,10,60,90,210,514.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0161,E0B_phase_balanced_DBR_30_40_reject,8,10,20,40,240,588.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0162,E0B_phase_balanced_DBR_30_40_reject,8,10,20,90,240,588.0,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0163,E0B_phase_balanced_DBR_30_40_reject,8,10,60,40,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
