candidate_id,family_id,top_pair_count,bottom_pair_count,top_termination_nm,bottom_termination_nm,cavity_physical_thickness_nm,cavity_optical_thickness_proxy_nm,spacer_or_cap_thickness_nm,target_wavelength_nm,te_tm_angle_grid_deg,wavelength_grid_nm,source_position_status,negative_reference_excluded
E1_0329,E0D_reduced_center_contrast_control,4,4,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0330,E0D_reduced_center_contrast_control,4,4,0,100,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0331,E0D_reduced_center_contrast_control,4,4,50,50,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0332,E0D_reduced_center_contrast_control,4,4,50,100,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0333,E0D_reduced_center_contrast_control,4,4,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0334,E0D_reduced_center_contrast_control,4,4,0,100,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0335,E0D_reduced_center_contrast_control,4,4,50,50,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0336,E0D_reduced_center_contrast_control,4,4,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0337,E0D_reduced_center_contrast_control,4,6,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0338,E0D_reduced_center_contrast_control,4,6,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0339,E0D_reduced_center_contrast_control,4,6,50,50,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0340,E0D_reduced_center_contrast_control,4,6,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0341,E0D_reduced_center_contrast_control,4,6,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0342,E0D_reduced_center_contrast_control,4,6,0,100,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0343,E0D_reduced_center_contrast_control,4,6,50,50,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0344,E0D_reduced_center_contrast_control,4,6,50,100,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0345,E0D_reduced_center_contrast_control,4,6,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0346,E0D_reduced_center_contrast_control,4,6,0,100,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0347,E0D_reduced_center_contrast_control,4,6,50,50,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0348,E0D_reduced_center_contrast_control,4,6,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0349,E0D_reduced_center_contrast_control,4,8,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0350,E0D_reduced_center_contrast_control,4,8,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0351,E0D_reduced_center_contrast_control,4,8,50,50,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0352,E0D_reduced_center_contrast_control,4,8,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0353,E0D_reduced_center_contrast_control,4,8,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0354,E0D_reduced_center_contrast_control,4,8,0,100,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0355,E0D_reduced_center_contrast_control,4,8,50,50,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0356,E0D_reduced_center_contrast_control,4,8,50,100,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0357,E0D_reduced_center_contrast_control,4,8,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0358,E0D_reduced_center_contrast_control,4,8,0,100,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0359,E0D_reduced_center_contrast_control,4,8,50,50,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0360,E0D_reduced_center_contrast_control,4,8,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0361,E0D_reduced_center_contrast_control,5,4,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0362,E0D_reduced_center_contrast_control,5,4,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0363,E0D_reduced_center_contrast_control,5,4,50,50,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0364,E0D_reduced_center_contrast_control,5,4,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0365,E0D_reduced_center_contrast_control,5,4,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0366,E0D_reduced_center_contrast_control,5,4,0,100,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0367,E0D_reduced_center_contrast_control,5,4,50,50,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0368,E0D_reduced_center_contrast_control,5,4,50,100,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0369,E0D_reduced_center_contrast_control,5,4,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0370,E0D_reduced_center_contrast_control,5,4,0,100,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0371,E0D_reduced_center_contrast_control,5,4,50,50,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0372,E0D_reduced_center_contrast_control,5,4,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0373,E0D_reduced_center_contrast_control,5,6,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0374,E0D_reduced_center_contrast_control,5,6,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0375,E0D_reduced_center_contrast_control,5,6,50,50,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0376,E0D_reduced_center_contrast_control,5,6,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0377,E0D_reduced_center_contrast_control,5,6,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0378,E0D_reduced_center_contrast_control,5,6,0,100,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0379,E0D_reduced_center_contrast_control,5,6,50,50,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0380,E0D_reduced_center_contrast_control,5,6,50,100,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0381,E0D_reduced_center_contrast_control,5,6,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0382,E0D_reduced_center_contrast_control,5,6,0,100,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0383,E0D_reduced_center_contrast_control,5,6,50,50,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0384,E0D_reduced_center_contrast_control,5,6,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0385,E0D_reduced_center_contrast_control,5,8,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0386,E0D_reduced_center_contrast_control,5,8,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0387,E0D_reduced_center_contrast_control,5,8,50,50,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0388,E0D_reduced_center_contrast_control,5,8,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0389,E0D_reduced_center_contrast_control,5,8,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0390,E0D_reduced_center_contrast_control,5,8,0,100,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0391,E0D_reduced_center_contrast_control,5,8,50,50,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0392,E0D_reduced_center_contrast_control,5,8,50,100,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0393,E0D_reduced_center_contrast_control,5,8,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0394,E0D_reduced_center_contrast_control,5,8,0,100,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0395,E0D_reduced_center_contrast_control,5,8,50,50,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0396,E0D_reduced_center_contrast_control,5,8,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
