candidate_id,target_phase_deg,predicted_phase_deg,beyond_support_distance_deg,classification,txx_prediction_fields,c0_c1_c5_disagreement,physics_claim,source_row
LPML_INV_B5_GRA_255a9059e72c,301.0,,194.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B5_GRA_255a9059e72c
LPML_INV_B5_GRA_958a3c5eb58c,301.0,,194.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B5_GRA_958a3c5eb58c
LPML_INV_B0_GRA_0554f4de918b,3.0,,59.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_0554f4de918b
LPML_INV_B0_GRA_b522e14916c3,2.0,,60.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_b522e14916c3
LPML_INV_B0_GRA_2c1caaf7df3c,2.0,,60.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_2c1caaf7df3c
LPML_INV_B0_GRA_6f3df396a4cb,2.0,,60.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_6f3df396a4cb
LPML_INV_B1_GRA_2e88d496d718,62.0,,0.053626948833056076,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_2e88d496d718
LPML_INV_B1_GRA_cd31aaf4deeb,62.0,,0.053626948833056076,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_cd31aaf4deeb
LPML_INV_B1_GRA_d86763a5930a,62.0,,0.053626948833056076,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_d86763a5930a
LPML_INV_B2_GRA_56563c3b8344,122.0,,15.102167051517611,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_56563c3b8344
LPML_INV_B2_GRA_ba1f11dd8e58,123.0,,16.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_ba1f11dd8e58
LPML_INV_B3_GRA_20888296414b,182.0,,75.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_20888296414b
LPML_INV_B3_GRA_af7fb32e6656,182.0,,75.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_af7fb32e6656
LPML_INV_B2_GRA_6dbb06a1ac87,123.0,,16.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_6dbb06a1ac87
LPML_INV_B4_GRA_08e8c106edc4,242.0,,135.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_08e8c106edc4
LPML_INV_B5_GRA_76601637a695,302.0,,195.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B5_GRA_76601637a695
LPML_INV_B5_GRA_b9bc13b4a192,302.0,,195.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B5_GRA_b9bc13b4a192
LPML_INV_B1_GRA_9193e530d99d,63.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_9193e530d99d
LPML_INV_B5_GRA_127c02bb41ce,302.0,,195.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B5_GRA_127c02bb41ce
LPML_INV_B0_GRA_30168dbc66e4,3.0,,59.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_30168dbc66e4
LPML_INV_B0_GRA_dfb019fc0822,3.0,,59.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_dfb019fc0822
LPML_INV_B0_GRA_a21e49695368,3.0,,59.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_a21e49695368
LPML_INV_B1_GRA_7188d73168ec,63.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_7188d73168ec
LPML_INV_B1_GRA_f37be5ded311,63.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_f37be5ded311
LPML_INV_B1_GRA_201182d50b24,63.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_201182d50b24
LPML_INV_B1_GRA_c9c417e34a32,63.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_c9c417e34a32
LPML_INV_B2_GRA_f7bc6fb0256c,123.0,,16.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_f7bc6fb0256c
LPML_INV_B2_GRA_f117a033a51e,123.0,,16.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_f117a033a51e
LPML_INV_B3_GRA_19586d6c3d01,183.0,,76.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_19586d6c3d01
LPML_INV_B3_GRA_2af350308846,183.0,,76.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_2af350308846
LPML_INV_B3_GRA_d53831e74e82,183.0,,76.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_d53831e74e82
LPML_INV_B4_GRA_23118951718a,243.0,,136.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_23118951718a
LPML_INV_B4_GRA_f09ccd1b019f,243.0,,136.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_f09ccd1b019f
LPML_INV_B5_GRA_b547f8235103,303.0,,196.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B5_GRA_b547f8235103
LPML_INV_B5_GRA_187f5c2fe86a,303.0,,196.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B5_GRA_187f5c2fe86a
LPML_INV_B0_GRA_32d608904e2b,4.0,,58.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_32d608904e2b
LPML_INV_B0_GRA_e8bc7a7b7c65,4.0,,58.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_e8bc7a7b7c65
LPML_INV_B0_GRA_58c6e35bc9ea,4.0,,58.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_58c6e35bc9ea
LPML_INV_B0_GRA_8f71fa06eaa3,4.0,,58.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_8f71fa06eaa3
LPML_INV_B0_GRA_be28eaaffa9e,4.0,,58.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_be28eaaffa9e
LPML_INV_B1_GRA_85b3721d9b8f,64.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_85b3721d9b8f
LPML_INV_B1_GRA_2e0121124409,64.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_2e0121124409
LPML_INV_B1_GRA_6382cd6d8e9e,64.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_6382cd6d8e9e
LPML_INV_B1_GRA_c15d073f7c24,64.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_c15d073f7c24
LPML_INV_B1_GRA_bf8eab10b85c,64.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_bf8eab10b85c
LPML_INV_B1_GRA_5c0c168a1b42,64.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_5c0c168a1b42
LPML_INV_B1_GRA_210e139ac398,64.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_210e139ac398
LPML_INV_B2_GRA_dca3a9b366ba,124.0,,17.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_dca3a9b366ba
LPML_INV_B3_GRA_e368ec268c7f,184.0,,77.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_e368ec268c7f
LPML_INV_B3_GRA_367c67ee83f7,184.0,,77.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_367c67ee83f7
LPML_INV_B3_GRA_91087f3440ee,184.0,,77.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_91087f3440ee
LPML_INV_B4_GRA_8301a70de27d,244.0,,137.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_8301a70de27d
LPML_INV_B4_GRA_b8caf599df76,244.0,,137.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_b8caf599df76
LPML_INV_B4_GRA_9c5609bc37bf,244.0,,137.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_9c5609bc37bf
LPML_INV_B4_GRA_742856f27203,244.0,,137.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_742856f27203
LPML_INV_B5_GRA_882304b3c1a3,304.0,,197.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B5_GRA_882304b3c1a3
LPML_INV_B0_DER_95163d9d624e,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_95163d9d624e
LPML_INV_B0_DER_46d483b91a7f,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_46d483b91a7f
LPML_INV_B0_DER_79e5688f8061,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_79e5688f8061
LPML_INV_B0_DER_7e881e717e89,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_7e881e717e89
LPML_INV_B0_DER_399612c13db8,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_399612c13db8
LPML_INV_B0_DER_f7316f2c1f6e,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_f7316f2c1f6e
LPML_INV_B0_DER_319be64f32a7,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_319be64f32a7
LPML_INV_B0_DER_61ae4afc438b,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_61ae4afc438b
LPML_INV_B0_DER_185cd04a7982,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_185cd04a7982
LPML_INV_B0_DER_f49bc09fb4ea,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_f49bc09fb4ea
LPML_INV_B0_DER_9c6593434029,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_9c6593434029
LPML_INV_B0_DER_c2a99cecdf46,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_c2a99cecdf46
LPML_INV_B0_DER_25e25ba24699,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_25e25ba24699
LPML_INV_B0_DER_41bac671f444,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_41bac671f444
LPML_INV_B0_DER_1c7fe490da87,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_1c7fe490da87
LPML_INV_B0_DER_6a79df41ca98,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_6a79df41ca98
LPML_INV_B0_DER_1f610c7a1210,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_1f610c7a1210
LPML_INV_B0_DER_c6b15a6b5eb9,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_c6b15a6b5eb9
LPML_INV_B0_DER_4e00395085a4,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_4e00395085a4
LPML_INV_B0_DER_3f4c1af7d6c6,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_3f4c1af7d6c6
LPML_INV_B0_DER_9d2959569c3f,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_9d2959569c3f
LPML_INV_B0_DER_b62c0ea417ef,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_b62c0ea417ef
LPML_INV_B0_DER_952e7d3e23b9,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_952e7d3e23b9
LPML_INV_B0_DER_483c7b8e72d1,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_483c7b8e72d1
LPML_INV_B0_DER_4df9ad1529d8,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_4df9ad1529d8
LPML_INV_B0_DER_1be7773eb528,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_1be7773eb528
LPML_INV_B0_DER_0bec6a275754,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_0bec6a275754
LPML_INV_B0_DER_a774d17a4f5d,0.0,,62.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_DER_a774d17a4f5d
LPML_INV_B1_DER_31c4c9bb58fe,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_31c4c9bb58fe
LPML_INV_B1_DER_1e53d25056c6,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_1e53d25056c6
LPML_INV_B1_DER_9da2b4b00d55,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_9da2b4b00d55
LPML_INV_B1_DER_28e629198bb5,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_28e629198bb5
LPML_INV_B1_DER_28fa5fec5e29,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_28fa5fec5e29
LPML_INV_B1_DER_a7b6ad4f2d85,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_a7b6ad4f2d85
LPML_INV_B1_DER_fdcea66ac9f4,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_fdcea66ac9f4
LPML_INV_B1_DER_cc2c0a6bb6c6,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_cc2c0a6bb6c6
LPML_INV_B1_DER_873c8041f138,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_873c8041f138
LPML_INV_B1_DER_548ddef3805d,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_548ddef3805d
LPML_INV_B1_DER_e99bb84e1be0,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_e99bb84e1be0
LPML_INV_B1_DER_cd47f80df0df,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_cd47f80df0df
LPML_INV_B1_DER_5b53844d2fb5,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_5b53844d2fb5
LPML_INV_B1_DER_6645dd976ac1,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_6645dd976ac1
LPML_INV_B1_DER_aa5631e81e22,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_aa5631e81e22
LPML_INV_B1_DER_6c3a7757e8c1,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_6c3a7757e8c1
LPML_INV_B1_DER_3b5a303474d8,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_3b5a303474d8
LPML_INV_B1_DER_737c3d96b1d6,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_737c3d96b1d6
LPML_INV_B1_DER_a20a6d8c10fe,60.0,,2.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_DER_a20a6d8c10fe
