candidate_id,target_bin,target_phase_deg,phi_offset_deg,source,trace_id,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,direct_gap_nm,periodic_gap_nm,manufacturing_pass,continuous_loss,quantized_loss,phase_error_deg,projector_shape_error,sigma2_over_sigma1,combined_leakage,Txx_center,spectral_instability,ensemble_dispersion,C0_blend_disagreement,risk_class,physics_origin,hash_status,geometry_family,exact_surrogate_hash,canonical_surrogate_hash,symmetry_surrogate_hash,throughput_penalty,novelty_penalty,calibrated_risk_score,calibrated_error_estimate,calibrated_upper_error_bound,calibrated_risk_class,old_risk_class,risk_model_label
LPML_INV_B1_GRA_7ae5cdee176d,1,61.0,1.0,GRADIENT_FINE,GF_O01_B1_S38,109.0,106.0,99.0,201.0,0.8,93.5,123.5,True,0.0,3.9913594722747803,3.614679115856495,0.54571533203125,0.6580784916877747,0.4384098947048187,0.9966558814048767,0.3426167368888855,1.6977683305740356,0.0008772300789132714,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1109_L106_W99_P8,7ae5cdee176d91f8d84413f4be6c02255f28dcff70dc306032a98e89523ac5c6,913c69e12f165c27f6e30fb8f4a23d3748f9b1d12dec34a43b88971b8c0ef601,7bb816d75550f2e5819cdacb2c4e7816a462db04bdd26d0e90d7a7d8329a7253,0.003344118595123291,0.0,0.05569516362576496,0.05569516362576496,0.08410117376885254,CALIBRATED_MODERATE_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_464431e7fc00,1,63.0,3.0,GRADIENT_FINE,GF_O03_B1_S25,108.0,106.0,99.0,202.0,0.9,95.0,123.0,True,0.0,3.362581968307495,0.38143191419936207,0.5948556661605835,0.7458156943321228,0.5538675785064697,0.9810409545898438,0.3027070164680481,1.9151480197906494,0.0007693695952184498,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W99_P9,464431e7fc005ccd1d1166ccfb8ecbd57fdcac4df9cd76f3dd225f08c1f7c3da,88697e020aed1d95552b0c1623dfac9d51d0a366cb83afa2bb0a57ee22edaccd,f2fcb24cfa1d43af8f23a1cf1edeeacb32d68c8e2434b8db04414cd852ba8df4,0.01895904541015625,0.0,0.046982097841167386,0.046982097841167386,0.07538810798425497,CALIBRATED_LOW_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_5986ba011d74,1,60.0,0.0,GRADIENT_MULTISTART,G_O00_B1_S107,108.0,106.0,99.0,200.0,0.8,93.0,125.0,True,0.0,4.191395282745361,2.3148603927440417,0.6094447374343872,0.7749664187431335,0.6003116965293884,0.9902127981185913,0.3196712136268616,1.9868838787078857,0.001054025604389608,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W99_P8,5986ba011d740e873beff795f09262bf609bfa6886bf0cb8139a49cec2ccf016,5585c32c8bae8df84ee985e21193a0d7a31ff7aad6cb8b10bd4f32a8e114f8b2,1423915788a27957790f3d23736c456d8d43c07c02f65a8c5f5e2969610b6db2,0.009787201881408691,0.0,0.05986443365150002,0.05986443365150002,0.08827044379458761,CALIBRATED_MODERATE_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_cee5c2f872dd,1,60.0,0.0,GRADIENT_MULTISTART,G_O00_B1_S22,108.0,107.0,99.0,202.0,0.8,94.5,122.5,True,0.0,4.32200813293457,3.1852723798137865,0.6026634573936462,0.7616087794303894,0.5792617797851562,0.9860479831695557,0.3046968877315521,1.8338849544525146,0.0007509291172027588,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L107_W99_P8,cee5c2f872dd28231c8c9639dc52127db44f5e879ebef8cf18b149b5e8248223,8d819f71a490d2f61fbda06ca67ffd19b723cb112997a9b6c433d2f72faf35bb,7514fec6d37199c656b108052403a341ca8f62fe4842f2d2c89ffc055b4eae32,0.013952016830444336,0.0,0.04981648137329102,0.04981648137329102,0.07822249151637861,CALIBRATED_LOW_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_bf912f00c12d,1,60.0,0.0,GRADIENT_MULTISTART,G_O00_B1_S97,109.0,106.0,99.0,201.0,0.9,93.5,123.5,True,0.0,4.34086799621582,4.92283152353001,0.5433107018470764,0.6537651419639587,0.43206629157066345,0.9934057593345642,0.34056052565574646,1.6896601915359497,0.0006389804184436798,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1109_L106_W99_P9,bf912f00c12d8ba8054a1a162c718a16ad4d0bcc0fabb901a90b1159ba2598c2,6ae7bc8ca6b7ecdf4e923c16a37b9448b0e86be2907352cd69987d2e153ef047,8705931b873fd96aeeb378e0ce0396f54c27dc4b100147838ef7ee335e8b569a,0.006594240665435791,0.0,0.05557619122466527,0.05557619122466527,0.08398220136775286,CALIBRATED_MODERATE_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_5b5eb521dd25,1,60.0,0.0,GRADIENT_MULTISTART,G_O00_B1_S41,108.0,106.0,100.0,202.0,0.8,95.0,123.0,True,0.0,4.239158630371094,2.896328057165567,0.5983889698982239,0.7530379295349121,0.5650084614753723,0.9815583229064941,0.30962181091308594,2.043922185897827,0.0007265820750035346,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W100_P8,5b5eb521dd2594f78c1b6b08bf5a9bc9b1909ae1b977d75a58739d0c95ce20fe,3967c9cb9aa916f63bd28d9344bc74c9764d3525e7ac5762fb127a119ed3edd2,8346f0fc791e5775939e8fced47e85bb89c9faf8fe2a35c813174f9dcc3d9226,0.01844167709350586,0.0,0.046982097841167386,0.046982097841167386,0.07538810798425497,CALIBRATED_LOW_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_ad40824a6657,1,62.0,2.0,GRADIENT_FINE,GF_O02_B1_S14,108.0,106.0,99.0,201.0,0.6,94.0,124.0,True,0.0,3.4903485774993896,0.07961950848473202,0.6048106551170349,0.7658146619796753,0.5838057398796082,0.9857098460197449,0.3071880042552948,2.0612266063690186,0.0011492660269141197,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W99_P6,ad40824a66578c46e0f32d90f3a235e8e4f55297add7e7eaeaf9184668e84679,9d2dafe448808bca48a843028049192cb3b6823e7786a98925695a18495a60eb,f22602fab7bf5b7ca92603db9f19790870794fda352dda082de836ab896cae9d,0.014290153980255127,0.0,0.054712546572096316,0.054712546572096316,0.0831185567151839,CALIBRATED_MODERATE_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_fa4573d46218,1,95.0,35.0,GRADIENT_MULTISTART,G_O35_B1_S63,112.0,109.0,101.0,196.0,-1.2,85.5,125.5,True,0.0,3.8559083938598633,2.331778984761575,0.3388839066028595,0.3696407973766327,0.15170703828334808,0.9659425020217896,0.3375385105609894,1.5288923978805542,0.002390214242041111,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1112_L109_W101_P-12,fa4573d462180b5c1285f1428fb69d428893fc2e75d51b8ee3e43fbdcc94c978,8842fd6e1aaebefb15d8b33902380b5e9a5e63d1fcd747f37ea21ebc07dd74de,ba96ceeae205662afce6e9abdce84295dd3ea9b3545425439821a7d963b9795f,0.03405749797821045,0.0,0.1172602013823203,0.1172602013823203,0.14566621152540787,CALIBRATED_HIGH_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_4df9540cf2a5,1,95.0,35.0,GRADIENT_MULTISTART,G_O35_B1_S36,112.0,110.0,101.0,197.0,-1.2,86.0,124.0,True,0.0,3.820707321166992,2.120049737236938,0.3247288763523102,0.3528830409049988,0.1411021500825882,0.9658825993537903,0.33523282408714294,1.3090555667877197,0.002553302561864257,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1112_L110_W101_P-12,4df9540cf2a56c330c767f3875cea653d4323c163a3c5a3bfb4d12f21266af7c,083c9a76f28ccc13e12089c9864750407d904f070237968d83f90a4592d0e1e6,b7c3c32798bf265be28a53392329a3c2786903a46924e129a793c52462a3b44f,0.03411740064620972,0.0,0.11404571679906009,0.11404571679906009,0.14245172694214767,CALIBRATED_HIGH_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_ed73b79144ba,1,95.0,35.0,GRADIENT_MULTISTART,G_O35_B1_S3,112.0,110.0,101.0,196.0,-1.1,85.0,125.0,True,0.0,3.6326730251312256,1.78904510967978,0.3328806161880493,0.36278003454208374,0.14817097783088684,0.9672175049781799,0.33158090710639954,1.409661889076233,0.0024038562551140785,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1112_L110_W101_P-11,ed73b79144ba9842bdfe4b17f1ec250e4e19ae00652ab5db16d55c373155902f,276749d52564ff42995f7cd735d18acdda2ed5fac9d6e5a446123dc412ed1097,dcc757b83b759fe21ebf90616711c95323e50e49fabeee24b6f62d7fb57dca75,0.03278249502182007,0.0,0.11823143625828117,0.11823143625828117,0.14663744640136875,CALIBRATED_HIGH_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_c472df270e1f,1,95.0,35.0,GRADIENT_MULTISTART,G_O35_B1_S20,112.0,110.0,100.0,198.0,-1.2,87.0,123.0,True,0.0,4.093053340911865,3.6671968672715463,0.31988927721977234,0.3471527099609375,0.13745175302028656,0.962617039680481,0.33296507596969604,1.1284571886062622,0.0020511746406555176,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1112_L110_W100_P-12,c472df270e1fb8699f02a57cdeda522ce0cd934421079a3094e2ad1c0f0c2a83,8aaef9a9c37cd50465d326d26a594913a5bd0eae12a8576b66db5251e688bd4c,58fe560ae255f49d17a7b90760fb66c16ef658d4713b2bddcb91d54acc7d2fd7,0.03738296031951904,0.0,0.10461415096292853,0.10461415096292853,0.1330201611060161,CALIBRATED_HIGH_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_991ad8505b96,1,90.0,30.0,GRADIENT_MULTISTART,G_O30_B1_S58,112.0,108.0,101.0,196.0,-1.2,86.0,126.0,True,0.0,3.4108963012695312,1.402442849000424,0.3426990509033203,0.3738488256931305,0.15320926904678345,0.9619530439376831,0.3427584171295166,1.6166890859603882,0.0020590214990079403,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1112_L108_W101_P-12,991ad8505b9608729b2f000de5701cbc0149ac9cc5b636e6e4fc8ad471f158a2,d61bc05b4f3079c233219c52dd73f191fb2e3c40a28f24c1cc8c9642a50a1c7c,f2a5fde0a1573a91d793d9ad795c7b91f6306f8509b1ee7a338ec6de2d20a29d,0.038046956062316895,0.0,0.11147115710591507,0.11147115710591507,0.13987716724900265,CALIBRATED_HIGH_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_85a555199234,1,115.0,55.0,GRADIENT_MULTISTART,G_O55_B1_S41,112.0,109.0,100.0,197.0,-1.2,86.5,124.5,True,0.0,11.137742042541504,23.730392610752933,0.3331691324710846,0.3628910481929779,0.1471758484840393,0.9619937539100647,0.3399702310562134,1.2596617937088013,0.002017104532569647,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1112_L109_W100_P-12,85a555199234b733a3d927ab7193197ff10830821e1edeebd3ba4b2f1777f607,42baf7d45693e8ac49962807da40079ae9908d2c6ae59a1e0ca42382adfc0551,4a16a8bad5cb4bb2373f57a80138c5c90138287344830149bf3ea9ec30aef1ac,0.0380062460899353,0.0,0.10775588092783772,0.10775588092783772,0.1361618910709253,CALIBRATED_HIGH_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_a44d371b2f77,1,105.0,45.0,GRADIENT_MULTISTART,G_O45_B1_S58,112.0,109.0,101.0,197.0,-1.1,86.5,124.5,True,0.0,7.603762626647949,13.600812260273822,0.32732728123664856,0.3565045893192291,0.1438104659318924,0.960399329662323,0.34150978922843933,1.5195820331573486,0.002008717507123947,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1112_L109_W101_P-11,a44d371b2f772a3194ad23c18d490b5c9b41a004cb2295905fe80896a19afe33,9a890f5b28c9be05714741c571b16e0b43124f4638f68b0c727f16b03b5614b6,dd891ec8e3a13a97c4139a2e167109f036e0d2eb0240555d5651dfd72848e2a3,0.039600670337677,0.0,0.1076969157136925,0.1076969157136925,0.13610292585678008,CALIBRATED_HIGH_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
LPML_INV_B1_GRA_aab392448876,1,95.0,35.0,GRADIENT_MULTISTART,G_O35_B1_S35,112.0,110.0,101.0,198.0,-1.2,87.0,123.0,True,0.0,4.104448318481445,3.0159726943000917,0.31590551137924194,0.34251731634140015,0.13440890610218048,0.9631988406181335,0.3358401358127594,1.2525935173034668,0.0024953228421509266,MODEL_DISAGREEMENT_HIGH_RISK,SURROGATE_PREDICTION_NOT_PHYSICS,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1112_L110_W101_P-12,aab39244887600200f9f940d3d67406c4a02a6ab8c43bfecb4c4c6550af1b96d,801f1e1add6c18cd24d94663594f84ef9acc997ed7ffb73b74e04c9c83cba25a,b2649c29f894148ee85aacdea1fd79debdc5fceed52d8d41b04f9bd89e65f397,0.036801159381866455,0.0,0.10724387821054365,0.10724387821054365,0.13564988835363123,CALIBRATED_HIGH_RISK,MODEL_DISAGREEMENT_HIGH_RISK,MONOTONE_BOUNDED_LINEAR_NOT_PROBABILITY
