candidate_id,target_bin,target_phase_deg,original_phi_offset_deg,phase_common_deg_provisional,abs_c_provisional,normalized_projector_overlap_q_provisional,projector_error_provisional,circular_phase_error_deg_provisional,raw_signed_difference_deg,wrapped_signed_difference_deg,jones_norm,physics_origin,phase_status
LPML_INV_B2_DER_12be3c1d9a57,2,120.0,0.0,91.48965495507879,0.9911975863742634,0.9942097737747738,0.011546925730713031,28.510345044921223,-28.51034504492121,-28.510345044921223,0.9969702697760917,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B2_DER_645b1376ee7c,2,120.0,0.0,94.41830545502458,0.9841617834564009,0.9980800552800548,0.0038362032521627176,25.58169454497542,-25.58169454497542,-25.58169454497542,0.9860549544597917,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B3_DER_ae6a205f794c,3,180.0,0.0,84.2108411992954,0.9887836026747068,0.9855170911760538,0.028756062999889642,95.7891588007046,-95.7891588007046,-95.7891588007046,1.003314515321855,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B3_DER_c6034e02ce52,3,180.0,0.0,82.1246299728957,0.9901601862368969,0.9686865759035401,0.061646317664274974,97.8753700271043,-97.8753700271043,-97.8753700271043,1.022167758764828,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B3_DER_1a143aaeb4c4,3,180.0,0.0,85.61437482610508,0.9935354213152842,0.9875418321202569,0.024761129812566285,94.38562517389492,-94.38562517389492,-94.38562517389492,1.0060692003114025,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B3_DER_e74126c376f7,3,180.0,0.0,91.60036496362665,0.9903890853709243,0.9999441127183903,0.00011177143983109872,88.39963503637335,-88.39963503637335,-88.39963503637335,0.9904444386181841,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B3_DER_a37ca6b0686f,3,180.0,0.0,89.0256336207445,0.9925496485862737,0.9966662621142551,0.0066563619631988535,90.9743663792555,-90.9743663792555,-90.9743663792555,0.995869616857253,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B3_DER_ea265a89dcd0,3,180.0,0.0,93.56729265025066,0.993274797386241,0.9988613468969713,0.0022760096751685,86.43270734974934,-86.43270734974934,-86.43270734974934,0.9944070820959433,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B4_DER_f02e0a4f0ac7,4,240.0,0.0,80.21645014328473,0.9914616629808505,0.9662776192916528,0.06630756245605574,159.78354985671527,-159.78354985671527,-159.78354985671527,1.0260629483560422,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B4_DER_70702c511de7,4,240.0,0.0,84.86538720183611,0.9771685518221819,0.9816796803971747,0.03630500509530099,155.1346127981639,-155.1346127981639,-155.1346127981639,0.9954046837628668,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B4_GRA_002a5696d677,4,295.0,55.0,73.8714588411236,0.9963848185338452,0.8560138187900177,0.2672403420405307,138.87145884112363,-221.1285411588764,138.87145884112363,1.1639821655475644,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B4_DER_5c768f49afc7,4,240.0,0.0,87.02973063668335,0.9853642657277736,0.9865907427821321,0.026638706256600808,152.97026936331665,-152.97026936331665,-152.97026936331665,0.9987568532713981,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B4_DER_940209225565,4,240.0,0.0,89.46800114333749,0.9949340973507498,0.9935073027181498,0.012943239445706634,150.5319988566625,-150.5319988566625,-150.5319988566625,1.0014361189179952,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B4_DER_6603cd5211b7,4,240.0,0.0,92.6075208208799,0.9821791987986614,0.9998308846239109,0.00033820215216773253,147.3924791791201,-147.3924791791201,-147.3924791791201,0.9823453284983398,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B5_GRA_14f392011ec0,5,345.0,45.0,73.77073298398396,0.9900330155704031,0.8677803724096685,0.24695722526053698,88.77073298398398,-271.229267016016,88.77073298398398,1.140879705335189,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B5_DER_368faa1d6d2f,5,300.0,0.0,85.18757880576287,0.9885756444921275,0.9886542225836051,0.02256282816760735,145.18757880576288,-214.81242119423712,145.18757880576288,0.9999205201478104,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B5_DER_46a70a062adf,5,300.0,0.0,80.74745855793317,1.0017871886154366,0.9211214187789044,0.15153533186673818,140.74745855793316,-219.25254144206684,140.74745855793316,1.0875734384110487,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B5_DER_ef98eeb10f71,5,300.0,0.0,73.40452214078748,0.9987750938509601,0.8770881947296161,0.23071629866594312,133.4045221407875,-226.5954778592125,133.4045221407875,1.1387396385592181,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B5_DER_e6657f8a4748,5,300.0,0.0,82.94425357537449,0.9817871257023237,0.9541870016486644,0.08952716588473164,142.9442535753745,-217.0557464246255,142.9442535753745,1.0289252777557976,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
LPML_INV_B5_DER_98d0046e2cc5,5,300.0,0.0,74.84170780682585,0.9985577194960088,0.873274538811937,0.2373915798627988,134.84170780682587,-225.15829219317413,134.84170780682587,1.1434636819418962,PROSPECTIVE_SINGLE_DIMER_FDTD_PHYSICS,PROVISIONAL_PENDING_NUMERICAL_P_APCD
