candidate_id,wavelength_nm,angle_deg_internal_GaN,polarization,cavity_spacer_nm,phase_error_rad,phase_error_deg,roundtrip_phase_rad
R2_4D2_OPT_13010,456.0,36.0,TM,228.0,1.3834089727643666,79.26349547992686,11.182961641594806
R2_4D2_OPT_13010,456.0,40.0,TE,228.0,2.9402487325705247,168.46384309498052,15.909307188968235
R2_4D2_OPT_13010,456.0,40.0,TM,228.0,0.6042069047908831,34.618505597180366,13.170577519150056
R2_4D2_OPT_13010,456.0,60.0,TE,228.0,1.0061351014038675,57.64729493040872,11.560235512955305
R2_4D2_OPT_13010,456.0,60.0,TM,228.0,0.7318827106546836,41.93379041910778,13.298253325013857
R2_4D2_OPT_13013,450.0,0.0,TE,231.0,2.771633119955191,158.80288013210907,16.07792280158357
R2_4D2_OPT_13013,450.0,0.0,TM,231.0,2.771633119955191,158.80288013210907,22.361108108763155
R2_4D2_OPT_13013,450.0,5.0,TE,231.0,2.7475274163489845,157.42172505328014,16.102028505189775
R2_4D2_OPT_13013,450.0,5.0,TM,231.0,2.7616351860476955,158.23004071535885,22.37110604267065
R2_4D2_OPT_13013,450.0,7.0,TE,231.0,2.727556156148638,156.2774561322427,16.12199976539012
R2_4D2_OPT_13013,450.0,7.0,TM,231.0,2.750384419744301,157.58541928988635,22.382356808974045
R2_4D2_OPT_13013,450.0,10.0,TE,231.0,2.694048970626704,154.35763581847402,16.155506950912056
R2_4D2_OPT_13013,450.0,10.0,TM,231.0,2.719550736988027,155.81877940110653,16.130005184550733
R2_4D2_OPT_13013,450.0,20.0,TE,231.0,2.6563327213625962,152.19665391657725,16.193223200176163
R2_4D2_OPT_13013,450.0,20.0,TM,231.0,2.015944235563469,115.5050964315138,10.550426378795704
R2_4D2_OPT_13013,450.0,30.0,TE,231.0,2.8315398599346233,162.2352834973182,16.018016061604136
R2_4D2_OPT_13013,450.0,30.0,TM,231.0,3.104606515154239,177.88085036715614,15.74494940638452
R2_4D2_OPT_13013,450.0,36.0,TE,231.0,2.3550514161023814,134.93450667897434,16.494504505436378
R2_4D2_OPT_13013,450.0,36.0,TM,231.0,2.5697377148961396,147.2351255191412,16.27981820664262
R2_4D2_OPT_13013,450.0,40.0,TE,231.0,2.3737741297426918,136.00723915159614,14.940144744101865
R2_4D2_OPT_13013,450.0,40.0,TM,231.0,2.8062504947713984,160.78630960690023,16.04330542676736
