candidate_id,wavelength_nm,angle_deg_internal_GaN,polarization,phase_error_deg,R_top,R_bottom
R2_4B_OPT_06361,457.5,36.0,TE,142.05345485272827,1.0,1.0
R2_4B_OPT_06361,457.5,40.0,TE,122.0137564135495,1.0,1.0
R2_4B_OPT_06361,457.5,60.0,TE,153.87253214912147,1.0,1.0
R2_4B_OPT_06361,457.75,20.0,TE,95.1216082404262,0.9999626459990288,0.9999996987212025
R2_4B_OPT_06361,457.75,30.0,TE,132.7947113642583,1.0,1.0
R2_4B_OPT_06361,457.75,36.0,TE,141.01767735791387,0.9999999999999998,1.0
R2_4B_OPT_06361,457.75,40.0,TE,124.54773256055701,0.9999999999999998,1.0
R2_4B_OPT_06361,457.75,60.0,TE,153.49213307393737,0.9999999999999998,1.0
R2_4B_OPT_06361,458.0,20.0,TE,95.61258792085744,0.9999627035242681,0.9999996949721657
R2_4B_OPT_06361,458.0,30.0,TE,133.17702486684462,1.0,0.9999999999999998
R2_4B_OPT_06361,458.0,36.0,TE,139.95020632239945,1.0,1.0
R2_4B_OPT_06361,458.0,40.0,TE,126.99914708450729,1.0,1.0
R2_4B_OPT_06361,458.0,60.0,TE,153.11213967522585,1.0,1.0
R2_4B_OPT_06361,458.25,20.0,TE,96.10273677653727,0.9999627581947695,0.9999996911521064
R2_4B_OPT_06361,458.25,30.0,TE,133.55758169642013,0.9999999999999996,0.9999999999999998
R2_4B_OPT_06361,458.25,36.0,TE,138.84532289030412,1.0,0.9999999999999998
R2_4B_OPT_06361,458.25,40.0,TE,129.3763765300492,1.0,1.0000000000000004
R2_4B_OPT_06361,458.25,60.0,TE,152.7325513009946,1.0,0.9999999999999998
R2_4B_OPT_06361,458.5,20.0,TE,96.5920540894699,0.9999628100384989,0.9999996872595207
R2_4B_OPT_06361,458.5,30.0,TE,133.9363694251159,1.0,0.9999999999999998
R2_4B_OPT_06361,458.5,36.0,TE,137.69710751787494,1.0,0.9999999999999998
R2_4B_OPT_06361,458.5,40.0,TE,131.68731100882812,1.0000000000000004,0.9999999999999998
R2_4B_OPT_06361,458.5,60.0,TE,152.35336730065964,1.0,0.9999999999999998
R2_4B_OPT_06361,458.75,20.0,TE,97.08053913956431,0.9999628590825971,0.9999996832928741
R2_4B_OPT_06361,458.75,30.0,TE,134.31337533199527,0.9999999999999998,1.0
R2_4B_OPT_06361,458.75,36.0,TE,136.4993601379729,1.0,1.0
R2_4B_OPT_06361,458.75,40.0,TE,133.93940249018107,0.9999999999999998,0.9999999999999998
R2_4B_OPT_06361,458.75,60.0,TE,151.97458702504218,1.0,0.9999999999999998
R2_4B_OPT_06361,459.0,20.0,TE,97.56819120445373,0.999962905353393,0.9999996792505874
R2_4B_OPT_06361,459.0,30.0,TE,134.68858639414566,0.9999999999999996,1.0
R2_4B_OPT_06361,459.0,36.0,TE,135.24551741533554,1.0000000000000004,1.0
R2_4B_OPT_06361,459.0,40.0,TE,136.13971296902335,1.0,0.9999999999999998
R2_4B_OPT_06361,459.0,60.0,TE,151.59620982636466,1.0,0.9999999999999998
R2_4B_OPT_06361,459.25,20.0,TE,98.05500955932303,0.9999629488764266,0.9999996751310474
R2_4B_OPT_06361,459.25,30.0,TE,135.06198927742201,1.0,1.0
R2_4B_OPT_06361,459.25,36.0,TE,133.92856509807325,1.0,1.0
R2_4B_OPT_06361,459.25,40.0,TE,138.29496205419886,0.9999999999999998,0.9999999999999998
R2_4B_OPT_06361,459.25,60.0,TE,151.2182350582471,0.9999999999999998,1.0
R2_4B_OPT_06361,459.5,20.0,TE,98.54099347673,0.9999629896764632,0.9999996709326009
R2_4B_OPT_06361,459.5,30.0,TE,135.4335703268205,1.0,1.0
R2_4B_OPT_06361,459.5,36.0,TE,132.54094347238507,1.0,1.0
R2_4B_OPT_06361,459.5,40.0,TE,140.41157377218025,1.0,1.0
R2_4B_OPT_06361,459.5,60.0,TE,150.84066207570226,1.0,1.0
R2_4B_OPT_06361,459.75,20.0,TE,99.02614222642966,0.9999630277775104,0.9999996666535507
R2_4B_OPT_06361,459.75,30.0,TE,135.80331555646308,1.0,1.0
R2_4B_OPT_06361,459.75,36.0,TE,131.07444387990424,1.0,1.0
R2_4B_OPT_06361,459.75,40.0,TE,142.4957225756774,1.0,1.0
R2_4B_OPT_06361,459.75,60.0,TE,150.46349023513326,1.0,1.0
R2_4B_OPT_06361,460.0,20.0,TE,99.51045507520105,0.9999630632028311,0.9999996622921615
R2_4B_OPT_06361,460.0,30.0,TE,136.17121063918322,1.0,0.9999999999999996
R2_4B_OPT_06361,460.0,36.0,TE,129.52009417735928,0.9999999999999998,1.0
