candidate_id,round,admitted_rows,exact_geometry_hash_sha256,checks,evidence
LPML_R2_HIGH_UNCERTAINTY_011,ROUND2,9,6f57d2f1362f95d247fcb7d397eaaeda0d0aba35bbe6fd22c80b13dce15298ec,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_HIGH_UNCERTAINTY_011/candidate_checkpoint.json', 'candidate_checkpoint_sha256': '87cf0e1acf4325b40e162cfedf1a728e6e5109ab37741f724b40fe9a593f8e49', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': 'c37b773b8ef47ac74842ccac1394f9d61d19f69c4b6e93e8b1077d565ba7958d'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '3dc5321d98e9d8d18d57c70422423fa166a1ee87519c59ebd87fad57282a306a'}]}"
LPML_R2_HIGH_UNCERTAINTY_012,ROUND2,9,8a72afd3dbd8e005c1795f1ad94dad197b5e95a9fad819e71cfea5bcf44281dc,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_HIGH_UNCERTAINTY_012/candidate_checkpoint.json', 'candidate_checkpoint_sha256': 'c6da090305e6b04ef941e641d574314728105541a86c036d209cc8328176feb2', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '17cadf52aa1f10682d0fe234b64ff6b57991ab34523aab74bff89acfb8c4a078'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': 'aa7e555c2baed5d6d4bef9dec79d288e2ca15bf9a71bd69b76d8370ec8fe4372'}]}"
LPML_R2_HIGH_UNCERTAINTY_013,ROUND2,9,baebc7b4eb35aa4813ae5a2fbdab972e07ce9bf9723a9a28fd9f59178d82e16a,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_HIGH_UNCERTAINTY_013/candidate_checkpoint.json', 'candidate_checkpoint_sha256': 'caa22ed0ff05b0186674f5d8be19815c9b5791baded8514491bbee43c6f9803a', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '0ad79267037e0959bd3d8d6877df425ded5f124962f2d80e8aa59087c639ab70'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '070b3414dc26a301c4ea19c6c4393433fd866c9e460fdc058f62575216af8637'}]}"
LPML_R2_HIGH_UNCERTAINTY_014,ROUND2,9,271bcc871fa4e6412ae5104f3b5af0ebec590adc8352c8909e1c3e4351d70477,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_HIGH_UNCERTAINTY_014/candidate_checkpoint.json', 'candidate_checkpoint_sha256': '10698663b0570238f43d07dcc3a5122bb2a9dad3cb1315d2ad57b3c28eefd3a8', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': 'd149d3af7083e3d7fc0440bb2e548fd97bb6cb33c6a232a05432a064fe5b57ea'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '8364fdcf28678e3d717bf915d7888d5c2908471fa95f815bdfa6d77a9b560faf'}]}"
LPML_R2_HIGH_UNCERTAINTY_015,ROUND2,9,fc8cce157d748de3b6cf979b4edc06af713b53e3348d9dd541ac20c97a98a69d,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_HIGH_UNCERTAINTY_015/candidate_checkpoint.json', 'candidate_checkpoint_sha256': '5ff9a76fade1a784d3525db02f3c1696eee569b670766fd711391848b1d6419d', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '5303feaec6ebfd2c57e3c42d9fdfb9062c5dcf4a830fbb7802560059d3715abf'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '1ca02a48e8132bfa1b83e98f39c111cc0765b940284ede33b25a418f2e5c91df'}]}"
LPML_R2_HIGH_UNCERTAINTY_016,ROUND2,9,7f7b257c9dc85308fa92601baf153f60103316d38625330196045da74a2335f7,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_HIGH_UNCERTAINTY_016/candidate_checkpoint.json', 'candidate_checkpoint_sha256': 'fa387db14bc0a6cc1245bcf6d2c54d4dcc6d41fd2ef81c4cbc13633a4c7c3520', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '3bd14d845943e1ac5405f58831399e522946eb11a422ecb9b6466011137c40f1'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': 'a5a2f280fbe1d48b9ba016ad285cb0fa39d308ae8a6873d02c42122d3a962719'}]}"
LPML_R2_HIGH_UNCERTAINTY_017,ROUND2,9,28d8bd5ae8e52be460c9ec74d585ca782de7eff5cd26ad572b736b862de2263a,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_HIGH_UNCERTAINTY_017/candidate_checkpoint.json', 'candidate_checkpoint_sha256': 'd4fa0c689ddd1ac56b42239b1c0fa8a88df3b11cab3fb6953f8c96d5cabbcda4', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '8cc23546ebe3fecf450f09ddecf16fa0e4c72b2e21dc0c9ba664ed152c10220e'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '5785c1ef0c97db758db1bc6cb3e320bd2564a1aafc80c8e6724ae69cb2357def'}]}"
LPML_R2_HIGH_UNCERTAINTY_018,ROUND2,9,e6a0d2b9a811555297031f64e01d06d7b450b3506d33fb67fd6b11bea42cead6,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_HIGH_UNCERTAINTY_018/candidate_checkpoint.json', 'candidate_checkpoint_sha256': 'f430bfb375ee03095470bbb69803b156ea4115b6afc04418e01f1c947696e791', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': 'ff0ab114f3073c6aebebf80c580a2f91648fc0f376bdc5ec39a09bd0067affbe'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '23594eb49362fa789e0a44e4e05f6b957f24d82dcd17a06744dca04fc928c17a'}]}"
LPML_R2_HIGH_UNCERTAINTY_019,ROUND2,9,036dfd66ab6e9bf5c12daf5e6eff809dc7b88ebf3d52b47d50065e64f14aefcc,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_HIGH_UNCERTAINTY_019/candidate_checkpoint.json', 'candidate_checkpoint_sha256': '68c3071b15750ae07959a157818df64ff30b600a8e994df6cf6953c4353ae0f9', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': 'd9aaa953065c327ea6e873659824ec2791d5405ee69288b1cb74886f29125d40'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '1277e5b4071bd96750a939d509b15edcab4a28b70984eddb25f0ae284082afc3'}]}"
LPML_R2_HIGH_UNCERTAINTY_020,ROUND2,9,5ab2c43a2deee7270fcc7419d6315ddbcec8fb99c147bfd20a0f2ed9807395cc,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_HIGH_UNCERTAINTY_020/candidate_checkpoint.json', 'candidate_checkpoint_sha256': '735b1348b12777495d1ff7effe751abea6ab774da3ddca07053864426d3e4b01', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '0194a8b2daa70339d4342ff76d7a7d6abb4119f09fbe305444e59c0f72fe9835'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '3a7fb7d9cee83b987fd1eb40fdff0ecb0a6bcaec10b93e5c2aede213680afbd1'}]}"
LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_021,ROUND2,9,d1b29bc362944da2862b40e4141b2e99bf31ab67eb58624c5fc150bed79b92c1,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_021/candidate_checkpoint.json', 'candidate_checkpoint_sha256': '0fd4e132ac1838341df2e380d63553d3636f9b47d1627d6cb2ca0fa37f65f00a', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '0b02923eb9be97ac9372161279cd39107e89c20659b407ca9213a8964ffb78bb'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': '6416734f3812a9b03631992f08b6d9e17c6455d13697ff40d64d77ae6a10ad48'}]}"
LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_022,ROUND2,9,b11749e68101311e5cb37b559993b2b71dfa42a4801b70610dfdd739903cd8d6,"{'row_count': True, 'waves': True, 'unique_exact_hash': True, 'plan_hash_match': True, 'complete_jones': True, 'model_fill_zero': True, 'candidate_xy_provenance': True, 'not_quarantined_exact_id': True}","{'candidate_checkpoint': 'outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round2_active_learning_attempt1_v1/candidates/LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_022/candidate_checkpoint.json', 'candidate_checkpoint_sha256': 'f203e3bfb185790285c0533a2183616d9c816ef2bbfb34d72e2b30430b17b9ad', 'candidate_status': 'ACCEPTED', 'pass': True, 'subruns': [{'input_polarization': 'x', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': 'c168364446c839b2708bb29c33fdc84aad207e0dae484aa61e935d86d77f6d8c'}, {'input_polarization': 'y', 'status': 'ACCEPTED', 'solver_entered': True, 'record_status': 'ACCEPTED', 'record_solver_entered': 'True', 'run_result_sha256': 'f056183d193dec48b54c6dda87f890aa0dc6294ad9fd12587bdf917cfc86be3b'}]}"
