source_id,relative_path,file_type,source_stage,simulation_method,fidelity_level,row_count,size_bytes,sha256,git_commit,included_in_database,exclusion_reason,notes
SRC_00136,scripts/stage11_lp_apcd_audit_h500_dimer_final_library_stage11_2d.py,py,other,metadata,unknown,,7438,6d462bb70b63265df55c194a1d96e0c7bfcb8b81455803d87dbe9cd47cb5699c,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00137,scripts/stage11_lp_apcd_audit_h500_dimer_placement_patch_stage11_2b.py,py,other,metadata,unknown,,12889,3bc12470575b035257fdabe789a803ffe11ca3bba983d58011e05e21c36c57a6,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00138,scripts/stage11_lp_apcd_audit_h500_dimer_stage11_2a.py,py,other,metadata,unknown,,6522,ef642331936374411a1f0cb6089d9e29a0dd30e530190351dc97da656284478c,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00139,scripts/stage11_lp_apcd_build_j2_inventory.py,py,other,metadata,unknown,,16983,2d9ac0eb22522c8479b2d1c2c81bcb6ccefe4ae6deec0f06c09b45e8fe86a54c,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00140,scripts/stage11_lp_apcd_diagnose_h500_120_selectivity_stage11_2g.py,py,other,metadata,unknown,,17348,b2ba105e73ebc4ea354a74f16abed58f6e3e97ccfc76fd90bdc710392f389081,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00141,scripts/stage11_lp_apcd_freeze_h500_actual_dimer_6bin_stage11_2i.py,py,other,metadata,unknown,,14344,018de738eeeb913bb70981eb209c9f10648cdd2032617108dca394d0c361d733,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00142,scripts/stage11_lp_apcd_frozen_sixbin_449_451_runner_stage11_3b1.py,py,other,metadata,unknown,,10237,e451fa70534606a18f57efc3b96482471bf53545825672fac281c5433d0311f2,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00143,scripts/stage11_lp_apcd_generate_h500_120_y_pair_micro_rescue_stage11_2h.py,py,other,metadata,unknown,,9616,1f3c066a0ebf3d6392d35286da22023c376327c7ca3103c8286f4d986f754818,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00144,scripts/stage11_lp_apcd_generate_h500_dimer_120_240_refine_patch_stage11_2f.py,py,other,metadata,unknown,,10327,85a28ed241c81f822db915e6ead4c16ab9c8e0b780e4834e6e77e3df7df1f566,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00145,scripts/stage11_lp_apcd_generate_h500_dimer_240_fine_pull_stage11_2e.py,py,other,metadata,unknown,,7129,a9692a6d7c919c56440c697a17a549b7bf1fff08d496e0d1af95f717a6c83a55,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00146,scripts/stage11_lp_apcd_generate_h500_dimer_alt_patch_stage11_2c.py,py,other,metadata,unknown,,6831,94c722234576627ca7d3b77348f4c847f9fa1b7629a79e3fb306313853173e5a,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00147,scripts/stage11_lp_apcd_generate_h500_dimer_final_gap_patch_stage11_2d.py,py,other,metadata,unknown,,6537,ee4994f5c693fcd9054e705f9e0a6bdd3506acd31aa40beb204577db9a04907c,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00148,scripts/stage11_lp_apcd_generate_h500_dimer_placement_patch_stage11_2b.py,py,other,metadata,unknown,,7511,7ab1336bbadfb7f4e1316d4562a38e42d316b5c6a358d74ba8dd4ad1bc3f0149,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00149,scripts/stage11_lp_apcd_generate_h500_dimer_validation_stage11_2a.py,py,other,metadata,unknown,,15622,6a9eec31d382b8954eb39604aeaa26c52a94a50ed9eb8abac8dafce99ba7289f,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00150,scripts/stage11_lp_apcd_generate_h500_gap_closure_stage11_1e.py,py,other,metadata,unknown,,23033,c364a1cce8eac24a7df7e88c08761a42a4bbf9c7c64509e1d84990ba65099bf0,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00151,scripts/stage11_lp_apcd_generate_j1_identity_plan.py,py,other,metadata,unknown,,12778,db76640718c6f40243903e594431230edb3e827eba6534c89c2422353c6fded2,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00152,scripts/stage11_lp_apcd_generate_j2_hwp_plan.py,py,other,metadata,unknown,,6938,f12833ee7c87c59185f588e0c370eff06cd43f6049b9ef4a5f18604c2bc4c97e,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00153,scripts/stage11_lp_apcd_generate_targeted_patch_stage11_1d.py,py,other,metadata,unknown,,14271,f34957a86e57c7f25784482a6b32b37724dcab54b800052b902848e4a8ecdb8f,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00154,scripts/stage11_lp_apcd_merge_and_audit_stage11_1d.py,py,other,metadata,unknown,,15426,0bcec1b95272c1db7436f0d55ca39dc381d9c95a2aaf446189dc268ff5837458,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00155,scripts/stage11_lp_apcd_merge_h500_audit_stage11_1e.py,py,other,metadata,unknown,,16187,51843b78bc62841cbebe8f47face13c9fbd110ab906cd0aa27292e6b1e448791,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00156,scripts/stage11_lp_apcd_pairing_audit_height_constrained.py,py,other,metadata,unknown,,20372,768e8355e6afd45975666035b094a167c4287f4b6a443c624bbcdb0003c3c846,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00157,scripts/stage11_lp_apcd_pairing_static.py,py,other,metadata,unknown,,22311,7047b318614a06a46fddc08763ee499e02ed03a2e8889a3472071a3e3bf60529,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00158,scripts/stage11_lp_apcd_rebin_h500_dimer_actual_phase_stage11_2b.py,py,other,metadata,unknown,,12144,855cbf40efad6b39894123e7eb5e66130becdcbe98db33dac43428b8c54595f8,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00159,scripts/stage11_lp_apcd_repaired_tuple_search_stage11_3b3.py,py,other,metadata,unknown,,16518,06cf37a3db78a1b23277030eb9ac9a12c9d3cab5a3c016daa81df2d0133f613b,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00160,scripts/stage11_lp_apcd_run_h500_120_y_pair_micro_rescue_stage11_2h.py,py,other,metadata,unknown,,4170,8b6591d3dad106d5c9df6ea8a3cb1ebe4472b7978b4b1c09687ce02c134e6857,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00161,scripts/stage11_lp_apcd_run_h500_dimer_120_240_refine_stage11_2f.py,py,other,metadata,unknown,,4285,bf61fafd449bbc2f6e49cbd05eb0e65c1050c61132e8cdb8695c0f62b1376d50,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00162,scripts/stage11_lp_apcd_run_h500_dimer_240_fine_pull_stage11_2e.py,py,other,metadata,unknown,,3338,e8660ba3da06329d236316940e272bdd43c9a55fa632a8c8bbb25cc029170326,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00163,scripts/stage11_lp_apcd_run_h500_dimer_alt_patch_stage11_2c.py,py,other,metadata,unknown,,3323,d10adfe3007b7a6fe1bdc75bfb4ea4366456db0fad0a4d21c714b977abf6f54f,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00164,scripts/stage11_lp_apcd_run_h500_dimer_fdtd_stage11_2a.py,py,other,metadata,unknown,,14461,207ee990f59a040632a90a9f76fefc7557c42784f1913852d8d45cfb442ef292,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00165,scripts/stage11_lp_apcd_run_h500_dimer_final_gap_stage11_2d.py,py,other,metadata,unknown,,3280,cd09218ad29418eed8d93e260e6f65fa01d0a39f86a63d31e6fe26472c5f8453,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00166,scripts/stage11_lp_apcd_run_h500_dimer_placement_patch_stage11_2b.py,py,other,metadata,unknown,,3401,33a1b862c309beb0283a3cdb49da1697dde52ab5cc3885bf073e8f1473dacaef,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00167,scripts/stage11_lp_apcd_run_h500_gap_closure_fdtd_stage11_1e.py,py,other,metadata,unknown,,3008,0b7e47553e6d58e13c97bdb7b760fb1567d4cc07913bb648dd0ff2cc5ba301e3,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00168,scripts/stage11_lp_apcd_run_j1_identity_fdtd_pilot.py,py,other,metadata,unknown,,16494,af5d4048d941111729484cbac005ccf3db4f3f8bd3252da2ba05bfcd91903ce9,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00169,scripts/stage11_lp_apcd_run_j2_hwp_fdtd_pilot.py,py,other,metadata,unknown,,14134,5bf855ab001a9a8f45b6b0718ad7391513fe4a0a8b5747c702fdce3bb0d37bd2,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00170,scripts/stage11_lp_apcd_run_targeted_patch_fdtd_stage11_1d.py,py,other,metadata,unknown,,19590,d6716dd7c3967f1e00d219c2790de80e70ff4122c09dd7b412c05889296afc1f,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00171,scripts/stage11_lp_apcd_select_h500_dimer_120_240_refine_pairs_stage11_2f.py,py,other,metadata,unknown,,12619,6b1eae7fa49880e26ac5ae129caf553157b17a5d1db87919d6826532396e7646,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00172,scripts/stage11_lp_apcd_select_h500_dimer_alt_pairs_stage11_2c.py,py,other,metadata,unknown,,10752,c9dcb9221cf7f15b111f69c44270abba2cb77dac9cd28800449d725d8be95e26,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00173,scripts/stage11_lp_apcd_select_h500_dimer_final_gap_pairs_stage11_2d.py,py,other,metadata,unknown,,7108,4a7ee1c5bf2bb08d7cbc1746d53abef10a2f8c298cec1bcb8dc5a8ece0ec7eef,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00174,scripts/stage11_lp_apcd_select_j1_identity_pilot.py,py,other,metadata,unknown,,5993,1e5634cb08a787e0b6b17f79fc627359be7ea901770be89d20d5267350f0b9b8,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00175,scripts/stage11_lp_apcd_spectral_data_inventory_stage11_3b0.py,py,other,metadata,unknown,,9371,54b9b8d998e483427ce79b530af2853ba521f4af7fc714d2561346b72648934a,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00176,scripts/stage11_lp_apcd_spectral_rescue_stage11_3b2.py,py,other,metadata,unknown,,16251,b201b142ca761db3f7a9ab7f7220c47feed9e5ddebe08f670a0d306fc275ffcf,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00177,scripts/stage11_lp_apcd_spectral_robust_phase_library_audit_stage11_3a.py,py,other,metadata,unknown,,23715,45f15425bb4eba97ee3d0ce1cb19a6889ccf24ee0db11da030f274b83da89086,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00178,scripts/stage11_lp_hnew_fixed_height_scout_stage11_4a1.py,py,other,metadata,unknown,,17858,d6e02a0f82005699afa6daa7ad756a65c5dba1751f4f10af1bdfa7dd336d2ec0,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00179,scripts/stage11_lp_hnew_height_wavelength_inventory_stage11_4a0.py,py,other,metadata,unknown,,9608,6b81221aaca5e7ea794f6d2506a5aef2d99151f4ce37c411af5b63cdecfa9ba4,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00180,scripts/stage12_0_h500_lp_k6_analytic_handoff.py,py,other,metadata,unknown,,3546,17a8d9c62f102da2f9992cab8b3dd507da9d99fe0176f61e9b0c0ab4f6692cbc,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00181,scripts/stage12_10a_h500_lp_240bin_single_dimer_refinement.py,py,other,metadata,unknown,,1229,5d2bf021e438f206e7143ff48528c6ca841566eb6e35571a8f70efb999f78a85,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00182,scripts/stage12_10b_h500_lp_240bin_broad_family_scout.py,py,other,metadata,unknown,,1334,b75d5912e0b78fdba152fab46c6fabb2f71154b7794e17d80c50d4dc267431c9,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00183,scripts/stage12_10c_h500_lp_180bin_single_dimer_refinement.py,py,other,metadata,unknown,,1108,cdc8024011a3ff02278d51065f3b8a2e493ff6b611748f7578f354c7bb857cd7,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00184,scripts/stage12_10d_h500_lp_300bin_single_dimer_refinement.py,py,other,metadata,unknown,,1198,ca87e88983848da3c5dfc9d13c6a0344792c5bc2176e09dccd97de0981210919,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00185,scripts/stage12_11a_h500_lp_k6_phase_origin_search.py,py,other,metadata,unknown,,688,648c74e19522ddd4d493bd0ab05c3fe2e8dcb987a832e45825836cb8d13da4de,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00186,scripts/stage12_11b_h500_lp_k6_shifted_tuple_fdtd.py,py,other,metadata,unknown,,2402,91edecb7d1a630d838f80261fa62496976492995f725e345adca08b472dbc78c,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00187,scripts/stage12_11c_h500_lp_k6_refinement_closeout.py,py,other,metadata,unknown,,1623,234be9771f5e85ad7d5f8cd3b1549dd533a7474e970dab3b4b7ef2129d34282a,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00188,scripts/stage12_12a2_h500_lp_6bin_narrow_window_acceptance.py,py,other,metadata,unknown,,828,2710263593ddc4e15651fa752c121fcb76d64f89bd472bb0e65286d4c4aee412,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00189,scripts/stage12_12a_h500_lp_6bin_spectral_audit.py,py,other,metadata,unknown,,1882,c3ee1ae085eb45a3005bc56aa313adc47358dd9c66e25fc1846a10163e00a063,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00190,scripts/stage12_1_h500_lp_k6_forward_layout.py,py,other,metadata,unknown,,2421,bfb39474304e71f6c954359466730109472c8faa569e28d3e2518fb900115668,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00191,scripts/stage12_2_h500_lp_k6_forward_minimal_fdtd.py,py,other,metadata,unknown,,3872,2425c6c7f6b49a9f60d5dfc34afc937c2a9834de1fa9efa94521dcaae84d5d05,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00192,scripts/stage12_3_h500_lp_k6_order_resolved_audit.py,py,other,metadata,unknown,,2868,bde87379230d8effeaa40e0325c65ce9cf5521415565a130ac1c9519ee7bb18b,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00193,scripts/stage12_3b_h500_lp_k6_gui_inspection.py,py,other,metadata,unknown,,1848,ac8ef0e31e776693f13c166e1085c54cf9a96c3a5fa009b8987fc759f439fde6,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00194,scripts/stage12_4_h500_lp_k6_ygrad_minimal_fdtd.py,py,other,metadata,unknown,,2436,4304c97810330039440d88f17b0c461d44ea4db7d9d68a279e377a1a7b6448d2,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00195,scripts/stage12_5_h500_lp_k6_official_xgrad_freeze.py,py,other,metadata,unknown,,1462,939d1125ca88d8c13bd5eff4a8f0e69fd3a2e1e1f7f83f0359be131206ee0cd5,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00196,scripts/stage12_6_h500_lp_k6_result_package.py,py,other,metadata,unknown,,1480,7054f748aee807b7b3d7d309ec4c54535f314fe03fb1da2753f8688a5e44001a,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00197,scripts/stage12_7_h500_lp_k6_meeting_narrative.py,py,other,metadata,unknown,,928,4bdc632ed6e3d3261f109eb35c71fb82a61952fa78fec378942c7a8e39962d22,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00198,scripts/stage12_8_h500_lp_k6_xgrad_refinement.py,py,other,metadata,unknown,,1439,3ab6398f2428d95f728f0b82dfa04ed5f2be4f97e508e92b9174271a5b0c9a75,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00199,scripts/stage12_9_h500_lp_k6_xgrad_leakage_cancellation.py,py,other,metadata,unknown,,1813,9434199e57c9798bfb56dcb590017c5e43d2eb843c72af98f0444a33d06c4787,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00200,scripts/stage12_lp_k6_450nm_farfield_visualization.py,py,other,metadata,unknown,,981,4dd73b1c70f0f0bf8ff4002910a3c434015b3a42ab93c968b957584476ce130b,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00201,scripts/stage13_lp_dipole/stage13_0_geometry_audit.py,py,other,metadata,unknown,,2381,44c3780d69af770d6487f4eb1b5bd7c1841380d9041d0519a708e01a3f0ab8a0,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00202,scripts/stage13_lp_dipole/stage13_1_prepare_minimal_cases.py,py,other,metadata,unknown,,1733,29a9c2d535282b27b106feeb555250fa8284eeb07bfdbee1511447c9c6cbfa4c,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00203,scripts/stage13_lp_dipole/stage13_2_define_finite_patch.py,py,other,metadata,unknown,,2385,dfa24a7bf062c6c070bd922f5a9fde537b40c90ff602815900fab8c0e1989d03,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00204,scripts/stage13_lp_dipole/stage13_2_prepare_decision_tables.py,py,other,metadata,unknown,,2514,d9e15069bd6997922d5810ef0d942555db6f86be1c682de6120a098de38c9f32,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00205,scripts/stage13_lp_dipole/stage13_3_approve_first_dipole_config.py,py,other,metadata,unknown,,2568,8ff079df8f54f064ed367bd086a140d6cb4584ca9a71680fb31163f545eed425,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00206,scripts/stage13_lp_dipole/stage13_4_extract_lp_metrics.py,py,other,metadata,unknown,,3151,ca2a0f3c7825fd26731deab477392e80a9151a0c9b993a964eecf19b848dc06c,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00207,scripts/stage13_lp_dipole/stage13_4_run_center_dipoles.py,py,other,metadata,unknown,,6131,e62fb88009cd5476d58e8946e2b6213556a2a2a6ce757844d3b4c5afe763f96d,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00208,scripts/stage13_lp_dipole/stage13_4_summarize_center.py,py,other,metadata,unknown,,2264,54249cb7110169d5ba6e8a6a2f1617494e2302540d1a5052323510170ca8ef33,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00209,scripts/stage13_lp_dipole/stage13_5_order_diagnosis.py,py,other,metadata,unknown,,5236,df8c51e242c96799f71786b3f8c9f727cac5fcb928d2286420e27ad340f77290,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00210,scripts/stage13_lp_dipole/stage13_6_phase_coordinate_patch_audit.py,py,other,metadata,unknown,,569,17966361c0520011e0f4d6cc46296806b9a4bfaa6b2b20f6969e5ed9dd0c0af5,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00211,scripts/stage13_lp_dipole/stage13_7a_coordinate_sign_bridge.py,py,other,metadata,unknown,,538,8bad79ffe416cd566ce37020a0ed54c70cb81691bfc3a3e01250fbbc80fce8c4,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00212,scripts/stage13_lp_dipole/stage13_7b_finite_patch_plane_wave_sanity.py,py,other,metadata,unknown,,6327,8a93e0a603d33dea381f168024fbea11738dbbbb244e56adc38945c2bcdee032,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00213,scripts/stage13_lp_dipole/stage13_7c_center_x_source_coupling.py,py,other,metadata,unknown,,5844,f07244a9adae8b8129ae682be43bf9bb9d0b608cd75d38335fd69c897b3db32a,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00214,scripts/stage_mdc0v_tmm_validation_and_baseline_audit.py,py,other,metadata,unknown,,15520,ee1d56339e7c1f7ba9294fd75f445cea3ee5bfea11a4a01ae8913fc4674d6583,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00215,scripts/stage_mdc1a_integer_shortlist_audit.py,py,other,metadata,unknown,,4687,0c2ec5614cbd48e8052f73684d84350d4fc4d8babafcd598c59afa870e269bad,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00216,scripts/stage_mdc1a_make_freeze_report.py,py,other,metadata,unknown,,4415,80b6798217980c00e71f2e8c9075ec2ca0da554492cd6763151e35caffdb3621,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00217,scripts/stage_mdc1a_tmm_defect_mdc_450_screen.py,py,other,metadata,unknown,,13123,71524bdea95cbe43a08feb927d7a997849a9c3b0095a500af7bd6a5a7886113c,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00218,scripts/stage_mdc1b_local_integer_refine.py,py,other,metadata,unknown,,13862,e91275a7743a0cf04e4eceaa64f3c38de1a519be93c8533c7885291fbce17e18,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00219,scripts/stage_mdc1b_make_decision_report.py,py,other,metadata,unknown,,3203,471b53e7fe5a966714271bf61fb844dd92e507dfc8ee678ffe7e8330600d6095,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00220,scripts/stage_mdc1c1_make_negative_decision_report.py,py,other,metadata,unknown,,1762,99557bce930b98b374455d5d7c1a56a4d916d1bac3014aefccb82999b9d53a6f,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00221,scripts/stage_mdc1c1_rcwa_property_probe.py,py,other,metadata,unknown,,7645,cbf5a9fe2c6ef355e5531c557a524470b670906e28c70de7c12a209a5b3cee94,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00222,scripts/stage_mdc1c2_fmmax_minimal_single_dipole.py,py,other,metadata,unknown,,16733,0540a94b3e236f1895d6d2fdae308e1b9fd182428ae04637dec6c0b8b6ba2fdd,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00223,scripts/stage_mdc1d0_fdtd_2d_plan_and_template_audit.py,py,fdtd_validation,FDTD,high_fidelity,,9761,eb340435922a007f324c318e6a216b69a179ebdc66b383e23cd9cd4f2f2117d6,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00224,scripts/stage_mdc1d1_native_m1_bare_fab_2d_smoke.py,py,fdtd_validation,FDTD,high_fidelity,,7500,978e00821a14ae938bc1833e767e032cbebec1bf05d1c5155741f8dfc4c9aabb,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00225,scripts/stage_mdc1d1a_bare_2d_runtime_probe.py,py,fdtd_validation,FDTD,high_fidelity,,2607,11bd4cfde2a23b523ab90b046ce3b4b4a13e6c814af0aa9a3e424bece46aa0ef,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,false,heavy_artifact_or_runtime,
SRC_00226,scripts/stage_mdc1d2_native_m1_zl1_2d_validation.py,py,fdtd_validation,FDTD,high_fidelity,,4240,4c3f8bcefb3976cf18bf8ce74f7661c25761c16ac04e579a06c5bd51c85dcbc1,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00227,scripts/stage_mdc1d3_native_m1_broadband_spectral_angular_validation.py,py,fdtd_validation,FDTD,high_fidelity,,4895,a642620c072fe821e98a8bc4f9b673a51a075069f02611f490eb21052ae71282,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00228,scripts/stage_mdc_native_m1_420_480_tmm_comparison.py,py,wideband_tmm,TMM,wideband,,2729,b8dad9df946284bc7deacc097326143d8ee8713d5a7ffdea71a74cd9b4237e68,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00229,scripts/stage_mdc_native_m1_explicit_seed_smoke.py,py,other,metadata,unknown,,5322,4a7b65890f8f66458f26daf104494220c11efbf6375f6820cd52584833715cae,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00230,scripts/stage_mdc_native_m1_integer_tolerance_audit.py,py,tolerance,TMM,tolerance,,23333,26ce8b10847685cd5b76c8b7ec63c082c261085435e26e2acfda3431669e6450,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00231,scripts/stage_mdc_native_m1_loader_audit.py,py,other,metadata,unknown,,5611,ef10539ec9b1945df34eb23f774137001887c80599310645213dbeeaa71c5087,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00232,scripts/stage_mdc_native_m1_shortlist_refine.py,py,refine,TMM,refined,,4767,112ea8b92a6ea16011967584825b12ebf96f579cd285bb442edff4d185292bd0,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00233,scripts/stage_mdc_native_m1_topology_coarse_scan.py,py,coarse_scan,TMM,coarse,,10873,f288d2d60d6b7ec5d3b1b13770d48c40c1d7e5521621a2c55bec61be75a139ed,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00234,scripts/stage_mdc_native_m1_zl1_alternative_tolerance.py,py,tolerance,TMM,tolerance,,9791,df56ac784601ac55a547cb1c9a178a4eeaddf5a194c441ba82262e60108ccb0a,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00235,scripts/stage_r1c2_rcled_c2_focused_refinement.py,py,other,metadata,unknown,,15206,29d9383da1d63009f75a1f8a3b8b805a7cef24f9a62b9b54340caea34eb03f83,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00236,scripts/stage_r1c3_rcled_c2_baseline_freeze_package.py,py,other,metadata,unknown,,5125,0eae2fb2a5c9b2c6293a131b771f95466d5bd9c09c0f825d639748297a100842,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00237,scripts/stage_r1c4_rcled_c2_cav230_source_y_robustness.py,py,other,metadata,unknown,,13970,4a34bdb084167d6bf2b2c31b0ea866c6778ab7cfc6a4343c6a255309a74b8261,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00238,scripts/stage_r1c5_rcled_source_module_handoff_package.py,py,other,metadata,unknown,,6527,42ec785a4c7cf83ad79b898e6aea7b0b04ec4df7de9f98e6622c4cd1a482ca69,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00239,scripts/stage_r1c6_rcled_baseline_fwhm_audit.py,py,other,metadata,unknown,,6281,a674ac39b5fdd92fdd616fc4cb8e9a95a4b3490615252d7a6e0ba9f04123d0ed,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
