geometry_id,geometry_hash,candidate_id_primary,candidate_aliases,topology_family,N,M,H_nm,L_nm,C_nm,added_defect_thickness_nm,effective_central_L_thickness_nm,compiled_sequence,compiled_sequence_json,layer_material_sequence,physical_layer_count,total_thickness_nm,substrate_material,superstrate_material,propagation_direction,material_model,tio2_material_id,sio2_material_id,is_nominal_geometry,parent_nominal_geometry_id,provenance_count,quality_status
GEO_9bf4ca129558038e,9bf4ca129558038e8c7bc31a4ed66f9301434b9e43d21d7a71b1d1cb4ec9c829,EX_N2_L76_H42_C162,EX_N2_L76_H42_C162,Explicit,2,,42,76,162,,,L76 H42 L76 H42 L162 H42 L76 H42 L76,"[[""L"",76],[""H"",42],[""L"",76],[""H"",42],[""L"",162],[""H"",42],[""L"",76],[""H"",42],[""L"",76]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,634,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_3475ccd85d210ae2,3475ccd85d210ae2a101d62133436496b0c68574cfc9d06098414a961144f710,EX_N2_L77_H42_C152,EX_N2_L77_H42_C152,Explicit,2,,42,77,152,,,L77 H42 L77 H42 L152 H42 L77 H42 L77,"[[""L"",77],[""H"",42],[""L"",77],[""H"",42],[""L"",152],[""H"",42],[""L"",77],[""H"",42],[""L"",77]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,628,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_a7caf466f0eab788,a7caf466f0eab788eb1c42acb37a8e9dfc367c3cd05ecc9faed6cf1a0048ad7a,EX_N2_L77_H42_C153,EX_N2_L77_H42_C153,Explicit,2,,42,77,153,,,L77 H42 L77 H42 L153 H42 L77 H42 L77,"[[""L"",77],[""H"",42],[""L"",77],[""H"",42],[""L"",153],[""H"",42],[""L"",77],[""H"",42],[""L"",77]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,629,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_d0faef5c8174d5f5,d0faef5c8174d5f5ab5babddfcb2657e10f91f08a18a2b74b2dd36e5349fc67d,EX_N2_L77_H42_C154,EX_N2_L77_H42_C154,Explicit,2,,42,77,154,,,L77 H42 L77 H42 L154 H42 L77 H42 L77,"[[""L"",77],[""H"",42],[""L"",77],[""H"",42],[""L"",154],[""H"",42],[""L"",77],[""H"",42],[""L"",77]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,630,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_e02cbb40700422b8,e02cbb40700422b8c6d816790f2734374b94d08120435fb3b66babf97afee7f9,EX_N2_L77_H42_C155,EX_N2_L77_H42_C155,Explicit,2,,42,77,155,,,L77 H42 L77 H42 L155 H42 L77 H42 L77,"[[""L"",77],[""H"",42],[""L"",77],[""H"",42],[""L"",155],[""H"",42],[""L"",77],[""H"",42],[""L"",77]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,631,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_430c534fa8681d81,430c534fa8681d810b70d3b3b199fd5649816defb2b65bcb2182b0c28161e595,EX_N2_L77_H42_C156,EX_N2_L77_H42_C156,Explicit,2,,42,77,156,,,L77 H42 L77 H42 L156 H42 L77 H42 L77,"[[""L"",77],[""H"",42],[""L"",77],[""H"",42],[""L"",156],[""H"",42],[""L"",77],[""H"",42],[""L"",77]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,632,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_2e03c0387ae40d32,2e03c0387ae40d323f4057326cedf0e114823d93e91353ddd0abdd5badee5eee,EX_N2_L77_H42_C157,EX_N2_L77_H42_C157,Explicit,2,,42,77,157,,,L77 H42 L77 H42 L157 H42 L77 H42 L77,"[[""L"",77],[""H"",42],[""L"",77],[""H"",42],[""L"",157],[""H"",42],[""L"",77],[""H"",42],[""L"",77]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,633,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_185f15de7d576106,185f15de7d5761065d9d8ddef68e70ed9efc3f20d3d04cd83f3f064f714ed986,EX_N2_L77_H42_C158,EX_N2_L77_H42_C158,Explicit,2,,42,77,158,,,L77 H42 L77 H42 L158 H42 L77 H42 L77,"[[""L"",77],[""H"",42],[""L"",77],[""H"",42],[""L"",158],[""H"",42],[""L"",77],[""H"",42],[""L"",77]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,634,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_e5789e750ea00380,e5789e750ea00380823415f88538e90bc1420d509abf9925353aa0828ba45820,EX_N2_L77_H42_C159,EX_N2_L77_H42_C159,Explicit,2,,42,77,159,,,L77 H42 L77 H42 L159 H42 L77 H42 L77,"[[""L"",77],[""H"",42],[""L"",77],[""H"",42],[""L"",159],[""H"",42],[""L"",77],[""H"",42],[""L"",77]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,635,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_13bdbb03b4a0c15a,13bdbb03b4a0c15aad0b5f62a16d9fe6ee935082fc6b45f08ad5ff7cce5c1cc9,EX_N2_L77_H42_C160,EX_N2_L77_H42_C160,Explicit,2,,42,77,160,,,L77 H42 L77 H42 L160 H42 L77 H42 L77,"[[""L"",77],[""H"",42],[""L"",77],[""H"",42],[""L"",160],[""H"",42],[""L"",77],[""H"",42],[""L"",77]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,636,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_9a24e3dcbc50e7c0,9a24e3dcbc50e7c0100de7dbd1b422d4f982bec390ceb17128877bf7f0c08273,EX_N2_L77_H42_C161,EX_N2_L77_H42_C161,Explicit,2,,42,77,161,,,L77 H42 L77 H42 L161 H42 L77 H42 L77,"[[""L"",77],[""H"",42],[""L"",77],[""H"",42],[""L"",161],[""H"",42],[""L"",77],[""H"",42],[""L"",77]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,637,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_06d1ac1f287d979b,06d1ac1f287d979b915fa4b4035d6958da9a72a4134635e5ff0820a247935e0d,EX_N2_L77_H42_C162,EX_N2_L77_H42_C162,Explicit,2,,42,77,162,,,L77 H42 L77 H42 L162 H42 L77 H42 L77,"[[""L"",77],[""H"",42],[""L"",77],[""H"",42],[""L"",162],[""H"",42],[""L"",77],[""H"",42],[""L"",77]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,638,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_468599a0b34d8513,468599a0b34d8513263ebba5f11e6eeb769b1e9ddce866330491d9057b4b8298,EX_N2_L78_H42_C152,EX_N2_L78_H42_C152,Explicit,2,,42,78,152,,,L78 H42 L78 H42 L152 H42 L78 H42 L78,"[[""L"",78],[""H"",42],[""L"",78],[""H"",42],[""L"",152],[""H"",42],[""L"",78],[""H"",42],[""L"",78]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,632,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_f5e00009a83e0a1f,f5e00009a83e0a1f5458f10b94ef57aadadc05c189583ce030b802c9a35d1c05,EX_N2_L78_H42_C153,EX_N2_L78_H42_C153,Explicit,2,,42,78,153,,,L78 H42 L78 H42 L153 H42 L78 H42 L78,"[[""L"",78],[""H"",42],[""L"",78],[""H"",42],[""L"",153],[""H"",42],[""L"",78],[""H"",42],[""L"",78]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,633,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_d8fe1978e53021bb,d8fe1978e53021bbe1a26f3a14bb72a00a236eceb6f6addf62012d1036db1f60,EX_N2_L78_H42_C154,EX_N2_L78_H42_C154,Explicit,2,,42,78,154,,,L78 H42 L78 H42 L154 H42 L78 H42 L78,"[[""L"",78],[""H"",42],[""L"",78],[""H"",42],[""L"",154],[""H"",42],[""L"",78],[""H"",42],[""L"",78]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,634,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_f8632f167708ebfb,f8632f167708ebfb54eb480f7acc60bf6346b17bf26645fa29608924a4894d6c,EX_N2_L78_H42_C155,EX_N2_L78_H42_C155,Explicit,2,,42,78,155,,,L78 H42 L78 H42 L155 H42 L78 H42 L78,"[[""L"",78],[""H"",42],[""L"",78],[""H"",42],[""L"",155],[""H"",42],[""L"",78],[""H"",42],[""L"",78]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,635,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_3e6aa28cbedc11a2,3e6aa28cbedc11a2f3a54e732696f5b127db0a89325527e0a6b8370f2fe97c49,EX_N2_L78_H42_C156,EX_N2_L78_H42_C156,Explicit,2,,42,78,156,,,L78 H42 L78 H42 L156 H42 L78 H42 L78,"[[""L"",78],[""H"",42],[""L"",78],[""H"",42],[""L"",156],[""H"",42],[""L"",78],[""H"",42],[""L"",78]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,636,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_a66d47c96cb0f599,a66d47c96cb0f599e149662e83f8a269a747298a0d9212123de2a08585578d54,EX_N2_L78_H42_C157,EX_N2_L78_H42_C157,Explicit,2,,42,78,157,,,L78 H42 L78 H42 L157 H42 L78 H42 L78,"[[""L"",78],[""H"",42],[""L"",78],[""H"",42],[""L"",157],[""H"",42],[""L"",78],[""H"",42],[""L"",78]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,637,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_d311a6e971f0d0c2,d311a6e971f0d0c202bfc731aeb6e13f88a21d84c17d3677445722523ba093c5,EX_N2_L78_H42_C158,EX_N2_L78_H42_C158,Explicit,2,,42,78,158,,,L78 H42 L78 H42 L158 H42 L78 H42 L78,"[[""L"",78],[""H"",42],[""L"",78],[""H"",42],[""L"",158],[""H"",42],[""L"",78],[""H"",42],[""L"",78]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",9,638,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
