geometry_id,polarization,wavelength_nm,output,hf,lf,delta_hf_minus_lf
K6X_D200_D205_D215_D220_D225_D230,p,447,eta_m-1,0.0121146251378,0.0057830787263810635,0.006331546411418936
K6X_D200_D205_D215_D220_D225_D230,p,447,eta_m+0,0.671706081661,0.6128635406494141,0.058842541011585925
K6X_D200_D205_D215_D220_D225_D230,p,447,eta_m+1,0.000565311503324,0.059640079736709595,-0.059074768233385595
K6X_D200_D205_D215_D220_D225_D230,p,447,eta_m+2,0.0722572655097,0.13503466546535492,-0.06277739995565491
K6X_D200_D205_D215_D220_D225_D230,p,447,eta_m+3,0.0041526157839,0.08878478407859802,-0.08463216829469802
K6X_D200_D205_D215_D220_D225_D230,p,447,T_proxy,0.7847599879269597,0.6782866716384888,0.1064733162884709
K6X_D200_D205_D215_D220_D225_D230,p,448,eta_m-3,0.00968404993727,0.023166878148913383,-0.013482828211643384
K6X_D200_D205_D215_D220_D225_D230,p,448,eta_m-2,0.0121894916144,0.03890002518892288,-0.026710533574522882
K6X_D200_D205_D215_D220_D225_D230,p,448,eta_m-1,0.0217641749311,0.02417442575097084,-0.0024102508198708406
K6X_D200_D205_D215_D220_D225_D230,p,448,eta_m+0,0.618170414556,0.7894349098205566,-0.17126449526455667
K6X_D200_D205_D215_D220_D225_D230,p,448,eta_m+1,0.00339673233995,0.006904751528054476,-0.003508019188104476
K6X_D200_D205_D215_D220_D225_D230,p,448,eta_m+2,0.0772628058011,0.09425216913223267,-0.01698936333113267
K6X_D200_D205_D215_D220_D225_D230,p,448,eta_m+3,0.00549477574918,0.023166878148913383,-0.017672102399733384
K6X_D200_D205_D215_D220_D225_D230,p,448,T_proxy,0.7479624449289735,0.8205141425132751,-0.07255169758430169
K6X_D200_D205_D215_D220_D225_D230,p,449,eta_m-3,0.0106440770117,0.012471954338252544,-0.001827877326552544
K6X_D200_D205_D215_D220_D225_D230,p,449,eta_m-2,0.00440337345883,0.04209396615624428,-0.037690592697414274
K6X_D200_D205_D215_D220_D225_D230,p,449,eta_m-1,0.0233169953052,0.026263367384672165,-0.002946372079472164
K6X_D200_D205_D215_D220_D225_D230,p,449,eta_m+0,0.604730746859,0.8013957738876343,-0.1966650270286343
K6X_D200_D205_D215_D220_D225_D230,p,449,eta_m+1,0.00143998366439,0.0005385062540881336,0.0009014774103018664
K6X_D200_D205_D215_D220_D225_D230,p,449,eta_m+2,0.0804868596773,0.10476444661617279,-0.02427758693887279
K6X_D200_D205_D215_D220_D225_D230,p,449,eta_m+3,0.0069261062215,0.012471954338252544,-0.005545848116752544
K6X_D200_D205_D215_D220_D225_D230,p,449,T_proxy,0.7319481421983346,0.8281976580619812,-0.0962495158636466
K6X_D200_D205_D215_D220_D225_D230,p,450,eta_m-3,0.0183310362679,0.010742067359387875,0.007588968908512125
K6X_D200_D205_D215_D220_D225_D230,p,450,eta_m-2,0.00024762714046,0.040032096207141876,-0.03978446906668188
K6X_D200_D205_D215_D220_D225_D230,p,450,eta_m-1,0.039210440554,0.02843751385807991,0.010772926695920088
K6X_D200_D205_D215_D220_D225_D230,p,450,eta_m+0,0.548746056275,0.7968879342079163,-0.2481418779329163
K6X_D200_D205_D215_D220_D225_D230,p,450,eta_m+1,0.0146419859263,0.00011649888620013371,0.014525487040099866
K6X_D200_D205_D215_D220_D225_D230,p,450,eta_m+2,0.0888326031026,0.11304181069135666,-0.024209207588756665
K6X_D200_D205_D215_D220_D225_D230,p,450,eta_m+3,0.0101722509148,0.010742067359387875,-0.0005698164445878742
K6X_D200_D205_D215_D220_D225_D230,p,450,T_proxy,0.7201820001807265,0.8254419565200806,-0.10525995633935403
K6X_D200_D205_D215_D220_D225_D230,p,451,eta_m-3,0.0157007963134,0.01294422335922718,0.0027565729541728194
K6X_D200_D205_D215_D220_D225_D230,p,451,eta_m-2,0.00340714396999,0.034320197999477386,-0.030913054029487387
K6X_D200_D205_D215_D220_D225_D230,p,451,eta_m-1,0.039639991117,0.036992449313402176,0.0026475418035978235
K6X_D200_D205_D215_D220_D225_D230,p,451,eta_m+0,0.574456120144,0.7777804732322693,-0.20332435308826924
K6X_D200_D205_D215_D220_D225_D230,p,451,eta_m+1,0.0226833370023,0.001670177560299635,0.021013159442000363
K6X_D200_D205_D215_D220_D225_D230,p,451,eta_m+2,0.0810865103835,0.12334822118282318,-0.042261710799323185
K6X_D200_D205_D215_D220_D225_D230,p,451,eta_m+3,0.00957486440043,0.01294422335922718,-0.00336935895879718
K6X_D200_D205_D215_D220_D225_D230,p,451,T_proxy,0.7465487633308866,0.8164430856704712,-0.06989432233958459
K6X_D200_D205_D215_D220_D225_D230,p,452,eta_m-3,0.0501657663249,0.019787436351180077,0.030378329973719927
K6X_D200_D205_D215_D220_D225_D230,p,452,eta_m-2,0.0285594849976,0.025580039247870445,0.0029794457497295534
K6X_D200_D205_D215_D220_D225_D230,p,452,eta_m-1,0.0596582300429,0.05385163798928261,0.0058065920536173946
K6X_D200_D205_D215_D220_D225_D230,p,452,eta_m+0,0.124232006405,0.739241898059845,-0.615009891654845
K6X_D200_D205_D215_D220_D225_D230,p,452,eta_m+1,0.00218391967558,0.007031895220279694,-0.004847975544699694
K6X_D200_D205_D215_D220_D225_D230,p,452,eta_m+2,0.0862027589582,0.13471965491771698,-0.048516895959516984
K6X_D200_D205_D215_D220_D225_D230,p,452,eta_m+3,0.0319719850964,0.019787436351180077,0.012184548745219924
K6X_D200_D205_D215_D220_D225_D230,p,452,T_proxy,0.38297415150024017,0.8001254796981812,-0.417151328197941
K6X_D200_D205_D215_D220_D225_D230,p,453,eta_m-3,0.0239625444277,0.028099488466978073,-0.004136944039278074
K6X_D200_D205_D215_D220_D225_D230,p,453,eta_m-2,0.00421106360189,0.01328070368617773,-0.00906964008428773
K6X_D200_D205_D215_D220_D225_D230,p,453,eta_m-1,0.00859575959231,0.07745660096406937,-0.06886084137175937
K6X_D200_D205_D215_D220_D225_D230,p,453,eta_m+0,0.630098582537,0.6951984167098999,-0.06509983417289988
K6X_D200_D205_D215_D220_D225_D230,p,453,eta_m+1,0.0326982309423,0.018808070570230484,0.013890160372069513
K6X_D200_D205_D215_D220_D225_D230,p,453,eta_m+2,0.0261226752668,0.13905714452266693,-0.11293446925586693
K6X_D200_D205_D215_D220_D225_D230,p,453,eta_m+3,0.0193001558545,0.028099488466978073,-0.008799332612478072
K6X_D200_D205_D215_D220_D225_D230,p,453,T_proxy,0.7449890122222477,0.7914630770683289,-0.04647406484608119
K6X_D200_D205_D215_D220_D225_D230,p,454,eta_m-3,0.0182145375266,0.0389723926782608,-0.020757855151660804
K6X_D200_D205_D215_D220_D225_D230,p,454,eta_m-2,0.00949489183064,0.00868094153702259,0.000813950293617409
K6X_D200_D205_D215_D220_D225_D230,p,454,eta_m-1,0.00527574617545,0.1062052994966507,-0.1009295533212007
K6X_D200_D205_D215_D220_D225_D230,p,454,eta_m+0,0.683964989694,0.64372718334198,0.04023780635202001
K6X_D200_D205_D215_D220_D225_D230,p,454,eta_m+1,0.0257395344099,0.030744966119527817,-0.005005431709627816
K6X_D200_D205_D215_D220_D225_D230,p,454,eta_m+2,0.0240233331886,0.13269683718681335,-0.10867350399821335
K6X_D200_D205_D215_D220_D225_D230,p,454,eta_m+3,0.0152711026173,0.0389723926782608,-0.023701290060960806
K6X_D200_D205_D215_D220_D225_D230,p,454,T_proxy,0.7819841354430157,0.7806774377822876,0.0013066976607281067
K6X_D200_D205_D215_D220_D225_D230,p,455,eta_m-3,0.0160388819553,0.13419079780578613,-0.11815191585048614
K6X_D200_D205_D215_D220_D225_D230,p,455,eta_m-2,0.0146761794342,0.04778629541397095,-0.03311011597977095
K6X_D200_D205_D215_D220_D225_D230,p,455,eta_m-1,0.00227811459071,0.11609411984682083,-0.11381600525611082
K6X_D200_D205_D215_D220_D225_D230,p,455,eta_m+0,0.68647855267,0.5025781989097595,0.1839003537602405
K6X_D200_D205_D215_D220_D225_D230,p,455,eta_m+1,0.0301653252545,0.0038242421578615904,0.02634108309663841
K6X_D200_D205_D215_D220_D225_D230,p,455,eta_m+2,0.0222025126416,0.06133561208844185,-0.039133099446841846
K6X_D200_D205_D215_D220_D225_D230,p,455,eta_m+3,0.0141936289137,0.13419079780578613,-0.11999716889208613
K6X_D200_D205_D215_D220_D225_D230,p,455,T_proxy,0.7860331954597607,0.6224965453147888,0.16353665014497187
K6X_D200_D205_D215_D220_D225_D230,s,445,eta_m-3,0.049777928556,0.05699853599071503,-0.007220607434715025
K6X_D200_D205_D215_D220_D225_D230,s,445,eta_m-2,0.0122408044991,0.016768399626016617,-0.004527595126916617
K6X_D200_D205_D215_D220_D225_D230,s,445,eta_m-1,0.0396304563476,0.09304876625537872,-0.053418309907778724
K6X_D200_D205_D215_D220_D225_D230,s,445,eta_m+0,0.469986083261,0.586542546749115,-0.11655646348811499
K6X_D200_D205_D215_D220_D225_D230,s,445,eta_m+1,0.0325179973885,0.03473886847496033,-0.0022208710864603243
K6X_D200_D205_D215_D220_D225_D230,s,445,eta_m+2,0.00127787373785,0.1549042910337448,-0.15362641729589482
K6X_D200_D205_D215_D220_D225_D230,s,445,eta_m+3,0.0495104545686,0.05699853599071503,-0.007488081422115024
K6X_D200_D205_D215_D220_D225_D230,s,445,T_proxy,0.6549415983582332,0.7143301963806152,-0.059388598022382055
K6X_D200_D205_D215_D220_D225_D230,s,446,eta_m-3,0.0305228190033,0.0700925812125206,-0.0395697622092206
K6X_D200_D205_D215_D220_D225_D230,s,446,eta_m-2,0.0124997016927,0.01686960458755493,-0.004369902894854932
K6X_D200_D205_D215_D220_D225_D230,s,446,eta_m-1,0.0600879291195,0.07257375121116638,-0.012485822091666383
K6X_D200_D205_D215_D220_D225_D230,s,446,eta_m+0,0.611942309056,0.5264216065406799,0.08552070251532007
K6X_D200_D205_D215_D220_D225_D230,s,446,eta_m+1,0.0224349701808,0.038024190813302994,-0.015589220632502995
K6X_D200_D205_D215_D220_D225_D230,s,446,eta_m+2,0.00198467805205,0.20592571794986725,-0.20394103989781726
K6X_D200_D205_D215_D220_D225_D230,s,446,eta_m+3,0.0192874364962,0.0700925812125206,-0.0508051447163206
K6X_D200_D205_D215_D220_D225_D230,s,446,T_proxy,0.7587598436004644,0.6370195150375366,0.12174032856292782
K6X_D200_D205_D215_D220_D225_D230,s,447,eta_m-3,0.023639247079,0.08878478407859802,-0.06514553699959802
K6X_D200_D205_D215_D220_D225_D230,s,447,eta_m-2,0.0139096357939,0.009109044447541237,0.004800591346358763
K6X_D200_D205_D215_D220_D225_D230,s,447,eta_m-1,0.0447879225646,0.0057830787263810635,0.039004843838218936
K6X_D200_D205_D215_D220_D225_D230,s,447,eta_m+0,0.671063179701,0.6128635406494141,0.05819963905158598
K6X_D200_D205_D215_D220_D225_D230,s,447,eta_m+1,0.0384649203248,0.059640079736709595,-0.021175159411909596
K6X_D200_D205_D215_D220_D225_D230,s,447,eta_m+2,0.00351736699612,0.13503466546535492,-0.13151729846923493
K6X_D200_D205_D215_D220_D225_D230,s,447,eta_m+3,0.00516432281294,0.08878478407859802,-0.08362046126565802
K6X_D200_D205_D215_D220_D225_D230,s,447,T_proxy,0.80054659527273,0.6782866716384888,0.12225992363424121
K6X_D200_D205_D215_D220_D225_D230,s,448,eta_m-3,0.0153317347403,0.023166878148913383,-0.007835143408613384
K6X_D200_D205_D215_D220_D225_D230,s,448,eta_m-2,0.0136674107937,0.03890002518892288,-0.025232614395222883
K6X_D200_D205_D215_D220_D225_D230,s,448,eta_m-1,0.0313137332197,0.02417442575097084,0.007139307468729157
K6X_D200_D205_D215_D220_D225_D230,s,448,eta_m+0,0.679704879009,0.7894349098205566,-0.10973003081155663
K6X_D200_D205_D215_D220_D225_D230,s,448,eta_m+1,0.0424116480081,0.006904751528054476,0.03550689648004553
K6X_D200_D205_D215_D220_D225_D230,s,448,eta_m+2,0.00731309259673,0.09425216913223267,-0.08693907653550266
K6X_D200_D205_D215_D220_D225_D230,s,448,eta_m+3,0.000471478274426,0.023166878148913383,-0.022695399874487383
K6X_D200_D205_D215_D220_D225_D230,s,448,T_proxy,0.7902139766416234,0.8205141425132751,-0.03030016587165174
K6X_D200_D205_D215_D220_D225_D230,s,449,eta_m-3,0.0108143046657,0.012471954338252544,-0.0016576496725525438
K6X_D200_D205_D215_D220_D225_D230,s,449,eta_m-2,0.0119502405754,0.04209396615624428,-0.03014372558084428
K6X_D200_D205_D215_D220_D225_D230,s,449,eta_m-1,0.026706504646,0.026263367384672165,0.00044313726132783407
K6X_D200_D205_D215_D220_D225_D230,s,449,eta_m+0,0.683371895292,0.8013957738876343,-0.11802387859563424
K6X_D200_D205_D215_D220_D225_D230,s,449,eta_m+1,0.0465953542022,0.0005385062540881336,0.046056847948111865
K6X_D200_D205_D215_D220_D225_D230,s,449,eta_m+2,0.00940585236678,0.10476444661617279,-0.09535859424939279
K6X_D200_D205_D215_D220_D225_D230,s,449,eta_m+3,0.000443161574217,0.012471954338252544,-0.012028792764035545
K6X_D200_D205_D215_D220_D225_D230,s,449,T_proxy,0.7892873133220529,0.8281976580619812,-0.03891034473992827
K6X_D200_D205_D215_D220_D225_D230,s,450,eta_m-3,0.00854698787092,0.010742067359387875,-0.0021950794884678746
K6X_D200_D205_D215_D220_D225_D230,s,450,eta_m-2,0.00988321813501,0.040032096207141876,-0.030148878072131874
K6X_D200_D205_D215_D220_D225_D230,s,450,eta_m-1,0.023186761217,0.02843751385807991,-0.005250752641079909
K6X_D200_D205_D215_D220_D225_D230,s,450,eta_m+0,0.686762381368,0.7968879342079163,-0.11012555283991621
K6X_D200_D205_D215_D220_D225_D230,s,450,eta_m+1,0.0544581388551,0.00011649888620013371,0.05434163996889987
K6X_D200_D205_D215_D220_D225_D230,s,450,eta_m+2,0.0105777067086,0.11304181069135666,-0.10246410398275665
K6X_D200_D205_D215_D220_D225_D230,s,450,eta_m+3,0.00123549275121,0.010742067359387875,-0.009506574608177875
K6X_D200_D205_D215_D220_D225_D230,s,450,T_proxy,0.7946506869053298,0.8254419565200806,-0.03079126961475076
K6X_D200_D205_D215_D220_D225_D230,s,451,eta_m-3,0.00880993900198,0.01294422335922718,-0.00413428435724718
K6X_D200_D205_D215_D220_D225_D230,s,451,eta_m-2,0.00943810626507,0.034320197999477386,-0.024882091734407384
K6X_D200_D205_D215_D220_D225_D230,s,451,eta_m-1,0.0180469663698,0.036992449313402176,-0.018945482943602175
K6X_D200_D205_D215_D220_D225_D230,s,451,eta_m+0,0.660198787102,0.7777804732322693,-0.11758168613026931
K6X_D200_D205_D215_D220_D225_D230,s,451,eta_m+1,0.0658245793523,0.001670177560299635,0.06415440179200037
K6X_D200_D205_D215_D220_D225_D230,s,451,eta_m+2,0.0115088307753,0.12334822118282318,-0.11183939040752318
K6X_D200_D205_D215_D220_D225_D230,s,451,eta_m+3,0.00157710509258,0.01294422335922718,-0.01136711826664718
K6X_D200_D205_D215_D220_D225_D230,s,451,T_proxy,0.7754043139588349,0.8164430856704712,-0.04103877171163628
K6X_D200_D205_D215_D220_D225_D230,s,452,eta_m-3,0.0152148338472,0.019787436351180077,-0.004572602503980077
K6X_D200_D205_D215_D220_D225_D230,s,452,eta_m-2,0.0198447349822,0.025580039247870445,-0.005735304265670444
K6X_D200_D205_D215_D220_D225_D230,s,452,eta_m-1,0.00991147365082,0.05385163798928261,-0.04394016433846261
K6X_D200_D205_D215_D220_D225_D230,s,452,eta_m+0,0.485895970818,0.739241898059845,-0.25334592724184496
K6X_D200_D205_D215_D220_D225_D230,s,452,eta_m+1,0.0757960222677,0.007031895220279694,0.06876412704742031
K6X_D200_D205_D215_D220_D225_D230,s,452,eta_m+2,0.016259887839,0.13471965491771698,-0.11845976707871698
K6X_D200_D205_D215_D220_D225_D230,s,452,eta_m+3,0.00127928593663,0.019787436351180077,-0.018508150414550076
K6X_D200_D205_D215_D220_D225_D230,s,452,T_proxy,0.6242022093413295,0.8001254796981812,-0.17592327035685162
K6X_D200_D205_D215_D220_D225_D230,s,453,eta_m-3,0.0285753969635,0.028099488466978073,0.0004759084965219283
K6X_D200_D205_D215_D220_D225_D230,s,453,eta_m-2,0.0536638151615,0.01328070368617773,0.04038311147532227
K6X_D200_D205_D215_D220_D225_D230,s,453,eta_m-1,0.014534155024,0.07745660096406937,-0.06292244594006936
K6X_D200_D205_D215_D220_D225_D230,s,453,eta_m+0,0.080163691034,0.6951984167098999,-0.6150347256758999
K6X_D200_D205_D215_D220_D225_D230,s,453,eta_m+1,0.0476154526973,0.018808070570230484,0.028807382127069514
K6X_D200_D205_D215_D220_D225_D230,s,453,eta_m+2,0.0375992928399,0.13905714452266693,-0.10145785168276693
K6X_D200_D205_D215_D220_D225_D230,s,453,eta_m+3,0.0043638771346,0.028099488466978073,-0.023735611332378073
K6X_D200_D205_D215_D220_D225_D230,s,453,T_proxy,0.26651568085487326,0.7914630770683289,-0.5249473962134557
K6X_D200_D205_D215_D220_D225_D230,s,454,eta_m-3,0.0193171505703,0.0389723926782608,-0.019655242107960803
K6X_D200_D205_D215_D220_D225_D230,s,454,eta_m-2,0.0455436849353,0.00868094153702259,0.03686274339827741
K6X_D200_D205_D215_D220_D225_D230,s,454,eta_m-1,0.0298533039604,0.1062052994966507,-0.07635199553625069
K6X_D200_D205_D215_D220_D225_D230,s,454,eta_m+0,0.236432805127,0.64372718334198,-0.40729437821498
K6X_D200_D205_D215_D220_D225_D230,s,454,eta_m+1,0.0263832500537,0.030744966119527817,-0.004361716065827817
K6X_D200_D205_D215_D220_D225_D230,s,454,eta_m+2,0.0454631060069,0.13269683718681335,-0.08723373117991336
K6X_D200_D205_D215_D220_D225_D230,s,454,eta_m+3,0.00956641723459,0.0389723926782608,-0.029405975443670802
K6X_D200_D205_D215_D220_D225_D230,s,454,T_proxy,0.4125597178876785,0.7806774377822876,-0.3681177198946091
K6X_D200_D205_D215_D220_D225_D230,s,455,eta_m-3,0.00880663249381,0.13419079780578613,-0.12538416531197613
K6X_D200_D205_D215_D220_D225_D230,s,455,eta_m-2,0.0284916649878,0.04778629541397095,-0.019294630426170946
K6X_D200_D205_D215_D220_D225_D230,s,455,eta_m-1,0.0310343340312,0.11609411984682083,-0.08505978581562083
K6X_D200_D205_D215_D220_D225_D230,s,455,eta_m+0,0.426471857434,0.5025781989097595,-0.07610634147575951
K6X_D200_D205_D215_D220_D225_D230,s,455,eta_m+1,0.0419700237646,0.0038242421578615904,0.038145781606738406
K6X_D200_D205_D215_D220_D225_D230,s,455,eta_m+2,0.0444145611993,0.06133561208844185,-0.01692105088914185
K6X_D200_D205_D215_D220_D225_D230,s,455,eta_m+3,0.0113261426394,0.13419079780578613,-0.12286465516638613
K6X_D200_D205_D215_D220_D225_D230,s,455,T_proxy,0.5925152165497583,0.6224965453147888,-0.029981328765030568
K6X_D100_D140_D145_D155_D225_D230,p,445,eta_m-3,0.0226388579212,0.08799850940704346,-0.06535965148584345
K6X_D100_D140_D145_D155_D225_D230,p,445,eta_m-2,0.0519542027787,0.05480121821165085,-0.00284701543295085
K6X_D100_D140_D145_D155_D225_D230,p,445,eta_m-1,0.238196851944,0.22641293704509735,0.011783914898902653
K6X_D100_D140_D145_D155_D225_D230,p,445,eta_m+0,0.00400790763079,0.02867003343999386,-0.024662125809203857
K6X_D100_D140_D145_D155_D225_D230,p,445,eta_m+1,0.360222436858,0.38533246517181396,-0.02511002831381398
K6X_D100_D140_D145_D155_D225_D230,p,445,eta_m+2,0.0886298580556,0.12878628075122833,-0.04015642269562833
K6X_D100_D140_D145_D155_D225_D230,p,445,eta_m+3,0.0418657426296,0.08799850940704346,-0.046132766777443455
K6X_D100_D140_D145_D155_D225_D230,p,445,T_proxy,0.8075158578181046,0.6404154300689697,0.16710042774913492
K6X_D100_D140_D145_D155_D225_D230,p,446,eta_m-3,0.0230172903318,0.08610610663890839,-0.06308881630710839
K6X_D100_D140_D145_D155_D225_D230,p,446,eta_m-2,0.0499870799025,0.05024607479572296,-0.0002589948932229594
K6X_D100_D140_D145_D155_D225_D230,p,446,eta_m-1,0.234935173113,0.22281838953495026,0.012116783578049739
K6X_D100_D140_D145_D155_D225_D230,p,446,eta_m+0,0.00433003828616,0.027077529579401016,-0.022747491293241016
K6X_D100_D140_D145_D155_D225_D230,p,446,eta_m+1,0.374311521047,0.4073558449745178,-0.03304432392751783
K6X_D100_D140_D145_D155_D225_D230,p,446,eta_m+2,0.0825212784087,0.12028992921113968,-0.037768650802439685
K6X_D100_D140_D145_D155_D225_D230,p,446,eta_m+3,0.0414517325032,0.08610610663890839,-0.044654374135708386
K6X_D100_D140_D145_D155_D225_D230,p,446,T_proxy,0.8105541135916915,0.65725177526474,0.1533023383269515
K6X_D100_D140_D145_D155_D225_D230,p,447,eta_m-3,0.0233170646399,0.08363764733076096,-0.060320582690860956
K6X_D100_D140_D145_D155_D225_D230,p,447,eta_m-2,0.0477106887362,0.0461139902472496,0.0015966984889503946
K6X_D100_D140_D145_D155_D225_D230,p,447,eta_m-1,0.229773305438,0.21733520925045013,0.012438096187549874
K6X_D100_D140_D145_D155_D225_D230,p,447,eta_m+0,0.00468758248121,0.02614544704556465,-0.021457864564354653
K6X_D100_D140_D145_D155_D225_D230,p,447,eta_m+1,0.390059359771,0.4291714131832123,-0.0391120534122123
K6X_D100_D140_D145_D155_D225_D230,p,447,eta_m+2,0.0761620655161,0.1139587014913559,-0.0377966359752559
K6X_D100_D140_D145_D155_D225_D230,p,447,eta_m+3,0.0407363646313,0.08363764733076096,-0.04290128269946095
K6X_D100_D140_D145_D155_D225_D230,p,447,T_proxy,0.8124464312137587,0.6726520657539368,0.13979436545982193
K6X_D100_D140_D145_D155_D225_D230,p,448,eta_m-3,0.0239674361419,0.08063898235559464,-0.056671546213694635
K6X_D100_D140_D145_D155_D225_D230,p,448,eta_m-2,0.0440184169177,0.041867781430482864,0.0021506354872171327
K6X_D100_D140_D145_D155_D225_D230,p,448,eta_m-1,0.217532391678,0.20966258645057678,0.007869805227423227
K6X_D100_D140_D145_D155_D225_D230,p,448,eta_m+0,0.00493960596441,0.02587895281612873,-0.02093934685171873
K6X_D100_D140_D145_D155_D225_D230,p,448,eta_m+1,0.418488056113,0.4512525200843811,-0.03276446397138111
K6X_D100_D140_D145_D155_D225_D230,p,448,eta_m+2,0.0640013098515,0.11006014049053192,-0.04605883063903192
K6X_D100_D140_D145_D155_D225_D230,p,448,eta_m+3,0.0400811411162,0.08063898235559464,-0.04055784123939463
K6X_D100_D140_D145_D155_D225_D230,p,448,T_proxy,0.8130283577828933,0.6867940425872803,0.126234315195613
K6X_D100_D140_D145_D155_D225_D230,p,449,eta_m-3,0.0299387758685,0.076292023062706,-0.046353247194206
K6X_D100_D140_D145_D155_D225_D230,p,449,eta_m-2,0.0500405703244,0.037498295307159424,0.012542275017240576
K6X_D100_D140_D145_D155_D225_D230,p,449,eta_m-1,0.227487197401,0.199995756149292,0.02749144125170802
K6X_D100_D140_D145_D155_D225_D230,p,449,eta_m+0,0.00333890618303,0.02658582478761673,-0.02324691860458673
K6X_D100_D140_D145_D155_D225_D230,p,449,eta_m+1,0.416512630257,0.4741864502429962,-0.05767381998599619
K6X_D100_D140_D145_D155_D225_D230,p,449,eta_m+2,0.0539563924963,0.10914959758520126,-0.055193205088901263
K6X_D100_D140_D145_D155_D225_D230,p,449,eta_m+3,0.05140573573,0.076292023062706,-0.024886287332705995
K6X_D100_D140_D145_D155_D225_D230,p,449,T_proxy,0.8326802082610053,0.700767993927002,0.13191221433400335
K6X_D100_D140_D145_D155_D225_D230,p,450,eta_m-3,0.0273983968506,0.06959767639636993,-0.042199279545769935
K6X_D100_D140_D145_D155_D225_D230,p,450,eta_m-2,0.0471900431985,0.03205372765660286,0.015136315541897143
K6X_D100_D140_D145_D155_D225_D230,p,450,eta_m-1,0.22453544502,0.18851858377456665,0.03601686124543335
K6X_D100_D140_D145_D155_D225_D230,p,450,eta_m+0,0.00489083415881,0.02875128574669361,-0.02386045158788361
K6X_D100_D140_D145_D155_D225_D230,p,450,eta_m+1,0.415874008958,0.49816152453422546,-0.08228751557622549
K6X_D100_D140_D145_D155_D225_D230,p,450,eta_m+2,0.0603682441177,0.11331953853368759,-0.052951294415987595
K6X_D100_D140_D145_D155_D225_D230,p,450,eta_m+3,0.0452541601047,0.06959767639636993,-0.024343516291669934
K6X_D100_D140_D145_D155_D225_D230,p,450,T_proxy,0.8255111324080197,0.7154313921928406,0.11007974021517908
K6X_D100_D140_D145_D155_D225_D230,p,451,eta_m-3,0.0273409871979,0.05731863155961037,-0.029977644361710368
K6X_D100_D140_D145_D155_D225_D230,p,451,eta_m-2,0.0452681298387,0.024033403024077415,0.021234726814622587
K6X_D100_D140_D145_D155_D225_D230,p,451,eta_m-1,0.216996600178,0.17907850444316864,0.03791809573483135
K6X_D100_D140_D145_D155_D225_D230,p,451,eta_m+0,0.00565699827605,0.033398933708667755,-0.027741935432617756
K6X_D100_D140_D145_D155_D225_D230,p,451,eta_m+1,0.428647229133,0.5218914747238159,-0.0932442455908159
K6X_D100_D140_D145_D155_D225_D230,p,451,eta_m+2,0.0560349876123,0.1269604116678238,-0.0709254240555238
K6X_D100_D140_D145_D155_D225_D230,p,451,eta_m+3,0.0434463075783,0.05731863155961037,-0.013872323981310365
K6X_D100_D140_D145_D155_D225_D230,p,451,T_proxy,0.8233912398144391,0.7343689203262329,0.08902231948820616
K6X_D100_D140_D145_D155_D225_D230,p,452,eta_m-3,0.0276529673578,0.03448446840047836,-0.0068315010426783646
