geometry_id,wavelength_nm,abs_delta_eta_plus1,abs_delta_eta_0,abs_delta_eta_minus1,abs_delta_R_total,abs_delta_T_total,full_order_profile_l1
K6X_D100_D140_D145_D155_D225_D230,450,0.10852712226618488,0.0047101492097941094,0.0325815485369951,0.0964713206606283,0.09683233319698326,0.24196508328094893
K6X_D100_D140_D145_D155_D225_D230,451,0.13611690844384605,0.0056149579616975274,0.038326076895913275,0.10826208685298713,0.10835057833497552,0.2986943472345845
K6X_D100_D140_D145_D155_D225_D230,452,0.17192465312608946,0.006460732128875493,0.03638251307167717,0.11877890489890192,0.11848832505138618,0.3508433698742802
K6X_D100_D140_D145_D155_D225_D230,453,0.21517041048031021,0.007460874540985258,0.02586439006367597,0.12498717874076981,0.12450987976476702,0.3990768410379891
K6X_D100_D140_D145_D155_D225_D230,454,0.2586732251831998,0.008732358481133533,0.0006718000889751885,0.11924472866204294,0.11900402028134749,0.42580285462713297
K6X_D100_D140_D145_D155_D225_D230,455,0.2835677151132586,0.010386223751035116,0.04151170306712837,0.09229022941449197,0.09265327967543902,0.513395646027115
K6X_D100_D200_D205_D210_D215_D220,445,0.015048303910834301,0.06103608755852963,0.005671012866541225,0.081889190243707,0.08232328337168249,0.11390658937660005
K6X_D100_D200_D205_D210_D215_D220,446,0.021394224809258525,0.1100336755622574,0.005585239494636289,0.13966587596712626,0.14107825746709013,0.15339615889650293
K6X_D100_D200_D205_D210_D215_D220,447,0.029099577420643032,0.13644926374926658,0.005354108064479803,0.18408760899684418,0.1843598293492804,0.19127102928747194
K6X_D100_D200_D205_D210_D215_D220,448,0.03452169273914897,0.1640279777105602,0.03576322082246594,0.24553836664711848,0.2471562502914808,0.26201021903175
K6X_D100_D200_D205_D210_D215_D220,449,0.014084312477343243,0.3129172311479551,0.028904834651617008,0.35692087774689213,0.3575694020468157,0.39472024993120997
K6X_D100_D200_D205_D210_D215_D220,450,0.004242197120362973,0.4093900230901116,0.00026199331691911104,0.39596688722723633,0.39699366480986453,0.45024979684204997
K6X_D100_D200_D205_D210_D215_D220,451,0.0043482083729631076,0.46909014104441155,0.03513152843332992,0.402083884602148,0.4033571107384655,0.5527565324077498
K6X_D100_D200_D205_D210_D215_D220,452,0.019475301307056603,0.4994177245103047,0.007870629100025575,0.46738942888527857,0.4685977151907602,0.5736650958020302
K6X_D100_D200_D205_D210_D215_D220,453,0.019290672263474973,0.4034774027567906,0.02095293198428912,0.37609191867703,0.37855964375887063,0.47346604014447996
K6X_D100_D200_D205_D210_D215_D220,454,0.029541872631496886,0.3465375871994814,0.027606435611784937,0.3291776330921312,0.3304914043628461,0.4258215739428599
K6X_D100_D200_D205_D210_D215_D220,455,0.03773479039625988,0.286739129841702,0.019611749182749168,0.28851913951275254,0.2873908144565933,0.36981302192510496
K6X_D105_D120_D125_D130_D165_D190,445,0.07507165292505757,0.05620290580052344,0.05275849717974124,0.0017591116955672642,0.001787062412937468,0.2607043998165766
K6X_D105_D120_D125_D130_D165_D190,446,0.05198061707784574,0.0507260940827165,0.05204636507355884,0.014990587164947,0.014130203141392572,0.22619484414557223
K6X_D105_D120_D125_D130_D165_D190,447,0.03508817979233558,0.04884016531939643,0.050313263586563045,0.025092309180458156,0.025154015445206124,0.20105403388606566
K6X_D105_D120_D125_D130_D165_D190,448,0.024049438342906182,0.04901581962031515,0.047401732564204505,0.033808616424924165,0.03305439965084833,0.1822021923380013
K6X_D105_D120_D125_D130_D165_D190,449,0.015750623315036072,0.0488571383634977,0.04356131924926469,0.040802800881194215,0.040997281582154765,0.16637525947012194
K6X_D105_D120_D125_D130_D165_D190,450,0.005114812498532517,0.04994748180961062,0.04031386973913538,0.049468216445443275,0.04854891014776819,0.14681474753474608
K6X_D105_D120_D125_D130_D165_D190,451,0.07617494409121173,0.08643610671780538,0.03739239514163309,0.038617906492464896,0.04079949565319896,0.23261738062363974
K6X_D105_D120_D125_D130_D165_D190,452,0.06452904159950956,0.06466083969558001,0.031161559893739862,0.002677165597304687,0.0025557575759214135,0.19850263427291853
K6X_D105_D120_D125_D130_D165_D190,453,0.05282850924151561,0.05940258597432532,0.028734575907288,0.013511409610207317,0.012960304171196646,0.18423469639987575
K6X_D105_D120_D125_D130_D165_D190,454,0.05160131803804413,0.058206462277796286,0.026766178366913924,0.017374678783253744,0.017015397254035225,0.1816214855116199
K6X_D105_D120_D125_D130_D165_D190,455,0.05192315291585148,0.05757735426890559,0.025116371654179372,0.01955760833408003,0.019138772588845443,0.18123948283360058
K6X_D110_D125_D135_D150_D175_D190,445,0.13520397594368694,0.007545219303556854,0.005995484946558841,0.10671512374213259,0.10673573162904648,0.17815107521651102
K6X_D110_D125_D135_D150_D175_D190,446,0.14219426694984094,0.007770826691946537,0.006145259862807959,0.11552632218445637,0.11629730115739434,0.18385299990217904
K6X_D110_D125_D135_D150_D175_D190,447,0.15953291227599142,0.008998708788165248,0.005962190144609367,0.13469296131901526,0.13485123595213744,0.20099671182549697
K6X_D110_D125_D135_D150_D175_D190,448,0.2333707767932739,0.018097387512478268,0.005132044959650932,0.1975547533052227,0.1981069672463417,0.29760121011863105
K6X_D110_D125_D135_D150_D175_D190,449,0.5012732050472526,0.07935953852993088,0.004244248432644455,0.3857344652629046,0.38614968463979893,0.639622560822639
K6X_D110_D125_D135_D150_D175_D190,450,0.1983096696163551,0.047994894395415454,0.00966938423027127,0.1452982105309304,0.14562830828910667,0.28711353956546504
K6X_D110_D125_D135_D150_D175_D190,451,0.08072419029471845,0.022767870017775308,0.010707936063951646,0.07220727675254263,0.0726775655414782,0.1286658525657932
K6X_D110_D125_D135_D150_D175_D190,452,0.03420824799374922,0.013333861197642202,0.011328873400574056,0.05123961441400922,0.05094895492365681,0.07761667731913202
K6X_D110_D125_D135_D150_D175_D190,453,0.0032689600828750276,0.00863741836263046,0.011981599494392542,0.04185421987541424,0.04173255750676663,0.05900739423217494
K6X_D110_D125_D135_D150_D175_D190,454,0.011127285986616942,0.014951582319585774,0.011920979019703995,0.061233977477833185,0.061710759625584366,0.09161392426512296
K6X_D110_D125_D135_D150_D175_D190,455,0.3228386658043872,0.1052301104552233,0.008745593667763315,0.24436893869368273,0.2451341559179625,0.472244888700386
K6X_D110_D125_D135_D150_D175_D195,445,0.14717190426807514,0.013492131010592897,0.008606821865926897,0.09801796946339578,0.09798701114618147,0.2174748664452178
K6X_D110_D125_D135_D150_D175_D195,446,0.1513481188646213,0.013362806768652794,0.008770277104618375,0.10416061037817376,0.10602904793894874,0.21924301726085108
K6X_D110_D125_D135_D150_D175_D195,447,0.1606975327578316,0.013497747033080024,0.008851828689314764,0.11873538669154463,0.11869432193750229,0.22683283312510497
K6X_D110_D125_D135_D150_D175_D195,448,0.20788857396518712,0.019006287215129786,0.0088146830476526,0.1631137233613375,0.1619444507881037,0.27907631955753814
K6X_D110_D125_D135_D150_D175_D195,449,0.46664088696639094,0.07704822962564242,0.008283238400038993,0.3424500093926831,0.3434243401095496,0.6138712507656097
K6X_D110_D125_D135_D150_D175_D195,450,0.28239982943563535,0.06914871724619978,0.011799547329549536,0.17506430443974064,0.1756629625195767,0.4281179523441724
K6X_D110_D125_D135_D150_D175_D195,451,0.14171642617850233,0.036275526706399504,0.013459749553780346,0.08788850715436505,0.08908318075881971,0.23913802083061136
K6X_D110_D125_D135_D150_D175_D195,452,0.08974360759708289,0.024306180930150745,0.01492198794967363,0.06341732874977678,0.06308708578246547,0.1682442720824367
K6X_D110_D125_D135_D150_D175_D195,453,0.05404776183062143,0.017562670644206167,0.01666674051162192,0.04802885593637517,0.047907823511479486,0.12096226411201287
K6X_D110_D125_D135_D150_D175_D195,454,0.022459923271234472,0.012451229119211874,0.018525152954097755,0.03543668149409296,0.03643631897588351,0.07887495856311189
K6X_D110_D125_D135_D150_D175_D195,455,0.008157519608353647,0.00804329308336522,0.0201366471158398,0.026086544973895814,0.02580832859981852,0.058209953983256124
K6X_D110_D190_D210_D215_D220_D225,445,0.022326647789844264,0.11216269249675653,0.04411759774454831,0.06134617948410448,0.0598657286919555,0.28723917569711743
K6X_D110_D190_D210_D215_D220_D225,446,0.02091519204804919,0.0024603300925521987,0.03211973406552374,0.011266580924592373,0.011969960076408603,0.14640356610022787
K6X_D110_D190_D210_D215_D220_D225,447,0.015931359765030993,0.12961281931627527,0.0035073551371422804,0.08262087907875904,0.08367583363735465,0.2482971410446729
K6X_D110_D190_D210_D215_D220_D225,448,0.0100829978138215,0.2945481785990887,0.03895766661679578,0.19374673763755984,0.19311801276232532,0.44126359250751596
K6X_D110_D190_D210_D215_D220_D225,449,0.015541943383274007,0.3969928541075977,0.05612332344460809,0.2810685506243781,0.28169403309843144,0.5732409198902209
K6X_D110_D190_D210_D215_D220_D225,450,0.01583225231648099,0.38129760821133174,0.05520458950979042,0.26198340800836634,0.26239366369851624,0.5327408890945466
K6X_D110_D190_D210_D215_D220_D225,451,0.0072428662374637645,0.32815003522736363,0.05908318266001377,0.2380088573467644,0.23948292654921305,0.46230664705957
K6X_D110_D190_D210_D215_D220_D225,452,0.015084286053095843,0.14952029263632394,0.020397504751785242,0.1395596516463753,0.1404433883423606,0.2398150292611952
K6X_D110_D190_D210_D215_D220_D225,453,0.0026390605938245125,0.0855951103704996,0.009270484616082063,0.13457091365613977,0.1340761921956538,0.18414163572227785
K6X_D110_D190_D210_D215_D220_D225,454,0.005290785946465582,0.07490411192890134,0.03905771822771384,0.14773828696508173,0.1486048502858408,0.19684088225119292
K6X_D110_D190_D210_D215_D220_D225,455,0.0016529227571321324,0.15291614424180283,0.039239497489500993,0.2007881136874292,0.20117913765641804,0.24863617879466582
K6X_D120_D125_D180_D185_D190_D195,445,0.2179512934499679,0.03385447888974322,0.03278037198764419,0.1313739405680202,0.1318719445160229,0.32294855090311103
K6X_D120_D125_D180_D185_D190_D195,446,0.17682906055588254,0.004614563781171532,0.016467387307880735,0.14691257182888479,0.14838284806531699,0.23220922582784398
K6X_D120_D125_D180_D185_D190_D195,447,0.16665574216636853,0.0038882311050899565,0.012972915683776079,0.1464282763031895,0.14777562347225193,0.213335226728145
K6X_D120_D125_D180_D185_D190_D195,448,0.16149916935610392,0.00677381430194493,0.010883100909641646,0.1440603624581257,0.14444502043887375,0.205434383938358
K6X_D120_D125_D180_D185_D190_D195,449,0.15956487938492697,0.01189221676853744,0.00853060590706059,0.14086340762109523,0.14067072882681186,0.20533076588590007
K6X_D120_D125_D180_D185_D190_D195,450,0.16001308690768468,0.01774325007855934,0.006651167409586434,0.13763015498566628,0.1373008217558035,0.20917383876451998
K6X_D120_D125_D180_D185_D190_D195,451,0.16159783983793374,0.023337648588493326,0.005813067889106224,0.13418789355459715,0.13369579659112596,0.21413364561568
K6X_D120_D125_D180_D185_D190_D195,452,0.16393136584364876,0.028903354785264096,0.00522196615171322,0.13029429663054143,0.13010325263097122,0.21900744347924994
K6X_D120_D125_D180_D185_D190_D195,453,0.16641849749870619,0.03428701271801041,0.004892111291771084,0.12626607771270576,0.1261777759546836,0.22640019874468006
K6X_D120_D125_D180_D185_D190_D195,454,0.1691568166200691,0.039385588753280826,0.0048377953924521044,0.12225101723571095,0.12218232378106453,0.23679821605195003
K6X_D120_D125_D180_D185_D190_D195,455,0.1720341193190112,0.04421797584734366,0.004747107851423404,0.1182672437820057,0.11845301291629118,0.24727641564824998
K6X_D120_D145_D200_D215_D220_D230,445,0.23806877227421785,0.10445404566227132,0.02137844664022411,0.30943164409271406,0.31154060067096834,0.43047869396750005
K6X_D120_D145_D200_D215_D220_D230,446,0.22707805099776313,0.1306739176149427,0.01594595785309886,0.28787594273387684,0.28962385120193634,0.4691801206464
K6X_D120_D145_D200_D215_D220_D230,447,0.1886515354207467,0.13487412955616998,0.011901912184437717,0.24600500846716353,0.24574004137136973,0.44870040020236995
K6X_D120_D145_D200_D215_D220_D230,448,0.1536753670620017,0.10213537630123724,0.0039004665008317285,0.201426344555539,0.20016025540767224,0.37483491286983
K6X_D120_D145_D200_D215_D220_D230,449,0.08368074158883004,0.01264953208329174,0.007269053412168856,0.07068776175481056,0.07256202058287664,0.2690203419261
K6X_D120_D145_D200_D215_D220_D230,450,0.048981531528421454,0.0872965822189681,0.011934726363665767,0.01035497815711528,0.013467869998423088,0.5345927507766199
K6X_D120_D145_D200_D215_D220_D230,451,0.06568821796125976,0.1532274122862044,0.017078017990079547,0.10645361762393385,0.10805829360536556,0.60127706054825
K6X_D120_D145_D200_D215_D220_D230,452,0.03313508756105993,0.1423137983732404,0.011970866454750696,0.1294476043205211,0.12922993765242274,0.45505807419187205
K6X_D120_D145_D200_D215_D220_D230,453,0.014926434143787859,0.1429401534965527,0.007080976467392784,0.12654044858667696,0.1263430590429776,0.3553379462587639
K6X_D120_D145_D200_D215_D220_D230,454,0.058873959923164465,0.17038802819497278,0.0038107137187610688,0.11966426058149604,0.12205493051722804,0.3940432864561
K6X_D120_D145_D200_D215_D220_D230,455,0.09643846642393722,0.22281227631875306,0.0016782601194761729,0.11839923236533395,0.11947043596402729,0.47964013106475006
K6X_D125_D135_D150_D175_D190_D210,445,0.15943466424436148,0.007939749681023449,0.0032782604434593416,0.11930575897014657,0.1202389811290463,0.210310367551853
K6X_D125_D135_D150_D175_D190_D210,446,0.1460558154322258,0.0062837288220284875,0.002638555518352472,0.10861509030807988,0.10944819633984126,0.19220796327362608
K6X_D125_D135_D150_D175_D190_D210,447,0.1308968129891137,0.004879894356870496,0.001928499716295569,0.09707880767933416,0.09743968778374557,0.17193575048639304
K6X_D125_D135_D150_D175_D190_D210,448,0.11652621598192359,0.00382661437779179,0.0012143473146311217,0.08588679964355518,0.08671596007819105,0.15355435738741907
K6X_D125_D135_D150_D175_D190_D210,449,0.09659028923568203,0.002759116849029326,0.0003442606140563508,0.0711384229756564,0.07157481793825105,0.1293614455644823
K6X_D125_D135_D150_D175_D190_D210,450,0.07048403414173343,0.001813633479233437,0.0008325291033548041,0.050517641744276864,0.05108061416679621,0.10037047322803248
K6X_D125_D135_D150_D175_D190_D210,451,0.04052258406407061,0.0013403566673652707,0.002149166941547674,0.02500559900775179,0.025187107583770074,0.0695505944894797
K6X_D125_D135_D150_D175_D190_D210,452,0.0058582270789236945,0.0007894839746658599,0.0038882704700566595,0.005125611967488508,0.0037309074022010558,0.03129865846571517
K6X_D125_D135_D150_D175_D190_D210,453,0.011659169303708472,0.00436891466913287,0.00022165516617863971,0.002370982574258912,0.0008238250650292045,0.04241243428179504
K6X_D125_D135_D150_D175_D190_D210,454,0.009323899330861418,0.004073406570625997,0.0029801479663974107,0.01628884832362862,0.01587143391186585,0.040412181020255664
K6X_D125_D135_D150_D175_D190_D210,455,0.02390797317068294,0.003993429975996709,0.0046062638543977255,0.020718107093642746,0.019981109748834602,0.055097372563937215
K6X_D130_D145_D155_D180_D195_D230,445,0.1924293266718735,0.037167654324911564,0.0029894503805580827,0.1502471518118475,0.1518204197162819,0.126178476171232
K6X_D130_D145_D155_D180_D195_D230,446,0.1990616694184646,0.039248154798406126,0.0033149161255646466,0.14915697132521558,0.1514838136423643,0.12283717720817997
K6X_D130_D145_D155_D180_D195_D230,447,0.18552577510232948,0.03439761928484128,0.004243520818793464,0.13918828041837455,0.1423956974469479,0.1379222861732643
K6X_D130_D145_D155_D180_D195_D230,448,0.39135162366433196,0.011176376832106249,0.00381324510687969,0.37981382207052455,0.3859462569503582,0.15957814940612405
K6X_D130_D145_D155_D180_D195_D230,449,0.2839464141722331,0.0315066089912107,0.006486211994284728,0.200985030124836,0.20343638578223155,0.183696063366433
K6X_D130_D145_D155_D180_D195_D230,450,0.1544941474157877,0.03834620340338735,0.00661287372347693,0.10163214779088428,0.10314326707012245,0.20283332774809604
K6X_D130_D145_D155_D180_D195_D230,451,0.11918641762991278,0.03664624269086085,0.007234029676770936,0.0730644559804528,0.07389531818162387,0.20995492323010295
K6X_D130_D145_D155_D180_D195_D230,452,0.0949578798125611,0.03578994012993737,0.007484960190836078,0.052849220805491676,0.05318968647675637,0.20044081469373995
K6X_D130_D145_D155_D180_D195_D230,453,0.07314340856691626,0.035849505025321485,0.007259458303525399,0.03520444507417675,0.03546820980929599,0.17903366857225006
K6X_D130_D145_D155_D180_D195_D230,454,0.046061738827217424,0.03611328757148208,0.006196513270234669,0.015793138868101186,0.015709504339811775,0.17679979275576996
K6X_D130_D145_D155_D180_D195_D230,455,0.01509808328629525,0.034843895592385286,0.0035638429086284,0.002944396277123368,0.003179347531076293,0.19350487130640998
