model,geometry_id,wavelength_nm,true_eta_plus1_delta,pred_eta_plus1_delta,delta_abs_error,true_order_profile_delta_l2,pred_order_profile_delta_l2
lf_only,K6X_D100_D115_D130_D145_D155_D185,449,-0.29903107314199995,0.0,0.29903107314199995,0.302329762317242,0.0
lf_only,K6X_D100_D115_D130_D145_D155_D185,450,-0.16352115437500003,0.0,0.16352115437500003,0.16737770829331802,0.0
lf_only,K6X_D100_D115_D130_D145_D155_D185,451,-0.11772493872599998,0.0,0.11772493872599998,0.12123836017877913,0.0
lf_only,K6X_D100_D115_D130_D145_D155_D185,452,-0.07673565707300001,0.0,0.07673565707300001,0.08035677425048858,0.0
lf_only,K6X_D100_D115_D130_D145_D155_D185,453,-0.03742880771500001,0.0,0.03742880771500001,0.041260348004206374,0.0
lf_only,K6X_D100_D115_D130_D145_D155_D185,454,0.0026666946560000016,0.0,0.0026666946560000016,0.012016888646485657,0.0
lf_only,K6X_D100_D115_D130_D145_D155_D185,455,0.026821436490000017,0.0,0.026821436490000017,0.02834336552411614,0.0
lf_only,K6X_D100_D130_D135_D155_D160_D225,445,-0.011188844990000057,0.0,0.011188844990000057,0.06537291346941129,0.0
lf_only,K6X_D100_D130_D135_D155_D160_D225,446,-0.03014639113000006,0.0,0.03014639113000006,0.06259686343517955,0.0
lf_only,K6X_D100_D130_D135_D155_D160_D225,447,-0.07706040698399996,0.0,0.07706040698399996,0.08895836670358652,0.0
lf_only,K6X_D100_D130_D135_D155_D160_D225,448,-0.235939379053,0.0,0.235939379053,0.24838669243710962,0.0
lf_only,K6X_D100_D130_D135_D155_D160_D225,449,-0.07207590797699992,0.0,0.07207590797699992,0.09473251876618459,0.0
lf_only,K6X_D100_D130_D135_D155_D160_D225,450,-0.036619354308999985,0.0,0.036619354308999985,0.05512370083321455,0.0
lf_only,K6X_D100_D130_D135_D155_D160_D225,451,-0.02598189155399999,0.0,0.02598189155399999,0.04006353146182224,0.0
lf_only,K6X_D100_D130_D135_D155_D160_D225,452,-0.018926647232000104,0.0,0.018926647232000104,0.030061516539895448,0.0
lf_only,K6X_D100_D130_D135_D155_D160_D225,453,-0.012677232390999937,0.0,0.012677232390999937,0.027219199949907784,0.0
lf_only,K6X_D100_D130_D135_D155_D160_D225,454,-0.008914920594999987,0.0,0.008914920594999987,0.034072526590175095,0.0
lf_only,K6X_D100_D130_D135_D155_D160_D225,455,-0.008714737723999999,0.0,0.008714737723999999,0.04658036788141319,0.0
lf_only,K6X_D100_D140_D145_D155_D225_D230,445,0.11482951317799997,0.0,0.11482951317799997,0.13662575926212675,0.0
lf_only,K6X_D100_D140_D145_D155_D225_D230,446,0.10607995602800002,0.0,0.10607995602800002,0.12142860413732288,0.0
lf_only,K6X_D100_D140_D145_D155_D225_D230,447,0.101393122592,0.0,0.101393122592,0.11169065627945202,0.0
lf_only,K6X_D100_D140_D145_D155_D225_D230,448,0.114069083565,0.0,0.114069083565,0.12242407768567175,0.0
lf_only,K6X_D100_D140_D145_D155_D225_D230,449,0.10454003501200004,0.0,0.10454003501200004,0.1130489639019957,0.0
lf_only,K6X_D100_D140_D145_D155_D225_D230,450,0.10852712226699995,0.0,0.10852712226699995,0.12383657934062314,0.0
lf_only,K6X_D100_D140_D145_D155_D225_D230,451,0.13611690844400004,0.0,0.13611690844400004,0.15586142938152805,0.0
lf_only,K6X_D100_D140_D145_D155_D225_D230,452,0.17192465312599997,0.0,0.17192465312599997,0.19343165497199302,0.0
lf_only,K6X_D100_D140_D145_D155_D225_D230,453,0.21517041048099997,0.0,0.21517041048099997,0.23791901455151265,0.0
lf_only,K6X_D100_D140_D145_D155_D225_D230,454,0.258673225184,0.0,0.258673225184,0.28335708795211956,0.0
lf_only,K6X_D100_D140_D145_D155_D225_D230,455,0.28356771511400003,0.0,0.28356771511400003,0.3129903326988855,0.0
lf_only,K6X_D100_D200_D205_D210_D215_D220,445,-0.01504830391078,0.0,0.01504830391078,0.066726505626444,0.0
lf_only,K6X_D100_D200_D205_D210_D215_D220,446,-0.021394224809200002,0.0,0.021394224809200002,0.11297758133007763,0.0
lf_only,K6X_D100_D200_D205_D210_D215_D220,447,-0.029099577420599997,0.0,0.029099577420599997,0.14016656765690866,0.0
lf_only,K6X_D100_D200_D205_D210_D215_D220,448,-0.0345216927392,0.0,0.0345216927392,0.17235098383421524,0.0
lf_only,K6X_D100_D200_D205_D210_D215_D220,449,-0.014084312477400003,0.0,0.014084312477400003,0.3153162086972311,0.0
lf_only,K6X_D100_D200_D205_D210_D215_D220,450,-0.004242197120399999,0.0,0.004242197120399999,0.4098580808376833,0.0
lf_only,K6X_D100_D200_D205_D210_D215_D220,451,-0.004348208372899998,0.0,0.004348208372899998,0.4711001821568047,0.0
lf_only,K6X_D100_D200_D205_D210_D215_D220,452,-0.019475301307000002,0.0,0.019475301307000002,0.5008570650161996,0.0
lf_only,K6X_D100_D200_D205_D210_D215_D220,453,-0.0192906722634,0.0,0.0192906722634,0.4048949409705748,0.0
lf_only,K6X_D100_D200_D205_D210_D215_D220,454,-0.029541872631500002,0.0,0.029541872631500002,0.34932167563517047,0.0
lf_only,K6X_D100_D200_D205_D210_D215_D220,455,-0.0377347903963,0.0,0.0377347903963,0.2904166957711213,0.0
lf_only,K6X_D110_D125_D135_D150_D175_D190,445,-0.13520397594400002,0.0,0.13520397594400002,0.1366791328042712,0.0
lf_only,K6X_D110_D125_D135_D150_D175_D190,446,-0.14219426695000004,0.0,0.14219426695000004,0.14362259371110275,0.0
lf_only,K6X_D110_D125_D135_D150_D175_D190,447,-0.15953291227599997,0.0,0.15953291227599997,0.16109821038515668,0.0
lf_only,K6X_D110_D125_D135_D150_D175_D190,448,-0.233370776793,0.0,0.233370776793,0.2358042954089918,0.0
lf_only,K6X_D110_D125_D135_D150_D175_D190,449,-0.501273205047,0.0,0.501273205047,0.5097628554455833,0.0
lf_only,K6X_D110_D125_D135_D150_D175_D190,450,-0.19830966961700003,0.0,0.19830966961700003,0.2050548172631991,0.0
lf_only,K6X_D110_D125_D135_D150_D175_D190,451,-0.080724190295,0.0,0.080724190295,0.0849795730741971,0.0
lf_only,K6X_D110_D125_D135_D150_D175_D190,452,-0.03420824799400002,0.0,0.03420824799400002,0.040098498742869096,0.0
lf_only,K6X_D110_D125_D135_D150_D175_D190,453,-0.0032689600829999277,0.0,0.0032689600829999277,0.024706779347044405,0.0
lf_only,K6X_D110_D125_D135_D150_D175_D190,454,-0.011127285986999969,0.0,0.011127285986999969,0.03685545524508784,0.0
lf_only,K6X_D110_D125_D135_D150_D175_D190,455,-0.322838665805,0.0,0.322838665805,0.3401553192182628,0.0
lf_only,K6X_D120_D125_D180_D185_D190_D195,445,-0.21795129345000003,0.0,0.21795129345000003,0.22468640856805547,0.0
lf_only,K6X_D120_D125_D180_D185_D190_D195,446,-0.17682906055599998,0.0,0.17682906055599998,0.1787313787490811,0.0
lf_only,K6X_D120_D125_D180_D185_D190_D195,447,-0.166655742166,0.0,0.166655742166,0.1682179503890491,0.0
lf_only,K6X_D120_D125_D180_D185_D190_D195,448,-0.161499169356,0.0,0.161499169356,0.16280053854407311,0.0
lf_only,K6X_D120_D125_D180_D185_D190_D195,449,-0.15956487938500002,0.0,0.15956487938500002,0.16090130288636006,0.0
lf_only,K6X_D120_D125_D180_D185_D190_D195,450,-0.160013086907,0.0,0.160013086907,0.16178163665231646,0.0
lf_only,K6X_D120_D125_D180_D185_D190_D195,451,-0.16159783983800002,0.0,0.16159783983800002,0.16398509569689473,0.0
lf_only,K6X_D120_D125_D180_D185_D190_D195,452,-0.16393136584399998,0.0,0.16393136584399998,0.16709300312157602,0.0
lf_only,K6X_D120_D125_D180_D185_D190_D195,453,-0.166418497499,0.0,0.166418497499,0.1705017913545082,0.0
lf_only,K6X_D120_D125_D180_D185_D190_D195,454,-0.16915681662000004,0.0,0.16915681662000004,0.17428201533860024,0.0
lf_only,K6X_D120_D125_D180_D185_D190_D195,455,-0.17203411931899998,0.0,0.17203411931899998,0.17832296733664,0.0
lf_only,K6X_D120_D145_D200_D215_D220_D230,445,-0.23806877227380002,0.0,0.23806877227380002,0.2638047830366807,0.0
lf_only,K6X_D120_D145_D200_D215_D220_D230,446,-0.22707805099779999,0.0,0.22707805099779999,0.2695250622491236,0.0
lf_only,K6X_D120_D145_D200_D215_D220_D230,447,-0.188651535421,0.0,0.188651535421,0.24235170316768453,0.0
lf_only,K6X_D120_D145_D200_D215_D220_D230,448,-0.15367536706200002,0.0,0.15367536706200002,0.19542877824778176,0.0
lf_only,K6X_D120_D145_D200_D215_D220_D230,449,-0.08368074158899999,0.0,0.08368074158899999,0.12235256073738518,0.0
lf_only,K6X_D120_D145_D200_D215_D220_D230,450,-0.04898153152899999,0.0,0.04898153152899999,0.2607457382894556,0.0
lf_only,K6X_D120_D145_D200_D215_D220_D230,451,-0.06568821796100001,0.0,0.06568821796100001,0.27653683239177157,0.0
lf_only,K6X_D120_D145_D200_D215_D220_D230,452,-0.033135087561000004,0.0,0.033135087561000004,0.21685928791902026,0.0
lf_only,K6X_D120_D145_D200_D215_D220_D230,453,0.01492643414299999,0.0,0.01492643414299999,0.1886352390922731,0.0
lf_only,K6X_D120_D145_D200_D215_D220_D230,454,0.058873959922999985,0.0,0.058873959922999985,0.2089844148990854,0.0
lf_only,K6X_D120_D145_D200_D215_D220_D230,455,0.096438466423,0.0,0.096438466423,0.26140012671772883,0.0
lf_only,K6X_D125_D135_D150_D175_D190_D210,445,-0.159434664244,0.0,0.159434664244,0.162423274659419,0.0
lf_only,K6X_D125_D135_D150_D175_D190_D210,446,-0.14605581543200008,0.0,0.14605581543200008,0.14899560271792234,0.0
lf_only,K6X_D125_D135_D150_D175_D190_D210,447,-0.13089681298900002,0.0,0.13089681298900002,0.13371984608045973,0.0
lf_only,K6X_D125_D135_D150_D175_D190_D210,448,-0.11652621598199997,0.0,0.11652621598199997,0.119125957240787,0.0
lf_only,K6X_D125_D135_D150_D175_D190_D210,449,-0.096590289236,0.0,0.096590289236,0.09895236625320233,0.0
lf_only,K6X_D125_D135_D150_D175_D190_D210,450,-0.070484034142,0.0,0.070484034142,0.0726793712344166,0.0
lf_only,K6X_D125_D135_D150_D175_D190_D210,451,-0.040522584064,0.0,0.040522584064,0.04330331571180021,0.0
lf_only,K6X_D125_D135_D150_D175_D190_D210,452,-0.005858227078999967,0.0,0.005858227078999967,0.013275619398107737,0.0
lf_only,K6X_D125_D135_D150_D175_D190_D210,453,-0.011659169303000039,0.0,0.011659169303000039,0.01974568834356973,0.0
lf_only,K6X_D125_D135_D150_D175_D190_D210,454,0.009323899330999974,0.0,0.009323899330999974,0.017059774081719898,0.0
lf_only,K6X_D125_D135_D150_D175_D190_D210,455,0.02390797317100002,0.0,0.02390797317100002,0.0286306641494067,0.0
lf_only,K6X_D130_D145_D155_D180_D195_D230,445,0.07995845899800003,0.0,0.07995845899800003,0.08367392535130125,0.0
lf_only,K6X_D130_D145_D155_D180_D195_D230,446,0.07892165262499995,0.0,0.07892165262499995,0.08187681552732176,0.0
lf_only,K6X_D130_D145_D155_D180_D195_D230,447,0.091377064176,0.0,0.091377064176,0.09415489408228975,0.0
lf_only,K6X_D130_D145_D155_D180_D195_D230,448,0.10914779682100006,0.0,0.10914779682100006,0.11189505326498457,0.0
lf_only,K6X_D130_D145_D155_D180_D195_D230,449,0.12965030172199998,0.0,0.12965030172199998,0.13235502490939385,0.0
lf_only,K6X_D130_D145_D155_D180_D195_D230,450,0.147113048121,0.0,0.147113048121,0.14970434358378987,0.0
lf_only,K6X_D130_D145_D155_D180_D195_D230,451,0.15515635674499995,0.0,0.15515635674499995,0.15751289069591112,0.0
lf_only,K6X_D130_D145_D155_D180_D195_D230,452,0.15082408628199995,0.0,0.15082408628199995,0.15285673619658044,0.0
lf_only,K6X_D130_D145_D155_D180_D195_D230,453,0.13778019512500006,0.0,0.13778019512500006,0.13967311531438617,0.0
lf_only,K6X_D130_D145_D155_D180_D195_D230,454,0.13028854810699997,0.0,0.13028854810699997,0.13265815280941395,0.0
lf_only,K6X_D130_D145_D155_D180_D195_D230,455,0.139464812876,0.0,0.139464812876,0.14282166102662083,0.0
lf_only,K6X_D140_D160_D165_D170_D180_D190,445,-0.07834248321500001,0.0,0.07834248321500001,0.20055483470905408,0.0
lf_only,K6X_D140_D160_D165_D170_D180_D190,446,-0.017173414785999985,0.0,0.017173414785999985,0.06779858111504153,0.0
lf_only,K6X_D140_D160_D165_D170_D180_D190,447,0.06826394688099999,0.0,0.06826394688099999,0.13339232172296578,0.0
lf_only,K6X_D140_D160_D165_D170_D180_D190,448,0.1461783571992,0.0,0.1461783571992,0.24821520055840549,0.0
lf_only,K6X_D140_D160_D165_D170_D180_D190,449,0.2034531042211,0.0,0.2034531042211,0.3127464685955083,0.0
lf_only,K6X_D140_D160_D165_D170_D180_D190,450,0.24156997531279997,0.0,0.24156997531279997,0.34914956714053147,0.0
lf_only,K6X_D140_D160_D165_D170_D180_D190,451,0.2628472554885,0.0,0.2628472554885,0.3670237079534278,0.0
lf_only,K6X_D140_D160_D165_D170_D180_D190,452,0.27016700033350005,0.0,0.27016700033350005,0.37146477947555684,0.0
lf_only,K6X_D140_D160_D165_D170_D180_D190,453,0.2669774855109,0.0,0.2669774855109,0.36693562217724507,0.0
lf_only,K6X_D140_D160_D165_D170_D180_D190,454,0.25812902835400003,0.0,0.25812902835400003,0.35782132304175385,0.0
lf_only,K6X_D140_D160_D165_D170_D180_D190,455,0.249011541421,0.0,0.249011541421,0.34794493427280476,0.0
lf_only,K6X_D200_D205_D215_D220_D225_D230,445,-0.024239119369170004,0.0,0.024239119369170004,0.22107213569982953,0.0
lf_only,K6X_D200_D205_D215_D220_D225_D230,446,-0.022382683367131,0.0,0.022382683367131,0.12195512864988658,0.0
lf_only,K6X_D200_D205_D215_D220_D225_D230,447,-0.037899608821476,0.0,0.037899608821476,0.08670769195347551,0.0
lf_only,K6X_D200_D205_D215_D220_D225_D230,448,-0.039014915668150005,0.0,0.039014915668150005,0.1017453905945923,0.0
lf_only,K6X_D200_D205_D215_D220_D225_D230,449,-0.04515537053781,0.0,0.04515537053781,0.11569982213100728,0.0
lf_only,K6X_D200_D205_D215_D220_D225_D230,450,-0.0398161529288,0.0,0.0398161529288,0.16517523119003086,0.0
lf_only,K6X_D200_D205_D215_D220_D225_D230,451,-0.043141242350000004,0.0,0.043141242350000004,0.12111195036247982,0.0
lf_only,K6X_D200_D205_D215_D220_D225_D230,452,-0.07361210259212,0.0,0.07361210259212,0.3818715309177869,0.0
lf_only,K6X_D200_D205_D215_D220_D225_D230,453,-0.014917221755000001,0.0,0.014917221755000001,0.5527276283630651,0.0
lf_only,K6X_D200_D205_D215_D220_D225_D230,454,-0.000643715643799999,0.0,0.000643715643799999,0.4502026937652159,0.0
lf_only,K6X_D200_D205_D215_D220_D225_D230,455,-0.011804698510099996,0.0,0.011804698510099996,0.2632765148716992,0.0
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,445,-0.0016850975300000126,-0.1996135711669922,0.19792847363699217,0.01743783351604168,0.19961392854965088
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,446,-0.0018718825769999947,-0.18542087078094482,0.18354898820394483,0.017522477194298374,0.1854210873239427
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,447,-0.0020360951610000066,-0.17118752002716064,0.16915142486616064,0.01737768734460122,0.17118763630301767
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,448,-0.0019030725999999998,-0.15719151496887207,0.15528844236887207,0.017061535313925506,0.15719156551190028
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,449,-0.0019115757889999752,-0.14364478985468543,0.14173321406568545,0.01687359880126684,0.14364480338305827
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,450,-0.0020671192649999726,-0.13067469994227088,0.1286075806772709,0.01659893603925836,0.1306747001373797
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,451,-0.002000505396999974,-0.11831990877787268,0.11631940338087271,0.016104120138451482,0.11831991604584806
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,452,-0.0019332358820000062,-0.10653567314147949,0.10460243725947949,0.01570872455076297,0.1065357079347092
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,453,-0.0020856345289999856,-0.0952052275339762,0.09311959300497621,0.015383671641019463,0.09520531628338633
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,454,-0.0021538708499999892,-0.08415128787358606,0.08199741702358607,0.014873662530567806,0.0841514739810049
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,455,-0.0020974817509999966,-0.07314960161844897,0.07105211986744897,0.014347301820641947,0.07314996760241059
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,445,-0.03173940106459,-0.013879160086313846,0.017860240978276154,0.04355158566943379,0.013880704694077392
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,446,-0.02740973311727,-0.008540848890940311,0.01886888422632969,0.06271806474285324,0.00854325061421953
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,447,-0.0081213248378,-0.00327865282694495,0.0048426720108550505,0.10074501528243397,0.003284366532618347
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,448,0.017573153434700003,0.0018968780835468824,0.01567627535115312,0.14497242293556498,0.0019053753168254335
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,449,0.024165330602899996,0.006985624631245968,0.017179705971654028,0.16576215031971703,0.006987462435550722
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,450,0.0384881912305,0.012004713217417362,0.026483478013082637,0.16205236735782624,0.012005467761625149
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,451,0.04265260686740001,0.01698249578475952,0.025670111082640487,0.11511770279756764,0.016982804643815946
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,452,0.0329606833769,0.02194315195083618,0.01101753142606382,0.05979497380216933,0.02194324460374863
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,453,0.0224187826343,0.026884078979492188,0.004465296345192188,0.03622156312041724,0.026884086858165467
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,454,0.0167949318539,0.031757891178131104,0.014962959324231105,0.03823147330415171,0.031757910777503284
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,455,0.018829220182799998,0.03646880388259888,0.01763958369979888,0.03409588418944524,0.03646891350349496
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,445,-0.23267006901600007,-0.25943378607432044,0.02676371705832037,0.23805637133584473,0.2601860201420297
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,446,-0.191259103935,-0.25719302892684937,0.06593392499184936,0.19578195944738155,0.25795567294151
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,447,-0.159622498725,-0.25413821140925097,0.09451571268425096,0.16388514917316585,0.2549200624777811
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,448,-0.12804053628400003,-0.2500043908754984,0.12196385459149839,0.1312579652293214,0.2508133040834018
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,449,-0.29903107314199995,-0.24475336074829102,0.05427771239370893,0.302329762317242,0.2455961411362436
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,450,-0.16352115437500003,-0.2385486364364624,0.07502748206146237,0.16737770829331802,0.23943042673820392
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,451,-0.11772493872599998,-0.23167089621226,0.11394595748626002,0.12123836017877913,0.23259370466546
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,452,-0.07673565707300001,-0.22441099087397254,0.14767533380097253,0.08035677425048858,0.22537119289716742
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,453,-0.03742880771500001,-0.2169701258341471,0.1795413181191471,0.041260348004206374,0.21795536163131374
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,454,0.0026666946560000016,-0.2093715866406758,0.2120382812966758,0.012016888646485657,0.21035808859549737
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,455,0.026821436490000017,-0.2013896107673645,0.22821104725736452,0.02834336552411614,0.20234132431526863
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,445,-0.011188844990000057,-0.024785975615183475,0.013597130625183418,0.06537291346941129,0.024786262659931967
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,446,-0.03014639113000006,-0.02398834625879931,0.006158044871200752,0.06259686343517955,0.023988593320640295
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,447,-0.07706040698399996,-0.023298541704813602,0.05376186527918636,0.08895836670358652,0.023298754342960398
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,448,-0.235939379053,-0.02265421549479174,0.21328516355820826,0.24838669243710962,0.02265439759303567
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,449,-0.07207590797699992,-0.02198781569798791,0.05008809227901201,0.09473251876618459,0.021987968576466104
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,450,-0.036619354308999985,-0.02121412754058838,0.015405226768411606,0.05512370083321455,0.021214248273076806
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,451,-0.02598189155399999,-0.02021723985671997,0.005764651697280021,0.04006353146182224,0.0202173198013915
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,452,-0.018926647232000104,-0.018842240174611447,8.440705738865795e-05,0.030061516539895448,0.01884227057496261
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,453,-0.012677232390999937,-0.016908864180246952,0.0042316317892470146,0.027219199949907784,0.01690887019185063
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,454,-0.008914920594999987,-0.014255404472351074,0.005340483877351088,0.034072526590175095,0.014255568375458862
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,455,-0.008714737723999999,-0.010799864927927727,0.002085127203927728,0.04658036788141319,0.010800963919755855
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,445,0.11482951317799997,-0.026085952917734856,0.14091546609573483,0.13662575926212675,0.02814992529428551
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,446,0.10607995602800002,-0.014395455519358391,0.12047541154735841,0.12142860413732288,0.018358509575875336
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,447,0.101393122592,-0.0019191702206929895,0.103312292812693,0.11169065627945202,0.012482686599925255
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,448,0.114069083565,0.011153777440389034,0.10291530612461097,0.12242407768567175,0.017481806183720854
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,449,0.10454003501200004,0.024627824624379402,0.07991221038762064,0.1130489639019957,0.02876460843671459
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,450,0.10852712226699995,0.03832376003265381,0.07020336223434614,0.12383657934062314,0.041775990035392035
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,451,0.13611690844400004,0.05207178990046191,0.08404511854353813,0.15586142938152805,0.05536985106916591
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,452,0.17192465312599997,0.06571998198827111,0.10620467113772886,0.19343165497199302,0.06913244744510634
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,453,0.21517041048099997,0.07917002836863196,0.136000382112368,0.23791901455151265,0.08286299259755327
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,454,0.258673225184,0.09241821368535352,0.16625501149864647,0.28335708795211956,0.0965016709076612
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,455,0.28356771511400003,0.10558704535166419,0.17798066976233584,0.3129903326988855,0.11013209111998427
direct_mlp,K6X_D100_D200_D205_D210_D215_D220,445,-0.01504830391078,0.001636045053601265,0.016684348964381264,0.066726505626444,0.21526511002437088
direct_mlp,K6X_D100_D200_D205_D210_D215_D220,446,-0.021394224809200002,0.004662488587200642,0.026056713396400644,0.11297758133007763,0.2142293559810869
direct_mlp,K6X_D100_D200_D205_D210_D215_D220,447,-0.029099577420599997,0.008789726843436561,0.037889304264036555,0.14016656765690866,0.21278225979869028
direct_mlp,K6X_D100_D200_D205_D210_D215_D220,448,-0.0345216927392,0.01400487838933865,0.04852657112853865,0.17235098383421524,0.2112068968388629
direct_mlp,K6X_D100_D200_D205_D210_D215_D220,449,-0.014084312477400003,0.020177632880707584,0.03426194535810759,0.3153162086972311,0.20982812469740458
direct_mlp,K6X_D100_D200_D205_D210_D215_D220,450,-0.004242197120399999,0.02708329260349273,0.03132548972389273,0.4098580808376833,0.2089445238882461
