source_fsp_path,material_name,frequency_hz,wavelength_nm,epsilon_real,epsilon_imag,n_real,k_imag,data_kind,interpolation_method
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,785846588820985.5,381.4898,7.75652132683024,0.0,2.7850532,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,797936433368635.4,375.7097,7.98997735836304,0.0,2.8266548,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,810026362995508.6,370.10209999999995,8.238828752896,0.0,2.870336,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,822116358442974.4,364.6594,8.50059274162176,0.0,2.9155776,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,834206261156537.1,359.3745,8.77233861641956,0.0,2.9618134,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,846296394681014.6,354.24050000000005,9.050389935059561,0.0,3.0083866,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,858386336253103.8,349.2512,9.33001667845776,0.0,3.0545076,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,870476256567571.6,344.4005000000001,9.60521791505796,0.0,3.0992286,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,882566165424379.8,339.6827,9.868500767889001,0.0,3.141417,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,894656094856224.6,335.09240000000005,10.110822781504002,0.0,3.179752,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,906746045740711.8,330.62450000000007,10.32171372875776,0.0,3.2127424,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,918835930024500.9,326.2742,10.489671273686442,0.0,3.2387762,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,930925797633749.4,322.0369,10.602949151089,0.0,3.256217,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,943015807708011.1,317.9082000000001,10.650719439936,0.0,3.263544,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,955105892622752.2,313.88400000000007,10.624520175161761,0.0,3.2595276,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,967195684611426.2,309.9605,10.519731780664959,0.0,3.2434136,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,979285717552259.8,306.1338,10.33674069243204,0.0,3.2150802,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,991375536746797.6,302.4005,10.081362883502441,0.0,3.1751162,0.0,native_sampled,none
