candidate_id,top_pair_count,bottom_pair_count,cavity_spacer_nm,top_termination_nm,bottom_termination_nm,top_high_scale,top_low_scale,bottom_high_scale,bottom_low_scale,top_chirp,bottom_chirp,valid,score,corrected_proxy_peak_abs_angle_deg,corrected_proxy_angular_FWHM_deg,angular_fwhm_bounded,normal_window_response_0_5,normal_window_response_0_10,offaxis_20_60_response,offaxis_30_40_response,corrected_normal_offaxis_ratio,offaxis_peak_30_40_to_normal_ratio,offaxis_peak_20_60_to_normal_ratio,strongest_peak_angle,second_peak_angle,second_to_first_peak_ratio,spectral_peak_nm_normal_window,spectral_fwhm_nm_normal_window,spectral_fwhm_bounded,near_normal_spectrum_0_5_peak,near_normal_spectrum_0_10_peak,top_R_proxy,bottom_R_proxy,top_outcoupling_proxy,extraction_proxy,model_lam0_nm,model_spec_fwhm_nm,model_angle_fwhm_deg,total_stack_thickness_nm,distance_to_R2_4B_OPT_06361,distance_to_R2_4B_OPT_06176,failure_mode,pass_level
R2_4D2_OPT_10041,7,5,358,53,48,1.0308,1.2064,0.9871,1.0294,-0.043,0.0138,True,-410.451914,8.0,34.744,True,3.7e-08,8.33e-08,7.53e-08,2.12e-08,1.106524,0.254255,0.903731,8.0,31.0,0.06127,461.0,999.0,False,0.0001635152,0.0003681197,0.028122,0.052062,0.971878,0.37304593,483.174,11.761,18.192,2451,1.106751,1.437361,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_00152,10,9,310,21,4,0.9966,1.1198,0.7515,1.1434,-0.1199,-0.1291,True,-410.454525,7.5,30.818,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,33.5,0.0,445.0,999.0,False,0.0,0.0,0.201227,0.391727,0.798773,0.48295647,414.854,8.922,15.804,3367,1.307284,1.360215,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_03352,10,4,208,55,15,1.1777,1.0826,0.7982,1.1104,-0.072,-0.0896,True,-410.454645,7.0,33.619,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0,445.0,999.0,False,0.0,0.0,0.000967,0.149876,0.999033,0.44698667,400.056,10.676,18.503,2591,1.684657,1.591099,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_03193,9,12,219,19,11,1.208,1.0618,1.0116,1.0656,0.0135,0.0316,True,-410.455189,7.0,33.621,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,445.0,999.0,False,0.0,0.0,0.000269,0.140466,0.999731,0.44118421,407.698,10.613,18.512,3679,1.412676,1.24245,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_07710,8,5,269,11,25,1.1739,1.1019,1.1971,0.9136,-0.0863,0.0045,True,-410.455969,7.0,33.585,True,0.0004640833,0.0010073689,0.0007873474,0.0002218268,1.279446,0.220204,0.781588,7.0,32.5,0.056125,461.0,999.0,False,0.1457721672,0.3164223566,0.000919,0.046074,0.999081,0.37959912,472.751,11.024,18.501,2445,1.515867,1.620754,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_10556,6,6,269,19,39,0.7986,1.2317,1.1179,0.8243,-0.0038,-0.0601,True,-410.461606,10.0,14.66,True,3e-10,8e-10,7e-10,2e-10,1.067788,0.3312,0.936516,10.0,32.0,0.069363,461.0,999.0,False,9.59724e-05,0.0002679936,0.339506,0.312021,0.660494,0.36513034,476.58,8.243,14.128,2160,1.208089,1.255853,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_01966,7,10,283,25,51,1.148,1.2105,1.2305,0.922,-0.122,-0.0461,True,-410.462484,7.0,33.65,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,0.0,445.0,999.0,False,0.0,0.0,0.003296,0.136584,0.996704,0.43733359,407.759,10.737,18.475,3195,1.153683,1.415509,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_05711,6,12,356,2,3,1.1671,1.2382,1.0814,1.1105,0.1389,-0.0783,True,-410.466219,8.0,34.859,True,1.8708e-06,4.1833e-06,3.88e-06,9.523e-07,1.078153,0.227633,0.927512,8.0,33.0,0.056225,461.0,999.0,False,0.0024484298,0.005474819,0.002293,0.025093,0.997707,0.36547071,480.234,11.984,18.537,3484,1.589642,1.628244,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_08540,4,6,216,46,7,0.8614,1.0735,0.9123,1.0005,0.0118,0.1011,True,-410.471378,10.0,16.886,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,0.0,461.0,999.0,False,0.0,0.0,0.192363,0.301986,0.807637,0.44120462,525.306,9.016,16.13,1765,1.489019,1.509206,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_06045,4,7,200,15,7,1.1785,1.2349,1.099,0.9777,-0.1372,-0.0655,True,-410.471796,7.0,33.687,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,0.0,461.0,999.0,False,0.0,0.0,0.000949,0.030103,0.999051,0.36921641,517.1,11.307,18.508,2053,1.704552,1.855767,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_11387,6,6,193,14,21,1.1218,1.1999,1.1365,0.9962,-0.0056,-0.15,True,-410.472693,7.0,33.691,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,461.0,999.0,False,0.0,0.0,0.000339,0.049225,0.999661,0.38186651,520.13,11.292,18.516,2256,1.679613,1.586623,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_06385,4,6,308,1,13,0.809,0.9963,0.8954,1.2284,0.081,0.0016,True,-410.474674,10.0,16.899,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.5,0.0,445.0,999.0,False,0.0,0.0,0.204571,0.28719,0.795429,0.42688558,410.662,9.368,15.938,1908,1.694401,1.64981,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_01802,4,8,314,32,12,0.7585,1.0186,1.0613,1.2449,0.1327,-0.0051,True,-410.476937,9.5,17.492,True,2.0012e-06,4.9284e-06,5.4433e-06,1.1703e-06,0.9054,0.237457,1.104485,9.5,34.0,0.059731,445.0,999.0,False,0.0037845666,0.0093201647,0.135472,0.010908,0.864528,0.30871473,428.358,11.017,16.845,2364,1.610681,1.543385,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_04333,5,9,196,32,45,0.8579,1.0206,1.015,1.1161,0.0542,0.1137,True,-410.47706,6.5,28.508,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,33.5,0.0,461.0,999.0,False,0.0,0.0,0.281059,0.123304,0.718941,0.30925056,507.694,9.63,14.674,2493,1.411232,1.219757,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_09245,5,7,323,42,73,1.135,0.9547,0.9635,0.8059,0.039,0.1474,True,-410.477468,6.0,30.626,True,0.0032199568,0.0066506501,0.003742255,0.0013580047,1.777177,0.204191,0.56269,6.0,32.0,0.054789,445.0,999.0,False,1.3428320882,2.773548487,0.017021,0.595979,0.982979,0.72483532,438.081,8.96,18.19,2131,1.287669,1.556905,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_04286,6,11,197,46,24,1.2306,0.7671,1.0769,1.017,0.0118,-0.0176,True,-410.480439,9.0,14.522,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,0.0,461.0,999.0,False,0.0,0.0,0.377005,0.025518,0.622995,0.22838171,518.592,9.628,13.562,2847,1.612716,1.536514,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_01823,8,8,196,47,89,0.9608,1.0242,1.022,0.9808,0.0521,0.1376,True,-410.48526,6.5,28.541,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,32.5,0.0,445.0,999.0,False,0.0,0.0,0.237519,0.234542,0.762481,0.38311011,397.62,9.319,15.243,2767,1.302524,1.05374,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_07964,5,7,186,5,68,0.7699,1.1445,1.2033,0.7849,-0.0299,-0.061,True,-410.486072,7.5,30.944,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,32.0,0.0,461.0,999.0,False,0.0,0.0,0.199389,0.434325,0.800611,0.50623532,499.083,8.675,15.837,2019,1.507285,1.414437,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_11976,6,8,187,89,80,0.7528,1.2181,1.1397,0.8881,0.0929,-0.0543,True,-410.486175,7.5,30.945,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,33.0,0.0,445.0,999.0,False,0.0,0.0,0.21209,0.22516,0.78791,0.39108184,409.087,9.569,15.672,2510,1.362071,1.165516,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_00274,7,6,306,41,0,0.778,1.0431,0.9708,0.8121,0.0398,0.0118,True,-410.488002,10.5,14.152,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,32.5,0.0,461.0,999.0,False,0.0,0.0,0.382401,0.572437,0.617599,0.44595805,504.739,7.218,13.568,2151,1.185371,1.249561,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_09436,6,4,267,27,15,1.2148,1.111,1.138,1.0725,-0.0083,-0.05,True,-410.493378,8.0,34.776,True,2.99e-08,6.66e-08,6.06e-08,1.76e-08,1.097709,0.263792,0.910988,8.0,,0.0,461.0,999.0,False,0.0001950214,0.0004342866,8e-06,0.000476,0.999992,0.35030631,481.915,11.218,18.561,2020,1.690649,1.75578,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_09478,6,4,315,32,25,0.9396,1.0133,0.9013,0.8525,0.0256,0.02,True,-410.498756,7.5,30.996,True,0.0,0.0,0.0,0.0,6.9e-05,1.6e-05,3.9e-05,7.5,32.0,0.0,445.0,999.0,False,4e-10,9e-10,0.193581,0.389678,0.806419,0.48650502,419.0,9.017,15.916,1805,1.292185,1.438671,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_10542,5,12,284,81,89,1.1165,0.7962,1.0777,1.2202,0.0577,0.1296,True,-410.501901,6.5,28.613,True,0.0,0.0,0.0,0.0,0.000533,0.000101,0.000188,6.5,34.0,2e-06,445.0,999.0,False,5e-10,1.2e-09,0.275037,0.060764,0.724963,0.28237068,417.112,9.845,14.76,3287,1.588047,1.648196,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_11045,8,11,281,28,76,1.1503,1.1912,1.0972,1.0439,-0.0065,-0.0457,True,-410.50442,10.0,19.736,True,0.0,0.0,0.0,0.0,0.639219,0.41165,1.564409,10.0,,0.0,445.0,999.0,False,1.029e-07,2.511e-07,0.000119,0.012961,0.999881,0.35838179,417.028,11.3,18.728,3593,1.068301,1.099276,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_09534,7,7,211,47,64,1.1009,0.9574,0.9134,1.1487,0.1446,0.0887,True,-410.510488,7.5,31.806,True,0.0,0.0,0.0,0.0,0.079438,0.014806,0.049519,7.5,34.0,0.000256,445.0,999.0,False,5.01e-08,1.112e-07,0.130816,0.297377,0.869184,0.47222363,420.989,9.37,16.755,2539,1.565941,1.296413,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_05721,5,5,279,61,60,0.8956,1.1683,0.8213,1.1701,0.1086,0.1009,True,-410.514298,10.0,17.057,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,33.0,0.0,461.0,999.0,False,0.0,0.0,0.173394,0.223042,0.826606,0.40915117,506.627,9.516,16.389,2023,1.456114,1.442952,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_08132,6,8,192,74,35,1.1076,0.81,1.2323,1.1079,-0.0564,0.0154,True,-410.514764,9.0,14.659,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,34.5,0.0,461.0,999.0,False,0.0,0.0,0.349869,1.3e-05,0.650131,0.22755132,524.893,9.921,13.925,2535,1.658832,1.639399,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_09153,10,7,357,54,53,0.8472,0.7605,0.9056,0.7592,-0.0019,-0.0228,True,-410.518708,10.0,6.237,True,0.0,0.0,0.0,0.0,0.637274,0.55303,0.18144,10.0,33.0,0.009146,461.0,999.0,False,0.0014151471,0.0106092014,0.966019,0.820026,0.033981,0.03000549,465.087,3.904,5.652,2525,1.143096,1.244053,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_11342,6,11,338,36,75,1.2383,1.1625,1.0968,1.1192,-0.029,-0.0531,True,-410.524538,10.0,19.707,True,1.9931e-06,4.8576e-06,7.5524e-06,1.9576e-06,0.643189,0.402992,1.554753,10.0,,0.0,461.0,999.0,False,0.0024919923,0.0060735277,1e-06,0.007333,0.999999,0.35476632,479.75,11.896,18.728,3393,1.216504,1.481774,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_03098,10,4,301,54,58,1.1264,0.8756,0.8199,0.8338,-0.0238,0.0733,True,-410.524619,10.5,14.298,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,32.0,0.0,445.0,999.0,False,0.0,0.0,0.389619,0.450674,0.610381,0.39243726,412.357,7.695,13.484,2380,1.393422,1.479919,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_05203,7,5,271,59,70,1.0025,0.9207,1.1026,0.8589,0.0647,0.0378,True,-410.534652,6.5,28.739,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,33.5,0.0,461.0,999.0,False,0.0,0.0,0.266448,0.170689,0.733552,0.33812921,495.35,9.249,14.88,2125,1.316523,1.314304,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_11048,4,5,300,26,64,1.2394,1.2092,1.1384,0.9025,0.1437,0.1095,True,-410.536165,8.0,34.924,True,5.5245e-06,1.23729e-05,1.16452e-05,2.8275e-06,1.062495,0.228527,0.941181,8.0,33.0,0.056181,445.0,999.0,False,0.0083253651,0.0186459898,0.00024,0.093001,0.99976,0.41035224,428.598,11.121,18.568,1886,1.734429,1.847091,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_07338,6,7,347,78,26,0.8925,1.1567,0.8951,1.0562,0.125,0.0213,True,-410.538665,10.5,16.39,True,3.0507e-05,8.25274e-05,0.000107463,2.4375e-05,0.767961,0.295357,1.30215,10.5,33.5,0.064957,461.0,999.0,False,0.0639549357,0.1730105125,0.234026,0.379672,0.765974,0.4571234,471.583,9.197,15.588,2496,1.172607,1.297483,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_06927,5,9,202,50,64,1.0613,0.8341,1.1155,1.0037,0.1032,0.1021,True,-410.541329,6.5,28.765,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,34.5,0.0,445.0,999.0,False,0.0,0.0,0.262216,0.04325,0.737784,0.27896531,401.213,10.025,14.937,2439,1.563859,1.423658,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_01202,10,12,281,70,25,0.9085,1.0686,1.1029,1.13,-0.0171,-0.0678,True,-410.543769,9.5,11.975,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,35.0,0.0,445.0,999.0,False,0.0,0.0,0.550626,0.009629,0.449374,0.16009345,409.121,8.783,11.226,3964,1.056654,0.939393,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_00674,4,8,301,26,71,1.0576,0.832,1.1426,0.8799,0.0013,0.0796,True,-410.545922,10.0,17.184,True,0.0,0.0,0.0,0.0,2e-06,1e-06,2e-06,10.0,30.5,0.0,445.0,999.0,False,0.0,0.0,0.186192,0.261482,0.813808,0.42315011,415.646,9.501,16.197,2131,1.410564,1.604265,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_09111,8,12,204,21,14,1.0822,1.106,1.2268,1.0832,0.015,-0.0058,True,-410.547527,6.0,31.59,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.5,0.0,445.0,999.0,False,0.0,0.0,0.004641,0.000116,0.995359,0.34845117,399.295,11.388,18.384,3639,1.45981,1.256708,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_08677,5,6,298,28,49,1.1924,0.9217,0.9866,1.1218,-0.1084,-0.0132,True,-410.556837,10.0,18.799,True,0.0,0.0,0.0,0.0,0.170205,0.058287,0.250362,10.0,,0.0,445.0,999.0,False,1.24e-08,3.09e-08,0.060835,0.06513,0.939165,0.36846663,416.265,10.951,17.907,2128,1.4845,1.713462,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_00011,7,8,200,51,87,1.1889,1.064,0.9915,1.1435,-0.0625,-0.022,True,-410.557874,8.0,34.934,True,0.0,0.0,0.0,0.0,1.059888,0.255434,0.943496,8.0,,0.0,445.0,999.0,False,7.449e-07,1.6692e-06,0.000667,0.104545,0.999333,0.41767563,419.181,10.966,18.563,2843,1.40113,1.365284,peak_angle_gt7;angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_05655,5,4,307,12,9,1.0542,0.7865,0.8597,1.069,-0.0826,0.0539,True,-410.563474,9.0,14.854,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,0.0,461.0,999.0,False,0.0,0.0,0.319455,0.177966,0.680545,0.31691504,500.691,9.332,14.335,1605,1.731449,1.892829,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_05838,8,8,213,61,73,1.1113,1.2079,0.9954,1.2016,0.0886,0.1499,True,-410.565424,7.0,33.605,True,0.0004874407,0.0010601535,0.000831567,0.0002332396,1.274886,0.220006,0.784384,7.0,32.5,0.05616,445.0,999.0,False,0.1894881519,0.4121250835,0.004168,0.151309,0.995832,0.44648214,433.883,10.605,18.46,3165,1.48559,1.297626,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
