attempt,polarization,wavelength_nm,transmission_T,sourcepower_absolute,stored_monitor_power,manual_signed_flux,manual_flux_over_sourcepower,monitor_normal,normal_corrected_flux_over_sourcepower
BF07_attempt_001,y,438.99999999999994,0.7010441216418659,2.3672055790393985e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,440.00000000000006,0.7028974147252167,2.367698068871827e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,440.99999999999994,0.6964801649635591,2.368187245226837e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,442.0,0.6852305947086599,2.3686731376864663e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,443.0,0.6702765216278144,2.369155775504218e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,444.0,0.6520358603203844,2.3696351876094186e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,445.00000000000006,0.6314511721714263,2.3701114026115065e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,445.99999999999994,0.608398574805586,2.370584448804258e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,447.00000000000006,0.5873456259874746,2.371054354169942e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,448.0,0.5682158437193392,2.3715211463834216e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,449.0,0.5604927419524015,2.371984852816185e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,450.0000000000001,0.5652249043530878,2.3724455005403145e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,450.99999999999994,0.5851236764883073,2.3729031163323987e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,452.0,0.612683488602935,2.3733577266773914e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,453.00000000000006,0.6269255606719782,2.3738093577723926e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,453.99999999999994,0.6293337359538131,2.3742580355303973e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,455.00000000000006,0.6164272096548858,2.374703785583969e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,456.0,0.5971006664014223,2.375146633288862e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,457.0,0.5652887283476125,2.375586603727601e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,458.0,0.49072703876130985,2.376023721712988e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,459.0,0.3057716367755454,2.376458011791573e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,460.00000000000006,0.8658999018677774,2.376889498247063e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,460.99999999999994,0.9414044644020063,2.3773182051036883e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,461.99999999999994,0.8845435922900277,2.377744156129507e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,463.0,0.8519900399535374,2.378167374839678e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,464.00000000000006,0.7888585790151742,2.3785878844996657e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,465.00000000000006,0.7688987297301847,2.379005708128412e-16,,,,z-positive from 2D Z-normal monitor type,
