output,polarization,wavelength_nm,n,mean_bias,std,mae,p90_abs,max_abs
eta_m+0,all,453,26,-0.06639671413099026,0.15067564884084148,0.08090457676591875,0.23944533721129382,0.6150347256758999
eta_m+0,all,454,26,-0.0520116264787509,0.13038148916857525,0.07430895708560149,0.22079587296655992,0.4540855450614724
eta_m+0,all,455,26,-0.01838210936804554,0.09957734350182211,0.06506385947177752,0.1433695649205,0.33333929689748926
eta_m+0,all,all,286,-0.04386900203176319,0.1171809145844455,0.06972417409311067,0.18177545898045327,0.6150347256758999
eta_m+1,p,445,13,-0.12606556384030426,0.11098978992311195,0.13129184771081365,0.27483583857595323,0.29833036077733516
eta_m+1,p,446,13,-0.12314601965172237,0.10641148622334541,0.12840523684954033,0.2643251508158962,0.30818192260678023
eta_m+1,p,447,13,-0.1124879956931444,0.10161121624824483,0.12005538863404877,0.22171382517848232,0.2658072895286895
eta_m+1,p,448,13,-0.10782633863073082,0.12867767301685043,0.11790256077566225,0.29484450336542606,0.3695580448664768
eta_m+1,p,449,13,-0.12608619237130228,0.17474098715271744,0.13800236138764557,0.3247236531185624,0.581893715610032
eta_m+1,p,450,13,-0.08862185102008918,0.1167973754380574,0.1173581510416027,0.23270022908641186,0.29101748988699927
eta_m+1,p,451,13,-0.07575948976009456,0.10953192032625543,0.11348406794262303,0.18749135884334,0.2260827063768045
eta_m+1,p,452,13,-0.07437702533430703,0.10010853749827711,0.10359770350786962,0.17862900124556788,0.20917599600585446
eta_m+1,p,453,13,-0.06162123938060538,0.11689746712860796,0.10754753220537384,0.20437396868267182,0.22559830653598512
eta_m+1,p,454,13,-0.05903664620752118,0.13343692037139882,0.12200648336874426,0.21121802390320277,0.2743325175002817
eta_m+1,p,455,13,-0.07971554532056754,0.1798409391031966,0.14328358675876976,0.277515594812478,0.5019251213182029
eta_m+1,p,all,143,-0.09406762792821717,0.13045194850846184,0.12208499274388125,0.25468672241753565,0.581893715610032
eta_m+1,s,445,13,-0.05292832900712423,0.052736883533266034,0.06210721395986277,0.119117919354587,0.13993954149181395
eta_m+1,s,446,13,-0.06016194126676844,0.05614600432977977,0.06992602241755103,0.12952535667047413,0.13912427995551785
eta_m+1,s,447,13,-0.058753966373692415,0.06640000632392411,0.07236089737911987,0.13915157523009483,0.1405051760042123
eta_m+1,s,448,13,-0.052632282129388516,0.08929976329346609,0.08479564180276976,0.15155956015355124,0.18564132482983306
eta_m+1,s,449,13,-0.06365860901574766,0.08825903676292822,0.08802263612834278,0.17461122073907365,0.1943973002164557
eta_m+1,s,450,13,-0.0741329307691738,0.08410812578129497,0.0885568938889563,0.18580763577382775,0.2031934710362141
eta_m+1,s,451,13,-0.07999360583601764,0.09268455491023607,0.09461833211138744,0.21668046803540408,0.22936115403481594
eta_m+1,s,452,13,-0.08961245230002086,0.10078994459988243,0.10652936863753014,0.2320463643397789,0.25439501784402757
eta_m+1,s,453,13,-0.09158486340797461,0.0936891472656567,0.10297814409060423,0.21070012126118182,0.2521438121181675
eta_m+1,s,454,13,-0.09851447736764427,0.09978501392545232,0.10531109728125966,0.22150362238235935,0.27083331673260325
eta_m+1,s,455,13,-0.10147067394921369,0.11839171091129344,0.11855723669225901,0.26053272839502056,0.29436625247451176
eta_m+1,s,all,143,-0.07485855740206965,0.08946762571365904,0.09034213494451301,0.1971894223373396,0.29436625247451176
eta_m+1,all,445,26,-0.08949694642371424,0.09427205288816948,0.09669953083533821,0.255475353833146,0.29833036077733516
eta_m+1,all,446,26,-0.09165398045924542,0.09071735023539292,0.0991656296335457,0.21365306280283947,0.30818192260678023
eta_m+1,all,447,26,-0.0856209810334184,0.08993740340013325,0.0962081430065843,0.21289688321080463,0.2658072895286895
eta_m+1,all,448,26,-0.08022931038005966,0.11413935165804394,0.10134910128921598,0.22113197646928984,0.3695580448664768
eta_m+1,all,449,26,-0.09487240069352496,0.14190255766411228,0.11301249875799418,0.2275117690687723,0.581893715610032
eta_m+1,all,450,26,-0.08137739089463149,0.10203128965341798,0.1029575224652795,0.21081998495766296,0.29101748988699927
eta_m+1,all,451,26,-0.07787654779805611,0.10148061923031886,0.10405120002700524,0.206017112208921,0.22936115403481594
eta_m+1,all,452,26,-0.08199473881716395,0.10073825323556368,0.1050635360726999,0.20624688246635448,0.25439501784402757
eta_m+1,all,453,26,-0.07660305139429,0.10698500717127764,0.10526283814798905,0.21152689259542817,0.2521438121181675
eta_m+1,all,454,26,-0.07877556178758272,0.11946068453440933,0.11365879032500198,0.2206284433396753,0.2743325175002817
eta_m+1,all,455,26,-0.09059310963489062,0.1526368294364886,0.13092041172551439,0.280961724473393,0.5019251213182029
eta_m+1,all,all,286,-0.08446309266514342,0.11226455610684304,0.10621356384419711,0.22487547373561462,0.581893715610032
eta_m+2,p,445,13,-0.009809074421005214,0.03615966321186695,0.03155620126287501,0.061904684850776076,0.06568511277454481
eta_m+2,p,446,13,-0.016969376045967464,0.05283673857240774,0.03969543147201616,0.08941856049815697,0.13732923681146725
eta_m+2,p,447,13,-0.012995040733778504,0.05962258437602554,0.0421509092689502,0.10128072332872952,0.15765897041909374
eta_m+2,p,448,13,-0.005957242469183687,0.03275441910564177,0.027427386290129623,0.05090739795782045,0.059046714665878075
eta_m+2,p,449,13,-0.00980073559164488,0.03159741119979342,0.027939735740463902,0.05337640785986467,0.06318092188430365
eta_m+2,p,450,13,-0.01549822995864818,0.04417089200882535,0.03351822999778993,0.05010463793411973,0.13774064968884095
eta_m+2,p,451,13,-0.030724417246244175,0.060129131224963835,0.04584045013246922,0.0696002239525773,0.20267949419379672
eta_m+2,p,452,13,-0.04052951571477016,0.06578714758981842,0.0532388312501824,0.15193878108170958,0.17143906206817103
eta_m+2,p,453,13,-0.04706992273549488,0.07701604059734612,0.05914413500047225,0.11050080392736902,0.25903355741129286
eta_m+2,p,454,13,-0.043934771057065745,0.08003386281893404,0.054534229952226704,0.10509000130982617,0.28274963355563687
eta_m+2,p,455,13,-0.04160700932795218,0.08042900826876914,0.056720259363995024,0.15251968823640624,0.2448561794133856
eta_m+2,p,all,143,-0.02499048502743228,0.06100985226103345,0.04288779997559731,0.1051129779815307,0.28274963355563687
eta_m+2,s,445,13,-0.010904562240162908,0.047032827911371027,0.02742447681421762,0.04580911975606332,0.15362641729589482
eta_m+2,s,446,13,-0.020957962185255148,0.05933428649786515,0.03238399934186377,0.0747670709697426,0.20394103989781726
eta_m+2,s,447,13,-0.019718284203276967,0.05619916848250785,0.0379928449833823,0.11522616897758763,0.14831719547059374
eta_m+2,s,448,13,-0.0156961632025383,0.03149539382826045,0.02660877432240323,0.05274202212115183,0.08693907653550266
eta_m+2,s,449,13,-0.022326313896487187,0.03829446867847463,0.03344402774496032,0.08244971783974032,0.09535859424939279
eta_m+2,s,450,13,-0.03923371969538126,0.06920653819432972,0.05068770505419404,0.1132945878909041,0.22626102368563428
eta_m+2,s,451,13,-0.048825453595451866,0.08399662917690329,0.0606854772482838,0.17185725375374206,0.2587352078203913
eta_m+2,s,452,13,-0.05277091125748631,0.08959482516323965,0.06513462699531294,0.14866095950697913,0.300195693882071
eta_m+2,s,453,13,-0.04787344336231103,0.093520846573682,0.061019146565670423,0.09821947848470562,0.33962569195329284
eta_m+2,s,454,13,-0.04086850065992051,0.09563238552359447,0.058160291273410394,0.09792957183636457,0.3407069235126369
eta_m+2,s,455,13,-0.04006652892616603,0.09598015846476261,0.061945966699448865,0.16388773377327226,0.30003716045898565
eta_m+2,s,all,143,-0.032658349384039775,0.07419903958601849,0.046862485185740696,0.11628070876452605,0.3407069235126369
eta_m+2,all,445,26,-0.010356818330584062,0.04195359455229818,0.029490339038546323,0.058014424127187034,0.15362641729589482
eta_m+2,all,446,26,-0.018963669115611308,0.05621491308752047,0.03603971540693996,0.08862829309118536,0.20394103989781726
eta_m+2,all,447,26,-0.016356662468527735,0.058033611412597205,0.04007187712616626,0.12121192632061653,0.15765897041909374
eta_m+2,all,448,26,-0.010826702835860996,0.032497962181270226,0.027018080306266425,0.05244785373966293,0.08693907653550266
eta_m+2,all,449,26,-0.016063524744066037,0.0356602564617171,0.03069188174271211,0.05918706348660245,0.09535859424939279
eta_m+2,all,450,26,-0.027365974827014725,0.05925495492454538,0.04210296752599199,0.10923315642534881,0.22626102368563428
eta_m+2,all,451,26,-0.03977493542084802,0.07360288680958373,0.0532629636903765,0.14935055499890995,0.2587352078203913
eta_m+2,all,452,26,-0.04665021348612824,0.07883561177048305,0.05918672912274768,0.15979240613014464,0.300195693882071
eta_m+2,all,453,26,-0.04747168304890296,0.08566779463675102,0.06008164078307133,0.10719616046931693,0.33962569195329284
eta_m+2,all,454,26,-0.04240163585849313,0.0881920443286342,0.05634726061281855,0.10463851799934536,0.3407069235126369
eta_m+2,all,455,26,-0.04083676912705911,0.08854999359105799,0.059333113031721944,0.1681510555772222,0.30003716045898565
eta_m+2,all,all,286,-0.028824417205736023,0.06803343891167171,0.044875142580669006,0.11137297228976065,0.3407069235126369
eta_m+3,p,445,13,-0.024049393687120953,0.051636884349854084,0.03410954861619655,0.09326945477226789,0.15870734914409945
eta_m+3,p,446,13,-0.02298403552310472,0.04524102435032787,0.031616561962822295,0.09278366670076925,0.12711484330705738
eta_m+3,p,447,13,-0.018570181700741165,0.038891496231888215,0.028463399116594568,0.0815425835894258,0.09573515474599122
eta_m+3,p,448,13,-0.010574169634107363,0.047804931638542686,0.032221453645504154,0.09641399304397379,0.10767785642746577
eta_m+3,p,449,13,-0.011699376193152604,0.05012767401872701,0.03131404588927609,0.10369718483230465,0.11939196135415853
eta_m+3,p,450,13,-0.014071242167037161,0.049166347835720485,0.0295537996123409,0.09428157426580612,0.13790105653588058
eta_m+3,p,451,13,-0.009517747867602842,0.036300079057745196,0.023296526824301386,0.07537209932298683,0.09239311306189324
eta_m+3,p,452,13,-0.0023113471347713313,0.024476716631249795,0.01749308759940279,0.04700592467840978,0.05282821594449131
eta_m+3,p,453,13,0.0003569798609019873,0.016219308990592447,0.012699921043801129,0.023762091272795646,0.039793659315627825
eta_m+3,p,454,13,-0.0013490722552443495,0.01891943753528396,0.015721942863866793,0.031514175100868354,0.03683354989570643
eta_m+3,p,455,13,-0.008160728838263525,0.037754106348520514,0.023429948085471705,0.04698491156894974,0.11999716889208613
eta_m+3,p,all,143,-0.01117548319456764,0.04055650254459682,0.02544729411450712,0.08203482905707955,0.15870734914409945
eta_m+3,s,445,13,-0.02548448517738949,0.05143229602336427,0.030848552895957657,0.08644693954164158,0.17342007782309946
eta_m+3,s,446,13,-0.025436639603097718,0.04267238990923917,0.02911802958257215,0.08971553779551926,0.1302554953515574
eta_m+3,s,447,13,-0.021788901878990394,0.03644186200978807,0.02551666213888565,0.0780867990129938,0.10701266774594122
eta_m+3,s,448,13,-0.01828964222222559,0.03724639882974219,0.02357863351945231,0.0731859803640116,0.11548073033852037
eta_m+3,s,449,13,-0.017762071924863142,0.04064641681916914,0.022777832680431927,0.0733257428584979,0.13026238380679853
eta_m+3,s,450,13,-0.015397682587617163,0.04073994944710489,0.020756055374699194,0.05204917051592611,0.1424707982288806
eta_m+3,s,451,13,-0.005566101724083608,0.027455492530843704,0.015387950895693479,0.03197532929484443,0.09022457828979323
eta_m+3,s,452,13,0.003951135460903284,0.027285896954324575,0.019133134135237435,0.03875386866632147,0.07335504765052164
