candidate_id,wavelength_nm,requested_harmonic_order,actual_harmonic_order,DoLP,useful_power,x_fidelity,Jxx_real,Jxx_imag,Jxy_real,Jxy_imag,Jyx_real,Jyx_imag,Jyy_real,Jyy_imag,delta_max_complex_jones,delta_DoLP,delta_useful_power,delta_x_fidelity
H1C1B_V2_009,450.0,49,49,0.9254040206246896,0.21330345693315167,0.952974143463263,-0.04552021362555858,0.6481166342049751,0.01983423709313492,-0.06392382594568839,-0.019834237093149076,0.06392382594570206,0.12257631345164842,0.03933085618235954,,,,
H1C1B_V2_009,458.0,49,49,0.18048012143939124,0.32856306542438396,0.4105560420549277,0.2475800019747396,0.7713788829908591,-0.025903934882371703,-0.011570587899502148,0.025903934882367266,0.011570587899496134,0.2697278333165074,-0.9326799193802963,,,,
H1C1B_V2_009,440.0,121,121,0.40374566420750324,0.20639129822253918,0.2981909665301419,-0.6224580383910859,0.15902415536920023,-0.0007299490820458637,0.00627471679439346,0.0007299490820415425,-0.006274716794414631,0.5385256306840069,-0.8255041195981442,0.2905168732883364,0.11044766294940334,0.065508603999225,0.05525360620732053
H1C1B_V2_009,450.0,121,121,0.2772297506624838,0.1966018528012339,0.36928908393437315,0.059658003244490554,0.6197052595394839,-0.048217989320623156,-0.057315312581589804,0.048217989320669244,0.0573153125816557,0.5225329981642332,-0.6268206123062321,0.7769962217512959,0.6481742699622058,0.016701604131917763,0.5836850595288898
H1C1B_V2_009,458.0,121,121,0.28812546443781994,0.27017407513657626,0.35595666861294534,0.3947861361514262,0.6200689899179435,-0.0023095735746469087,-0.0010819370706004194,0.0023095735746616747,0.001081937070590594,-0.45820970431170555,-0.8761882581283272,0.7301262674902425,0.1076453429984287,0.058388990287807696,0.054599373441982346
H1C1B_V2_009,440.0,225,225,0.3510592829372257,0.22459752049021714,0.3245890996170727,-0.6312255606155212,0.22501254058222048,0.002419260131610078,0.01062244638515283,-0.002419260131634392,-0.010622446385164795,0.4411412604208327,-0.8602144546619139,0.1033853129404471,0.05268638127027753,0.018206222267677957,0.02639813308693084
H1C1B_V2_009,450.0,225,225,0.43618770246061866,0.17662518504771713,0.28235685686377826,0.09170017326407555,0.5852658670203179,-0.04361029836475515,-0.020086191681485045,0.043610298364759735,0.02008619168147732,0.36195456652294195,-0.8743631506376025,0.29506396084902475,0.15895795179813488,0.01997666775351678,0.08693222707059489
H1C1B_V2_009,458.0,225,225,0.4420179182258451,0.18243993234913128,0.27899179767329046,0.42025927451609846,0.4338709164301669,0.003619861378733417,-0.0022206668167590966,-0.003619861378792219,0.0022206668167905836,-0.5470553730214905,-0.8022992609165642,0.18793244357668842,0.15389245378802513,0.08773414278744499,0.07696487093965487
H1C1B_V2_010,440.0,49,49,0.17801405636710113,0.31562033804817735,0.41117662281480616,-0.6407270319792824,0.4697455532436192,-0.0006143037426104767,0.006948699600091527,0.0006143037426122322,-0.0069486996000861345,0.6673128500139945,-0.6772074100403409,,,,
H1C1B_V2_010,450.0,49,49,0.7093497483388421,0.4919925254936867,0.8420080128712737,-0.49088541754220305,0.8561999166884098,0.029142836631817763,-0.0953360140115047,-0.029142836631813364,0.0953360140115039,0.41759324662652564,-0.017600408030548315,,,,
H1C1B_V2_010,458.0,49,49,0.1125070654429611,0.386131640690839,0.44473614728358507,0.4419257768126271,0.758838177775918,-0.03318617699709186,-0.005309121987305373,0.03318617699708441,0.005309121987298708,0.16829768146502658,-0.9668173532851028,,,,
H1C1B_V2_010,440.0,121,121,0.19676621443815098,0.3289106877746563,0.4018826816745399,-0.5500280378981854,0.595842839479832,0.008319267882286707,0.01387924701483444,-0.008319267882256723,-0.013879247014794338,0.4723563514550931,-0.8692787421305027,0.27367760767230515,0.01875215807104985,0.013290349726478967,0.00929394114026627
H1C1B_V2_010,450.0,121,121,0.9592327692084809,0.009171672144713382,0.022102562378649725,-0.10892043519440109,-0.03627613514456329,-0.07176944074674019,-0.003587823903505871,0.07176944074670624,0.003587823903485124,0.39863015062966145,-0.8046777538501897,0.9707784252007912,0.24988302086963876,0.48282085334897334,0.819905450492624
H1C1B_V2_010,458.0,121,121,0.24726048669262246,0.2903368078444996,0.376405242507259,0.5755534528396293,0.49936197806765026,-0.00668864478408214,0.002171521286065514,0.006688644784129536,-0.002171521286175482,-0.53631289409228,-0.821174447086667,0.7195053295932735,0.13475342124966136,0.09579483284633938,0.06833090477632608
H1C1B_V2_010,440.0,225,225,0.18291554124640572,0.3244504687732434,0.4089901879821536,-0.5115027964087593,0.6216719539357111,0.019286804253678902,0.020440833738905068,-0.019286804253787145,-0.020440833738975078,0.35711521368901555,-0.8996504323416513,0.11917616959737394,0.013850673191745266,0.004460219001412913,0.007107506307613698
H1C1B_V2_010,450.0,225,225,0.8929209707170151,0.027586881269115102,0.05663894247172193,-0.22463042448535306,-0.028122772544156783,-0.05678742207992378,0.026443019716108553,0.05678742207992889,-0.0264430197161557,0.2607677929715905,-0.9203442715793507,0.1799576977587572,0.06631179849146573,0.01841520912440172,0.03453638009307221
H1C1B_V2_010,458.0,225,225,0.5377406669689175,0.137013824490965,0.23112979398656447,0.4893465833841155,0.1859043427257021,-0.0018549011692394711,0.0019248401491847868,0.0018549011692043334,-0.0019248401492142863,-0.6223024208865695,-0.7240895091042682,0.32509585278112324,0.2904801802762951,0.15332298335353461,0.14527544852069452
GLOBAL_018,440.0,49,49,0.05504732635982728,0.31707280629054746,0.4724887278973199,-0.7491047191115889,0.27016082779215145,-0.0002948820456583172,0.0008789522632027176,0.000294882045657939,-0.0008789522632074147,0.6640920531017801,-0.5166956628071318,,,,
GLOBAL_018,450.0,49,49,0.8738103499475595,0.13349475039523617,0.9354725185687391,0.22046165732409229,0.46667168267241355,-0.004622925712119946,-0.024131464728550156,0.0046229257121241235,0.0241314647285409,0.11431406490389026,0.0688848898345491,,,,
GLOBAL_018,458.0,49,49,0.09434158771980555,0.4800647768538572,0.5464521403813507,0.0921453431488715,0.9752914877288008,-0.016504174741133564,-0.013149738535335173,0.01650417474112425,0.01314973853533117,0.5536501542493136,-0.6999433557093973,,,,
GLOBAL_018,440.0,121,121,0.08237320915768769,0.38763551829862436,0.45885402981158135,-0.6989419830826271,0.5353949990013223,0.006711435606894021,0.007634956335298885,-0.006711435606877898,-0.007634956335282928,0.4243680629277511,-0.8568070636093107,0.41610498245103766,0.027325882797860405,0.0705627120080769,0.013634698085738528
GLOBAL_018,450.0,121,121,0.07384559780395877,0.19872914760029473,0.5247625218661425,0.24275032052263107,0.5805126684659017,-0.023950607775465874,-0.0310159188890682,0.023950607775468123,0.031015918889060037,0.5177173687357165,-0.30063405664323556,0.5470635039449119,0.7999647521436006,0.06523439720505855,0.41070999670259667
GLOBAL_018,458.0,121,121,0.005985890360711763,0.4928615669787171,0.4975656086638009,0.10905527755047212,0.9868151986511542,-0.005008926396962432,-0.0008687711186118417,0.005008926396931072,0.0008687711186118191,-0.24047868979427994,-0.9682524437889135,0.8382305098766543,0.0883556973590938,0.012796790124859903,0.04888653171754981
GLOBAL_018,440.0,225,225,0.030061874502140908,0.38749375757502275,0.4849904908973451,-0.6727105598710944,0.567604977278768,0.013321410734439772,0.009754361710420243,-0.013321410734415926,-0.009754361710400129,0.2786886463829885,-0.8631432372217422,0.14581714405675802,0.05231133465554678,0.00014176072360161385,0.02613646108576373
GLOBAL_018,450.0,225,225,0.3525454473735468,0.17848191666597427,0.3238754408463639,0.26836665939804816,0.5328598730044717,-0.02920633633589087,-0.012268460171254825,0.029206336335892553,0.0122684601711799,0.5113636816475736,-0.6947688614367047,0.3941860140710221,0.27869984956958804,0.02024723093432046,0.2008870810197786
GLOBAL_018,458.0,225,225,0.015449443327931356,0.4831673586753586,0.4923246002029194,0.20080130853058012,0.962295342968297,0.0004065143726570046,-0.0010293156543932048,-0.00040651437245900983,0.0010293156543523326,-0.372607861533322,-0.9260817584456928,0.13869565503923398,0.009463552967219593,0.009694208303358487,0.005241008460881491
H1C1B_V2_012,440.0,49,49,0.17766672287817245,0.3489464123467676,0.4112417748103374,-0.045376699618670524,0.8341357872191701,-0.005425580697125446,-0.004672406190233476,0.005425580697126174,0.004672406190232533,0.3398936527014357,-0.9399819053760158,,,,
H1C1B_V2_012,450.0,49,49,0.098438537772556,0.3984310961798607,0.45091867796513785,0.5026016302625949,0.7376385779958937,0.011953509428749436,0.00048526450102645894,-0.011953509428750293,-0.00048526450102336516,0.028110086485104643,-0.9845819600924136,,,,
H1C1B_V2_012,458.0,49,49,0.5703392245971847,0.13168240764127923,0.2148345515242439,-0.19203714577298647,0.4758981855999416,0.0016850834550042812,-0.0021511304833398727,-0.0016850834550551936,0.0021511304834210083,-0.6341158943417575,-0.7486125437437643,,,,
H1C1B_V2_012,440.0,121,121,0.20427333970375167,0.33043214808901233,0.3979421872631319,0.05607775290689054,0.8109573656922571,-0.006940430313801435,-0.004423037810417003,0.006940430313810439,0.00442303781042136,0.23247064046284543,-0.9724863283542282,0.112232976756205,0.026606616825579216,0.018514264257755264,0.013299587547205505
H1C1B_V2_012,450.0,121,121,0.14077742831921283,0.3716257786149654,0.4296532271130104,0.595143506934273,0.6237002966840748,0.007270148947432117,-0.0009209964087753333,-0.007270148947454373,0.0009209964087786085,-0.18557369287255862,-0.9757787671874116,0.21386503633342496,0.042338890546656835,0.026805317564895348,0.021265450852127443
H1C1B_V2_012,458.0,121,121,0.3493439707341486,0.38276538861272974,0.6746508191939702,0.2260571465317458,0.8452066769747464,0.007182218362034506,0.0017414545905732504,-0.007182218362015075,-0.0017414545905707658,0.14448271551610414,-0.5901237243519538,0.7945656053119872,0.2209952538630361,0.25108298097145054,0.4598162676697263
H1C1B_V2_012,440.0,225,225,0.22517171128782038,0.3142702154371409,0.3878163167379694,0.11117694917838823,0.7845204822883399,-0.02538587467085757,-0.007955317902754729,0.025385874671000692,0.007955317902767994,0.06146608096354267,-0.9938262366852839,0.17233093470740662,0.02089837158406871,0.016161932651871436,0.010125870525162506
H1C1B_V2_012,450.0,225,225,0.3393300066706922,0.24321854185968605,0.33035236335714807,0.6133837397719896,0.3318837939955548,0.006849676224463517,-0.0019237259255112003,-0.006849676224515394,0.0019237259255794582,-0.2700313545694038,-0.9555495108924668,0.2923860074205554,0.19855257835147935,0.12840723675527932,0.09930086375586233
H1C1B_V2_012,458.0,225,225,0.011811418764363701,0.4319394789653938,0.49409536482417327,0.40076738776291554,0.8385955499306363,0.0042054937423692705,-0.0020679205480422344,-0.0042054937422727305,0.0020679205479955127,-0.38638093696045483,-0.8574463003382612,0.594371581716949,0.3375325519697849,0.04917409035266407,0.18055545436979692
