path,read_status,terms_hit,line_numbers,evidence_snippets,supports_sio2_tio2,supports_453_or_450,supports_100_52_nm,supports_m8,supports_dipole_source,supports_planewave
F:\wc_312\MDC_green_D1\D1_22d22_7_p0.log,ok,100;52;ITO;MDC;source,11;16;39;41;47;48;49;50;61;66;67;68,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L16: Peak memory used by end of initialization: 0.078252 GiB | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.73352e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_22d22_8_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.61363e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,true,false,false,false
F:\wc_312\MDC_green_D1\D1_22d22_9_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 5.33209e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_10_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 5.88486e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_11_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.21557e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_12_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 7.46419e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_13_p0.log,ok,100;52;ITO;MDC;source,11;16;39;41;47;48;49;50;60;61;63;66,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L16: Peak memory used by end of initialization: 0.078752 GiB | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 11.0057% complete. Elapsed simulation time: 1.10057e-13 secs. Max time remaining: 4 secs. Auto Shutoff: 9.06967e-06 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.06967e-06 | L63: Completed 3234 iterations, or 1.100574e-13s of Simulation Time | L66: collecting TM monitor data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_14_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;60;61;63;66;67,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 11.0057% complete. Elapsed simulation time: 1.10057e-13 secs. Max time remaining: 4 secs. Auto Shutoff: 6.56346e-06 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.56346e-06 | L63: Completed 3234 iterations, or 1.100574e-13s of Simulation Time | L66: collecting TM monitor data | L67: collecting TE monitor data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_15_p0.log,ok,100;52;ITO;MDC;source,11;16;39;41;47;48;49;50;60;61;63;66,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L16: Peak memory used by end of initialization: 0.078752 GiB | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 11.0057% complete. Elapsed simulation time: 1.10057e-13 secs. Max time remaining: 4 secs. Auto Shutoff: 6.56226e-06 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.56226e-06 | L63: Completed 3234 iterations, or 1.100574e-13s of Simulation Time | L66: collecting TM monitor data",false,true,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_16_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;60;61;63;66;67,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 11.0057% complete. Elapsed simulation time: 1.10057e-13 secs. Max time remaining: 4 secs. Auto Shutoff: 7.90962e-06 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 7.90962e-06 | L63: Completed 3234 iterations, or 1.100574e-13s of Simulation Time | L66: collecting TM monitor data | L67: collecting TE monitor data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_17_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;60;61;63;66;67,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 11.0057% complete. Elapsed simulation time: 1.10057e-13 secs. Max time remaining: 3 secs. Auto Shutoff: 8.19699e-06 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.19699e-06 | L63: Completed 3234 iterations, or 1.100574e-13s of Simulation Time | L66: collecting TM monitor data | L67: collecting TE monitor data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_18_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 7.05014e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_19_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.94055e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_1_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;53;62;64;65;67,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L53: Peak memory used by end of meshing: 0.080552 GiB | L62: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.74882e-06 | L64: Completed 5254 iterations, or 1.788007e-13s of Simulation Time | L65: Peak memory used running the simulation: 0.080552 GiB | L67: collecting TM monitor data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_20_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;60;61;63;66;67,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 11.0057% complete. Elapsed simulation time: 1.10057e-13 secs. Max time remaining: 4 secs. Auto Shutoff: 8.59873e-06 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.59873e-06 | L63: Completed 3234 iterations, or 1.100574e-13s of Simulation Time | L66: collecting TM monitor data | L67: collecting TE monitor data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_21_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 4.31607e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_22_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 5.4421e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_23_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 7.35865e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_24_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.02189e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_25_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 5.0802e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_26_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 7.86265e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_2_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;62;64;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 7.7063e-06 | L64: Completed 5052 iterations, or 1.719264e-13s of Simulation Time | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_3_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;62;67;68;69;70,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.7181e-06 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_4_p0.log,ok,100;52;ITO;MDC;source,11;16;39;41;47;48;49;50;62;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L16: Peak memory used by end of initialization: 0.078526 GiB | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 7.71157e-06 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_5_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;62;67;68;69;70,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 7.42776e-06 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_6_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.9082e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_7_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.95519e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_8_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.16476e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_23d22_9_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.43577e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_24d22_10_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;60;61;63;66;67,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 11.0057% complete. Elapsed simulation time: 1.10057e-13 secs. Max time remaining: 4 secs. Auto Shutoff: 6.8521e-06 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.8521e-06 | L63: Completed 3234 iterations, or 1.100574e-13s of Simulation Time | L66: collecting TM monitor data | L67: collecting TE monitor data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_24d22_11_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 7.60561e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_24d22_12_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 5.46008e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_D1\D1_24d22_13_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;60;61;63;66;67,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 11.0057% complete. Elapsed simulation time: 1.10057e-13 secs. Max time remaining: 4 secs. Auto Shutoff: 6.50191e-06 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.50191e-06 | L63: Completed 3234 iterations, or 1.100574e-13s of Simulation Time | L66: collecting TM monitor data | L67: collecting TE monitor data",false,false,true,false,false,false
