model,geometry_id,M8_order_profile_mae,M9_order_profile_mae,delta_M9_minus_M8,M8_eta_plus1_mae,M9_eta_plus1_mae,delta_eta_plus1
circular_cnn,K6X_D100_D110_D115_D220_D225_D230,0.02722054933139353,0.020410539761051255,-0.006810009570342276,0.02639007291486637,0.024990777467980115,-0.0013992954468862555
circular_cnn,K6X_D100_D115_D130_D145_D155_D185,0.02076611327725333,0.020982135028599788,0.00021602175134645754,0.06716617041709458,0.07100823253637624,0.003842062119281661
circular_cnn,K6X_D100_D130_D135_D155_D160_D225,0.07461953159273671,0.06078876379182763,-0.013830767800909083,0.13329207329587425,0.08042852103258548,-0.052863552263288774
circular_cnn,K6X_D100_D140_D145_D155_D225_D230,0.13853045650046686,0.12182611569684977,-0.016704340803617088,0.2027071127892034,0.14516826168431157,-0.05753885110489182
circular_cnn,K6X_D100_D200_D205_D210_D215_D220,0.025641971100169504,0.029376298623508386,0.0037343275233388817,0.013118262395610904,0.011456556399447038,-0.001661705996163866
circular_cnn,K6X_D105_D120_D125_D130_D165_D190,0.022780244016829165,0.02434634402374304,0.0015661000069138765,0.015876169659424986,0.023124321468507382,0.007248151809082396
circular_cnn,K6X_D110_D125_D135_D150_D175_D190,0.018410897713957475,0.01847906717594648,6.816946198900595e-05,0.06767699829964657,0.06822210896603721,0.0005451106663906385
circular_cnn,K6X_D110_D125_D135_D150_D175_D195,0.015570378664648186,0.015634076023613292,6.369735896510562e-05,0.05323400826539137,0.0541117968503769,0.0008777885849855296
circular_cnn,K6X_D110_D190_D210_D215_D220_D225,0.032397965161045816,0.03251272470903198,0.00011475954798616239,0.0401246822630997,0.046580294773090884,0.006455612509991188
circular_cnn,K6X_D120_D125_D180_D185_D190_D195,0.0682680041189986,0.06265106868059646,-0.0056169354384021375,0.09770042854610134,0.1076989740482727,0.009998545502171358
circular_cnn,K6X_D120_D145_D200_D215_D220_D230,0.05593053611215314,0.056745182683226474,0.0008146465710733367,0.05766463671966808,0.06561754874177265,0.007952912022104575
circular_cnn,K6X_D125_D135_D150_D175_D190_D210,0.019196050057232135,0.016846119148537685,-0.0023499309086944496,0.0743536557232351,0.05733134222956424,-0.01702231349367086
circular_cnn,K6X_D130_D145_D155_D180_D195_D230,0.04620558612343813,0.05093043507576125,0.00472484895232312,0.2095660218471706,0.20101770229560467,-0.00854831955156593
circular_cnn,K6X_D135_D155_D190_D220_D225_D230,0.05313068334079983,0.053292335551044956,0.0001616522102451251,0.14751109627406633,0.1567861646619071,0.009275068387840757
circular_cnn,K6X_D140_D160_D165_D170_D180_D190,0.05829706792081806,0.045744614033350874,-0.012552453887467188,0.1142368802321175,0.09616501364662385,-0.01807186658549366
circular_cnn,K6X_D150_D205_D215_D220_D225_D230,0.04821738701572789,0.05369507298245926,0.0054776859667313715,0.029553003583375925,0.037319502569894664,0.007766498986518738
circular_cnn,K6X_D200_D205_D215_D220_D225_D230,0.04070239034081554,0.041171491761427426,0.00046910142061188514,0.015679625080963235,0.01784234664214311,0.0021627215611798763
