geometry_id,polarization,wavelength_nm,order_n,hf_minus_lf
K6X_D200_D205_D215_D220_D225_D230,p,453,0,-0.06509983417289988
K6X_D200_D205_D215_D220_D225_D230,p,453,1,0.013890160372069513
K6X_D200_D205_D215_D220_D225_D230,p,453,2,-0.11293446925586693
K6X_D200_D205_D215_D220_D225_D230,p,453,3,-0.008799332612478072
K6X_D200_D205_D215_D220_D225_D230,p,454,-3,-0.020757855151660804
K6X_D200_D205_D215_D220_D225_D230,p,454,-2,0.000813950293617409
K6X_D200_D205_D215_D220_D225_D230,p,454,-1,-0.1009295533212007
K6X_D200_D205_D215_D220_D225_D230,p,454,0,0.04023780635202001
K6X_D200_D205_D215_D220_D225_D230,p,454,1,-0.005005431709627816
K6X_D200_D205_D215_D220_D225_D230,p,454,2,-0.10867350399821335
K6X_D200_D205_D215_D220_D225_D230,p,454,3,-0.023701290060960806
K6X_D200_D205_D215_D220_D225_D230,p,455,-3,-0.11815191585048614
K6X_D200_D205_D215_D220_D225_D230,p,455,-2,-0.03311011597977095
K6X_D200_D205_D215_D220_D225_D230,p,455,-1,-0.11381600525611082
K6X_D200_D205_D215_D220_D225_D230,p,455,0,0.1839003537602405
K6X_D200_D205_D215_D220_D225_D230,p,455,1,0.02634108309663841
K6X_D200_D205_D215_D220_D225_D230,p,455,2,-0.039133099446841846
K6X_D200_D205_D215_D220_D225_D230,p,455,3,-0.11999716889208613
K6X_D200_D205_D215_D220_D225_D230,s,445,-3,-0.007220607434715025
K6X_D200_D205_D215_D220_D225_D230,s,445,-2,-0.004527595126916617
K6X_D200_D205_D215_D220_D225_D230,s,445,-1,-0.053418309907778724
K6X_D200_D205_D215_D220_D225_D230,s,445,0,-0.11655646348811499
K6X_D200_D205_D215_D220_D225_D230,s,445,1,-0.0022208710864603243
K6X_D200_D205_D215_D220_D225_D230,s,445,2,-0.15362641729589482
K6X_D200_D205_D215_D220_D225_D230,s,445,3,-0.007488081422115024
K6X_D200_D205_D215_D220_D225_D230,s,446,-3,-0.0395697622092206
K6X_D200_D205_D215_D220_D225_D230,s,446,-2,-0.004369902894854932
K6X_D200_D205_D215_D220_D225_D230,s,446,-1,-0.012485822091666383
K6X_D200_D205_D215_D220_D225_D230,s,446,0,0.08552070251532007
K6X_D200_D205_D215_D220_D225_D230,s,446,1,-0.015589220632502995
K6X_D200_D205_D215_D220_D225_D230,s,446,2,-0.20394103989781726
K6X_D200_D205_D215_D220_D225_D230,s,446,3,-0.0508051447163206
K6X_D200_D205_D215_D220_D225_D230,s,447,-3,-0.06514553699959802
K6X_D200_D205_D215_D220_D225_D230,s,447,-2,0.004800591346358763
K6X_D200_D205_D215_D220_D225_D230,s,447,-1,0.039004843838218936
K6X_D200_D205_D215_D220_D225_D230,s,447,0,0.05819963905158598
K6X_D200_D205_D215_D220_D225_D230,s,447,1,-0.021175159411909596
K6X_D200_D205_D215_D220_D225_D230,s,447,2,-0.13151729846923493
K6X_D200_D205_D215_D220_D225_D230,s,447,3,-0.08362046126565802
K6X_D200_D205_D215_D220_D225_D230,s,448,-3,-0.007835143408613384
K6X_D200_D205_D215_D220_D225_D230,s,448,-2,-0.025232614395222883
K6X_D200_D205_D215_D220_D225_D230,s,448,-1,0.007139307468729157
K6X_D200_D205_D215_D220_D225_D230,s,448,0,-0.10973003081155663
K6X_D200_D205_D215_D220_D225_D230,s,448,1,0.03550689648004553
K6X_D200_D205_D215_D220_D225_D230,s,448,2,-0.08693907653550266
K6X_D200_D205_D215_D220_D225_D230,s,448,3,-0.022695399874487383
K6X_D200_D205_D215_D220_D225_D230,s,449,-3,-0.0016576496725525438
K6X_D200_D205_D215_D220_D225_D230,s,449,-2,-0.03014372558084428
K6X_D200_D205_D215_D220_D225_D230,s,449,-1,0.00044313726132783407
K6X_D200_D205_D215_D220_D225_D230,s,449,0,-0.11802387859563424
K6X_D200_D205_D215_D220_D225_D230,s,449,1,0.046056847948111865
K6X_D200_D205_D215_D220_D225_D230,s,449,2,-0.09535859424939279
K6X_D200_D205_D215_D220_D225_D230,s,449,3,-0.012028792764035545
K6X_D200_D205_D215_D220_D225_D230,s,450,-3,-0.0021950794884678746
K6X_D200_D205_D215_D220_D225_D230,s,450,-2,-0.030148878072131874
K6X_D200_D205_D215_D220_D225_D230,s,450,-1,-0.005250752641079909
K6X_D200_D205_D215_D220_D225_D230,s,450,0,-0.11012555283991621
K6X_D200_D205_D215_D220_D225_D230,s,450,1,0.05434163996889987
K6X_D200_D205_D215_D220_D225_D230,s,450,2,-0.10246410398275665
K6X_D200_D205_D215_D220_D225_D230,s,450,3,-0.009506574608177875
K6X_D200_D205_D215_D220_D225_D230,s,451,-3,-0.00413428435724718
K6X_D200_D205_D215_D220_D225_D230,s,451,-2,-0.024882091734407384
K6X_D200_D205_D215_D220_D225_D230,s,451,-1,-0.018945482943602175
K6X_D200_D205_D215_D220_D225_D230,s,451,0,-0.11758168613026931
K6X_D200_D205_D215_D220_D225_D230,s,451,1,0.06415440179200037
K6X_D200_D205_D215_D220_D225_D230,s,451,2,-0.11183939040752318
K6X_D200_D205_D215_D220_D225_D230,s,451,3,-0.01136711826664718
K6X_D200_D205_D215_D220_D225_D230,s,452,-3,-0.004572602503980077
K6X_D200_D205_D215_D220_D225_D230,s,452,-2,-0.005735304265670444
K6X_D200_D205_D215_D220_D225_D230,s,452,-1,-0.04394016433846261
K6X_D200_D205_D215_D220_D225_D230,s,452,0,-0.25334592724184496
K6X_D200_D205_D215_D220_D225_D230,s,452,1,0.06876412704742031
K6X_D200_D205_D215_D220_D225_D230,s,452,2,-0.11845976707871698
K6X_D200_D205_D215_D220_D225_D230,s,452,3,-0.018508150414550076
K6X_D200_D205_D215_D220_D225_D230,s,453,-3,0.0004759084965219283
K6X_D200_D205_D215_D220_D225_D230,s,453,-2,0.04038311147532227
K6X_D200_D205_D215_D220_D225_D230,s,453,-1,-0.06292244594006936
K6X_D200_D205_D215_D220_D225_D230,s,453,0,-0.6150347256758999
K6X_D200_D205_D215_D220_D225_D230,s,453,1,0.028807382127069514
K6X_D200_D205_D215_D220_D225_D230,s,453,2,-0.10145785168276693
K6X_D200_D205_D215_D220_D225_D230,s,453,3,-0.023735611332378073
K6X_D200_D205_D215_D220_D225_D230,s,454,-3,-0.019655242107960803
K6X_D200_D205_D215_D220_D225_D230,s,454,-2,0.03686274339827741
K6X_D200_D205_D215_D220_D225_D230,s,454,-1,-0.07635199553625069
K6X_D200_D205_D215_D220_D225_D230,s,454,0,-0.40729437821498
K6X_D200_D205_D215_D220_D225_D230,s,454,1,-0.004361716065827817
K6X_D200_D205_D215_D220_D225_D230,s,454,2,-0.08723373117991336
K6X_D200_D205_D215_D220_D225_D230,s,454,3,-0.029405975443670802
K6X_D200_D205_D215_D220_D225_D230,s,455,-3,-0.12538416531197613
K6X_D200_D205_D215_D220_D225_D230,s,455,-2,-0.019294630426170946
K6X_D200_D205_D215_D220_D225_D230,s,455,-1,-0.08505978581562083
K6X_D200_D205_D215_D220_D225_D230,s,455,0,-0.07610634147575951
K6X_D200_D205_D215_D220_D225_D230,s,455,1,0.038145781606738406
K6X_D200_D205_D215_D220_D225_D230,s,455,2,-0.01692105088914185
K6X_D200_D205_D215_D220_D225_D230,s,455,3,-0.12286465516638613
K6X_D100_D140_D145_D155_D225_D230,p,445,-3,-0.06535965148584345
K6X_D100_D140_D145_D155_D225_D230,p,445,-2,-0.00284701543295085
K6X_D100_D140_D145_D155_D225_D230,p,445,-1,0.011783914898902653
K6X_D100_D140_D145_D155_D225_D230,p,445,0,-0.024662125809203857
K6X_D100_D140_D145_D155_D225_D230,p,445,1,-0.02511002831381398
K6X_D100_D140_D145_D155_D225_D230,p,445,2,-0.04015642269562833
K6X_D100_D140_D145_D155_D225_D230,p,445,3,-0.046132766777443455
K6X_D100_D140_D145_D155_D225_D230,p,446,-3,-0.06308881630710839
K6X_D100_D140_D145_D155_D225_D230,p,446,-2,-0.0002589948932229594
K6X_D100_D140_D145_D155_D225_D230,p,446,-1,0.012116783578049739
K6X_D100_D140_D145_D155_D225_D230,p,446,0,-0.022747491293241016
K6X_D100_D140_D145_D155_D225_D230,p,446,1,-0.03304432392751783
K6X_D100_D140_D145_D155_D225_D230,p,446,2,-0.037768650802439685
K6X_D100_D140_D145_D155_D225_D230,p,446,3,-0.044654374135708386
K6X_D100_D140_D145_D155_D225_D230,p,447,-3,-0.060320582690860956
K6X_D100_D140_D145_D155_D225_D230,p,447,-2,0.0015966984889503946
K6X_D100_D140_D145_D155_D225_D230,p,447,-1,0.012438096187549874
K6X_D100_D140_D145_D155_D225_D230,p,447,0,-0.021457864564354653
K6X_D100_D140_D145_D155_D225_D230,p,447,1,-0.0391120534122123
K6X_D100_D140_D145_D155_D225_D230,p,447,2,-0.0377966359752559
K6X_D100_D140_D145_D155_D225_D230,p,447,3,-0.04290128269946095
K6X_D100_D140_D145_D155_D225_D230,p,448,-3,-0.056671546213694635
K6X_D100_D140_D145_D155_D225_D230,p,448,-2,0.0021506354872171327
K6X_D100_D140_D145_D155_D225_D230,p,448,-1,0.007869805227423227
K6X_D100_D140_D145_D155_D225_D230,p,448,0,-0.02093934685171873
K6X_D100_D140_D145_D155_D225_D230,p,448,1,-0.03276446397138111
K6X_D100_D140_D145_D155_D225_D230,p,448,2,-0.04605883063903192
K6X_D100_D140_D145_D155_D225_D230,p,448,3,-0.04055784123939463
K6X_D100_D140_D145_D155_D225_D230,p,449,-3,-0.046353247194206
K6X_D100_D140_D145_D155_D225_D230,p,449,-2,0.012542275017240576
K6X_D100_D140_D145_D155_D225_D230,p,449,-1,0.02749144125170802
K6X_D100_D140_D145_D155_D225_D230,p,449,0,-0.02324691860458673
K6X_D100_D140_D145_D155_D225_D230,p,449,1,-0.05767381998599619
K6X_D100_D140_D145_D155_D225_D230,p,449,2,-0.055193205088901263
K6X_D100_D140_D145_D155_D225_D230,p,449,3,-0.024886287332705995
K6X_D100_D140_D145_D155_D225_D230,p,450,-3,-0.042199279545769935
K6X_D100_D140_D145_D155_D225_D230,p,450,-2,0.015136315541897143
K6X_D100_D140_D145_D155_D225_D230,p,450,-1,0.03601686124543335
K6X_D100_D140_D145_D155_D225_D230,p,450,0,-0.02386045158788361
K6X_D100_D140_D145_D155_D225_D230,p,450,1,-0.08228751557622549
K6X_D100_D140_D145_D155_D225_D230,p,450,2,-0.052951294415987595
K6X_D100_D140_D145_D155_D225_D230,p,450,3,-0.024343516291669934
K6X_D100_D140_D145_D155_D225_D230,p,451,-3,-0.029977644361710368
K6X_D100_D140_D145_D155_D225_D230,p,451,-2,0.021234726814622587
K6X_D100_D140_D145_D155_D225_D230,p,451,-1,0.03791809573483135
K6X_D100_D140_D145_D155_D225_D230,p,451,0,-0.027741935432617756
K6X_D100_D140_D145_D155_D225_D230,p,451,1,-0.0932442455908159
K6X_D100_D140_D145_D155_D225_D230,p,451,2,-0.0709254240555238
K6X_D100_D140_D145_D155_D225_D230,p,451,3,-0.013872323981310365
K6X_D100_D140_D145_D155_D225_D230,p,452,-3,-0.0068315010426783646
K6X_D100_D140_D145_D155_D225_D230,p,452,-2,0.03440870188664816
K6X_D100_D140_D145_D155_D225_D230,p,452,-1,0.008876210039544669
K6X_D100_D140_D145_D155_D225_D230,p,452,0,-0.033966192205256894
K6X_D100_D140_D145_D155_D225_D230,p,452,1,-0.0824703647180276
K6X_D100_D140_D145_D155_D225_D230,p,452,2,-0.10619968682356906
K6X_D100_D140_D145_D155_D225_D230,p,452,3,0.007758954559621639
K6X_D100_D140_D145_D155_D225_D230,p,453,-3,-0.002784082226671817
K6X_D100_D140_D145_D155_D225_D230,p,453,-2,0.04108469700844467
K6X_D100_D140_D145_D155_D225_D230,p,453,-1,-0.12499066385851049
K6X_D100_D140_D145_D155_D225_D230,p,453,0,-0.021110214413373414
K6X_D100_D140_D145_D155_D225_D230,p,453,1,0.017426353107031223
K6X_D100_D140_D145_D155_D225_D230,p,453,2,-0.10076614261337735
K6X_D100_D140_D145_D155_D225_D230,p,453,3,0.01019653858512818
K6X_D100_D140_D145_D155_D225_D230,p,454,-3,-0.04463273174264523
K6X_D100_D140_D145_D155_D225_D230,p,454,-2,0.02072734503057591
K6X_D100_D140_D145_D155_D225_D230,p,454,-1,-0.15764368807398682
K6X_D100_D140_D145_D155_D225_D230,p,454,0,0.0046261990483766925
K6X_D100_D140_D145_D155_D225_D230,p,454,1,0.0523166852929044
K6X_D100_D140_D145_D155_D225_D230,p,454,2,-0.026692498255348154
K6X_D100_D140_D145_D155_D225_D230,p,454,3,-0.03346739636084523
K6X_D100_D140_D145_D155_D225_D230,p,455,-3,-0.059458335267623584
K6X_D100_D140_D145_D155_D225_D230,p,455,-2,0.014689054704133578
K6X_D100_D140_D145_D155_D225_D230,p,455,-1,-0.11661504467524134
K6X_D100_D140_D145_D155_D225_D230,p,455,0,0.011110295487016225
K6X_D100_D140_D145_D155_D225_D230,p,455,1,0.0160105186417257
K6X_D100_D140_D145_D155_D225_D230,p,455,2,-0.006152840789462832
K6X_D100_D140_D145_D155_D225_D230,p,455,3,-0.050270519837923584
K6X_D100_D140_D145_D155_D225_D230,s,445,-3,-0.08386601770629346
K6X_D100_D140_D145_D155_D225_D230,s,445,-2,0.01701854684624915
K6X_D100_D140_D145_D155_D225_D230,s,445,-1,0.06514395962190267
K6X_D100_D140_D145_D155_D225_D230,s,445,0,-0.02668043104030386
K6X_D100_D140_D145_D155_D225_D230,s,445,1,-0.13993954149181395
K6X_D100_D140_D145_D155_D225_D230,s,445,2,0.0024979571767716757
K6X_D100_D140_D145_D155_D225_D230,s,445,3,-0.054670377143143455
K6X_D100_D140_D145_D155_D225_D230,s,446,-3,-0.08015462518156839
K6X_D100_D140_D145_D155_D225_D230,s,446,-2,0.020892477470377036
K6X_D100_D140_D145_D155_D225_D230,s,446,-1,0.05638260142904972
K6X_D100_D140_D145_D155_D225_D230,s,446,0,-0.025438750901441015
K6X_D100_D140_D145_D155_D225_D230,s,446,1,-0.13912427995551785
K6X_D100_D140_D145_D155_D225_D230,s,446,2,-0.009816574690139676
K6X_D100_D140_D145_D155_D225_D230,s,446,3,-0.04695614494620839
K6X_D100_D140_D145_D155_D225_D230,s,447,-3,-0.07614746531631096
K6X_D100_D140_D145_D155_D225_D230,s,447,-2,0.023699158296550393
K6X_D100_D140_D145_D155_D225_D230,s,447,-1,0.04503188197054986
K6X_D100_D140_D145_D155_D225_D230,s,447,0,-0.02494270403396465
K6X_D100_D140_D145_D155_D225_D230,s,447,1,-0.1405051760042123
K6X_D100_D140_D145_D155_D225_D230,s,447,2,-0.018835167348555892
K6X_D100_D140_D145_D155_D225_D230,s,447,3,-0.03829778645056096
K6X_D100_D140_D145_D155_D225_D230,s,448,-3,-0.07261956482566463
K6X_D100_D140_D145_D155_D225_D230,s,448,-2,0.026563163657617142
K6X_D100_D140_D145_D155_D225_D230,s,448,-1,0.03096852752242321
K6X_D100_D140_D145_D155_D225_D230,s,448,0,-0.02508809022109473
K6X_D100_D140_D145_D155_D225_D230,s,448,1,-0.14683354753638111
K6X_D100_D140_D145_D155_D225_D230,s,448,2,-0.025949455459131923
K6X_D100_D140_D145_D155_D225_D230,s,448,3,-0.027502645753394638
K6X_D100_D140_D145_D155_D225_D230,s,449,-3,-0.069841125538986
K6X_D100_D140_D145_D155_D225_D230,s,449,-2,0.028856809748240578
K6X_D100_D140_D145_D155_D225_D230,s,449,-1,0.014665035626708012
K6X_D100_D140_D145_D155_D225_D230,s,449,0,-0.02614742852075073
K6X_D100_D140_D145_D155_D225_D230,s,449,1,-0.16221385499799623
K6X_D100_D140_D145_D155_D225_D230,s,449,2,-0.02888391387850127
K6X_D100_D140_D145_D155_D225_D230,s,449,3,-0.011905670885405992
K6X_D100_D140_D145_D155_D225_D230,s,450,-3,-0.06577916777131994
K6X_D100_D140_D145_D155_D225_D230,s,450,-2,0.03004888157359714
K6X_D100_D140_D145_D155_D225_D230,s,450,-1,0.0034353127084333634
K6X_D100_D140_D145_D155_D225_D230,s,450,0,-0.028570600797682612
K6X_D100_D140_D145_D155_D225_D230,s,450,1,-0.19081463784322544
K6X_D100_D140_D145_D155_D225_D230,s,450,2,-0.02820131911868759
K6X_D100_D140_D145_D155_D225_D230,s,450,3,0.008560317420930066
K6X_D100_D140_D145_D155_D225_D230,s,451,-3,-0.05344216384500037
K6X_D100_D140_D145_D155_D225_D230,s,451,-2,0.03296548571322259
K6X_D100_D140_D145_D155_D225_D230,s,451,-1,-0.0004079811611686357
K6X_D100_D140_D145_D155_D225_D230,s,451,0,-0.033356893394312255
K6X_D100_D140_D145_D155_D225_D230,s,451,1,-0.22936115403481594
K6X_D100_D140_D145_D155_D225_D230,s,451,2,-0.036102374811123786
K6X_D100_D140_D145_D155_D225_D230,s,451,3,0.03474575232528963
K6X_D100_D140_D145_D155_D225_D230,s,452,-3,-0.026729450178878362
K6X_D100_D140_D145_D155_D225_D230,s,452,-2,0.043663921996048155
K6X_D100_D140_D145_D155_D225_D230,s,452,-1,-0.027506303032455326
K6X_D100_D140_D145_D155_D225_D230,s,452,0,-0.04042692433413715
K6X_D100_D140_D145_D155_D225_D230,s,452,1,-0.25439501784402757
K6X_D100_D140_D145_D155_D225_D230,s,452,2,-0.06487347761266905
K6X_D100_D140_D145_D155_D225_D230,s,452,3,0.07335504765052164
K6X_D100_D140_D145_D155_D225_D230,s,453,-3,-0.01608176754307182
K6X_D100_D140_D145_D155_D225_D230,s,453,-2,0.04812708116304467
K6X_D100_D140_D145_D155_D225_D230,s,453,-1,-0.1508550539215105
K6X_D100_D140_D145_D155_D225_D230,s,453,0,-0.028571088954362514
K6X_D100_D140_D145_D155_D225_D230,s,453,1,-0.19774405737396875
K6X_D100_D140_D145_D155_D225_D230,s,453,2,-0.05655881268737735
K6X_D100_D140_D145_D155_D225_D230,s,453,3,0.09623030514112818
K6X_D100_D140_D145_D155_D225_D230,s,454,-3,-0.048958785442945234
K6X_D100_D140_D145_D155_D225_D230,s,454,-2,0.022798129451675912
K6X_D100_D140_D145_D155_D225_D230,s,454,-1,-0.15831548816298682
K6X_D100_D140_D145_D155_D225_D230,s,454,0,-0.004106159432756308
K6X_D100_D140_D145_D155_D225_D230,s,454,1,-0.2063565398910956
K6X_D100_D140_D145_D155_D225_D230,s,454,2,0.01872685133555184
K6X_D100_D140_D145_D155_D225_D230,s,454,3,0.07244188679985478
K6X_D100_D140_D145_D155_D225_D230,s,455,-3,-0.053828727289723585
K6X_D100_D140_D145_D155_D225_D230,s,455,-2,0.005618530717333578
K6X_D100_D140_D145_D155_D225_D230,s,455,-1,-0.07510334160824134
K6X_D100_D140_D145_D155_D225_D230,s,455,0,0.0007240717360012247
K6X_D100_D140_D145_D155_D225_D230,s,455,1,-0.2675571964722743
K6X_D100_D140_D145_D155_D225_D230,s,455,2,0.04165942006043717
K6X_D100_D140_D145_D155_D225_D230,s,455,3,0.06514709144257641
K6X_D100_D200_D205_D210_D215_D220,p,445,-3,-0.008545826766641928
K6X_D100_D200_D205_D210_D215_D220,p,445,-2,-0.03969478723098668
K6X_D100_D200_D205_D210_D215_D220,p,445,-1,-0.029894602203528357
K6X_D100_D200_D205_D210_D215_D220,p,445,0,-0.20678310904523345
K6X_D100_D200_D205_D210_D215_D220,p,445,1,-0.06546151532944444
K6X_D100_D200_D205_D210_D215_D220,p,445,2,-0.06449819199983542
K6X_D100_D200_D205_D210_D215_D220,p,445,3,-0.0062491815384919285
K6X_D100_D200_D205_D210_D215_D220,p,446,-3,-0.004835326705055131
K6X_D100_D200_D205_D210_D215_D220,p,446,-2,-0.06558021478035915
K6X_D100_D200_D205_D210_D215_D220,p,446,-1,-0.04411413072046087
K6X_D100_D200_D205_D210_D215_D220,p,446,0,-0.16078471777249337
K6X_D100_D200_D205_D210_D215_D220,p,446,1,-0.06357342713359174
K6X_D100_D200_D205_D210_D215_D220,p,446,2,-0.09488289843033537
K6X_D100_D200_D205_D210_D215_D220,p,446,3,-0.006491284049837131
K6X_D100_D200_D205_D210_D215_D220,p,447,-3,0.0005381024804824962
K6X_D100_D200_D205_D210_D215_D220,p,447,-2,-0.09132507447155994
K6X_D100_D200_D205_D210_D215_D220,p,447,-1,0.006744076740805051
K6X_D100_D200_D205_D210_D215_D220,p,447,0,-0.23813575491266942
K6X_D100_D200_D205_D210_D215_D220,p,447,1,0.003409209200386735
K6X_D100_D200_D205_D210_D215_D220,p,447,2,-0.15765897041909374
K6X_D100_D200_D205_D210_D215_D220,p,447,3,-0.0031704604056355043
K6X_D100_D200_D205_D210_D215_D220,p,448,-3,0.0038051596337571915
K6X_D100_D200_D205_D210_D215_D220,p,448,-2,-0.014995241937521074
K6X_D100_D200_D205_D210_D215_D220,p,448,-1,0.0025379752612158593
K6X_D100_D200_D205_D210_D215_D220,p,448,0,-0.4180139015625005
K6X_D100_D200_D205_D210_D215_D220,p,448,1,-0.024515432618976502
K6X_D100_D200_D205_D210_D215_D220,p,448,2,-0.05131203550236293
K6X_D100_D200_D205_D210_D215_D220,p,448,3,-0.0010405165226528088
K6X_D100_D200_D205_D210_D215_D220,p,449,-3,0.003952224960202838
K6X_D100_D200_D205_D210_D215_D220,p,449,-2,0.0024464166736236654
K6X_D100_D200_D205_D210_D215_D220,p,449,-1,0.0051027821554928375
K6X_D100_D200_D205_D210_D215_D220,p,449,0,-0.46565276124798927
K6X_D100_D200_D205_D210_D215_D220,p,449,1,-0.031478247853354444
K6X_D100_D200_D205_D210_D215_D220,p,449,2,-0.030787836717174225
K6X_D100_D200_D205_D210_D215_D220,p,449,3,-0.002288220702897162
K6X_D100_D200_D205_D210_D215_D220,p,450,-3,0.004178104326156829
K6X_D100_D200_D205_D210_D215_D220,p,450,-2,0.010942631681696645
K6X_D100_D200_D205_D210_D215_D220,p,450,-1,0.023881146616792685
K6X_D100_D200_D205_D210_D215_D220,p,450,0,-0.4966057623816338
K6X_D100_D200_D205_D210_D215_D220,p,450,1,-0.03461745412300227
K6X_D100_D200_D205_D210_D215_D220,p,450,2,-0.02648961961384762
K6X_D100_D200_D205_D210_D215_D220,p,450,3,-0.00433424049831317
K6X_D100_D200_D205_D210_D215_D220,p,451,-3,0.0051856879780573135
K6X_D100_D200_D205_D210_D215_D220,p,451,-2,0.015255627586243034
K6X_D100_D200_D205_D210_D215_D220,p,451,-1,0.05512256654384265
K6X_D100_D200_D205_D210_D215_D220,p,451,0,-0.5077387440420718
K6X_D100_D200_D205_D210_D215_D220,p,451,1,-0.043353370203066885
K6X_D100_D200_D205_D210_D215_D220,p,451,2,-0.029674772930793646
K6X_D100_D200_D205_D210_D215_D220,p,451,3,-0.009197872097702687
K6X_D100_D200_D205_D210_D215_D220,p,452,-3,-0.019685495925728585
K6X_D100_D200_D205_D210_D215_D220,p,452,-2,0.012951759729155674
K6X_D100_D200_D205_D210_D215_D220,p,452,-1,0.02112213118891159
K6X_D100_D200_D205_D210_D215_D220,p,452,0,-0.4767479505315408
K6X_D100_D200_D205_D210_D215_D220,p,452,1,-0.07104326147017045
K6X_D100_D200_D205_D210_D215_D220,p,452,2,-0.017391356831484427
K6X_D100_D200_D205_D210_D215_D220,p,452,3,-0.016197046067828586
