candidate_id,target_bin,selection_rank,selection_role,target_phase_deg,phi_offset_deg,geometry_family,calibrated_risk_class,calibrated_risk_score,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,H_nm,period_x_nm,period_y_nm,material,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_geometry_hash_sha256,direct_gap_nm,periodic_gap_nm,manufacturing_pass,source_candidate_pool_hash,status,physics_label,prediction_label
LPML_INV_B1_DER_28e629198bb5,1,5,DIVERSITY_BACKUP,60.0,0.0,J1108_L106_W99_P-4,CALIBRATED_LOW_RISK,0.046982097841167386,108,106,99,202.0,-0.4,-100.99753870124486,0.7051072900941168,100.99753870124486,-0.7051072900941168,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,825c1acb884670c9adc43b03c6f86e7ac6d3e2becc613a089e3c348cd759e36f,2defdc85eb3ee7ae851212eef481221fd2d6a5501979f92774f79e94f3b15591,e8ac240856816f95d57382920b960b357129f873194f2a30ba361fdcd53a3f65,95.0,123.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B1_GRA_78e4d56686f5,1,6,LOWEST_CALIBRATED_RISK,70.0,10.0,J1110_L107_W98_P8,CALIBRATED_LOW_RISK,0.046982097841167386,110,107,98,204.0,0.8,-101.99005744894903,-1.4241423945928178,101.99005744894903,1.4241423945928178,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,719d15ec806b53073dd1d5cba0329434798a309645c09cb6d0e984509db7eb75,13fdadce80443e429edd240f5d20d0874dcdf78b6001fed5ec9af88ec17792ab,3c07ab02a90f15588cea482d715f8ad3ce05cc6c524ace15c4e16aa53a5e709f,95.5,119.5,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B2_DER_b29eb0a30d37,2,1,BEST_TUPLE_RELEVANT,120.0,0.0,J1111_L107_W102_P11,CALIBRATED_LOW_RISK,0.05301399049165898,111,107,102,203.0,1.1,-101.48129478034689,-1.9485404035685014,101.48129478034689,1.9485404035685014,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,4ab0386e6418783b7e6b53c7a55269a1c989624241f992f5ff8f0175725826f2,dc597a0993fface3018d11a2fd1d1ab32a2a21fc0b781c83afff9f486481b863,8d0d7a27abb2e4df3d2da9db0815eb18cc9ce4575fe6ea316c157d7ed6736473,94.0,120.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B2_DER_887193d2b26e,2,2,BEST_SINGLE_BIN_PARETO,120.0,0.0,J1111_L110_W99_P-4,CALIBRATED_MODERATE_RISK,0.057406673081385085,111,110,99,204.0,-0.4,-101.99751433195027,0.7120885503920784,101.99751433195027,-0.7120885503920784,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,e44d7eb9bc02fe0fed0f41981f2f0239d0ca1eba21511872ec767905c7e14a5b,8d680de3f6cd413710195a87710708d6c2e1b6649123ae9344bfa4499da7eef2,8727926a0c0969b60e5142f9015e97f8bbfd8db2466db0d4409be87ff37f8c4c,93.5,117.5,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B2_DER_efda342ea028,2,3,BEST_SINGLE_BIN_PARETO,120.0,0.0,J1111_L109_W100_P-9,CALIBRATED_MODERATE_RISK,0.058731018029157055,111,109,100,203.0,-0.9,-101.48747819688855,1.5942927071497985,101.48747819688855,-1.5942927071497985,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,2a64bf1a1f1c557393943c7009cadab3f1e7c404a6bc606675a16b01d9c9fd18,c9a816bae681140ecdaff0f9eeea19f9f33f932f447ddb32dff0a94e879cd9ad,7171af817afc5eafd8598d5212a7435684969d0e50f01459b93f94369974c889,93.0,119.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B2_DER_1c4c70e363d7,2,4,BEST_SINGLE_BIN_PARETO,120.0,0.0,J1112_L110_W99_P-3,CALIBRATED_MODERATE_RISK,0.06234564769561287,112,110,99,204.0,-0.3,-101.99860180923753,0.5340683108047971,101.99860180923753,-0.5340683108047971,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,17bde7ad75b47ea506f88c1b8c21bcdb15392421df862949bbada11c23d8685d,134b01f71b1d6ae590fe96d00bef3356358110562fd0d8a65cf2a06d867efa71,f2e4be15f4cb63b583774264882598dfc7580d408d617be6be4b29e658fa4b07,93.0,117.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B2_DER_12be3c1d9a57,2,5,DIVERSITY_BACKUP,120.0,0.0,J1111_L109_W100_P-8,CALIBRATED_MODERATE_RISK,0.06445052678371202,111,109,100,202.0,-0.8,-100.99015492493973,1.4101802142536726,100.99015492493973,-1.4101802142536726,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,ae013ed48905a04f9757ddbe7a29c25cedd77c15ef8c5fb507d91969d03ff5f6,ac4c8b7d23a4f3266a3aab8f6f852be2b81211ad8c52f946affee6af97a00a24,deeeadfce1c2157e6786431b01f996b669ff743a134952285beeb52b97946eb9,92.0,120.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B2_DER_645b1376ee7c,2,6,LOWEST_CALIBRATED_RISK,120.0,0.0,J1112_L108_W101_P-7,CALIBRATED_MODERATE_RISK,0.0656930940919733,112,108,101,202.0,-0.7,-100.99246233570565,1.233917084359964,100.99246233570565,-1.233917084359964,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,570e5769b8e5dc64522cae47e0788e2c599fa17c9a05eca3cf36c0dc969de5c7,ee5dc82b46504b1e27cc2478c83cf554fe68ec6d917fe7f2d7a684af5956493b,0a5a37b2a8688b34a18ade26d9a6975ced71702012b7d642cdf8e9539b72a761,92.0,120.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B3_DER_ae6a205f794c,3,1,BEST_TUPLE_RELEVANT,180.0,0.0,J1111_L107_W98_P4,CALIBRATED_LOW_RISK,0.046982097841167386,111,107,98,204.0,0.4,-101.99751433195027,-0.7120885503920784,101.99751433195027,0.7120885503920784,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,03cf2be9690df3daa46d26326e642d759ea1660d2357067199c81c1ea129c42a,33bc06495f63f31aad81998a3f74c1267e89b8bece14088027de66ecd9f44b86,ed2630b10e24cbf470ed00247059f966627ea34f0744bfe23d6055a89ae14cbd,95.0,119.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B3_DER_c6034e02ce52,3,2,BEST_SINGLE_BIN_PARETO,180.0,0.0,J1110_L107_W101_P6,CALIBRATED_LOW_RISK,0.04981648137329102,110,107,101,203.0,0.6,-101.49443469059948,-1.0628860877989479,101.49443469059948,1.0628860877989479,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,4a7661e49cb3047e912b73c5d6bb71393baed1691e1c08f3dc6c87cb1de8ea70,5e629e69fd746acfaaf95931e163c130075e5a52cc5bc4c5cd59a9573773fa92,de89fa017dec27293d8813f1434d743fdcbf463d9b731bf3f0ec0022ee301f80,94.5,120.5,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B3_DER_1a143aaeb4c4,3,3,BEST_SINGLE_BIN_PARETO,180.0,0.0,J1111_L107_W99_P10,CALIBRATED_LOW_RISK,0.05268101792171387,111,107,99,203.0,1.0,-101.48454105837371,-1.7714192533842765,101.48454105837371,1.7714192533842765,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,1ba9fb1c5cb0e50b39a7c07314559281900c57f77ab2f92996c24e5bf240443b,807a32aa595b316df5afd7341dfc832dd765716961aab7fb5e27e2a8f43e2676,4683277545f58169eae21736c8506e9d39ed189b533a109841e0b82932cc4902,94.0,120.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B3_DER_e74126c376f7,3,4,BEST_SINGLE_BIN_PARETO,180.0,0.0,J1112_L109_W99_P10,CALIBRATED_MODERATE_RISK,0.05690198784593562,112,109,99,204.0,1.0,-101.98446490595191,-1.7801454566029182,101.98446490595191,1.7801454566029182,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,0b0560ef3dd59c23ed45bbfcbdbbcc882e424f3def9493fa060f72437fe4abfc,1573d3da9a039aaec359f0dd633978745f42e3cc6022d75ed94644ddf34f38b5,98f32dc7983f42c8afc48178d51ae2769c2d947cb98f640f7b25c8e745064d09,93.5,117.5,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B3_DER_a37ca6b0686f,3,5,DIVERSITY_BACKUP,180.0,0.0,J1111_L109_W102_P3,CALIBRATED_MODERATE_RISK,0.06368316725004469,111,109,102,204.0,0.3,-101.99860180923753,-0.5340683108047971,101.99860180923753,0.5340683108047971,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,0d770aa1d0a3214ee2c8559ace4514856ff84ebd91da4dc6272f175afd68ad08,c218f6e66cb132d6cfb2ecf46ee61d5b738cd0585f6d57090e11f24f9b7910f2,9aead401440f4bb00ee6e8de2b8fc0e78282e253ff0a842e7742f659bdee5695,94.0,118.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B3_DER_ea265a89dcd0,3,6,LOWEST_CALIBRATED_RISK,180.0,0.0,J1112_L109_W100_P4,CALIBRATED_MODERATE_RISK,0.0641932869724465,112,109,100,203.0,0.4,-101.49752651659756,-0.7085979202430975,101.49752651659756,0.7085979202430975,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,f99bfd37497c11eacd23ec1352a0a193f0f133bc24d3c4678b9e4c56dd34d55c,ac9342231b02e32d518f4ebe5b8eadd57c81b7435c9422dba91301df52f90aa3,c083560fe38765d8c1bc6dd85cfc9615cbc3cf0c7767c1a3ccdbf28fb3f80cbc,92.5,118.5,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B4_DER_f02e0a4f0ac7,4,1,BEST_TUPLE_RELEVANT,240.0,0.0,J1110_L106_W101_P1,CALIBRATED_LOW_RISK,0.0476129121018974,110,106,101,204.0,0.1,-101.99984464515535,-0.1780234933216275,101.99984464515535,0.1780234933216275,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,948f66715140b2d48d2d54516e7b47e227ebbad4bfea4c35fc0d3ca0a504f6ad,eb3c6c0440976df737aa5f996391b47074d4ced6c027dee9426465e5328b7f28,4bc9ce09011f9be10cabc3156aec8b96b0a0e62719120eb4c5409245de860daf,96.0,120.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B4_DER_70702c511de7,4,2,BEST_SINGLE_BIN_PARETO,240.0,0.0,J1111_L106_W98_P-8,CALIBRATED_LOW_RISK,0.04985733902502597,111,106,98,203.0,-0.8,-101.49010618694437,1.4171613044232452,101.49010618694437,-1.4171613044232452,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,84844c67a8315f0e02eb78a8e53757698ff57ea2b3fffcc995484960eb78befe,5287039bc1afdf35dd90bfa757998f3c382dd2fb7f099d915c38c3e416effc1d,347590f1cfd421b5e81ff92b8879e46fcf49b1b7bce5de7516e8b701cc83b1aa,94.5,120.5,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B4_GRA_002a5696d677,4,3,BEST_SINGLE_BIN_PARETO,295.0,55.0,J1108_L106_W99_P10,CALIBRATED_LOW_RISK,0.05268101792171387,108,106,99,201.0,1.0,-100.48469336321732,-1.753966846946993,100.48469336321732,1.753966846946993,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,d6ef461cffa58e843992aef85410de433701141f8d95b49158651b6122fb29de,5988ca822e64b3e8b0586ec20bebd5f740adf3844fab762faf5384771cd752f4,6b955026da85876e82b7dc33308a56e38506b072d6323007d24d97de9e9e73ff,94.0,124.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B4_DER_5c768f49afc7,4,4,BEST_SINGLE_BIN_PARETO,240.0,0.0,J1111_L108_W99_P3,CALIBRATED_MODERATE_RISK,0.06146043534309632,111,108,99,202.0,0.3,-100.9986155169901,-0.5288323469733776,100.9986155169901,0.5288323469733776,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,cd93cc3ab0c91c56b55ba04c9fff2242e962300c6df79b2a76deb30d56948255,b125da4b792f90ce973baa8dd0304eeab256d3843345790897c624aeb0c0f41d,4dbd77971b5058f2d45dbb2fb60e5366d2b1997277899d2ab9364718c06d67b5,92.5,120.5,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B4_DER_940209225565,4,5,DIVERSITY_BACKUP,240.0,0.0,J1111_L110_W99_P3,CALIBRATED_MODERATE_RISK,0.062017938812104496,111,110,99,203.0,0.3,-101.49860866311381,-0.5314503288890873,101.49860866311381,0.5314503288890873,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,85e10ec87a5656aa0651c4b16998e4781227fa3559b91ec4a1d1e420692575c0,b6b61db62012c09acc16c646475c686a25c023ec9288c1baa8d460d5046d3219,04a115cfeae0d5844ac25b134e00097820e4e1d36af7d1dd21abbe3f3e8e18ea,92.5,118.5,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B4_DER_6603cd5211b7,4,6,LOWEST_CALIBRATED_RISK,240.0,0.0,J1112_L108_W101_P-4,CALIBRATED_MODERATE_RISK,0.06629873241635093,112,108,101,202.0,-0.4,-100.99753870124486,0.7051072900941168,100.99753870124486,-0.7051072900941168,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,500080b815bb40106cd1bbdfe2a1f3583cc9f7091d7fc55c83653e7775dddfdc,25daf37a1e71113073cd3a48bcb9f9b6837e08b90addf291a739dd4b4d56f16f,789ee162b6c2501c7d2345872dcd03df0aeed5ae9e7c66b96084d1307a76f4dd,92.0,120.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B5_GRA_14f392011ec0,5,1,BEST_TUPLE_RELEVANT,345.0,45.0,J1108_L106_W100_P7,CALIBRATED_LOW_RISK,0.046982097841167386,108,106,100,202.0,0.7,-100.99246233570565,-1.233917084359964,100.99246233570565,1.233917084359964,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,76a2ad5ed5d38470bf39fd3d3604ae67443b7b7eb8ec828766607e596db47ec9,dc9ab889f2618369626765cc0453a141ca571d6dcd34af23715b96c2703dac95,8b45c603aa68df75e0015c28fe8d83889320205c3d766b78c678f882c4fa02c7,95.0,123.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B5_DER_368faa1d6d2f,5,2,BEST_SINGLE_BIN_PARETO,300.0,0.0,J1111_L107_W99_P-2,CALIBRATED_LOW_RISK,0.046982097841167386,111,107,99,204.0,-0.2,-101.99937858109462,0.3560464443528207,101.99937858109462,-0.3560464443528207,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,14bbe4fc7057d66edb5e652ab0099246b28f17084da7c000a89078b5d9505064,78b55484a5bdf4443de545657863afe6a2d54c346fb0809cc5b9c4ac85723dda,5cb809c2f4f74c84ac4d27a4f7393281951f76a0f5bf78b7834e40b163073eb0,95.0,119.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
LPML_INV_B5_DER_46a70a062adf,5,3,BEST_SINGLE_BIN_PARETO,300.0,0.0,J1109_L107_W100_P-9,CALIBRATED_LOW_RISK,0.04722093469422395,109,107,100,204.0,-0.9,-101.98741651312938,1.602146365805709,101.98741651312938,-1.602146365805709,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,d68c24f6b7a71f040eecc657c02201237d15d34bdda44ee05e205c55e86954ae,091b6cd972e58b4919e8ceb0d198ffb530a0b6c5b4eccfb99065447b5376b918,def6b7049e2fc5665a314f57d66facac2f93d8ad7ebc0433e73e275adc664dc0,96.0,120.0,True,950c9cd5228652ea7b12e8895b8455b07c778487c20ff3782da5a9de6b34dcfa,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS
