wavelength_nm,k_imag,absorption_coefficient_m_inv,absorption_coefficient_cm_inv,intensity_remaining_100nm,intensity_remaining_400nm,intensity_remaining_1um
428.2,0.0911257766585,2674265.02105,26742.6502105,0.765346579919,0.34310937386,0.0689574920794
428.3,0.0910864244189,2672486.03125,26724.8603125,0.765482746406,0.34335361598,0.0690802759374
428.4,0.091047156049,2670710.33215,26707.1033215,0.765618685177,0.343597579694,0.0692030506941
428.5,0.0910079712819,2668937.91363,26689.3791363,0.765754396878,0.343841265553,0.0693258162272
428.6,0.0909688698518,2667168.76558,26671.6876558,0.765889882152,0.344084674109,0.0694485724146
428.7,0.090929851494,2665402.87796,26654.0287796,0.76602514164,0.344327805914,0.0695713191352
428.8,0.0908909159446,2663640.24076,26636.4024076,0.766160175981,0.344570661517,0.0696940562691
428.9,0.0908520629409,2661880.84401,26618.8084401,0.766294985813,0.344813241467,0.069816783697
429.0,0.0908132922209,2660124.67776,26601.2467776,0.766429571769,0.345055546314,0.0699395013009
429.1,0.090774603524,2658371.73212,26583.7173212,0.766563934483,0.345297576602,0.0700622089628
429.2,0.09073599659,2656621.99723,26566.2199723,0.766698074584,0.345539332881,0.0701849065671
429.3,0.0906974711603,2654875.46328,26548.7546328,0.7668319927,0.345780815694,0.0703075939973
429.4,0.0906590269767,2653132.12046,26531.3212046,0.766965689459,0.346022025587,0.0704302711393
429.5,0.0906206637823,2651391.95904,26513.9195904,0.767099165482,0.346262963103,0.0705529378791
429.6,0.0905823813211,2649654.9693,26496.549693,0.767232421393,0.346503628786,0.0706755941036
429.7,0.0905441793379,2647921.14157,26479.2114157,0.767365457811,0.346744023177,0.0707982397011
429.8,0.0905060575787,2646190.46621,26461.9046621,0.767498275352,0.346984146817,0.0709208745598
429.9,0.0904680157903,2644462.93363,26444.6293363,0.767630874633,0.347224000246,0.0710434985696
430.0,0.0904300537203,2642738.53425,26427.3853425,0.767763256268,0.347463584005,0.0711661116212
430.1,0.0903921711175,2641017.25854,26410.1725854,0.767895420866,0.347702898631,0.0712887136057
430.2,0.0903543677314,2639299.09702,26392.9909702,0.768027369037,0.347941944662,0.0714113044155
430.3,0.0903166433127,2637584.04023,26375.8404023,0.768159101389,0.348180722634,0.0715338839433
430.4,0.0902789976127,2635872.07875,26358.7207875,0.768290618525,0.348419233083,0.0716564520834
430.5,0.0902414303839,2634163.20319,26341.6320319,0.76842192105,0.348657476544,0.0717790087301
430.6,0.0902039413796,2632457.40421,26324.5740421,0.768553009563,0.348895453551,0.0719015537792
430.7,0.0901665303539,2630754.67248,26307.5467248,0.768683884665,0.349133164636,0.0720240871271
430.8,0.0901291970621,2629054.99874,26290.5499874,0.76881454695,0.349370610332,0.0721466086706
430.9,0.09009194126,2627358.37373,26273.5837373,0.768944997015,0.349607791171,0.0722691183083
431.0,0.0900547627047,2625664.78825,26256.6478825,0.769075235451,0.349844707681,0.0723916159386
431.1,0.0900176611539,2623974.23312,26239.7423312,0.76920526285,0.350081360393,0.0725141014614
431.2,0.0899806363664,2622286.6992,26222.866992,0.7693350798,0.350317749835,0.0726365747769
431.3,0.0899436881018,2620602.17739,26206.0217739,0.769464686889,0.350553876534,0.0727590357865
431.4,0.0899068161205,2618920.65862,26189.2065862,0.769594084699,0.350789741017,0.0728814843922
431.5,0.089870020184,2617242.13384,26172.4213384,0.769723273815,0.35102534381,0.0730039204968
431.6,0.0898333000544,2615566.59406,26155.6659406,0.769852254817,0.351260685438,0.0731263440041
431.7,0.089796655495,2613894.0303,26138.940303,0.769981028284,0.351495766423,0.0732487548182
431.8,0.0897600862696,2612224.43363,26122.2443363,0.770109594793,0.35173058729,0.0733711528446
431.9,0.0897235921431,2610557.79514,26105.5779514,0.770237954918,0.351965148561,0.0734935379893
432.0,0.0896871728814,2608894.10598,26088.9410598,0.770366109232,0.352199450755,0.0736159101586
432.1,0.0896508282508,2607233.35729,26072.3335729,0.770494058307,0.352433494394,0.0737382692606
432.2,0.089614558019,2605575.54028,26055.7554028,0.770621802711,0.352667279997,0.0738606152031
432.3,0.0895783619541,2603920.64618,26039.2064618,0.770749343012,0.352900808082,0.0739829478954
432.4,0.0895422398254,2602268.66625,26022.6866625,0.770876679774,0.353134079166,0.0741052672472
432.5,0.0895061914027,2600619.59178,26006.1959178,0.771003813561,0.353367093766,0.0742275731692
432.6,0.089470216457,2598973.41411,25989.7341411,0.771130744934,0.353599852398,0.0743498655725
432.7,0.0894343147599,2597330.1246,25973.301246,0.771257474453,0.353832355575,0.0744721443692
432.8,0.0893984860838,2595689.71463,25956.8971463,0.771384002676,0.354064603813,0.0745944094723
432.9,0.0893627302022,2594052.17563,25940.5217563,0.771510330158,0.354296597623,0.0747166607951
433.0,0.0893270468891,2592417.49906,25924.1749906,0.771636457452,0.354528337517,0.074838898252
433.1,0.0892914359196,2590785.67641,25907.8567641,0.771762385111,0.354759824007,0.0749611217578
433.2,0.0892558970694,2589156.69919,25891.5669919,0.771888113686,0.354991057602,0.0750833312285
433.3,0.0892204301152,2587530.55897,25875.3055897,0.772013643723,0.355222038811,0.0752055265804
433.4,0.0891850348345,2585907.24731,25859.0724731,0.77213897577,0.355452768142,0.0753277077304
433.5,0.0891497110053,2584286.75584,25842.8675584,0.772264110372,0.355683246104,0.075449874597
433.6,0.0891144584069,2582669.0762,25826.690762,0.77238904807,0.355913473201,0.0755720270982
433.7,0.089079276819,2581054.20006,25810.5420006,0.772513789406,0.356143449939,0.0756941651536
433.8,0.0890441660224,2579442.11914,25794.4211914,0.772638334918,0.356373176823,0.075816288683
433.9,0.0890091257984,2577832.82517,25778.3282517,0.772762685145,0.356602654356,0.0759383976073
434.0,0.0889741559293,2576226.30992,25762.2630992,0.772886840621,0.356831883041,0.0760604918479
434.1,0.0889392561981,2574622.56519,25746.2256519,0.773010801881,0.357060863379,0.0761825713269
434.2,0.0889044263888,2573021.58282,25730.2158282,0.773134569455,0.357289595871,0.0763046359668
434.3,0.0888696662858,2571423.35464,25714.2335464,0.773258143875,0.357518081016,0.0764266856913
434.4,0.0888349756746,2569827.87257,25698.2787257,0.773381525668,0.357746319314,0.0765487204245
434.5,0.0888003543413,2568235.12851,25682.3512851,0.773504715361,0.357974311263,0.0766707400912
434.6,0.0887658020729,2566645.11442,25666.4511442,0.773627713479,0.358202057358,0.076792744617
434.7,0.0887313186571,2565057.82228,25650.5782228,0.773750520544,0.358429558097,0.0769147339278
434.8,0.0886969038823,2563473.24409,25634.7324409,0.773873137079,0.358656813975,0.0770367079509
434.9,0.0886625575379,2561891.3719,25618.913719,0.773995563602,0.358883825484,0.0771586666132
435.0,0.0886282794137,2560312.19776,25603.1219776,0.774117800631,0.35911059312,0.0772806098435
435.1,0.0885940693007,2558735.71378,25587.3571378,0.774239848682,0.359337117373,0.0774025375699
435.2,0.0885599269902,2557161.91209,25571.6191209,0.774361708269,0.359563398736,0.0775244497226
435.3,0.0885258522746,2555590.78483,25555.9078483,0.774483379906,0.359789437699,0.0776463462312
435.4,0.0884918449469,2554022.32419,25540.2232419,0.774604864103,0.360015234751,0.0777682270266
435.5,0.0884579048009,2552456.52238,25524.5652238,0.774726161368,0.36024079038,0.0778900920401
435.6,0.088424031631,2550893.37165,25508.9337165,0.77484727221,0.360466105075,0.078011941204
435.7,0.0883902252326,2549332.86426,25493.3286426,0.774968197134,0.360691179322,0.0781337744507
435.8,0.0883564854015,2547774.99251,25477.7499251,0.775088936645,0.360916013607,0.0782555917138
435.9,0.0883228119345,2546219.74873,25462.1974873,0.775209491245,0.361140608414,0.0783773929271
436.0,0.0882892046292,2544667.12527,25446.6712527,0.775329861433,0.361364964227,0.0784991780249
436.1,0.0882556632835,2543117.11451,25431.1711451,0.77545004771,0.36158908153,0.0786209469428
436.2,0.0882221876965,2541569.70886,25415.6970886,0.775570050573,0.361812960805,0.0787426996164
436.3,0.0881887776678,2540024.90076,25400.2490076,0.775689870517,0.362036602531,0.078864435982
436.4,0.0881554329977,2538482.68267,25384.8268267,0.775809508037,0.36226000719,0.0789861559767
436.5,0.0881221534872,2536943.04709,25369.4304709,0.775928963625,0.362483175261,0.0791078595384
436.6,0.0880889389382,2535405.98654,25354.0598654,0.776048237772,0.362706107222,0.0792295466049
436.7,0.0880557891532,2533871.49356,25338.7149356,0.776167330966,0.36292880355,0.0793512171151
436.8,0.0880227039352,2532339.56073,25323.3956073,0.776286243696,0.363151264722,0.0794728710088
436.9,0.0879896830882,2530810.18065,25308.1018065,0.776404976447,0.363373491213,0.0795945082257
437.0,0.0879567264169,2529283.34595,25292.8334595,0.776523529703,0.363595483497,0.0797161287064
437.1,0.0879238337264,2527759.04928,25277.5904928,0.776641903947,0.363817242049,0.0798377323923
437.2,0.0878910048228,2526237.28333,25262.3728333,0.776760099661,0.364038767341,0.0799593192251
437.3,0.0878582395127,2524718.0408,25247.180408,0.776878117324,0.364260059845,0.0800808891472
437.4,0.0878255376036,2523201.31443,25232.0131443,0.776995957413,0.364481120031,0.0802024421014
437.5,0.0877928989035,2521687.09698,25216.8709698,0.777113620404,0.364701948369,0.0803239780313
437.6,0.087760323221,2520175.38124,25201.7538124,0.777231106774,0.364922545329,0.0804454968812
437.7,0.0877278103658,2518666.16002,25186.6616002,0.777348416994,0.365142911378,0.0805669985952
437.8,0.0876953601478,2517159.42617,25171.5942617,0.777465551536,0.365363046983,0.0806884831191
437.9,0.0876629723778,2515655.17254,25156.5517254,0.77758251087,0.36558295261,0.0808099503985
438.0,0.0876306468672,2514153.39203,25141.5339203,0.777699295465,0.365802628726,0.0809314003799
438.1,0.0875983834283,2512654.07756,25126.5407756,0.777815905787,0.366022075794,0.0810528330097
438.2,0.0875661818738,2511157.22207,25111.5722207,0.777932342302,0.366241294276,0.0811742482357
438.3,0.0875340420171,2509662.81853,25096.6281853,0.778048605474,0.366460284637,0.0812956460059
438.4,0.0875019636723,2508170.85992,25081.7085992,0.778164695765,0.366679047337,0.0814170262689
438.5,0.0874699466543,2506681.33928,25066.8133928,0.778280613636,0.366897582837,0.0815383889736
438.6,0.0874379907785,2505194.24965,25051.9424965,0.778396359545,0.367115891596,0.0816597340696
438.7,0.0874060958608,2503709.58409,25037.0958409,0.778511933951,0.367333974074,0.0817810615075
438.8,0.0873742617182,2502227.3357,25022.273357,0.778627337309,0.367551830727,0.0819023712375
438.9,0.087342488168,2500747.49761,25007.4749761,0.778742570075,0.367769462013,0.0820236632108
439.0,0.0873107750281,2499270.06294,24992.7006294,0.778857632702,0.367986868389,0.0821449373797
439.1,0.0872791221174,2497795.02488,24977.9502488,0.77897252564,0.368204050308,0.0822661936958
439.2,0.087247529255,2496322.37661,24963.2237661,0.779087249342,0.368421008225,0.0823874321125
439.3,0.0872159962611,2494852.11135,24948.5211135,0.779201804254,0.368637742593,0.0825086525825
439.4,0.087184522956,2493384.22235,24933.8422235,0.779316190825,0.368854253865,0.0826298550603
439.5,0.0871531091612,2491918.70287,24919.1870287,0.7794304095,0.369070542491,0.0827510394997
439.6,0.0871217546983,2490455.54621,24904.5554621,0.779544460724,0.369286608923,0.082872205856
439.7,0.08709045939,2488994.74567,24889.9474567,0.779658344938,0.369502453609,0.0829933540842
439.8,0.0870592230594,2487536.29459,24875.3629459,0.779772062586,0.369718076998,0.0831144841401
439.9,0.0870280455301,2486080.18635,24860.8018635,0.779885614106,0.369933479538,0.0832355959804
440.0,0.0869969266265,2484626.41432,24846.2641432,0.779998999937,0.370148661676,0.0833566895618
440.1,0.0869658661736,2483174.97191,24831.7497191,0.780112220516,0.370363623857,0.0834777648418
440.2,0.086934863997,2481725.85256,24817.2585256,0.780225276279,0.370578366526,0.0835988217779
440.3,0.0869039199229,2480279.04972,24802.7904972,0.780338167659,0.370792890127,0.0837198603287
440.4,0.0868730337781,2478834.55688,24788.3455688,0.780450895091,0.371007195104,0.083840880453
440.5,0.08684220539,2477392.36753,24773.9236753,0.780563459004,0.371221281898,0.08396188211
440.6,0.0868114345866,2475952.47521,24759.5247521,0.780675859829,0.371435150951,0.0840828652597
440.7,0.0867807211967,2474514.87347,24745.1487347,0.780788097994,0.371648802702,0.0842038298619
440.8,0.0867500650493,2473079.55587,24730.7955587,0.780900173927,0.371862237593,0.084324775878
440.9,0.0867194659744,2471646.51602,24716.4651602,0.781012088053,0.37207545606,0.0844457032686
441.0,0.0866889238023,2470215.74753,24702.1574753,0.781123840796,0.372288458541,0.0845666119958
441.1,0.0866584383642,2468787.24404,24687.8724404,0.781235432579,0.372501245473,0.0846875020213
441.2,0.0866280094915,2467360.99922,24673.6099922,0.781346863825,0.372713817292,0.0848083733082
441.3,0.0865976370166,2465937.00675,24659.3700675,0.781458134952,0.372926174433,0.0849292258191
441.4,0.0865673207721,2464515.26034,24645.1526034,0.78156924638,0.37313831733,0.085050059518
441.5,0.0865370605915,2463095.75373,24630.9575373,0.781680198526,0.373350246415,0.0851708743685
441.6,0.0865068563087,2461678.48066,24616.7848066,0.781790991806,0.373561962121,0.0852916703352
441.7,0.0864767077582,2460263.43491,24602.6343491,0.781901626636,0.373773464879,0.0854124473831
441.8,0.0864466147753,2458850.61028,24588.5061028,0.782012103427,0.373984755119,0.085533205477
441.9,0.0864165771954,2457440.00059,24574.4000059,0.782122422593,0.374195833271,0.0856539445834
442.0,0.086386594855,2456031.59968,24560.3159968,0.782232584543,0.374406699763,0.0857746646679
442.1,0.0863566675908,2454625.40142,24546.2540142,0.782342589688,0.374617355022,0.0858953656975
442.2,0.0863267952403,2453221.39968,24532.2139968,0.782452438435,0.374827799477,0.086016047639
442.3,0.0862969776414,2451819.58838,24518.1958838,0.78256213119,0.375038033551,0.0861367104602
442.4,0.0862672146326,2450419.96144,24504.1996144,0.782671668359,0.37524805767,0.086257354129
442.5,0.086237506053,2449022.51281,24490.2251281,0.782781050347,0.375457872259,0.0863779786138
442.6,0.0862078517423,2447627.23647,24476.2723647,0.782890277555,0.37566747774,0.0864985838833
442.7,0.0861782515406,2446234.1264,24462.341264,0.782999350385,0.375876874536,0.0866191699069
442.8,0.0861487052888,2444843.17662,24448.4317662,0.783108269238,0.376086063067,0.0867397366541
442.9,0.0861192128282,2443454.38116,24434.5438116,0.783217034511,0.376295043755,0.0868602840948
443.0,0.0860897740005,2442067.73408,24420.6773408,0.783325646603,0.376503817018,0.0869808121999
443.1,0.0860603886483,2440683.22945,24406.8322945,0.783434105909,0.376712383275,0.08710132094
443.2,0.0860310566145,2439300.86138,24393.0086138,0.783542412824,0.376920742945,0.0872218102864
443.3,0.0860017777426,2437920.62397,24379.2062397,0.783650567743,0.377128896443,0.0873422802109
443.4,0.0859725518766,2436542.51137,24365.4251137,0.783758571057,0.377336844186,0.0874627306857
443.5,0.0859433788611,2435166.51774,24351.6651774,0.783866423157,0.377544586589,0.0875831616834
443.6,0.0859142585413,2433792.63726,24337.9263726,0.783974124433,0.377752124066,0.0877035731765
443.7,0.0858851907628,2432420.86412,24324.2086412,0.784081675274,0.37795945703,0.0878239651386
443.8,0.0858561753717,2431051.19255,24310.5119255,0.784189076068,0.378166585895,0.0879443375437
443.9,0.0858272122149,2429683.61678,24296.8361678,0.784296327199,0.37837351107,0.0880646903654
444.0,0.0857983011395,2428318.13108,24283.1813108,0.784403429053,0.378580232967,0.0881850235785
444.1,0.0857694419934,2426954.72974,24269.5472974,0.784510382013,0.378786751996,0.0883053371578
444.2,0.0857406346249,2425593.40704,24255.9340704,0.784617186461,0.378993068564,0.0884256310783
444.3,0.0857118788827,2424234.15731,24242.3415731,0.784723842779,0.379199183082,0.0885459053162
444.4,0.0856831746162,2422876.97489,24228.7697489,0.784830351347,0.379405095955,0.0886661598474
444.5,0.0856545216753,2421521.85415,24215.2185415,0.784936712543,0.379610807589,0.0887863946481
444.6,0.0856259199104,2420168.78945,24201.6878945,0.785042926744,0.379816318391,0.0889066096951
444.7,0.0855973691723,2418817.7752,24188.177752,0.785148994326,0.380021628764,0.0890268049658
444.8,0.0855688693125,2417468.80583,24174.6880583,0.785254915665,0.380226739112,0.0891469804376
444.9,0.0855404201829,2416121.87576,24161.2187576,0.785360691134,0.380431649838,0.0892671360884
445.0,0.0855120216359,2414776.97946,24147.7697946,0.785466321106,0.380636361344,0.0893872718966
445.1,0.0854836735245,2413434.1114,24134.341114,0.785571805952,0.38084087403,0.0895073878405
445.2,0.0854553757021,2412093.26609,24120.9326609,0.785677146041,0.381045188297,0.0896274838995
445.3,0.0854271280227,2410754.43803,24107.5443803,0.785782341744,0.381249304543,0.0897475600526
445.4,0.0853989303406,2409417.62176,24094.1762176,0.785887393428,0.381453223168,0.0898676162799
445.5,0.0853707825108,2408082.81183,24080.8281183,0.785992301459,0.381656944569,0.0899876525614
445.6,0.0853426843889,2406750.00282,24067.5000282,0.786097066202,0.381860469142,0.0901076688771
445.7,0.0853146358306,2405419.18931,24054.1918931,0.786201688023,0.382063797283,0.0902276652084
445.8,0.0852866366925,2404090.36593,24040.9036593,0.786306167283,0.382266929387,0.0903476415359
445.9,0.0852586868314,2402763.52729,24027.6352729,0.786410504346,0.382469865848,0.0904675978415
446.0,0.0852307861048,2401438.66804,24014.3866804,0.78651469957,0.38267260706,0.0905875341068
446.1,0.0852029343705,2400115.78285,24001.1578285,0.786618753317,0.382875153413,0.090707450314
446.2,0.085175131487,2398794.86641,23987.9486641,0.786722665945,0.383077505301,0.0908273464455
446.3,0.0851473773131,2397475.91341,23974.7591341,0.78682643781,0.383279663113,0.0909472224843
446.4,0.0851196717081,2396158.91859,23961.5891859,0.786930069269,0.383481627239,0.0910670784135
446.5,0.0850920145319,2394843.87666,23948.4387666,0.787033560677,0.383683398068,0.0911869142166
446.6,0.0850644056448,2393530.78241,23935.3078241,0.787136912387,0.383884975988,0.0913067298774
446.7,0.0850368449075,2392219.63059,23922.1963059,0.787240124752,0.384086361387,0.0914265253803
446.8,0.0850093321813,2390910.416,23909.10416,0.787343198125,0.38428755465,0.0915463007096
446.9,0.084981867328,2389603.13346,23896.0313346,0.787446132855,0.384488556163,0.0916660558499
447.0,0.0849544502097,2388297.77779,23882.9777779,0.787548929291,0.38468936631,0.0917857907867
447.1,0.0849270806891,2386994.34385,23869.9434385,0.787651587782,0.384889985476,0.0919055055053
447.2,0.0848997586293,2385692.82649,23856.9282649,0.787754108675,0.385090414043,0.0920251999916
447.3,0.0848724838939,2384393.22059,23843.9322059,0.787856492316,0.385290652393,0.0921448742317
447.4,0.084845256347,2383095.52107,23830.9552107,0.78795873905,0.385490700908,0.0922645282119
447.5,0.0848180758532,2381799.72283,23817.9972283,0.78806084922,0.385690559967,0.0923841619186
447.6,0.0847909422773,2380505.82082,23805.0582082,0.788162823169,0.385890229951,0.0925037753395
447.7,0.0847638554848,2379213.80997,23792.1380997,0.788264661239,0.386089711238,0.0926233684616
447.8,0.0847368153416,2377923.68527,23779.2368527,0.788366363771,0.386289004205,0.0927429412726
447.9,0.0847098217141,2376635.4417,23766.354417,0.788467931103,0.386488109231,0.0928624937604
448.0,0.0846828744691,2375349.07426,23753.4907426,0.788569363574,0.38668702669,0.0929820259132
448.1,0.0846559734737,2374064.57797,23740.6457797,0.788670661522,0.386885756959,0.0931015377199
448.2,0.0846291185958,2372781.94788,23727.8194788,0.788771825281,0.387084300411,0.0932210291688
448.3,0.0846023097035,2371501.17904,23715.0117904,0.788872855189,0.387282657421,0.0933405002494
448.4,0.0845755466653,2370222.26652,23702.2226652,0.788973751578,0.387480828362,0.0934599509511
448.5,0.0845488293503,2368945.20541,23689.4520541,0.789074514781,0.387678813604,0.0935793812637
448.6,0.084522157628,2367669.99081,23676.6999081,0.789175145131,0.38787661352,0.093698791177
448.7,0.0844955313683,2366396.61785,23663.9661785,0.789275642959,0.38807422848,0.0938181806815
448.8,0.0844689504415,2365125.08167,23651.2508167,0.789376008593,0.388271658853,0.0939375497679
448.9,0.0844424147185,2363855.37742,23638.5537742,0.789476242364,0.388468905008,0.0940568984268
