case_id,structure_key,dipole,wavelength_nm,total_upward_angular_integral,maximum_angle_raw_argmax_deg,maximum_angle_set_deg,maximum_abs_angle_deg,symmetric_peak_pair,peak_tie_tolerance,symmetry_residual,angular_FWHM_deg,angular_FWHM_status,T0_over_Tmax,cone_fraction_5deg,cone_fraction_10deg,cone_fraction_15deg,cone_fraction_20deg,leakage20_40,leakage40_60,residual60_plus,fraction_sum,normal_to_40_60_ratio
b420_wan_proxy_x,wan_proxy,x,450.0000000000001,2.2742212545957248e-07,-11.33810692536478,"[-11.33810692536478,11.338106925364775]",11.33810692536478,True,3.174801734339231e-14,3.17480173433923e-14,37.782693403244416,pass,0.808663639662998,0.21954643858193892,0.46398689029507323,0.7236147371321656,0.8949258958922575,0.09447394875597387,0.005333120159360159,0.005267035192408446,0.9999999999999999,166.28707940925122
b420_wan_proxy_x,wan_proxy,x,453.00000000000006,2.2710792442892495e-07,-17.49666733772113,"[-17.49666733772113,17.496667337721114]",17.49666733772113,True,5.247438125543725e-14,5.247438125543724e-14,47.27293995992649,pass,0.55405100224068,0.14539932868349215,0.3048467035545716,0.5003013577475837,0.7511176497765464,0.23610366425504795,0.0069295630182155624,0.005849122950190063,0.9999999999999999,83.31831043818659
b420_wan_proxy_z,wan_proxy,z,423.3999999999999,8.242123603637059e-10,-0.02866222206242752,"[-0.02866222206242752,0.02866222206242752]",0.02866222206242752,True,1.4210854715202004e-14,1.4539321971934995e-15,25.8463339573347,pass,1.0,0.3295294817433747,0.5977351683280541,0.7803489249729633,0.8884537625305886,0.10470507997733194,0.006152198899825517,0.0006889585922539873,1.0,178.58171480898866
b420_wan_proxy_z,wan_proxy,z,448.0000000000001,1.544986227955967e-07,-4.102201414665169,"[-4.102201414665169,4.102201414665176]",4.102201414665176,True,1.437306051874958e-14,1.4373060518749577e-14,23.6358864667053,pass,0.9724250735923597,0.4048371835971928,0.7653733726952584,0.9437783394295232,0.9873932169067524,0.012523042118562323,8.005880148346302e-05,3.6821732017963988e-06,1.0,17298.94226165992
b420_wan_proxy_z,wan_proxy,z,450.0000000000001,1.7489462532714212e-07,8.892281211260178,"[-8.892281211260178,8.892281211260178]",8.892281211260178,True,2.8814391310712706e-14,2.88143913107127e-14,29.48330800667764,pass,0.7908550322865341,0.2865652867636831,0.6262189850948287,0.8981175607147434,0.9824076022715882,0.017484164099083793,0.00010043547775805132,7.798151569881756e-06,1.0,11224.527350191596
b420_wan_proxy_z,wan_proxy,z,453.00000000000006,1.7191025191418177e-07,13.333300177001288,"[-13.333300177001295,13.333300177001288]",13.333300177001295,True,5.488296724537681e-14,5.4882967245376804e-14,36.9660322829742,pass,0.538081801905308,0.1954967065115778,0.41190376446394095,0.7329167219705457,0.9491087904566988,0.05059924965744721,0.00024095144683032718,5.1008439023651726e-05,1.0,3137.3116946002415
b420_explicit_x,explicit,x,448.0000000000001,1.3402081840370687e-07,-0.028662222062423855,"[-0.028662222062423855,0.028662222062431533]",0.028662222062431533,True,3.174853567461647e-14,3.174853567461646e-14,21.99329425438879,pass,1.0,0.32732320066687315,0.5759642758450814,0.7214754559732139,0.7929414818191173,0.08768837328034816,0.03520800593060913,0.08416213896992555,1.0000000000000002,32.183700682508494
b420_explicit_x,explicit,x,448.2000000000001,1.3889019149371375e-07,-0.02866222206243333,"[-0.02866222206243333,0.028662222062425656]",0.02866222206243333,True,3.392109000457299e-14,3.3921090004572984e-14,22.25108119016423,pass,0.9999999980060573,0.328213432509983,0.5803921970601347,0.7277140548642455,0.799241704264405,0.08631340062023096,0.03393031245399358,0.08051458266137052,1.0,33.638354956421324
b420_explicit_x,explicit,x,450.0000000000001,1.7870065347543744e-07,-0.028662222062431745,"[-0.028662222062431745,0.028662222062424098]",0.028662222062431745,True,5.0478968302168556e-14,5.047896830216855e-14,27.010005969183126,pass,0.9999999972723369,0.29943255261965873,0.5756826367091525,0.754704331972834,0.834418997766502,0.08154531408565506,0.026155190489508737,0.057880497658334286,1.0,43.14275858921619
b420_explicit_x,explicit,x,453.00000000000006,1.8919540540063423e-07,-11.513557402340231,"[-11.513557402340231,11.513557402340231]",11.513557402340231,True,4.654368943988357e-14,4.6543689439883565e-14,36.08237418668885,pass,0.6256129102127506,0.16822785559756886,0.39398038889949283,0.6573431158104996,0.8133091773726302,0.11454475109928247,0.02484825775440464,0.047297813773682626,1.0,30.971015138258903
b420_explicit_z,explicit,z,448.0000000000001,1.0751121800858228e-07,-0.028662222062423855,"[-0.028662222062423855,0.028662222062431533]",0.028662222062431533,True,3.580544772697334e-14,3.5805447726973335e-14,21.172725050790504,pass,1.0,0.40586731528234854,0.7061105307177241,0.8678933099545219,0.939302233297835,0.05557482000615527,0.004516036985553138,0.0006069097104565965,1.0,292.8645198700802
b420_explicit_z,explicit,z,448.2000000000001,1.1229463253114316e-07,-0.02866222206243333,"[-0.02866222206243333,0.028662222062425656]",0.02866222206243333,True,3.935909975946072e-14,3.9359099759460716e-14,21.413631903320834,pass,0.9999999976049363,0.40441362002272224,0.7068897261783977,0.8696804228947677,0.9407221042078818,0.0543613766200092,0.0043361951271348315,0.0005803240449742272,1.0,305.26648352330994
b420_explicit_z,explicit,z,450.0000000000001,1.5172570377885481e-07,-3.642555256937082,"[-3.642555256937082,3.642555256937075]",3.642555256937082,True,6.980601022724555e-14,6.980601022724554e-14,25.88654855253222,pass,0.9898312550579194,0.35530779743370255,0.6766677645000998,0.8697402715735563,0.9464760469939355,0.04980537390893224,0.0032939748253771914,0.0004246042717551076,1.0,383.93192949923287
b420_explicit_z,explicit,z,453.00000000000006,1.6064415268438255e-07,11.396578364289121,"[-11.396578364289129,11.396578364289121]",11.396578364289129,True,6.801805973025888e-14,6.801805973025886e-14,34.76853739942243,pass,0.6056847972664348,0.1974110157560301,0.45955432997422496,0.7626768730888014,0.9231984402874858,0.07309798559579622,0.0033423115701783058,0.0003612625465398008,1.0000000000000002,256.1513986307182
b420_zl1_nominal_x,zl1_nominal,x,448.0000000000001,1.6267193310654005e-07,0.028662222062431533,"[-0.028662222062423855,0.028662222062431533]",0.028662222062431533,True,7.296772754189306e-14,7.296772754189304e-14,21.198733746820125,pass,0.9999999996040827,0.315178630763863,0.5566642971010458,0.6890075087581886,0.7573235118699146,0.07801939947638566,0.042117941339994504,0.12253914731370509,0.9999999999999999,26.60672761405299
b420_zl1_nominal_x,zl1_nominal,x,450.0000000000001,2.0955281545491192e-07,0.028662222062424098,"[-0.028662222062431745,0.028662222062424098]",0.028662222062431745,True,9.474677412755785e-14,9.474677412755784e-14,25.0187681986933,pass,1.0,0.29984020927115784,0.572072307309283,0.7344263229842241,0.8087009581859799,0.07276287541244639,0.03098919123903409,0.0875469751625397,1.0,36.88092648680561
b420_zl1_nominal_x,zl1_nominal,x,453.00000000000006,2.2529354189082805e-07,-9.58922346189408,"[-9.58922346189408,9.589223461894074]",9.58922346189408,True,7.740259485385854e-14,7.740259485385853e-14,34.04435891666775,pass,0.6883182603235496,0.18473570789678423,0.4301816013747126,0.6761700292596993,0.8075901377333004,0.09457884048460759,0.027001326983176917,0.07082969479891504,1.0,31.544022911956
b420_zl1_nominal_z,zl1_nominal,z,448.0000000000001,1.2604986861506458e-07,0.028662222062431533,"[-0.028662222062423855,0.028662222062431533]",0.028662222062431533,True,4.7223023548457575e-14,4.722302354845757e-14,20.944835854058766,pass,0.9999999994324441,0.407413469272245,0.7070457446386693,0.8663518957836889,0.9362854472598172,0.056300886174151965,0.006052559718312858,0.0013611068477178412,0.9999999999999999,221.46936663899686
b420_zl1_nominal_z,zl1_nominal,z,450.0000000000001,1.7386188761353366e-07,3.0109187998819924,"[-3.010918799882,3.0109187998819924]",3.010918799882,True,6.862927330516254e-14,6.862927330516253e-14,25.05097277605885,pass,0.9939373100288753,0.3651204501818026,0.6863542969986299,0.8717788152841197,0.9449536345099601,0.04969915138150491,0.0044037571270726505,0.0009434569814624708,1.0,294.70643510758657
b420_zl1_nominal_z,zl1_nominal,z,453.00000000000006,1.9079774617007918e-07,10.171100276465362,"[-10.17110027646537,10.171100276465362]",10.17110027646537,True,1.0240221835899149e-13,1.0240221835899148e-13,33.161440571174396,pass,0.6618350016981648,0.21885121333650936,0.5044452899448088,0.794480001721185,0.9301072303731193,0.0650435054923579,0.004098495907177584,0.000750768227345262,1.0,232.08495386188602
b420_zl1_alternative_x,zl1_alternative,x,447.5999999999999,1.4622833451198102e-07,-0.028662222062427314,"[-0.028662222062427314,0.028662222062435]",0.028662222062435,True,5.6280937129532926e-14,5.628093712953292e-14,20.750390719505912,pass,1.0,0.2924780555883207,0.513336578197937,0.633374887567451,0.7008596495646378,0.08090755308966081,0.05537896989721521,0.1628538274484863,1.0,18.927449374537098
b420_zl1_alternative_x,zl1_alternative,x,448.0000000000001,1.5525761210397387e-07,-0.028662222062423855,"[-0.028662222062423855,0.028662222062431533]",0.028662222062431533,True,5.989792337720351e-14,5.98979233772035e-14,20.788935887400587,pass,1.0,0.30095753835205175,0.5289468517839109,0.6518155381994001,0.7190193003379425,0.07848420072400474,0.051442527046451886,0.1510539718916008,1.0,20.959389676250144
b420_zl1_alternative_x,zl1_alternative,x,450.0000000000001,2.0311957777477655e-07,-0.028662222062431745,"[-0.028662222062431745,0.028662222062424098]",0.028662222062431745,True,7.904292204004779e-14,7.904292204004778e-14,23.375753005284686,pass,0.999999997914273,0.30500797143092523,0.5682047914314201,0.7154425671575675,0.7855174532106727,0.07082206916816454,0.036822366961661745,0.10683811065950105,1.0,31.191462188234482
b420_zl1_alternative_x,zl1_alternative,x,453.00000000000006,2.2875385832516465e-07,9.066388337951857,"[-9.066388337951864,9.066388337951857]",9.066388337951864,True,1.0925859722485296e-13,1.0925859722485295e-13,32.384078374844236,pass,0.731759600930578,0.20057943801081918,0.45787126113673965,0.687004109653928,0.801306743457892,0.08541736957505566,0.029901513921198143,0.08337437304585424,1.0,30.619044665191403
b420_zl1_alternative_z,zl1_alternative,z,447.5999999999999,1.061187184989242e-07,-0.028662222062427314,"[-0.028662222062427314,0.028662222062435]",0.028662222062435,True,7.485746262648927e-14,7.485746262648926e-14,20.61010532016579,pass,1.0,0.40401180867785413,0.6953900047587079,0.853517890236064,0.9265576688032144,0.06382890338804752,0.007746545759442775,0.0018668820492951741,0.9999999999999999,170.6396524729524
b420_zl1_alternative_z,zl1_alternative,z,448.0000000000001,1.1533133082087118e-07,-0.028662222062423855,"[-0.028662222062423855,0.028662222062431533]",0.028662222062431533,True,8.135702785746824e-14,8.135702785746823e-14,20.68380938643853,pass,1.0,0.40613958521663013,0.7006878057271251,0.8589490077391269,0.930521830212721,0.060663141208978866,0.007119203031635233,0.0016958255466650554,1.0000000000000002,186.98638903399475
b420_zl1_alternative_z,zl1_alternative,z,450.0000000000001,1.6474275716332307e-07,0.028662222062424098,"[-0.08598669487822448,-0.028662222062431745,0.028662222062424098,0.08598669487822448]",0.08598669487822448,True,1.1590256495031721e-13,1.159025649503172e-13,23.809131803535106,pass,1.0,0.38003553164971776,0.6965085880749147,0.8719929118930447,0.9429621628666627,0.05094460598506062,0.004968324556319272,0.0011249065919575064,1.0,265.59021526958605
b420_zl1_alternative_z,zl1_alternative,z,453.00000000000006,1.9242525646091658e-07,-9.472969778805565,"[-9.472969778805565,9.472969778805558]",9.472969778805565,True,1.1010564425403001e-13,1.1010564425403e-13,31.988606761077968,pass,0.71528396396742,0.2393966171625016,0.539394807845276,0.8138414339247926,0.9336750101925377,0.0612109302350516,0.004268615230104855,0.0008454443423057505,0.9999999999999999,238.71284599892408
