structure_key,dipole,curve_name,peak_wavelength_nm,peak_value,left_half_max_nm,right_half_max_nm,spectral_FWHM_nm,FWHM_status,integrated_420_480,integrated_440_460,T448,T450,T453,edge_stability
zl1_nominal,x,raw_upward_spectrum,448.0000000000001,3.0888094591862516e-10,429.08953638807577,454.57292295158317,25.483386563507395,pass,9.761231719043686e-09,4.38525584437941e-09,3.0888094591862506e-10,2.839604233509819e-10,1.911547398447386e-10,0.3968306444117014
zl1_nominal,x,r12_normalized_upward_spectrum,448.2000000000001,0.025246083252007483,434.2864589785495,454.98848340963906,20.70202443108957,pass,0.7943544695091511,0.35728645770391765,0.025235869870148683,0.023407548299029746,0.016027501034391118,0.4919802073942039
zl1_nominal,x,homogeneous_reference_normalized_spectrum,448.0000000000001,0.2441657213114841,429.2495658059468,454.6406709672657,25.391105161318876,pass,7.773841779236008,3.471298050691497,0.24416572131148398,0.22494351525964218,0.15198022448933504,0.4127567910724186
zl1_nominal,x,relative_to_bare_spectrum,448.0000000000001,0.3776506673079692,428.6971530245325,454.6168620519546,25.91970902742213,pass,12.056593365317894,5.3694046216907765,0.3776506673079691,0.3475949054138271,0.2345633992836218,0.40962842557526274
zl1_nominal,x,emission_rate_proxy,432.20000000000005,1.0655754375986024,,,,window_truncated,59.60930000481001,19.774319256222242,0.9954352952682143,0.998682860803351,0.9997950907474918,0.9484814473831638
zl1_nominal,z,raw_upward_spectrum,448.0000000000001,2.57098133608702e-10,434.18873423336146,453.2666332032157,19.077898969854232,pass,5.979373840651897e-09,3.320025920065052e-09,2.57098133608702e-10,2.3077473431308758e-10,1.359543502989613e-10,0.26062552946570333
zl1_nominal,z,r12_normalized_upward_spectrum,448.0000000000001,0.013868402090238782,436.55509907761234,453.42640520935095,16.871306131738606,pass,0.3092832626058229,0.178175265406756,0.01386840209023877,0.012581754364371645,0.0075552788889922395,0.21100898350339647
zl1_nominal,z,homogeneous_reference_normalized_spectrum,448.0000000000001,0.1778609843345425,434.29357381356743,453.29422270238564,19.000648888818205,pass,4.144665555184991,2.298489028197108,0.17786098433454248,0.15996564606173613,0.09456359272267245,0.2635362957443496
zl1_nominal,z,relative_to_bare_spectrum,448.0000000000001,0.35387723702621426,434.09276890918613,453.28470113674035,19.19193222755422,pass,8.283585331349375,4.574825393131274,0.3538772370262142,0.3180014143554745,0.1877895194736677,0.2700266154762054
zl1_nominal,z,emission_rate_proxy,430.8,1.040918120161543,,,,window_truncated,59.52055815821723,19.615088333406845,0.9884522036288782,0.9907534671171924,0.990986591307168,0.9719499801120314
zl1_alternative,x,raw_upward_spectrum,447.5999999999999,3.114673757168483e-10,429.706968639006,454.438180688722,24.73121204971602,pass,9.997938373930233e-09,4.410332185973224e-09,3.1050854501717943e-10,2.76092745673288e-10,1.8498290536543054e-10,0.4300505253590734
zl1_alternative,x,r12_normalized_upward_spectrum,447.8,0.025514588801006276,434.39624472324306,454.99664884346487,20.60040412022181,pass,0.8200083889448806,0.3618321494528935,0.025483085715534894,0.02282819396561633,0.015626652212544615,0.5355882806010588
zl1_alternative,x,homogeneous_reference_normalized_spectrum,447.5999999999999,0.24611351447744956,429.85646125669234,454.518457188609,24.661995931916636,pass,7.967604414641297,3.491110537757859,0.24545231380984142,0.21871101619211267,0.14707322197169867,0.4555107608864113
zl1_alternative,x,relative_to_bare_spectrum,447.5999999999999,0.3807392461267692,429.37408783225766,454.4900999009482,25.116012068690566,pass,12.354166535658315,5.400139752036711,0.37964063753371696,0.33796411022789286,0.22699002455873551,0.45196820067679616
zl1_alternative,x,emission_rate_proxy,430.8,1.0656644115669902,,,,window_truncated,59.51982272965046,19.627660306872748,0.9909728071620951,0.9956556248580922,0.9923329038955251,0.9576427429708577
zl1_alternative,z,raw_upward_spectrum,447.5999999999999,2.5674184771339946e-10,434.2376457331954,452.8458839290547,18.608238195859315,pass,5.905675221896691e-09,3.254684861741782e-09,2.5544554539600283e-10,2.1867090810958418e-10,1.2431460734909448e-10,0.2508803967226009
zl1_alternative,z,r12_normalized_upward_spectrum,447.5999999999999,0.013855510416271087,436.45029498757333,453.0095191881849,16.559224200611595,pass,0.30636743885013595,0.17524507135648143,0.013818373777130884,0.011943895036976883,0.006940440633081341,0.2018118327398252
zl1_alternative,z,homogeneous_reference_normalized_spectrum,447.5999999999999,0.1775501754517806,434.3310614145216,452.87318304361474,18.542121629093117,pass,4.0937146110681795,2.2529335917159834,0.17671772062397156,0.15157566184519886,0.08646752290741908,0.2537742392634661
zl1_alternative,z,relative_to_bare_spectrum,447.5999999999999,0.3533245615105489,434.1440404841858,452.8632117733244,18.719171289138615,pass,8.181758615004007,4.48445874300112,0.3516025672631807,0.301322665430538,0.1717119042260061,0.25997577632922547
zl1_alternative,z,emission_rate_proxy,429.6,1.041091404220738,,,,window_truncated,59.46880900141488,19.522509930512445,0.9856541903132495,0.9889254956729078,0.9864164097209815,0.9776363690876523
bare,in_plane_qw_average,fixed_moment_in_plane_qw,443.40000000000003,7.730944636640905e-10,,,,no_isolated_peak,4.566588019944748e-08,1.5250328696072508e-08,7.722095467519811e-10,7.71316335304607e-10,7.694552296734467e-10,0.9670115236080253
bare,in_plane_qw_average,r12_normalized_in_plane_qw,480.00000000000006,0.059079891605675755,,,,no_isolated_peak,3.1361517974911437,1.044573583947691,0.05248883683406378,0.05282898001104428,0.05331695918092281,1.0
bare,in_plane_qw_average,homogeneous_reference_normalized_in_plane_qw,480.00000000000006,0.5784895861312257,,,,no_isolated_peak,34.38835901864765,11.381205378629758,0.5745725120857632,0.5750885566562736,0.5757448695082957,1.0
bare,in_plane_qw_average,relative_to_bare_in_plane_qw,419.99999999999994,1.0,,,,no_isolated_peak,60.000000000000114,19.799999999999955,1.0,1.0,1.0,1.0
wan_proxy,in_plane_qw_average,fixed_moment_in_plane_qw,423.0,5.046140485538329e-10,,451.31790148502455,,window_truncated,1.2122238692866983e-08,3.9389922094785275e-09,2.6753409803275514e-10,2.6712398066654943e-10,1.9999156997415662e-10,0.9892336262257183
wan_proxy,in_plane_qw_average,r12_normalized_in_plane_qw,424.2,0.030265737449176898,,452.7727417887499,,window_truncated,0.792270207826433,0.2810641916256999,0.019033283212635223,0.019031716435321772,0.01451169616045687,0.9552927310166266
wan_proxy,in_plane_qw_average,homogeneous_reference_normalized_in_plane_qw,422.40000000000003,0.37957668394973765,,451.2823802442511,,window_truncated,9.076407051748776,2.9488487202247176,0.2000678434356536,0.20011602573475226,0.15037600155442604,0.994645065697761
wan_proxy,in_plane_qw_average,relative_to_bare_in_plane_qw,422.2,0.6660268380600516,,441.27220126372265,,window_truncated,15.755852075101329,5.080078499944934,0.3448855447169922,0.3448454429489438,0.25877854238966,0.9961842668494749
explicit,in_plane_qw_average,fixed_moment_in_plane_qw,448.2000000000001,2.4057318805622397e-10,433.7913708261798,453.4834628027719,19.69209197659211,pass,6.150019226753078e-09,3.1515469102366585e-09,2.4028942664701796e-10,2.2106785060183894e-10,1.3251839202401367e-10,0.3068980684100374
explicit,in_plane_qw_average,r12_normalized_in_plane_qw,448.40000000000003,0.016345082172138176,433.7405183349416,453.67170558579505,19.93118725085344,pass,0.429156556347568,0.2167914064365795,0.016311819217469003,0.015167491180430953,0.009299060833779913,0.28216719786959354
explicit,in_plane_qw_average,homogeneous_reference_normalized_in_plane_qw,448.2000000000001,0.17933109816138018,433.71953545856513,453.53970911474374,19.82017365617861,pass,4.65101292859047,2.3579043057125917,0.17908970123933396,0.16515379332846805,0.09972081029816997,0.3162703651750549
explicit,in_plane_qw_average,relative_to_bare_in_plane_qw,448.2000000000001,0.31111008119567857,433.89048415111506,453.48114740697264,19.590663255857578,pass,7.9407195286672945,4.069510290926548,0.31070493413140493,0.2861028459357554,0.1713498997739905,0.3106206800751395
zl1_nominal,in_plane_qw_average,fixed_moment_in_plane_qw,448.0000000000001,2.829895397636636e-10,432.002737357817,453.8548048050324,21.852067447215404,pass,7.87030277984779e-09,3.8526408822222305e-09,2.8298953976366353e-10,2.5736757883203476e-10,1.6355454507184994e-10,0.3349589567340934
zl1_nominal,in_plane_qw_average,r12_normalized_in_plane_qw,448.2000000000001,0.019555817228779894,435.2291282875377,454.251858974073,19.022730686535283,pass,0.551818866057487,0.2677308615553368,0.019552135980193727,0.017994651331700695,0.011791389961691679,0.34298101111719
zl1_nominal,in_plane_qw_average,homogeneous_reference_normalized_in_plane_qw,448.0000000000001,0.2110133528230133,431.98109561657253,453.94089068612357,21.959795069551035,pass,5.9592536672105005,2.884893539444303,0.21101335282301326,0.19245458066068916,0.12327190860600373,0.3425848654081791
zl1_nominal,in_plane_qw_average,relative_to_bare_in_plane_qw,448.0000000000001,0.36576395216709173,431.97584374937014,453.8434718338028,21.86762808443268,pass,10.170089348333635,4.972115007411026,0.3657639521670916,0.33279815988465083,0.21117645937864477,0.3416669400456951
zl1_alternative,in_plane_qw_average,fixed_moment_in_plane_qw,447.5999999999999,2.841046117151239e-10,432.2446400886602,453.5358930584752,21.29125296981499,pass,7.951806797913462e-09,3.832508523857502e-09,2.8297704520659116e-10,2.4738182689143614e-10,1.546487563572625e-10,0.32268644098636273
zl1_alternative,in_plane_qw_average,r12_normalized_in_plane_qw,447.8,0.019682428622464786,435.22356842952405,454.0056552026008,18.782086773076742,pass,0.5631879138975083,0.2685386104046875,0.01965072974633289,0.017386044501296605,0.011283546422812978,0.37475386995454546
zl1_alternative,in_plane_qw_average,homogeneous_reference_normalized_in_plane_qw,447.5999999999999,0.21183184496461507,432.22431894207773,453.6329512849955,21.40863234291777,pass,6.030659512854738,2.872022064736922,0.21108501721690648,0.18514333901865576,0.11677037243955887,0.3301439578571726
zl1_alternative,in_plane_qw_average,relative_to_bare_in_plane_qw,447.5999999999999,0.367031903818659,432.2175640788109,453.517872319476,21.300308240665117,pass,10.267962575331161,4.942299247518915,0.36562160239844876,0.3196433878292154,0.1993509643923708,0.329214606628035
