candidate_id,wavelength_nm,angle_deg,TM_phase_error_deg
D5_BASE_13461,450.5,29.0,175.83384730789265
D5_BASE_13461,450.5,29.5,40.38490298204665
D5_BASE_13461,450.5,30.0,90.14184777451989
D5_BASE_13461,450.5,30.5,135.2787027346139
D5_BASE_13461,450.5,31.0,15.019238516037472
D5_BASE_13461,450.5,31.5,165.73098113686805
D5_BASE_13461,450.5,32.0,68.08542271417475
D5_BASE_13461,450.5,32.5,54.019107045849275
D5_BASE_13461,450.5,33.0,136.67326844390126
D5_BASE_13461,450.5,33.5,78.4549834821947
D5_BASE_13461,450.5,34.0,131.0718092156941
D5_BASE_13461,450.5,34.5,22.79372255359869
D5_BASE_13461,450.5,35.0,154.49050070280572
D5_BASE_13461,450.5,35.5,95.00231971111764
D5_BASE_13461,450.5,36.0,116.14986490093303
D5_BASE_13461,450.5,36.5,4.797928346184074
D5_BASE_13461,450.5,37.0,33.746408088987394
D5_BASE_13461,450.5,37.5,136.96291788059654
D5_BASE_13461,450.5,38.0,18.777849049516956
D5_BASE_13461,450.5,38.5,54.76764498589545
D5_BASE_13461,450.5,39.0,27.249812484582066
D5_BASE_13461,450.5,39.5,65.57187364168583
D5_BASE_13461,450.5,40.0,111.23286833209319
D5_BASE_13461,450.5,40.5,48.42614492981469
D5_BASE_13461,450.5,41.0,86.43488814830563
D5_BASE_13461,450.5,41.5,86.49893355494356
D5_BASE_13461,450.5,42.0,82.54373024672415
D5_BASE_13461,450.5,42.5,73.79945098132552
D5_BASE_13461,450.5,43.0,69.55569729490249
D5_BASE_13461,450.5,43.5,66.79384837203558
D5_BASE_13461,450.5,44.0,64.92081345060957
D5_BASE_13461,450.5,44.5,63.68256073774332
D5_BASE_13461,450.5,45.0,62.93661367184551
D5_BASE_13461,450.5,45.5,62.591214786973055
D5_BASE_13461,450.5,46.0,62.582138634112184
D5_BASE_13461,450.5,46.5,62.86187460716821
D5_BASE_13461,450.5,47.0,63.393867661375886
D5_BASE_13461,450.5,47.5,64.14915267267322
D5_BASE_13461,450.5,48.0,65.10424718854316
D5_BASE_13461,450.5,48.5,66.23976034063155
D5_BASE_13461,450.5,49.0,67.53943533285377
D5_BASE_13461,450.5,49.5,68.98946773825601
D5_BASE_13461,450.5,50.0,70.5780064803574
D5_BASE_13461,450.75,25.0,101.2122684305185
D5_BASE_13461,450.75,25.5,61.45941527128861
D5_BASE_13461,450.75,26.0,98.80342046662201
D5_BASE_13461,450.75,26.5,107.52109859524704
D5_BASE_13461,450.75,27.0,24.650124116383875
D5_BASE_13461,450.75,27.5,169.34927661037497
D5_BASE_13461,450.75,28.0,68.84098531715364
D5_BASE_13461,450.75,28.5,53.92998103708557
D5_BASE_13461,450.75,29.0,172.62803411543982
D5_BASE_13461,450.75,29.5,37.27282506119677
D5_BASE_13461,450.75,30.0,93.12092255453781
D5_BASE_13461,450.75,30.5,132.17878412685147
D5_BASE_13461,450.75,31.0,18.187612775189514
D5_BASE_13461,450.75,31.5,168.34926751139554
D5_BASE_13461,450.75,32.0,65.9739137517603
D5_BASE_13461,450.75,32.5,56.479544164863924
D5_BASE_13461,450.75,33.0,133.13780911486793
D5_BASE_13461,450.75,33.5,81.54961200321785
D5_BASE_13461,450.75,34.0,129.52563024708047
D5_BASE_13461,450.75,34.5,21.227425334529777
D5_BASE_13461,450.75,35.0,158.02974992996872
D5_BASE_13461,450.75,35.5,97.91407481058012
D5_BASE_13461,450.75,36.0,115.23650013986023
D5_BASE_13461,450.75,36.5,3.254765184574118
D5_BASE_13461,450.75,37.0,29.43539477549696
D5_BASE_13461,450.75,37.5,136.20148723556633
D5_BASE_13461,450.75,38.0,21.326438961469602
D5_BASE_13461,450.75,38.5,59.23756602839066
D5_BASE_13461,450.75,39.0,22.73878578334079
D5_BASE_13461,450.75,39.5,64.9788974143854
D5_BASE_13461,450.75,40.0,111.1362866986866
D5_BASE_13461,450.75,40.5,47.55845329537266
D5_BASE_13461,450.75,41.0,86.53488348985354
D5_BASE_13461,450.75,41.5,86.62635002959539
D5_BASE_13461,450.75,42.0,82.76634138512597
D5_BASE_13461,450.75,42.5,74.0508294501445
D5_BASE_13461,450.75,43.0,69.8071953813172
D5_BASE_13461,450.75,43.5,67.04324423271373
D5_BASE_13461,450.75,44.0,65.16759232182821
D5_BASE_13461,450.75,44.5,63.92657695678226
D5_BASE_13461,450.75,45.0,63.177837103867994
D5_BASE_13461,450.75,45.5,62.829657194344286
D5_BASE_13461,450.75,46.0,62.81782709668761
D5_BASE_13461,450.75,46.5,63.09484068759218
D5_BASE_13461,450.75,47.0,63.62414271563913
D5_BASE_13461,450.75,47.5,64.3767658144964
D5_BASE_13461,450.75,48.0,65.3292244776174
D5_BASE_13461,450.75,48.5,66.46212455664167
D5_BASE_13461,450.75,49.0,67.75920603227031
D5_BASE_13461,450.75,49.5,69.20666144352153
D5_BASE_13461,450.75,50.0,70.79263692473094
D5_BASE_13461,451.0,25.0,112.24359655260177
D5_BASE_13461,451.0,25.5,57.94325076491736
D5_BASE_13461,451.0,26.0,103.98422119747622
D5_BASE_13461,451.0,26.5,104.04585390909492
D5_BASE_13461,451.0,27.0,28.71409095171632
D5_BASE_13461,451.0,27.5,172.97609393419904
D5_BASE_13461,451.0,28.0,65.83980095744
D5_BASE_13461,451.0,28.5,57.0368726044862
D5_BASE_13461,451.0,29.0,169.42154002957554
D5_BASE_13461,451.0,29.5,34.16361949241777
D5_BASE_13461,451.0,30.0,96.09901878578685
D5_BASE_13461,451.0,30.5,129.07807808582524
D5_BASE_13461,451.0,31.0,21.346660903768257
D5_BASE_13461,451.0,31.5,170.95021769588672
D5_BASE_13461,451.0,32.0,63.864184637855686
D5_BASE_13461,451.0,32.5,58.955688420582625
D5_BASE_13461,451.0,33.0,129.58892865874478
D5_BASE_13461,451.0,33.5,84.60370645067846
D5_BASE_13461,451.0,34.0,127.9913212246491
D5_BASE_13461,451.0,34.5,19.64871372864406
D5_BASE_13461,451.0,35.0,161.60445358663583
D5_BASE_13461,451.0,35.5,100.76304442593373
D5_BASE_13461,451.0,36.0,114.32874900862139
D5_BASE_13461,451.0,36.5,1.6873811420416125
D5_BASE_13461,451.0,37.0,25.104099611157807
D5_BASE_13461,451.0,37.5,135.45199863464015
D5_BASE_13461,451.0,38.0,23.928851974505182
D5_BASE_13461,451.0,38.5,63.694858178857416
D5_BASE_13461,451.0,39.0,17.92720316329409
D5_BASE_13461,451.0,39.5,64.36190089556
D5_BASE_13461,451.0,40.0,111.04565859350797
D5_BASE_13461,451.0,40.5,46.643214830511745
D5_BASE_13461,451.0,41.0,86.63450313414307
D5_BASE_13461,451.0,41.5,86.75451912337229
D5_BASE_13461,451.0,42.0,82.9892116703584
D5_BASE_13461,451.0,42.5,74.30197048216068
D5_BASE_13461,451.0,43.0,70.05843704290282
D5_BASE_13461,451.0,43.5,67.29238125281826
D5_BASE_13461,451.0,44.0,65.41411308423659
D5_BASE_13461,451.0,44.5,64.17033677687309
D5_BASE_13461,451.0,45.0,63.418806226981545
D5_BASE_13461,451.0,45.5,63.06784754923994
D5_BASE_13461,451.0,46.0,63.05326584135257
D5_BASE_13461,451.0,46.5,63.32755942342693
D5_BASE_13461,451.0,47.0,63.85417281932308
D5_BASE_13461,451.0,47.5,64.60413641236175
D5_BASE_13461,451.0,48.0,65.553961638769
D5_BASE_13461,451.0,48.5,66.68425106939827
D5_BASE_13461,451.0,49.0,67.97874146212864
D5_BASE_13461,451.0,49.5,69.42362232286692
D5_BASE_13461,451.0,50.0,71.00703699786358
D5_BASE_13461,451.25,25.0,123.14795520836864
D5_BASE_13461,451.25,25.5,54.42215536004703
D5_BASE_13461,451.25,26.0,109.14878177151229
D5_BASE_13461,451.25,26.5,100.58113746945442
D5_BASE_13461,451.25,27.0,32.80399845298981
D5_BASE_13461,451.25,27.5,176.5702800779977
D5_BASE_13461,451.25,28.0,62.846806161759936
D5_BASE_13461,451.25,28.5,60.14632112096188
D5_BASE_13461,451.25,29.0,166.21437164092535
D5_BASE_13461,451.25,29.5,31.057331767863843
D5_BASE_13461,451.25,30.0,99.07615651137415
D5_BASE_13461,451.25,30.5,125.97672211015963
D5_BASE_13461,451.25,31.0,24.496046601248064
D5_BASE_13461,451.25,31.5,173.5341211970348
D5_BASE_13461,451.25,32.0,61.75585267774479
D5_BASE_13461,451.25,32.5,61.44775721204502
D5_BASE_13461,451.25,33.0,126.02722330529733
D5_BASE_13461,451.25,33.5,87.61724584043542
D5_BASE_13461,451.25,34.0,126.46834989113138
D5_BASE_13461,451.25,34.5,18.057192978566512
D5_BASE_13461,451.25,35.0,165.21431859544253
D5_BASE_13461,451.25,35.5,103.55026960578893
D5_BASE_13461,451.25,36.0,113.42627559176444
D5_BASE_13461,451.25,36.5,0.09519591423642772
D5_BASE_13461,451.25,37.0,20.756918385700853
D5_BASE_13461,451.25,37.5,134.71393537414892
D5_BASE_13461,451.25,38.0,26.58499790073017
D5_BASE_13461,451.25,38.5,68.12635320837246
D5_BASE_13461,451.25,39.0,12.800120223263145
D5_BASE_13461,451.25,39.5,63.71977729861718
D5_BASE_13461,451.25,40.0,110.96073947327777
D5_BASE_13461,451.25,40.5,45.677450167491656
D5_BASE_13461,451.25,41.0,86.73369801625277
D5_BASE_13461,451.25,41.5,86.8833775563466
D5_BASE_13461,451.25,42.0,83.21232934542545
D5_BASE_13461,451.25,42.5,74.55287425165926
D5_BASE_13461,451.25,43.0,70.30942265804168
D5_BASE_13461,451.25,43.5,67.5412598422627
D5_BASE_13461,451.25,44.0,65.66037615531933
D5_BASE_13461,451.25,44.5,64.41384061665373
D5_BASE_13461,451.25,45.0,63.65952145861924
D5_BASE_13461,451.25,45.5,63.305786266838346
D5_BASE_13461,451.25,46.0,63.28845528049646
D5_BASE_13461,451.25,46.5,63.56003122396559
D5_BASE_13461,451.25,47.0,64.08395837843058
D5_BASE_13461,451.25,47.5,64.8312648688439
D5_BASE_13461,451.25,48.0,65.77845907103827
D5_BASE_13461,451.25,48.5,66.90614027431953
D5_BASE_13461,451.25,49.0,68.19804201414792
D5_BASE_13461,451.25,49.5,69.64035076424167
D5_BASE_13461,451.25,50.0,71.22120708386923
D5_BASE_13461,451.5,25.0,133.7856318670768
D5_BASE_13461,451.5,25.5,50.88859440669641
D5_BASE_13461,451.5,26.0,114.28963975066421
D5_BASE_13461,451.5,26.5,97.12423579393399
D5_BASE_13461,451.5,27.0,36.91818092924403
D5_BASE_13461,451.5,27.5,179.86823772482148
D5_BASE_13461,451.5,28.0,59.86136160084355
D5_BASE_13461,451.5,28.5,63.25845000702674
D5_BASE_13461,451.5,29.0,163.006538843195
D5_BASE_13461,451.5,29.5,27.954008433239828
D5_BASE_13461,451.5,30.0,102.05235356087377
D5_BASE_13461,451.5,30.5,122.8748582717298
D5_BASE_13461,451.5,31.0,27.63544225386418
D5_BASE_13461,451.5,31.5,176.10127626223127
D5_BASE_13461,451.5,32.0,59.648539930489825
D5_BASE_13461,451.5,32.5,63.95596004244607
D5_BASE_13461,451.5,33.0,122.45332323909051
D5_BASE_13461,451.5,33.5,90.59028289414017
D5_BASE_13461,451.5,34.0,124.9561962708186
D5_BASE_13461,451.5,34.5,16.4524661246693
D5_BASE_13461,451.5,35.0,168.85901589649572
D5_BASE_13461,451.5,35.5,106.2768693941205
D5_BASE_13461,451.5,36.0,112.52875200497209
D5_BASE_13461,451.5,36.5,1.5223785667308436
D5_BASE_13461,451.5,37.0,16.398624440587447
D5_BASE_13461,451.5,37.5,133.98680079931415
D5_BASE_13461,451.5,38.0,29.29461521783348
D5_BASE_13461,451.5,38.5,72.51932203818596
D5_BASE_13461,451.5,39.0,7.3454412889315535
D5_BASE_13461,451.5,39.5,63.05135780051637
D5_BASE_13461,451.5,40.0,110.88129574749946
D5_BASE_13461,451.5,40.5,44.65795007772532
D5_BASE_13461,451.5,41.0,86.83241905837747
D5_BASE_13461,451.5,41.5,87.01286369500332
D5_BASE_13461,451.5,42.0,83.43568303899296
D5_BASE_13461,451.5,42.5,74.8035409350897
D5_BASE_13461,451.5,43.0,70.560152604609
D5_BASE_13461,451.5,43.5,67.78988041014313
D5_BASE_13461,451.5,44.0,65.90638195166731
D5_BASE_13461,451.5,44.5,64.65708889384422
D5_BASE_13461,451.5,45.0,63.899983215289126
D5_BASE_13461,451.5,45.5,63.54347376139386
D5_BASE_13461,451.5,46.0,63.52339582558809
D5_BASE_13461,451.5,46.5,63.79225649758678
D5_BASE_13461,451.5,47.0,64.31349979805589
D5_BASE_13461,451.5,47.5,65.05815158561593
D5_BASE_13461,451.5,48.0,66.00271717257213
D5_BASE_13461,451.5,48.5,67.12779256593802
D5_BASE_13461,451.5,49.0,68.41710807916915
D5_BASE_13461,451.5,49.5,69.85684715472573
D5_BASE_13461,451.5,50.0,71.43514756600065
D5_BASE_13461,451.75,25.0,144.04064372040753
D5_BASE_13461,451.75,25.5,47.33538057959872
D5_BASE_13461,451.75,26.0,119.3996967068372
D5_BASE_13461,451.75,26.5,93.67245596657709
D5_BASE_13461,451.75,27.0,41.05476656105431
D5_BASE_13461,451.75,27.5,176.339426404993
D5_BASE_13461,451.75,28.0,56.88283764289488
D5_BASE_13461,451.75,28.5,66.37337420535177
D5_BASE_13461,451.75,29.0,159.7980549239925
D5_BASE_13461,451.75,29.5,24.853697014462817
D5_BASE_13461,451.75,30.0,105.02762554437668
D5_BASE_13461,451.75,30.5,119.77263312023268
D5_BASE_13461,451.75,31.0,30.764529600262748
D5_BASE_13461,451.75,31.5,178.65198909543946
D5_BASE_13461,451.75,32.0,57.54187313146516
D5_BASE_13461,451.75,32.5,66.4804983061322
D5_BASE_13461,451.75,33.0,118.86789363550821
D5_BASE_13461,451.75,33.5,93.52293966642169
D5_BASE_13461,451.75,34.0,123.4543522335245
D5_BASE_13461,451.75,34.5,14.834133912757316
D5_BASE_13461,451.75,35.0,172.5381778535346
D5_BASE_13461,451.75,35.5,108.94402815721912
D5_BASE_13461,451.75,36.0,111.63585798297275
D5_BASE_13461,451.75,36.5,3.165937966548603
D5_BASE_13461,451.75,37.0,12.034325580701049
D5_BASE_13461,451.75,37.5,133.27011725168992
D5_BASE_13461,451.75,38.0,32.057259076945805
D5_BASE_13461,451.75,38.5,76.86168734745429
D5_BASE_13461,451.75,39.0,1.5552337955578803
D5_BASE_13461,451.75,39.5,62.3554075781598
D5_BASE_13461,451.75,40.0,110.80710414821675
D5_BASE_13461,451.75,40.5,43.58125597959279
D5_BASE_13461,451.75,41.0,86.93061711646706
D5_BASE_13461,451.75,41.5,87.14291743710633
D5_BASE_13461,451.75,42.0,83.65926174995496
D5_BASE_13461,451.75,42.5,75.05397071101861
D5_BASE_13461,451.75,43.0,70.8106272599695
D5_BASE_13461,451.75,43.5,68.03824336473762
D5_BASE_13461,451.75,44.0,66.15213088897873
D5_BASE_13461,451.75,44.5,64.90008202524946
D5_BASE_13461,451.75,45.0,64.14019191257785
D5_BASE_13461,451.75,45.5,63.78091044623977
D5_BASE_13461,451.75,46.0,63.75808788717784
D5_BASE_13461,451.75,46.5,64.024235651756
D5_BASE_13461,451.75,47.0,64.54279748238656
D5_BASE_13461,451.75,47.5,65.28479696345175
D5_BASE_13461,451.75,48.0,66.22673634062514
D5_BASE_13461,451.75,48.5,67.34920833790201
D5_BASE_13461,451.75,49.0,68.63594004715827
D5_BASE_13461,451.75,49.5,70.07311188053163
D5_BASE_13461,451.75,50.0,71.64885882665213
D5_BASE_13461,452.0,25.0,153.8270087552595
D5_BASE_13461,452.0,25.5,43.75563955506901
D5_BASE_13461,452.0,26.0,124.47231306749755
D5_BASE_13461,452.0,26.5,90.22312980994606
D5_BASE_13461,452.0,27.0,45.21168551602548
D5_BASE_13461,452.0,27.5,172.8431534521775
D5_BASE_13461,452.0,28.0,53.91061501015986
D5_BASE_13461,452.0,28.5,69.4912004286941
D5_BASE_13461,452.0,29.0,156.58893665993108
D5_BASE_13461,452.0,29.5,21.756445942087073
D5_BASE_13461,452.0,30.0,108.00198584831364
D5_BASE_13461,452.0,30.5,116.67019757882504
D5_BASE_13461,452.0,31.0,33.88300036237079
D5_BASE_13461,452.0,31.5,178.81342689477532
D5_BASE_13461,452.0,32.0,55.435483615592155
D5_BASE_13461,452.0,32.5,69.02156506874793
D5_BASE_13461,452.0,33.0,115.27163556465472
D5_BASE_13461,452.0,33.5,96.4154030782957
D5_BASE_13461,452.0,34.0,121.96232106489519
D5_BASE_13461,452.0,34.5,13.201794710846482
D5_BASE_13461,452.0,35.0,176.25139534214932
D5_BASE_13461,452.0,35.5,111.55298386891037
D5_BASE_13461,452.0,36.0,110.74728048473948
D5_BASE_13461,452.0,36.5,4.836085348570515
D5_BASE_13461,452.0,37.0,7.669413005240626
D5_BASE_13461,452.0,37.5,132.56342507437327
D5_BASE_13461,452.0,38.0,34.87229010694647
D5_BASE_13461,452.0,38.5,81.14220850884266
D5_BASE_13461,452.0,39.0,4.572768347050623
D5_BASE_13461,452.0,39.5,61.63062159820951
D5_BASE_13461,452.0,40.0,110.73795114155129
D5_BASE_13461,452.0,40.5,42.44363897286452
D5_BASE_13461,452.0,41.0,87.02824292689513
D5_BASE_13461,452.0,41.5,87.27348010209943
D5_BASE_13461,452.0,42.0,83.88305483273426
D5_BASE_13461,452.0,42.5,75.30416376008715
D5_BASE_13461,452.0,43.0,71.06084700097676
D5_BASE_13461,452.0,43.5,68.28634911350997
D5_BASE_13461,452.0,44.0,66.39762338206263
D5_BASE_13461,452.0,44.5,65.14282042676143
D5_BASE_13461,452.0,45.0,64.38014796515239
D5_BASE_13461,452.0,45.5,64.0180967337895
D5_BASE_13461,452.0,46.0,63.992531874901
D5_BASE_13461,452.0,46.5,64.25596909302925
D5_BASE_13461,452.0,47.0,64.77185183470684
D5_BASE_13461,452.0,47.5,65.51120140222832
D5_BASE_13461,452.0,48.0,66.45051697156319
D5_BASE_13461,452.0,48.5,67.57038798297916
D5_BASE_13461,452.0,49.0,68.85453830720743
D5_BASE_13461,452.0,49.5,70.28914532700726
D5_BASE_13461,452.0,50.0,71.86234124736207
D5_BASE_13461,452.25,25.0,163.09010141707395
D5_BASE_13461,452.25,25.5,40.14278335938223
D5_BASE_13461,452.25,26.0,129.50138843299416
D5_BASE_13461,452.25,26.5,86.77361791146778
D5_BASE_13461,452.25,27.0,49.386680687511756
D5_BASE_13461,452.25,27.5,169.37919350378024
D5_BASE_13461,452.25,28.0,50.944085372715676
D5_BASE_13461,452.25,28.5,72.61202741607583
D5_BASE_13461,452.25,29.0,153.37920441535007
D5_BASE_13461,452.25,29.5,18.662304473632364
D5_BASE_13461,452.25,30.0,110.97544563307783
D5_BASE_13461,452.25,30.5,113.56770683061126
D5_BASE_13461,452.25,31.0,36.99055683890426
D5_BASE_13461,452.25,31.5,176.29465181450016
D5_BASE_13461,452.25,32.0,53.32900724173914
D5_BASE_13461,452.25,32.5,71.57934484056915
D5_BASE_13461,452.25,33.0,111.66528673867022
D5_BASE_13461,452.25,33.5,99.267920408177
D5_BASE_13461,452.25,34.0,120.47961704376296
D5_BASE_13461,452.25,34.5,11.555044435384518
D5_BASE_13461,452.25,35.0,179.99821451618854
D5_BASE_13461,452.25,35.5,114.10501736273375
D5_BASE_13461,452.25,36.0,109.8627133150556
D5_BASE_13461,452.25,36.5,6.533430937207685
D5_BASE_13461,452.25,37.0,3.30950326692849
D5_BASE_13461,452.25,37.5,131.86628167163173
D5_BASE_13461,452.25,38.0,37.738864311470095
D5_BASE_13461,452.25,38.5,85.35063255147645
D5_BASE_13461,452.25,39.0,11.033557862953328
D5_BASE_13461,452.25,39.5,60.87562015130472
D5_BASE_13461,452.25,40.0,110.67363237783445
D5_BASE_13461,452.25,40.5,41.241077391817235
D5_BASE_13461,452.25,41.0,87.12524705303467
D5_BASE_13461,452.25,41.5,87.40449432659217
D5_BASE_13461,452.25,42.0,84.10705198328411
D5_BASE_13461,452.25,42.5,75.5541202649649
D5_BASE_13461,452.25,43.0,71.31081220397083
D5_BASE_13461,452.25,43.5,68.53419806310907
D5_BASE_13461,452.25,44.0,66.64285984484009
D5_BASE_13461,452.25,44.5,65.3853045133612
D5_BASE_13461,452.25,45.0,64.6198517867628
D5_BASE_13461,452.25,45.5,64.25503303554046
D5_BASE_13461,452.25,46.0,64.22672819748011
D5_BASE_13461,452.25,46.5,64.48745722705428
D5_BASE_13461,452.25,47.0,65.00066325739955
D5_BASE_13461,452.25,47.5,65.73736530092897
D5_BASE_13461,452.25,48.0,66.67405946086491
D5_BASE_13461,452.25,48.5,67.79133189305774
D5_BASE_13461,452.25,49.0,69.07290324753882
D5_BASE_13461,452.25,49.5,70.50494787863883
D5_BASE_13461,452.25,50.0,72.0755952088152
D5_BASE_13461,452.5,25.0,171.8040384194544
D5_BASE_13461,452.5,25.5,36.49049125796739
D5_BASE_13461,452.5,26.0,134.4814257680053
D5_BASE_13461,452.5,26.5,83.32131362618537
D5_BASE_13461,452.5,27.0,53.57732104564515
D5_BASE_13461,452.5,27.5,165.94723503325787
D5_BASE_13461,452.5,28.0,47.98265188454025
D5_BASE_13461,452.5,28.5,75.7359461960688
D5_BASE_13461,452.5,29.0,150.16888224393796
D5_BASE_13461,452.5,29.5,15.571322613979476
D5_BASE_13461,452.5,30.0,113.94801383244665
D5_BASE_13461,452.5,30.5,110.46532019578972
D5_BASE_13461,452.5,31.0,40.086912459247245
D5_BASE_13461,452.5,31.5,173.79135997070668
D5_BASE_13461,452.5,32.0,51.22208431870419
D5_BASE_13461,452.5,32.5,74.15401334303891
D5_BASE_13461,452.5,33.0,108.0496220781214
D5_BASE_13461,452.5,33.5,102.08079478653934
D5_BASE_13461,452.5,34.0,119.00576502711728
D5_BASE_13461,452.5,34.5,9.893476487297697
D5_BASE_13461,452.5,35.0,176.2218667445145
D5_BASE_13461,452.5,35.5,116.60144254175913
D5_BASE_13461,452.5,36.0,108.98185676156675
D5_BASE_13461,452.5,36.5,8.25859184274228
D5_BASE_13461,452.5,37.0,1.0396254112915109
D5_BASE_13461,452.5,37.5,131.17826061976803
