candidate_id,stack,layer_index,material,thickness_nm
R2_4B_OPT_06129,bottom,4,SiO2,85.0
R2_4B_OPT_06129,bottom,5,TiO2,44.0
R2_4B_OPT_06129,bottom,6,SiO2,83.0
R2_4B_OPT_06129,bottom,7,TiO2,45.0
R2_4B_OPT_06129,bottom,8,SiO2,82.0
R2_4B_OPT_06129,bottom,9,TiO2,46.0
R2_4B_OPT_06129,bottom,10,SiO2,80.0
R2_4B_OPT_06129,bottom,11,TiO2,47.0
R2_4B_OPT_06129,bottom,12,SiO2,79.0
R2_4B_OPT_06129,bottom,13,TiO2,47.0
R2_4B_OPT_06129,bottom,14,SiO2,78.0
R2_4B_OPT_06129,bottom,15,TiO2,48.0
R2_4B_OPT_06129,bottom,16,SiO2,76.0
R2_4B_OPT_06129,bottom,17,TiO2,49.0
R2_4B_OPT_06129,bottom,18,SiO2,75.0
R2_4B_OPT_06129,bottom,19,TiO2,50.0
R2_4B_OPT_06129,bottom,20,SiO2,74.0
R2_4B_OPT_06129,top,0,SiO2_termination,71.0
R2_4B_OPT_06129,top,1,TiO2,51.0
R2_4B_OPT_06129,top,2,SiO2,86.0
R2_4B_OPT_06129,top,3,TiO2,53.0
R2_4B_OPT_06129,top,4,SiO2,83.0
R2_4B_OPT_06129,top,5,TiO2,54.0
R2_4B_OPT_06129,top,6,SiO2,80.0
R2_4B_OPT_06129,top,7,TiO2,56.0
R2_4B_OPT_06129,top,8,SiO2,77.0
R2_4B_OPT_06129,top,9,TiO2,58.0
R2_4B_OPT_06129,top,10,SiO2,75.0
R2_4B_OPT_06129,top,11,TiO2,60.0
R2_4B_OPT_06129,top,12,SiO2,72.0
R2_4B_OPT_06129,top,13,TiO2,62.0
R2_4B_OPT_06129,top,14,SiO2,70.0
