model,fold,epoch,train_loss,monitor_loss,lr,batch_device,model_device
CNN,A,35,0.018275641836225986,0.01213061809539795,0.001,cuda:0,cuda:0
CNN,A,36,0.015686634307106335,0.01152484118938446,0.001,cuda:0,cuda:0
CNN,A,37,0.014360747610529264,0.010147251188755035,0.001,cuda:0,cuda:0
CNN,A,38,0.01350176241248846,0.00881411787122488,0.001,cuda:0,cuda:0
CNN,A,39,0.012264036107808352,0.00753109622746706,0.001,cuda:0,cuda:0
CNN,A,40,0.012014069594442844,0.006437534000724554,0.001,cuda:0,cuda:0
CNN,A,41,0.011094865389168262,0.005830886773765087,0.001,cuda:0,cuda:0
CNN,A,42,0.010289961006492376,0.005619940347969532,0.001,cuda:0,cuda:0
CNN,A,43,0.010403428692370653,0.0055921548046171665,0.001,cuda:0,cuda:0
CNN,A,44,0.009075380396097898,0.005678268149495125,0.001,cuda:0,cuda:0
CNN,A,45,0.009424755970637003,0.005114786326885223,0.001,cuda:0,cuda:0
CNN,A,46,0.008747010491788387,0.004811407066881657,0.001,cuda:0,cuda:0
CNN,A,47,0.008212363813072443,0.004764862824231386,0.001,cuda:0,cuda:0
CNN,A,48,0.00868303949634234,0.004582843743264675,0.001,cuda:0,cuda:0
CNN,A,49,0.008624757484843334,0.0045271702110767365,0.001,cuda:0,cuda:0
CNN,A,50,0.007455331428597371,0.004753873683512211,0.001,cuda:0,cuda:0
CNN,A,51,0.007169767748564482,0.004649408161640167,0.001,cuda:0,cuda:0
CNN,A,52,0.007303573812047641,0.004395889118313789,0.001,cuda:0,cuda:0
CNN,A,53,0.0071205925196409225,0.004374314099550247,0.001,cuda:0,cuda:0
CNN,A,54,0.007084964929769437,0.00450904481112957,0.001,cuda:0,cuda:0
CNN,A,55,0.006907667499035597,0.004380578175187111,0.001,cuda:0,cuda:0
CNN,A,56,0.007052581602086623,0.004303399473428726,0.001,cuda:0,cuda:0
CNN,A,57,0.006846600988258918,0.004460962954908609,0.001,cuda:0,cuda:0
CNN,A,58,0.006767374308158954,0.00438464293256402,0.001,cuda:0,cuda:0
CNN,A,59,0.006731922117372354,0.004176382906734943,0.001,cuda:0,cuda:0
CNN,A,60,0.006623527966439724,0.004771239124238491,0.001,cuda:0,cuda:0
CNN,A,61,0.00646649394184351,0.0049423291347920895,0.001,cuda:0,cuda:0
CNN,A,62,0.006422784489889939,0.005006803199648857,0.001,cuda:0,cuda:0
CNN,A,63,0.006489059732606013,0.004792299121618271,0.001,cuda:0,cuda:0
CNN,A,64,0.006616557482630014,0.004420302342623472,0.001,cuda:0,cuda:0
CNN,A,65,0.006484091592331727,0.003953384235501289,0.001,cuda:0,cuda:0
CNN,A,66,0.006652919730792443,0.003977014217525721,0.001,cuda:0,cuda:0
CNN,A,67,0.006893770924458901,0.004370635841041803,0.001,cuda:0,cuda:0
CNN,A,68,0.006961447341988484,0.005077936686575413,0.001,cuda:0,cuda:0
CNN,A,69,0.006367928814142942,0.005545682739466429,0.001,cuda:0,cuda:0
CNN,A,70,0.006285832962021232,0.005561587400734425,0.001,cuda:0,cuda:0
CNN,A,71,0.0072516082630803185,0.004606280475854874,0.001,cuda:0,cuda:0
CNN,A,72,0.0062480901057521505,0.004382394719868898,0.001,cuda:0,cuda:0
CNN,A,73,0.006253933689246575,0.004441446159034967,0.001,cuda:0,cuda:0
CNN,A,74,0.006272344617173076,0.004777636379003525,0.0005,cuda:0,cuda:0
CNN,A,75,0.00629872502759099,0.004780973307788372,0.0005,cuda:0,cuda:0
CNN,A,76,0.006179872124145429,0.004864177666604519,0.0005,cuda:0,cuda:0
CNN,A,77,0.006139542597035567,0.004862317815423012,0.0005,cuda:0,cuda:0
CNN,A,78,0.006272077521619697,0.004715277813374996,0.0005,cuda:0,cuda:0
CNN,A,79,0.006004607460151116,0.00440932996571064,0.0005,cuda:0,cuda:0
CNN,A,80,0.005909662305687864,0.004181509837508202,0.0005,cuda:0,cuda:0
CNN,A,81,0.006834043965985377,0.003937960602343082,0.0005,cuda:0,cuda:0
CNN,A,82,0.0060281761301060515,0.0041205487214028835,0.0005,cuda:0,cuda:0
CNN,A,83,0.006192302952210109,0.004414544906467199,0.0005,cuda:0,cuda:0
CNN,A,84,0.006618233397603035,0.0045693619176745415,0.0005,cuda:0,cuda:0
CNN,A,85,0.005917811067774892,0.00473862374201417,0.0005,cuda:0,cuda:0
CNN,A,86,0.0059897012542933226,0.004912747070193291,0.0005,cuda:0,cuda:0
CNN,A,87,0.005892596673220396,0.0048657869920134544,0.0005,cuda:0,cuda:0
CNN,A,88,0.005910233051205675,0.004954745061695576,0.0005,cuda:0,cuda:0
CNN,A,89,0.006754797572890918,0.0046798125840723515,0.0005,cuda:0,cuda:0
CNN,A,90,0.006250099123766025,0.0044812848791480064,0.00025,cuda:0,cuda:0
CNN,A,91,0.005737414428343375,0.004529213532805443,0.00025,cuda:0,cuda:0
CNN,A,92,0.005903854034841061,0.004666995722800493,0.00025,cuda:0,cuda:0
CNN,A,93,0.005935612988347809,0.004582511261105537,0.00025,cuda:0,cuda:0
CNN,A,94,0.0058842093373338384,0.004615813493728638,0.00025,cuda:0,cuda:0
CNN,A,95,0.005973616149276495,0.004564931150525808,0.00025,cuda:0,cuda:0
CNN,A,96,0.006132818913708131,0.004636658821254969,0.00025,cuda:0,cuda:0
CNN,A,97,0.0058407962787896395,0.0045942808501422405,0.00025,cuda:0,cuda:0
CNN,A,98,0.00577316510801514,0.004514107946306467,0.00025,cuda:0,cuda:0
CNN,A,99,0.005772092224409183,0.004474633373320103,0.000125,cuda:0,cuda:0
CNN,A,100,0.005845886267100771,0.004472145810723305,0.000125,cuda:0,cuda:0
CNN,A,101,0.005945372395217419,0.004470823332667351,0.000125,cuda:0,cuda:0
CNN,A,102,0.005726403013492624,0.00445854477584362,0.000125,cuda:0,cuda:0
CNN,A,103,0.005935998788724343,0.004476935137063265,0.000125,cuda:0,cuda:0
CNN,A,104,0.006023881025612354,0.004484876524657011,0.000125,cuda:0,cuda:0
CNN,A,105,0.0059745837934315205,0.004549234174191952,0.000125,cuda:0,cuda:0
CNN,A,106,0.005950767236451308,0.00461647380143404,0.000125,cuda:0,cuda:0
MLP,A,1,0.5744948784510294,0.5252289772033691,0.001,cuda:0,cuda:0
MLP,A,2,0.5187600453694662,0.4748906195163727,0.001,cuda:0,cuda:0
MLP,A,3,0.45980003476142883,0.42410409450531006,0.001,cuda:0,cuda:0
MLP,A,4,0.4054396351178487,0.3702661991119385,0.001,cuda:0,cuda:0
MLP,A,5,0.34780887762705487,0.3113425672054291,0.001,cuda:0,cuda:0
MLP,A,6,0.2846876084804535,0.24599683284759521,0.001,cuda:0,cuda:0
MLP,A,7,0.2153757115205129,0.1738889515399933,0.001,cuda:0,cuda:0
MLP,A,8,0.14059011389811835,0.09890048950910568,0.001,cuda:0,cuda:0
MLP,A,9,0.07177463670571645,0.038879118859767914,0.001,cuda:0,cuda:0
MLP,A,10,0.03684275411069393,0.015757545828819275,0.001,cuda:0,cuda:0
MLP,A,11,0.02646946907043457,0.014175944030284882,0.001,cuda:0,cuda:0
MLP,A,12,0.02925664559006691,0.017694026231765747,0.001,cuda:0,cuda:0
MLP,A,13,0.036211222410202026,0.0199337936937809,0.001,cuda:0,cuda:0
MLP,A,14,0.038567048807938896,0.019778523594141006,0.001,cuda:0,cuda:0
MLP,A,15,0.035831634576121964,0.017401250079274178,0.001,cuda:0,cuda:0
MLP,A,16,0.03335456239680449,0.013736170716583729,0.001,cuda:0,cuda:0
MLP,A,17,0.028747952232758205,0.009639726020395756,0.001,cuda:0,cuda:0
MLP,A,18,0.023137545213103294,0.006662276107817888,0.001,cuda:0,cuda:0
MLP,A,19,0.017836649902164936,0.006737579591572285,0.001,cuda:0,cuda:0
MLP,A,20,0.016005946323275566,0.010051573626697063,0.001,cuda:0,cuda:0
MLP,A,21,0.01520690011481444,0.014780240133404732,0.001,cuda:0,cuda:0
MLP,A,22,0.01552049939831098,0.014881357550621033,0.001,cuda:0,cuda:0
MLP,A,23,0.014826598577201366,0.01049395278096199,0.001,cuda:0,cuda:0
MLP,A,24,0.012922540307044983,0.007245359476655722,0.001,cuda:0,cuda:0
MLP,A,25,0.012441062523672978,0.005373646970838308,0.001,cuda:0,cuda:0
MLP,A,26,0.013193963405986628,0.004443504381924868,0.001,cuda:0,cuda:0
MLP,A,27,0.012061995454132557,0.004068988375365734,0.001,cuda:0,cuda:0
MLP,A,28,0.011301315700014433,0.00451633520424366,0.001,cuda:0,cuda:0
MLP,A,29,0.010577045381069183,0.005290586035698652,0.001,cuda:0,cuda:0
MLP,A,30,0.010542398629089197,0.0063771773129701614,0.001,cuda:0,cuda:0
MLP,A,31,0.010449410726626715,0.006555065978318453,0.001,cuda:0,cuda:0
MLP,A,32,0.010627922912438711,0.005564260296523571,0.001,cuda:0,cuda:0
MLP,A,33,0.009555991118152937,0.005054991226643324,0.001,cuda:0,cuda:0
MLP,A,34,0.010247016015152136,0.004367399029433727,0.001,cuda:0,cuda:0
MLP,A,35,0.010485443752259016,0.004184246528893709,0.001,cuda:0,cuda:0
MLP,A,36,0.009200162099053463,0.004894431214779615,0.0005,cuda:0,cuda:0
MLP,A,37,0.00849269819445908,0.005157153122127056,0.0005,cuda:0,cuda:0
MLP,A,38,0.008720135626693567,0.0052842991426587105,0.0005,cuda:0,cuda:0
MLP,A,39,0.008424352078388134,0.005077488254755735,0.0005,cuda:0,cuda:0
MLP,A,40,0.008919454102093974,0.00474344240501523,0.0005,cuda:0,cuda:0
MLP,A,41,0.008552641763041416,0.004356603138148785,0.0005,cuda:0,cuda:0
MLP,A,42,0.008520738687366247,0.004390474408864975,0.0005,cuda:0,cuda:0
MLP,A,43,0.008983477639655272,0.004555987194180489,0.0005,cuda:0,cuda:0
MLP,A,44,0.00807520312567552,0.0049756914377212524,0.0005,cuda:0,cuda:0
MLP,A,45,0.008649525543053945,0.005080529488623142,0.00025,cuda:0,cuda:0
MLP,A,46,0.008342606636385122,0.005162528716027737,0.00025,cuda:0,cuda:0
MLP,A,47,0.007864031397427121,0.005238954909145832,0.00025,cuda:0,cuda:0
MLP,A,48,0.008569835219532251,0.005068907979875803,0.00025,cuda:0,cuda:0
MLP,A,49,0.008795226613680521,0.004861332476139069,0.00025,cuda:0,cuda:0
MLP,A,50,0.007714912916223208,0.004879682324826717,0.00025,cuda:0,cuda:0
MLP,A,51,0.007513526439045866,0.004864521790295839,0.00025,cuda:0,cuda:0
MLP,A,52,0.007809240138158202,0.004796587862074375,0.00025,cuda:0,cuda:0
CNN,B,1,0.5723484555880228,0.6699075698852539,0.001,cuda:0,cuda:0
CNN,B,2,0.551776667435964,0.6464765071868896,0.001,cuda:0,cuda:0
CNN,B,3,0.5293576717376709,0.6189491152763367,0.001,cuda:0,cuda:0
CNN,B,4,0.5021487375100454,0.585742712020874,0.001,cuda:0,cuda:0
CNN,B,5,0.4767855405807495,0.5459370613098145,0.001,cuda:0,cuda:0
CNN,B,6,0.4387798011302948,0.4996025562286377,0.001,cuda:0,cuda:0
CNN,B,7,0.3977469503879547,0.4483869671821594,0.001,cuda:0,cuda:0
CNN,B,8,0.3528149326642354,0.39551448822021484,0.001,cuda:0,cuda:0
CNN,B,9,0.30869288245836896,0.3453522026538849,0.001,cuda:0,cuda:0
CNN,B,10,0.26727166771888733,0.30082666873931885,0.001,cuda:0,cuda:0
CNN,B,11,0.22955083847045898,0.2583636939525604,0.001,cuda:0,cuda:0
CNN,B,12,0.19441278278827667,0.21566249430179596,0.001,cuda:0,cuda:0
CNN,B,13,0.1570277065038681,0.1571279913187027,0.001,cuda:0,cuda:0
CNN,B,14,0.11089706420898438,0.09265172481536865,0.001,cuda:0,cuda:0
CNN,B,15,0.06792463113864262,0.042784158140420914,0.001,cuda:0,cuda:0
CNN,B,16,0.041424695402383804,0.01997394673526287,0.001,cuda:0,cuda:0
CNN,B,17,0.03752653921643893,0.015004590153694153,0.001,cuda:0,cuda:0
CNN,B,18,0.04013631244500478,0.014608649536967278,0.001,cuda:0,cuda:0
CNN,B,19,0.04188080504536629,0.01376352459192276,0.001,cuda:0,cuda:0
CNN,B,20,0.04039140356083711,0.012008802965283394,0.001,cuda:0,cuda:0
CNN,B,21,0.033159442245960236,0.010488140396773815,0.001,cuda:0,cuda:0
CNN,B,22,0.027084728082021076,0.011071723885834217,0.001,cuda:0,cuda:0
CNN,B,23,0.02166901808232069,0.014733746647834778,0.001,cuda:0,cuda:0
CNN,B,24,0.022542471686999004,0.015674743801355362,0.001,cuda:0,cuda:0
CNN,B,25,0.020327565570672352,0.012656407430768013,0.001,cuda:0,cuda:0
CNN,B,26,0.01694397845615943,0.010158225893974304,0.001,cuda:0,cuda:0
CNN,B,27,0.014764434968431791,0.008992128074169159,0.001,cuda:0,cuda:0
CNN,B,28,0.013354807160794735,0.008815824054181576,0.001,cuda:0,cuda:0
CNN,B,29,0.012723743294676145,0.009335045702755451,0.001,cuda:0,cuda:0
CNN,B,30,0.010463566519320011,0.011102523654699326,0.001,cuda:0,cuda:0
CNN,B,31,0.0091847600415349,0.013040594756603241,0.001,cuda:0,cuda:0
CNN,B,32,0.008895002771168947,0.013524569571018219,0.001,cuda:0,cuda:0
CNN,B,33,0.009470975336929163,0.013280280865728855,0.001,cuda:0,cuda:0
CNN,B,34,0.007991689257323742,0.01135718822479248,0.001,cuda:0,cuda:0
CNN,B,35,0.00793960333491365,0.009721175767481327,0.001,cuda:0,cuda:0
CNN,B,36,0.007626067536572616,0.009336389601230621,0.001,cuda:0,cuda:0
CNN,B,37,0.007401753915473819,0.009218433871865273,0.0005,cuda:0,cuda:0
CNN,B,38,0.007643239417423804,0.009365264326334,0.0005,cuda:0,cuda:0
CNN,B,39,0.0074129098405440646,0.009615282528102398,0.0005,cuda:0,cuda:0
CNN,B,40,0.007354066086312135,0.009882407262921333,0.0005,cuda:0,cuda:0
CNN,B,41,0.00725482093791167,0.009952293708920479,0.0005,cuda:0,cuda:0
CNN,B,42,0.007544009946286678,0.009927530772984028,0.0005,cuda:0,cuda:0
CNN,B,43,0.007570113365848859,0.009716322645545006,0.0005,cuda:0,cuda:0
CNN,B,44,0.008117404611160358,0.009569737128913403,0.0005,cuda:0,cuda:0
CNN,B,45,0.007110819841424624,0.009475255385041237,0.0005,cuda:0,cuda:0
CNN,B,46,0.008120662377526363,0.009375246241688728,0.00025,cuda:0,cuda:0
CNN,B,47,0.00783824889610211,0.00924641638994217,0.00025,cuda:0,cuda:0
CNN,B,48,0.007058177764217059,0.009233067743480206,0.00025,cuda:0,cuda:0
CNN,B,49,0.00804670744886001,0.009202219545841217,0.00025,cuda:0,cuda:0
CNN,B,50,0.007831812525788942,0.009219407103955746,0.00025,cuda:0,cuda:0
CNN,B,51,0.007218093456079562,0.009214061312377453,0.00025,cuda:0,cuda:0
CNN,B,52,0.007035489504535993,0.009323695674538612,0.00025,cuda:0,cuda:0
CNN,B,53,0.007912337935219208,0.009097262285649776,0.00025,cuda:0,cuda:0
MLP,B,1,0.530924399693807,0.6180613040924072,0.001,cuda:0,cuda:0
MLP,B,2,0.4804142614205678,0.5656421184539795,0.001,cuda:0,cuda:0
MLP,B,3,0.4288736879825592,0.5071988105773926,0.001,cuda:0,cuda:0
MLP,B,4,0.370943158864975,0.440398633480072,0.001,cuda:0,cuda:0
MLP,B,5,0.31269919872283936,0.3657669425010681,0.001,cuda:0,cuda:0
MLP,B,6,0.24677742520968118,0.28567108511924744,0.001,cuda:0,cuda:0
MLP,B,7,0.1813590129216512,0.20144298672676086,0.001,cuda:0,cuda:0
MLP,B,8,0.11586414029200871,0.11792203783988953,0.001,cuda:0,cuda:0
MLP,B,9,0.0678253099322319,0.05559059977531433,0.001,cuda:0,cuda:0
MLP,B,10,0.03986439233024915,0.02264651656150818,0.001,cuda:0,cuda:0
MLP,B,11,0.0389865767210722,0.014125659130513668,0.001,cuda:0,cuda:0
MLP,B,12,0.0443074032664299,0.013260834850370884,0.001,cuda:0,cuda:0
MLP,B,13,0.04711833720405897,0.012936058454215527,0.001,cuda:0,cuda:0
MLP,B,14,0.047520255049069725,0.012096595019102097,0.001,cuda:0,cuda:0
MLP,B,15,0.04407562812169393,0.011288609355688095,0.001,cuda:0,cuda:0
MLP,B,16,0.03650646905104319,0.011894060298800468,0.001,cuda:0,cuda:0
MLP,B,17,0.03006125179429849,0.015587992034852505,0.001,cuda:0,cuda:0
MLP,B,18,0.02412945373604695,0.02300776168704033,0.001,cuda:0,cuda:0
MLP,B,19,0.02125857149561246,0.031560108065605164,0.001,cuda:0,cuda:0
MLP,B,20,0.021669121459126472,0.03702054172754288,0.001,cuda:0,cuda:0
MLP,B,21,0.019853198279937107,0.03760684281587601,0.001,cuda:0,cuda:0
MLP,B,22,0.019042295093337696,0.033754076808691025,0.001,cuda:0,cuda:0
MLP,B,23,0.015354488355418047,0.02873547561466694,0.001,cuda:0,cuda:0
MLP,B,24,0.013636359944939613,0.024072127416729927,0.0005,cuda:0,cuda:0
MLP,B,25,0.01230649541442593,0.022488296031951904,0.0005,cuda:0,cuda:0
MLP,B,26,0.012282106404503187,0.02154628559947014,0.0005,cuda:0,cuda:0
MLP,B,27,0.011461331664274136,0.021482452750205994,0.0005,cuda:0,cuda:0
MLP,B,28,0.011249509019156298,0.02177174761891365,0.0005,cuda:0,cuda:0
MLP,B,29,0.012073987163603306,0.02177269011735916,0.0005,cuda:0,cuda:0
MLP,B,30,0.011097441427409649,0.022134466096758842,0.0005,cuda:0,cuda:0
MLP,B,31,0.010497006432463726,0.02234429493546486,0.0005,cuda:0,cuda:0
MLP,B,32,0.010794606370230516,0.022316869348287582,0.0005,cuda:0,cuda:0
MLP,B,33,0.011553396936506033,0.022701703011989594,0.00025,cuda:0,cuda:0
MLP,B,34,0.010288432240486145,0.022619575262069702,0.00025,cuda:0,cuda:0
MLP,B,35,0.010446795883278051,0.02242344245314598,0.00025,cuda:0,cuda:0
MLP,B,36,0.010416876835127672,0.022369131445884705,0.00025,cuda:0,cuda:0
MLP,B,37,0.010043300688266754,0.022124281153082848,0.00025,cuda:0,cuda:0
MLP,B,38,0.010371660192807516,0.021817903965711594,0.00025,cuda:0,cuda:0
MLP,B,39,0.010132101053992907,0.021491698920726776,0.00025,cuda:0,cuda:0
MLP,B,40,0.010107567378630241,0.021200962364673615,0.00025,cuda:0,cuda:0
CNN,C,1,0.602590024471283,0.4859623610973358,0.001,cuda:0,cuda:0
CNN,C,2,0.5848045349121094,0.4647333025932312,0.001,cuda:0,cuda:0
CNN,C,3,0.5616727868715922,0.43841928243637085,0.001,cuda:0,cuda:0
CNN,C,4,0.5286559065183004,0.4045366048812866,0.001,cuda:0,cuda:0
CNN,C,5,0.491193284591039,0.36088645458221436,0.001,cuda:0,cuda:0
CNN,C,6,0.4405284921328227,0.3067311644554138,0.001,cuda:0,cuda:0
CNN,C,7,0.3715384900569916,0.2448335587978363,0.001,cuda:0,cuda:0
CNN,C,8,0.2990542749563853,0.1816008985042572,0.001,cuda:0,cuda:0
CNN,C,9,0.2163266291220983,0.12543493509292603,0.001,cuda:0,cuda:0
CNN,C,10,0.14095423370599747,0.08563388884067535,0.001,cuda:0,cuda:0
CNN,C,11,0.0778994436065356,0.05944562703371048,0.001,cuda:0,cuda:0
CNN,C,12,0.03467923899491628,0.06551920622587204,0.001,cuda:0,cuda:0
CNN,C,13,0.024115351339181263,0.08238131552934647,0.001,cuda:0,cuda:0
CNN,C,14,0.028391913200418156,0.09296247363090515,0.001,cuda:0,cuda:0
CNN,C,15,0.03404949729641279,0.09798979759216309,0.001,cuda:0,cuda:0
CNN,C,16,0.03620824714501699,0.10005805641412735,0.001,cuda:0,cuda:0
CNN,C,17,0.03648305808504423,0.10047949850559235,0.001,cuda:0,cuda:0
CNN,C,18,0.036746226251125336,0.09985817968845367,0.001,cuda:0,cuda:0
CNN,C,19,0.03699046497543653,0.09828710556030273,0.001,cuda:0,cuda:0
CNN,C,20,0.03555841868122419,0.09577487409114838,0.0005,cuda:0,cuda:0
CNN,C,21,0.0345462237795194,0.09404285252094269,0.0005,cuda:0,cuda:0
CNN,C,22,0.033210487415393196,0.09181848168373108,0.0005,cuda:0,cuda:0
CNN,C,23,0.03260619441668192,0.08914375305175781,0.0005,cuda:0,cuda:0
CNN,C,24,0.029003680994113285,0.08593185245990753,0.0005,cuda:0,cuda:0
CNN,C,25,0.028464968626697857,0.08242553472518921,0.0005,cuda:0,cuda:0
CNN,C,26,0.025868772839506466,0.07859338074922562,0.0005,cuda:0,cuda:0
CNN,C,27,0.02503353791932265,0.07463962584733963,0.0005,cuda:0,cuda:0
CNN,C,28,0.02287372015416622,0.0706944465637207,0.0005,cuda:0,cuda:0
CNN,C,29,0.021644175052642822,0.06693408638238907,0.00025,cuda:0,cuda:0
CNN,C,30,0.020429912954568863,0.06517691165208817,0.00025,cuda:0,cuda:0
CNN,C,31,0.021021488433082897,0.06363167613744736,0.00025,cuda:0,cuda:0
CNN,C,32,0.020192301521698635,0.062138669192790985,0.00025,cuda:0,cuda:0
CNN,C,33,0.01962573453783989,0.060793567448854446,0.00025,cuda:0,cuda:0
CNN,C,34,0.019084579621752102,0.05953438952565193,0.00025,cuda:0,cuda:0
CNN,C,35,0.018531488875548046,0.05834949016571045,0.00025,cuda:0,cuda:0
CNN,C,36,0.01859871732691924,0.057272493839263916,0.00025,cuda:0,cuda:0
CNN,C,37,0.018171077594161034,0.0562480203807354,0.00025,cuda:0,cuda:0
CNN,C,38,0.017489133092264336,0.055236075073480606,0.00025,cuda:0,cuda:0
CNN,C,39,0.017140646775563557,0.05428599938750267,0.00025,cuda:0,cuda:0
CNN,C,40,0.016583907417953014,0.05327976867556572,0.00025,cuda:0,cuda:0
CNN,C,41,0.01630253406862418,0.05230036377906799,0.00025,cuda:0,cuda:0
CNN,C,42,0.01560222078114748,0.051363732665777206,0.00025,cuda:0,cuda:0
CNN,C,43,0.0156744255994757,0.05043746903538704,0.00025,cuda:0,cuda:0
CNN,C,44,0.01520572571704785,0.04944223910570145,0.00025,cuda:0,cuda:0
CNN,C,45,0.014284191032250723,0.04836002364754677,0.00025,cuda:0,cuda:0
CNN,C,46,0.014423545449972153,0.04735541343688965,0.00025,cuda:0,cuda:0
CNN,C,47,0.01341874897480011,0.04616294056177139,0.00025,cuda:0,cuda:0
CNN,C,48,0.012793809175491333,0.04494258761405945,0.00025,cuda:0,cuda:0
CNN,C,49,0.01226557573924462,0.04375011473894119,0.00025,cuda:0,cuda:0
CNN,C,50,0.011740094671646753,0.04264605790376663,0.00025,cuda:0,cuda:0
CNN,C,51,0.011427671648561954,0.04156646877527237,0.00025,cuda:0,cuda:0
CNN,C,52,0.010683435015380383,0.04051126912236214,0.00025,cuda:0,cuda:0
CNN,C,53,0.010349966896076998,0.03947337716817856,0.00025,cuda:0,cuda:0
CNN,C,54,0.010324018386503061,0.03855768218636513,0.00025,cuda:0,cuda:0
CNN,C,55,0.009541383478790522,0.03760162368416786,0.00025,cuda:0,cuda:0
CNN,C,56,0.009251242193082968,0.03664885461330414,0.00025,cuda:0,cuda:0
CNN,C,57,0.009017211385071278,0.03586043417453766,0.00025,cuda:0,cuda:0
CNN,C,58,0.008465310713897148,0.03497268259525299,0.00025,cuda:0,cuda:0
CNN,C,59,0.008110073084632555,0.034312210977077484,0.00025,cuda:0,cuda:0
CNN,C,60,0.007989217837651571,0.03360098600387573,0.00025,cuda:0,cuda:0
CNN,C,61,0.007722560005883376,0.03288993239402771,0.00025,cuda:0,cuda:0
CNN,C,62,0.007193043517569701,0.03217024356126785,0.00025,cuda:0,cuda:0
CNN,C,63,0.006937326242526372,0.03151830658316612,0.00025,cuda:0,cuda:0
CNN,C,64,0.0066735828295350075,0.030952397733926773,0.00025,cuda:0,cuda:0
CNN,C,65,0.006441625456015269,0.030476054176688194,0.00025,cuda:0,cuda:0
CNN,C,66,0.00616347324103117,0.0300450399518013,0.00025,cuda:0,cuda:0
CNN,C,67,0.006120039926220973,0.029631400480866432,0.00025,cuda:0,cuda:0
CNN,C,68,0.005779638886451721,0.029327623546123505,0.00025,cuda:0,cuda:0
CNN,C,69,0.005964001640677452,0.029027529060840607,0.00025,cuda:0,cuda:0
CNN,C,70,0.005549227663626273,0.0286102294921875,0.00025,cuda:0,cuda:0
CNN,C,71,0.005511946510523558,0.02825339138507843,0.00025,cuda:0,cuda:0
CNN,C,72,0.005528155403832595,0.028099216520786285,0.00025,cuda:0,cuda:0
CNN,C,73,0.005200888495892286,0.027764368802309036,0.00025,cuda:0,cuda:0
CNN,C,74,0.005402602876226108,0.027499543502926826,0.00025,cuda:0,cuda:0
CNN,C,75,0.004972713844229777,0.027221299707889557,0.00025,cuda:0,cuda:0
CNN,C,76,0.00486052439858516,0.027094624936580658,0.00025,cuda:0,cuda:0
CNN,C,77,0.005095658823847771,0.026965610682964325,0.00025,cuda:0,cuda:0
