geometry_id,geometry_hash,D1,D2,D3,D4,D5,D6,role,candidate_rank_composite,selection_rationale,eta_plus1_residual_proxy,order_profile_error_proxy,rt_error_proxy,ps_contrast_risk_proxy,model_disagreement,tail_error_proxy,nearest_hf13_distance,performance_potential,lf_eta_plus1_mean,calibrated_lf_eta_plus1,lf_eta_plus1_min,predicted_eta_robust_min,predicted_eta_robust_mean,m4_role,eta_plus1_residual_proxy_norm,order_profile_error_proxy_norm,rt_error_proxy_norm,ps_contrast_risk_proxy_norm,model_disagreement_norm,tail_error_proxy_norm,nearest_hf13_distance_norm,performance_potential_norm,error1_role_score,polarization_stress_role_score,coverage_role_score,performance_error_role_score
K6X_D105_D110_D115_D120_D135_D200,04dd1829254c4801f45f498a2b6458529817ace687391911b5e3426f2ea99ce3,105.0,110.0,115.0,120.0,135.0,200.0,backup_rank_2,2,Frozen expansion backup with redundancy-aware composite score,0.34646911406700587,,0.04871949491937903,0.024378448149020022,0.04335859482261267,0.463884397570589,2.774859801187111,0.6909206399592487,0.21214851407686106,0.12768542141171763,0.21214851407686106,0.6630169749259949,0.7015343999320811,,0.9828072121620074,0.5,0.24837907176038554,0.05967564900361062,0.09863818133019218,0.8127509371595549,0.6152225556726596,0.7910405381386237,0.8280941541210151,0.07136440870158509,0.5082291824646059,0.7100900689839525
K6X_D105_D110_D115_D125_D165_D230,8562bc97d6c350f55a323b07984a1523cafda55a9534ed81b3eb0c333215b5ae,105.0,110.0,115.0,125.0,165.0,230.0,not_selected,,,0.29852980210961527,,0.05747692098417917,0.023245208845897154,0.1537760830061002,0.2907575838837299,3.3135448659961524,0.5996190529405786,0.27789377259660847,0.19343067993146507,0.27789377259660847,0.5510342121124268,0.6528738601641222,,0.78469822379806,0.5,0.32765799194511963,0.047151908771067445,0.48156256776357353,0.32305019224017895,0.7561612240056597,0.6810940844222867,0.6211940615369688,0.17747510646881925,0.7363583699442,0.6722690229032761
K6X_D105_D110_D165_D200_D215_D220,4ef84012a8f7313d144dc0f2eb6c8fecfe26d2127a794fcb3ca59499c7714070,105.0,110.0,165.0,200.0,215.0,220.0,backup_rank_8,8,Frozen expansion backup with redundancy-aware composite score,0.2818342646862942,,0.05064948306033969,0.04205192009156401,0.30326919724995444,0.515942470593886,3.156133782259585,0.5266549253306891,0.398017921209291,0.3135548285441476,0.398017921209291,0.35054370760917664,0.6075827702879906,,0.7157039914222102,0.5,0.26585080085664425,0.25499006406636043,1.0,0.9600006704370685,0.7149770331453643,0.5932298167664222,0.7106373293696293,0.4784930448464523,0.5462326072497561,0.7113261058098741
K6X_D105_D115_D125_D135_D145_D150,c486ccec690462e55ec85915b6b8a30917e5fd7e501a9593a0aa01533cc16c72,105.0,115.0,125.0,135.0,145.0,150.0,not_selected,,,0.24142595822105692,,0.05330023366196086,0.018978560444983566,0.04143423702229153,0.33133773333227423,1.9291436708862606,0.732769125064024,0.44943755360231835,0.36497446093717495,0.44943755360231835,0.6595327258110046,0.7502292435277592,,0.548716848960847,0.5,0.2898474231313374,0.0,0.09196456882470083,0.43783385278761566,0.39395392771358845,0.8414349801293214,0.514361037485989,0.02758937064741025,0.4360069825882874,0.6037254585178549
K6X_D105_D120_D125_D130_D165_D190,4191675fbcc4312feb77afe9a40a7c767fc01e54e6775d3a2439de9cc47fdf7b,105.0,120.0,125.0,130.0,165.0,190.0,PERFORMANCE+ERROR,4,Primary4 role quota with redundancy-aware greedy selection,0.321992050638193,,0.04707788724537097,0.021122320741415023,0.026678924736651503,0.4591862556230975,1.5564673946916763,0.805638221308375,0.3652877891983816,0.2808246965332382,0.3652877891983816,0.7289996147155762,0.8023794916543094,,0.8816558590029905,0.5,0.2335179832625402,0.023691286561772582,0.040793608530599546,0.7994619291634574,0.296448907586874,0.9291848098879493,0.7698031082843363,0.02882198315242067,0.2724711983992911,0.7372478843509916
K6X_D105_D125_D135_D155_D160_D165,15c32c640ecaa81d7b0a38000cc3fb0e98bb69357d1c2a7876ba0a125bd274b5,105.0,125.0,135.0,155.0,160.0,165.0,backup_rank_7,7,Frozen expansion backup with redundancy-aware composite score,0.3044775184926699,,0.037686209679498296,0.028769180788235225,0.04032227512110363,0.4316583314106532,2.0461288988307063,0.8193736181105153,0.40205782268785756,0.31759473002271416,0.40205782268785756,0.7418972253799438,0.810359538956122,,0.8092771346670754,0.5,0.14849733328659653,0.10819884693060484,0.08810831982144424,0.7215973586452203,0.42456131469760927,0.945725137587546,0.7144218957959356,0.10217168879785665,0.38802164636190184,0.7332673731581845
K6X_D105_D170_D175_D180_D185_D190,0c9c4c33774ed2a2bdaab5099aa9dc400318c39554bf93146b6f815dee25ad43,105.0,170.0,175.0,180.0,185.0,190.0,not_selected,,,0.18519006434001928,,0.07849975677630266,0.07707611593333157,0.07496671324426477,0.2456415870270856,3.5131651654655625,0.3412433809683654,0.1815578620244245,0.09709476935928109,0.1815578620244245,0.2725771963596344,0.4073354595086791,,0.31632227357735265,0.5,0.5179727840413483,0.64205211650954,0.20825414481608148,0.19543658463090374,0.8083888074628448,0.36995503648753997,0.3380645673937247,0.5119127250015023,0.8074324594394077,0.3215250292801921
K6X_D110_D115_D120_D125_D130_D140,97c0058ee55e7c461711cba59eb27862b84901f89382791431dc3aa1c092def3,110.0,115.0,120.0,125.0,130.0,140.0,not_selected,,,0.13493043548913922,,0.06108976800926203,0.019327542558312417,0.14026050977408885,0.23347751931710678,1.096937950126821,0.4210684402508028,0.4284523122482865,0.3439892195831431,0.4284523122482865,0.2804831266403198,0.44914915480396966,,0.10862458621702539,0.5,0.36036424705042447,0.0038566976287272383,0.43469098363042397,0.16102970742931347,0.17622009077396936,0.46608131941847836,0.21694946390522668,0.13310698342923624,0.34190764122314865,0.3525662323004316
K6X_D110_D120_D130_D220_D225_D230,1349c3d97f9e4cadcb81c54d0a5e5c1f184b70035d02e442c130543a2558cc35,110.0,120.0,130.0,220.0,225.0,230.0,not_selected,,,0.13944448638631246,,0.02498540090117969,0.040683234415271066,0.02178604778918353,0.23358711735048446,1.5204759775346282,0.11221257398822945,0.3222783024943453,0.2378152098292019,0.3222783024943453,0.07799014449119568,0.09930165840143507,,0.12727888099408036,0.5,0.03351989608446225,0.23986434099740236,0.023825264712727782,0.16133971277997985,0.2870323064280317,0.09415342293938118,0.22727132710274017,0.17505261811199999,0.4249393016260288,0.09002542871046026
K6X_D110_D125_D130_D135_D140_D175,714b47fc14f3ebf1b6ebfe7d011e9924fa714cc1c261035eb4ad86c2fc7aabdf,110.0,125.0,130.0,135.0,140.0,175.0,ERROR-1,1,Primary4 role quota with redundancy-aware greedy selection,0.3506295028832296,,0.0425571363021383,0.0319225053218278,0.04808903979984197,0.49945391062267785,1.792650101250191,0.7657567479507774,0.30360470551699414,0.21914161285185074,0.30360470551699414,0.6862611770629883,0.7727524746548046,,1.0,0.5,0.19259268734206772,0.1430471064454242,0.11504321616898765,0.9133616783098697,0.3582424829432667,0.8811590667674732,0.857672335661974,0.13464593936249322,0.2903414426299826,0.7635881766175341
K6X_D110_D125_D135_D150_D175_D195,8dec6f5b0c5e14724c2affbc607009cd1dc9594a8198830842a33521d111b112,110.0,125.0,135.0,150.0,175.0,195.0,not_selected,,,0.27904823968669,,0.023782597069884278,0.02546869374134324,0.019918855957009575,0.3957609713394375,0.42340291434130045,0.8554362447010844,0.43405536735140693,0.3495922746862635,0.43405536735140693,0.7670563459396362,0.8134463727474213,,0.7041907557979938,0.5,0.022631195656554297,0.07172425387488976,0.017349901992100732,0.6200592803247292,0.0,0.9891521801483587,0.6363167717538425,0.05541194831005305,0.09498517991881769,0.7093032972119977
K6X_D110_D125_D135_D155_D175_D195,a3ad99978a51c5a5a648762b417ca3aafec573a1e02d054ff42fa2f542719e2f,110.0,125.0,135.0,155.0,175.0,195.0,not_selected,,,0.2747853581762026,,0.021534356350419583,0.028526232188398188,0.019876930794932628,0.3894494596984687,0.682973714200172,0.8387467511732613,0.439209375755952,0.3547462830908086,0.439209375755952,0.7579501867294312,0.8128235326571898,,0.6865744173676747,0.5,0.0022784007559011874,0.10551395491721052,0.017204506844750913,0.6022067484936977,0.0679127105244872,0.9690544941428495,0.6230572792509607,0.07902112049547264,0.150382845769941,0.6939404736506772
K6X_D110_D190_D210_D215_D220_D225,02a7beacb7a5e503de03a7aae4857727444d893b2052182e874bb2b2f32680e7,110.0,190.0,210.0,215.0,220.0,225.0,POLARIZATION-STRESS,2,Primary4 role quota with redundancy-aware greedy selection,0.11079990310903931,,0.1317461644612574,0.1094658495519649,0.0976592942564325,0.17654773016443948,1.8623161891634934,0.046351958038329935,0.20103021397069734,0.11656712130555393,0.20103021397069734,0.02157055400311947,0.06760414059019902,,0.008905271038825763,0.5,1.0,1.0,0.28695130414861564,0.0,0.37646954417050005,0.014843288255913398,0.12989789907135418,0.7860853912445847,0.5323521581278751,0.06748348626932756
K6X_D115_D125_D135_D155_D180_D195,6b0dc7669084190a35b027ffcb34fdd72c7abeb62142a2c3b5c97fe4747d18c8,115.0,125.0,135.0,155.0,180.0,195.0,not_selected,,,0.28467376356666185,,0.023946791525762578,0.024025165289640427,0.025124850395050913,0.4025031177774384,0.5916049044910584,0.8501269950678474,0.4340117426141784,0.349548649949035,0.4340117426141784,0.7518270015716553,0.8160011321306229,,0.727438207615179,0.5,0.024117609480208847,0.055771422643575506,0.03540412744821552,0.6391298914145651,0.04400746568140124,0.9827587187844309,0.6529169924712614,0.049661234084967504,0.12322312640740965,0.7166916471664122
K6X_D125_D135_D145_D150_D155_D160,bbe83eb1d19ca94723907f2c4c2e23d543f4b2f5db5a699a068121238f388422,125.0,135.0,145.0,150.0,155.0,160.0,backup_rank_6,6,Frozen expansion backup with redundancy-aware composite score,0.2970690419549036,,0.04491971697573809,0.02475726174359972,0.11188488213176077,0.3999183156058404,2.999878637065584,0.7182614939492284,0.4260194106750656,0.3415563180099222,0.4260194106750656,0.6061716079711914,0.7585059986873106,,0.7786616391105385,0.5,0.2139805749778154,0.06386202256301556,0.33628519679940727,0.6318186059935198,0.6740952758394906,0.8239647187134886,0.6796276227095003,0.14558897483393307,0.597616805381238,0.7128378904497874
K6X_D125_D135_D150_D175_D195_D210,ba68207f7cbc118689cd26066f5c7ffe384d880c539cbbc9c6af112f2dc24d18,125.0,135.0,150.0,175.0,195.0,210.0,not_selected,,,0.23972871661145095,,0.021282676255391857,0.03426829725503921,0.014915955473076212,0.3368799242577155,0.47295657937191465,0.7879053431293042,0.4431099387261615,0.3586468460610181,0.4431099387261615,0.7359652519226074,0.7772106596014716,,0.5417030057378344,0.5,0.0,0.16897110037166535,0.0,0.4535103096395447,0.012964954881216339,0.9078306677132467,0.5136387150837178,0.11827977026016574,0.14634613875102606,0.6164262355779737
K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,135.0,155.0,190.0,220.0,225.0,230.0,backup_rank_5,5,Frozen expansion backup with redundancy-aware composite score,0.3067036500503575,,0.09732496816918756,0.07161175127733836,0.29861741343682463,0.5300836712121964,2.146987084525302,0.3372119454597457,0.39390777131512755,0.30944467864998415,0.39390777131512755,0.19748277962207794,0.4339497336609797,,0.8184766131921434,0.5,0.6883929988891833,0.5816639149187862,0.9838677596115626,1.0,0.45094930892818585,0.36510033404443554,0.775162137255679,0.7023250683266191,0.3382119816961394,0.6248667029021733
K6X_D135_D160_D165_D205_D210_D215,a6d69bd20c0d465e33ff70a9f95436eb0cc9b8832bc5c48c41dcf5053df14e5a,135.0,160.0,165.0,205.0,210.0,215.0,not_selected,,,0.16382303965562886,,0.07387808162295509,0.059903729300607333,0.18421080932021142,0.3207320950248025,2.6276741924323863,0.35797610767720417,0.36992985982500515,0.28546676715986175,0.36992985982500515,0.2521674633026123,0.43873210928656836,,0.22802314136756102,0.5,0.4761338449637194,0.45227533346964066,0.5871092442169666,0.4078350971418945,0.5767137031893882,0.3901047844022752,0.33197974718053747,0.4927255066938384,0.5805765031065675,0.38088118345479927
K6X_D145_D170_D190_D210_D225_D230,7483f55aeff7ea22b89928dcfbc36f0e7c1c9cc5a2d9ba78d9bfd27e0c0c3e22,145.0,170.0,190.0,210.0,225.0,230.0,not_selected,,,0.17908710531006333,,0.10214834848841986,0.06330201652916996,0.15490117885849694,0.251448082652959,3.575822943389009,0.3049622058768592,0.4273625661100471,0.3428994734449037,0.4273625661100471,0.25197669863700867,0.38634051856669516,,0.2911018231769419,0.5,0.7320579274332031,0.48983074331891685,0.4854643648977542,0.21186064496452908,0.8247822520896526,0.3262648152304122,0.32747813174022383,0.488520829792568,0.8156215278261072,0.3475558275478395
K6X_D150_D155_D160_D165_D195_D225,5bf51dafd6662aa3d6ab0915626262a3aa8cbf7eba4c42d374bf202838833ac1,150.0,155.0,160.0,165.0,195.0,225.0,not_selected,,,0.2915390582128446,,0.033728764018596626,0.03363891704515977,0.026588189330967987,0.4153973171638581,2.525173709200877,0.6895331179839002,0.3235669776815496,0.23910388501640617,0.3235669776815496,0.6180669069290161,0.7237832668152723,,0.7558090064782197,0.5,0.11267150771130446,0.16201564600795537,0.04047894098906476,0.675601994783195,0.549896027048211,0.7893696677230649,0.67581535251966,0.12555463450228818,0.49352152159035945,0.6295233240028113
K6X_D150_D205_D215_D220_D225_D230,1378d30bbda23695267aae4a889c45ff266766efe10cbac3e7ee6cb40fb7be18,150.0,205.0,215.0,220.0,225.0,230.0,COVERAGE-EXTRAPOLATION-CONTROL,3,Primary4 role quota with redundancy-aware greedy selection,0.10864496521388889,,0.11991096730513154,0.0934922786260193,0.05549418066035618,0.18706192752003148,4.165161821789847,0.034025814460866756,0.2174559540216438,0.1329928613565004,0.2174559540216438,0.027072347700595856,0.04355179603126916,,0.0,0.5,0.8928587413963502,0.8234716601238837,0.14072401245510727,0.02974010881165745,0.9789737122670796,0.0,0.1309480217623315,0.6186473658232507,0.9767952569973953,0.028144802491021456
K6X_D160_D165_D170_D175_D180_D220,35df0a885e8930de3868cebd5d71e2a3f516172023fcd0da2669969a72abb29b,160.0,165.0,170.0,175.0,180.0,220.0,backup_rank_1,1,Frozen expansion backup with redundancy-aware composite score,0.32261142172429336,,0.045201047431167846,0.05118045116012746,0.03027615533633666,0.4538812067159798,2.497573831874703,0.6619531539068269,0.24044708513367663,0.15598399246853323,0.24044708513367663,0.6390456557273865,0.6953605196692727,,0.8842154071958868,0.5,0.21652739347865296,0.3558719797326699,0.0532686914445923,0.7844562443343692,0.5426749433192903,0.7561575479460221,0.7682097228246116,0.2650909932462466,0.46089214640587545,0.6539971344206955
K6X_D160_D165_D180_D185_D210_D215,77da29089febc651bd851682b2653712c85724c3d45a0fa5de7e2d5afd5afb23,160.0,165.0,180.0,185.0,210.0,215.0,not_selected,,,0.17601247383114033,,0.0734148006268167,0.04203280853954229,0.07534035898067734,0.22397379580891877,2.883042076207677,0.5584623629610505,0.4275651289284912,0.3431020362633478,0.4275651289284912,0.43254202604293823,0.6325249908999964,,0.2783959225911601,0.5,0.4719398709759073,0.2547788570315345,0.20954993651278694,0.13414779132193752,0.6435267853138469,0.6315327103245231,0.30494731568952554,0.24121018087591023,0.6991081411549007,0.441195119242167
K6X_D170_D195_D205_D210_D225_D230,be637e356d054ce4c000720c4fd65f91320b4dc8d9bf6140ae536acc492fda32,170.0,195.0,205.0,210.0,225.0,230.0,not_selected,,,0.1692062220594559,,0.1069257708325626,0.05233089747754009,0.04800551493059505,0.2769541996189473,2.4832082194459835,0.12306351941025429,0.39425416951968534,0.30979107685454194,0.39425416951968534,0.11174540221691132,0.13756200603463434,,0.2502691181381218,0.5,0.7753068092287815,0.3685858794280456,0.11475355454169944,0.28400639877501044,0.538916401607707,0.10722026008403228,0.3194492947309691,0.2924361819621417,0.5831857015120276,0.15164157639179257
K6X_D190_D195_D200_D205_D210_D215,2783d2e043b5c2adf0e3bd8e11f603689297d2d140a249c79932d99e0335166a,190.0,195.0,200.0,205.0,210.0,215.0,not_selected,,,0.21502580503873397,,0.10650814309970047,0.04544900858944113,0.11441700133410367,0.2677092081439453,1.7038876763194881,0.10306859774310054,0.45265964587937274,0.36819655321422934,0.45265964587937274,0.04768684133887291,0.13230731202797458,,0.4396183361525726,0.5,0.7715261235049719,0.2925322264120663,0.34506650678829304,0.2578563234881723,0.33501915862077813,0.08314213831830697,0.4183613495815494,0.3082925105249343,0.4368002880935405,0.24246987136258386
