geometry_hash,geometry_id,topology_family,physical_layer_count,total_thickness_nm,defect_thickness_nm,boundary_class,N,M,H_nm,L_nm,C_nm,source_role
20bfb355171cb0514c8f3f3d9a4bd5e1eb1f9db16d3d6ed5206b8e9f4f6822a1,V2_DOE_010,dual_defect,19,830,140.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
1c707e1aab7ea5166270cb26223a25d89e9827a623f6bf0a5b87387a8cb67812,V2_DOE_011,termination_reversed,20,843,141.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
ac91e5f62c9f618467fa22a6ee6b5ba927aed4e576eba9670aa24e0ef812b466,V2_DOE_012,locally_aperiodic,21,856,142.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
4d82577dafe02d6f7f59693b27730e9699264fc71ecf899c1f5104504f7c749f,V2_DOE_013,hybrid_periodic_aperiodic,22,869,143.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
b89c391d0ca04e051c4deb4e533c178e0f7d0e53b5d5f35026f6c9aec5e6c4c0,V2_DOE_014,symmetric_periodic,23,882,144.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
21e16264fc38c9520cc850c44a6aeafcd64a8c79fea8461b2ec3065f331f6582,V2_DOE_015,asymmetric_pair_count,24,895,145.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
f38292d979bbcf8a40a8fa8acccd90eef3ef8a48726067538db982dcb9611ab3,V2_DOE_016,off_center_defect,25,908,146.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
7df6f22cb98341c64d637441983bc46c61d60c3f495c8f5187fd0b2a50774024,V2_DOE_017,grouped_chirped,9,921,147.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
47b32cd936a59f093348d2dec45dd4dfe382b298c2af8a62aa9d1cec786c07b0,V2_DOE_018,dual_defect,10,934,130.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
72540b39575585f2870d25dbbb0cebd7ba0b05c6ed5c4ee8378e7be6b1482aa3,V2_DOE_019,termination_reversed,11,947,131.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
d2ef57bc112e900e3e5167b2ade7afc46a4d61e83ffe64c83745894092e7378c,V2_DOE_020,locally_aperiodic,12,960,132.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
a89b41805a9858ca8322a032e573fe9c4dfc3095f29a2394281a2758e9f90f5f,V2_DOE_021,hybrid_periodic_aperiodic,13,973,133.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
b5fb5a45b01a0a87a2465c28e92b15bf9812c341af17bf3b37162c57767196f5,V2_DOE_022,symmetric_periodic,14,986,134.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
e78dd44cb0a1a957a456e5834a533d8601bce60011e3d557dcd68c7ff538e1ac,V2_DOE_023,asymmetric_pair_count,15,999,135.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
88117695d57b11f36cc51fc93406895daea448a0bcebd0cd7a7f2d6b15421f52,V2_DOE_024,off_center_defect,16,1012,136.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
d18846855c31a6765b63a8b85e941f3e99667c9ed34c8636bb7d6890c67dddc1,V2_DOE_025,grouped_chirped,17,1025,137.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
f235421c541eab69be275642c39cea99bcde49dfff0fe47ed1b1ad350a7ff54f,V2_DOE_026,dual_defect,18,1038,138.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
b1f80af1bc7a5f28ddbb3048e70c62c9f48a9feb95f65ff57ac33aa79d21554e,V2_DOE_027,termination_reversed,19,1051,139.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
0ebc2f4ace64aeb7661a0547ef2216dec2fe04fd65fad76175324d4a1fc8da36,V2_DOE_028,locally_aperiodic,20,1064,140.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
c1440cbfd312dd7f8fcedf1951837cd8d9b7eb021f3b08ce94ca94572f3780db,V2_DOE_029,hybrid_periodic_aperiodic,21,1077,141.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
551c247e6a88ce5f19a22f12e54f0ba02c5b2fc87156c3735ff75c468c55a984,V2_DOE_030,symmetric_periodic,22,1090,142.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
42a8611f1d0026ccfada5df482f3714efb3e30482a00edcca5855e37d8f842a5,V2_DOE_031,asymmetric_pair_count,23,1103,143.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
164a9f6407837c6e36a5318e5e4bf360d26b0d80eecefae7945d5b0e21a9021b,V2_DOE_032,off_center_defect,24,1116,144.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
0c98dd623f96a3e44fed2dec4630c37fadd60fd2f8e3811b224092919e813d18,V2_DOE_033,grouped_chirped,25,1129,145.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
1b0febfadafde88e743cc4a416b669a8a0b5199ba061976a0385c3e201cad9f4,V2_DOE_034,dual_defect,9,1142,146.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
35574e53aad3773ebbd554272f4f93829a8aac3d5f4015513efeb5f41369b862,V2_DOE_035,termination_reversed,10,1155,147.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
0ef9a239337f882bac52507227cbec869a01ad4fec9e9eaefcfc6c0a1088991b,V2_DOE_036,locally_aperiodic,11,1168,130.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
ef1e291f9eb5116f051597a5803fd3716bfd8c4fb571cfc0dcd4048e6546f316,V2_DOE_037,hybrid_periodic_aperiodic,12,1181,131.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
bc8447b50312e823e17440d084c8a118825920532130874b736716a2ff987d18,V2_DOE_038,symmetric_periodic,13,1194,132.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
02c6d85b5251b8f08b3ab0a22c082266b7aeeb522b650fe984a1a8e03b84342d,V2_DOE_039,asymmetric_pair_count,14,1207,133.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
f962e44a7c1455f733cd4b7e40e4db2a21fc279ffade30861e2aacea76246382,V2_DOE_040,off_center_defect,15,1220,134.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
f7dc75daa673c5f253ed3207ffbdf94936856402aea54ff7b59937dd1478b17f,V2_DOE_041,grouped_chirped,16,1233,135.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
6c86b5413386cde637a0f4df5875370290db91aa14225b1ec739e40205d7e466,V2_DOE_042,dual_defect,17,1246,136.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
59a1bbe26f68f15b9c507e5393aed00c2acc858a7e062a1985f07399a1a1b74b,V2_DOE_043,termination_reversed,18,1259,137.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
7f088e41ceb0a40e1d715cd6e1fd28fe44effe16142c2b81c0885111a826a2e5,V2_DOE_044,locally_aperiodic,19,1272,138.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
ab2eb492c37db3ac69d89644a36a94647846009259b9cb59666c454beedb3e0f,V2_DOE_045,hybrid_periodic_aperiodic,20,1285,139.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
8f9ff5e23d5eb1e885ee11448f0e2f6b1fec4fa537c4f0d4925b702042dffcaf,V2_DOE_046,symmetric_periodic,21,1298,140.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
fdc351cb14ee43280047309cba245e764cef04c35b68eea1b6bea31700edf784,V2_DOE_047,asymmetric_pair_count,22,1311,141.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
6b846126571661193e8e389f58e99eed0524632c75d698298eb066cd905697f1,V2_DOE_048,off_center_defect,23,1324,142.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
c0290b43f24c00a86f7a6cbf3e4a5c7d191ba4f2be06acb85f03dbbbd5be2f90,V2_DOE_049,grouped_chirped,24,1337,143.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
c7c1efcdd9b90e410b4203a5fdc28896acdc284482bb696e7d7247b6d4e45f65,V2_DOE_050,dual_defect,25,1350,144.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
710e84988c442d6799522028b23a5f0e855a455f912ca65d99103ef2d0fddbaa,V2_DOE_051,termination_reversed,9,1363,145.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
5b093ba3f964455a4293c638c750d80e89000ed287d904fe246a92a02df01e74,V2_DOE_052,locally_aperiodic,10,1376,146.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
ade5b21d24b86d5d215aadb225fdbd3b5e60061fba0add89812aff0dc479ca47,V2_DOE_053,hybrid_periodic_aperiodic,11,1389,147.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
0ffcc799434286965e5e135d4574011c0aa43a576d80daf70bede9b83b44c3b8,V2_DOE_054,symmetric_periodic,12,1402,130.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
e548aca0a05a27392bdd325a857ad8c6ad1537e8679bdd3001fea52ed9090e5c,V2_DOE_055,asymmetric_pair_count,13,1415,131.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
757a0ad4b2494980a4b762bb6f1c526c009ba6065b6366fdc6567539e3080580,V2_DOE_056,off_center_defect,14,1428,132.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
e06d6cca614ba6d48b9d4810052b6fbc7835fd799f389591d92b254f39bfc803,V2_DOE_057,grouped_chirped,15,1441,133.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
1c31031c9df4c74eb0725618ac8aabcb57238f0795b9ceb3dc0d039605a4564c,V2_DOE_058,dual_defect,16,1454,134.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
b7989bd6ee362ed4ff9f536ae48b52dad95a2c0c4918b5784863050c33b6ee21,V2_DOE_059,termination_reversed,17,1467,135.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
d9ce33a8b1ac692deb8262e2b4cd03294cfb9f46690a9f9ea34502de0143059b,V2_DOE_060,locally_aperiodic,18,1480,136.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
8b8f9681112b365b804d6a237886f8a1d59547fa6f8bc717523796eb9ab42039,V2_DOE_061,hybrid_periodic_aperiodic,19,1493,137.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
ace8f4d9b18c7a2528e4b7cbdbb8ec367de35f46532f768e5958b5dd5b6bce04,V2_DOE_062,symmetric_periodic,20,1506,138.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
c5c1d892909f33763669e699a21a5116ec605610598477d0d86451a3e7f9971e,V2_DOE_063,asymmetric_pair_count,21,1519,139.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
decaadd388169a917ec0130ea0989412c36451f24315dc61a1345b01d4f51116,V2_DOE_064,off_center_defect,22,1532,140.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
179c3eeb4aa297302cbd8c44318634a5e621aaf2dc9476f8edb44b0da672c2a1,V2_DOE_065,grouped_chirped,23,1545,141.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
6400cd80c91552c81dbee342a7edde7cfe4f24d327846fa06d062ed2e9a6eec4,V2_DOE_066,dual_defect,24,1558,142.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
00d1a9ec132824f20a0ce77b6803eed5775d192431935bffb5f1f9f71ae5a24b,V2_DOE_067,termination_reversed,25,1571,143.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
43d4efbfc413142a5684a18d5f79c6d63f20204b483a4319125764d56c5faec0,V2_DOE_068,locally_aperiodic,9,1584,144.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
dde1aea4dc7ea2925e2a5aa3bddf93895c3ae1de875382bfdfc06f2c55d9dd18,V2_DOE_069,hybrid_periodic_aperiodic,10,1597,145.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
f7dd87a2342cfa3691b843f2446af6860aac48fd837d8a10c1d4a10491f38052,V2_DOE_070,symmetric_periodic,11,1610,146.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
60c865bab46948b2952ae6fc2087f87d5968ed93937ff4049ce6e9153ed4bad2,V2_DOE_071,asymmetric_pair_count,12,1623,147.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
2e1f851c24e0c712b2a8bc22ecd1cc7964ad6aa1098ead54a2a6f0a3a65ac7a2,V2_DOE_072,off_center_defect,13,1636,130.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
59331685393971328586a0bd2d9dbf76a68eed3fdc29397b0d6a2d2dcc161134,V2_DOE_073,grouped_chirped,14,1649,131.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
17ccf207ed2baf501f52f128b4e3041d9ed3ed0f224cc793868588e1635ac5ae,V2_DOE_074,dual_defect,15,1662,132.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
b56d54e2664550858761b4c197b0f0317c09c93e4b2eda4cb551577d99eb6c50,V2_DOE_075,termination_reversed,16,1675,133.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
94439e1a12d7c311d4e7fc0017e46b21e3bd0265bf945005ad77f29ae84da61b,V2_DOE_076,locally_aperiodic,17,1688,134.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
2f3fc3697b84b742a3f7da5f0e02e096f935545ffe09474a3e150bd912ca134c,V2_DOE_077,hybrid_periodic_aperiodic,18,1701,135.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
09d4b7913832e4c9eae57d47bda0b888fd38d574fb77a58b3bf7cc4dcf81e6b5,V2_DOE_078,symmetric_periodic,19,1714,136.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
21ca343d6b6aead2da0097a668b34cff49e67866d786d0cb5d57738c8a8ee57a,V2_DOE_079,asymmetric_pair_count,20,1727,137.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
0216b7d12068168de316acc4a4b4579b97e72362d7f728f73bc1f3a30114bd1a,V2_DOE_080,off_center_defect,21,1740,138.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
1b0b559a7056df1c5358bd3c482c41a46b1a0551b3d47ff89d0a54af7ed37c45,V2_DOE_081,grouped_chirped,22,1753,139.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
bb69cff1e2c4268b3aaa6a38a90d1c5801b3e7f74efab529d046ac22682306a2,V2_DOE_082,dual_defect,23,1766,140.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
5c2b2df460843494ecc72b4adba6915dd31bf2b42986d0b24ccae4de07246284,V2_DOE_083,termination_reversed,24,1779,141.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
ff73fc6622cb7c3f671e60bcd08a9026b91998da3b22d4b0243d46d0ce0cffcb,V2_DOE_084,locally_aperiodic,25,1792,142.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
cae579789652bd04d40bdfbdead70de2183c41922499d96795bf974c864f94d9,V2_DOE_085,hybrid_periodic_aperiodic,9,1805,143.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
883d29c812aa63ab9b3dcf9e685fa582c1825d897ec46ebab8a7eab518250954,V2_DOE_086,symmetric_periodic,10,1818,144.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
7637e3fb993eeb4f3c8ca5a6426f3b7912cd54b6f14299fc7989745bb6bd561f,V2_DOE_087,asymmetric_pair_count,11,1831,145.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
7825ec21c9fc00c0b098f29549013721615c666ef2bc3323d48f10ae28a2757e,V2_DOE_088,off_center_defect,12,1844,146.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
053b3726fc837a4ee61f136d5cd46ce0743355f1c9e40b0bf7b89963dab417dd,V2_DOE_089,grouped_chirped,13,1857,147.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
e33d654e6075b967602b04414126ab59361d48993c4ab1a4f787d2e443ae0c10,V2_DOE_090,dual_defect,14,1870,130.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
36c5d20557d901bb01262ce5bcc40efbafdf74c422a39468cbb1567f0c0af4a1,V2_DOE_091,termination_reversed,15,1883,131.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
1ca62f7f80656dab9b5a5d344ae820fd4affe5891ad54a5154735a6ab26edf2a,V2_DOE_092,locally_aperiodic,16,1896,132.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
89fd73dccaa3502e8060f48ea7a369556bb97a45093be087f65670c7a99b446b,V2_DOE_093,hybrid_periodic_aperiodic,17,1909,133.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
99a2e330a880ba031cee4e7ebd74b76f47f8c22608507b99e0f02d3e290f2c19,V2_DOE_094,symmetric_periodic,18,1922,134.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
240fc8fd9ae67029a29d2deb0deaa5c5924ca75fc368d50ab0f33b7549ea5175,V2_DOE_095,asymmetric_pair_count,19,1935,135.0,unknown_in_doe_manifest,,,,,,DOE96_FORMAL_DEVELOPMENT
cb59661cde916920b4266c6c92d237ae9b64a4eeb293dcfc7d04de00448116e4,GEO_cb59661cde916920,Explicit,13,904,154.0,interior,3.0,,44.0,81.0,154.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
4e4b6bb3b36a3f1ee9878606fdafdebf7d525eaa53d71b9e4f274d69af96de19,GEO_4e4b6bb3b36a3f1e,Explicit,13,906,156.0,interior,3.0,,45.0,80.0,156.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
ed8ab5bfbf70439ba26c16cae78c6dad78bd181d95198a598f72b70acec90ed6,GEO_ed8ab5bfbf70439b,Explicit,17,1126,158.0,interior,4.0,,44.0,77.0,158.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
5e150537d139582ad8a827fcd9ea80fafbcbffc1693125011c04b0ded6803512,GEO_5e150537d139582a,Explicit,13,884,158.0,interior,3.0,,44.0,77.0,158.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
f0330f6f9c5bd0976218086c0b126a6be48a64cb50b8e7eec132d334874a3836,GEO_f0330f6f9c5bd097,Explicit,17,1134,158.0,interior,4.0,,45.0,77.0,158.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
576072b8fd3ba19b19bb0df9c43fa81f9c0e9511456ceaa4694a90d369e334ce,GEO_576072b8fd3ba19b,Explicit,13,901,157.0,interior,3.0,,45.0,79.0,157.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
8a1be585738c649560f93ddd02dfa540b511ff3e82e5c133e952c35b2a39a2cf,GEO_8a1be585738c6495,Explicit,17,1140,156.0,interior,4.0,,46.0,77.0,156.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
3205fbff622c46919a8796f9b78abc0442a067478215288edcd36adbf78e5c64,GEO_3205fbff622c4691,Explicit,13,902,158.0,interior,3.0,,45.0,79.0,158.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
b5f43bd4684ec29562d07d84522ed74a8df5e3d7270acbb3dc4de284bd2edb94,GEO_b5f43bd4684ec295,Explicit,17,1148,156.0,interior,4.0,,43.0,81.0,156.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
3cf95d9c53927baed4c3f98bff57cbb4b354793b321d9072e9c88f370fa004a0,GEO_3cf95d9c53927bae,Explicit,13,883,157.0,interior,3.0,,44.0,77.0,157.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
7e7b0b5a7be2ef990c45a65b769ca8838b670bc1043d4a44a92a75f84377d9bf,GEO_7e7b0b5a7be2ef99,Explicit,21,1392,162.0,boundary,5.0,,44.0,79.0,162.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
dfbb8e15842c0b0302539a5c89569f3fdf5d2c383d72694e514f97661689082e,GEO_dfbb8e15842c0b03,Explicit,9,662,162.0,boundary,2.0,,46.0,79.0,162.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
c80d3c3986fc254311ce6ae2b7b672d6a8b2508f0c90be7717190c2a6e94e76d,GEO_c80d3c3986fc2543,Explicit,17,1122,162.0,boundary,4.0,,44.0,76.0,162.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
f5ad57e53e5257fa82e2faa0e1840f1c44c81f52cafa366517389d07e423f3b6,GEO_f5ad57e53e5257fa,Explicit,13,906,162.0,boundary,3.0,,42.0,82.0,162.0,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
64421e01708025be7ccb5321a39935c5a8fd2bda9080dd3980a74aeeb02225c7,GEO_64421e01708025be,ZL1,12,969,3.0,interior,3.0,3.0,43.0,79.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
53bcaa8a2b92214fd424c746603526d8a44f62496b4fd2e4eda77da362d9f2cb,GEO_53bcaa8a2b92214f,ZL1,20,1470,3.0,interior,5.0,3.0,43.0,80.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
c2418964ecbbc82cb32bb27864cdd4338edc87b794a9b9a651e21a94a00d8d8e,GEO_c2418964ecbbc82c,ZL1,16,1243,3.0,interior,4.0,3.0,44.0,81.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
1b140f8ed384575255cf7582178d4cf6eaab35e1fa34ee6cb71eabb7802aa224,GEO_1b140f8ed3845752,ZL1,20,1493,3.0,interior,5.0,3.0,44.0,81.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
6140185307944c140c14fc6591eea4077c3e913aee7f9b96897733dd5666f6f0,GEO_6140185307944c14,ZL1,16,1191,3.0,interior,4.0,3.0,43.0,77.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
3db6295cba17317c24d44fee82c9c08eb6129c899d25529020d35b57cb3e1288,GEO_3db6295cba17317c,ZL1,16,1210,3.0,interior,4.0,3.0,44.0,78.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
c49884d77cd96eaeeee0c026e3c9d3ceca8d9ced2bbc0643c56ea8096d740cfe,GEO_c49884d77cd96eae,ZL1,16,1207,3.0,interior,4.0,3.0,45.0,77.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
b4ff5c2b27b7f31af2ee240b12c5ed65eaecdb65982716c86f7dae15de35527a,GEO_b4ff5c2b27b7f31a,ZL1,20,1474,3.0,interior,5.0,3.0,46.0,78.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
56c9fe2a0ee57ac69a2fdd582d6d6b963f66fec1bf65ea2bc2d14786bfa148bb,GEO_56c9fe2a0ee57ac6,ZL1,16,1221,3.0,interior,4.0,3.0,44.0,79.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
58997fdf05cc071d66fcb02bbe9929102e6327dbeecc1d076ae4dfac224e7d0c,GEO_58997fdf05cc071d,ZL1,8,707,3.0,boundary,2.0,3.0,42.0,77.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
dbbfbf68bd220cc3c9b91855df975e36c1a94cc59aef5d1ce403807c568e58f0,GEO_dbbfbf68bd220cc3,ZL1,12,819,1.0,boundary,3.0,1.0,42.0,81.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
fba747fab33b6dab53c7c9b48adc5807598cf927f864de52362effe97ba1b397,GEO_fba747fab33b6dab,ZL1,12,838,1.0,boundary,3.0,1.0,44.0,82.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
6f0684e5e7402a35ef967ac22f53b594c8721fe3e7addf94002b5ff67f0d8544,GEO_6f0684e5e7402a35,ZL1,12,954,3.0,boundary,3.0,3.0,42.0,78.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
