case_uid,geometry_id,geometry_hash,source_position,dipole_orientation,case_count_per_geometry,joint_profile_schema,labels_status,solver_status,case_identity_contract
9636fdd524072139508e76b8655a38c553ab1aff3c86025261493615c5ecc08a,MDC_V3_AL_G002,d49e066cf701d2ddb200c8626fd037ae1d6988649757616f3ee853f714f40a45,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
df918af697cdcafc7bfd620ab3b293dfbd458c9f951cb5cb66aa6d1de6862c2f,MDC_V3_AL_G002,d49e066cf701d2ddb200c8626fd037ae1d6988649757616f3ee853f714f40a45,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
b9230a481c0e630c45767a6488536b77aaeefb9aff7c2636c15c9e220c249014,MDC_V3_AL_G003,cf914dee9a4f380d8d7568302b730ee3c44ea1a1d3083b5416f3bcf80baeb6e7,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
06262b4311c500555c672a4bc59afd97fc6cf4328a1d603f93bd73505320b7a9,MDC_V3_AL_G003,cf914dee9a4f380d8d7568302b730ee3c44ea1a1d3083b5416f3bcf80baeb6e7,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
6d71f4c971509a74cc6a560d8fdca474cb48402e5205b533932a55a5b3b57060,MDC_V3_AL_G003,cf914dee9a4f380d8d7568302b730ee3c44ea1a1d3083b5416f3bcf80baeb6e7,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
ad0db187f4c255cee3d99be41a26ef9a81510fb3d73e0605bcbc77cccbb4ba55,MDC_V3_AL_G003,cf914dee9a4f380d8d7568302b730ee3c44ea1a1d3083b5416f3bcf80baeb6e7,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
c7e696344cf0b28d32ba5241b2e9a381e052d9401dab6669ab0449ab5de8b7bf,MDC_V3_AL_G003,cf914dee9a4f380d8d7568302b730ee3c44ea1a1d3083b5416f3bcf80baeb6e7,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
07f5150ae055f1f33e17591f1ad01b421026e61c1c598b217fcd8141f0881535,MDC_V3_AL_G003,cf914dee9a4f380d8d7568302b730ee3c44ea1a1d3083b5416f3bcf80baeb6e7,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
3ceb8fa1c9a515410136755340e374a41e5559e11327153c0d9b481a387b2c3f,MDC_V3_AL_G004,f356452e0dd6e8deb11ff28d506c5dd154960a2e5c5851bae3e058b4b902322b,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
0de31419bd09f850bbb71c615b7de800a9786fda018dd26c07323dcd6e07f561,MDC_V3_AL_G004,f356452e0dd6e8deb11ff28d506c5dd154960a2e5c5851bae3e058b4b902322b,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
83994117566578fccb0ce9626cd242577481e639611dabb85ef9a41e8ee6560a,MDC_V3_AL_G004,f356452e0dd6e8deb11ff28d506c5dd154960a2e5c5851bae3e058b4b902322b,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
e930b5c3cd016da023e933475525010f363e664d612dc018034649bab1b9b11c,MDC_V3_AL_G004,f356452e0dd6e8deb11ff28d506c5dd154960a2e5c5851bae3e058b4b902322b,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
709e310226bfa8afc342ccd991d4a970976ad1a0fa765d51e98dfb9bb162130b,MDC_V3_AL_G004,f356452e0dd6e8deb11ff28d506c5dd154960a2e5c5851bae3e058b4b902322b,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
61632016a74fcdca4e735af2550dd6c557d1dafb5aa65d93ff5d14c18a3dea8e,MDC_V3_AL_G004,f356452e0dd6e8deb11ff28d506c5dd154960a2e5c5851bae3e058b4b902322b,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
dc0e8d5ef7795b56dcc4e8752fa30dd4edf684e5fac837908f6fafd3d8e4aa54,MDC_V3_AL_G005,ebf5ffde1489b6db32dad5ec1f0099f6f58a96f997fe7a1b09b7976382f81b5d,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
8c8d11b0938a7311134d531ff4668fc1f877d58e3f4e2f457b8020f0e249b344,MDC_V3_AL_G005,ebf5ffde1489b6db32dad5ec1f0099f6f58a96f997fe7a1b09b7976382f81b5d,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
9e0869afccd8f321b1861036af658185b14425a56de468a7eaeaa0a4d996c955,MDC_V3_AL_G005,ebf5ffde1489b6db32dad5ec1f0099f6f58a96f997fe7a1b09b7976382f81b5d,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
d47107f0ed27cb6d21ad4fbe42aee4bd0c329de231180c5bd2cffa76c641d000,MDC_V3_AL_G005,ebf5ffde1489b6db32dad5ec1f0099f6f58a96f997fe7a1b09b7976382f81b5d,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
e9ba85fcedf0acd6fb36a492b137f6dae2ae4102620ab6ab8847919fca6dd874,MDC_V3_AL_G005,ebf5ffde1489b6db32dad5ec1f0099f6f58a96f997fe7a1b09b7976382f81b5d,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
eed6cb7913f5cf582b7de8e8bcd1d717fe587d3806d0bb48ba615bee7f95a235,MDC_V3_AL_G005,ebf5ffde1489b6db32dad5ec1f0099f6f58a96f997fe7a1b09b7976382f81b5d,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
ecf7fa45c577bcb6ce83afc9fd834fb0faa42b4669e6484d45cfcfc8f286f983,MDC_V3_AL_G006,2ddfe5b92dcd8f0539201cb2ec7d03833414f251317fe3e004ed02b939a29417,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
bb3089891bc9b665079a8d58ce4f25eb1bc2999ae0fbbcf7157bcf7e16ae3981,MDC_V3_AL_G006,2ddfe5b92dcd8f0539201cb2ec7d03833414f251317fe3e004ed02b939a29417,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
97fa893f0973cfe193bd0c0a7379497de84d918c129984b00add27a06adc1b5c,MDC_V3_AL_G006,2ddfe5b92dcd8f0539201cb2ec7d03833414f251317fe3e004ed02b939a29417,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
90757c6c74be2bae5834d30478b9a81bcdee09121f98656a6cafc767b431e2cf,MDC_V3_AL_G006,2ddfe5b92dcd8f0539201cb2ec7d03833414f251317fe3e004ed02b939a29417,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
9eb7c7a654ef871a7799cfa92f95cb9187a5f6625a31a6be8e01b78e54e848c9,MDC_V3_AL_G006,2ddfe5b92dcd8f0539201cb2ec7d03833414f251317fe3e004ed02b939a29417,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
206a02a4936095f28ccabc5b8618524f7a32dd9d813b9c3b74366d996312b8a4,MDC_V3_AL_G006,2ddfe5b92dcd8f0539201cb2ec7d03833414f251317fe3e004ed02b939a29417,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
ae5cb0206fd2d13992471cbed06053fe521297a2408d55e0292b5ec65235943c,MDC_V3_AL_G007,5ea84cc3ab9e400e6e21bd50531696f72eba5a86bcb21be921dae08e3ddbae6f,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
fac923ed23b357315f1856230edda35fdd75794508f4a60373851aab624743c9,MDC_V3_AL_G007,5ea84cc3ab9e400e6e21bd50531696f72eba5a86bcb21be921dae08e3ddbae6f,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
43afc9e39dcc684e9497b44c4eb26d4c2cc91d34541d2ff841e0d96b25eaa3c9,MDC_V3_AL_G007,5ea84cc3ab9e400e6e21bd50531696f72eba5a86bcb21be921dae08e3ddbae6f,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
156de3e0822465edf08520a7487124b681969a87681694ec9c4d6fb8af344b75,MDC_V3_AL_G007,5ea84cc3ab9e400e6e21bd50531696f72eba5a86bcb21be921dae08e3ddbae6f,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
b7f1f73cff44ca3ed908bcbe158e5abe4e9331e1297ba15e953702d59e3217f5,MDC_V3_AL_G007,5ea84cc3ab9e400e6e21bd50531696f72eba5a86bcb21be921dae08e3ddbae6f,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
036d669240a14af369483fcd0bbd3a62e48ebde02b040dd329692767428f014b,MDC_V3_AL_G007,5ea84cc3ab9e400e6e21bd50531696f72eba5a86bcb21be921dae08e3ddbae6f,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
3d00d9bf0ab06095df52a9c49801a44720642712e803a7efb0241d621e97ebeb,MDC_V3_AL_G008,947cba6ab8dedbb752fb61dacc7890c6a59f816038ee9fc027c86021a967577a,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
49341e8ad9d0bbf8c310bc67ad22752ab4a3cc6caad644ec0b6cf8a69d0fbefb,MDC_V3_AL_G008,947cba6ab8dedbb752fb61dacc7890c6a59f816038ee9fc027c86021a967577a,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
2309ecaeca23dae3ce67541230b592ef3682168a36085085de04835b1286b4e8,MDC_V3_AL_G008,947cba6ab8dedbb752fb61dacc7890c6a59f816038ee9fc027c86021a967577a,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
7f253728ca8a15778ecd55796f28d94ce7b941c08c1b43a41b19bc19770c06dc,MDC_V3_AL_G008,947cba6ab8dedbb752fb61dacc7890c6a59f816038ee9fc027c86021a967577a,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
1d965a276300411d603653988a00bdaad8a529049a30dca4bc8b452bc0234cee,MDC_V3_AL_G008,947cba6ab8dedbb752fb61dacc7890c6a59f816038ee9fc027c86021a967577a,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
7dfd650f5cb14d0fbb3f3f6c1a9854d5fd6caa37e1f086a9fd94b9171a53aa70,MDC_V3_AL_G008,947cba6ab8dedbb752fb61dacc7890c6a59f816038ee9fc027c86021a967577a,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
e8d756dd2bf900353c4efdfc905cd8215aa1a3497aa3b9d425e96e1ffae4f26f,MDC_V3_AL_G009,cf2005008ac6a9050a6b941d054cce0169508e71955269151fcf138b82d13f7c,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
5199d7f3c5c0c90bf0a4f85ba1f561031e8212974d83284ec97509e49da91848,MDC_V3_AL_G009,cf2005008ac6a9050a6b941d054cce0169508e71955269151fcf138b82d13f7c,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
7afa0bbfc3ee5b2bbe4153f04de3be9fa0f5fb5b19d80a4fe8c4325b6f8c9f23,MDC_V3_AL_G009,cf2005008ac6a9050a6b941d054cce0169508e71955269151fcf138b82d13f7c,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
a3b9d8f2e5b0fbf39d37debaf6d0c8585b27024d3ff0cc470bf364de4ed5be2e,MDC_V3_AL_G009,cf2005008ac6a9050a6b941d054cce0169508e71955269151fcf138b82d13f7c,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
e58622fa7997072f4d6106a6d1bdbc376fc43374e1b3ba9ac55703803e803122,MDC_V3_AL_G009,cf2005008ac6a9050a6b941d054cce0169508e71955269151fcf138b82d13f7c,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
9fa8a51a316453194dd8c053fd0d2a662065263d0fac284f057b1da670044062,MDC_V3_AL_G009,cf2005008ac6a9050a6b941d054cce0169508e71955269151fcf138b82d13f7c,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
47209a716dc7de844e31996098f9bb2b10ca7bef542b4911e98ed66eb88dfa1c,MDC_V3_AL_G010,7bb37503f5cd4f90a0cd10615459008cb189bc7d835919d7cf8555eae59d68de,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
a356fd3ec88b3eeb5ed64ecc7692ce6fbb0cd2c9a65dd85fb317d4368aa82faa,MDC_V3_AL_G010,7bb37503f5cd4f90a0cd10615459008cb189bc7d835919d7cf8555eae59d68de,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
5e69d82171e580e179f3a9596752d94942ba6a7ebe02b1cfd7fa0c2a722a4c8d,MDC_V3_AL_G010,7bb37503f5cd4f90a0cd10615459008cb189bc7d835919d7cf8555eae59d68de,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
5c86ade236b079a628ebfd0792aed6cf3f0918bbd1d787161e25b7147c9da425,MDC_V3_AL_G010,7bb37503f5cd4f90a0cd10615459008cb189bc7d835919d7cf8555eae59d68de,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
b19f4a40f86c51d48f6ae46a26a5c0dfb39f5f56a759f0ede577cd5f721b3d7f,MDC_V3_AL_G010,7bb37503f5cd4f90a0cd10615459008cb189bc7d835919d7cf8555eae59d68de,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
d0ee22f460552307aa98435269d3a276879d94fddec8877c655049e3af4ab61a,MDC_V3_AL_G010,7bb37503f5cd4f90a0cd10615459008cb189bc7d835919d7cf8555eae59d68de,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
2fa4ab468348e54e834697895aa4067bd2614f67f05d8446aa8727cb953736d2,MDC_V3_AL_G011,adfa0b29ee7663dc5d9f63a766fd374be52054e86e6b451c6a53111914e7b301,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
e4456e550f7a664e98de6658bd9244afafd464358e76035a40228808efc67948,MDC_V3_AL_G011,adfa0b29ee7663dc5d9f63a766fd374be52054e86e6b451c6a53111914e7b301,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
fab5f275a544003229abd40be9d5a8b740d096df4c7f70b1c672ec5cf1f1292f,MDC_V3_AL_G011,adfa0b29ee7663dc5d9f63a766fd374be52054e86e6b451c6a53111914e7b301,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
ca87169c58fdf1c90dd3267a002189417e59ae573f7dde9f25a80c13a2ecd2d5,MDC_V3_AL_G011,adfa0b29ee7663dc5d9f63a766fd374be52054e86e6b451c6a53111914e7b301,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
d9eae8caacf6abefdce3d985459bbd085a67ac53eb3a588fa5589b4eeaa764a6,MDC_V3_AL_G011,adfa0b29ee7663dc5d9f63a766fd374be52054e86e6b451c6a53111914e7b301,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
b5661a6037613f4c2044e29c6f3fc1ec7378b4b421dee74b8792ecd9a58b5720,MDC_V3_AL_G011,adfa0b29ee7663dc5d9f63a766fd374be52054e86e6b451c6a53111914e7b301,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
fc0e15803c183d3987c22edd3cd63a824de9f4a938f47d568d1205321e02f730,MDC_V3_AL_G012,1efaf957cb0d14f2a70be16141c57d184b62c4a3907f29bd9c34613357e4060c,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
830c5cae4b7f4f022d9e3e495c050aafae7e811ed308f73a9f95ae4bdb39022a,MDC_V3_AL_G012,1efaf957cb0d14f2a70be16141c57d184b62c4a3907f29bd9c34613357e4060c,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
7f01d5ed12e0a917fe7db852c6c6caa534619a446cd28c718fe65f61ccf8742e,MDC_V3_AL_G012,1efaf957cb0d14f2a70be16141c57d184b62c4a3907f29bd9c34613357e4060c,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
a96bc9bf82e0fd513eaeae22ceb1b7c692cca51961d5a868546fbb2e6e81e400,MDC_V3_AL_G012,1efaf957cb0d14f2a70be16141c57d184b62c4a3907f29bd9c34613357e4060c,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
ab1673a350a3396589d6f47785e699b5f323d02f3034dfd7500606fa825f2ecb,MDC_V3_AL_G012,1efaf957cb0d14f2a70be16141c57d184b62c4a3907f29bd9c34613357e4060c,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
fec147e09fccd39cf8d57fb6855d0fe20e420602258aab0addd15b2394c09114,MDC_V3_AL_G012,1efaf957cb0d14f2a70be16141c57d184b62c4a3907f29bd9c34613357e4060c,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
00b562b33274abf76bc4667869f46b3f82379918c15841f586513f075ae73880,MDC_V3_AL_G013,854f8790fcd9ec11628ce766a1a6a310e1402d6b183a0a639f4ec46d5fe11d14,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
5099b49c911fc8c6f5abeffa50083f29f9020795652b051b098356dfb01b0398,MDC_V3_AL_G013,854f8790fcd9ec11628ce766a1a6a310e1402d6b183a0a639f4ec46d5fe11d14,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
88194d5a25d525714cf58f2b6d40d9881732f7137520220bbe76ffb2dd6aa45d,MDC_V3_AL_G013,854f8790fcd9ec11628ce766a1a6a310e1402d6b183a0a639f4ec46d5fe11d14,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
9464e311fbe040b4d70bce468927258a9e9d6f03dfca76b7d50354c7ca0fd9fa,MDC_V3_AL_G013,854f8790fcd9ec11628ce766a1a6a310e1402d6b183a0a639f4ec46d5fe11d14,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
