al_geometry_id,geometry_id,geometry_hash,topology_family,N,M,H_nm,L_nm,C_nm,boundary_class,boundary_detail,selection_stratum,selection_key,metadata_distance_to_base136,metadata_distance_to_doe96,metadata_distance_to_v2_test40,future_case_count,future_labels_status,future_solver_status
MDC_V3_AL_G010,GEO_7bb37503f5cd4f90,7bb37503f5cd4f90a0cd10615459008cb189bc7d835919d7cf8555eae59d68de,ZL1,5,3.0,44,77,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.4, ""value"": 44}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.16666666666666666, ""value"": 77}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL1_priority_interior_N4_5,0c4bc4a89d87a52360e8e09b174df3ab2aa5f333202e91f5664d45490ad036b5,0.019568151147098534,0.04385964912280704,0.019568151147098534,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G011,GEO_adfa0b29ee7663dc,adfa0b29ee7663dc5d9f63a766fd374be52054e86e6b451c6a53111914e7b301,ZL1,5,3.0,46,79,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.8, ""value"": 46}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.5, ""value"": 79}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL1_priority_interior_N4_5,25961bf3e3d7f17ca29b51203b9c8889e97d28a77db48cbd98eb4c36a919fbd7,0.004048582995951344,0.012820512820512775,0.004048582995951344,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G012,GEO_1efaf957cb0d14f2,1efaf957cb0d14f2a70be16141c57d184b62c4a3907f29bd9c34613357e4060c,ZL1,5,3.0,45,78,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.6, ""value"": 45}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.3333333333333333, ""value"": 78}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL1_priority_interior_N4_5,f45758ce461a71a9557661e75347d3f4f8c8d5822a1d26fee4db3f390da7d779,0.004048582995951455,0.028340080971659964,0.004048582995951455,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G013,GEO_854f8790fcd9ec11,854f8790fcd9ec11628ce766a1a6a310e1402d6b183a0a639f4ec46d5fe11d14,ZL1,4,3.0,45,80,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.6, ""value"": 45}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.6666666666666666, ""value"": 80}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.5, ""value"": 4}}",ZL1_priority_interior_N4_5,668053fb8db801d043ca1f0e4ef2446838e9427e3b61a633e18093319f1369a7,0.002024291497975783,0.004723346828609976,0.002024291497975783,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G014,GEO_590a1fbe5727bc05,590a1fbe5727bc050c114aa8dd4df5195c7fc35c23f63a589b919ba8d1e1e3d8,ZL1,4,3.0,43,80,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.6666666666666666, ""value"": 80}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.5, ""value"": 4}}",ZL1_priority_interior_N4_5,29a34aa71bbb4b8b8ac305270d0c32fa6ae0fc62ee68011b316584c8072c5d5c,0.002024291497975672,0.006072874493927127,0.002024291497975672,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G015,GEO_bd2cf5986b071f77,bd2cf5986b071f773d766dc433bca6f4c165ce689b7b9bd8d3095ef05e7830cf,ZL1,4,3.0,43,81,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.8333333333333334, ""value"": 81}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.5, ""value"": 4}}",ZL1_priority_interior_N4_5,363e8bc077f00bc76e2f4455e3bb8492a7bcf4e9070a842efe62694275197072,0.0013495276653171517,0.0013495276653171517,0.005398110661268607,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G016,GEO_b15d6f598156927b,b15d6f598156927bbab0ade4c9495703ffa6c7569aece4c787a5aae64747015d,ZL1,4,3.0,45,78,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.6, ""value"": 45}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.3333333333333333, ""value"": 78}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.5, ""value"": 4}}",ZL1_priority_interior_N4_5,80d47a767b7e6d885e62ec7e6fcbb5cbd1ae7b45a4e717aa03b4611082f34cf4,0.002024291497975783,0.010121457489878583,0.002024291497975783,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G017,GEO_9ad8f255ee2e001c,9ad8f255ee2e001cc304cb51e0c8cc61a817ca0c309bee05117fa4f549ffe261,ZL1,5,3.0,43,81,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.8333333333333334, ""value"": 81}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL1_priority_interior_N4_5,83ced1af28b2127a9feaca9640c540a71cdb868fd78e8dd73cea57d855513d41,0.006072874493927127,0.015519568151147078,0.006072874493927127,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G018,GEO_60936e0ccb2d7b92,60936e0ccb2d7b9200ae6c04dfac49fb80fd3c4e2e2d6d5475e1a9fdd4f5bcc7,ZL1,4,3.0,44,80,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.4, ""value"": 44}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.6666666666666666, ""value"": 80}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.5, ""value"": 4}}",ZL1_priority_interior_N4_5,04479788116ac36cbc4878630eb2c3b2565ac6aed5649a46ac7a853abc9bcde3,0.0006747638326585204,0.0006747638326585204,0.007422402159244279,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G019,GEO_9e9b04857fa510a7,9e9b04857fa510a7eb1d66ef7b03340801a0ba41859f60baea3ab4952824047c,ZL1,5,3.0,44,80,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.4, ""value"": 44}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.6666666666666666, ""value"": 80}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL1_priority_interior_N4_5,53b4fc9ac1342e4a36e00f6a39eeafdbaf418507ea9d5086f799def62657ae69,0.004048582995951344,0.01754385964912286,0.004048582995951344,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G020,GEO_589fdb933ec2c1bb,589fdb933ec2c1bb97d3169884660025d0d830fb6d5b51ce267cab50f83af9b2,ZL1,5,3.0,45,80,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.6, ""value"": 45}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.6666666666666666, ""value"": 80}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL1_priority_interior_N4_5,5b07ffe12dc8d4a999cd92bb144bff1b80772db2d282f322e34b5e5e35a8142e,0.002024291497975672,0.010796221322537103,0.002024291497975672,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G021,GEO_a3ba6d8d3bf57a82,a3ba6d8d3bf57a8200216688d38ac7a905a0900c03f1e5db8f05fa3aad8a83ec,ZL1,5,3.0,43,79,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.5, ""value"": 79}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL1_priority_interior_N4_5,710e2a1a5db4544b30928afe90fd31a8b8603c0b3c6d2af84cc468aee03fa468,0.00877192982456143,0.03306342780026994,0.00877192982456143,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G022,GEO_2c9210d4ed7a9845,2c9210d4ed7a9845f5fb31421de76cefa8233f999023af394b6793279a813983,ZL1,5,3.0,46,77,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.8, ""value"": 46}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.16666666666666666, ""value"": 77}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL1_priority_interior_N4_5,7ff9384d16ae81f8f5a396ea36aed19f71810c6bf3f5d4879b6877e013eda57e,0.006072874493927127,0.030364372469635637,0.006072874493927127,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G023,GEO_a24ed9ae9036b3a5,a24ed9ae9036b3a5edc08ac00564ee95ae612624de4ef425b7f64541efee5d14,ZL1,4,3.0,43,78,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.3333333333333333, ""value"": 78}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.5, ""value"": 4}}",ZL1_priority_interior_N4_5,87cd935db90ab9f9b6207ec0e68f9fc4ca1ff2e4b569f43030c0b93012826c5b,0.003373819163292824,0.02091767881241563,0.003373819163292824,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G024,GEO_c2996f5a72e27d94,c2996f5a72e27d94559d433a43f9f894764eb3b5544a9d0f03e48f1d54c74093,ZL1,3,3.0,47,82,,boundary,"{""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 1.0, ""value"": 47}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 1.0, ""value"": 82}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.25, ""value"": 3}}",ZL1_boundary,0085335122c2279494aa95292443f92593b91da41878a3bcea697a34ea824d9a,0.03441295546558709,0.04048582995951422,0.03441295546558709,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G025,GEO_551442a450073bd3,551442a450073bd34a3552225767d822f09b59042e8eb1dc62b40b844ac93174,ZL1,6,5.0,47,82,,boundary,"{""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 1.0, ""value"": 47}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 1.0, ""value"": 82}, ""M"": {""boundary"": true, ""max"": 5, ""min"": 1, ""r"": 1.0, ""value"": 5}, ""N"": {""boundary"": true, ""max"": 6, ""min"": 2, ""r"": 1.0, ""value"": 6}}",ZL1_boundary,d73a5c7c0eb917e2b4f96dac740bff8e135ea21bd649f84a04f5c3a4742c8696,0.12078272604588391,0.12078272604588391,0.39218861706029806,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G026,GEO_907713968ab9099d,907713968ab9099d94325dcc142ca1b2713ecc48d4d4cfe9aa67834f8681a5ee,ZL1,2,1.0,42,76,,boundary,"{""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 0.0, ""value"": 42}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 0.0, ""value"": 76}, ""M"": {""boundary"": true, ""max"": 5, ""min"": 1, ""r"": 0.0, ""value"": 1}, ""N"": {""boundary"": true, ""max"": 6, ""min"": 2, ""r"": 0.0, ""value"": 2}}",ZL1_boundary,dc467169026579570c264976a0388b28db9235f2aa1e3291dad61869e8357cd2,0.09488719363749794,0.11664396635859985,0.09683680795942395,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G027,GEO_200f5f95f059ad9b,200f5f95f059ad9beab7223ffff91d0e06df1317430a6c1a52581dc9c3a9128d,ZL1,5,3.0,42,82,,boundary,"{""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 0.0, ""value"": 42}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 1.0, ""value"": 82}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL1_boundary,4a63d90f9bf65a5b9a1b48b4d5ff4e8a1e997718caf0e242db4e29a8bcd0a66a,0.004723346828609976,0.013495276653171406,0.004723346828609976,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G028,GEO_911ca50c97bcf4ed,911ca50c97bcf4ed77f81ecd50d59898dae383f9cec71628f8f57e7d0f25bfb6,ZL1,3,3.0,46,81,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.8, ""value"": 46}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.8333333333333334, ""value"": 81}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.25, ""value"": 3}}",ZL1_interior_other,0bf5d0280d1141cdbb6446814dd6a7ee735691b57c30ba1a3bc5e029209b0193,0.02429149797570851,0.030364372469635637,0.02429149797570851,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G029,GEO_acbb734ce9bba9d8,acbb734ce9bba9d8ad4b4b529cef42f33b83799d39d1a8bb9e665a1b214ccb46,ZL1,3,3.0,43,77,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.16666666666666666, ""value"": 77}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.25, ""value"": 3}}",ZL1_interior_other,8bd0c09daff989b910ad82ae5da3589fc6e992cb624e0d759b8ec3f217e19710,0.002024291497975672,0.006072874493927072,0.002024291497975672,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G030,GEO_502c12775cfea32f,502c12775cfea32f611b430a47550d77c505df50c43e73e91cae7499fb19a97a,ZL1,3,3.0,43,80,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.6666666666666666, ""value"": 80}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.25, ""value"": 3}}",ZL1_interior_other,6b4c91f70607535e905a134ce5850fa93f583ed2d58350f9743ba24c2a89b142,0.006072874493927127,0.012145748987854255,0.006072874493927127,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G031,GEO_a42fa2874b36de59,a42fa2874b36de59b095598196aee922e50b12c2f0bee8ca4e98d4b0eb1192ea,ZL1,3,3.0,44,78,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.4, ""value"": 44}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.3333333333333333, ""value"": 78}, ""M"": {""boundary"": false, ""max"": 5, ""min"": 1, ""r"": 0.5, ""value"": 3}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.25, ""value"": 3}}",ZL1_interior_other,5079a7a8d0919ef60f252ab0f7cfba2e5a920c8a66355c114456e32fe99a7a3d,0.002024291497975672,0.004048582995951455,0.002024291497975672,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G032,GEO_9dd635ffaef85c19,9dd635ffaef85c19d10d9601f6a587ec6a2e48c427100493061d9d6105e7df58,Explicit,5,,47,76,159.0,boundary,"{""C_nm"": {""boundary"": false, ""max"": 162, ""min"": 152, ""r"": 0.7, ""value"": 159}, ""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 1.0, ""value"": 47}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 0.0, ""value"": 76}, ""N"": {""boundary"": true, ""max"": 5, ""min"": 2, ""r"": 1.0, ""value"": 5}}",Explicit_boundary,005e180ffed4a76dfd64b9103dfb4e387d4e866abcdc6e371885dd3134a8d596,0.002024291497975672,0.06140350877192979,0.002024291497975672,6,NOT_GENERATED,NOT_AUTHORIZED
