candidate_id,top_pair_count,bottom_pair_count,cavity_spacer_nm,top_termination_nm,bottom_termination_nm,top_high_scale,top_low_scale,bottom_high_scale,bottom_low_scale,top_chirp,bottom_chirp,valid,score,pass_level,failure_mode,top_R_proxy,bottom_R_proxy,top_outcoupling_proxy,extraction_proxy,normal_peak_strength,offaxis_peak_strength_20_30,normal_offaxis_ratio,eta10_proxy,eta25_proxy,peak_angle_abs_deg_453,angular_fwhm_deg_453,angular_fwhm_bounded,spectral_peak_nm_normal_window,spectral_fwhm_nm_normal_window,spectral_fwhm_bounded,model_lam0_nm,model_spec_fwhm_nm,model_angle_fwhm_deg,total_stack_thickness_nm
R2_4B_OPT_04150,6,9,191,57,89,0.8827,0.9254,1.1339,0.9777,-0.0778,0.1365,True,-124.77589,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.506341,0.124063,0.493659,0.21258971,0.0,0.0,0.0,0.0,0.0,22.5,13.824,True,461.0,999.0,False,514.05,9.046,13.206,2587
R2_4B_OPT_01698,9,6,212,71,82,0.7924,0.7817,1.2091,0.8884,0.1273,0.0119,True,-124.776706,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456;top_mirror_too_strong,0.888978,0.142971,0.111022,0.0491751,0.0,0.0,5e-06,7e-05,0.000452,25.5,8.965,True,445.0,999.0,False,428.517,6.928,8.483,2353
R2_4B_OPT_04887,10,10,207,30,26,0.8868,0.9558,1.0338,0.9768,-0.0675,-0.0027,True,-124.7768,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.754729,0.149527,0.245271,0.10968316,0.0,0.0,0.0,0.0,0.0,25.0,10.71,True,461.0,999.0,False,514.489,7.585,10.172,3199
R2_4B_OPT_00794,9,5,346,22,27,0.8507,0.9661,1.0998,1.17,0.0559,-0.0695,True,-124.781563,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.71941,0.003906,0.28059,0.09891881,0.00011504,0.00101073,0.113824,0.059332,0.122975,33.0,11.521,True,461.0,999.0,False,464.501,9.074,11.282,2534
R2_4B_OPT_02496,10,4,205,42,24,0.7915,0.9712,1.2201,1.002,0.1453,0.1179,True,-124.783016,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.717491,0.009856,0.282509,0.10068807,0.0,0.0,0.0,0.0,0.0,24.5,11.413,True,445.0,999.0,False,400.981,8.445,10.618,2321
R2_4B_OPT_00819,6,12,318,29,31,0.9205,0.9293,1.1542,1.1584,-0.0934,0.0041,True,-124.784602,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.419868,0.000705,0.580132,0.20331178,7e-08,7.6e-07,0.097462,0.052704,0.409058,27.5,15.323,True,445.0,999.0,False,431.254,10.232,14.703,3335
R2_4B_OPT_03237,6,5,208,41,44,0.9219,1.0909,1.2133,1.1764,-0.0967,-0.0071,True,-124.784762,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.226957,5e-06,0.773043,0.27056761,0.0,0.0,1e-06,3e-05,0.000189,19.5,17.687,True,445.0,999.0,False,412.881,10.792,16.617,2142
R2_4B_OPT_03896,7,12,182,25,53,0.8025,1.2278,1.0076,1.0553,0.0057,-0.1115,True,-124.785577,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.44208,0.296208,0.55792,0.30269107,0.0,0.0,0.0,0.0,0.0,21.5,15.195,True,461.0,999.0,False,513.243,8.623,13.958,3315
R2_4B_OPT_05212,6,10,189,49,8,0.8063,0.9585,1.1159,1.1368,0.1229,0.0758,True,-124.787134,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.447356,0.006889,0.552644,0.19590007,0.0,0.0,0.0,0.0,0.0,22.0,14.589,True,461.0,999.0,False,494.154,9.902,13.929,2798
R2_4B_OPT_00637,9,6,356,73,42,0.9202,0.7828,0.8939,0.9435,0.0789,0.0628,True,-124.787135,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456;top_mirror_too_strong,0.890784,0.452535,0.109216,0.07035151,0.0,0.0,0.057591,0.071022,0.202216,29.5,9.288,True,461.0,999.0,False,471.902,6.229,8.752,2456
R2_4B_OPT_00905,7,10,256,12,88,0.8502,1.1286,1.128,1.1251,-0.0694,0.0682,True,-124.788052,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.436517,0.004949,0.563483,0.19903164,1.7e-06,1.75e-05,0.097102,0.0527,0.398991,27.5,15.337,True,461.0,999.0,False,470.487,9.513,14.499,3170
R2_4B_OPT_04592,6,4,285,0,86,0.9687,0.8653,1.2171,0.8584,-0.0467,0.0095,True,-124.788154,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.468908,0.109398,0.531092,0.22364752,0.0,0.0,0.0,0.0,0.0,22.0,14.602,True,461.0,999.0,False,501.141,9.153,13.655,1791
R2_4B_OPT_00104,6,9,356,22,38,0.777,0.7798,1.0976,1.1485,-0.0911,-0.0803,True,-124.7898,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.708953,0.013682,0.291047,0.10445489,2.68e-06,2.789e-05,0.095952,0.059775,0.229681,29.5,11.318,True,461.0,999.0,False,468.85,9.177,11.143,2678
R2_4B_OPT_01536,10,5,318,21,63,1.2457,0.8512,0.9969,1.0576,-0.1121,-0.1185,True,-124.792709,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.47446,0.080907,0.52554,0.21157684,2.196e-05,0.00022677,0.096853,0.052473,0.342732,28.5,14.574,True,445.0,999.0,False,437.901,9.592,14.085,2698
R2_4B_OPT_01143,10,7,202,63,14,0.8112,0.9926,0.9123,1.0262,0.0617,-0.0548,True,-124.801103,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.732919,0.374107,0.267081,0.15842406,0.0,0.0,0.0,0.0,0.0,25.0,11.014,True,461.0,999.0,False,524.185,6.672,10.466,2748
R2_4B_OPT_01672,5,7,257,75,46,0.8487,1.0621,1.2429,1.176,-0.0795,-0.0898,True,-124.80148,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.265118,5.8e-05,0.734882,0.2572366,0.0,0.0,1.8e-05,0.000412,0.002829,20.0,17.305,True,461.0,999.0,False,490.084,10.36,16.147,2411
R2_4B_OPT_05201,8,10,304,76,6,0.9996,0.9414,1.1824,1.05,0.1073,0.0536,True,-124.802251,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.367744,0.003707,0.632256,0.22281312,0.0,0.0,0.097677,0.052893,0.429528,27.0,16.378,True,445.0,999.0,False,424.045,10.326,15.356,3226
R2_4B_OPT_01117,7,10,266,88,60,0.7773,0.9971,1.0756,1.0958,-0.1009,-0.0331,True,-124.802856,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.441517,0.020705,0.558483,0.20298528,0.0,0.0,0.0,0.0,0.0,22.0,14.786,True,461.0,999.0,False,493.348,9.514,14.014,3052
R2_4B_OPT_03381,7,9,310,50,20,0.841,0.899,1.054,0.9285,-0.0853,-0.1485,True,-124.806421,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.68752,0.384932,0.31248,0.18755221,0.0,0.0,0.0,0.0,0.0,24.5,11.705,True,445.0,999.0,False,423.781,7.056,11.01,2654
R2_4B_OPT_05155,8,4,321,31,8,0.9493,0.7691,0.9471,0.7788,0.1076,-0.0483,True,-124.806502,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.782404,0.407229,0.217596,0.13375581,0.0,0.0,0.0,0.0,0.0,25.5,10.456,True,445.0,999.0,False,420.656,6.609,9.846,1883
R2_4B_OPT_03544,10,6,182,35,62,1.0547,0.9382,1.0791,0.9601,-0.0939,0.0382,True,-124.808186,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.321468,0.0503,0.678532,0.25967069,0.0,0.0,4.2e-05,0.000978,0.007747,20.5,16.824,True,461.0,999.0,False,489.533,10.364,15.481,2683
R2_4B_OPT_04657,8,8,291,65,30,1.006,0.8439,1.1602,0.9738,0.0301,0.0855,True,-124.81073,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.623123,0.048592,0.376877,0.14381058,0.0,0.0,0.0,0.0,0.0,24.0,12.384,True,461.0,999.0,False,507.33,8.769,11.824,2745
R2_4B_OPT_01233,5,6,200,85,32,0.8808,0.9,1.0403,1.0706,0.1488,-0.0182,True,-124.812112,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.380442,0.021648,0.619558,0.2255631,0.0,0.0,0.0,0.0,0.0,21.5,15.526,True,445.0,999.0,False,405.293,10.04,14.762,1968
R2_4B_OPT_00456,10,6,201,31,33,1.2055,0.7827,1.1579,0.7587,0.0873,0.1054,True,-124.81225,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.646088,0.334836,0.353912,0.20089595,0.0,0.0,0.0,0.0,0.0,24.0,12.403,True,461.0,999.0,False,513.787,7.281,11.505,2497
R2_4B_OPT_01826,6,6,226,84,73,0.7978,0.75,1.1871,1.2085,-0.0884,0.0422,True,-124.814727,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.726168,6.9e-05,0.273832,0.09585346,0.00011543,0.00021554,0.535525,0.057916,0.081,39.5,12.211,True,445.0,999.0,False,442.596,8.24,11.751,2178
R2_4B_OPT_05352,9,11,287,34,61,1.095,0.847,1.1376,0.976,-0.0089,0.0359,True,-124.815543,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.53037,0.060339,0.46963,0.18278949,0.0,0.0,0.0,0.0,0.0,23.0,13.694,True,461.0,999.0,False,506.165,9.114,12.928,3380
R2_4B_OPT_04797,7,10,310,21,57,1.0352,0.7851,1.194,1.2119,-0.0094,-0.0594,True,-124.815611,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.588563,0.000219,0.411437,0.14406171,4.74e-06,4.957e-05,0.095551,0.05548,0.289031,29.0,12.872,True,445.0,999.0,False,437.092,9.353,12.656,3147
R2_4B_OPT_02189,8,7,303,10,43,0.8555,0.9636,0.7705,1.1188,0.0011,-0.0365,True,-124.815876,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.662162,0.373385,0.337838,0.20023682,0.0,0.0,0.0,0.0,0.0,24.5,11.823,True,445.0,999.0,False,409.551,7.161,11.332,2545
R2_4B_OPT_02240,8,6,181,36,51,0.7894,0.8816,0.908,0.9283,-0.0403,-0.04,True,-124.8179,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.783745,0.45843,0.216255,0.14012881,0.0,0.0,1e-06,1.2e-05,9.1e-05,25.5,10.6,True,461.0,999.0,False,475.927,6.24,9.839,2145
R2_4B_OPT_01292,10,8,228,17,81,0.8259,1.1789,0.8909,1.1541,-0.0828,0.0581,True,-124.81818,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.639039,0.465575,0.360961,0.23557158,0.0,0.0,0.0,0.0,1e-06,24.0,12.477,True,445.0,999.0,False,427.713,6.423,11.598,3234
R2_4B_OPT_00791,7,4,269,68,55,0.8609,0.7704,1.1079,0.866,-0.0026,-0.0797,True,-124.82,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.862667,0.119478,0.137333,0.05873189,0.0,0.0,0.0,0.0,0.0,26.0,9.384,True,461.0,999.0,False,484.763,7.075,8.876,1823
R2_4B_OPT_05013,7,8,198,77,74,0.7842,0.793,1.1893,1.0212,0.019,0.1281,True,-124.82,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.841131,0.026619,0.158869,0.05835296,0.0,0.0,0.0,0.0,0.0,26.0,9.636,True,445.0,999.0,False,398.041,7.848,9.126,2508
R2_4B_OPT_04805,10,12,193,25,41,0.832,0.8989,1.0834,0.8533,-0.0656,-0.1207,True,-124.820543,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456;top_mirror_too_strong,0.880678,0.70733,0.119322,0.09662234,0.0,0.0,0.0,0.0,0.0,26.0,9.219,True,461.0,999.0,False,505.422,4.477,8.64,3297
R2_4B_OPT_04637,8,10,319,85,19,0.9399,0.8899,0.9138,1.1807,-0.0271,0.1339,True,-124.821206,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.665924,0.471505,0.334076,0.21931389,0.0,0.0,1e-06,1.4e-05,0.000128,24.5,11.892,True,445.0,999.0,False,427.748,6.837,11.291,3191
R2_4B_OPT_00158,6,11,279,2,61,0.9302,1.2104,1.1197,1.1884,0.1496,-0.0643,True,-124.822602,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.171124,0.007053,0.828876,0.29390644,0.0,0.0,1.4e-05,0.000306,0.001798,19.0,18.807,True,445.0,999.0,False,413.286,10.994,17.328,3315
R2_4B_OPT_02360,10,6,334,25,53,0.7816,0.8382,0.7851,0.9955,-0.0135,-0.1302,True,-124.823994,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456;top_mirror_too_strong,0.934998,0.377006,0.065002,0.03867947,3.98e-06,6.52e-06,0.609635,0.070169,0.089569,38.0,9.29,True,445.0,999.0,False,443.3,6.158,8.877,2503
R2_4B_OPT_01351,6,12,302,37,23,0.9459,1.0013,1.0069,1.2452,-0.028,0.0884,True,-124.826155,fail_proxy,angular_fwhm_broad;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.226962,0.225323,0.773038,0.38378286,0.0,0.0,0.0,0.0,0.0,8.0,32.577,True,445.0,999.0,False,410.086,9.922,15.706,3387
R2_4B_OPT_02409,7,4,245,88,71,0.83,0.9282,1.1102,1.0998,-0.0795,0.002,True,-124.827302,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.632814,0.000597,0.367186,0.12865754,7.4e-07,7.72e-06,0.096205,0.057028,0.275971,29.0,12.733,True,461.0,999.0,False,468.931,8.491,12.086,2029
R2_4B_OPT_02569,10,9,338,79,33,0.9206,0.8797,1.1175,1.1997,0.1292,0.1008,True,-124.829783,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.818759,0.010067,0.181241,0.06462029,9.04e-06,1.125e-05,0.803883,0.061567,0.079776,40.0,11.248,True,461.0,999.0,False,466.076,8.493,10.558,3423
R2_4B_OPT_05759,8,7,310,80,63,0.9667,0.7654,0.9964,1.1101,-0.0237,-0.0646,True,-124.830861,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.802573,0.10031,0.197427,0.08197216,3.64e-06,3.812e-05,0.095547,0.063312,0.167725,30.5,10.066,True,445.0,999.0,False,439.883,7.861,10.002,2607
R2_4B_OPT_00678,8,8,281,80,73,0.8136,0.8098,0.8921,1.1691,-0.0246,0.0153,True,-124.837537,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456;top_mirror_too_strong,0.901921,0.476975,0.098079,0.0647355,0.0,0.0,0.0,0.0,0.0,26.0,8.732,True,461.0,999.0,False,507.126,5.31,8.338,2727
R2_4B_OPT_03429,9,7,310,58,66,1.0737,0.8764,1.2124,0.9617,-0.1152,-0.0062,True,-124.838884,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.472987,0.026315,0.527013,0.19346923,7.8e-07,8.02e-06,0.097089,0.052624,0.355195,28.0,14.862,True,445.0,999.0,False,434.318,9.778,14.084,2845
R2_4B_OPT_03228,6,12,218,7,75,0.9683,0.9299,1.0855,1.0599,-0.0692,-0.0056,True,-124.83972,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.306428,0.023474,0.693572,0.25333281,0.0,0.0,0.000147,0.003406,0.027206,21.0,16.836,True,445.0,999.0,False,417.715,10.203,15.702,3110
R2_4B_OPT_02821,9,4,192,39,89,0.9802,0.9077,0.8584,1.0668,0.0143,0.0775,True,-124.840226,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.549378,0.174884,0.450622,0.20894203,0.0,0.0,0.0,0.0,0.0,23.5,13.378,True,461.0,999.0,False,520.964,8.59,12.742,2202
R2_4B_OPT_00001,6,4,207,52,68,1.2437,0.773,1.24,0.8825,-0.0784,-0.0999,True,-124.841777,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.340753,0.075779,0.659247,0.26320849,0.0,0.0,5e-06,0.000127,0.001053,21.0,16.535,True,445.0,999.0,False,417.109,9.901,15.253,1795
R2_4B_OPT_01762,7,9,230,46,62,1.0393,0.7527,1.2066,1.0179,0.004,0.0475,True,-124.843784,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.566269,0.007701,0.433731,0.1539769,1.78e-06,1.861e-05,0.095726,0.054842,0.307157,29.0,13.25,True,445.0,999.0,False,436.865,8.924,12.924,2724
R2_4B_OPT_01679,10,12,305,20,58,0.8162,0.7763,0.8696,1.1779,-0.1498,0.0976,True,-124.845463,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456;top_mirror_too_strong,0.911828,0.718754,0.088172,0.07205308,0.0,0.0,0.0,0.0,0.0,26.0,8.463,True,461.0,999.0,False,498.411,4.355,8.235,3555
R2_4B_OPT_05511,10,8,293,15,78,0.8493,0.7783,1.0293,1.1475,-0.1455,0.1271,True,-124.847243,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456;top_mirror_too_strong,0.914054,0.093368,0.085946,0.03529701,0.0,0.0,0.0,0.0,0.0,26.0,8.456,True,461.0,999.0,False,494.759,7.195,8.207,2966
R2_4B_OPT_02263,4,9,249,3,13,0.796,0.832,1.0272,1.0851,-0.0597,-0.015,True,-124.848266,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.457839,0.066266,0.542161,0.21310881,0.0,1e-08,0.096734,0.052568,0.373046,28.0,15.109,True,445.0,999.0,False,430.447,9.05,14.258,2223
R2_4B_OPT_02216,9,11,284,11,63,0.8824,1.2219,1.0082,0.9646,-0.03,-0.0422,True,-124.848468,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.565679,0.348245,0.434321,0.25032507,0.0,0.0,0.0,0.0,0.0,23.5,13.481,True,461.0,999.0,False,503.853,7.549,12.51,3511
R2_4B_OPT_01683,10,8,350,71,24,0.8452,1.1468,0.9529,1.1175,0.117,0.0075,True,-124.848572,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.601341,0.264638,0.398659,0.20810602,0.0,0.0,0.096801,0.056008,0.298146,29.0,13.18,True,461.0,999.0,False,477.404,8.437,12.47,3328
R2_4B_OPT_02711,5,6,201,11,90,1.1756,0.8455,1.1129,1.0477,0.0946,-0.0419,True,-124.850628,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.179612,0.005417,0.820388,0.29002467,0.0,0.0,7e-06,0.000164,0.000992,19.5,18.521,True,445.0,999.0,False,412.729,11.061,17.231,2006
R2_4B_OPT_00623,5,11,283,67,39,1.0262,0.9427,1.1127,1.1414,-0.0545,0.0399,True,-124.851167,fail_proxy,angular_fwhm_broad;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.107193,0.005811,0.892807,0.31585485,0.0,0.0,0.0,0.0,0.0,7.5,33.515,True,461.0,999.0,False,506.021,11.343,17.235,3019
R2_4B_OPT_04402,9,8,359,0,34,0.8666,0.8761,0.9247,0.9811,-0.0285,-0.0621,True,-124.851282,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.875134,0.470055,0.124866,0.08185421,5.824e-05,0.00046991,0.123939,0.067678,0.104658,33.0,9.567,True,461.0,999.0,False,461.348,6.25,9.259,2759
R2_4B_OPT_05343,4,5,195,18,41,1.0007,0.8243,1.1626,1.1443,-0.1418,-0.1005,True,-124.851417,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.2371,0.00158,0.7629,0.26779837,0.0,0.0,0.0,0.0,0.0,20.0,17.893,True,461.0,999.0,False,514.85,10.866,16.543,1671
R2_4B_OPT_00991,5,5,202,66,42,0.9773,0.9906,1.1468,0.934,0.0064,-0.143,True,-124.853663,fail_proxy,angular_fwhm_broad;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.108593,0.089347,0.891407,0.36376147,0.0,0.0,0.0,3e-06,6e-06,7.5,33.546,True,445.0,999.0,False,410.106,10.99,17.22,1829
R2_4B_OPT_04484,4,6,270,74,31,1.2341,0.7686,1.2482,1.0267,-0.1008,-0.0604,True,-124.854035,fail_proxy,angular_fwhm_broad;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.156855,0.002739,0.843145,0.2966022,0.0,0.0,0.0,3e-06,5e-06,8.0,32.926,True,461.0,999.0,False,495.903,10.992,16.608,1948
R2_4B_OPT_02502,5,4,186,42,59,0.8834,0.978,0.9549,1.2274,-0.0117,-0.0181,True,-124.85553,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.320305,0.069676,0.679695,0.26867629,0.0,0.0,0.0,0.0,0.0,21.0,16.694,True,461.0,999.0,False,511.582,10.238,15.514,1695
R2_4B_OPT_02945,8,10,340,73,81,1.0179,0.7646,0.9954,0.9668,-0.0052,-0.1087,True,-124.857383,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.696987,0.440653,0.303013,0.19284494,0.0,0.0,0.000706,0.01145,0.08822,26.0,11.584,True,461.0,999.0,False,476.538,7.046,10.994,3018
R2_4B_OPT_03147,8,10,278,13,64,1.2388,0.8601,1.1687,0.9825,-0.0881,0.08,True,-124.859386,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.33184,0.055693,0.66816,0.25804367,0.0,0.0,0.000198,0.004566,0.038643,21.5,16.595,True,461.0,999.0,False,487.351,9.989,15.404,3152
R2_4B_OPT_02555,8,6,248,34,71,1.2246,0.903,1.2427,1.1142,-0.0233,-0.1311,True,-124.860247,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.18018,0.001231,0.81982,0.28759291,0.0,0.0,0.0,0.0,0.0,19.5,18.628,True,461.0,999.0,False,506.653,10.668,17.225,2646
R2_4B_OPT_02541,6,12,297,5,29,0.9426,0.8047,1.1049,0.9059,-0.0225,-0.1109,True,-124.869196,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.666487,0.47402,0.333513,0.21948913,0.0,0.0,0.0,0.0,0.0,25.0,11.865,True,461.0,999.0,False,508.322,6.603,11.319,2891
R2_4B_OPT_05073,8,6,183,42,43,0.9652,0.784,0.8336,1.0537,-0.1127,-0.0297,True,-124.870934,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.757991,0.387869,0.242009,0.1457174,0.0,0.0,1e-05,0.000158,0.001158,26.0,10.651,True,461.0,999.0,False,476.691,6.677,10.202,2194
R2_4B_OPT_05258,8,5,309,83,67,0.8927,0.7897,0.8568,0.8528,0.055,0.131,True,-124.871027,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456;top_mirror_too_strong,0.881283,0.496577,0.118717,0.07986954,0.0,0.0,0.0,0.0,0.0,26.5,9.333,True,445.0,999.0,False,425.277,5.595,8.641,2116
R2_4B_OPT_03266,9,5,269,61,20,0.7838,0.8043,1.0175,1.1986,-0.1334,0.0255,True,-124.871869,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.871838,0.025455,0.128162,0.04697711,5.3e-07,8.6e-07,0.619103,0.064732,0.081547,38.5,10.331,True,461.0,999.0,False,466.536,7.478,9.749,2308
R2_4B_OPT_05246,9,11,214,69,74,0.7886,0.9949,1.1317,0.9248,-0.0337,-0.006,True,-124.872078,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.635409,0.215291,0.364591,0.17862742,0.0,0.0,0.0,1e-06,6e-06,24.5,12.526,True,445.0,999.0,False,423.239,7.769,11.681,3286
R2_4B_OPT_00357,7,9,336,40,71,0.9122,0.8212,0.9119,1.1474,0.0028,-0.1212,True,-124.87401,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.800039,0.431589,0.199961,0.12608197,7.6e-07,7.98e-06,0.095247,0.063228,0.171345,30.5,10.489,True,461.0,999.0,False,465.28,6.56,10.029,2817
R2_4B_OPT_04567,8,8,195,54,20,1.0502,1.0243,1.2234,1.0094,-0.01,-0.1007,True,-124.876169,fail_proxy,angular_fwhm_broad;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.041894,0.018003,0.958106,0.34654896,0.0,0.0,0.0,0.0,0.0,7.5,33.827,True,445.0,999.0,False,398.133,11.715,18.073,2845
R2_4B_OPT_05996,5,7,281,78,44,1.0427,1.0584,1.0302,1.1265,-0.1153,-0.0333,True,-124.881935,fail_proxy,angular_fwhm_broad;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.045922,0.038142,0.954078,0.3575811,0.0,0.0,3e-06,5.9e-05,0.000108,7.5,33.901,True,445.0,999.0,False,409.852,11.461,18.029,2370
