T_TE,T_TM,T_unpolarized,candidate_id,theta_air_external,wavelength_nm
0.015995245547319813,0.057886688510181736,0.03694096702875077,ZL2_N3_L79_H44,34,450
0.012551762128271249,0.05370172273087855,0.033126742429574904,ZL2_N3_L79_H44,36,450
0.009969356678808322,0.050918814722811075,0.030444085700809698,ZL2_N3_L79_H44,38,450
0.008009860484511699,0.04932246692765173,0.028666163706081715,ZL2_N3_L79_H44,40,450
0.006506203723656827,0.048783042918938514,0.02764462332129767,ZL2_N3_L79_H44,42,450
0.005339823308300793,0.049239187929283994,0.027289505618792394,ZL2_N3_L79_H44,44,450
0.004425612506154152,0.05068742533245607,0.027556518919305113,ZL2_N3_L79_H44,46,450
0.003701798549217178,0.053176813610148664,0.02843930607968292,ZL2_N3_L79_H44,48,450
0.003123062936537261,0.056807025794312405,0.029965044365424832,ZL2_N3_L79_H44,50,450
0.00265581487200544,0.06172828633358264,0.032192050602794044,ZL2_N3_L79_H44,52,450
0.0022749088768547086,0.0681412180659736,0.035208063471414155,ZL2_N3_L79_H44,54,450
0.0019613413223166943,0.07629371226745388,0.039127526794885285,ZL2_N3_L79_H44,56,450
0.0017006176102631354,0.08647032695686054,0.044085472283561834,ZL2_N3_L79_H44,58,450
0.0014815836645363225,0.09896745982748038,0.05022452174600835,ZL2_N3_L79_H44,60,450
0.5029174132220977,0.5029174132220975,0.5029174132220976,ZL2_N3_L79_H44,0,453
0.4927558053016781,0.4937201060118195,0.49323795565674877,ZL2_N3_L79_H44,2,453
0.4631772942736463,0.467073226109284,0.46512526019146516,ZL2_N3_L79_H44,4,453
0.4171549535811246,0.42592210134628816,0.42153852746370635,ZL2_N3_L79_H44,6,453
0.35995483456788757,0.3751379074438476,0.3675463710058676,ZL2_N3_L79_H44,8,453
0.29839117595816717,0.3206445439645872,0.30951785996137715,ZL2_N3_L79_H44,10,453
0.23905350372457945,0.2679126774923716,0.2534830906084755,ZL2_N3_L79_H44,12,453
0.18660269049627992,0.22072314042195115,0.20366291545911552,ZL2_N3_L79_H44,14,453
0.14316445960053292,0.18083611164882876,0.16200028562468083,ZL2_N3_L79_H44,16,453
0.10880854158413389,0.1484223230913549,0.1286154323377444,ZL2_N3_L79_H44,18,453
0.08244150784453526,0.12274297185212693,0.1025922398483311,ZL2_N3_L79_H44,20,453
0.06256202943608512,0.10270999935135602,0.08263601439372056,ZL2_N3_L79_H44,22,453
0.04770487349497648,0.08722179023490781,0.06746333186494215,ZL2_N3_L79_H44,24,453
0.03662913332147667,0.07531625808723748,0.055972695704357076,ZL2_N3_L79_H44,26,453
0.028358385310625785,0.06621518464444276,0.047286784977534274,ZL2_N3_L79_H44,28,453
