case_id,attempt_id,solver_entered,entered_utc,pre_fsp_sha256,physical_contract_sha256,geometry_hash_sha256,input_polarization,wavelengths_nm
LPML_R1_GLOBAL_SOBOL_014,LPML_R1_GLOBAL_SOBOL_014_x,True,1785740961.7872682,5aead4f194ae4d07bc9b678777f808925f9655dd1b5ecdecf574cf96ce4a2562,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,da14685f3d9c20a7262d1afe9805f2cb9cb861e38d7b61dd40efc0f8bdb9c3bf,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_014,LPML_R1_GLOBAL_SOBOL_014_y,True,1785740982.4589686,4fa239343253b627de8d15c9fa312304a85979a55f6a34febfa4ed04208ceb75,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,da14685f3d9c20a7262d1afe9805f2cb9cb861e38d7b61dd40efc0f8bdb9c3bf,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_015,LPML_R1_GLOBAL_SOBOL_015_x,True,1785741003.205465,a6f16cb84c454702709a38e4e91fd30bc54bc0ef0a9e0c94d071e462c796e1fc,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,162f7b76936f295f9a02464524097be676d511cd43755d5973f61a302e80d39c,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_015,LPML_R1_GLOBAL_SOBOL_015_y,True,1785741023.988401,cdec8a7fc32073e485442090fb6c10b2bc8ca2df642732061adc53176a2b7410,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,162f7b76936f295f9a02464524097be676d511cd43755d5973f61a302e80d39c,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_016,LPML_R1_GLOBAL_SOBOL_016_x,True,1785741044.794692,f12191554b30aeb4bfa98685444f9e92f28bfa0470e7811597df8715f233f1d2,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,bdc1e59eb700912d21eac89839dba86c1051c3ebf989a3e4cd9d83829572fe7a,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_016,LPML_R1_GLOBAL_SOBOL_016_y,True,1785741065.6090245,dde876fddcab27224f2643a05045563f3cd6fed34580bf92c5efa4bfe2639f35,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,bdc1e59eb700912d21eac89839dba86c1051c3ebf989a3e4cd9d83829572fe7a,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_017,LPML_R1_GLOBAL_SOBOL_017_x,True,1785741086.2927542,d6a0aee75c6ae74437523c4059cad4f2bf37eb551ba9d4ce6a697ca5a1d282d8,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,90a68b07d0081c877b74aaca9a759f3c76bca2352ef3dbe8428cc9cc35b71f82,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_017,LPML_R1_GLOBAL_SOBOL_017_y,True,1785741106.975329,ce32bc3009c5f4c1e8a3d5d7109d7a77089ea4757805dfd617730f790468f9c6,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,90a68b07d0081c877b74aaca9a759f3c76bca2352ef3dbe8428cc9cc35b71f82,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_018,LPML_R1_GLOBAL_SOBOL_018_x,True,1785741127.6697855,1ef528430dd4c446fb9eca4a4c1b6834403153a92b6957d2b88fc2f74f1d782d,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,649d88d6fdb5aa292229567341976eaf7a9660d19631fc5ac37bd6769d257f1f,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_018,LPML_R1_GLOBAL_SOBOL_018_y,True,1785741148.470834,b1de6cbda157f7eab5f8bfde6c787fb6f4e9397ca7788ada5d4fb3732e46ec53,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,649d88d6fdb5aa292229567341976eaf7a9660d19631fc5ac37bd6769d257f1f,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_019,LPML_R1_GLOBAL_SOBOL_019_x,True,1785741169.1240058,46485536b8d91e8aae8fff76776030e577b40da48946cad8139b6274f48fa3da,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,47191f56e54294387a502e1c34925d11fb60abea8ca9a7a36bc882913fb423b8,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_019,LPML_R1_GLOBAL_SOBOL_019_y,True,1785741189.8387601,5cfef4cbf6b70e46d445fcf5014a51db981e6302e6b0a12c1ca332a3072563a1,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,47191f56e54294387a502e1c34925d11fb60abea8ca9a7a36bc882913fb423b8,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_020,LPML_R1_GLOBAL_SOBOL_020_x,True,1785741210.550872,ca5f06a7b3e01430aa5ca42d809e7b63aef8cf72cc844634edf848cd3d02c539,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,b73304004bbd824486d601f3581187eafe129f9b1356b586d8ecebc22e557f8e,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_020,LPML_R1_GLOBAL_SOBOL_020_y,True,1785741231.1809413,071bf973591a7cc848cb746d316b559753b44fd6d5af14bc6788c75a63b1f4ba,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,b73304004bbd824486d601f3581187eafe129f9b1356b586d8ecebc22e557f8e,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_021,LPML_R1_GLOBAL_SOBOL_021_x,True,1785741251.9290404,a4d1ee4714f43012a0a583548590b9d7732bd4122f379d8ec13a8c8c1563e35a,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,eaf3dae4c660d6e5a2c3db2304e373ad31455340024ab2e1ad2028d738d82b22,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_021,LPML_R1_GLOBAL_SOBOL_021_y,True,1785741272.6404598,b2f965992aaa984cdfa77c49af06061483d4d6fcbf117a7a91c5e2929df3954c,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,eaf3dae4c660d6e5a2c3db2304e373ad31455340024ab2e1ad2028d738d82b22,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_022,LPML_R1_GLOBAL_SOBOL_022_x,True,1785741293.3410537,8f0cd838cb73f6884ddd5bd70b87a76475523bb32c8961338a5bc7f468e40107,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,8f062bbe99f1170e9e231e7abb39b85a24bcdfbc85d577f61a1f7cbb41349901,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_022,LPML_R1_GLOBAL_SOBOL_022_y,True,1785741314.0075495,31122d101b5a868fc269b0a57daf030b8af4a3b7b9d8dfb588deec654a36c17a,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,8f062bbe99f1170e9e231e7abb39b85a24bcdfbc85d577f61a1f7cbb41349901,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_023,LPML_R1_GLOBAL_SOBOL_023_x,True,1785741334.6773043,5baef8ca2de25f5abeb4fce4fcc9af15621f33ce1a6f3a32057fd4f16dbb89c6,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,b891e7a5f2a6c2ac19f30ad2402b46eb51ac7f91907650dd889e9785c4cf22b7,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_023,LPML_R1_GLOBAL_SOBOL_023_y,True,1785741355.3733165,482f4d85865eba72a51a7e1ac9860abe0ea1512114171fff9d2811b459a32f10,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,b891e7a5f2a6c2ac19f30ad2402b46eb51ac7f91907650dd889e9785c4cf22b7,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_024,LPML_R1_GLOBAL_SOBOL_024_x,True,1785741376.0842135,38e63526b5f8c0197794d8ab8b56325c310e6ecc54380969ab7355c476bd469b,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,50bcfeb7822e80b7e251e756a4dc3e714a81c326d230586963c1aa4f480c0963,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_024,LPML_R1_GLOBAL_SOBOL_024_y,True,1785741396.8507147,98fb4b48513eb58bb491b85481fe974b2961d3c89181135b8535fcef1e6b6eb1,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,50bcfeb7822e80b7e251e756a4dc3e714a81c326d230586963c1aa4f480c0963,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_025,LPML_R1_GLOBAL_SOBOL_025_x,True,1785741417.486808,44f19220c95a342ab6f534e305f20a1ae52dd223e06bfdf157af7ce73f998f8f,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,1bf83fd23ecb92bdfb9f8b4aba194fccb130b5983b27f702c978bd04dd674120,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_025,LPML_R1_GLOBAL_SOBOL_025_y,True,1785741438.2519627,6e37fa912e6d6076d1e74ffa7f082b354c4849dd94f64f7aa0a1de24dbe7587b,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,1bf83fd23ecb92bdfb9f8b4aba194fccb130b5983b27f702c978bd04dd674120,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_026,LPML_R1_GLOBAL_SOBOL_026_x,True,1785741459.0330346,063fe619b2f8e31a03707f9449843437f6c344f1bc8163dd01797bfd50065d3f,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,40094426c2d1ec8c34ccbb20a70e0f9dc07d6c3e427ffc3f6942ebdc0cc2415f,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_026,LPML_R1_GLOBAL_SOBOL_026_y,True,1785741479.856061,da751f4a91c162ebea0fd255f11be4f21aaffe9885ac4d7dc3eb38bc4f61712a,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,40094426c2d1ec8c34ccbb20a70e0f9dc07d6c3e427ffc3f6942ebdc0cc2415f,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_027,LPML_R1_GLOBAL_SOBOL_027_x,True,1785741500.6102164,c1093907d47f41766cc8354eb5498155fbd016b30e8d406d482d9f7cfcdef89a,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,f211b94fe3b10041daa8a76fb6db464443efd1e018ad280f60be356ffdef45fe,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_027,LPML_R1_GLOBAL_SOBOL_027_y,True,1785741521.4061496,df24cbf5e1656dbbddd0ef9caed6e78b78fdf045f8eaa3927a452319c69c0a60,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,f211b94fe3b10041daa8a76fb6db464443efd1e018ad280f60be356ffdef45fe,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_028,LPML_R1_GLOBAL_SOBOL_028_x,True,1785741542.055826,416434b8252ebe0ce65fae133e1625a690e64974ace7a4eeb095eb54cc5953f2,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,1af24b83ecbc3e680dbe55907777921dcabee99b9cdf50b287bc884464d0897c,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_028,LPML_R1_GLOBAL_SOBOL_028_y,True,1785741562.7715986,d2147339207a97535fc25201afe872a8eb78172e449d48c8d3935051488ff7cc,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,1af24b83ecbc3e680dbe55907777921dcabee99b9cdf50b287bc884464d0897c,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_029,LPML_R1_GLOBAL_SOBOL_029_x,True,1785741583.635488,c3e3c35be9dfc98e653b60facf551ed4f2450121a963e4ba26f0dbe9bc4951cc,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,78480ac30216091e83df27f6db7ff3c9937effbf8f680f14fe1761c7bfd0fa23,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_029,LPML_R1_GLOBAL_SOBOL_029_y,True,1785741604.2959473,2101af99b41108cc95f51eeba5d70016372db006c0a65de4414af2cde0bf259a,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,78480ac30216091e83df27f6db7ff3c9937effbf8f680f14fe1761c7bfd0fa23,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_030,LPML_R1_GLOBAL_SOBOL_030_x,True,1785741625.0756073,261287c6d4a7922e9c9e6a6b1d030082ad318883ce8f8ff776cd74a01287158c,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,4eae14bb2080237dfd62f118f15d0ccb2c0accd48c47d013062c15934b793def,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_030,LPML_R1_GLOBAL_SOBOL_030_y,True,1785741645.7787542,566f3725c7451dd0b21e6868a5c641955cb28d91926e0c6293a568d9d2ddb3c3,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,4eae14bb2080237dfd62f118f15d0ccb2c0accd48c47d013062c15934b793def,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_031,LPML_R1_GLOBAL_SOBOL_031_x,True,1785741666.5559735,b7fd477224184da695b849e0ca4c01156d1d619ce3fdca7bcb2ad7e754c7b0ca,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,2785a7524c97e3b722fbaf29985698a3ab3e940a825686d83cdb797747285f39,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_031,LPML_R1_GLOBAL_SOBOL_031_y,True,1785741687.3046596,26551f461dbe09b4d274ef3b57f9442f53c203a5b5ce04e3e5325fe77ec410da,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,2785a7524c97e3b722fbaf29985698a3ab3e940a825686d83cdb797747285f39,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_032,LPML_R1_GLOBAL_SOBOL_032_x,True,1785741708.3569262,6051373b2ea14fa9b2e3526e4ad0755be63bcdb4a5ec2b16c98e12e4e4304940,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,f8cf24ce73b5c30617e2f07f97a623188bb3a328eb285e123eaf6d4359953602,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_032,LPML_R1_GLOBAL_SOBOL_032_y,True,1785741729.0853279,a91328ad6608a66be5e48ab2da842924ace6b455bfab8296808341d8d3d80c1e,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,f8cf24ce73b5c30617e2f07f97a623188bb3a328eb285e123eaf6d4359953602,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_033,LPML_R1_GLOBAL_SOBOL_033_x,True,1785741749.8385754,bc37d22299292e6948eb99d3a6e484035488235397777b6149b9a67ba334f486,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,e8dedd917dbddebe20442a7cbb081bdfe87e30526b429ce354ab3df99422bc66,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_033,LPML_R1_GLOBAL_SOBOL_033_y,True,1785741770.4849257,efccf2ccde0618cd99a8a9f671fafecc2ddb5831301f125eb5ea752ccbdb3b60,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,e8dedd917dbddebe20442a7cbb081bdfe87e30526b429ce354ab3df99422bc66,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_034,LPML_R1_GLOBAL_SOBOL_034_x,True,1785741791.2134995,9e8e73f07b426135408b5b04ef69afc7d005938299efe697884e8c717dae4ec9,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,13797f64be8539ab6fac63f2dcc160c48a1ba5ca931bba5065590b361f090c04,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_034,LPML_R1_GLOBAL_SOBOL_034_y,True,1785741811.8715801,c9b0a8d131623ec504b1cd719d171e8cf93bde5e8319f9f06871353333f6e240,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,13797f64be8539ab6fac63f2dcc160c48a1ba5ca931bba5065590b361f090c04,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_035,LPML_R1_GLOBAL_SOBOL_035_x,True,1785741832.6956878,6de3d14b4e5ed3dfae2cc2b34e6f7861d4d636f7fb8bb24b649ee98f54698a1b,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,402b80ed39ce19acb1753082ebdfc5e7f7b5adc5a2b057fb134591906e3eb15c,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_035,LPML_R1_GLOBAL_SOBOL_035_y,True,1785741853.4728334,f7c4699265c7888d23125d9cdab139577a1d5d85d752729f912a39956507cd6a,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,402b80ed39ce19acb1753082ebdfc5e7f7b5adc5a2b057fb134591906e3eb15c,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_036,LPML_R1_GLOBAL_SOBOL_036_x,True,1785741874.1754332,e73f1a2a9dcf7625ec53ac6af1f0ea5c4f0dc5d69c8988c3882e585c1b567a01,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,55b33895204ac7cc5b41ea27f70e34d243c14e359b0833741d74e585e767671e,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_036,LPML_R1_GLOBAL_SOBOL_036_y,True,1785741894.9500515,c9adc2dd8ee4f7056b9c7a2f877e51a2ebed27b151cfcec0c859de8fa4489dc2,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,55b33895204ac7cc5b41ea27f70e34d243c14e359b0833741d74e585e767671e,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_037,LPML_R1_GLOBAL_SOBOL_037_x,True,1785741915.633996,72deaf503958c2b10e682e94c9e1d6998ff6763aeffb70ca0416606fff13744c,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,70c3f21e25f5a52390b8d7f9ac9aedbacbb849f842edd13382dc8eeb84700f70,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_037,LPML_R1_GLOBAL_SOBOL_037_y,True,1785741936.4484913,c935476756314fe1220f20af69f0cd8afe013683851e5474261a89b598ee02a8,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,70c3f21e25f5a52390b8d7f9ac9aedbacbb849f842edd13382dc8eeb84700f70,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
