wavelength_nm,order_n,CONTROL0_fraction,ALT1_fraction,abs_fraction_delta,CONTROL0_eta_abs,ALT1_eta_abs,abs_eta_delta,CONTROL0_u_x,ALT1_u_x
447,-1,0.005071367646531141,0.049787448389768854,0.04471608074323771,0.003984463516565464,0.03445843783277581,0.030473974316210344,-0.7934422258828844,-0.7934422258828844
447,0,0.06411085593745265,0.10449439230766029,0.04038353637020764,0.050370508372291366,0.0723217123524477,0.02195120398015634,-0.5365456741587464,-0.5365456741587464
447,1,0.7905053604961271,0.7769514407112614,0.013553919784865642,0.6210829086115847,0.5377365939551998,0.08334631465638487,-0.2796491224346086,-0.2796491224346086
447,2,0.0623487493507509,0.01621793795013328,0.04613081140061762,0.048986059462968995,0.011224612321070943,0.03776144714189805,-0.02275257071047069,-0.02275257071047069
447,3,0.026209667301727906,0.012645995318258175,0.01356367198346973,0.020592366876908564,0.008752431739348197,0.011839935137560367,0.23414398101366724,0.23414398101366724
447,4,0.007013563506795206,0.014052512050527948,0.007038948543732742,0.00551040466037899,0.009725897360647974,0.004215492700268984,0.4910405327378051,0.4910405327378051
447,5,0.04474043576061498,0.02585027327239017,0.018890162488224813,0.035151589556980174,0.017891257000026754,0.01726033255695342,0.7479370844619431,0.7479370844619431
448,-1,0.005324898184403022,0.05052966604473444,0.04520476786033142,0.00418579477186475,0.034371356658785955,0.030185561886921206,-0.7952172644195353,-0.7952172644195353
448,0,0.06808838559387166,0.10338837951286009,0.03529999391898843,0.05352290289386841,0.07032698105434528,0.016804078160476868,-0.5377460000517191,-0.5377460000517191
448,1,0.7856882296357491,0.7641481414264066,0.0215400882093425,0.6176136275352448,0.519789865340945,0.09782376219429989,-0.28027473568390304,-0.28027473568390304
448,2,0.060298223928251356,0.009719486208494324,0.05057873771975703,0.047399214356978504,0.006611401839001909,0.0407878125179766,-0.022803471316086957,-0.022803471316086957
448,3,0.025829609732102937,0.015388164568069742,0.010441445164033196,0.020304133831633903,0.010467357774044393,0.00983677605758951,0.2346677930517292,0.2346677930517292
448,4,0.008659219639330301,0.02334552432035515,0.01468630468102485,0.006806837434169809,0.015880123610769563,0.009073286176599754,0.4921390574195452,0.4921390574195452
448,5,0.046111433286291685,0.03348063791907978,0.012630795367211907,0.03624726514739714,0.022774244066081323,0.013473021081315813,0.7496103217873614,0.7496103217873614
449,-1,0.00537478337994459,0.053089559890152106,0.047714776510207516,0.004219707740344167,0.037141623748710786,0.03292191600836662,-0.7969923029561861,-0.7969923029561861
449,0,0.0725608677921197,0.10425927743661037,0.031698409644490666,0.05696706896337352,0.07294011973117413,0.01597305076780061,-0.5389463259446917,-0.5389463259446917
449,1,0.7814266290208487,0.6872877729645688,0.09413885605627992,0.6134930027681076,0.4808286963266864,0.1326643064414212,-0.2809003489331975,-0.2809003489331975
449,2,0.05752302059180569,0.018324190605076944,0.039198829986728745,0.045160952187383176,0.012819661612596558,0.032341290574786616,-0.022854371921703222,-0.022854371921703222
449,3,0.025001272689843652,0.08638124386791148,0.06137997117806782,0.019628337819425964,0.060432590990130486,0.04080425317070452,0.23519160508979106,0.23519160508979106
449,4,0.0102106940419094,0.04254238965941271,0.03233169561750331,0.008016349987927393,0.029762790148766184,0.021746440160838792,0.4932375821012853,0.4932375821012853
449,5,0.04790273248352831,0.008115565576267615,0.039787166907260696,0.037608126087206935,0.005677675305001618,0.031930450782205314,0.7512835591127796,0.7512835591127796
450,-1,0.005541343133727099,0.05852472773265993,0.052983384598932835,0.004343414081073194,0.04150912165298384,0.03716570757191064,-0.7987673414928368,-0.7987673414928368
450,0,0.07657855528190788,0.11031769865346969,0.03373914337156181,0.06002378255467571,0.07824369204760351,0.018219909492927795,-0.5401466518376643,-0.5401466518376643
450,1,0.7774766182535606,0.7611923157478945,0.01628430250566615,0.6094015133035777,0.5398816134613701,0.06951989984220763,-0.28152596218249193,-0.28152596218249193
450,2,0.05495672847044383,0.023926269083989645,0.031030459386454188,0.04307616809278741,0.016969893796791074,0.026106274295996334,-0.022905272527319488,-0.022905272527319488
450,3,0.024258036839867658,0.03351321181498756,0.0092551749751199,0.019013927895601492,0.02376950803709973,0.004755580141498239,0.23571541712785296,0.23571541712785296
450,4,0.011698701874171193,0.0015748435019142448,0.010123858372256947,0.009169673348918973,0.0011169700917530163,0.008052703257165957,0.49433610678302536,0.49433610678302536
450,5,0.04949001614632148,0.010950933465084522,0.03853908268123696,0.03879125111277735,0.007767035354566108,0.03102421575821124,0.7529567964381978,0.7529567964381978
451,-1,0.00526287863195741,0.06117608231123009,0.05591320367927268,0.004117912725005053,0.042936247525404904,0.038818334800399854,-0.8005423800294875,-0.8005423800294875
451,0,0.08192715957405629,0.11200092011154161,0.030073760537485325,0.06410349098399198,0.07860750553651392,0.01450401455252194,-0.5413469777306369,-0.5413469777306369
451,1,0.7738192734441286,0.761090325796673,0.01272894764745558,0.605470970510408,0.5341689330700774,0.07130203744033059,-0.2821515754317863,-0.2821515754317863
451,2,0.05082073770840553,0.0199943383236131,0.030826399384792435,0.03976442877341292,0.014032965612310055,0.025731463161102867,-0.022956173132935753,-0.022956173132935753
451,3,0.022792304240245885,0.02661015982397085,0.003817855583724966,0.01783372299204765,0.018676259834357868,0.0008425368423102195,0.23623922916591486,0.23623922916591486
451,4,0.01319139898305196,0.00181859165701539,0.01137280732603657,0.010321543309602197,0.0012763730298387423,0.009045170279763455,0.4954346314647654,0.4954346314647654
451,5,0.052186247418154204,0.017309581975955984,0.034876665442198224,0.040832864928437955,0.012148677525636562,0.028684187402801393,0.754630033763616,0.754630033763616
452,-1,0.004098711304983775,0.06420046616199714,0.06010175485701336,0.003121864952256946,0.04507402551738376,0.04195216056512681,-0.8023174185661383,-0.8023174185661383
452,0,0.08936226407019959,0.11446617840535273,0.025103914335153132,0.06806454504757821,0.0803647037904899,0.012300158742911696,-0.5425473036236095,-0.5425473036236095
452,1,0.7773845162067891,0.7552054632757408,0.02217905293104827,0.5921103720143089,0.530216560058377,0.06189381195593191,-0.28277718868108076,-0.28277718868108076
452,2,0.042175808178567205,0.018863942272706144,0.02331186590586106,0.03212404279991172,0.013244044259942188,0.01887999853996953,-0.023007073738552018,-0.023007073738552018
452,3,0.018456769240827314,0.025510482967729273,0.007053713726901958,0.014057965232821129,0.017910464346890705,0.0038524991140695755,0.23676304120397673,0.23676304120397673
452,4,0.012071816837110675,0.0018591384072138928,0.010212678429896782,0.00919473929476726,0.0013052685909734271,0.007889470703793833,0.49653315614650545,0.49653315614650545
452,5,0.05645011416152233,0.019894328509260137,0.036555785652262196,0.04299635174047899,0.013967460432684677,0.029028891307794315,0.7563032710890342,0.7563032710890342
453,-1,0.013482855647110483,0.0673535441768636,0.05387068852975311,0.010811497238474532,0.047330787598044724,0.03651929035957019,-0.804092457102789,-0.804092457102789
453,0,0.07099999605921828,0.1174472717913861,0.04644727573216782,0.05693276568532047,0.08253272998568405,0.025599964300363577,-0.5437476295165821,-0.5437476295165821
453,1,0.7429593297391596,0.7487333468600824,0.0057740171209228475,0.5957567856550672,0.5261510651132291,0.06960572054183811,-0.28340280193037515,-0.28340280193037515
453,2,0.07081311928957557,0.01778496052359404,0.05302815876598153,0.056782914813086276,0.012497875193789663,0.04428503961929661,-0.023057974344168286,-0.023057974344168286
453,3,0.0359656791819864,0.024272136389487973,0.011693542792498426,0.028839798580743536,0.017056553534658014,0.011783245046085522,0.23728685324203863,0.23728685324203863
453,4,0.022766809987202142,0.0019178621150034408,0.020848947872198702,0.018256021554177316,0.0013477230562537515,0.016908298497923566,0.4976316808282455,0.4976316808282455
453,5,0.04301221009574763,0.02249087814358238,0.020521331952165246,0.03449020020996233,0.015804824962322783,0.01868537524763955,0.7579765084144524,0.7579765084144524
454,-1,0.009136066530179673,0.07057361429905812,0.06143754776887844,0.007324889831466678,0.04971594643086209,0.04239105659939542,-0.8058674956394396,-0.8058674956394396
454,0,0.08548219295052192,0.12118300590264426,0.03570081295212234,0.06853580190625391,0.0853679932595873,0.016832191353333387,-0.5449479554095545,-0.5449479554095545
454,1,0.7462648710101353,0.741302369320683,0.004962501689452226,0.5983218212329973,0.5222142758063347,0.07610754542666254,-0.28402841517966954,-0.28402841517966954
454,2,0.055695764800624346,0.016944530113242488,0.038751234687381855,0.044654375041621966,0.011936661594747544,0.03271771344687442,-0.023108874949784544,-0.023108874949784544
454,3,0.02788847109507313,0.02437086354659252,0.0035176075484806106,0.02235972972226551,0.01716818046787231,0.005191549254393201,0.23781066528010048,0.23781066528010048
454,4,0.022394661481410456,0.0020069896015172716,0.020387671879893186,0.017955038705382096,0.0014138341716992324,0.016541204533682862,0.4987302055099854,0.4987302055099854
454,5,0.053137972132055226,0.023618627216262247,0.02951934491579298,0.042603651193769965,0.016638263706863412,0.025965387486906553,0.7596497457398704,0.7596497457398704
455,-1,0.008489532848836164,0.07355804171865178,0.06506850886981562,0.006777012546565835,0.0521256509362019,0.04534863838963607,-0.8076425341760906,-0.8076425341760906
455,0,0.0921583025004118,0.12517833455450406,0.03302003205409225,0.07356800231960013,0.08870549051210895,0.015137488192508819,-0.5461482813025273,-0.5461482813025273
455,1,0.7408629513916548,0.7340656424607035,0.006797308930951318,0.5914150526616254,0.5201830901034317,0.07123196255819375,-0.2846540284289641,-0.2846540284289641
455,2,0.05079932570132349,0.016711221797437312,0.03408810390388618,0.04055201549542852,0.01184212213618228,0.02870989335924624,-0.02315977555540082,-0.02315977555540082
455,3,0.025675932414617436,0.023968385535324925,0.001707546879292511,0.020496547833311392,0.016984787369643383,0.0035117604636680094,0.23833447731816246,0.23833447731816246
455,4,0.02418535203112836,0.0018689906851096355,0.022316361346018724,0.019306649385370855,0.0013244283531590368,0.01798222103221182,0.4998287301917257,0.4998287301917257
455,5,0.05782860311202795,0.024649383248268906,0.033179219863759046,0.04616333734951224,0.017467364777142107,0.02869597257237013,0.761322983065289,0.761322983065289
