seed_uid,A_label,A_nm,wavelength_nm,eta_x_plus1,eta_x_0,eta_x_minus1,eta_y_plus1,x_y_plus1_ratio,target_projector_error,target_phase_deg,target_x_input_cross_power,target_y_input_leakage_power,target_alpha_star_from_alpha_power
K6_L0_A,plus10,10.0,452.0,0.007153584146069378,0.758513639075303,0.004547460291287908,0.0029033690292298857,2.4638907676048523,0.5599631568105788,157.62976715419862,0.002355699242456948,0.00498861098067407,0.0002936898400858064
K6_L0_A,minus10,-10.0,452.5,0.008724839012167803,0.833211684079559,0.006233926344595164,0.011980282391192542,0.7282665572709689,0.766066015978157,-108.99883543031804,0.006211499079685059,0.0080443719551668,0.003918730949716115
K6_L0_A,zero,0.0,452.5,0.016012446190818413,0.6391142329192522,0.008300411320009594,0.005562016890765721,2.878892046768665,0.5160442367349646,-95.64658116112959,0.0056826211579419795,0.008746006186387923,0.000690270032084485
K6_L0_A,plus10,10.0,452.5,0.03356507200650028,0.19657133498563015,0.012012323057486875,0.0036574947556159277,9.177066338909315,0.3261345553904045,-1.8689908777635553,0.008570184631695975,0.011433358674965324,0.0011215801326044353
K6_L0_A,minus10,-10.0,453.0,0.025154589446028927,0.5621005676982409,0.01399178839939586,0.01297628001909423,1.9385054429323858,0.589511248215712,170.3479351771077,0.012044329053250062,0.014076356227486007,0.002642002301858535
K6_L0_A,zero,0.0,453.0,0.04661311982287356,0.18328253394711252,0.022037300322581787,0.00646892111920277,7.205702305521104,0.3556734337527754,-125.92414578061663,0.013388082840099584,0.016512678218662896,0.0010819576209816933
K6_L0_A,plus10,10.0,453.0,0.04542168733147194,0.11870528732740539,0.01412318314748222,0.00468664825529073,9.691721003426203,0.31437701311804206,-113.01739620790333,0.009448906270089714,0.009834025534205173,0.005134623414778194
K6_L0_A,minus10,-10.0,453.5,0.050681040665377236,0.15833293588247188,0.026619159872471532,0.014250748532535175,3.5563774456948614,0.47421232501405386,-118.90520449653799,0.01838762121380407,0.02086112947197299,0.003263551357319539
K6_L0_A,zero,0.0,453.5,0.06165816601517847,0.09301629417038752,0.02842986242280145,0.0075434011381300325,8.173788571777212,0.33560675268954043,-82.81852969235116,0.01608052501644566,0.01695522430861134,0.004352547804806391
K6_L0_A,plus10,10.0,453.5,0.03529901582843607,0.4157704190941411,0.010600035932824641,0.005620031721542293,6.280928218453016,0.37736541357835696,-82.04489915601992,0.006340704376553306,0.005050588204089322,0.007209873897696133
K6_L0_A,minus10,-10.0,454.0,0.06008676275058685,0.09245916161100493,0.029038872458641733,0.01527686943912661,3.9331855908053144,0.4558360018024861,63.399212958336484,0.01851487069975592,0.020181332223279037,0.006941167470436931
K6_L0_A,zero,0.0,454.0,0.0523145619925043,0.3180520814439805,0.024381279984516047,0.007902274763517979,6.62019020573952,0.3675509146321482,82.09298989121925,0.011988646980937321,0.012074031519623036,0.006702351522686563
K6_L0_A,plus10,10.0,454.0,0.02722091640638131,0.5992280866517898,0.008459683809842581,0.00682564004183935,3.988038665901566,0.4562598389531555,86.71659619964508,0.0046248233013850655,0.003327000154749063,0.007886891403790898
K6_L1_C,minus10,-10.0,450.0,0.007094961927654718,0.8876401429133984,0.004580004319447949,0.002569390824967311,2.761340103931049,0.5234714207493342,-96.42621773648023,0.0026829500892993265,0.003065778970004988,0.0005059253356822147
K6_L1_C,zero,0.0,450.0,0.0073897618813408145,0.8702723510529443,0.0055449380822371755,0.004638907172060516,1.5929962827987394,0.6335527204155902,-61.365279050951855,0.0037023384505725132,0.0036989621771902886,0.0014888870255776374
K6_L1_C,plus10,10.0,450.0,0.006362962286339091,0.8445302255265574,0.007532573330073573,0.01035527012766346,0.6144660842154985,0.793328566963282,-59.656573521047214,0.005862189282312733,0.005922542137235049,0.0034268695223642794
K6_L1_C,minus10,-10.0,450.5,0.007246219384295862,0.853694376993144,0.006244190361553178,0.003359396089442154,2.15700060111076,0.5706854126591795,122.29637347028743,0.003314151863462954,0.003470098991606966,0.0007559832468255364
K6_L1_C,zero,0.0,450.5,0.0073569174684073885,0.8297403886117924,0.0073941625995326945,0.0058394897155921634,1.259856224896416,0.6750944385788353,145.94410126949154,0.003904697596794052,0.004226445307495646,0.002282658361252907
K6_L1_C,plus10,10.0,450.5,0.005446144828036948,0.8153910893559168,0.009728070691886328,0.011436981451624488,0.47618725719480703,0.8275453383172634,142.39688262736172,0.004997154287898572,0.005653895147499332,0.004406473848236691
K6_L1_C,minus10,-10.0,451.0,0.0068202668714156724,0.8476655788504174,0.006514333906529148,0.004313448163887367,1.5811635175115004,0.629771256991759,147.43569559172008,0.0029837704694337724,0.0032015216172234543,0.002008903908549079
K6_L1_C,zero,0.0,451.0,0.004431712328190813,0.8751436634151252,0.003487853422011817,0.00730243966811319,0.6068810602492636,0.7952185688750801,155.61589786383774,0.0020418459691152954,0.002824410508864532,0.004926360346812229
K6_L1_C,plus10,10.0,451.0,0.002233842599958575,0.8795448081364808,0.0028126033602344025,0.013910609670632314,0.1605855280861342,0.931196571075858,153.12788209216345,0.0037240473393168262,0.004074746040490365,0.006599979958134574
K6_L1_C,minus10,-10.0,451.5,0.002851232766430054,0.8994560703604388,0.0008579710231476582,0.005445609872401928,0.5235837368519467,0.8150439819920988,-44.42900430776249,0.001310453327112511,0.0016130585711124207,0.003851518379647804
K6_L1_C,zero,0.0,451.5,0.0012475060000878104,0.890177676125417,0.0017730521882536507,0.009144533038356311,0.13642096265114967,0.942212290951113,-37.37709114357152,0.0015688730695818504,0.0029172647740037068,0.005625262989156819
K6_L1_C,plus10,10.0,451.5,0.004316631773891798,0.803912186244168,0.010243398020261136,0.01577498330801858,0.2736378029444641,0.8913071798421086,-26.294060660591114,0.005602521638609069,0.006366896489610744,0.006873556992393514
K6_L1_C,minus10,-10.0,452.0,0.0021837084905185896,0.7557730175735785,0.0033115422910078734,0.006686389100344779,0.3265901008372349,0.8719730193888077,-74.29110332225751,0.0019756122811378004,0.0024832136133133512,0.0036535055789681894
K6_L1_C,zero,0.0,452.0,0.007779300771743417,0.6670260443341884,0.016337609814612644,0.01115371446601153,0.6974627865406731,0.7745135878252931,-57.610678034199694,0.004390697922522267,0.006574475643066101,0.005345567359086951
K6_L1_C,plus10,10.0,452.0,0.01794448059851481,0.5174110325988188,0.03427919975677208,0.017105157486444873,1.049068423528697,0.7050517284349205,-43.80914507254976,0.007679716249534958,0.009422501189905364,0.00868721848922756
K6_L1_C,minus10,-10.0,452.5,0.011072767679779126,0.3761245286785019,0.019977880277650805,0.008056329258882146,1.3744184632934833,0.6549884321351812,59.91388164163657,0.0046978231918216725,0.005372305703109955,0.0038951557998184584
K6_L1_C,zero,0.0,452.5,0.024259401623813855,0.32081251895368945,0.04079286378830901,0.013398089047053119,1.810661321821089,0.6035961291794606,75.47869060373426,0.007684142304041582,0.010584097756295402,0.007759424082644918
K6_L1_C,plus10,10.0,452.5,0.041798395789705414,0.20423590335292197,0.061429478038953336,0.0200782092242493,2.081779073166731,0.5756459171575544,81.0794076706116,0.009193792803633784,0.010379231872945127,0.015158012069425613
K6_L1_C,minus10,-10.0,453.0,0.0259350645890925,0.0703367674030905,0.039463721657125125,0.009436086759473042,2.74849789432636,0.5223743093435682,-25.877861025341975,0.006651655072609024,0.007158396308539852,0.0067720401096072955
K6_L1_C,zero,0.0,453.0,0.04276971929294907,0.10672609065801295,0.060599319623820355,0.016002156648793845,2.6727471947459542,0.5286069703112262,-17.284491476103355,0.009594621564074889,0.011569205974024591,0.01367741466400694
K6_L1_C,plus10,10.0,453.0,0.05554299591227202,0.15054982083827328,0.06662287447714184,0.02391611922377932,2.3224083887759988,0.5545827077162899,-17.457803948191504,0.007067303642022419,0.007471736789101666,0.02365469188556797
K6_L1_C,minus10,-10.0,453.5,0.030430984981241693,0.15349089385793954,0.042387539174783134,0.010879907808268675,2.796989231665575,0.5191260563535888,13.123299997390973,0.005913552055607283,0.005912738600021652,0.010038240773921575
K6_L1_C,zero,0.0,453.5,0.04680469922144664,0.18018220197120194,0.060066686456320385,0.01869554122005591,2.5035220254140715,0.5412194232164786,20.289039825552525,0.00802804316900149,0.009238707375133397,0.018911659873731217
K6_L1_C,plus10,10.0,453.5,0.05362577004875178,0.3001839578025775,0.055030343416788585,0.021420634898387834,2.503463146780387,0.5408932297332137,21.525356367310778,0.004196872301448567,0.004203329000328869,0.023744676248482574
K6_L1_C,minus10,-10.0,454.0,0.02722925291986876,0.3448508904639447,0.035916801369018196,0.012325481583159489,2.2091836928361923,0.5642615225452617,-178.83904202997346,0.004260483555022247,0.004309570626431724,0.011972841686086767
K6_L1_C,zero,0.0,454.0,0.04280784895814476,0.3455081760251197,0.05037005572808167,0.021384407431059103,2.001825353176252,0.5839246878406373,-172.16723245078606,0.005944023527418888,0.006779958838331585,0.02208560667251308
K6_L1_C,plus10,10.0,454.0,0.04710161094733863,0.45412122889230216,0.04365052277878035,0.027826250819462297,1.6927041753822876,0.6158908115991156,-168.33354535825157,0.002649192375816111,0.0023652900800352297,0.0294106098258606
