sample_index,delta_theta_deg,delta_theta_difference_from_IAR4_deg,delta_theta_difference_from_I03_deg,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,nearest_pair_kind,nearest_pair,overlap_or_touching_pass,cell_containment_pass,geometry_valid,validity_reasons,geometry_hash_sha256
6382,86.382,3.561090679000003,0.5621387070000026,62.70968407223135,74.70968407223137,62.70968407223135,direct,"{""distance_nm"": 62.70968407223135, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.01621298110932, 61.5], ""point_b_nm"": [-33.01621298110932, -1.2096840722313495], ""touch_or_overlap"": false}",True,True,True,,801dad4b991499478e61e81910631f2bd75a3177f799624db98310bbf277d671
6383,86.383,3.5620906789999935,0.5631387069999931,62.71026032966254,74.71026032966256,62.71026032966254,direct,"{""distance_nm"": 62.71026032966254, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.018024458825195, 61.5], ""point_b_nm"": [-33.018024458825195, -1.210260329662542], ""touch_or_overlap"": false}",True,True,True,,b618f94c7f959161c8502beeb62c62632ea2af5b7b4fc4d81e7b04cbb4bb3a2d
6384,86.384,3.5630906789999983,0.5641387069999979,62.7108366187099,74.71083661870989,62.7108366187099,direct,"{""distance_nm"": 62.7108366187099, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.019835926483196, 61.5], ""point_b_nm"": [-33.0198359264832, -1.2108366187098976], ""touch_or_overlap"": false}",True,True,True,,f789be98761b68caaa0d3698aab513237ab4a15544f8a7b69afb03c89ed574e7
6385,86.385,3.564090679000003,0.5651387070000027,62.71141293937326,74.71141293937325,62.71141293937326,direct,"{""distance_nm"": 62.71141293937326, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.0216473840828, 61.5], ""point_b_nm"": [-33.02164738408281, -1.211412939373258], ""touch_or_overlap"": false}",True,True,True,,5e238989a72c9f0e9cce7eaf578617e6091c1cfb4aebd1d141866cbfbc267549
6386,86.386,3.5650906789999937,0.5661387069999932,62.711989291652415,74.71198929165243,62.711989291652415,direct,"{""distance_nm"": 62.711989291652415, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.023458831623415, 61.5], ""point_b_nm"": [-33.02345883162341, -1.2119892916524169], ""touch_or_overlap"": false}",True,True,True,,ed2bd4fbd7ec5e85222b11fd684816281d16c2c5b6de6887bcb54b944a496070
6387,86.387,3.5660906789999984,0.567138706999998,62.71256567554721,74.71256567554721,62.71256567554721,direct,"{""distance_nm"": 62.71256567554721, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.02527026910454, 61.5], ""point_b_nm"": [-33.02527026910453, -1.2125656755472125], ""touch_or_overlap"": false}",True,True,True,,bfb96b850781e454dbb4ed81e25a976090419043d6896574ec987018e512cca6
6388,86.388,3.567090679000003,0.5681387070000028,62.71314209105748,74.71314209105748,62.71314209105748,direct,"{""distance_nm"": 62.71314209105748, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.02708169652557, 61.5], ""point_b_nm"": [-33.02708169652558, -1.2131420910574757], ""touch_or_overlap"": false}",True,True,True,,12b94f15a546b5809fb6dca76658cc665e23623898bdff15cfd26a771372b233
6389,86.389,3.5680906789999938,0.5691387069999934,62.71371853818301,74.713718538183,62.71371853818301,direct,"{""distance_nm"": 62.71371853818301, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.02889311388597, 61.5], ""point_b_nm"": [-33.028893113885964, -1.2137185381830067], ""touch_or_overlap"": false}",True,True,True,,f4859ee64ea4f144accc8bd754eb382f9dfd9a914441e8aee92698d8cced1d9b
6390,86.39,3.5690906789999985,0.5701387069999981,62.71429501692367,74.7142950169237,62.71429501692367,direct,"{""distance_nm"": 62.71429501692367, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.030704521185214, 61.5], ""point_b_nm"": [-33.03070452118521, -1.2142950169236744], ""touch_or_overlap"": false}",True,True,True,,8fe9cd29afd48f018ed9388415ff74271060af3fac0173e6b8b9dd0d24408fae
6391,86.391,3.5700906790000033,0.5711387070000029,62.71487152727926,74.71487152727926,62.71487152727926,direct,"{""distance_nm"": 62.71487152727926, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.0325159184227, 61.5], ""point_b_nm"": [-33.0325159184227, -1.2148715272792572], ""touch_or_overlap"": false}",True,True,True,,6f39d9cacf316d918d51b02481c8ffd3edc6472bce5180386075c8b7cc2acec5
6392,86.392,3.571090678999994,0.5721387069999935,62.7154480692496,74.71544806924959,62.7154480692496,direct,"{""distance_nm"": 62.7154480692496, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.03432730559791, 61.5], ""point_b_nm"": [-33.03432730559793, -1.2154480692495966], ""touch_or_overlap"": false}",True,True,True,,a98cc0e3ef13f40f62666b1bd8902fc7888d240a1af6819b0cbb76eace4edd2c
6393,86.393,3.5720906789999987,0.5731387069999982,62.716024642834526,74.71602464283453,62.716024642834526,direct,"{""distance_nm"": 62.716024642834526, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.03613868271029, 61.5], ""point_b_nm"": [-33.0361386827103, -1.2160246428345256], ""touch_or_overlap"": false}",True,True,True,,30421572d54ac34f40d47a94a6d6e4e67639869682809e08bccf22a17da15aac
6394,86.394,3.5730906790000034,0.574138707000003,62.716601248033875,74.71660124803387,62.716601248033875,direct,"{""distance_nm"": 62.716601248033875, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.03795004975933, 61.5], ""point_b_nm"": [-33.03795004975933, -1.216601248033872], ""touch_or_overlap"": false}",True,True,True,,c7172ba37860bbd12e7202d62dce717f83e6e8a5ee6eab35b9da6f5251384ba7
6395,86.395,3.574090678999994,0.5751387069999936,62.717177884847416,74.71717788484739,62.717177884847416,direct,"{""distance_nm"": 62.717177884847416, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.03976140674439, 61.5], ""point_b_nm"": [-33.03976140674438, -1.217177884847414], ""touch_or_overlap"": false}",True,True,True,,880f484913e9454aeb6b76b05b745514e072e8528a3aaf66f51ad165e8340e0a
6396,86.396,3.5750906789999988,0.5761387069999984,62.717754553275036,74.71775455327503,62.717754553275036,direct,"{""distance_nm"": 62.717754553275036, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.04157275366498, 61.5], ""point_b_nm"": [-33.04157275366499, -1.217754553275034], ""touch_or_overlap"": false}",True,True,True,,a778a45907fad49f1323704e113cc9876d79074cf36ce12d1912cc89e7aaa179
6397,86.397,3.5760906790000035,0.5771387070000031,62.718331253316535,74.71833125331656,62.718331253316535,direct,"{""distance_nm"": 62.718331253316535, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.04338409052053, 61.5], ""point_b_nm"": [-33.043384090520526, -1.2183312533165385], ""touch_or_overlap"": false}",True,True,True,,5724f7262b7397f02010f9307ee229f4f7f17c5bc0bde710e676e9d540fe9fc9
6398,86.398,3.577090678999994,0.5781387069999937,62.71890798497174,74.71890798497174,62.71890798497174,direct,"{""distance_nm"": 62.71890798497174, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.04519541731048, 61.5], ""point_b_nm"": [-33.045195417310474, -1.2189079849717408], ""touch_or_overlap"": false}",True,True,True,,e1fdad35d875d6bad5c8b6aa3651f1bcb2a548aafbb84338aaeb55cfc1a7f591
6399,86.399,3.578090678999999,0.5791387069999985,62.71948474824046,74.71948474824046,62.71948474824046,direct,"{""distance_nm"": 62.71948474824046, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.047006734034284, 61.5], ""point_b_nm"": [-33.04700673403429, -1.2194847482404607], ""touch_or_overlap"": false}",True,True,True,,09c34d288913d848524b557bed395f25e8709ceb0558dae13f80ea863961b6fa
6400,86.4,3.5790906790000037,0.5801387070000033,62.72006154312257,74.72006154312257,62.72006154312257,direct,"{""distance_nm"": 62.72006154312257, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.04881804069143, 61.5], ""point_b_nm"": [-33.04881804069143, -1.2200615431225672], ""touch_or_overlap"": false}",True,True,True,,e3ba0bffa1a289789ad8ea77cb38ad50e67ab365b9a1c4ce7b914b251ea2b190
6401,86.401,3.5800906789999942,0.5811387069999938,62.72063836961781,74.72063836961783,62.72063836961781,direct,"{""distance_nm"": 62.72063836961781, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.05062933728129, 61.5], ""point_b_nm"": [-33.05062933728128, -1.2206383696178107], ""touch_or_overlap"": false}",True,True,True,,4875b8551506e90448cce99a801d7bb7a09a7aa0e1612877c25a9c82a6d54ec4
6402,86.402,3.581090678999999,0.5821387069999986,62.72121522772609,74.72121522772608,62.72121522772609,direct,"{""distance_nm"": 62.72121522772609, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.05244062380336, 61.5], ""point_b_nm"": [-33.05244062380337, -1.2212152277260881], ""touch_or_overlap"": false}",True,True,True,,2849e37edc45fc1c2ea3b2b54aed7aeeee7fd1187f6e7a5bc9cb09cc54b194cb
6403,86.403,3.5820906790000038,0.5831387070000034,62.72179211744719,74.7217921174472,62.72179211744719,direct,"{""distance_nm"": 62.72179211744719, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.054251900257114, 61.5], ""point_b_nm"": [-33.054251900257114, -1.2217921174471864], ""touch_or_overlap"": false}",True,True,True,,7bfe47c7ee89518331b90a98e288c0622c84f67c45c816e7ea2d36c2fa1c541d
6404,86.404,3.5830906789999943,0.5841387069999939,62.722369038780904,74.72236903878093,62.722369038780904,direct,"{""distance_nm"": 62.722369038780904, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.056063166641934, 61.5], ""point_b_nm"": [-33.05606316664192, -1.2223690387809065], ""touch_or_overlap"": false}",True,True,True,,680612e61142d323fb67e7f086a95a700d9d547982c79d2f441362941bc02ca8
6405,86.405,3.584090678999999,0.5851387069999987,62.72294599172713,74.72294599172716,62.72294599172713,direct,"{""distance_nm"": 62.72294599172713, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.05787442295731, 61.5], ""point_b_nm"": [-33.05787442295731, -1.2229459917271304], ""touch_or_overlap"": false}",True,True,True,,7a15683abbcfe190f0ba75c0579a30b01cb8b9ec8df82b5e53c2524ef19fa301
6406,86.406,3.585090679000004,0.5861387070000035,62.723522976285636,74.72352297628564,62.723522976285636,direct,"{""distance_nm"": 62.723522976285636, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.05968566920268, 61.5], ""point_b_nm"": [-33.05968566920268, -1.2235229762856372], ""touch_or_overlap"": false}",True,True,True,,682135f62024a4440f7d7c708a6898d666ab8e8ae8402d441633c712b57b5efd
6407,86.407,3.5860906789999945,0.587138706999994,62.72409999245627,74.72409999245627,62.72409999245627,direct,"{""distance_nm"": 62.72409999245627, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.06149690537748, 61.5], ""point_b_nm"": [-33.06149690537748, -1.224099992456268], ""touch_or_overlap"": false}",True,True,True,,da2f9058860a562e6ce761cd352d1b66a582b398c1b7925b45ca24455716e757
6408,86.408,3.5870906789999992,0.5881387069999988,62.724677040238845,74.72467704023884,62.724677040238845,direct,"{""distance_nm"": 62.724677040238845, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.06330813148119, 61.5], ""point_b_nm"": [-33.063308131481186, -1.2246770402388427], ""touch_or_overlap"": false}",True,True,True,,839d839ade900ef44ee8ee8baba264e8b7a89b1e5b5bd79bba4605b4e10c965f
6409,86.409,3.588090679000004,0.5891387070000036,62.7252541196332,74.7252541196332,62.7252541196332,direct,"{""distance_nm"": 62.7252541196332, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.065119347513246, 61.5], ""point_b_nm"": [-33.06511934751325, -1.225254119633202], ""touch_or_overlap"": false}",True,True,True,,4afabe96ffbf78035e0ae4cbeaadb71a988efaf84c479b7223b4262dfb2c850d
6410,86.41,3.5890906789999946,0.5901387069999942,62.72583123063915,74.72583123063916,62.72583123063915,direct,"{""distance_nm"": 62.72583123063915, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.06693055347307, 61.5], ""point_b_nm"": [-33.06693055347306, -1.2258312306391534], ""touch_or_overlap"": false}",True,True,True,,32825421b9c35801b61641d760452e4bd53c6ccc22bc80fc3a76a55d514d1783
6411,86.411,3.5900906789999993,0.5911387069999989,62.726408373256504,74.7264083732565,62.726408373256504,direct,"{""distance_nm"": 62.726408373256504, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.06874174936013, 61.5], ""point_b_nm"": [-33.06874174936014, -1.2264083732565072], ""touch_or_overlap"": false}",True,True,True,,ef3a563026bf125f643d790e00a69e089b0f7a65f511886f4dfd055d373ecdeb
6412,86.412,3.591090679000004,0.5921387070000037,62.72698554748513,74.72698554748513,62.72698554748513,direct,"{""distance_nm"": 62.72698554748513, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.07055293517391, 61.5], ""point_b_nm"": [-33.0705529351739, -1.226985547485128], ""touch_or_overlap"": false}",True,True,True,,484470b31980959012971406cdc95eeb2e32905f653b664dfe58679b8f9cd057
6413,86.413,3.5920906789999947,0.5931387069999943,62.727562753324804,74.7275627533248,62.727562753324804,direct,"{""distance_nm"": 62.727562753324804, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.072364110913796, 61.5], ""point_b_nm"": [-33.07236411091379, -1.2275627533248006], ""touch_or_overlap"": false}",True,True,True,,b00ecc726f23d629683502b792670189ec0cbe7ec1327d1c56ed2fbbafe9130d
6414,86.414,3.5930906789999995,0.594138706999999,62.72813999077538,74.72813999077539,62.72813999077538,direct,"{""distance_nm"": 62.72813999077538, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.074175276579254, 61.5], ""point_b_nm"": [-33.074175276579275, -1.2281399907753805], ""touch_or_overlap"": false}",True,True,True,,663645bf66475d548832e28011b28cb85f9c1d155d87e904b1c827fda90fbb04
6415,86.415,3.5940906790000042,0.5951387070000038,62.72871725983667,74.72871725983666,62.72871725983667,direct,"{""distance_nm"": 62.72871725983667, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.07598643216977, 61.5], ""point_b_nm"": [-33.07598643216977, -1.2287172598366696], ""touch_or_overlap"": false}",True,True,True,,4cb90ee2bccbef02882882300afb47f0f46cab27781eac9958c2bb9e497f2795
6416,86.416,3.595090678999995,0.5961387069999944,62.72929456050849,74.72929456050849,62.72929456050849,direct,"{""distance_nm"": 62.72929456050849, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.07779757768475, 61.5], ""point_b_nm"": [-33.07779757768475, -1.2292945605084946], ""touch_or_overlap"": false}",True,True,True,,e762cccc1edfef77d19121773d157ea7610d6f058cdc6a33883454a3157ba14b
6417,86.417,3.5960906789999996,0.5971387069999992,62.72987189279069,74.7298718927907,62.72987189279069,direct,"{""distance_nm"": 62.72987189279069, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.07960871312365, 61.5], ""point_b_nm"": [-33.07960871312365, -1.22987189279069], ""touch_or_overlap"": false}",True,True,True,,11b399348f1b3634c24557f1841bb3661a0ebc6163255801ba37072a5e851bc5
6418,86.418,3.5970906790000043,0.5981387070000039,62.730449256683066,74.73044925668307,62.730449256683066,direct,"{""distance_nm"": 62.730449256683066, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.08141983848596, 61.5], ""point_b_nm"": [-33.08141983848596, -1.2304492566830678], ""touch_or_overlap"": false}",True,True,True,,afb2137994df3a23543232d474700d411d9a4947309685f3487299876f5984a6
6419,86.419,3.598090678999995,0.5991387069999945,62.73102665218545,74.73102665218548,62.73102665218545,direct,"{""distance_nm"": 62.73102665218545, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.083230953771036, 61.5], ""point_b_nm"": [-33.083230953771036, -1.2310266521854496], ""touch_or_overlap"": false}",True,True,True,,0b3fe4296f380e520e23944d627feed0164e2b67fd24d8727f03a5f4740a164a
6420,86.42,3.5990906789999997,0.6001387069999993,62.731604079297675,74.73160407929765,62.731604079297675,direct,"{""distance_nm"": 62.731604079297675, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.085042058978445, 61.5], ""point_b_nm"": [-33.08504205897843, -1.2316040792976746], ""touch_or_overlap"": false}",True,True,True,,d1bde84a396adade7b45fe3a4447a3203562f8c6a1838f5bddc538967b8258b8
6421,86.421,3.6000906790000045,0.601138707000004,62.73218153801958,74.7321815380196,62.73218153801958,direct,"{""distance_nm"": 62.73218153801958, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.086853154107516, 61.5], ""point_b_nm"": [-33.086853154107516, -1.2321815380195789], ""touch_or_overlap"": false}",True,True,True,,b0d2c5792ee6c4e18f5def102c3351aac6ddd7c1624c2478b88545711c2ed9d8
6422,86.422,3.601090678999995,0.6021387069999946,62.73275902835095,74.73275902835096,62.73275902835095,direct,"{""distance_nm"": 62.73275902835095, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.08866423915778, 61.5], ""point_b_nm"": [-33.08866423915779, -1.2327590283509462], ""touch_or_overlap"": false}",True,True,True,,20927bbf48608f9f7a82371dd9653da526cbd539de57df429d6b48270c1cdcd6
6423,86.423,3.602090679,0.6031387069999994,62.73333655029164,74.73333655029163,62.73333655029164,direct,"{""distance_nm"": 62.73333655029164, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.09047531412865, 61.5], ""point_b_nm"": [-33.09047531412866, -1.233336550291639], ""touch_or_overlap"": false}",True,True,True,,53f55f1fcb52f3d84ca42443d097f95b9103993bbdb95a7fd14667dfa52c6968
6424,86.424,3.6030906790000046,0.6041387070000042,62.73391410384147,74.73391410384147,62.73391410384147,direct,"{""distance_nm"": 62.73391410384147, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.09228637901961, 61.5], ""point_b_nm"": [-33.092286379019626, -1.2339141038414705], ""touch_or_overlap"": false}",True,True,True,,886b250b9fc3549afbd28f8af7875fbecc4bcd52720b4d0c4fc2cbe50fc77935
6425,86.425,3.604090678999995,0.6051387069999947,62.73449168900023,74.73449168900024,62.73449168900023,direct,"{""distance_nm"": 62.73449168900023, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.09409743383006, 61.5], ""point_b_nm"": [-33.09409743383006, -1.2344916890002322], ""touch_or_overlap"": false}",True,True,True,,899dec0e51ea2d32c06be4b9183485a1ed51b4dbab93ce872cd5495ca3d1e492
6426,86.426,3.605090679,0.6061387069999995,62.735069305767794,74.73506930576781,62.735069305767794,direct,"{""distance_nm"": 62.735069305767794, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.095908478559494, 61.5], ""point_b_nm"": [-33.095908478559494, -1.235069305767794], ""touch_or_overlap"": false}",True,True,True,,6eb748a9d0f3be2b093b8e0b4165e811b6617c22690b4eade8ca38a153ec0478
6427,86.427,3.6060906790000047,0.6071387070000043,62.73564695414395,74.73564695414396,62.73564695414395,direct,"{""distance_nm"": 62.73564695414395, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.09771951320735, 61.5], ""point_b_nm"": [-33.09771951320735, -1.2356469541439554], ""touch_or_overlap"": false}",True,True,True,,328b515e44f98cdc41d441ce240f18c7f94184540961c37bd951dece3ada0abd
6428,86.428,3.6070906789999952,0.6081387069999948,62.73622463412855,74.73622463412855,62.73622463412855,direct,"{""distance_nm"": 62.73622463412855, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.099530537773006, 61.5], ""point_b_nm"": [-33.099530537773, -1.2362246341285474], ""touch_or_overlap"": false}",True,True,True,,10c0d59b21158e758888d96146669c7203660bc48d23eb0e1e452a8e71e6fd96
6429,86.429,3.608090679,0.6091387069999996,62.736802345721394,74.7368023457214,62.736802345721394,direct,"{""distance_nm"": 62.736802345721394, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.10134155225603, 61.5], ""point_b_nm"": [-33.101341552256024, -1.236802345721395], ""touch_or_overlap"": false}",True,True,True,,5d4b06a86407dbc81cdbd51ce0e35d4d3883c3ea288e8bc0f8dd53131318ede2
6430,86.43,3.609090679000005,0.6101387070000044,62.73738008892232,74.73738008892232,62.73738008892232,direct,"{""distance_nm"": 62.73738008892232, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.10315255665576, 61.5], ""point_b_nm"": [-33.103152556655765, -1.2373800889223192], ""touch_or_overlap"": false}",True,True,True,,3238d27d2c8779851f920d59d3b593196597158e738bf095e9fd54e0372f4260
6431,86.431,3.6100906789999954,0.611138706999995,62.73795786373115,74.73795786373114,62.73795786373115,direct,"{""distance_nm"": 62.73795786373115, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.10496355097172, 61.5], ""point_b_nm"": [-33.10496355097172, -1.2379578637311477], ""touch_or_overlap"": false}",True,True,True,,1c9b9e7c7d598329266b4c1bdaf97e041ccf8d522b5ddc9bf7f0d8a48d8976f2
6432,86.432,3.611090679,0.6121387069999997,62.7385356701477,74.73853567014768,62.7385356701477,direct,"{""distance_nm"": 62.7385356701477, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.1067745352033, 61.5], ""point_b_nm"": [-33.10677453520331, -1.2385356701476988], ""touch_or_overlap"": false}",True,True,True,,f4954121ce25ee627ffb01f6c1138ab44f663fccdc32dd521273632c636b5cc4
6433,86.433,3.612090679000005,0.6131387070000045,62.7391135081718,74.73911350817181,62.7391135081718,direct,"{""distance_nm"": 62.7391135081718, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.108585509350036, 61.5], ""point_b_nm"": [-33.108585509350036, -1.2391135081718003], ""touch_or_overlap"": false}",True,True,True,,1c1ba2cf1822cfbbe5a9027b864288e28b68c0d0736f1a72e97a3ee74623c601
6434,86.434,3.6130906789999955,0.6141387069999951,62.73969137780326,74.73969137780327,62.73969137780326,direct,"{""distance_nm"": 62.73969137780326, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.11039647341126, 61.5], ""point_b_nm"": [-33.11039647341126, -1.2396913778032599], ""touch_or_overlap"": false}",True,True,True,,ce0cef5b9728a976e06fc1288ddd49a47c4a7d32e64cd3ec4f581760cf3caf69
6435,86.435,3.6140906790000003,0.6151387069999998,62.74026927904195,74.74026927904194,62.74026927904195,direct,"{""distance_nm"": 62.74026927904195, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.11220742738652, 61.5], ""point_b_nm"": [-33.11220742738653, -1.2402692790419443], ""touch_or_overlap"": false}",True,True,True,,d2c42786201fa02a6e9ab6c76648f59e39b99d5e16d478239d91dee650338880
6436,86.436,3.615090679000005,0.6161387070000046,62.74084721188763,74.74084721188763,62.74084721188763,direct,"{""distance_nm"": 62.74084721188763, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.11401837127522, 61.5], ""point_b_nm"": [-33.11401837127522, -1.2408472118876324], ""touch_or_overlap"": false}",True,True,True,,71b4471cf407bc7c953d9061f3acd89b010d4c750d868adead199756e49f2162
6437,86.437,3.6160906789999956,0.6171387069999952,62.741425176340165,74.74142517634016,62.741425176340165,direct,"{""distance_nm"": 62.741425176340165, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.1158293050768, 61.5], ""point_b_nm"": [-33.1158293050768, -1.241425176340166], ""touch_or_overlap"": false}",True,True,True,,afaa011a9813185b9f751cc9fd902c0df139fb66923b9a332be67403c51931de
6438,86.438,3.6170906790000004,0.618138707,62.74200317239937,74.74200317239936,62.74200317239937,direct,"{""distance_nm"": 62.74200317239937, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.117640228790734, 61.5], ""point_b_nm"": [-33.11764022879075, -1.242003172399373], ""touch_or_overlap"": false}",True,True,True,,c4072b4af596bc90b5a42ce74e431f9f88b4773efa3c085023060618e1580516
6439,86.439,3.618090678999991,0.6191387069999905,62.742581200065075,74.74258120006508,62.742581200065075,direct,"{""distance_nm"": 62.742581200065075, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.11945114241642, 61.5], ""point_b_nm"": [-33.11945114241644, -1.2425812000650738], ""touch_or_overlap"": false}",True,True,True,,5d5ee5c4697af95755b4a43c9861198302780faa7bc014b70191d2dbf2424423
