candidate_id,compiled_layer_sequence,complex_index_reconstruction,defect_material_id,duplicate_group_id,extrapolation_policy,geometry,high_index_material_id,interpolation_axis,interpolation_method,interpolation_source_quantity,logical_layer_sequence,low_index_material_id,material_model,material_policy_id,physical_sequence_hash,propagation_direction,topology_id,total_layer_count_compiled,total_layer_count_logical,total_thickness_nm
EX_N3_L80_H42_C160,L80 H42 L80 H42 L80 H42 L160 H42 L80 H42 L80 H42 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_eb7699ceb8af8131,forbidden,"{""N"": 3, ""L_nm"": 80, ""H_nm"": 42, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H42 L80 H42 L80 H42 L160 H42 L80 H42 L80 H42 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,eb7699ceb8af8131,GaN -> reverse(stack) -> Air,Explicit,13,13,892
EX_N3_L80_H42_C161,L80 H42 L80 H42 L80 H42 L161 H42 L80 H42 L80 H42 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_99b1332ea9c9b191,forbidden,"{""N"": 3, ""L_nm"": 80, ""H_nm"": 42, ""C_nm"": 161}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H42 L80 H42 L80 H42 L161 H42 L80 H42 L80 H42 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,99b1332ea9c9b191,GaN -> reverse(stack) -> Air,Explicit,13,13,893
EX_N3_L80_H42_C162,L80 H42 L80 H42 L80 H42 L162 H42 L80 H42 L80 H42 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_ecd82c8c32c37101,forbidden,"{""N"": 3, ""L_nm"": 80, ""H_nm"": 42, ""C_nm"": 162}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H42 L80 H42 L80 H42 L162 H42 L80 H42 L80 H42 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,ecd82c8c32c37101,GaN -> reverse(stack) -> Air,Explicit,13,13,894
EX_N3_L81_H42_C152,L81 H42 L81 H42 L81 H42 L152 H42 L81 H42 L81 H42 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_d2f93d9ac85125c3,forbidden,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 42, ""C_nm"": 152}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H42 L81 H42 L81 H42 L152 H42 L81 H42 L81 H42 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,d2f93d9ac85125c3,GaN -> reverse(stack) -> Air,Explicit,13,13,890
EX_N3_L81_H42_C153,L81 H42 L81 H42 L81 H42 L153 H42 L81 H42 L81 H42 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_8a55129e8d311631,forbidden,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 42, ""C_nm"": 153}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H42 L81 H42 L81 H42 L153 H42 L81 H42 L81 H42 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,8a55129e8d311631,GaN -> reverse(stack) -> Air,Explicit,13,13,891
EX_N3_L81_H42_C154,L81 H42 L81 H42 L81 H42 L154 H42 L81 H42 L81 H42 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_91a0aa6381d02b0c,forbidden,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 42, ""C_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H42 L81 H42 L81 H42 L154 H42 L81 H42 L81 H42 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,91a0aa6381d02b0c,GaN -> reverse(stack) -> Air,Explicit,13,13,892
EX_N3_L81_H42_C155,L81 H42 L81 H42 L81 H42 L155 H42 L81 H42 L81 H42 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_0fc3535f4c9d0d3e,forbidden,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 42, ""C_nm"": 155}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H42 L81 H42 L81 H42 L155 H42 L81 H42 L81 H42 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0fc3535f4c9d0d3e,GaN -> reverse(stack) -> Air,Explicit,13,13,893
EX_N3_L81_H42_C156,L81 H42 L81 H42 L81 H42 L156 H42 L81 H42 L81 H42 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_8ca30c83ba188d29,forbidden,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 42, ""C_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H42 L81 H42 L81 H42 L156 H42 L81 H42 L81 H42 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,8ca30c83ba188d29,GaN -> reverse(stack) -> Air,Explicit,13,13,894
EX_N3_L81_H42_C157,L81 H42 L81 H42 L81 H42 L157 H42 L81 H42 L81 H42 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_c60dab7a0313a8f7,forbidden,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 42, ""C_nm"": 157}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H42 L81 H42 L81 H42 L157 H42 L81 H42 L81 H42 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,c60dab7a0313a8f7,GaN -> reverse(stack) -> Air,Explicit,13,13,895
EX_N3_L81_H42_C158,L81 H42 L81 H42 L81 H42 L158 H42 L81 H42 L81 H42 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_d00d4a799244836a,forbidden,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 42, ""C_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H42 L81 H42 L81 H42 L158 H42 L81 H42 L81 H42 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,d00d4a799244836a,GaN -> reverse(stack) -> Air,Explicit,13,13,896
EX_N3_L81_H42_C159,L81 H42 L81 H42 L81 H42 L159 H42 L81 H42 L81 H42 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_0bcff7c0f48a4d3b,forbidden,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 42, ""C_nm"": 159}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H42 L81 H42 L81 H42 L159 H42 L81 H42 L81 H42 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0bcff7c0f48a4d3b,GaN -> reverse(stack) -> Air,Explicit,13,13,897
EX_N3_L81_H42_C160,L81 H42 L81 H42 L81 H42 L160 H42 L81 H42 L81 H42 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_6bbc4917c93d225f,forbidden,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 42, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H42 L81 H42 L81 H42 L160 H42 L81 H42 L81 H42 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6bbc4917c93d225f,GaN -> reverse(stack) -> Air,Explicit,13,13,898
EX_N3_L81_H42_C161,L81 H42 L81 H42 L81 H42 L161 H42 L81 H42 L81 H42 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a3ccfc07c5da2034,forbidden,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 42, ""C_nm"": 161}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H42 L81 H42 L81 H42 L161 H42 L81 H42 L81 H42 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,a3ccfc07c5da2034,GaN -> reverse(stack) -> Air,Explicit,13,13,899
EX_N3_L81_H42_C162,L81 H42 L81 H42 L81 H42 L162 H42 L81 H42 L81 H42 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_8a4c177acbb6a846,forbidden,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 42, ""C_nm"": 162}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H42 L81 H42 L81 H42 L162 H42 L81 H42 L81 H42 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,8a4c177acbb6a846,GaN -> reverse(stack) -> Air,Explicit,13,13,900
EX_N3_L82_H42_C152,L82 H42 L82 H42 L82 H42 L152 H42 L82 H42 L82 H42 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a517650042ae54da,forbidden,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 42, ""C_nm"": 152}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H42 L82 H42 L82 H42 L152 H42 L82 H42 L82 H42 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,a517650042ae54da,GaN -> reverse(stack) -> Air,Explicit,13,13,896
EX_N3_L82_H42_C153,L82 H42 L82 H42 L82 H42 L153 H42 L82 H42 L82 H42 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_b78697a0df79ea2d,forbidden,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 42, ""C_nm"": 153}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H42 L82 H42 L82 H42 L153 H42 L82 H42 L82 H42 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,b78697a0df79ea2d,GaN -> reverse(stack) -> Air,Explicit,13,13,897
EX_N3_L82_H42_C154,L82 H42 L82 H42 L82 H42 L154 H42 L82 H42 L82 H42 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_142cc87a4a6a3dec,forbidden,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 42, ""C_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H42 L82 H42 L82 H42 L154 H42 L82 H42 L82 H42 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,142cc87a4a6a3dec,GaN -> reverse(stack) -> Air,Explicit,13,13,898
EX_N3_L82_H42_C155,L82 H42 L82 H42 L82 H42 L155 H42 L82 H42 L82 H42 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_67528bb1479cfa10,forbidden,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 42, ""C_nm"": 155}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H42 L82 H42 L82 H42 L155 H42 L82 H42 L82 H42 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,67528bb1479cfa10,GaN -> reverse(stack) -> Air,Explicit,13,13,899
EX_N3_L82_H42_C156,L82 H42 L82 H42 L82 H42 L156 H42 L82 H42 L82 H42 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_bfe63981c23f687f,forbidden,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 42, ""C_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H42 L82 H42 L82 H42 L156 H42 L82 H42 L82 H42 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bfe63981c23f687f,GaN -> reverse(stack) -> Air,Explicit,13,13,900
EX_N3_L82_H42_C157,L82 H42 L82 H42 L82 H42 L157 H42 L82 H42 L82 H42 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_c40685252a853b5d,forbidden,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 42, ""C_nm"": 157}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H42 L82 H42 L82 H42 L157 H42 L82 H42 L82 H42 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,c40685252a853b5d,GaN -> reverse(stack) -> Air,Explicit,13,13,901
EX_N3_L82_H42_C158,L82 H42 L82 H42 L82 H42 L158 H42 L82 H42 L82 H42 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_3a9a8ba9ca56d4a6,forbidden,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 42, ""C_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H42 L82 H42 L82 H42 L158 H42 L82 H42 L82 H42 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3a9a8ba9ca56d4a6,GaN -> reverse(stack) -> Air,Explicit,13,13,902
EX_N3_L82_H42_C159,L82 H42 L82 H42 L82 H42 L159 H42 L82 H42 L82 H42 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_5f6c58b8defa9955,forbidden,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 42, ""C_nm"": 159}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H42 L82 H42 L82 H42 L159 H42 L82 H42 L82 H42 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,5f6c58b8defa9955,GaN -> reverse(stack) -> Air,Explicit,13,13,903
EX_N3_L82_H42_C160,L82 H42 L82 H42 L82 H42 L160 H42 L82 H42 L82 H42 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_2b41cf41ff32b6f6,forbidden,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 42, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H42 L82 H42 L82 H42 L160 H42 L82 H42 L82 H42 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,2b41cf41ff32b6f6,GaN -> reverse(stack) -> Air,Explicit,13,13,904
EX_N3_L82_H42_C161,L82 H42 L82 H42 L82 H42 L161 H42 L82 H42 L82 H42 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_53ff4b9e41c80678,forbidden,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 42, ""C_nm"": 161}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H42 L82 H42 L82 H42 L161 H42 L82 H42 L82 H42 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,53ff4b9e41c80678,GaN -> reverse(stack) -> Air,Explicit,13,13,905
EX_N3_L82_H42_C162,L82 H42 L82 H42 L82 H42 L162 H42 L82 H42 L82 H42 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_b28cbd2e1c15af42,forbidden,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 42, ""C_nm"": 162}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H42 L82 H42 L82 H42 L162 H42 L82 H42 L82 H42 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,b28cbd2e1c15af42,GaN -> reverse(stack) -> Air,Explicit,13,13,906
EX_N3_L76_H43_C152,L76 H43 L76 H43 L76 H43 L152 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_e6481f958207a832,forbidden,"{""N"": 3, ""L_nm"": 76, ""H_nm"": 43, ""C_nm"": 152}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H43 L76 H43 L76 H43 L152 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e6481f958207a832,GaN -> reverse(stack) -> Air,Explicit,13,13,866
EX_N3_L76_H43_C153,L76 H43 L76 H43 L76 H43 L153 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_c15766e3d2ab1e64,forbidden,"{""N"": 3, ""L_nm"": 76, ""H_nm"": 43, ""C_nm"": 153}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H43 L76 H43 L76 H43 L153 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,c15766e3d2ab1e64,GaN -> reverse(stack) -> Air,Explicit,13,13,867
EX_N3_L76_H43_C154,L76 H43 L76 H43 L76 H43 L154 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_ffed61f08f6b96f3,forbidden,"{""N"": 3, ""L_nm"": 76, ""H_nm"": 43, ""C_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H43 L76 H43 L76 H43 L154 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,ffed61f08f6b96f3,GaN -> reverse(stack) -> Air,Explicit,13,13,868
EX_N3_L76_H43_C155,L76 H43 L76 H43 L76 H43 L155 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_93e41c8679cba607,forbidden,"{""N"": 3, ""L_nm"": 76, ""H_nm"": 43, ""C_nm"": 155}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H43 L76 H43 L76 H43 L155 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,93e41c8679cba607,GaN -> reverse(stack) -> Air,Explicit,13,13,869
EX_N3_L76_H43_C156,L76 H43 L76 H43 L76 H43 L156 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_ebd1d4582ae9ea6c,forbidden,"{""N"": 3, ""L_nm"": 76, ""H_nm"": 43, ""C_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H43 L76 H43 L76 H43 L156 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,ebd1d4582ae9ea6c,GaN -> reverse(stack) -> Air,Explicit,13,13,870
EX_N3_L76_H43_C157,L76 H43 L76 H43 L76 H43 L157 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_5125ea652d28d054,forbidden,"{""N"": 3, ""L_nm"": 76, ""H_nm"": 43, ""C_nm"": 157}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H43 L76 H43 L76 H43 L157 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,5125ea652d28d054,GaN -> reverse(stack) -> Air,Explicit,13,13,871
EX_N3_L76_H43_C158,L76 H43 L76 H43 L76 H43 L158 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_33b63df446189c94,forbidden,"{""N"": 3, ""L_nm"": 76, ""H_nm"": 43, ""C_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H43 L76 H43 L76 H43 L158 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,33b63df446189c94,GaN -> reverse(stack) -> Air,Explicit,13,13,872
EX_N3_L76_H43_C159,L76 H43 L76 H43 L76 H43 L159 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_ce8f815a90eb9526,forbidden,"{""N"": 3, ""L_nm"": 76, ""H_nm"": 43, ""C_nm"": 159}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H43 L76 H43 L76 H43 L159 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,ce8f815a90eb9526,GaN -> reverse(stack) -> Air,Explicit,13,13,873
EX_N3_L76_H43_C160,L76 H43 L76 H43 L76 H43 L160 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_6e47f63f577aea88,forbidden,"{""N"": 3, ""L_nm"": 76, ""H_nm"": 43, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H43 L76 H43 L76 H43 L160 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6e47f63f577aea88,GaN -> reverse(stack) -> Air,Explicit,13,13,874
EX_N3_L76_H43_C161,L76 H43 L76 H43 L76 H43 L161 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_be22b535475b10b2,forbidden,"{""N"": 3, ""L_nm"": 76, ""H_nm"": 43, ""C_nm"": 161}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H43 L76 H43 L76 H43 L161 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,be22b535475b10b2,GaN -> reverse(stack) -> Air,Explicit,13,13,875
EX_N3_L76_H43_C162,L76 H43 L76 H43 L76 H43 L162 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_4ae6b0b4f90af8d6,forbidden,"{""N"": 3, ""L_nm"": 76, ""H_nm"": 43, ""C_nm"": 162}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H43 L76 H43 L76 H43 L162 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4ae6b0b4f90af8d6,GaN -> reverse(stack) -> Air,Explicit,13,13,876
EX_N3_L77_H43_C152,L77 H43 L77 H43 L77 H43 L152 H43 L77 H43 L77 H43 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_6ecf357de4013dca,forbidden,"{""N"": 3, ""L_nm"": 77, ""H_nm"": 43, ""C_nm"": 152}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H43 L77 H43 L77 H43 L152 H43 L77 H43 L77 H43 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6ecf357de4013dca,GaN -> reverse(stack) -> Air,Explicit,13,13,872
EX_N3_L77_H43_C153,L77 H43 L77 H43 L77 H43 L153 H43 L77 H43 L77 H43 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_799e9c41a9fdb951,forbidden,"{""N"": 3, ""L_nm"": 77, ""H_nm"": 43, ""C_nm"": 153}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H43 L77 H43 L77 H43 L153 H43 L77 H43 L77 H43 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,799e9c41a9fdb951,GaN -> reverse(stack) -> Air,Explicit,13,13,873
EX_N3_L77_H43_C154,L77 H43 L77 H43 L77 H43 L154 H43 L77 H43 L77 H43 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_330596a4a27d8d2f,forbidden,"{""N"": 3, ""L_nm"": 77, ""H_nm"": 43, ""C_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H43 L77 H43 L77 H43 L154 H43 L77 H43 L77 H43 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,330596a4a27d8d2f,GaN -> reverse(stack) -> Air,Explicit,13,13,874
EX_N3_L77_H43_C155,L77 H43 L77 H43 L77 H43 L155 H43 L77 H43 L77 H43 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_9ca0f9ee32d5dd29,forbidden,"{""N"": 3, ""L_nm"": 77, ""H_nm"": 43, ""C_nm"": 155}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H43 L77 H43 L77 H43 L155 H43 L77 H43 L77 H43 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,9ca0f9ee32d5dd29,GaN -> reverse(stack) -> Air,Explicit,13,13,875
EX_N3_L77_H43_C156,L77 H43 L77 H43 L77 H43 L156 H43 L77 H43 L77 H43 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_eafbd5edca500ff0,forbidden,"{""N"": 3, ""L_nm"": 77, ""H_nm"": 43, ""C_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H43 L77 H43 L77 H43 L156 H43 L77 H43 L77 H43 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,eafbd5edca500ff0,GaN -> reverse(stack) -> Air,Explicit,13,13,876
EX_N3_L77_H43_C157,L77 H43 L77 H43 L77 H43 L157 H43 L77 H43 L77 H43 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_d94bccd8595f8786,forbidden,"{""N"": 3, ""L_nm"": 77, ""H_nm"": 43, ""C_nm"": 157}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H43 L77 H43 L77 H43 L157 H43 L77 H43 L77 H43 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,d94bccd8595f8786,GaN -> reverse(stack) -> Air,Explicit,13,13,877
EX_N3_L77_H43_C158,L77 H43 L77 H43 L77 H43 L158 H43 L77 H43 L77 H43 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_d462ec9f1598a9bd,forbidden,"{""N"": 3, ""L_nm"": 77, ""H_nm"": 43, ""C_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H43 L77 H43 L77 H43 L158 H43 L77 H43 L77 H43 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,d462ec9f1598a9bd,GaN -> reverse(stack) -> Air,Explicit,13,13,878
EX_N3_L77_H43_C159,L77 H43 L77 H43 L77 H43 L159 H43 L77 H43 L77 H43 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_36a14e9281c90e0e,forbidden,"{""N"": 3, ""L_nm"": 77, ""H_nm"": 43, ""C_nm"": 159}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H43 L77 H43 L77 H43 L159 H43 L77 H43 L77 H43 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,36a14e9281c90e0e,GaN -> reverse(stack) -> Air,Explicit,13,13,879
EX_N3_L77_H43_C160,L77 H43 L77 H43 L77 H43 L160 H43 L77 H43 L77 H43 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_ba4e7a253ed7460c,forbidden,"{""N"": 3, ""L_nm"": 77, ""H_nm"": 43, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H43 L77 H43 L77 H43 L160 H43 L77 H43 L77 H43 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,ba4e7a253ed7460c,GaN -> reverse(stack) -> Air,Explicit,13,13,880
EX_N3_L77_H43_C161,L77 H43 L77 H43 L77 H43 L161 H43 L77 H43 L77 H43 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_2c4625def8301b34,forbidden,"{""N"": 3, ""L_nm"": 77, ""H_nm"": 43, ""C_nm"": 161}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H43 L77 H43 L77 H43 L161 H43 L77 H43 L77 H43 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,2c4625def8301b34,GaN -> reverse(stack) -> Air,Explicit,13,13,881
