FWHM_nm,T448,T449,T450,T450_10deg,T450_20deg,T450_30deg,T450_40deg,T450_50deg,T450_60deg,T451,T452,T453,TE_TM_split_20deg,TE_TM_split_40deg,Tpeak,blue_448_453_mean,blue_448_453_min,candidate_id,compiled_layer_sequence,complex_index_reconstruction,defect_material_id,duplicate_group_id,energy_max,extrapolation_policy,failed_conditions,gate_pass,geometry,global_rank,high_index_material_id,interpolation_axis,interpolation_method,interpolation_source_quantity,logical_layer_sequence,low_index_material_id,material_model,material_policy_id,normal_to_40_60_ratio,objective,peak_count,peak_error_nm,peak_wavelength_nm,physical_sequence_hash,propagation_direction,topology_id,total_layer_count_compiled,total_layer_count_logical,total_thickness_nm
4.5,0.7844776500795896,0.9855555558624366,0.8898592575630846,0.37734572698075874,0.0609642160600529,0.01856773802511813,0.011615181425873049,0.014012623702156524,0.02860061422558984,0.6286337659322454,0.4171570061324014,0.28313871054618356,0.03171409514602934,0.018444918948666542,0.9855555558624366,0.6648036576859901,0.28313871054618356,ZL1_N3_M1_L77_H46,H46 L77 H46 L77 H46 L154 H46 L77 H46 L77 H46 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_34df042bd68df170,1.0000000000000016,forbidden,,true,"{""N"": 3, ""M_added"": 1, ""L_nm"": 77, ""H_nm"": 46, ""effective_central_L_thickness_nm"": 77}",11,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H46 L77 H46 L77 H46 L77 L77 H46 L77 H46 L77 H46 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,39.448199653420495,FAB,1,-1.0,449.0,34df042bd68df170,GaN -> reverse(stack) -> Air,ZL-1,12.0,13,815
4.5,0.7694134099277381,0.9816183438117245,0.9003088790987526,0.38091283280053345,0.06060007239015602,0.01847149356796935,0.011680813086307074,0.014370680415347212,0.030010400000657342,0.63995633383591,0.4247417191048489,0.28792008898842447,0.03026758638558938,0.018463341222266345,0.9816183438117245,0.6673264624612331,0.28792008898842447,ZL1_N3_M1_L78_H45,H45 L78 H45 L78 H45 L156 H45 L78 H45 L78 H45 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_42471dc1670449b5,1.000000000000002,forbidden,,true,"{""N"": 3, ""M_added"": 1, ""L_nm"": 78, ""H_nm"": 45, ""effective_central_L_thickness_nm"": 78}",12,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H45 L78 H45 L78 H45 L78 L78 H45 L78 H45 L78 H45 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,38.69822484521607,FAB,1,-1.0,449.0,42471dc1670449b5,GaN -> reverse(stack) -> Air,ZL-1,12.0,13,816
7.0,0.6681482818262252,0.790466363690852,0.8290683495427855,0.5940258593944131,0.12947103691905973,0.035997455005367114,0.018072529948405545,0.01580813996400709,0.022434947474972496,0.759825491327226,0.6296594571907187,0.4955685419627265,0.05231123367137329,0.02428512114810188,0.8290683495427855,0.6954560809234223,0.4955685419627265,EX_N3_L79_H46_C153,L79 H46 L79 H46 L79 H46 L153 H46 L79 H46 L79 H46 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_2561dbf0df7e52e0,1.000000000000001,forbidden,,true,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 46, ""C_nm"": 153}",13,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H46 L79 H46 L79 H46 L153 H46 L79 H46 L79 H46 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,41.203954925369274,FAB,1,0.0,450.0,2561dbf0df7e52e0,GaN -> reverse(stack) -> Air,Explicit,13.0,13,903
7.0,0.6420127569369722,0.7715985920911423,0.8292014086183932,0.6240047082537556,0.13698356437204628,0.03751924210851989,0.01867895457679053,0.016244767955637267,0.022881900270173956,0.778763298274809,0.6560948937906739,0.5203195478939807,0.055380504019982096,0.02519429704824575,0.8292014086183932,0.6996650829343286,0.5203195478939807,EX_N3_L77_H47_C152,L77 H47 L77 H47 L77 H47 L152 H47 L77 H47 L77 H47 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_f40cf8fe9825d714,1.000000000000001,forbidden,,true,"{""N"": 3, ""L_nm"": 77, ""H_nm"": 47, ""C_nm"": 152}",14,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H47 L77 H47 L77 H47 L152 H47 L77 H47 L77 H47 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,40.891289177035624,FAB,1,0.0,450.0,f40cf8fe9825d714,GaN -> reverse(stack) -> Air,Explicit,13.0,13,896
7.0,0.6575094561848384,0.7841390956211369,0.8299740160751793,0.5991842709643977,0.1288207147671131,0.035754510359410074,0.01810208765020796,0.016113795011784057,0.023530803161787406,0.766329284183829,0.6377247081192798,0.5027569234724436,0.04942655903180651,0.024106811600170933,0.8299740160751793,0.6964055806094512,0.5027569234724436,EX_N3_L80_H45_C155,L80 H45 L80 H45 L80 H45 L155 H45 L80 H45 L80 H45 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_6de29261bf740127,1.000000000000002,forbidden,,true,"{""N"": 3, ""L_nm"": 80, ""H_nm"": 45, ""C_nm"": 155}",15,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H45 L80 H45 L80 H45 L155 H45 L80 H45 L80 H45 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,40.42517468593452,FAB,1,0.0,450.0,6de29261bf740127,GaN -> reverse(stack) -> Air,Explicit,13.0,13,905
7.0,0.631168198505968,0.7645681456378467,0.8287975569571404,0.6275271674290948,0.1354752072055708,0.03703592567716466,0.018601964884926554,0.016471943205383435,0.02387955120874576,0.7836963720187764,0.6625662284481109,0.5259722212816719,0.052066060411215545,0.024881097087869584,0.8287975569571404,0.6994614538082523,0.5259722212816719,EX_N3_L78_H46_C154,L78 H46 L78 H46 L78 H46 L154 H46 L78 H46 L78 H46 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_ea6c1506ce217d42,1.0000000000000009,forbidden,,true,"{""N"": 3, ""L_nm"": 78, ""H_nm"": 46, ""C_nm"": 154}",16,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L78 H46 L78 H46 L78 H46 L154 H46 L78 H46 L78 H46 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,40.25394440331083,FAB,1,0.0,450.0,ea6c1506ce217d42,GaN -> reverse(stack) -> Air,Explicit,13.0,13,898
7.0,0.6467280590305059,0.7770570541846267,0.8304419889424315,0.6064831686635984,0.1291258858247984,0.03578458305738683,0.0182656194843129,0.01654442094814328,0.024868163811837582,0.7736338599555392,0.6476250695523372,0.5121222654712748,0.046808729091648335,0.02409046655613891,0.8304419889424315,0.6979347161894526,0.5121222654712748,EX_N3_L81_H44_C157,L81 H44 L81 H44 L81 H44 L157 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_22f66e303832dfd2,1.0000000000000013,forbidden,,true,"{""N"": 3, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 157}",17,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L157 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,39.39231920784461,FAB,1,0.0,450.0,22f66e303832dfd2,GaN -> reverse(stack) -> Air,Explicit,13.0,13,907
7.5,0.6198603709487449,0.7565278321831518,0.8278414914430887,0.6334988806105813,0.13504240658437083,0.036846764040842674,0.01866401280344909,0.016823841483883786,0.025109717925129598,0.7895377745647765,0.6711649923531109,0.5341455660841076,0.04907783866984186,0.024739707840487235,0.8278414914430887,0.6998463379294967,0.5341455660841076,EX_N3_L79_H45_C156,L79 H45 L79 H45 L79 H45 L156 H45 L79 H45 L79 H45 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_1c082b664c72940c,1.0000000000000013,forbidden,,true,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""C_nm"": 156}",18,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H45 L79 H45 L79 H45 L156 H45 L79 H45 L79 H45 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,39.359849393385474,FAB,1,0.0,450.0,1c082b664c72940c,GaN -> reverse(stack) -> Air,Explicit,13.0,13,900
7.0,0.6088972500805027,0.7480538964578214,0.8262594111756727,0.6411960212601073,0.13556252712987096,0.03693288052041657,0.01886307234979649,0.01730730520759136,0.02660471576279877,0.795637668185839,0.6811147080417832,0.5442027116639196,0.04632434176665369,0.024762318201328508,0.8262594111756727,0.7006942742675898,0.5442027116639196,EX_N3_L80_H44_C158,L80 H44 L80 H44 L80 H44 L158 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_cf255da18a71bf1d,1.0000000000000016,forbidden,,true,"{""N"": 3, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 158}",19,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L158 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,38.20753442790943,FAB,1,0.0,450.0,cf255da18a71bf1d,GaN -> reverse(stack) -> Air,Explicit,13.0,13,902
7.0,0.6366250908243729,0.7697688605438504,0.830334728665041,0.6151875599524935,0.13028440773362943,0.036074493994826345,0.01856350057529193,0.017108775114165302,0.026483007583662073,0.7810431302004686,0.6585710991200342,0.5230329539700752,0.04437796859312415,0.02423105316415963,0.830334728665041,0.6998959772206405,0.5230329539700752,EX_N3_L82_H43_C159,L82 H43 L82 H43 L82 H43 L159 H43 L82 H43 L82 H43 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_94286241571dfeff,1.0000000000000009,forbidden,,true,"{""N"": 3, ""L_nm"": 82, ""H_nm"": 43, ""C_nm"": 159}",20,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H43 L82 H43 L82 H43 L159 H43 L82 H43 L82 H43 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,38.103585084876,FAB,1,0.0,450.0,94286241571dfeff,GaN -> reverse(stack) -> Air,Explicit,13.0,13,909
0.0,0.026598425485898525,0.09563228133728123,0.8337421340904254,0.02203055329145129,0.0015097522742917547,0.0004281568147467255,0.0003184536211573464,0.0005702226901739682,0.0023483310146376626,0.10290364422389128,0.028146116700305285,0.012781944178061338,0.0011781433443104868,0.00057224861814844,0.8337421340904254,0.1833007576693105,0.012781944178061338,EX_N5_L82_H45_C153,L82 H45 L82 H45 L82 H45 L82 H45 L82 H45 L153 H45 L82 H45 L82 H45 L82 H45 L82 H45 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_b93ee4b4eb1b85e4,1.0000000000000018,forbidden,,true,"{""N"": 5, ""L_nm"": 82, ""H_nm"": 45, ""C_nm"": 153}",1,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H45 L82 H45 L82 H45 L82 H45 L82 H45 L153 H45 L82 H45 L82 H45 L82 H45 L82 H45 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,398.9421724673084,PERF,1,0.0,450.0,b93ee4b4eb1b85e4,GaN -> reverse(stack) -> Air,Explicit,21.0,21,1423
0.0,0.023669689051729642,0.08024953233427656,0.7685517237579924,0.02326877208001336,0.0015267320093846392,0.0004386889895840389,0.00033709733788677256,0.0006347722185971716,0.0028121321572640726,0.11781115633074035,0.029972334830377506,0.013269931908315916,0.0011573863113512536,0.0006051952921699896,0.7685517237579924,0.1722540613689054,0.013269931908315916,EX_N5_L81_H45_C154,L81 H45 L81 H45 L81 H45 L81 H45 L81 H45 L154 H45 L81 H45 L81 H45 L81 H45 L81 H45 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_866d533f3dc7377c,1.0000000000000007,forbidden,,true,"{""N"": 5, ""L_nm"": 81, ""H_nm"": 45, ""C_nm"": 154}",2,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H45 L81 H45 L81 H45 L81 H45 L81 H45 L154 H45 L81 H45 L81 H45 L81 H45 L81 H45 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,343.33542164748684,PERF,1,0.0,450.0,866d533f3dc7377c,GaN -> reverse(stack) -> Air,Explicit,21.0,21,1414
0.0,0.0232081294313831,0.07892529304699548,0.7658637321685706,0.022712613122389542,0.0015033056224566374,0.0004401815142799069,0.00034985038137782176,0.0006971387980286475,0.003394612563398265,0.11731422501391031,0.029862993029579794,0.013252984709068764,0.0011009316906125353,0.0006269037189874976,0.7658637321685706,0.17140455956658465,0.013252984709068764,EX_N5_L82_H44_C156,L82 H44 L82 H44 L82 H44 L82 H44 L82 H44 L156 H44 L82 H44 L82 H44 L82 H44 L82 H44 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_501505ea496168a1,1.0000000000000018,forbidden,,true,"{""N"": 5, ""L_nm"": 82, ""H_nm"": 44, ""C_nm"": 156}",3,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H44 L82 H44 L82 H44 L82 H44 L82 H44 L156 H44 L82 H44 L82 H44 L82 H44 L82 H44 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,294.18649052934546,PERF,1,0.0,450.0,501505ea496168a1,GaN -> reverse(stack) -> Air,Explicit,21.0,21,1416
0.5,0.024215607383569322,0.08118521447088949,0.7604141898089353,0.024392395412230497,0.0015758772102825976,0.0004436965931172006,0.0003295306365675736,0.0005871253174658422,0.002378243811964356,0.12192989214671052,0.03076072850788125,0.013542354012816192,0.0012348627385686218,0.0005926645988795669,0.7604141898089353,0.1720079977218003,0.013542354012816192,EX_N5_L80_H46_C152,L80 H46 L80 H46 L80 H46 L80 H46 L80 H46 L152 H46 L80 H46 L80 H46 L80 H46 L80 H46 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_3f4e8b007f26e8a7,1.0000000000000009,forbidden,,true,"{""N"": 5, ""L_nm"": 80, ""H_nm"": 46, ""C_nm"": 152}",4,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H46 L80 H46 L80 H46 L80 H46 L80 H46 L152 H46 L80 H46 L80 H46 L80 H46 L80 H46 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,392.9136021158754,PERF,1,0.0,450.0,3f4e8b007f26e8a7,GaN -> reverse(stack) -> Air,Explicit,21.0,21,1412
1.5,0.17359181687863115,0.38574188793598685,0.7957661569623353,0.21517022411109604,0.01623957390478981,0.004204890788553907,0.002531933179965621,0.0031798463169803947,0.007628265828855194,0.5801087169125054,0.2543550993347133,0.127739789435583,0.00993875823389815,0.00412817684406148,0.7957661569623353,0.3862172445766259,0.127739789435583,EX_N4_L77_H47_C152,L77 H47 L77 H47 L77 H47 L77 H47 L152 H47 L77 H47 L77 H47 L77 H47 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_e2c19b1cd9535328,1.000000000000001,forbidden,,true,"{""N"": 4, ""L_nm"": 77, ""H_nm"": 47, ""C_nm"": 152}",5,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H47 L77 H47 L77 H47 L77 H47 L152 H47 L77 H47 L77 H47 L77 H47 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,144.8799644390191,PERF,1,0.0,450.0,e2c19b1cd9535328,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1144
1.5,0.16909800281046533,0.3784342559271505,0.7931388501370293,0.2100356571476405,0.015772232528818732,0.004132458428398125,0.002544093516429018,0.003314560749405078,0.008416111653922429,0.5798599642552421,0.2527147049824068,0.1266834762723421,0.00925354011920062,0.004132513151592818,0.7931388501370293,0.38332154239743943,0.1266834762723421,EX_N4_L78_H46_C154,L78 H46 L78 H46 L78 H46 L78 H46 L154 H46 L78 H46 L78 H46 L78 H46 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_cdec8428d4f7789e,1.0000000000000009,forbidden,,true,"{""N"": 4, ""L_nm"": 78, ""H_nm"": 46, ""C_nm"": 154}",6,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L78 H46 L78 H46 L78 H46 L78 H46 L154 H46 L78 H46 L78 H46 L78 H46 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,135.58256890786922,PERF,1,0.0,450.0,cdec8428d4f7789e,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1146
