case_id,angle_deg,normalized_intensity
BARE_GAN_AIR_450_XDIPOLE,-60.21943357152422,0.004827317921845622
BARE_GAN_AIR_450_XDIPOLE,-60.104220584457096,0.0048272409669999185
BARE_GAN_AIR_450_XDIPOLE,-59.98940916086994,0.004826759004033477
BARE_GAN_AIR_450_XDIPOLE,-59.874994674725635,0.004825895958701703
BARE_GAN_AIR_450_XDIPOLE,-59.76097258570651,0.004824675997499597
BARE_GAN_AIR_450_XDIPOLE,-59.647338437008166,0.0048231234899454856
BARE_GAN_AIR_450_XDIPOLE,-59.53408785320577,0.004821262971128489
BARE_GAN_AIR_450_XDIPOLE,-59.42121653818987,0.004819119104602267
BARE_GAN_AIR_450_XDIPOLE,-59.30872027316899,0.004816716645703136
BARE_GAN_AIR_450_XDIPOLE,-59.196594914736366,0.004814080405365485
BARE_GAN_AIR_450_XDIPOLE,-59.08483639299835,0.004811235214502359
BARE_GAN_AIR_450_XDIPOLE,-58.97344070976209,0.004808205889013717
BARE_GAN_AIR_450_XDIPOLE,-58.86240393678012,0.004805017195479576
BARE_GAN_AIR_450_XDIPOLE,-58.75172221404997,0.004801693817589545
BARE_GAN_AIR_450_XDIPOLE,-58.641391748166285,0.00479826032335493
BARE_GAN_AIR_450_XDIPOLE,-58.53140881072384,0.0047947411331439775
BARE_GAN_AIR_450_XDIPOLE,-58.42176973676931,0.00479116048857528
BARE_GAN_AIR_450_XDIPOLE,-58.31247092330034,0.004787542422299116
BARE_GAN_AIR_450_XDIPOLE,-58.20350882780945,0.004783910728691066
BARE_GAN_AIR_450_XDIPOLE,-58.09487996687213,0.004780288935477216
BARE_GAN_AIR_450_XDIPOLE,-57.98658091477664,0.004776700276305181
BARE_GAN_AIR_450_XDIPOLE,-57.8786083021944,0.004773167664270655
BARE_GAN_AIR_450_XDIPOLE,-57.770958814889624,0.004769713666404414
BARE_GAN_AIR_450_XDIPOLE,-57.663629192466495,0.00476636047912073
BARE_GAN_AIR_450_XDIPOLE,-57.556616227152695,0.004763129904624039
BARE_GAN_AIR_450_XDIPOLE,-57.44991676261811,0.004760043328267213
BARE_GAN_AIR_450_XDIPOLE,-57.34352769282734,0.004757121696851348
BARE_GAN_AIR_450_XDIPOLE,-57.23744596092477,0.004754385497854156
BARE_GAN_AIR_450_XDIPOLE,-57.13166855815133,0.004751854739571465
BARE_GAN_AIR_450_XDIPOLE,-57.0261925227917,0.004749548932153892
BARE_GAN_AIR_450_XDIPOLE,-56.921014939150794,0.0047474870695193025
BARE_GAN_AIR_450_XDIPOLE,-56.816132936558745,0.004745687612119753
BARE_GAN_AIR_450_XDIPOLE,-56.71154368840347,0.004744168470540905
BARE_GAN_AIR_450_XDIPOLE,-56.60724441118955,0.004742946989910828
BARE_GAN_AIR_450_XDIPOLE,-56.50323236362293,0.004742039935095154
BARE_GAN_AIR_450_XDIPOLE,-56.39950484572033,0.004741463476655056
BARE_GAN_AIR_450_XDIPOLE,-56.296059197942796,0.004741233177545412
BARE_GAN_AIR_450_XDIPOLE,-56.1928928003522,0.0047413639805307375
BARE_GAN_AIR_450_XDIPOLE,-56.090003071790434,0.004741870196297744
BARE_GAN_AIR_450_XDIPOLE,-55.987387469080225,0.004742765492244593
BARE_GAN_AIR_450_XDIPOLE,-55.88504348624698,0.004744062881928415
BARE_GAN_AIR_450_XDIPOLE,-55.782968653760975,0.004745774715154641
BARE_GAN_AIR_450_XDIPOLE,-55.681160537799286,0.004747912668693543
BARE_GAN_AIR_450_XDIPOLE,-55.5796167395268,0.004750487737611738
