geometry_id,geometry_hash,distance_to_formal_0,distance_to_formal_1,distance_to_formal_2,min_distance,mean_distance,max_distance
K6X_D100_D110_D115_D220_D225_D230,3e20850f5b7402c4416f521873aca37e9073de4318f168d9617b996729a1f136,0.870285269152674,0.6020183016345588,0.6069128399253654,0.6020183016345588,0.6930721369041993,0.870285269152674
K6X_D100_D120_D130_D150_D165_D180,a6e37e4082d76939c42119f938954aaac21bc4995367b568f15b7dd938b5d748,0.10175966581017656,0.44853476114194607,0.6177837847772696,0.10175966581017656,0.3893594039097974,0.6177837847772696
K6X_D100_D200_D205_D210_D215_D220,be59997cf141c53a03303d7cf05734da8b1ae25d0a64f2927ab681a0f9ecc96b,1.1383575836114417,0.7624702923691927,0.6804540774213128,0.6804540774213128,0.8604273178006491,1.1383575836114417
K6X_D100_D115_D135_D165_D220_D230,33052007ba11aefdda4c765fd30d9f19e06ca4036972fcd0278c949057fc79d9,0.6284667168603151,0.3959857746533462,0.4248215775841255,0.3959857746533462,0.4830913563659289,0.6284667168603151
K6X_D105_D170_D175_D180_D185_D190,0c9c4c33774ed2a2bdaab5099aa9dc400318c39554bf93146b6f815dee25ad43,0.6538461538461539,0.39970403251589476,0.44522449626116245,0.39970403251589476,0.4995915608744037,0.6538461538461539
K6X_D100_D160_D165_D170_D175_D185,009cb5da671e1b9f08466acdf92d0b09479e0a511946bdc6aa0d053927a7858a,0.5029498781008469,0.3728984505704869,0.4710557197659958,0.3728984505704869,0.4489680161457765,0.5029498781008469
K6X_D105_D110_D115_D125_D165_D230,8562bc97d6c350f55a323b07984a1523cafda55a9534ed81b3eb0c333215b5ae,0.4070386632407062,0.5845647751373333,0.6605986168199104,0.4070386632407062,0.5507340183993166,0.6605986168199104
K6X_D160_D165_D180_D185_D210_D215,77da29089febc651bd851682b2653712c85724c3d45a0fa5de7e2d5afd5afb23,0.9142203326157471,0.4583221264543456,0.3768445758127967,0.3768445758127967,0.5831290116276299,0.9142203326157471
K6X_D125_D135_D145_D150_D155_D160,bbe83eb1d19ca94723907f2c4c2e23d543f4b2f5db5a699a068121238f388422,0.335299918733898,0.5087983290508827,0.6717018921758838,0.335299918733898,0.5052667133202214,0.6717018921758838
K6X_D105_D120_D125_D130_D165_D190,4191675fbcc4312feb77afe9a40a7c767fc01e54e6775d3a2439de9cc47fdf7b,0.15858098560067924,0.5044183480232307,0.6504436355879908,0.15858098560067924,0.43781432307063356,0.6504436355879908
K6X_D110_D125_D130_D135_D140_D175,714b47fc14f3ebf1b6ebfe7d011e9924fa714cc1c261035eb4ad86c2fc7aabdf,0.19230769230769232,0.5983211225424633,0.7497534111391511,0.19230769230769232,0.5134607419964355,0.7497534111391511
K6X_D150_D155_D160_D165_D195_D225,5bf51dafd6662aa3d6ab0915626262a3aa8cbf7eba4c42d374bf202838833ac1,0.7133552688842849,0.29542868261033106,0.2141447831857701,0.2141447831857701,0.4076429115601287,0.7133552688842849
K6X_D100_D105_D115_D120_D125_D165,c9a4fedab14cf5d95250a2e6504304d5c3debd627bee59b15bc02ad0c945a47e,0.3648781915578899,0.8435273922869734,0.9977785977748345,0.3648781915578899,0.735394727206566,0.9977785977748345
K6X_D100_D105_D115_D165_D225_D230,3322805126afe49c88dd968c948ae5794d7e823781ba3e24fc5af9ddd665a869,0.6728021417129193,0.5145803138561404,0.5560320113384986,0.5145803138561404,0.5811381556358528,0.6728021417129193
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,0.6826245903576481,0.3997040325158948,0.38844249762931077,0.38844249762931077,0.4902570401676179,0.6826245903576481
K6X_D105_D110_D165_D200_D215_D220,4ef84012a8f7313d144dc0f2eb6c8fecfe26d2127a794fcb3ca59499c7714070,0.7348066605593385,0.3922322702763681,0.41065685584735817,0.3922322702763681,0.5125652622276883,0.7348066605593385
