geometry_uid,exact_hash,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,H_global,wavelength_nm,Re_txx,Im_txx,Re_txy,Im_txy,Re_tyx,Im_tyx,Re_tyy,Im_tyy,phi_txx,projector_error,Txx,throughput,x_accepted,y_accepted,full_jones_accepted,broadband_status,source_stage,case_uid_x,case_uid_y,attempt_uid_x,attempt_uid_y,solver_entered,solver_replay,ml_eligible,ml_admitted,split,spectral_scope,history_preserved,Txy,Tyx,Tyy,full_jones_frobenius_norm,full_jones_finite,throughput_x,throughput_y,model_fill,strict_candidate
HISTORICAL_e040c44f6b8d,e040c44f6b8d243befd040e7402c1a2394ea1c847f5aea00e22aa0e94c4b104d,111.0,109.0,101.0,203.0098519776811,0.5644721753069635,550.0,450.0,0.29156299399561725,0.9458768592143232,-0.007563776640054467,0.0019922753432717196,-0.007497685870512799,0.001967152196567748,0.29365106156580356,0.3272187743388161,72.86828199230274,0.16488077862258887,0.9796920122648409,0.9796920122648409,True,True,True,450NM_ONLY_NOT_RECOVERABLE,H1B1,H1B1_H1B1_E_INTERIOR_PROJECTOR_CONTROL_H550_Px,H1B1_H1B1_E_INTERIOR_PROJECTOR_CONTROL_H550_Py,,,True,False,True,False,UNASSIGNED,450NM_ONLY,True,,,,,,,,,
HISTORICAL_7be08aa1b498,7be08aa1b4986821ad0d7c4c7b8e2b5e68b46414008385520087fe0edba51311,104.0,103.0,96.0,189.01058171435798,0.6062819155173511,550.0,450.0,0.24634713140307898,0.9237965116953911,0.0009546806698312654,0.00021110466866132015,0.0009746807208455119,0.00027062331349999533,-0.18591689104774056,0.7843944502168092,75.06850204805193,0.4155187850548283,0.9140869041710988,0.9140869041710988,True,True,True,450NM_ONLY_NOT_RECOVERABLE,H1B2,H1B2_H1B2_A_A_EDGE_CONTINUATION_H550_Px,H1B2_H1B2_A_A_EDGE_CONTINUATION_H550_Py,,,True,False,True,False,UNASSIGNED,450NM_ONLY,True,,,,,,,,,
HISTORICAL_9d332e269224,9d332e269224da759b7e552ed3ed13e9475fb17f126af81e8acea99b6d27f97f,106.0,104.0,97.0,193.01036241611484,0.5937173962125847,550.0,450.0,0.14015820320745,0.5074272229295854,0.0010619035209561364,-0.0018984003859651008,0.0010597411162838713,-0.0019408900848043775,-0.3210608327268816,0.22903621917481548,74.5591336298285,0.35950225232322386,0.277126708496372,0.277126708496372,True,True,True,450NM_ONLY_NOT_RECOVERABLE,H1B2,H1B2_H1B2_B_A_EDGE_CONSERVATIVE_CONTINUATION_H550_Px,H1B2_H1B2_B_A_EDGE_CONSERVATIVE_CONTINUATION_H550_Py,,,True,False,True,False,UNASSIGNED,450NM_ONLY,True,,,,,,,,,
SEED1_H1B2_C_UPPER_EDGE_LOCAL_CONTINUATION,5f2f0f47d5f02ee7ced8156302ec2f3191ad2f9cd805ee9be80d49d25820de9b,112.0,112.0,102.0,188.13027401245128,-2.132368436554014,550.0,450.0,-0.40868976804621787,0.88374327941382,0.02444629751263783,-0.02197592056114618,0.024337238224484005,-0.02186047653872421,0.22337978982043952,0.384715251875616,114.81832490844113,0.17425118141458695,0.9480295104147646,0.9480295104147646,True,True,True,450NM_ONLY_NOT_RECOVERABLE,H1B2,H1B2_H1B2_C_UPPER_EDGE_LOCAL_CONTINUATION_H550_Px,H1B2_H1B2_C_UPPER_EDGE_LOCAL_CONTINUATION_H550_Py,,,True,False,True,False,UNASSIGNED,450NM_ONLY,True,,,,,,,,,
HISTORICAL_41ecae2f6605,41ecae2f660529a52cd5f8f0d4cea08c8c428624c8a0c9a840f8c5d17928fa81,105.0,103.0,96.0,189.01058171435798,0.6062819155173511,550.0,450.0,-0.05803547387833289,0.8104039435532764,-0.002844660365439302,-0.00042250399260001213,-0.0028989144319373846,-0.000300731627717546,-0.34163450049701277,0.5695534463712681,94.09613112567246,0.4005667657623553,0.6601226679549844,0.6601226679549844,True,True,True,450NM_ONLY_NOT_RECOVERABLE,H1B2,H1B2_H1B2_D_A_DIRECTION_J1_CONTRAST_H550_Px,H1B2_H1B2_D_A_DIRECTION_J1_CONTRAST_H550_Py,,,True,False,True,False,UNASSIGNED,450NM_ONLY,True,,,,,,,,,
HISTORICAL_720da7391bb2,720da7391bb20e36e89b234dfe14ef2f052df8a2ce7c1c71b94ae08884cfa45e,111.0,109.0,101.0,201.00995000248122,0.5700884449988864,550.0,450.0,0.5724960314070469,0.48546896218590574,0.03241948337422513,-0.0030568611263761007,0.03242555892644726,-0.003119461478151222,-0.3457953951701208,0.9278279038935241,40.297497908740894,0.6355533080613014,0.5634318192226787,0.5634318192226787,True,True,True,450NM_ONLY_NOT_RECOVERABLE,H1B2,H1B2_H1B2_E_INTERIOR_PROJECTOR_CONTROL_H550_Px,H1B2_H1B2_E_INTERIOR_PROJECTOR_CONTROL_H550_Py,,,True,False,True,False,UNASSIGNED,450NM_ONLY,True,,,,,,,,,
HISTORICAL_15559d20712a,15559d20712a7b2b8369baf8680a8a8c572a19111cb2e60905279acedf0362f7,112.0,112.0,102.0,186.1316738225926,-2.1552756207914943,550.0,450.0,-0.4324790625744898,0.8725098476075125,0.026040745348021272,-0.022667554031258207,0.025913038152622053,-0.02253372245229996,0.2109533076679691,0.37862318627268704,116.36634608542369,0.16708071541745373,0.9483115737373942,0.9483115737373942,True,True,True,450NM_ONLY_NOT_RECOVERABLE,H1B3,H1B3_H1B3_F1_CONSERVATIVE_FORWARD_H550_Px,H1B3_H1B3_F1_CONSERVATIVE_FORWARD_H550_Py,,,True,False,True,False,UNASSIGNED,450NM_ONLY,True,,,,,,,,,
HISTORICAL_b2a64e2a6da2,b2a64e2a6da23fea3d392927867e71124c033f67fb60ebad04b8e30349e8cda2,112.0,112.0,102.0,184.13310403075272,-2.1786800752766027,550.0,450.0,-0.4597135305638147,0.8534658461602663,0.025660388572874684,-0.02144115351478465,0.025511444235576348,-0.02130698403146347,0.2009480542628081,0.38848296094638257,118.30882179745379,0.1707654777821731,0.9397404807455068,0.9397404807455068,True,True,True,450NM_ONLY_NOT_RECOVERABLE,H1B3,H1B3_H1B3_F2_FULL_FORWARD_H550_Px,H1B3_H1B3_F2_FULL_FORWARD_H550_Py,,,True,False,True,False,UNASSIGNED,450NM_ONLY,True,,,,,,,,,
HISTORICAL_cb8c360689f9,cb8c360689f9e8707a009df5401f186561937eaa51338008ff4b330b891cdec3,111.0,112.0,102.0,186.1316738225926,-2.1552756207914943,550.0,450.0,-0.37808586771010555,0.8968462246987537,0.02622010276149658,-0.019355219418567354,0.02606549612560523,-0.01909282200384937,0.2159688480073616,0.3122239231354392,112.85895910100487,0.13372697948148482,0.9472820741185112,0.9472820741185112,True,True,True,450NM_ONLY_NOT_RECOVERABLE,H1B3,H1B3_H1B3_F3_FORWARD_PLUS_PROJECTOR_COMPENSATION_H550_Px,H1B3_H1B3_F3_FORWARD_PLUS_PROJECTOR_COMPENSATION_H550_Py,,,True,False,True,False,UNASSIGNED,450NM_ONLY,True,,,,,,,,,
HISTORICAL_71bc42ab4009,71bc42ab40098127a0dcd322a68f0f251cc298bcd9c0d71497e99c2983c6423d,112.0,112.0,102.0,189.12958520548815,-2.1210963966614536,550.0,450.0,-0.39802829104385573,0.8886910716573494,0.024913333759303043,-0.02060378038248698,0.02481059247473893,-0.020505067523532056,0.22984833896582302,0.38992480626853854,114.12672474848699,0.17915648830435627,0.9481983413147803,0.9481983413147803,True,True,True,450NM_ONLY_NOT_RECOVERABLE,H1B3,H1B3_H1B3_F4_PROJECTOR_ROBUST_LOCAL_NEIGHBOR_H550_Px,H1B3_H1B3_F4_PROJECTOR_ROBUST_LOCAL_NEIGHBOR_H550_Py,,,True,False,True,False,UNASSIGNED,450NM_ONLY,True,,,,,,,,,
GLOBAL_001,a8253518a60f78dae8560385cbc5c98ed8ddd91a001c8bbbe19053efb2a3acd6,102.0,100.0,94.0,180.22485955050706,-2.8624052261117474,550.0,450.0,0.4872862331012687,0.8281113847875579,0.017760365274839825,-0.015694846136276575,0.017493467926782556,-0.01577483099729996,0.3883207518638018,0.874798111905654,59.5261343272486,0.49836041683896115,0.9232163385847907,0.920198853494796,True,True,True,INCOMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_001_Px,H1C1A_GLOBAL_001_Py,H1C1A_GLOBAL_001_Px_attempt_001,H1C1A_GLOBAL_001_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.000561758769937132,0.0005548667130987456,0.9160647429217654,1.3566125854456725,True,0.9237712052978894,0.9166265016917027,NONE,False
GLOBAL_001,a8253518a60f78dae8560385cbc5c98ed8ddd91a001c8bbbe19053efb2a3acd6,102.0,100.0,94.0,180.22485955050706,-2.8624052261117474,550.0,450.5,0.5409239236375729,0.8036977375077442,0.028856717198923347,-0.017644788620358745,0.028927765331546403,-0.018049445155898982,0.4613496867142865,0.8436515238934388,56.05771202322245,0.49688257122868573,0.9385287444385337,0.9327134092040472,True,True,True,INCOMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_001_Px,H1C1A_GLOBAL_001_Py,H1C1A_GLOBAL_001_Px_attempt_001,H1C1A_GLOBAL_001_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.00114404869295578,0.001162598077512823,0.9245914271990917,1.3658062887569724,True,0.9396913425160465,0.925735475892048,NONE,False
GLOBAL_001,a8253518a60f78dae8560385cbc5c98ed8ddd91a001c8bbbe19053efb2a3acd6,102.0,100.0,94.0,180.22485955050706,-2.8624052261117474,550.0,451.0,0.5782987197083806,0.8029623047881441,0.031183653337197647,-0.01010208458147299,0.031527251470502844,-0.010132497617344974,0.5242942875511765,0.8349525609329059,54.23831909221224,0.4987261854817785,0.9791778721270407,0.976689629267925,True,True,True,INCOMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_001_Px,H1C1A_GLOBAL_001_Py,H1C1A_GLOBAL_001_Px_attempt_001,H1C1A_GLOBAL_001_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0010744723483457523,0.0010966350932498253,0.9720302789672137,1.3976334492762579,True,0.9802745072202902,0.9731047513155598,NONE,False
GLOBAL_001,a8253518a60f78dae8560385cbc5c98ed8ddd91a001c8bbbe19053efb2a3acd6,102.0,100.0,94.0,180.22485955050706,-2.8624052261117474,550.0,451.5,0.5837681495490623,0.7758784925774366,0.021173144762696102,-0.01762971720823371,0.021126493158634657,-0.017425455849669428,0.5563689498372505,0.8120457726970032,53.04233073342465,0.5072393028263362,0.9427726876721716,0.9566232585914922,True,True,True,INCOMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_001_Px,H1C1A_GLOBAL_001_Py,H1C1A_GLOBAL_001_Px_attempt_001,H1C1A_GLOBAL_001_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0007591089879843771,0.0007499752247506155,0.968964745298078,1.3832015461179128,True,0.943522662896922,0.9697238542860623,NONE,False
GLOBAL_001,a8253518a60f78dae8560385cbc5c98ed8ddd91a001c8bbbe19053efb2a3acd6,102.0,100.0,94.0,180.22485955050706,-2.8624052261117474,550.0,452.0,0.6220312849119869,0.6893640966351345,0.033508440656437495,-0.05315212512687285,0.033289570375861915,-0.053349563576109545,0.605150840394561,0.7528798563352299,47.93923650086532,0.5218492837226869,0.8621457771388326,0.9015418651373659,True,True,True,INCOMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_001_Px,H1C1A_GLOBAL_001_Py,H1C1A_GLOBAL_001_Px_attempt_001,H1C1A_GLOBAL_001_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.003947964000728742,0.003954371429570818,0.9330356177055998,1.3427895331267412,True,0.8661001485684032,0.9369835817063287,NONE,False
GLOBAL_001,a8253518a60f78dae8560385cbc5c98ed8ddd91a001c8bbbe19053efb2a3acd6,102.0,100.0,94.0,180.22485955050706,-2.8624052261117474,550.0,452.5,0.7636791515257886,0.5687386854466826,0.10855300341139097,-0.10112366049383344,0.10868249155693001,-0.10136394025942934,0.7081342833435587,0.699003748936578,36.676349842015725,0.5328435244409198,0.9066695387987691,0.9704131123449501,True,True,True,INCOMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_001_Px,H1C1A_GLOBAL_001_Py,H1C1A_GLOBAL_001_Px_attempt_001,H1C1A_GLOBAL_001_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.02200974926130555,0.022086532355939322,0.990060404273886,1.3931353935242259,True,0.9287560711547085,1.0120701535351917,NONE,False
GLOBAL_001,a8253518a60f78dae8560385cbc5c98ed8ddd91a001c8bbbe19053efb2a3acd6,102.0,100.0,94.0,180.22485955050706,-2.8624052261117474,550.0,453.0,0.2736182022504821,0.6352010595444311,-0.20491754678233218,-0.10582387387186626,-0.20452789988823464,-0.10564768869600706,0.5623641271951805,0.6460951835740177,66.69563211843615,0.6371270886559788,0.47834730664915354,0.6591113468313664,True,True,True,INCOMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_001_Px,H1C1A_GLOBAL_001_Py,H1C1A_GLOBAL_001_Px_attempt_001,H1C1A_GLOBAL_001_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.053189893260537954,0.05299309595950014,0.7336923977935408,1.1481387954697517,True,0.531340402608654,0.7868822910540788,NONE,False
GLOBAL_001,a8253518a60f78dae8560385cbc5c98ed8ddd91a001c8bbbe19053efb2a3acd6,102.0,100.0,94.0,180.22485955050706,-2.8624052261117474,550.0,453.5,0.6526652287728991,0.7859736482860231,-0.011701469082110264,0.03421730239225567,-0.011890164252956715,0.03431970140770754,0.6833899312296893,0.7186106591726659,50.294074034862035,0.4857924179294564,1.043726476649222,1.0148882601521372,True,True,True,INCOMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_001_Px,H1C1A_GLOBAL_001_Py,H1C1A_GLOBAL_001_Px_attempt_001,H1C1A_GLOBAL_001_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.001307748161682648,0.0013192179106764927,0.9834230775826928,1.4247022567204255,True,1.0450456945598985,0.9847308257443756,NONE,False
GLOBAL_001,a8253518a60f78dae8560385cbc5c98ed8ddd91a001c8bbbe19053efb2a3acd6,102.0,100.0,94.0,180.22485955050706,-2.8624052261117474,550.0,454.0,0.6644380009109286,0.75576022686023,-0.020692442540567055,0.030657984953970537,-0.020800648030509204,0.030378142433182174,0.7131448003629945,0.6703171357272819,48.67919367712523,0.4868170409526308,1.012651377558338,0.9866377670043261,True,True,True,INCOMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_001_Px,H1C1A_GLOBAL_001_Py,H1C1A_GLOBAL_001_Px_attempt_001,H1C1A_GLOBAL_001_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.001368089219732553,0.00135549849617983,0.9579005687344028,1.4047332608038625,True,1.0140068760545173,0.959268657954135,NONE,False
GLOBAL_002,19fafaf7076b7795bfc41398f050ee9e79fedd2a373640761e553da9bb6096f2,108.0,107.0,100.0,195.0,0.0,550.0,450.0,0.12684493032453958,1.0011352702378458,-1.870017182419936e-09,5.146612674490093e-09,1.094707825298414e-08,-3.0202591990190596e-09,0.33935009666958205,0.1453958335009933,82.77903799708776,0.11804206264777628,1.0183614656632418,0.5773299510861726,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_002_Px,H1C1A_GLOBAL_002_Py,H1C1A_GLOBAL_002_Px_attempt_001,H1C1A_GLOBAL_002_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,2.998458628376786e-17,1.2896048790621755e-16,0.13629843650910325,1.074551023531384,True,1.0183614656632418,0.1362984365091033,NONE,False
GLOBAL_002,19fafaf7076b7795bfc41398f050ee9e79fedd2a373640761e553da9bb6096f2,108.0,107.0,100.0,195.0,0.0,550.0,450.5,0.2869829762179861,0.9333836614952589,5.389743619618046e-09,6.381186037429472e-09,5.134630171558822e-09,-5.708078598924438e-09,0.28214165351851606,0.06643279036511479,72.90915971888506,0.08097409885597051,0.9535642881852291,0.5187907582355434,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_002_Px,H1C1A_GLOBAL_002_Py,H1C1A_GLOBAL_002_Px_attempt_001,H1C1A_GLOBAL_002_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,6.976887152949828e-17,5.894658829018135e-17,0.08401722828585764,1.018617453449079,True,0.9535642881852291,0.0840172282858577,NONE,False
GLOBAL_002,19fafaf7076b7795bfc41398f050ee9e79fedd2a373640761e553da9bb6096f2,108.0,107.0,100.0,195.0,0.0,550.0,451.0,0.6269322377469425,0.5545883210942854,5.783390260707157e-09,-3.602841234282966e-09,-2.0527667992092926e-09,-9.044432267419684e-09,0.17540851690378795,0.027225438673227215,41.49618219008971,0.04303844051156913,0.700612236620567,0.36606080446695166,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_002_Px,H1C1A_GLOBAL_002_Py,H1C1A_GLOBAL_002_Px_attempt_001,H1C1A_GLOBAL_002_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,4.642806786709201e-17,8.601560657187832e-17,0.03150937231333611,0.8556410514543485,True,0.7006122366205672,0.031509372313336156,NONE,False
GLOBAL_002,19fafaf7076b7795bfc41398f050ee9e79fedd2a373640761e553da9bb6096f2,108.0,107.0,100.0,195.0,0.0,550.0,451.5,-0.2509806820254051,0.2222997016236094,1.030412963213406e-09,-3.3898732852166246e-09,-3.740505010057309e-09,6.555791437277777e-09,0.017697898403370747,0.002428702080981425,138.46790609766356,0.002830844216191175,0.11240846009188327,0.05636378714678876,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_002_Px,H1C1A_GLOBAL_002_Py,H1C1A_GLOBAL_002_Px_attempt_001,H1C1A_GLOBAL_002_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,1.2552991764583582e-17,5.696977909934845e-17,0.0003191142016941964,0.33574927296060897,True,0.11240846009188331,0.0003191142016942091,NONE,False
GLOBAL_002,19fafaf7076b7795bfc41398f050ee9e79fedd2a373640761e553da9bb6096f2,108.0,107.0,100.0,195.0,0.0,550.0,452.0,-0.19289951892287555,0.7979700671389346,-3.962227031267016e-09,3.835743771558546e-09,8.72709732802848e-10,2.0740346923340888e-09,-0.08992713793554992,0.014842003986773612,103.58984124146696,0.012175723760556534,0.6739664524503927,0.3411368138350077,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_002_Px,H1C1A_GLOBAL_002_Py,H1C1A_GLOBAL_002_Px_attempt_001,H1C1A_GLOBAL_002_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,3.0412173328353206e-17,5.063242182734177e-18,0.008307175219622827,0.8259985639636521,True,0.6739664524503926,0.008307175219622856,NONE,False
