wavelength_nm,order_n,u_x,reflected_fraction,absolute_efficiency
449,3,0.5428044854256417,0.00037532149481616365,0.00012739358245498583
449,4,0.7237393139008557,0.006575070881093796,0.0022317449067186376
449,5,0.9046741423760697,0.08851096131064058,0.030042852870497388
450,-5,-0.9066890068357044,0.38037029479087003,0.09915277234950268
450,-4,-0.7253512054685635,0.0440965115048443,0.011494828661767518
450,-3,-0.5440134041014226,0.036733637247964634,0.009575516336309008
450,-2,-0.36267560273428173,0.013856958910067886,0.003612153501686517
450,-1,-0.18133780136714087,0.018178729167823968,0.004738728074892189
450,0,0.0,0.2242160440789939,0.058447367420985476
450,1,0.18133780136714087,0.059514988272347295,0.015514029787199396
450,2,0.36267560273428173,0.10983121431404191,0.028630178378511565
450,3,0.5440134041014226,0.0015565833425578983,0.00040576132237804763
450,4,0.7253512054685635,0.010027705230976134,0.002613965358418833
450,5,0.9066890068357044,0.10161733313951204,0.026489030393620147
451,-5,-0.9087038712953394,0.3651388772909737,0.0923780149436606
451,-4,-0.7269630970362714,0.04690449882868984,0.01186656574580187
451,-3,-0.5452223227772036,0.033725552290567576,0.0085323688252417
451,-2,-0.3634815485181357,0.01478550298088064,0.0037406463684470947
451,-1,-0.18174077425906784,0.017092882847073654,0.004324400071534763
451,0,0.0,0.2160685763708379,0.054664094727264335
451,1,0.18174077425906784,0.06321943032211937,0.015994148643811972
451,2,0.3634815485181357,0.12028076807939478,0.03043033563971573
451,3,0.5452223227772036,0.0016740954546843603,0.00042353642558501966
451,4,0.7269630970362714,0.012633742511736323,0.0031962634688540974
451,5,0.9087038712953394,0.10847607302304187,0.027443816361320383
452,-5,-0.9107187357549742,0.35030248890316423,0.08693154775101164
452,-4,-0.7285749886039793,0.050734680071356224,0.012590388030256337
452,-3,-0.5464312414529845,0.02988300919759292,0.007415808689051548
452,-2,-0.36428749430198964,0.01606669968462483,0.003987134305577898
452,-1,-0.18214374715099482,0.01707355958597706,0.004236998044391287
452,0,0.0,0.21335721913244554,0.05294702113339083
452,1,0.18214374715099482,0.06366801203887443,0.01579994149085077
452,2,0.36428749430198964,0.12880202691719292,0.031963688263928584
452,3,0.5464312414529845,0.0018926927544450664,0.0004696932387669051
452,4,0.7285749886039793,0.013851919196417269,0.003437511331526327
452,5,0.9107187357549742,0.1143676925179095,0.0283816439741084
453,-5,-0.9127336002146094,0.33632091947416193,0.08188374890162077
453,-4,-0.7301868801716874,0.05424942434326479,0.013208058089061683
453,-3,-0.5476401601287656,0.02639313020821447,0.006425911448137703
453,-2,-0.3650934400858437,0.017668401539091612,0.004301709680688285
453,-1,-0.18254672004292186,0.017132277820436376,0.004171180125681104
453,0,0.0,0.2123313590975226,0.051696123213106106
453,1,0.18254672004292186,0.06297621619568484,0.0153327621778752
453,2,0.3650934400858437,0.13651427631263924,0.03323700690563023
453,3,0.5476401601287656,0.002365082718509024,0.00057582454209731
453,4,0.7301868801716874,0.014495708994978885,0.003529257107621002
453,5,0.9127336002146094,0.11955320329549622,0.02910750985796147
454,-5,-0.914748464674244,0.3233155384074085,0.07712464668368155
454,-4,-0.7317987717393951,0.05717623532671738,0.013638988617736861
454,-3,-0.5488490788045464,0.023465763806485917,0.00559759283965326
454,-2,-0.36589938586969756,0.01965965031765619,0.004689671248535384
454,-1,-0.18294969293484878,0.017194754863922822,0.004101687782235508
454,0,0.0,0.21193239167579403,0.05055498077616888
454,1,0.18294969293484878,0.061791433433347386,0.014739911651323047
454,2,0.36589938586969756,0.14335700846671137,0.034196805640972903
454,3,0.5488490788045464,0.0031044301378524053,0.0007405399651232886
454,4,0.7317987717393951,0.014835277353768696,0.0035388510246051794
454,5,0.914748464674244,0.1241675162103352,0.02961928728969795
455,-5,-0.9167633291338791,0.31148474483207306,0.07270760760469089
455,-4,-0.7334106633071032,0.05950593987248171,0.01389003666529236
455,-3,-0.5500579974803275,0.021140851330609806,0.004934754425305044
455,-2,-0.3667053316535516,0.02212812390197553,0.00516520624648952
455,-1,-0.1833526658267758,0.01735454747968436,0.004050945188311326
455,0,0.0,0.2116566811303104,0.04940547225460527
455,1,0.1833526658267758,0.06039984396841363,0.014098694165608413
455,2,0.3667053316535516,0.14909485791870203,0.03480212307435583
455,3,0.5500579974803275,0.004085677544210793,0.0009536898503454019
455,4,0.7334106633071032,0.014913519992273588,0.0034811539813531488
455,5,0.9167633291338791,0.1282352120292652,0.029933008380088433
