case_type,candidate_physics_claim,wavelength_nm,grating_order_n,u_x,absolute_power,normalized_efficiency
blank_calibration,false,448.00000000000006,-1,-0.2574712643678161,5.198375023298536e-18,5.201896827644572e-18
blank_calibration,false,448.00000000000006,0,0.0,0.9993229768942514,1.0
blank_calibration,false,448.00000000000006,1,0.2574712643678161,2.804571621864318e-18,2.8064716680292025e-18
blank_calibration,false,448.00000000000006,2,0.5149425287356322,2.011634738090251e-18,2.0129975839664126e-18
blank_calibration,false,448.00000000000006,3,0.7724137931034484,1.1540976728633842e-18,1.1548795530051253e-18
blank_calibration,false,449.0,-3,-0.7741379310344828,6.30143770544092e-19,6.305615190929856e-19
blank_calibration,false,449.0,-2,-0.5160919540229885,5.282057873969119e-18,5.2855595701139815e-18
blank_calibration,false,449.0,-1,-0.25804597701149423,5.194334968916816e-18,5.1977785098945505e-18
blank_calibration,false,449.0,0,0.0,0.9993374975537762,1.0
blank_calibration,false,449.0,1,0.25804597701149423,2.6433267003317043e-18,2.6450790716871525e-18
blank_calibration,false,449.0,2,0.5160919540229885,1.986261023349055e-18,1.987577798502623e-18
blank_calibration,false,449.0,3,0.7741379310344828,1.192545541592416e-18,1.1933361296975077e-18
blank_calibration,false,450.0,-3,-0.7758620689655172,6.566465604612739e-19,6.570716766251561e-19
blank_calibration,false,450.0,-2,-0.5172413793103449,5.204502252842381e-18,5.207871672810241e-18
blank_calibration,false,450.0,-1,-0.25862068965517243,5.181782100001102e-18,5.1851368108319614e-18
blank_calibration,false,450.0,0,0.0,0.9993530140180966,1.0
blank_calibration,false,450.0,1,0.25862068965517243,2.498870315928335e-18,2.5004880966748e-18
blank_calibration,false,450.0,2,0.5172413793103449,1.9616993723252344e-18,1.9629693860008826e-18
blank_calibration,false,450.0,3,0.7758620689655172,1.2304454640989109e-18,1.2312420604523534e-18
blank_calibration,false,450.9999999999999,-3,-0.7775862068965518,6.911022373912106e-19,6.915383206776879e-19
blank_calibration,false,450.9999999999999,-2,-0.5183908045977011,5.126900007805732e-18,5.1301350652022805e-18
blank_calibration,false,450.9999999999999,-1,-0.2591954022988506,5.160547846937598e-18,5.163804136012295e-18
blank_calibration,false,450.9999999999999,0,0.0,0.999369401125812,1.0
blank_calibration,false,450.9999999999999,1,0.2591954022988506,2.373620197518104e-18,2.3751179442197928e-18
blank_calibration,false,450.9999999999999,2,0.5183908045977011,1.938075796505168e-18,1.93929871609225e-18
blank_calibration,false,450.9999999999999,3,0.7775862068965518,1.2673364807521218e-18,1.2681361659907126e-18
blank_calibration,false,451.99999999999994,-3,-0.7793103448275862,7.334560229096725e-19,7.339062450032805e-19
blank_calibration,false,451.99999999999994,-2,-0.5195402298850574,5.0499386417110085e-18,5.053038478479468e-18
blank_calibration,false,451.99999999999994,-1,-0.2597701149425287,5.13065549684562e-18,5.133804880567643e-18
blank_calibration,false,451.99999999999994,0,0.0,0.999386540042855,0.9999999999999999
blank_calibration,false,451.99999999999994,1,0.2597701149425287,2.269682615885472e-18,2.271075829966796e-18
blank_calibration,false,451.99999999999994,2,0.5195402298850574,1.9155552050815227e-18,1.9167310428249122e-18
blank_calibration,false,451.99999999999994,3,0.7793103448275862,1.3028070160510231e-18,1.3036067265776432e-18
blank_calibration,false,453.00000000000006,-3,-0.7810344827586206,7.835461508153504e-19,7.840131728352441e-19
blank_calibration,false,453.00000000000006,-2,-0.5206896551724137,4.974304293581841e-18,4.9772691599605954e-18
blank_calibration,false,453.00000000000006,-1,-0.26034482758620686,5.092311712233058e-18,5.095346915327734e-18
blank_calibration,false,453.00000000000006,0,0.0,0.9994043186567837,1.0
blank_calibration,false,453.00000000000006,1,0.26034482758620686,2.1888329999365467e-18,2.190137624058274e-18
blank_calibration,false,453.00000000000006,2,0.5206896551724137,1.8943314730773533e-18,1.8954605635718753e-18
blank_calibration,false,453.00000000000006,3,0.7810344827586206,1.3364960525200788e-18,1.3372926528037743e-18
blank_calibration,false,453.9999999999999,-3,-0.7827586206896551,8.411058367018511e-19,8.4159174494372e-19
blank_calibration,false,453.9999999999999,-2,-0.52183908045977,4.9006655115714096e-18,4.903496634194519e-18
blank_calibration,false,453.9999999999999,-1,-0.260919540229885,5.045897409822482e-18,5.0488124331549465e-18
blank_calibration,false,453.9999999999999,0,0.0,0.9994226318820398,1.0
blank_calibration,false,453.9999999999999,1,0.260919540229885,2.1325010164735985e-18,2.133732965860327e-18
blank_calibration,false,453.9999999999999,2,0.52183908045977,1.874619068464451e-18,1.875702039020574e-18
blank_calibration,false,453.9999999999999,3,0.7827586206896551,1.3680935375011426e-18,1.3688838874149252e-18
blank_calibration,false,455.00000000000006,-3,-0.7844827586206898,9.057667592611056e-19,9.062730197914268e-19
blank_calibration,false,455.00000000000006,-2,-0.5229885057471265,4.8296576899428144e-18,4.832357132198098e-18
blank_calibration,false,455.00000000000006,-1,-0.26149425287356326,4.991954819672021e-18,4.994744974718568e-18
blank_calibration,false,455.00000000000006,0,0.0,0.9994413818802222,1.0
blank_calibration,false,455.00000000000006,1,0.26149425287356326,2.1017604315779066e-18,2.102935169268178e-18
blank_calibration,false,455.00000000000006,2,0.5229885057471265,1.8566440714354448e-18,1.8576818061531436e-18
blank_calibration,false,455.00000000000006,3,0.7844827586206898,1.3973412031980155e-18,1.39812221960355e-18
