wavelength_nm,interval,lower_monitor,upper_monitor,lower_z_nm,upper_z_nm,F_lower,F_upper,signed_difference,absolute_difference,relative_difference,raw_power_difference_W,sourcepower_normalized_difference,monitor_T_difference
446.99999999999994,source_slab,N1_DIAG_PML_LOWER,N1_DIAG_LOWER_OUTSIDE,-500.0,-110.0,-0.22184154363876787,0.7770209576164954,0.9988625012552632,0.9988625012552632,4.5025944413808485,9.396756833770448e-16,0.9988625012552632,0.9988625012552632
446.99999999999994,lower_fixed_mesh_transition,N1_DIAG_LOWER_OUTSIDE,N1_DIAG_LOWER_INSIDE,-110.0,-90.0,0.7770209576164954,0.7769869049210602,-3.405269543521605e-05,3.405269543521605e-05,-4.3824680790685984e-05,-3.203492954609392e-20,-3.405269543521605e-05,-3.405269543521605e-05
446.99999999999994,structure_bearing_interval,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,-90.0,590.0,0.7769869049210602,0.7689568752311058,-0.008030029689954366,0.008030029689954366,-0.010334832722528569,-7.55421654828697e-18,-0.008030029689954366,-0.008030029689954366
446.99999999999994,upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,590.0,610.0,0.7689568752311058,0.7689329899479792,-2.3885283126579004e-05,2.3885283126579004e-05,-3.106192804297434e-05,-2.2469979317839387e-20,-2.3885283126579004e-05,-2.3885283126579004e-05
446.99999999999994,upper_automatic_to_pml_front,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,610.0,1100.0,0.7689329899479792,0.768629125704526,-0.0003038642434531891,0.0003038642434531891,-0.0003951764944741758,-2.858590048799792e-19,-0.0003038642434531891,-0.0003038642434531891
448.00000000000006,source_slab,N1_DIAG_PML_LOWER,N1_DIAG_LOWER_OUTSIDE,-500.0,-110.0,-0.23816928966782958,0.7610901665375193,0.9992594562053488,0.9992594562053488,4.195584819516395,9.401123473193494e-16,0.9992594562053488,0.9992594562053488
448.00000000000006,lower_fixed_mesh_transition,N1_DIAG_LOWER_OUTSIDE,N1_DIAG_LOWER_INSIDE,-110.0,-90.0,0.7610901665375193,0.7611672413498728,7.707481235352809e-05,7.707481235352809e-05,0.00010126896357651016,7.251268157730172e-20,7.707481235363911e-05,7.707481235352809e-05
448.00000000000006,structure_bearing_interval,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,-90.0,590.0,0.7611672413498728,0.7788113659767343,0.01764412462686149,0.01764412462686149,0.02318035205452479,1.6599752262884937e-17,0.01764412462686149,0.01764412462686149
448.00000000000006,upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,590.0,610.0,0.7788113659767343,0.7788363522353641,2.498625862978887e-05,2.498625862978887e-05,3.208255518774144e-05,2.3507298435199686e-20,2.498625862978887e-05,2.498625862978887e-05
448.00000000000006,upper_automatic_to_pml_front,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,610.0,1100.0,0.7788363522353641,0.7791692465442472,0.0003328943088831693,0.0003328943088831693,0.0004274252324351814,3.1318998103037685e-19,0.0003328943088831693,0.0003328943088831693
449.0,source_slab,N1_DIAG_PML_LOWER,N1_DIAG_LOWER_OUTSIDE,-500.0,-110.0,-0.3040018041905145,0.6957386711343794,0.9997404753248939,0.9997404753248939,3.288600467312911,9.406277343359898e-16,0.999740475324894,0.9997404753248939
449.0,lower_fixed_mesh_transition,N1_DIAG_LOWER_OUTSIDE,N1_DIAG_LOWER_INSIDE,-110.0,-90.0,0.6957386711343794,0.6958621318983009,0.0001234607639215568,0.0001234607639215568,0.00017745278370146945,1.1616076523175132e-19,0.00012346076392144578,0.0001234607639215568
449.0,structure_bearing_interval,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,-90.0,590.0,0.6958621318983009,0.7472039418737549,0.05134180997545401,0.05134180997545401,0.07378158348032873,4.8306067010266776e-17,0.05134180997545412,0.05134180997545401
449.0,upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,590.0,610.0,0.7472039418737549,0.7471925707201997,-1.1371153555206348e-05,1.1371153555206348e-05,-1.5218272974699564e-05,-1.0698799007832458e-20,-1.137115355531737e-05,-1.1371153555206348e-05
449.0,upper_automatic_to_pml_front,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,610.0,1100.0,0.7471925707201997,0.7469237228609715,-0.0002688478592282051,0.0002688478592282051,-0.0003598106696498194,-2.5295139983674843e-19,-0.0002688478592282051,-0.0002688478592282051
450.0,source_slab,N1_DIAG_PML_LOWER,N1_DIAG_LOWER_OUTSIDE,-500.0,-110.0,-0.2663127555269014,0.7332236395997378,0.9995363951266392,0.9995363951266392,3.753242660679359,9.404981310464466e-16,0.9995363951266392,0.9995363951266392
450.0,lower_fixed_mesh_transition,N1_DIAG_LOWER_OUTSIDE,N1_DIAG_LOWER_INSIDE,-110.0,-90.0,0.7332236395997378,0.7332512459691101,2.7606369372268347e-05,2.7606369372268347e-05,3.7650681021875524e-05,2.597578129844814e-20,2.7606369372268347e-05,2.7606369372268347e-05
450.0,structure_bearing_interval,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,-90.0,590.0,0.7332512459691101,0.7351521913573879,0.001900945388277786,0.001900945388277786,0.0025924884529386367,1.788664818623246e-18,0.001900945388277675,0.001900945388277786
450.0,upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,590.0,610.0,0.7351521913573879,0.7351751071064471,2.2915749059215784e-05,2.2915749059215784e-05,3.1171435423329225e-05,2.1562215509899864e-20,2.2915749059215784e-05,2.2915749059215784e-05
450.0,upper_automatic_to_pml_front,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,610.0,1100.0,0.7351751071064471,0.7355416505276317,0.00036654342118458416,0.00036654342118458416,0.0004985797501050478,3.448932967847451e-19,0.0003665434211846952,0.00036654342118458416
450.9999999999999,source_slab,N1_DIAG_PML_LOWER,N1_DIAG_LOWER_OUTSIDE,-500.0,-110.0,-0.2566261127357411,0.7425535349125371,0.9991796476482782,0.9991796476482782,3.8935229037941914,9.402244296705576e-16,0.9991796476482782,0.9991796476482782
450.9999999999999,lower_fixed_mesh_transition,N1_DIAG_LOWER_OUTSIDE,N1_DIAG_LOWER_INSIDE,-110.0,-90.0,0.7425535349125371,0.7425346007192457,-1.8934193291353374e-05,1.8934193291353374e-05,-2.549875854214817e-05,-1.7817007312333253e-20,-1.893419329113133e-05,-1.8934193291353374e-05
450.9999999999999,structure_bearing_interval,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,-90.0,590.0,0.7425346007192457,0.7388792181578391,-0.003655382561406628,0.003655382561406628,-0.0049228447507575985,-3.4397017514472907e-18,-0.003655382561406628,-0.003655382561406628
450.9999999999999,upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,590.0,610.0,0.7388792181578391,0.7388619842826455,-1.7233875193589654e-05,1.7233875193589654e-05,-2.3324346889274886e-05,-1.6217014140606884e-20,-1.7233875193589654e-05,-1.7233875193589654e-05
450.9999999999999,upper_automatic_to_pml_front,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,610.0,1100.0,0.7388619842826455,0.7385254621307853,-0.00033652215186019685,0.00033652215186019685,-0.00045546009812228084,-3.1666612610562996e-19,-0.00033652215186030787,-0.00033652215186019685
451.99999999999994,source_slab,N1_DIAG_PML_LOWER,N1_DIAG_LOWER_OUTSIDE,-500.0,-110.0,-0.2443697360180431,0.7554985830993923,0.9998683191174355,0.9998683191174355,4.0916208995847585,9.409340745005863e-16,0.9998683191174353,0.9998683191174355
451.99999999999994,lower_fixed_mesh_transition,N1_DIAG_LOWER_OUTSIDE,N1_DIAG_LOWER_INSIDE,-110.0,-90.0,0.7554985830993923,0.7555064025115173,7.819412125020797e-06,7.819412125020797e-06,1.0350002369219647e-05,7.358520287309902e-21,7.819412124909775e-06,7.819412125020797e-06
451.99999999999994,structure_bearing_interval,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,-90.0,590.0,0.7555064025115173,0.7572814098308296,0.0017750073193122384,0.0017750073193122384,0.0023494272363696867,1.670384826977082e-18,0.0017750073193122384,0.0017750073193122384
451.99999999999994,upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,590.0,610.0,0.7572814098308296,0.7572916078400274,1.0198009197770475e-05,1.0198009197770475e-05,1.3466604442394309e-05,9.596918076881517e-21,1.0198009197770475e-05,1.0198009197770475e-05
451.99999999999994,upper_automatic_to_pml_front,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,610.0,1100.0,0.7572916078400274,0.7575653469729652,0.0002737391329378225,0.0002737391329378225,0.00036147123525981026,2.5760439928021736e-19,0.0002737391329379335,0.0002737391329378225
453.00000000000006,source_slab,N1_DIAG_PML_LOWER,N1_DIAG_LOWER_OUTSIDE,-500.0,-110.0,-0.242022891719873,0.7573963321373786,0.9994192238572516,0.9994192238572516,4.129440883691363,9.405726235737956e-16,0.9994192238572516,0.9994192238572516
453.00000000000006,lower_fixed_mesh_transition,N1_DIAG_LOWER_OUTSIDE,N1_DIAG_LOWER_INSIDE,-110.0,-90.0,0.7573963321373786,0.7573879308393686,-8.401298009941272e-06,8.401298009941272e-06,-1.1092340500557667e-05,-7.906622888689104e-21,-8.401298010052294e-06,-8.401298009941272e-06
453.00000000000006,structure_bearing_interval,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,-90.0,590.0,0.7573879308393686,0.7525668128362224,-0.004821118003146219,0.004821118003146219,-0.006365453959377537,-4.537246733434644e-18,-0.004821118003146219,-0.004821118003146219
453.00000000000006,upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,590.0,610.0,0.7525668128362224,0.7525632969127721,-3.5159234502701864e-06,3.5159234502701864e-06,-4.671908713353456e-06,-3.3089030757921868e-21,-3.515923450159164e-06,-3.5159234502701864e-06
453.00000000000006,upper_automatic_to_pml_front,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,610.0,1100.0,0.7525632969127721,0.7523985429733444,-0.00016475393942771976,0.00016475393942771976,-0.00021892369732032788,-1.5505309619078974e-19,-0.0001647539394278308,-0.00016475393942771976
453.9999999999999,source_slab,N1_DIAG_PML_LOWER,N1_DIAG_LOWER_OUTSIDE,-500.0,-110.0,-0.2370516120791592,0.7629924044550733,1.0000440165342326,1.0000440165342326,4.218676294849602,9.412214372258062e-16,1.0000440165342326,1.0000440165342326
453.9999999999999,lower_fixed_mesh_transition,N1_DIAG_LOWER_OUTSIDE,N1_DIAG_LOWER_INSIDE,-110.0,-90.0,0.7629924044550733,0.762986980967759,-5.423487314359932e-06,5.423487314359932e-06,-7.10817995394511e-06,-5.104477843271646e-21,-5.423487314248909e-06,-5.423487314359932e-06
453.9999999999999,structure_bearing_interval,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,-90.0,590.0,0.762986980967759,0.765301921963904,0.002314940996145043,0.002314940996145043,0.003034050454188371,2.1787761893077944e-18,0.002314940996145043,0.002314940996145043
453.9999999999999,upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,590.0,610.0,0.765301921963904,0.7652942821791616,-7.639784742385913e-06,7.639784742385913e-06,-9.98270685480684e-06,-7.190412678271865e-21,-7.639784742385913e-06,-7.639784742385913e-06
453.9999999999999,upper_automatic_to_pml_front,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,610.0,1100.0,0.7652942821791616,0.7653060370323327,1.1754853171064283e-05,1.1754853171064283e-05,1.5359912447787472e-05,1.1063432822084413e-20,1.1754853171064283e-05,1.1754853171064283e-05
455.00000000000006,source_slab,N1_DIAG_PML_LOWER,N1_DIAG_LOWER_OUTSIDE,-500.0,-110.0,-0.2313680728124926,0.7685243441423668,0.9998924169548594,0.9998924169548594,4.321652528805049,9.411391556273632e-16,0.9998924169548593,0.9998924169548594
455.00000000000006,lower_fixed_mesh_transition,N1_DIAG_LOWER_OUTSIDE,N1_DIAG_LOWER_INSIDE,-110.0,-90.0,0.7685243441423668,0.7685305571875275,6.21304516068566e-06,6.21304516068566e-06,8.084383023180736e-06,5.847969218837053e-21,6.213045160796682e-06,6.21304516068566e-06
455.00000000000006,structure_bearing_interval,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,-90.0,590.0,0.7685305571875275,0.7639704877246586,-0.00456006946286891,0.00456006946286891,-0.0059334914145205775,-4.292121683407409e-18,-0.00456006946286891,-0.00456006946286891
455.00000000000006,upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,590.0,610.0,0.7639704877246586,0.763986015202453,1.552747779443031e-05,1.552747779443031e-05,2.0324708930414265e-05,1.4615089676358302e-20,1.552747779443031e-05,1.552747779443031e-05
455.00000000000006,upper_automatic_to_pml_front,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,610.0,1100.0,0.763986015202453,0.7641447312863922,0.0001587160839391366,0.0001587160839391366,0.00020774736812044593,1.4938999305321578e-19,0.0001587160839390256,0.0001587160839391366
