wavelength_nm,monitor,z_nm,signed_flux_monitor_T,raw_power_W,sourcepower_W,raw_over_sourcepower,monitor_minus_raw_over_sourcepower
450.0,N1_DIAG_UPPER_INSIDE,590.0,0.7351521913573879,6.917299513828336e-16,9.409343527979164e-16,0.7351521913573877,1.1102230246251565e-16
450.0,N1_DIAG_UPPER_OUTSIDE,610.0,0.7351751071064471,6.917515135983435e-16,9.409343527979164e-16,0.735175107106447,1.1102230246251565e-16
450.0,N1_DIAG_PML_UPPER,1100.0,0.7355416505276317,6.920964068951283e-16,9.409343527979164e-16,0.7355416505276317,0.0
450.9999999999999,N1_DIAG_PML_LOWER,-500.0,-0.2566261127357411,-2.414842426518977e-16,9.40996378262427e-16,-0.25662611273574115,5.551115123125783e-17
450.9999999999999,N1_DIAG_LOWER_OUTSIDE,-110.0,0.7425535349125371,6.987401870186599e-16,9.40996378262427e-16,0.742553534912537,1.1102230246251565e-16
450.9999999999999,N1_DIAG_LOWER_INSIDE,-90.0,0.7425346007192457,6.987223700113476e-16,9.40996378262427e-16,0.7425346007192458,-1.1102230246251565e-16
450.9999999999999,N1_DIAG_UPPER_INSIDE,590.0,0.7388792181578391,6.952826682599003e-16,9.40996378262427e-16,0.7388792181578392,-1.1102230246251565e-16
450.9999999999999,N1_DIAG_UPPER_OUTSIDE,610.0,0.7388619842826455,6.952664512457597e-16,9.40996378262427e-16,0.7388619842826456,-1.1102230246251565e-16
450.9999999999999,N1_DIAG_PML_UPPER,1100.0,0.7385254621307853,6.94949785119654e-16,9.40996378262427e-16,0.7385254621307853,0.0
451.99999999999994,N1_DIAG_PML_LOWER,-500.0,-0.2443697360180431,-2.2996609353424647e-16,9.410579938477607e-16,-0.24436973601804307,-2.7755575615628914e-17
451.99999999999994,N1_DIAG_LOWER_OUTSIDE,-110.0,0.7554985830993923,7.109679809663399e-16,9.410579938477607e-16,0.7554985830993923,0.0
451.99999999999994,N1_DIAG_LOWER_INSIDE,-90.0,0.7555064025115173,7.109753394866272e-16,9.410579938477607e-16,0.7555064025115172,1.1102230246251565e-16
451.99999999999994,N1_DIAG_UPPER_INSIDE,590.0,0.7572814098308296,7.126457243136043e-16,9.410579938477607e-16,0.7572814098308295,1.1102230246251565e-16
451.99999999999994,N1_DIAG_UPPER_OUTSIDE,610.0,0.7572916078400274,7.126553212316812e-16,9.410579938477607e-16,0.7572916078400272,1.1102230246251565e-16
451.99999999999994,N1_DIAG_PML_UPPER,1100.0,0.7575653469729652,7.129129256309614e-16,9.410579938477607e-16,0.7575653469729652,0.0
453.00000000000006,N1_DIAG_PML_LOWER,-500.0,-0.242022891719873,-2.277723910005475e-16,9.411192031544703e-16,-0.24202289171987298,-2.7755575615628914e-17
453.00000000000006,N1_DIAG_LOWER_OUTSIDE,-110.0,0.7573963321373786,7.128002325732482e-16,9.411192031544703e-16,0.7573963321373786,0.0
453.00000000000006,N1_DIAG_LOWER_INSIDE,-90.0,0.7573879308393686,7.127923259503595e-16,9.411192031544703e-16,0.7573879308393685,1.1102230246251565e-16
453.00000000000006,N1_DIAG_UPPER_INSIDE,590.0,0.7525668128362224,7.082550792169249e-16,9.411192031544703e-16,0.7525668128362223,1.1102230246251565e-16
453.00000000000006,N1_DIAG_UPPER_OUTSIDE,610.0,0.7525632969127721,7.082517703138491e-16,9.411192031544703e-16,0.7525632969127721,0.0
453.00000000000006,N1_DIAG_PML_UPPER,1100.0,0.7523985429733444,7.080967172176583e-16,9.411192031544703e-16,0.7523985429733443,1.1102230246251565e-16
453.9999999999999,N1_DIAG_PML_LOWER,-500.0,-0.2370516120791592,-2.231082385664201e-16,9.411800097436883e-16,-0.23705161207915923,2.7755575615628914e-17
453.9999999999999,N1_DIAG_LOWER_OUTSIDE,-110.0,0.7629924044550733,7.181131986593861e-16,9.411800097436883e-16,0.7629924044550733,0.0
453.9999999999999,N1_DIAG_LOWER_INSIDE,-90.0,0.762986980967759,7.181080941815428e-16,9.411800097436883e-16,0.7629869809677591,-1.1102230246251565e-16
453.9999999999999,N1_DIAG_UPPER_INSIDE,590.0,0.765301921963904,7.202868703708506e-16,9.411800097436883e-16,0.7653019219639041,-1.1102230246251565e-16
453.9999999999999,N1_DIAG_UPPER_OUTSIDE,610.0,0.7652942821791616,7.202796799581723e-16,9.411800097436883e-16,0.7652942821791617,-1.1102230246251565e-16
453.9999999999999,N1_DIAG_PML_UPPER,1100.0,0.7653060370323327,7.202907433909944e-16,9.411800097436883e-16,0.7653060370323328,-1.1102230246251565e-16
455.00000000000006,N1_DIAG_PML_LOWER,-500.0,-0.2313680728124926,-2.1777298136636432e-16,9.412404171376484e-16,-0.23136807281249258,-2.7755575615628914e-17
455.00000000000006,N1_DIAG_LOWER_OUTSIDE,-110.0,0.7685243441423668,7.233661742609989e-16,9.412404171376484e-16,0.7685243441423667,1.1102230246251565e-16
455.00000000000006,N1_DIAG_LOWER_INSIDE,-90.0,0.7685305571875275,7.233720222302177e-16,9.412404171376484e-16,0.7685305571875275,0.0
455.00000000000006,N1_DIAG_UPPER_INSIDE,590.0,0.7639704877246586,7.190799005468103e-16,9.412404171376484e-16,0.7639704877246586,0.0
455.00000000000006,N1_DIAG_UPPER_OUTSIDE,610.0,0.763986015202453,7.190945156364867e-16,9.412404171376484e-16,0.763986015202453,0.0
455.00000000000006,N1_DIAG_PML_UPPER,1100.0,0.7641447312863922,7.192439056295399e-16,9.412404171376484e-16,0.764144731286392,1.1102230246251565e-16
