batch_id,candidate_id,wavelength_nm,polarization,runtime_sec,result_status,fsp_path
LPML1B2A_BATCH_01,LPML1A4_0028_B300_exploration_B300_H600,452.5,x,17.827677965164185,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0028_B300_exploration_B300_H600\LPML1A4_0028_B300_exploration_B300_H600_452p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0028_B300_exploration_B300_H600,452.5,y,17.817323207855225,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0028_B300_exploration_B300_H600\LPML1A4_0028_B300_exploration_B300_H600_452p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0028_B300_exploration_B300_H600,453,x,17.78561806678772,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0028_B300_exploration_B300_H600\LPML1A4_0028_B300_exploration_B300_H600_453_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0028_B300_exploration_B300_H600,453,y,19.814154386520386,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0028_B300_exploration_B300_H600\LPML1A4_0028_B300_exploration_B300_H600_453_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0028_B300_exploration_B300_H600,453.5,x,17.781656503677368,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0028_B300_exploration_B300_H600\LPML1A4_0028_B300_exploration_B300_H600_453p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0028_B300_exploration_B300_H600,453.5,y,17.763057231903076,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0028_B300_exploration_B300_H600\LPML1A4_0028_B300_exploration_B300_H600_453p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0028_B300_exploration_B300_H600,454,x,17.782206058502197,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0028_B300_exploration_B300_H600\LPML1A4_0028_B300_exploration_B300_H600_454_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0028_B300_exploration_B300_H600,454,y,19.71794319152832,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0028_B300_exploration_B300_H600\LPML1A4_0028_B300_exploration_B300_H600_454_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,450,x,17.788411617279053,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_450_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,450,y,17.760062217712402,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_450_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,450.5,x,17.862934112548828,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_450p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,450.5,y,19.670182466506958,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_450p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,451,x,19.817543983459473,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_451_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,451,y,19.771645069122314,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_451_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,451.5,x,19.747645616531372,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_451p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,451.5,y,19.833074808120728,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_451p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,452,x,17.87041211128235,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_452_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,452,y,17.745375156402588,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_452_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,452.5,x,19.729360103607178,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_452p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,452.5,y,17.89062261581421,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_452p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,453,x,19.799026489257812,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_453_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,453,y,17.75430917739868,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_453_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,453.5,x,18.00525140762329,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_453p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,453.5,y,19.749528169631958,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_453p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,454,x,18.164425134658813,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_454_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0049_B300_exploration_B300_H500,454,y,17.74232006072998,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0049_B300_exploration_B300_H500\LPML1A4_0049_B300_exploration_B300_H500_454_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,450,x,19.84349822998047,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_450_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,450,y,21.784297466278076,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_450_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,450.5,x,19.727625370025635,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_450p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,450.5,y,21.687875270843506,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_450p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,451,x,19.825527906417847,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_451_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,451,y,19.76533341407776,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_451_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,451.5,x,21.794677257537842,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_451p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,451.5,y,21.71093440055847,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_451p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,452,x,19.791463613510132,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_452_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,452,y,21.78124737739563,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_452_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,452.5,x,19.859035968780518,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_452p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,452.5,y,21.749852657318115,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_452p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,453,x,19.916800498962402,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_453_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,453,y,21.74938678741455,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_453_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,453.5,x,21.817502737045288,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_453p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,453.5,y,19.768438816070557,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_453p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,454,x,21.815618753433228,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_454_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0093_B300_exploration_B300_H500,454,y,21.79289412498474,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0093_B300_exploration_B300_H500\LPML1A4_0093_B300_exploration_B300_H500_454_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,450,x,17.77327275276184,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_450_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,450,y,17.76542854309082,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_450_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,450.5,x,17.740546464920044,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_450p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,450.5,y,17.81109046936035,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_450p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,451,x,17.777686595916748,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_451_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,451,y,17.783889055252075,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_451_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,451.5,x,17.826030731201172,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_451p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,451.5,y,17.775880098342896,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_451p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,452,x,17.736124277114868,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_452_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,452,y,17.623998165130615,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_452_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,452.5,x,17.80842924118042,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_452p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,452.5,y,17.685532808303833,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_452p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,453,x,17.710576057434082,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_453_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,453,y,17.836456060409546,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_453_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,453.5,x,17.781479120254517,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_453p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,453.5,y,19.405537843704224,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_453p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,454,x,17.655370235443115,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_454_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0157_B300_exploration_B300_H500,454,y,17.768418073654175,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0157_B300_exploration_B300_H500\LPML1A4_0157_B300_exploration_B300_H500_454_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0178_B300_exploration_B300_H650,450,x,21.752925872802734,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0178_B300_exploration_B300_H650\LPML1A4_0178_B300_exploration_B300_H650_450_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0178_B300_exploration_B300_H650,450,y,22.605313539505005,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0178_B300_exploration_B300_H650\LPML1A4_0178_B300_exploration_B300_H650_450_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0178_B300_exploration_B300_H650,450.5,x,22.03311848640442,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0178_B300_exploration_B300_H650\LPML1A4_0178_B300_exploration_B300_H650_450p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0178_B300_exploration_B300_H650,450.5,y,21.8433256149292,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0178_B300_exploration_B300_H650\LPML1A4_0178_B300_exploration_B300_H650_450p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0178_B300_exploration_B300_H650,451,x,21.827601671218872,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0178_B300_exploration_B300_H650\LPML1A4_0178_B300_exploration_B300_H650_451_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0178_B300_exploration_B300_H650,451,y,21.84357714653015,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0178_B300_exploration_B300_H650\LPML1A4_0178_B300_exploration_B300_H650_451_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0178_B300_exploration_B300_H650,451.5,x,21.82492470741272,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0178_B300_exploration_B300_H650\LPML1A4_0178_B300_exploration_B300_H650_451p5_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0178_B300_exploration_B300_H650,451.5,y,21.8844792842865,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0178_B300_exploration_B300_H650\LPML1A4_0178_B300_exploration_B300_H650_451p5_y.fsp
LPML1B2A_BATCH_01,LPML1A4_0178_B300_exploration_B300_H650,452,x,21.77797555923462,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0178_B300_exploration_B300_H650\LPML1A4_0178_B300_exploration_B300_H650_452_x.fsp
LPML1B2A_BATCH_01,LPML1A4_0178_B300_exploration_B300_H650,452,y,22.253907203674316,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_01\fdtd_tmp\LPML1A4_0178_B300_exploration_B300_H650\LPML1A4_0178_B300_exploration_B300_H650_452_y.fsp
