schema_version,candidate_id,seed_family,seed_candidate_id,J1_primitive,J1_dimensions_nm,J2_primitive,J2_dimensions_nm,J1_rotation_deg,J2_rotation_deg,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,D_nm,directed_PSI_deg,common_translation_x_nm,common_translation_y_nm,target_direct_gap_nm,direct_gap_nm,periodic_gap_nm,direct_overlap,periodic_overlap,footprint,primitive_valid,fabrication_hard_pass,fabrication_preferred_pass,integer_center_coordinates,exact_geometry_hash,canonical_relative_geometry_hash,symmetry_equivalence_hash,equivalence_primary_candidate_id,internal_equivalent_duplicate,equivalent_to_existing_formal_geometry,existing_formal_data_available,source_existing_candidate_id,source_exact_replay_geometry_hash,source_canonical_relative_geometry_hash,existing_formal_classification_450,delta_J1_nm,delta_J2_L_nm,delta_J2_W_nm,changed_variables_relative_to_seed,H_nm,period_x_nm,period_y_nm,wavelength_planning_reference_nm,material,placement_grammar,eligible_new_geometry,selection_order_within_family,selection_rationale,planned_new_simulation,label_reuse_semantics,source_package,source_row_index,split_group,split_assignment,v1_7_source_row_provenance,route,manifest_order,source_anchor_primary,source_anchors,anchor_exact_hashes,anchor_canonical_hashes,anchor_symmetry_hashes,anchor_450_source_rows,probe_type,expected_repair_mechanism,physics_first_priority,auxiliary_model_rank,manufacturing_boundary_role,exact_variable_changes_nm,physics_configuration_hash,relative_dx_nm,relative_dy_nm,direct_closest_J1_nm,direct_closest_J2_nm,closest_periodic_translation_nm,evidence_tier,source_stage,execution_manifest_version,execution_manifest_path,execution_manifest_sha256,original_logical_manifest_path,original_logical_manifest_sha256,logical_candidate_id,candidate_instance_id,supersedes_candidate_id,center_grid_fix,common_translation_delta_x_nm,common_translation_delta_y_nm,runner_contract_version,execution_attempt_id,prior_failed_attempt_id,prior_failed_attempt_solver_calls,prior_failed_attempt_path,prior_failed_checkpoint_path,migration_schema_adapter_version,metric_schema_adapter_version,exact_hash_source_field,matrix_projection_error_source_field,v1_9_source_row_provenance,v1_9_source_row_index,v1_11_source_row_provenance,v1_13_source_row_provenance,plan_version,candidate_order,status,anchor_candidate_id,anchor_role,exact_variable_changes,expected_cancellation_mechanism,expected_rank_control_variable,expected_phase_or_Txx_compensation_variable,target_actual_bin_deg,target_separation_to_primary_deg,anchor_450_phase_deg,anchor_max_relative_drift_deg,J1_characteristic_dimension_nm,J2_length_nm,J2_width_nm,manufacturing_hard_status,manufacturing_preferred_status,duplicate_against_canonical_v1_11,duplicate_within_stage_d0,physics_claim_status,future_wavelength_nm,wavelength_nm,anchor_exact_geometry_hash,anchor_canonical_relative_geometry_hash,anchor_symmetry_equivalence_hash,anchor_450_source_row,anchor_450_source_path,anchor_450_source_sha256,anchor_phase_450_deg,source_schema_version,v1_15_source_row_provenance,v1_15_source_row_index,source_seed_id,source_anchor_id,projector_backbone_variable,phase_repair_variable,expected_mechanism,target_phase_deg,duplicate_exact,duplicate_canonical,duplicate_symmetry,evidence_neighbor_ids,evidence_ids,evidence_type,future_Jones,future_projector_pass,source_seed_exact_geometry_hash,source_seed_450_source_row,source_anchor_exact_geometry_hash,source_anchor_450_source_row,J1,J2L,J2W,gap,acquisition_class,duplicate_geometry_vector,geometry_distance_to_seed,trust_region_status,prediction_label,predicted_phase_deg,predicted_phase_uncertainty_deg,predicted_Txx,predicted_Txx_uncertainty,predicted_log10_Tyy,predicted_Tyy,predicted_log10_Tyy_uncertainty,predicted_log10_R_total,predicted_R_total,predicted_log10_R_uncertainty,predicted_rank,predicted_rank_uncertainty,probability_projector_feasibility,probability_phase_window,J2W_nonlinearity_risk,nonlinearity_uncertainty_multiplier,acquisition_score,candidate_origin,nearest_formal_neighbors,selected_phase_model,selected_Txx_model,selected_projector_models,future_physics_pass,model_version,training_data_hash,surrogate_predicted_phase_deg,surrogate_predicted_phase_uncertainty_deg,surrogate_predicted_Txx,surrogate_predicted_Txx_uncertainty,surrogate_predicted_Tyy,surrogate_predicted_log10_Tyy,surrogate_predicted_log10_Tyy_uncertainty,surrogate_predicted_rank,surrogate_predicted_rank_uncertainty,surrogate_probability_projector_feasibility,surrogate_probability_phase_window,surrogate_J2W_nonlinearity_risk,surrogate_nonlinearity_uncertainty_multiplier,surrogate_model_version,surrogate_training_data_hash,backbone_id,candidate_class,common_scale_delta_nm,compensation_delta_J2W_nm,gap_maintenance,evidence_pair_id,evidence_strength,integer_dimensions,half_grid_centers,canonical_v1_17_duplicate,internal_duplicate,original_plan_version,execution_plan_version,migration_row_index,periodic_gap_x_nm,periodic_gap_y_nm,periodic_gap_corner_nm,nearest_periodic_gap_nm,nearest_periodic_gap_direction,periodic_gap_formula_version,horizontal_formula_gap_x_nm,supersedes_plan_version,periodic_gap_metadata_source,common_mode_class,compensation_delta_nm,source_plan_sha256,source_contract_sha256,exact_geometry_hash_sha256,geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_geometry_hash_sha256,evidence_neighbor_ids_source_field,evidence_neighbor_count,migration_csv_path,migration_csv_sha256,common_mode_operator_version,common_mode_delta_nm,execution_order,evidence_source,planning_status,physics_label,prediction_status,J1_side_nm,period_nm,rotation_deg,authorized_subruns,inputs,mechanism_hypothesis,expected_direction,projector_behavior,spectral_authorization
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B240_J1D+10_J2L+00_J2W-10_G60_D190,B240,LP_S2_H500_LEGACY_B240_CIRCLE100_J2L150W110_D215_PSI180,circle,"{""diameter_nm"":110.0}",sharp_rectangle,"{""length_nm"":150.0,""width_nm"":100.0}",0,0,-95.0,0,95.0,0,190.0,0,0,0,60,60.0,112.0,False,False,"{""x_max_nm"":170.0,""x_min_nm"":-150.0,""y_max_nm"":55.0,""y_min_nm"":-55.0}",True,True,True,True,5dc328d96361ecccb0e0ca22446e6d93750e79fe609acff1aaf72489f242a1c2,061f27c769cbdb1e00c8667db08ac41588a48e88e24c2061437c4c4fb131b7e7,8d93246553de29ac6cdddb5de8abc97ce97ddff44296a0fc777d5f76e4b8a122,LP_H500_IFDOE_B240_J1D+10_J2L+00_J2W-10_G60_D190,False,False,False,,,,,10,0,-10,"{""J1_size_delta_nm"": 10, ""J2_length_delta_nm"": 0, ""J2_width_delta_nm"": -10, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,3,family-balanced greedy maximin diversity rank 3; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,35,061f27c769cbdb1e00c8667db08ac41588a48e88e24c2061437c4c4fb131b7e7,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,36,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B240_J1D+00_J2L+10_J2W+10_G60_D190,B240,LP_S2_H500_LEGACY_B240_CIRCLE100_J2L150W110_D215_PSI180,circle,"{""diameter_nm"":100.0}",sharp_rectangle,"{""length_nm"":160.0,""width_nm"":120.0}",0,0,-95.0,0,95.0,0,190.0,0,0,0,60,60.0,112.0,False,False,"{""x_max_nm"":175.0,""x_min_nm"":-145.0,""y_max_nm"":60.0,""y_min_nm"":-60.0}",True,True,True,True,c09c0b7311744af4372b1411b2658a9c78da98a6c4e0a4d3d15b344baf1a86de,1a00986a7404a35742a86e7e19ff131c4f2a1bc21de2ba8b99dc96020d4feb39,5163657773322afee5990161e07bed44201be6324f4bbb8b266e035291ab1ac1,LP_H500_IFDOE_B240_J1D+00_J2L+10_J2W+10_G60_D190,False,False,False,,,,,0,10,10,"{""J1_size_delta_nm"": 0, ""J2_length_delta_nm"": 10, ""J2_width_delta_nm"": 10, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,4,family-balanced greedy maximin diversity rank 4; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,36,1a00986a7404a35742a86e7e19ff131c4f2a1bc21de2ba8b99dc96020d4feb39,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,37,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B240_J1D-10_J2L+00_J2W+10_G70_D190,B240,LP_S2_H500_LEGACY_B240_CIRCLE100_J2L150W110_D215_PSI180,circle,"{""diameter_nm"":90.0}",sharp_rectangle,"{""length_nm"":150.0,""width_nm"":120.0}",0,0,-95.0,0,95.0,0,190.0,0,0,0,70,70.0,122.0,False,False,"{""x_max_nm"":170.0,""x_min_nm"":-140.0,""y_max_nm"":60.0,""y_min_nm"":-60.0}",True,True,True,True,0419a0cc3dd4a2c93752ae5a0cc9341ca04926c86a2ccd7e413094666e768779,337c108b65dca7025b3731e9e9c75e283097b59a3e2f0c69db172a06e26599ba,46f2270912c0e881a75ca70baba6e70b48fd2c7cd7850ddb308bf1355797df38,LP_H500_IFDOE_B240_J1D-10_J2L+00_J2W+10_G70_D190,False,False,False,,,,,-10,0,10,"{""J1_size_delta_nm"": -10, ""J2_length_delta_nm"": 0, ""J2_width_delta_nm"": 10, ""target_direct_gap_nm"": 70}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,5,family-balanced greedy maximin diversity rank 5; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,37,337c108b65dca7025b3731e9e9c75e283097b59a3e2f0c69db172a06e26599ba,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,38,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B240_J1D+00_J2L-10_J2W-10_G70_D190,B240,LP_S2_H500_LEGACY_B240_CIRCLE100_J2L150W110_D215_PSI180,circle,"{""diameter_nm"":100.0}",sharp_rectangle,"{""length_nm"":140.0,""width_nm"":100.0}",0,0,-95.0,0,95.0,0,190.0,0,0,0,70,70.0,122.0,False,False,"{""x_max_nm"":165.0,""x_min_nm"":-145.0,""y_max_nm"":50.0,""y_min_nm"":-50.0}",True,True,True,True,ce561072f5e72a7e1c11aa0a3eaa01de127bb96b201bcaf6f25a0a3f8f0f695a,e0b1238b8e0b976aaaf0a71390dac99d833be6e941cb39f561e2621561a4196f,562d8558fb7c1f3112297c568a3fccef830c5d022565aa0e289f2b15dc8c45f9,LP_H500_IFDOE_B240_J1D+00_J2L-10_J2W-10_G70_D190,False,False,False,,,,,0,-10,-10,"{""J1_size_delta_nm"": 0, ""J2_length_delta_nm"": -10, ""J2_width_delta_nm"": -10, ""target_direct_gap_nm"": 70}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,6,family-balanced greedy maximin diversity rank 6; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,38,e0b1238b8e0b976aaaf0a71390dac99d833be6e941cb39f561e2621561a4196f,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,39,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B240_J1D+10_J2L+00_J2W+10_G70_D200,B240,LP_S2_H500_LEGACY_B240_CIRCLE100_J2L150W110_D215_PSI180,circle,"{""diameter_nm"":110.0}",sharp_rectangle,"{""length_nm"":150.0,""width_nm"":120.0}",0,0,-100.0,0,100.0,0,200.0,0,0,0,70,70.0,102.0,False,False,"{""x_max_nm"":175.0,""x_min_nm"":-155.0,""y_max_nm"":60.0,""y_min_nm"":-60.0}",True,True,True,True,80887850b1534dc4cdcf72fe89cb508deedb977ebca91611d3a88304edf68556,7d034a8658bcac4c47f5dca4bc83aa3a8a486cc6ad4cb2ec44cc303c74b4fdce,8fd9da27d3c044ad086786085883c75b1fe9ea4820fdbffb8c5e3c9d532eaffd,LP_H500_IFDOE_B240_J1D+10_J2L+00_J2W+10_G70_D200,False,False,False,,,,,10,0,10,"{""J1_size_delta_nm"": 10, ""J2_length_delta_nm"": 0, ""J2_width_delta_nm"": 10, ""target_direct_gap_nm"": 70}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,7,family-balanced greedy maximin diversity rank 7; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,39,7d034a8658bcac4c47f5dca4bc83aa3a8a486cc6ad4cb2ec44cc303c74b4fdce,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,40,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_S2_H500_LEGACY_B300_CIRCLE120_J2L120W70_D200_PSI180,B300,LP_S2_H500_LEGACY_B300_CIRCLE120_J2L120W70_D200_PSI180,circle,"{""diameter_nm"":120.0}",sharp_rectangle,"{""length_nm"":120.0,""width_nm"":70.0}",0,0,-100.0,0,100.0,0,200.0,0,0,0,80,80.0,112.0,False,False,"{""x_max_nm"":160.0,""x_min_nm"":-160.0,""y_max_nm"":60.0,""y_min_nm"":-60.0}",True,True,True,True,186cce878211874d6f66014d0ab01245c958027088c29a4cdccce270de0b0c2e,8809c30c30b59f03e4efa9ca27b59d68091ae90fc79c32b7dea119cd5346485e,fec4c44a02a3850b4a6177ba9a0b8c8c9b5b0dc1123876fa5d92fdae27bd3f3e,LP_H500_IFDOE_B300_J1D+00_J2L+00_J2W+00_G80_D200,False,True,True,LP_S2_H500_LEGACY_B300_CIRCLE120_J2L120W70_D200_PSI180,578ca60e1372be9a69277ba723080e1ccf27fcaf4989b5c51523e535b344eae9,b143babad4d95ddc048eade9a0ad48f51aaf78ff1d3430302b670aa02b827be8,MIXED_RESPONSE,0,0,0,"{""J1_size_delta_nm"": 0, ""J2_length_delta_nm"": 0, ""J2_width_delta_nm"": 0, ""target_direct_gap_nm"": 80}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,False,0,existing formal 450-nm seed baseline; retained for family anchor; no rerun,False,source exact/canonical provenance retained; normalized planning placement linked by canonical or x-reflection symmetry equivalence,INTERACTION_FIRST_DOE_SELECTION_V1,40,8809c30c30b59f03e4efa9ca27b59d68091ae90fc79c32b7dea119cd5346485e,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,41,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B300_J1D-10_J2L-10_J2W-10_G60_D170,B300,LP_S2_H500_LEGACY_B300_CIRCLE120_J2L120W70_D200_PSI180,circle,"{""diameter_nm"":110.0}",sharp_rectangle,"{""length_nm"":110.0,""width_nm"":60.0}",0,0,-85.0,0,85.0,0,170.0,0,0,0,60,60.0,152.0,False,False,"{""x_max_nm"":140.0,""x_min_nm"":-140.0,""y_max_nm"":55.0,""y_min_nm"":-55.0}",True,True,True,True,152e5ebb04911a0413047abd856f8514db46c5278ad92c9474b506f30ce37f4b,d0947c2d7368db4f02dfa698d78557cb99a9e57fc99502c280c9906d138d4c71,eeff73e9270f99ad3411805c0ffb0b333e2b52ba39e2c26b08d066817be7ec29,LP_H500_IFDOE_B300_J1D-10_J2L-10_J2W-10_G60_D170,False,False,False,,,,,-10,-10,-10,"{""J1_size_delta_nm"": -10, ""J2_length_delta_nm"": -10, ""J2_width_delta_nm"": -10, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,1,family-balanced greedy maximin diversity rank 1; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,41,d0947c2d7368db4f02dfa698d78557cb99a9e57fc99502c280c9906d138d4c71,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,42,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B300_J1D-10_J2L+10_J2W+10_G60_D180,B300,LP_S2_H500_LEGACY_B300_CIRCLE120_J2L120W70_D200_PSI180,circle,"{""diameter_nm"":110.0}",sharp_rectangle,"{""length_nm"":130.0,""width_nm"":80.0}",0,0,-90.0,0,90.0,0,180.0,0,0,0,60,60.0,132.0,False,False,"{""x_max_nm"":155.0,""x_min_nm"":-145.0,""y_max_nm"":55.0,""y_min_nm"":-55.0}",True,True,True,True,d2f78f9a85998922bf3126d1283d0ff8f09a42ebd31ed9c4a7d379e6c5fa927a,af506e5524437a473a2ee2417bc489362498230fcef9feca5dca54d77e1d6008,ac6e11f724a14980e746e715c3fc28d055e6e687e6f292bbab209cf450ada965,LP_H500_IFDOE_B300_J1D-10_J2L+10_J2W+10_G60_D180,False,False,False,,,,,-10,10,10,"{""J1_size_delta_nm"": -10, ""J2_length_delta_nm"": 10, ""J2_width_delta_nm"": 10, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,2,family-balanced greedy maximin diversity rank 2; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,42,af506e5524437a473a2ee2417bc489362498230fcef9feca5dca54d77e1d6008,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,43,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B300_J1D+10_J2L-10_J2W+10_G60_D180,B300,LP_S2_H500_LEGACY_B300_CIRCLE120_J2L120W70_D200_PSI180,circle,"{""diameter_nm"":130.0}",sharp_rectangle,"{""length_nm"":110.0,""width_nm"":80.0}",0,0,-90.0,0,90.0,0,180.0,0,0,0,60,60.0,132.0,False,False,"{""x_max_nm"":145.0,""x_min_nm"":-155.0,""y_max_nm"":65.0,""y_min_nm"":-65.0}",True,True,True,True,bebde7594f98f26eb343b4f32586e82335b3d77b1db9fd097e7460783467de58,c5ab74d23859d4f2629dee91b1a96ccc2291779a6d9e28afdc5c06e212b78038,9519cdb2ffd7465852c2bb5975ea0f83bc2d5aa5aebf4b940999bf2e4164b1e0,LP_H500_IFDOE_B300_J1D+10_J2L-10_J2W+10_G60_D180,False,False,False,,,,,10,-10,10,"{""J1_size_delta_nm"": 10, ""J2_length_delta_nm"": -10, ""J2_width_delta_nm"": 10, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,3,family-balanced greedy maximin diversity rank 3; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,43,c5ab74d23859d4f2629dee91b1a96ccc2291779a6d9e28afdc5c06e212b78038,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,44,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B300_J1D+10_J2L+10_J2W-10_G60_D190,B300,LP_S2_H500_LEGACY_B300_CIRCLE120_J2L120W70_D200_PSI180,circle,"{""diameter_nm"":130.0}",sharp_rectangle,"{""length_nm"":130.0,""width_nm"":60.0}",0,0,-95.0,0,95.0,0,190.0,0,0,0,60,60.0,112.0,False,False,"{""x_max_nm"":160.0,""x_min_nm"":-160.0,""y_max_nm"":65.0,""y_min_nm"":-65.0}",True,True,True,True,90822e181e4a0d1867ccbd7fabcdb83e76296a042ef8ed0dba89a8b4371f37f8,3be3286a6b4f382bf74f19fa07156182f80dd796fb9872865d37889fc6c1181f,e552c3a6c329e7dc93dd9dfdc3d8bc6ac5702dd3489d0e17e317c2624eda699d,LP_H500_IFDOE_B300_J1D+10_J2L+10_J2W-10_G60_D190,False,False,False,,,,,10,10,-10,"{""J1_size_delta_nm"": 10, ""J2_length_delta_nm"": 10, ""J2_width_delta_nm"": -10, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,4,family-balanced greedy maximin diversity rank 4; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,44,3be3286a6b4f382bf74f19fa07156182f80dd796fb9872865d37889fc6c1181f,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,45,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
