geometry_id,sample_index,L1_nm,W1_nm,L2_nm,W2_nm,A1,A2,A_mean,Delta_A,D_nm,delta_theta_deg,pillar_1_area_nm2,pillar_2_area_nm2,total_footprint_nm2,footprint_fill_fraction,direct_clearance_nm,periodic_clearance_nm,distance_from_bf04_local_6d,geometry_hash_sha256
POOL_00035,35,250,91,200,78,0.4662756598240469,0.43884892086330934,0.4525622903436781,0.02742673896073755,216,80.99773407,22750,15600,38350,0.20549339849108367,65.6293171715015,65.62931717150147,0.6022815570142542,6c2573e3d64b77cacd7a2a1e75377778cdd64d448e99d600468fb2984a60fb18
POOL_00036,36,252,88,195,78,0.4823529411764706,0.42857142857142855,0.45546218487394957,0.05378151260504205,217,79.151115417,22176,15210,37386,0.20032793209876543,69.90206164497748,67.90206164497746,0.9237356655373054,637bab9837bffb014fa92381ae127087f1588304c45759a8813b1f8088a1e50b
POOL_00042,42,264,89,194,80,0.49575070821529743,0.41605839416058393,0.4559045511879407,0.0796923140547135,213,81.921043396,23496,15520,39016,0.20906207133058985,66.84118755705532,72.84118755705532,1.4248545492485123,46a39f5197655b6b2c9ad75d2f1ae4e2d5c4cd7299a94f2e1026a2778138d99e
POOL_00043,43,254,94,201,78,0.45977011494252873,0.44086021505376344,0.45031516499814606,0.01890989988876529,220,89.307518005,23876,15678,39554,0.2119448731138546,72.03599404189733,64.03599404189731,0.7206419271854712,17ac0d4b67de0387a137680de7bf9ee372d4a46dbfd3163d72bfd4c969848d16
POOL_00044,44,251,91,206,77,0.4678362573099415,0.4558303886925795,0.4618333230012605,0.01200586861736197,215,87.460899353,22841,15862,38703,0.2073849022633745,64.89552841810392,66.89552841810391,0.5324708384638104,c535f0e117ee57c62c8a4f85bfb15e7db1f83905f682fffbb7e73ef1c07bd2b2
POOL_00046,46,256,88,202,78,0.4883720930232558,0.44285714285714284,0.4656146179401993,0.045514950166112955,212,76.381187439,22528,15756,38284,0.2051397462277092,60.65675395000451,68.65675395000451,0.8659486690405037,6489ab6a9c2998444cc130ccbfa6c4d0c9fed7924b79318b1f578aa0874d1c65
POOL_00047,47,246,93,196,80,0.45132743362831856,0.42028985507246375,0.43580864435039113,0.031037578555854817,218,83.767662048,22878,15680,38558,0.206607938957476,69.73677702192661,65.7367770219266,1.3046368166142368,aa8b23774379fb19da1649526ba5e1801fb1e694874115f50fdaab3c88b539a4
POOL_00049,49,256,93,198,79,0.4670487106017192,0.4296028880866426,0.44832579934418093,0.03744582251507661,215,88.845863342,23808,15642,39450,0.21138760288065844,68.72447060127284,70.72447060127286,0.9930711823076779,11c78b39b869198714b19cee03ecf49abbc73fb550a3b86bfbeb8eddc41371bd
POOL_00050,50,261,91,201,78,0.48295454545454547,0.44086021505376344,0.46190738025415445,0.04209433040078203,218,85.152626038,23751,15678,39429,0.21127507716049382,69.06388710893515,65.06388710893515,0.5096480843365379,b8bad80bb249e4ca9f02445159b203aeee2f37ac31caf89208c94c397950b8b6
POOL_00051,51,250,95,194,80,0.4492753623188406,0.41605839416058393,0.4326668782397123,0.03321696815825664,211,77.766151428,23750,15520,39270,0.21042309670781892,60.22669721686792,70.22669721686793,1.556657426188108,2e748bc3a5ab0e6607ce16f9db6e893b72c624085c6a440deb966c6ce2053f1e
POOL_00053,53,264,94,206,78,0.4748603351955307,0.4507042253521127,0.46278228027382173,0.02415610984341804,216,83.306007385,24816,16068,40884,0.21907150205761317,62.156066134126156,62.15606613412615,0.7001393212773579,1fbf842f2a509a3b8b0cd0640dd180d7af188439bec6f0fc97df14dd134e4320
POOL_00054,54,258,87,196,79,0.4956521739130435,0.4254545454545455,0.4605533596837945,0.07019762845849803,219,86.99924469,22446,15484,37930,0.2032428840877915,75.56658294301577,69.56658294301576,1.0801730002001058,1a5a50ffebc1ce8997ca8f612044f55e4f7af694aed2c799bfaefaa3cd403e96
POOL_00055,55,248,92,203,77,0.4588235294117647,0.45,0.45441176470588235,0.008823529411764675,213,79.61277008,22816,15631,38447,0.20601316015089163,60.2218674182477,66.22186741824771,0.6625712282644082,96acfd6700fa912c70b1bb5902800b5ba8a47bef79decc5d85b1e099d433bb22
POOL_00056,56,246,90,197,78,0.4642857142857143,0.43272727272727274,0.4485064935064935,0.03155844155844156,210,89.769172668,22140,15366,37506,0.20097093621399176,66.3436805901588,78.34368059015878,1.1718363969831944,4d21eda4609ea552d6b309e231f71b4f04daa032f6e9d022fe7d9e0573ec4b93
POOL_00057,57,257,95,203,80,0.4602272727272727,0.43462897526501765,0.4474281239961452,0.02559829746225506,217,82.382698059,24415,16240,40655,0.21784443587105623,63.59345268777852,61.59345268777852,1.1325321805617232,f920a911e0610200f82a86801e0ea634f21729e1374c3b5d5acc4479736314b2
POOL_00058,58,262,88,200,77,0.49714285714285716,0.44404332129963897,0.4705930892212481,0.05309953584321819,214,78.689460754,23056,15400,38456,0.20606138545953362,64.39126912048374,68.39126912048374,0.7402207316737509,a211371ed1713e4a3e83687783e7bd61848944a1e7c3b27d835bcb44ca25ed3a
POOL_00060,60,249,87,202,80,0.48214285714285715,0.4326241134751773,0.45738348530901723,0.04951874366767983,212,84.229316711,21663,16160,37823,0.20266953875171467,63.989949865306826,71.98994986530681,1.3024785559041605,4c92d2a53623aa7564388484d24d4bf2842dacef57f5dc68c000baf72da1a1be
POOL_00061,61,260,91,195,77,0.48148148148148145,0.4338235294117647,0.45765250544662306,0.047657952069716736,219,76.842842102,23660,15015,38675,0.20723486796982168,69.79595693825395,63.79595693825394,0.8233714484773997,fb8f9af0150818f8f87e400162fdc917e938dfe5bddbde7b40f4fe5d826cc11d
POOL_00063,63,244,94,199,78,0.4437869822485207,0.4368231046931408,0.44030504347083077,0.006963877555379916,209,87.922554016,22936,15522,38458,0.2060721021947874,61.15163447736264,75.15163447736265,1.214523430221047,b78d8d4ec18f9bbb6e0b415b1b00d1a419bb98ce002c0f7c3c92a3ba0c34b150
POOL_00064,64,244,90,205,80,0.46107784431137727,0.43859649122807015,0.4498371677697237,0.02248135308330712,213,84.80638504,21960,16400,38360,0.20554698216735254,62.29995058399831,68.29995058399831,1.2705791071467543,d959a1b8dfe3d8f792132b1dd86d5ef86f14ea80d82723dba21e2081ac8e0850
POOL_00065,65,254,95,198,78,0.45558739255014324,0.43478260869565216,0.4451850006228977,0.020804783854491082,219,77.419910431,24130,15444,39574,0.2120520404663923,66.3823819822023,60.382381982202304,0.8445042327094034,8a95e777364f8564d0f34808cc2f77b1924e5916153a8e9155c2d7a37f04e1d4
POOL_00066,66,260,88,201,79,0.4942528735632184,0.4357142857142857,0.46498357963875203,0.05853858784893268,216,81.113147735,22880,15879,38759,0.2076849708504801,66.60436307855994,66.60436307855994,0.8622721534262918,85b57762303a951def59b5c434e69853df84c44e4f36246aaf03e9e0fb346fa2
POOL_00067,67,249,92,195,77,0.4604105571847507,0.4338235294117647,0.44711704329825774,0.026587027772985994,210,88.499622345,22908,15015,37923,0.2032053755144033,65.52536145090657,77.52536145090656,1.117762339602602,e6d801417f0c3c9d6748f616b92da9a89b09948e4aa51b4ff10f4fd9196888e0
POOL_00068,68,252,87,200,77,0.48672566371681414,0.44404332129963897,0.46538449250822655,0.04268234241717517,211,86.653003693,21924,15400,37324,0.1999957133058985,65.4228323794413,75.4228323794413,0.9132345494488923,3cb290bf14d524d22327cbc6a3a2983a9b98aacb1ee9e0d0c009cf5a8606a148
POOL_00070,70,257,89,196,79,0.48554913294797686,0.4254545454545455,0.4555018392012612,0.060094587493431384,214,75.573291778,22873,15484,38357,0.20553090706447188,64.74913747294642,68.74913747294642,1.1271943022129147,903b4b09d7b76d4dee68c116c8bb4f5ff569ad6d4040a22d39a537262709ea39
POOL_00072,72,248,88,196,79,0.47619047619047616,0.4254545454545455,0.4508225108225108,0.05073593073593069,209,78.343219757,21824,15484,37308,0.19990997942386832,61.04028195711416,75.04028195711416,1.3429603622540356,6ae82c30f633f1a70fda4fe43778eac50ea9ee1a45aee667e5e904d67488221e
POOL_00073,73,258,93,202,77,0.4700854700854701,0.44802867383512546,0.45905707196029777,0.022056796250344624,215,85.729694366,23994,15554,39548,0.21191272290809327,64.91360672043056,66.91360672043058,0.48182455729083157,b510e3cbf06593e7fda4b385d2b056e7e4118610c79f490c8216c6936dc9a688
POOL_00074,74,264,91,199,80,0.48732394366197185,0.4265232974910394,0.4569236205765056,0.06080064617093245,218,89.422931671,24024,15920,39944,0.2140346364883402,72.6021837141864,68.6021837141864,1.2325925005799745,29ebd3522a0ae1fb28891f44f76b5f977ef7bd90dcc341fd5c891b4c500b0433
POOL_00077,77,261,94,194,80,0.4704225352112676,0.41605839416058393,0.44324046468592576,0.054364141050683656,214,87.576313019,24534,15520,40054,0.21462405692729766,68.39522489945412,72.39522489945412,1.4319636462303582,e9c24257abad510366e17025ce04c4b945b6d496ce797743aadf665a6af19882
POOL_00078,78,256,87,204,77,0.49271137026239065,0.45195729537366547,0.47233433281802806,0.04075407488872518,217,83.883075714,22272,15708,37980,0.2035108024691358,67.97826129567693,65.97826129567693,0.528953819211401,be724790a68118827c006b056e5151897e64a5ca11a016f09df054c93d4f2fbb
POOL_00080,80,246,88,203,79,0.47305389221556887,0.4397163120567376,0.45638510213615324,0.03333758015883126,214,88.961277008,21648,16037,37685,0.2019300840192044,67.8006176660585,71.80061766605851,1.0802786576617414,fc2db3bab68c4e0506351213b2c7dae886892dd757ad4ee4785ef160e1060107
POOL_00083,83,251,94,199,80,0.45507246376811594,0.4265232974910394,0.4407978806295777,0.028549166277076543,217,85.268039703,23594,15920,39514,0.21173053840877915,67.5393659154761,65.53936591547611,1.1850348531352266,be0d1b2648ca5866c15d45b14368ca1064bd741e2702780384f6820046798585
POOL_00084,84,254,91,194,79,0.47246376811594204,0.42124542124542125,0.44685459468068167,0.05121834687052079,216,83.421421051,23114,15326,38440,0.20597565157750342,69.613333038066,69.613333038066,1.0495828331839405,043a6c06e5de212c29f20aa8b3661dc62815856d1447df3dec845912aeac346d
POOL_00086,86,259,89,198,80,0.4885057471264368,0.4244604316546763,0.45648308939055654,0.06404531547176051,212,79.728183746,23051,15840,38891,0.20839227537722907,62.95395686475166,70.95395686475166,1.276388042508702,eb7d1aae2be4f31157000d1ba53a4f19632381d0d01b554c616aa73c7d6cd2a6
POOL_00087,87,248,93,204,78,0.45454545454545453,0.44680851063829785,0.45067698259187616,0.007736943907156679,219,87.114658356,23064,15912,38976,0.2088477366255144,68.66614891164875,62.66614891164875,0.649478087457995,ea37cc4f218483396567ac54552e8f1bbf0f58cb75145c11c9727a637ec94299
POOL_00088,88,247,89,198,77,0.47023809523809523,0.44,0.45511904761904765,0.03023809523809523,218,82.498111725,21983,15246,37229,0.1994866683813443,70.32086827331159,66.32086827331159,0.6958268993337907,c51405b88cf85692b93c98ee7fd3b6bcf30a03efd1b5778f36026bc2a940f55f
POOL_00089,89,258,94,205,79,0.4659090909090909,0.44366197183098594,0.4547855313700384,0.02224711907810495,212,89.884586334,24252,16195,40447,0.21672989540466392,62.42064124102323,70.42064124102322,1.060976161362807,cd534add5953b15b3e8ad014b261e4f00dc178bbf204a09c5fad8f699bfa4b24
POOL_00090,90,263,87,195,78,0.5028571428571429,0.42857142857142855,0.46571428571428575,0.07428571428571434,208,86.191349029,22881,15210,38091,0.20410558127572018,64.62477592077042,80.62477592077042,1.316764578721269,fd56213ae3c0f6270a7bb8d45caa48efca1cb4144950104bebe0d12899dd0535
POOL_00091,91,252,91,202,80,0.46938775510204084,0.4326241134751773,0.4510059342886091,0.03676364162686352,215,78.80487442,22932,16160,39092,0.2094693072702332,62.655824858437754,64.65582485843777,1.1085269270363505,dcae5b49ae41786c51b82d32045ada7a7848ac3da32f5b2a2298a71487e1fc1d
POOL_00093,93,260,93,200,78,0.4730878186968839,0.43884892086330934,0.4559683697800966,0.03423889783357453,213,84.344730377,24180,15600,39780,0.21315586419753085,63.143546907159234,69.14354690715925,0.7302700092047956,80748f7c6b7ec62c5aea5e2c1ca298f51827840cbbe6d5797ad0daa159c5a91e
POOL_00094,94,255,90,203,79,0.4782608695652174,0.4397163120567376,0.45898859081097754,0.03854455750847979,210,88.037967682,22950,16037,38987,0.20890667866941015,62.20713533364152,74.20713533364153,1.0377951736641804,0b4826b49e8ac8ae35495b6d97f45b95321e72493d6a565fa13bcd2379d68060
POOL_00095,95,244,95,197,77,0.43952802359882004,0.43795620437956206,0.43874211398919105,0.001571819219257975,216,80.651493072,23180,15169,38349,0.20548804012345678,65.0543122500718,65.05431225007183,0.9863745353189693,bf74241cbca4e29393e0ad28873e63906ce484549017476635d0be87e55b41de
POOL_00096,96,244,88,199,78,0.46987951807228917,0.4368231046931408,0.453351311382715,0.033056413379148386,215,82.728939056,21472,15522,36994,0.19822745198902605,67.3641492596343,69.3641492596343,0.9243049700963764,38fbc09dd1a16be98ec2fab79b99786f11ab76b789e78ae1758fbc15101881b5
POOL_00098,98,260,90,196,77,0.4857142857142857,0.4358974358974359,0.46080586080586083,0.049816849816849806,212,79.035701752,23400,15092,38492,0.2062542866941015,63.466307127454385,71.4663071274544,0.88696119401076,6fdcded6e88d6d8ad93dc36c1821155efbd0f672ee88df6ea4b54f58b5ea4f3d
POOL_00099,99,249,94,202,79,0.4518950437317784,0.4377224199288256,0.444808731830302,0.01417262380295281,218,86.422176361,23406,15958,39364,0.21092678326474623,67.73188635678937,63.731886356789374,0.8942701881944518,829635ad896c0a459ed7555a1fb2268fbd0dd941e7a7512291a2e282ef82baa4
POOL_00100,100,252,89,204,80,0.4780058651026393,0.43661971830985913,0.4573127917062492,0.04138614679278019,217,88.268795013,22428,16320,38748,0.20762602880658437,69.3381322265291,67.33813222652907,1.1255618686743758,4ef4ee4653ce428b93013522d28ba4fb82365883cc530c04ac74de33361eb315
POOL_00101,101,263,93,197,77,0.47752808988764045,0.43795620437956206,0.4577421471336013,0.039571885508078386,210,80.882320404,24459,15169,39628,0.21234139231824417,60.14373608720317,72.1437360872032,0.9847963396658924,350c85086605747f71d2edefad12fec77a03df09d92d5b6b5eeb54bbb553a5ea
POOL_00103,103,247,91,194,79,0.46153846153846156,0.42124542124542125,0.4413919413919414,0.040293040293040316,220,84.575557709,22477,15326,37803,0.20256237139917696,74.200338534711,66.20033853471102,1.1226016888596706,a9134aa2ad4cd25d80a49f1d8e7f4dcee584c03c32aa7fd1ec92f954dd25fc76
POOL_00104,104,248,91,202,77,0.4631268436578171,0.44802867383512546,0.4555777587464713,0.015098169822691632,217,76.265773773,22568,15554,38122,0.20427169067215364,64.24723459172867,62.24723459172864,0.6313728709134203,717ca866e15ef74a0a6403cf4baf9d5c1bdcf37076ff13a0bbe94ab721c4ffbc
POOL_00105,105,259,95,195,79,0.4632768361581921,0.4233576642335766,0.44331725019588436,0.03991917192461547,211,83.652248382,24605,15405,40010,0.21438828875171467,62.23053219155073,72.23053219155074,1.2565249117835722,9d12dde7dde5794b988728ae39daec74bc6e8228092fa87533bc28ebe4cb4e02
POOL_00107,107,253,93,198,80,0.4624277456647399,0.4244604316546763,0.4434440886597081,0.03796731401006359,214,79.959011078,23529,15840,39369,0.21095357510288065,63.04224956191394,67.04224956191393,1.216986063795013,bba3515b936be2dd50361dbd99a0c29e5eba338e049e393b61a3fc92e2b15ff9
POOL_00108,108,251,87,197,80,0.48520710059171596,0.4223826714801444,0.4537948860359302,0.06282442911157154,219,81.80562973,21837,15760,37597,0.20145854766803842,72.30439410385748,66.30439410385748,1.267411187131937,f1a6d2291b288ebfe25be227049ea21adc4cbaf47df5a0c6b3200fb76dfaa152
POOL_00109,109,261,92,203,78,0.47875354107648727,0.44483985765124556,0.4617966993638664,0.0339136834252417,213,89.19210434,24012,15834,39846,0.21350951646090535,64.96019115956051,70.96019115956051,0.7743959781873777,52c855f5c60a2f33dbb35fffb988100a9c5d5ef90f7fc731f18445e5544c06ad
POOL_00110,110,256,89,200,79,0.48405797101449277,0.4336917562724014,0.4588748636434471,0.05036621474209135,209,85.498867035,22784,15800,38584,0.20674725651577502,61.708508846296624,75.70850884629661,1.1083948645461628,d5273fa0568989095cef1a616420448623af13f1a6d1535b75bb8188642e43bd
POOL_00114,114,261,87,199,80,0.5,0.4265232974910394,0.46326164874551967,0.0734767025089606,215,75.80411911,22707,15920,38627,0.20697766632373113,65.22892559393325,67.22892559393327,1.3321825318145362,1f76c64b6885af2f55eec3ac57b3608e64ad16df6bd1fbdd083d4c27b107c002
POOL_00116,116,253,89,204,77,0.47953216374269003,0.45195729537366547,0.46574472955817775,0.027574868369024563,211,85.037212372,22517,15708,38225,0.20482360253772292,61.55180281505731,71.5518028150573,0.698678930110206,f9c26ac013f2e88949f927b02d2167c7646a0b9ac6d72d7ec351ff34c33f51ba
POOL_00117,117,263,93,197,79,0.47752808988764045,0.427536231884058,0.45253216088584924,0.04999185800358247,217,77.650737762,24459,15563,40022,0.2144525891632373,65.83120863874115,63.831208638741145,1.0301117000807727,073e0b667d8ff2321113658285cef44cd1d888bf7878a1a9146338fc5ebff6b2
POOL_00118,118,258,91,207,78,0.4785100286532951,0.45263157894736844,0.4655708038003318,0.025878449705926676,214,81.343975067,23478,16146,39624,0.21231995884773663,60.309315318328835,64.30931531832883,0.5753778373302756,b1dbe987956d3df164c21abcea8f5603b386b74a2d95f2cf44a56880e8fb9122
POOL_00121,121,257,91,199,77,0.47701149425287354,0.4420289855072464,0.45952023988005997,0.03498250874562714,216,87.80714035,23387,15323,38710,0.2074224108367627,69.59972837815599,69.59972837815599,0.5673935026789679,172bda8c4b16edb964b13f3ef6e5524d0a41625825c9d0d4bdbae8b28e3d6eba
POOL_00122,122,262,89,203,80,0.4928774928774929,0.43462897526501765,0.46375323407125524,0.05824851761247524,219,84.113903046,23318,16240,39558,0.21196630658436214,69.43308871052707,63.43308871052707,1.0803842857139216,75b63c7a8c8df6776b687bb45c8a3b60a338c003fa0eb05cb90c7209308a5bc8
POOL_00123,123,251,94,196,78,0.45507246376811594,0.4306569343065693,0.4428646990373426,0.024415529461546626,213,76.727428436,23594,15288,38882,0.2083440500685871,61.66391926493672,67.66391926493671,1.0348368531820082,97c9be60a1b351bd9b53a6fb38cf711d5dac07cc90e94a22225ab38defec29bb
POOL_00125,125,259,95,204,80,0.4632768361581921,0.43661971830985913,0.44994827723402564,0.026657117848332967,215,85.960521698,24605,16320,40925,0.2192911951303155,62.9356413577001,64.93564135770009,1.189572215635234,75d520a319e0e9feb58690a8dc6cc2ef3c47e2b32bc43360ad3361401a4a7bfc
POOL_00126,126,254,88,195,77,0.4853801169590643,0.4338235294117647,0.45960182318541454,0.05155658754729958,218,89.653759003,22352,15015,37367,0.2002261231138546,76.2691244344977,72.26912443449768,0.9250289241442619,ed9656a50ae663c3e8e2a4f10ab2a1932083b3bb5fb4d476ebe4d5c95226951b
POOL_00130,130,259,87,194,78,0.49710982658959535,0.4264705882352941,0.4617902074124447,0.07063923835430125,213,77.477617264,22533,15132,37665,0.20182291666666666,66.35147754023875,72.35147754023873,1.1465653123934312,c6dd0513ea4d3155f84c8437a3e67f0288afa3588fd5bec5ced17364ada55a19
POOL_00132,132,251,88,206,80,0.4808259587020649,0.4405594405594406,0.46069269963075277,0.04026651814262433,214,83.017473221,22088,16480,38568,0.20666152263374485,62.9012572191356,66.90125721913557,1.1726504646150533,09097122570ec99c53d85108d1c823ed01b852f8f3caedf1875b830b520dc13a
POOL_00135,135,246,95,196,77,0.44281524926686217,0.4358974358974359,0.43935634258214906,0.006917813369426262,217,86.710710525,23370,15092,38462,0.20609353566529492,69.45241915865634,67.45241915865631,0.9874628488246476,ce47663362b6d869b2f5f12fcd23a28328bb9587f1752264a2224239051d4086
POOL_00136,136,247,87,203,78,0.47904191616766467,0.44483985765124556,0.4619408869094551,0.03420205851641911,220,82.094163895,21489,15834,37323,0.1999903549382716,70.60043892562463,62.600438925624644,0.75978995514298,8e6599d1bdd623c77958a6259dc1d45811ea8712fbb5bd2527f2d1ee3db99796
POOL_00137,137,258,91,197,80,0.4785100286532951,0.4223826714801444,0.45044635006671974,0.056127357173150705,213,89.480638504,23478,15760,39238,0.21025162894375857,68.64146890805009,74.64146890805011,1.3122320659746558,1aa35201a820ad977646daefb0f86c5a75d815202aed4992a0ab59579bd0ef61
POOL_00139,139,253,93,200,79,0.4624277456647399,0.4336917562724014,0.44805975096857065,0.028735989392338457,217,78.40092659,23529,15800,39329,0.2107392403978052,64.60019773308699,62.600197733086986,0.8564715115563254,2c15d8d4f5a4c52f06524a9e0e976f669b457ea7ad828e3737b00325b07eb078
POOL_00140,140,250,90,195,79,0.47058823529411764,0.4233576642335766,0.44697294976384716,0.047230571060541016,218,76.554307937,22500,15405,37905,0.20310892489711935,68.98771931500272,64.98771931500272,1.099939811088254,43cab0fa07631eebb2499223f565c5cab4c1bfb7c49ef7218ceeb244e16a816b
POOL_00141,141,261,95,202,77,0.46629213483146065,0.44802867383512546,0.4571604043332931,0.01826346099633519,212,83.940782547,24795,15554,40349,0.21620477537722907,60.00033670833448,68.00033670833449,0.7955247200468543,f47913920223ba8cd8a263ec3a1d04d42bfd5a6eb123aa40cadefacd49367092
