geometry_id,polarization,order_n,mean_hf_minus_lf,mae_hf_minus_lf,max_abs_hf_minus_lf
K6X_D150_D205_D215_D220_D225_D230,p,0,0.05664499343681648,0.07279203912920978,0.2077302923067887
K6X_D150_D205_D215_D220_D225_D230,p,1,-0.06293181236625568,0.06293181236625568,0.10621748184760753
K6X_D150_D205_D215_D220_D225_D230,p,2,-0.11491684386535876,0.1264020986807933,0.34928779170097646
K6X_D150_D205_D215_D220_D225_D230,p,3,-0.07717578515367607,0.08840231658425615,0.1494294138395094
K6X_D150_D205_D215_D220_D225_D230,s,-3,-0.0672269274487344,0.08964617933020591,0.1843824822183756
K6X_D150_D205_D215_D220_D225_D230,s,-2,-0.027396853152383258,0.04340208613649492,0.07438949184537781
K6X_D150_D205_D215_D220_D225_D230,s,-1,-0.014240122782566374,0.02239279597342708,0.1467064223145831
K6X_D150_D205_D215_D220_D225_D230,s,0,-0.041451867462423214,0.08179510670391953,0.2334497664099331
K6X_D150_D205_D215_D220_D225_D230,s,1,0.03423859591714729,0.06043605848124507,0.10057437892407028
K6X_D150_D205_D215_D220_D225_D230,s,2,-0.26085635558794196,0.26085635558794196,0.4120320194143405
K6X_D150_D205_D215_D220_D225_D230,s,3,-0.06550812754126839,0.07106524005523594,0.11848830942895804
K6X_D200_D205_D215_D220_D225_D230,p,-3,-0.028943945086446342,0.036348285420338126,0.11815191585048614
K6X_D200_D205_D215_D220_D225_D230,p,-2,-0.013138288698402813,0.019094148652899937,0.03978446906668188
K6X_D200_D205_D215_D220_D225_D230,p,-1,-0.0379639022122477,0.04261092166034847,0.11381600525611082
K6X_D200_D205_D215_D220_D225_D230,p,0,-0.08940265918518818,0.1832347006588339,0.615009891654845
K6X_D200_D205_D215_D220_D225_D230,p,1,-0.005472429251815625,0.01941267786292654,0.059074768233385595
K6X_D200_D205_D215_D220_D225_D230,p,2,-0.06207159880547195,0.06207159880547195,0.13732923681146725
K6X_D200_D205_D215_D220_D225_D230,p,3,-0.03356239038230179,0.03577776288143268,0.11999716889208613
K6X_D200_D205_D215_D220_D225_D230,s,-3,-0.025172196817982703,0.02525872563553214,0.12538416531197613
K6X_D200_D205_D215_D220_D225_D230,s,-2,-0.0056625723887509935,0.020580108065107072,0.04038311147532227
K6X_D200_D205_D215_D220_D225_D230,s,-1,-0.028344315513295883,0.03681473161661878,0.08505978581562083
K6X_D200_D205_D215_D220_D225_D230,s,0,-0.16182533117336997,0.1879563023673529,0.6150347256758999
K6X_D200_D205_D215_D220_D225_D230,s,1,0.02658455543396229,0.03446582219699878,0.06876412704742031
K6X_D200_D205_D215_D220_D225_D230,s,2,-0.10997802924260558,0.10997802924260558,0.20394103989781726
K6X_D200_D205_D215_D220_D225_D230,s,3,-0.03563872411585697,0.03563872411585697,0.12286465516638613
