model,geometry_id,M7_order_profile_mae,M8_order_profile_mae,delta_M8_minus_M7
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,0.045628862216564654,0.04216167078228547,-0.0034671914342791835
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,0.04236065994265065,0.040247226534403505,-0.0021134334082471423
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,0.049883247739550836,0.05160556897010567,0.001722321230554831
LF_global_bias,K6X_D105_D120_D125_D130_D165_D190,0.034036096745989224,0.03377223306165939,-0.000263863684329832
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,0.04572593446291511,0.04239450796084007,-0.0033314265020750397
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,0.05668303960976124,0.05882187650567813,0.0021388368959168944
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,0.027215124556814307,0.02595702137888972,-0.0012581031779245883
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,0.0721988617052073,0.07311255116916171,0.0009136894639544119
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,0.047875786947822685,0.0440007477901123,-0.003875039157710383
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,0.036104151810683896,0.033360293468994176,-0.00274385834168972
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,0.07115518559922296,0.07135618463290147,0.00020099903367851168
LF_global_bias,K6X_D150_D205_D215_D220_D225_D230,0.07982282350585776,0.07999473297237127,0.00017190946651350625
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,0.061121396213063096,0.06301700596592492,0.001895609752861828
LF_only,K6X_D100_D105_D115_D120_D125_D130,0.015052012145008209,0.015052012145008209,0.0
LF_only,K6X_D100_D110_D115_D220_D225_D230,0.03336736359715758,0.03336736359715758,0.0
LF_only,K6X_D100_D115_D130_D145_D155_D185,0.02489510472016523,0.02489510472016523,0.0
LF_only,K6X_D100_D130_D135_D155_D160_D225,0.040759035139760945,0.040759035139760945,0.0
LF_only,K6X_D100_D140_D145_D155_D225_D230,0.04974727503854652,0.04974727503854652,0.0
LF_only,K6X_D100_D200_D205_D210_D215_D220,0.05801455823637903,0.05801455823637903,0.0
LF_only,K6X_D105_D120_D125_D130_D165_D190,0.03405784198380516,0.03405784198380516,0.0
LF_only,K6X_D110_D125_D135_D150_D175_D190,0.03373226178707474,0.03373226178707474,0.0
LF_only,K6X_D110_D190_D210_D215_D220_D225,0.05945078659821856,0.05945078659821856,0.0
LF_only,K6X_D120_D125_D180_D185_D190_D195,0.027297120878768746,0.027297120878768746,0.0
LF_only,K6X_D120_D145_D200_D215_D220_D230,0.07451680346832969,0.07451680346832969,0.0
LF_only,K6X_D125_D135_D150_D175_D190_D210,0.036332746429062764,0.036332746429062764,0.0
LF_only,K6X_D130_D145_D155_D180_D195_D230,0.02484744620002528,0.02484744620002528,0.0
LF_only,K6X_D140_D160_D165_D170_D180_D190,0.07859126194206575,0.07859126194206575,0.0
LF_only,K6X_D150_D205_D215_D220_D225_D230,0.08187879087397647,0.08187879087397647,0.0
LF_only,K6X_D200_D205_D215_D220_D225_D230,0.06066018137016598,0.06066018137016598,0.0
LF_paired_shared_contrast,K6X_D100_D105_D115_D120_D125_D130,0.028012614656676958,0.04097830237588098,0.012965687719204023
LF_paired_shared_contrast,K6X_D100_D110_D115_D220_D225_D230,0.19023056861060067,0.05570555782257371,-0.13452501078802695
LF_paired_shared_contrast,K6X_D100_D115_D130_D145_D155_D185,0.018399645662088317,0.017045191364771586,-0.0013544542973167317
LF_paired_shared_contrast,K6X_D100_D130_D135_D155_D160_D225,0.07613637754856789,0.1027518587956122,0.026615481247044312
LF_paired_shared_contrast,K6X_D100_D140_D145_D155_D225_D230,0.09786752515328408,0.07519515230997396,-0.022672372843310112
LF_paired_shared_contrast,K6X_D100_D200_D205_D210_D215_D220,0.03326966769520922,0.03855279146653424,0.005283123771325018
LF_paired_shared_contrast,K6X_D105_D120_D125_D130_D165_D190,0.04058398936245491,0.024225229078522162,-0.016358760283932745
LF_paired_shared_contrast,K6X_D110_D125_D135_D150_D175_D190,0.028128267796880265,0.025505086791315357,-0.0026231810055649084
LF_paired_shared_contrast,K6X_D110_D190_D210_D215_D220_D225,0.02682582293205309,0.029336334769226983,0.0025105118371738927
LF_paired_shared_contrast,K6X_D120_D125_D180_D185_D190_D195,0.028522743086676895,0.028851622753676268,0.00032887966699937307
LF_paired_shared_contrast,K6X_D120_D145_D200_D215_D220_D230,0.05538387960304004,0.05683015927747245,0.0014462796744324144
LF_paired_shared_contrast,K6X_D125_D135_D150_D175_D190_D210,0.014396464560605766,0.012617398475712104,-0.0017790660848936626
LF_paired_shared_contrast,K6X_D130_D145_D155_D180_D195_D230,0.03205281091674211,0.031382374163046116,-0.000670436753695991
LF_paired_shared_contrast,K6X_D140_D160_D165_D170_D180_D190,0.0515043635000686,0.05444976831830224,0.0029454048182336393
LF_paired_shared_contrast,K6X_D150_D205_D215_D220_D225_D230,0.07309022807093103,0.0559935712224688,-0.017096656848462233
LF_paired_shared_contrast,K6X_D200_D205_D215_D220_D225_D230,0.08199195265078611,0.058290961278935856,-0.023700991371850257
LF_ridge_residual,K6X_D100_D105_D115_D120_D125_D130,0.019030308160706232,0.03741042557305491,0.01838011741234868
LF_ridge_residual,K6X_D100_D110_D115_D220_D225_D230,0.06797058279570362,0.05511430466159031,-0.012856278134113303
LF_ridge_residual,K6X_D100_D115_D130_D145_D155_D185,0.02059660669114781,0.01647152950081149,-0.0041250771903363175
LF_ridge_residual,K6X_D100_D130_D135_D155_D160_D225,0.0760959301840646,0.10246489041985626,0.02636896023579166
LF_ridge_residual,K6X_D100_D140_D145_D155_D225_D230,0.06178817645397303,0.06898867228485485,0.007200495830881816
LF_ridge_residual,K6X_D100_D200_D205_D210_D215_D220,0.03946888779947661,0.04464952726110773,0.005180639461631116
LF_ridge_residual,K6X_D105_D120_D125_D130_D165_D190,0.03086031762297282,0.02531887898611864,-0.00554143863685418
LF_ridge_residual,K6X_D110_D125_D135_D150_D175_D190,0.029351690686602396,0.028673393096897624,-0.0006782975897047724
LF_ridge_residual,K6X_D110_D190_D210_D215_D220_D225,0.03041192434685834,0.03313948777423564,0.0027275634273773025
LF_ridge_residual,K6X_D120_D125_D180_D185_D190_D195,0.03509082016014386,0.030777645408095043,-0.004313174752048815
LF_ridge_residual,K6X_D120_D145_D200_D215_D220_D230,0.05525817127169326,0.0538537767697368,-0.0014043945019564588
LF_ridge_residual,K6X_D125_D135_D150_D175_D190_D210,0.014286552178396627,0.01069627734696073,-0.0035902748314358968
LF_ridge_residual,K6X_D130_D145_D155_D180_D195_D230,0.02699612690149639,0.028025794643334823,0.0010296677418384324
LF_ridge_residual,K6X_D140_D160_D165_D170_D180_D190,0.04399815843195471,0.04527884457838014,0.0012806861464254304
LF_ridge_residual,K6X_D150_D205_D215_D220_D225_D230,0.0519933839878208,0.04150874892251402,-0.01048463506530678
LF_ridge_residual,K6X_D200_D205_D215_D220_D225_D230,0.05534883275318598,0.04047150754299946,-0.014877325210186518
circular_cnn,K6X_D100_D105_D115_D120_D125_D130,0.08890707656706497,0.04975854525855019,-0.039148531308514777
circular_cnn,K6X_D100_D110_D115_D220_D225_D230,0.1518269834619305,0.02722054933139353,-0.12460643413053696
circular_cnn,K6X_D100_D115_D130_D145_D155_D185,0.019223098788421485,0.02076611327725333,0.0015430144888318453
circular_cnn,K6X_D100_D130_D135_D155_D160_D225,0.0683887331789438,0.0746195315927367,0.0062307984137928984
circular_cnn,K6X_D100_D140_D145_D155_D225_D230,0.12159318474746951,0.13853045650046691,0.016937271752997404
circular_cnn,K6X_D100_D200_D205_D210_D215_D220,0.028935510081790138,0.0256419711001695,-0.0032935389816206376
circular_cnn,K6X_D105_D120_D125_D130_D165_D190,0.026654356432278238,0.022780244016829158,-0.0038741124154490804
circular_cnn,K6X_D110_D125_D135_D150_D175_D190,0.021836061179781565,0.018410897713957472,-0.003425163465824093
circular_cnn,K6X_D110_D190_D210_D215_D220_D225,0.038271746370143,0.03239796516104582,-0.005873781209097179
circular_cnn,K6X_D120_D125_D180_D185_D190_D195,0.07738720642663538,0.0682680041189986,-0.009119202307636784
circular_cnn,K6X_D120_D145_D200_D215_D220_D230,0.0712975891530239,0.055930536112153144,-0.01536705304087075
circular_cnn,K6X_D125_D135_D150_D175_D190_D210,0.01807010500722472,0.01919605005723213,0.0011259450500074111
circular_cnn,K6X_D130_D145_D155_D180_D195_D230,0.05506069903707802,0.04620558612343813,-0.008855112913639891
circular_cnn,K6X_D140_D160_D165_D170_D180_D190,0.06909712847537959,0.05829706792081806,-0.010800060554561529
circular_cnn,K6X_D150_D205_D215_D220_D225_D230,0.06784032805548018,0.048217387015727885,-0.019622941039752297
circular_cnn,K6X_D200_D205_D215_D220_D225_D230,0.04350233738170565,0.04070239034081554,-0.002799947040890108
corrected_residual_mlp,K6X_D100_D105_D115_D120_D125_D130,0.10721484865304608,0.0764542336291529,-0.03076061502389317
corrected_residual_mlp,K6X_D100_D110_D115_D220_D225_D230,0.06309179090358395,0.08452193067950657,0.02143013977592262
corrected_residual_mlp,K6X_D100_D115_D130_D145_D155_D185,0.011963779707688528,0.018005063900756065,0.006041284193067537
corrected_residual_mlp,K6X_D100_D130_D135_D155_D160_D225,0.06646390243561656,0.0794154896522382,0.012951587216621638
corrected_residual_mlp,K6X_D100_D140_D145_D155_D225_D230,0.09075592227310639,0.10862288163216462,0.01786695935905823
corrected_residual_mlp,K6X_D100_D200_D205_D210_D215_D220,0.0331318175677477,0.03943197340203357,0.006300155834285871
corrected_residual_mlp,K6X_D105_D120_D125_D130_D165_D190,0.02725145615653908,0.028387178890416774,0.0011357227338776935
corrected_residual_mlp,K6X_D110_D125_D135_D150_D175_D190,0.01659993845495478,0.017040266332753188,0.00044032787779840765
corrected_residual_mlp,K6X_D110_D190_D210_D215_D220_D225,0.030653390251184107,0.03040962934260636,-0.00024376090857774688
corrected_residual_mlp,K6X_D120_D125_D180_D185_D190_D195,0.039697437560588106,0.03138960074635417,-0.008307836814233936
corrected_residual_mlp,K6X_D120_D145_D200_D215_D220_D230,0.05014403301058024,0.045316590201318965,-0.004827442809261277
corrected_residual_mlp,K6X_D125_D135_D150_D175_D190_D210,0.01338905726695492,0.011040928127821864,-0.002348129139133055
corrected_residual_mlp,K6X_D130_D145_D155_D180_D195_D230,0.02577999166525601,0.025687510807793176,-9.248085746283233e-05
corrected_residual_mlp,K6X_D140_D160_D165_D170_D180_D190,0.05313666043540446,0.051879902299329615,-0.0012567581360748425
corrected_residual_mlp,K6X_D150_D205_D215_D220_D225_D230,0.04833031688174252,0.04761287654050255,-0.0007174403412399666
corrected_residual_mlp,K6X_D200_D205_D215_D220_D225_D230,0.06878752215730129,0.06708433420971306,-0.001703187947588225
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,0.12704825600075287,0.15140708909300532,0.024358833092252452
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,0.22933030240910093,0.10256967334129304,-0.12676062906780788
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,0.055009262020937984,0.04288178624451409,-0.012127475776423896
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,0.08338583740869364,0.05191085091724213,-0.03147498649145151
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,0.09578407847276056,0.15249682654598712,0.05671274807322656
direct_mlp,K6X_D100_D200_D205_D210_D215_D220,0.02669698467147402,0.02111676851903999,-0.00558021615243403
direct_mlp,K6X_D105_D120_D125_D130_D165_D190,0.07346093690617476,0.053285512588873374,-0.02017542431730139
direct_mlp,K6X_D110_D125_D135_D150_D175_D190,0.03225373448279752,0.023305861104985292,-0.008947873377812231
direct_mlp,K6X_D110_D190_D210_D215_D220_D225,0.038099991384242006,0.03604507587508621,-0.0020549155091557983
direct_mlp,K6X_D120_D125_D180_D185_D190_D195,0.1082020166246036,0.10012605485491187,-0.008075961769691734
direct_mlp,K6X_D120_D145_D200_D215_D220_D230,0.06730838325159667,0.06492145787471301,-0.0023869253768836612
direct_mlp,K6X_D125_D135_D150_D175_D190_D210,0.016020763777907007,0.0153397711577748,-0.0006809926201322061
direct_mlp,K6X_D130_D145_D155_D180_D195_D230,0.033917799807767414,0.024036871585078126,-0.009880928222689288
direct_mlp,K6X_D140_D160_D165_D170_D180_D190,0.11098123901240542,0.10597516732163567,-0.005006071690769748
direct_mlp,K6X_D150_D205_D215_D220_D225_D230,0.0887217175877185,0.08645888206653266,-0.002262835521185849
direct_mlp,K6X_D200_D205_D215_D220_D225_D230,0.07924058815173775,0.07565729387086274,-0.0035832942808750046
resmlp,K6X_D100_D105_D115_D120_D125_D130,0.062699471818058,0.0459538987072609,-0.0167455731107971
resmlp,K6X_D100_D110_D115_D220_D225_D230,0.21879759525616016,0.120540915693572,-0.09825667956258816
resmlp,K6X_D100_D115_D130_D145_D155_D185,0.05299247320530307,0.0353308919918039,-0.017661581213499172
resmlp,K6X_D100_D130_D135_D155_D160_D225,0.07603359465222383,0.052465911357154456,-0.02356768329506937
resmlp,K6X_D100_D140_D145_D155_D225_D230,0.0757503353801095,0.102215471947633,0.0264651365675235
resmlp,K6X_D100_D200_D205_D210_D215_D220,0.028231486467347255,0.02651278108255898,-0.001718705384788275
resmlp,K6X_D105_D120_D125_D130_D165_D190,0.06329445803375934,0.04531864779154159,-0.017975810242217748
resmlp,K6X_D110_D125_D135_D150_D175_D190,0.032716145577527785,0.02505408290060712,-0.007662062676920666
resmlp,K6X_D110_D190_D210_D215_D220_D225,0.03526546566015242,0.034659867353746494,-0.0006055983064059273
resmlp,K6X_D120_D125_D180_D185_D190_D195,0.09288991354354705,0.08588123721610365,-0.007008676327443397
resmlp,K6X_D120_D145_D200_D215_D220_D230,0.06000072070989422,0.04991512716554545,-0.010085593544348771
resmlp,K6X_D125_D135_D150_D175_D190_D210,0.018817427686936825,0.013420023317206464,-0.005397404369730361
resmlp,K6X_D130_D145_D155_D180_D195_D230,0.033975003051114804,0.030580341122097163,-0.003394661929017641
resmlp,K6X_D140_D160_D165_D170_D180_D190,0.10769772488152585,0.11358559865856406,0.005887873777038213
resmlp,K6X_D150_D205_D215_D220_D225_D230,0.07460974621435834,0.06348126178286301,-0.011128484431495334
resmlp,K6X_D200_D205_D215_D220_D225_D230,0.07026139040590966,0.04549223450737958,-0.024769155898530078
